LEAK_ID,RPT_TYPE,RPT_DATE,ADDRESS,MAIN_ST,CROSS_ST,PIPE_SIZE,PIPE_TYPE,YR_INST,TWENTIES,PLR_INST,LEAK_TYPE,LEAK_QUANT,ANOD_INST,COAT_TYPE,COAT_COND,SOIL_TYPE,FOREMAN,WSM_NBR,REPAIR_HRS,MAN_HRS,REMARKS,LAT,LON
64753,MAIN,3/21/13,801 LATIMER ROAD,0' S OF (CUL-DE-SAC) LATIMER ROAD,854' SS SUNSET BLVD,6,STEEL,1946,0,64337,CLAMP,1,,,,DIRT,KELLY,128-132,9,17,"EXCAVATION CONED, BARRICADED AND TAPED OFF.",34.04462744,-118.5117547
65096,MAIN,5/21/13,3396 MANNING COURT,12' S/N MANNING COURT,413' E/E MANNING AVE.,4,C.I.,1946,0,64813,2 INCH BLOW OFF,1,,,,,C. SCHWEINBOLD,122-165,5,10,PUMPED OUT 2 RISER AND ADDED FITTINGS TO END AFTER TURNING ON/OFF CURB VALVE & TAPPING DOWN. REPAVED PATCH AND PAINTED LIDS.,34.03096406,-118.4044665
65395,MAIN,8/7/13,2620 JALMIA DR,7' EW JALMIA DR,89' SS JALMIA PL,6,STEEL,1946,0,64525,RUST HOLE,1,,,,LOAM,SPEARS,154-177,7.5,22.5,"REPAIRED RUST HOLE LEAK IN 6"" STEEL MAIN WITH A LARGE SCREWPIN.",34.11892851,-118.3607398
66103,MAIN,9/6/13,2620 JALMIA DR,9' EW JALMIA DR,89' SS JALMIA PL,6,STEEL,1946,0,64525,RUST HOLE,1,,,NONE,LOAM,SPEARS,154-177,8,16,REPAIRED RUST HOLE LEAK WITH  SCREW PIN.,34.11894552,-118.3607368
66256,MAIN,9/26/13,11910 WESTMINSTER PL,12' NS WESTMINSTER PL,179' EE STONER,4,C.I.,1946,0,69585,SPLIT,1,,,,,JIMENEZ,116-156,12.5,25,"FOUND SMALL SPLIT ON 4' CI WATER MAIN, WHEN EXPOSED, ALSO FOUND BELL, 2- REPAIR CLAMPS. SO DECIDED TO CUT ALL THAT OUT. REPAIRS COMPLETE.",34.01253847,-118.4321926
65929,MAIN,9/30/13,4564 SALTILLO ST,5' WCL SALTILLO ST,660' ECL CANOGA AVE,4,C.I.,1946,0,59740,ROUND CRACK,1,,,,CLAY,MAO,166-105,5.5,11,"REPLACED 18"" OF PIPE, STOPPED LEAK, (ROUND CRACK AT BELL), BACKFILLED, TEMP OILED, CLEANED AREA.",34.15224328,-118.5963875
65556,MAIN,9/30/13,4027 RANDOLPH AVE,150' NN YOAKUM ST,24' EW RANDOLPH AVE,2,STEEL,1946,0,64449,RUST HOLE,1,,,,,HOOVER,146-231,8,16,"REPAIRED LEAK ON 2"" STEEL MAIN. BACKFILLED, TEMP ASPHALT, CLEAN UP, LEFT SITE SAFE. LEAK LOCATION 5' S/S OF 2"" MAIN ON LOCKE AVE. NOT ON WSM ""FROM GOOGLE MAP""",34.09427904,-118.1785783
66341,MAIN,11/6/13,4853 MAMMOTH AVE.,11' W/C MAMMOTH AVE.,169' N/C LA MADIA,6,C.I.,1946,0,59634,ROUND CRACK,1,,,,,G. MATCHIE,170-156,6.5,23.5,"PLACED 360 DEGREE REPAIR CLAMP ON 6"" CI MAIN, BACKFILLED, TEMPED, CLEANED UP, MADE SAFE.",34.15907499,-118.4324923
66624,MAIN,12/10/13,551 CASHMERE TERR,12' NS CASHMERE TERR,127' WW DENSLOW AVE,6,C.I.,1946,0,64757,,1,,,,CLAY,SPEARS,136-147,6.5,19.5,"REPAIRED 6"" C.I. ROUND CRACK LEAK WITH 6""X 8"" 360 DEGREE CLAMP.",34.066492,-118.4573389
66649,MAIN,12/17/13,5601 W 79TH ST,19' NS 79TH ST,101' WW OSAGE AVE,8,C.I.,1946,0,64670,ROUND CRACK,1,,,NONE,CLAY,SPEARS,100-171,14,28,"REPAIRED 8"" C.I. ROUND CRACK LEAK WITH 8""X 8"" 360 DEGREE CLAMP.",33.96633602,-118.379139
66925,MAIN,1/24/14,3507 S BARRINGTON,13' EW S BARRINGTON,12' NS WESTMINSTER AVE,6,C.I.,1946,0,69585,ROUND CRACK,1,,,N/A,B,SMITH,116-156,8,24,"SET UP TRAFFIC - LOCATE LEAK, DUG OUT, INSTALL CLAMP. BACKFILL & TEMP, P/U MADE CLEAN-UP. LEFT SAFE.",34.01318255,-118.4310917
66981,MAIN,3/3/14,2816 HUTTON DR,420' SS TRUDY DR,12' EW HUTTON DR,8,,1946,0,64815,RUST HOLE,1,,,POOR,CLAY,ALVAREZ,156-156,15.5,55.5,"SET UP TRAFFIC, EXCAVATED, MADE REPAIR WITH 8""X 12"" - 360 DEGREE TYPE CLAMP, ENGERIZED WATER MAIN AND MAIN BROKE AGIAN, CUT IN A 3' LONG PIECE TO MAKE REPAIR. POURED 27 CUBIC YARDS OF SLURRY.",34.12279212,-118.427209
66201,MAIN,3/10/14,4026 RANDOLPH AVE,24 EW RANDOLPH AVE,80 NN YOAKAM PL,2,STEEL,1946,0,64449,RUST HOLE,1,,,,,J.UNGSON,146-231,7.5,29,"2"" STEEL MAIN - 8' DEEP - FOUND RUST HOLE; INSTALLED 2""X5"" 360 CLAMP; BACKFILLED; TEMP OIL; CLEANED UP; SITE SAFE!",34.09409963,-118.1786531
67009,MAIN,3/30/14,3803 SYCAMORE AVE,16' EW SYCAMORE AVE,9' NS COLISEUM ST,8,C.I.,1946,0,64697,RUPTURE,1,,,,,JIMENEZ,118-177,16,41.5,"ARRIVED AT JOBSITE SET UP TRAFFIC DELINEATION SET UP ST CLOSURE & BMP, LOCATE WATER MAIN & SERVICES, LOCATE LEAK, BROKE OUT, EXCAVATE, REQUEST BACK SHUT, FOUND LARGE RUPTURE ON 8"" CI WATER MAIN, REPAIRED W/ 7' OF 8"" DI PIPE, DID NOT BACKFILL DUE TO TELEPHONE, CONDUCT DAMAGED BY WATER MAIN BREAK. ATT CREW WILL BE DOING REPAIRS. PLATED EXCAVATION. MADE SAFE.",34.01823317,-118.356909
66559,MAIN,4/8/14,1125 E LANZIT AVE,13' WW BELHAVEN ST,18' NS LANZIT AVE,6,C.I.,1946,0,69115,COUPLING,1,,,RUSTY,CLAY,DE LA CRUZ,088-210,8,16,"SET UP TRAFFIC CONTROL, LOCATED LEAK, BROKE OUT ASPHALT (14"" THICK), FOUND VOID, DUG OUT, FOUND 6"" LONG X 2"" WIDE HOLE, SET 6""X 12.5"" CLAMP, BACKFILLED & TEMP OILED. CLEANED UP AREA & PICKED UP TRAFFIC & LEFT SITE SAFE.",33.93501419,-118.2556499
66592,MAIN,4/22/14,4221 ALEXANDRIA PL,7' NS ALEXANDRIA PL,87' EE ALEXANDRIA AVE,2,STEEL,1946,0,64613,RUST HOLE,1,,,,,PRECIADO,140-195,8,16,"FOUND TWO RUST HOLES ON 2"" MAIN INSTALLED TWO 360 DEGREE CLAMPS. BACKFILLED & TEMP . SYS 779 CD 13 TG 593 J7",34.07833606,-118.2977802
67140,MAIN,7/25/14,1757 3RD ST,52' WW BOYLE AVE,20' NS 3RD ST (LW),2,STEEL,1946,0,64311,SPLIT,1,,,,,SOLIS,128-219,8,16,FOUND LEAK; BROKE OUT; EXPOSE LEAK; MADE REPAIRS BACKFILL & TEMP W/ OIL; LEFT SAFE & CLEAN.,34.04539767,-118.2200801
40369,MAIN,2/4/10,7909 RESEDA AVE,RESEDA AVE,150 N/CL ARMINTA,16,C.I.,1947,0,19347,SPLIT,1,,,,B,M. CARRONO,190-123,16.5,60,"WATER SHUT DOWN @ 12:00 MADE REPAIRS, RESCIDENTS IN WATER BY 7:00PM, BACKFILLED, CLEAN UP, IN YARD BY 12:30AM",34.214242,-118.5361445
41004,MAIN,6/2/10,2420 MARVIN AVE.,15' E/W MARVIN AVE.,118' N/N APPLE ST.,8,A.C.,1947,0,65490,SPLIT,1,,,,CLAY,GONZALES,124-177,12,47.5,"FOUND SPLIT ON 8"" A/C MAIN. CUT IN 10' OF 8"" D.I. WITH TWO UNIONS. RETAPPED SERVICE AT 2420 MARVIN AVE.",34.03492888,-118.3640387
41076,MAIN,7/7/10,2420 MARVIN AVE,44' W/E MARVIN AVE,110' N/N APPLE ST,8,A.C.,1947,0,65490,CLAMP,1,,,,CON ROCK,M.SPEARS,124-177,5.5,22,PREVIOUS REPAIR. FOUND MECHANICAL LOOSE AND TIGHTENED TILL LEAK STOPPED. BACKFILLED WITH 12 YARDS SAND SLURRY. BARRICADED AND LEFT FOR CAT #1.,34.03491479,-118.3640438
41246,MAIN,10/13/10,3128 FEDERAL AVE,19' W/E FEDERAL AVE,306' S/S CLOVER AVE,6,C.I.,1947,0,65702,CLAMP,1,,,,,RAMIREZ,120-156,14,20,"6"" MAIN RUPTURE ABOVE CORPORATE VALVE. PLACED 6"" X 12"" 1"" OUTLET. PLACED NEW CORPORATE VALVE. CUT IN ONE FOOT OF COPPER. BACKFILLED AND LEFT JOB SITE SAFE.",34.02205565,-118.4353713
61318,MAIN,10/26/10,746-750 139TH ST.,209' E/E 138TH ST.,28' N/S 139TH ST.,4,C.I.,1947,0,65466,"RUST HOLE, SPLIT",1,,,RUST,CLAY,KIRKSEY,078-198,5,10,"LOCATED LEAK, BROKE OUT AND EXCAVATED 3X5, FOUND SMALL SPLIT AND HOLE ON BOTTOM OF 4"" C.I. CUT AND REMOVED 4' C.I. INSTALLED 4' D.I. WITH 2-EA 4"" MECH COUPLINGS, BACKFILLED WITH SAND AND BASE AND OIL TEMP, LEFT JOB SAFE.",33.9055782,-118.2887174
61757,MAIN,12/30/10,2416 MARVIN AV,15' W/W MARVIN AV,181' N/N APPLE ST,8,A.C.,1947,0,65490,MAIN BLOW OUT,1,,,,,SALDIVAR,124-177,12.5,29,"BROKE OUT, DUG OUT, CUT 11' OF 8"" AC PIPE TO MAKE REPAIRS. USED 2 MECHANICALS AND 11' OF 8"" D.I. PIPE. LEFT COMPLETED CLEAN & SAFE.",34.03509286,-118.3639799
62726,MAIN,1/4/11,3401 MOUNTAIN VIEW AV,W/S MOUNTAIN VIEW AV,406' NN LAWLER ST,6,C.I.,1947,0,65128,ROUND CRACK,1,,,NONE,CLAY,SPEARS,116-153,7.5,15,"REPAIRED LEAK WITH 6""X 6"" 360 DEGREE CLAMP.",34.01401107,-118.437134
41326,MAIN,1/7/11,INTERSECTION COLUMBUS & ERWIN ST,14' EC COLUMBUS AVE,19' NC ERWIN ST,6,C.I.,1947,0,59943,CLAMP,1,,,N/A,C,ARRIOLA,178-147,7,28,"7'X6"" EXCAVATION FOR 6"" CI ROUND CRACK REPAIR, INSTALLED 6""X 12"" 360 DEGREE REPAIR CLAMP. FOUND ABANDONED GAS PIPE IN TRENCH, GAS COMPANY CALLED OUT TO INVESTIGATE, GIVEN ALL CLEAR, BACKFILLED, EXTENSIVE CLEAN UP, SITE SAFE.",34.18307681,-118.4639481
43615,MAIN,1/10/11,2814 BEACH AVE.,E/S BEACH AVE.,111' S/S 28TH ST.,4,C.I.,1947,0,68724,,1,,,,,SPEARS,106-147,7,14,"REPAIRED 4"" C.I. MAIN LEAK WITH 4""X8"" 360 CLAMP.",33.98430959,-118.4614694
43677,MAIN,1/21/11,10309 NATIONAL BL,91' W/W VINTON AV,16' S/N NATIONAL BL,8,C.I.,1947,0,64877,OLD MECH,1,,,,,JIMENEZ,122-162,,,"FOUND CORRODED MECHANICAL COUPLING BOLTS ON 8"" MONO PIPE, REPAIRS COMPLETE.",34.02924312,-118.4094382
43786,MAIN,2/1/11,16821 EDGAR ST.,20' S/N EDGAR,203' S/S IDA ST.,6,C.I.,1947,0,65420,SPLIT,1,,,,,KIRKWOOD,128-120,10,30,,34.04532288,-118.5468701
43826,MAIN,2/9/11,2922 BEACH AVE.,,208' N/N WASHINGTON,4,C.I.,1947,0,68724,ROUND CRACK,1,,,,,KIRKWOOD,106-147,5,10,,33.98358104,-118.4608316
61031,MAIN,7/1/11,3121 FEDERAL AVE,W/S FEDERAL AVE,226' SS CLOVER AVE,6,C.I.,1947,0,65202,RUST HOLE,1,,,,,SPEARS,120-153,4,32,"CUT IN 3' OF 6"" D.I. PIPE TO REPAIR 6"" C.I. MAIN RUPTURE.",34.02230779,-118.4355707
60453,MAIN,7/21/11,14400 NORDHOFF ST.,S/C NORDHOFF ST.,8' W/C SYLMAR AVE.,8,C.I.,1947,0,60112,,1,,,FAIR,,GARCIA,198-150,,,"FOUND LEAK ON 8"" G.V. REPLACED. REPLACED STAND PIPE AND SLEEVE WITH NEW CAP. ROD AND YOKE, WRAPPED IN PROTECTIVE PLASTIC AND TAPE. BACKFILLED AND CLEANED UP AREA , SAFETY COMMITTEE ON SITE.",34.23530037,-118.4459152
62082,MAIN,11/2/11,3803 DU RAY PL,30' SN COLISEUM,6' EW DU RAY PL,4,C.I.,1947,0,64897,SPLIT,1,,,BAD,C,KIRKWOOD,118-177,7.5,15,,34.01801802,-118.3621545
62596,MAIN,12/5/11,3826 HAUSER BL,E/S HAUSER BL,104' SS COLISEUM ST,2,STEEL,1947,0,64879,RUST HOLE,1,,,NONE,CLAY,SPEARS,118-177,8,24,"REPAIRED 2"" STEEL MAIN LEAK. CUT IN 5' OF 2"" BRASS NIPPLES",34.01787559,-118.3661398
62407,MAIN,12/7/11,7455 GLORIA AV,8' W/CL GLORIA AV,59' S/CL COHASSETT ST,8,C.I.,1947,0,60234,,1,,,,CLAY,CARRANO,186-141,8,48,"CREW REPAIRED ROUND LEAK IN 8"" MAIN, TREE ROOT GREW AROUND 1"" SERVICE HAD TO RELOCATE SERVICE RETAP AND CHANGE OVER",34.20645997,-118.4793255
62644,MAIN,12/15/11,2922 BEACH AVE,E OF BEACH AVE,223' NN OF WASHINGTON BLVD,4,C.I.,1947,0,68724,ROUND CRACK,1,,,,SAND,KELLY,106-147,12,32,,33.98365307,-118.4608946
62453,MAIN,12/31/11,6317 ORION AV,23' W/CL ORION AV,511' S/CL VICTORY BL,8,C.I.,1947,0,60055,ROUND CRACK,1,,,POOR,ADOBE/CLAY,SNYDER,178-144,7,14,"8"" ROUND CRACK IN GRASS IN FRONT YARD OF ADDRESS - DUG 5'X 4' EXCAVATION TMX TORE GRASS UP DUE TO SOGGY GROUND - REPAIRED WITH 8""X 12"" 360 DEGREE REPAIR CLAMP - BACKFILLED 1/2 WAY UP EXCAVATION WITH EXISTING DIRT - NEEDS MORE BACKFILL WITH DIRT AND P/U OF SOUPY MUD",34.18526702,-118.4699489
62532,MAIN,1/3/12,10331 INDEPENDENCE AV,12' W/CL INDEPENDENCE AV,387' N/CL DEVONSHIRE ST,6,C.I.,1947,0,60171,ROUND CRACK,1,,,POOR,CLAY,SNYDER,206-108,5,15,"BROKE & DUG OUT 6'X 4' EXCAVATION - FOUND ROUND CRACK WHERE GAS SERVICE GOES UNDER MAIN - INSTALLED 6""X 8"" REPAIR CLAMP - TURNED MAIN ON 100% - BACKFILLED & MADE P/U - NOTIFIED 541 FOR TEMP - NLEFT BARRICADED SAFE",34.25830601,-118.5907927
62541,MAIN,1/5/12,15332 ARCHWOOD ST,12' S/CL ARCHWOOD ST,286' E/CL PEACH AVE,6,C.I.,1947,0,60167,ROUND CRACK,1,,,POOR,ADOBE/CLAY,SNYDER,182-144,9.3,54.6,"LOC LEAK & MAIN BROKE OUT 10'X 7' - BACKHOE DUG OUT - REPAIRED ROUND CRACK WITH 6""X 12"" 360 DEGREE REPAIR CLAMP - BACKFILLED & TEMPED EXCAVATION - CLEANED UP A LOT  OF MUD - ST DAMAGED RAISED STREET 2"" FOR 35'-40'",34.19297558,-118.4674215
62743,MAIN,1/8/12,3223 MOUNTAIN VIEW AVE,19' EW MOUNTAIN VIEW,128' SS STANWOOD DR,6,C.I.,1947,0,65128,ROUND CRACK,1,,,N/A,B,SMITH,118-153,5,15,"PINCH DOWN MAIN -2- G.V. LOCATE LEAK, DUG OUT, INSTALL 6""X 8"" CLAMP. BACKFILL & TEMP, NEED P/U.",34.01657062,-118.4411115
62752,MAIN,1/11/12,3515 S BUTLER AVE,5' EW BUTLER AVE,145' SS WESTMINSTER AVE,4,C.I.,1947,0,69585,ROUND CRACK,1,,,N/A,B,SMITH,116-156,8,16,"4"" C.I. MAIN LEAK, PINCHED MAIN DOWN, DUG OUT LEAK - HIT 1/2"" SERVICE LATERAL. INSTALL CLAMP, SITE SAFE. GAS CO. WILL REPAIR ON 01-12-12",34.01498425,-118.4263498
62148,MAIN,1/24/12,8955 S. WESTERN AV,27' E/W WESTERN AV,64' N/N 91ST ST,8,C.I.,1947,0,64857,CLAMP,1,,,OK NORMAL,CLAY,PEREZ,094-192,7.5,15,"ON ARRIVAL FOUND SINKING TEMP, OIL & WTR. LK., DUG OUT EXCAVATION OF CON-ROCK, CLEAN 360 CLAMP & CI PIPE, RETIGHTEN CLAMP TO STOP LK., BACKFILL W/CON-ROCK & TEMP OIL LEFT AREA SAFE.",33.95478517,-118.3090801
62149,MAIN,1/25/12,719 W 136TH ST,16' N/S 136TH ST,200' W/W HOOVER ST,4,C.I.,1947,0,65466,RUST HOLE,1,,,OK,CLAY,PEREZ,078-198,6.5,13,"ON ARRIVAL, DUG OUT DISCONNECT HOLE & FOUND A SPLIT IN MAIN AND IN CLEANING IT BLEW UP ON ME, CUT IN A 24"" PIECE & INSTALL 2-4"" MECH. COUP. BACKFILL W/CON-ROCK & TEMP OIL LEFT SAFE.",33.90834797,-118.2879841
62780,MAIN,1/26/12,96TH ST / JENNY AVE,S/S 96TH ST,70' W/W JENNY AVE,8,C.I.,1947,0,64870,"CLAMP, RUST HOLE",1,,,,,SPEARS,092-168,8,24,"REPAIRED 2 LEAK ON 8"" C.I. MAIN.",33.94878904,-118.3895496
62808,MAIN,1/26/12,96TH ST. / JENNY AVE.,S/S 96TH ST.,70' W/W JENNY AVE.,8,C.I.,1947,0,64870,"CLAMP, RUST HOLE",1,,,,,SPEARS,092-168,8,24,"REPAIRED 2 LEAKS ON 8"" C.I. MAIN.",33.94878904,-118.3895563
62999,MAIN,4/19/12,5760 W 96TH ST,S/S 96TH ST,152' EE BELFORD AVE,8,STEEL,1947,0,65068,RUST HOLE,1,,,GOOD,CLAY,SPEARS,094-171,9.5,28,"4"" PLASTIC CONDUIT SITTING ON TOP OF 8"" STEEL MAIN WITH A WOODEN WEDGE CAUSED MAIN LEAK. REPAIRED WITH 8""X 8"" 360 DEGREE CLAMP.",,
63453,MAIN,8/5/12,16816 EDGAR ST,20' SN EDGAR ST,120' WW IDA ST,6,C.I.,1947,0,65420,SPLIT,1,,,,C,GONZALES,128-120,10.5,50.5,"FOUND LEAK ON 6"" C.I. MAIN CUT IN 4' OF 6"" D.I. WITH TWO UNIONS RETAPPED 1"" COPPER SERVICE.",34.04543286,-118.5465718
63838,MAIN,10/24/12,1120 GRANDE VISTA AV,24' SN GARNET,10' WE GRANDE VISTA AVE,6,C.I.,1947,0,64889,ROUND CRACK,1,,,OK,CLAY,PRECIADO,120-225,7.5,15,"INSTALLED 6""X 12"" 360 DEGREE CLAMP & BACKFILLED WITH CON ROCK & TEMP.",34.02482169,-118.2075104
63204,MAIN,10/29/12,12634 HERRICK AVE,5' EC HERRICK AVE,7' SC SAYRE ST,16,C.I.,1947,0,60278,"JOINT, LEAK JOINT LEAK",1,,,GOOD,SAND,OBREGON,220-150,13,30.5,"EXCAV. DEEP, LEAD JOINT LEAK, MADE REPAIRS.",34.29952401,-118.4456699
63890,MAIN,12/20/12,935 CHUNG KING RD,6' E/W CHUNG KING RD,173' S/S CHUNG KING CT,4,C.I.,1947,0,64994,,1,,,,,RAMIREZ,136-213,12.5,25,"INVESTIGATED THE CALL MADE REPAIR ON MAIN RECONNECTED 1"" SERVICE ON THURSDAY, ON FRIDAY, MADE THE PICK UP AND BACKFILL",34.06558859,-118.2386833
64108,MAIN,1/2/13,1001 SOMERA RD,W/S SOMERA RD,2813' S/S CHANTILLY RD,8,C.I.,1947,0,65381,ROUND CRACK,1,,,NONE,CLAY,SPEARS,144-147,7.5,22.5,"REPAIRED 8"" C.I. ROUND CRACK WITH 8""X 12"" 360 DEGREE CLAMP.",34.08889413,-118.4571275
64118,MAIN,1/4/13,3253 MOUNTAIN VIEW AV,19' E/W MOUNTAIN VIEW AV,408' S/S STANWOOD,6,C.I.,1947,0,65128,ROUND CRACK,1,,,,,RODRIGUEZ,118-153,8,24,"FOUND LEAK ON 6"" C.I. PIPE REPAIR WITH 360 DEGREE CLAMP BACKFILL CLEAN AND LEFT SAFE.",34.01650188,-118.4394895
64541,MAIN,1/14/13,750 W 139TH ST,163' SS 138TH ST,19' EW 139TH ST,4,C.I.,1947,0,65466,"RUST HOLE, SPLIT",1,,,,,ROGERS,078-198,,,"WORK TODAY H. ROGERS, C.T. SET UP TRAFFIC FOUND W/M LEAK ON 4"" SPLIT AND RUST HOLE CUT IN 3 1/2 FOOT REPAIR COMPLETE BACKFILLED CLEANED UP SITE SAFE.",33.90566709,-118.2888211
64233,MAIN,1/16/13,945 CHUNG KING RD,54' S/S CHUNG KING COURT,6' E/W CHUNG KING RD,4,C.I.,1947,0,64935,ROUND CRACK,1,,,,,HOOVER,136-213,7,25,"REPAIRED LEAK ON 4"" CI MAIN. REPAIRED WITH 4X 8 360 DEGREE CLAMP. BACKFILLED, TEMP ASPHALT, CLEAN UP, LEFT SAFE. LEGAL WAS CALLED FOR PROPERTY DAMAGE.",34.06589369,-118.2385312
64192,MAIN,1/28/13,13668 PAXTON ST,PAXTON ST,EL DORADO AVE,8,C.I.,1947,0,60150,ROUND CRACK,1,,,FAIR,,GARCIA,210-156,,,"FOUND LEAK ON 8"" CI MAIN. MADE REPAIRS. FLUSHED MAIN. BACKFILLED & CLEANED UP AREA",,
64299,MAIN,3/21/13,6240 MERIDIAN ST,80' S/S MERIDIAN ST,,20,C.I.,1947,0,65233,JOINT,1,,,,,SOLIS,154-231,8,16,"RECAULK 20"" JOINT",34.11983178,-118.1817553
65683,MAIN,7/17/13,19036 INGOMAR ST,11 S INGOMAR ST,325 E VANALDEN AVE,6,C.I.,1947,0,60226,RUPTURE,1,,,NOT APPLIED,CLAY,MAO BINH,188-120,8.5,25.5,"REPLACED 18"" OF PIPE AND RENEWED SUBSTANDARD SERVICE AT THIS ADDRESS. BACKFILLED, TEMP OILED, CLEANED STREET, LEFT SITE SAFE AND CLEAN.",,
65678,MAIN,7/18/13,18759 VICTORY BLVD,15 S/CL VICTORY BLVD,655 E/CL WILBUR AVE,8,C.I.,1947,0,60248,RUST HOLE,1,,,POOR,ADB,G.HARDY,180-123,13,72,"REPAIRED LARGE RUPTURE ON 8"" CI MAIN AND REFITTED 2"" SERVICE. CAUSED EXTENSIVE STREET DAMAGE TO TWO LANES.",,
65393,MAIN,8/6/13,3320 MCLAUGHLIN X FEDERAL,36' NS MCLAUGHLIN,302' EE INDIANAPOLIS ST,6,C.I.,1947,0,65202,ROUND CRACK,1,,,,,JIMENEZ,118-156,7.5,22.5,"SET UP TRAFFIC DELINEATION, LOCATE WATER MAIN & SERVICES, SATND BY FOR USA COMPLETION, ALSO STAND BY FOR TRANSMITION GAS 36"" LINE MARK OUT, STAR DRILLED, PINPOINT LEAK, BROKE OUT,EXCAVATED, PROSPECT, FOUND ROUND CRACK ON 6"" CI WATER MAIN REPAIRED W/ 6X 2 CLAMP, BACKFILLED, OILED, CLEAN UP, JOBSITE SAFE.",34.01774104,-118.4336306
65837,MAIN,8/7/13,12727 WELBY WAY,9' N/C WELBY WAY,307' W/C BELLAIRE AVE.,6,STEEL,1947,0,59913,COUPLING,1,,,FAIR,,E. GARCIA,182-162,,,"FOUND LEAK ON 6"" STL. MAIN, WELDER REMOVED VITRIOLIC COUPLING, INSTALLED 6"" STL. BUTT STRAP, FLUSHED MAIN, MADE SAFE W/STL. PLATE. BARRICADED AND CONED AREA.",34.19312129,-118.4104391
66419,MAIN,10/29/13,9775 AIRPORT BLVD,19' NS 96TH PL,357' WW AIRPORT BLVD,8,C.I.,1947,0,64870,RUST HOLE,1,,,,,SPEARS,092-168,10,20,"REPAIRED 8"" C.I. MAIN LEAK AT ABANDONED 1"" DIRECT INSERT CORP VALVE WITH 8""X 12"" 360 DEGREE CLAMP.",33.94879058,-118.3872446
66840,MAIN,2/11/14,3301 INGLEWOOD BLVD,50' SS INDIANAPOLIS ST,20' EW INGLEWOOD BLVD,6,C.I.,1947,0,65128,ROUND CRACK,1,,,,,JIMENEZ,118-153,12,24,"FOUND ROUND CRACK ON 6"" CI WATER MAIN, REPAIRED W/ 6X 8 CLAMP, BACKFILLED, TEMP OIL, CLEAN UP, JOBSITE SAFE.",34.0158889,-118.4366531
66741,MAIN,5/29/14,7356 SYLVIA AVE,33' ECL SYLVIA AVE,15' SCL VALERIO ST,6,C.I.,1947,0,59981,RUPTURE,1,,,N/A,CLAY,MAO,186-120,8,25,"REPLACED 22' OF PIPE, SLURRIED, LEFT SAFE & CLEAN, FIND CLEAN-UP TO BE DONE WHEN MUD IS DRIED.",34.20469593,-118.5523202
67252,MAIN,8/28/14,744 WW 136TH ST,129' EE MENLO AVE,19' NS 136TH ST,4,C.I.,1947,0,65466,SPLIT,1,,,,,NICHOLSON,078-198,3,3,"FOUND A 4"" MAIN BREAK MADE REPAIRS BY CUTTING OUT AND INSTALLING 2' OF 4"" D.I. PIPE AND RECONNECT THE 1"" SERVICE TO STOP LEAK.",33.90691474,-118.2888262
41744,MAIN,1/21/10,10532 GARWOOD PL,S/ GARWOOD PL,230 EE THAYER AVE,6,C.I.,1948,0,66251,SPLIT,1,,,BAD,ADOBE,WASHINGTON,136-156,5,15.5,"FOUND BAD SPLIT ON 4"" CI MAIN MADE SHUT OFF 1 GATE DUGOUT INSTALLED 4' OF 4"" DI & CPLGS NEED LARGE PICK UP & OIL ONLY",34.0682252,-118.4346267
41763,MAIN,1/25/10,2912 S SEPULVEDA BL,E SIDE SEPULVEDA,358 N/N NATIONAL,6,C.I.,1948,0,65517,,1,,,,C,DAVID A AUBREY,122-156,9,25,"6"" CI WM REPAIR. BACKFILL & TEMP. MUD CLEAN UP.",34.02835104,-118.4292209
42994,MAIN,1/28/10,4915 EL CANTO DR.,,14' S/S EL ROBLE DR.,2,STEEL,1948,0,66130,"CLAMP, RUST HOLE",1,,,,GRANITE,MCCALL,162-219,12,24,"INVESTIGATED HILLSIDE LEAK, DRILLED OVER MAIN, PIN-POINTED LEAK, BROKE OUT ASPHALT, EXCAVATED, FOUND SEVERAL HOLES ON STEEL MAIN. REPLACED SECTION OF MAIN. ENERGIZED MAIN, NOTICED ADDITIONAL LEAK.",34.13891169,-118.2241047
42448,MAIN,1/28/10,2529 STONER AVE,14' E/W STONER AVE,165' N/N GATEWAY BLVD,,C.I.,1948,0,66205,ROUND CRACK,1,,,,,HUGHES,122-153,11,20.5,LEFT PICK UP AND BACKFILL FOR PM CREW.,34.02793415,-118.4441267
41641,MAIN,2/1/10,2531 STONER,14' E/W STONER,300' S/S PEARL,4,C.I.,1948,0,66205,ROUND CRACK,1,,,,,J JIMENEZ,122-153,5,15,"FOUND ROUND CRACK ON 4"" C.I. W.M. REPAIRED WITH 4""X12"" REPAIR CLAMP.",34.02793147,-118.4441246
41847,MAIN,2/22/10,5612 BOWCRAFT ST,19' N/S BOWCRAFT ST,157' W/W CARMONA AVE,4,C.I.,1948,0,66284,"RUST HOLE, SPLIT",1,,,THICK,CLAYISH SAND,SCHWEINBOLD,118-174,14,14,"REPAIRED RUPTURE WITH 4"" X 8"" CLAMP. BACKFILLED, TAMPED AND OILED. HELPED WITH CLEAN UP.",34.02013132,-118.3677584
