LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,JAMES B PIERCE,CAROL NAJERA
ARTESIA,0400002A,116,137,N,1182,TOTAL,215,69,97
ARTESIA,0400004A,117,137,N,1004,POLLING PLACE,89,26,25
ARTESIA,0400004A,117,137,N,0,VBM PORTION,66,19,29
ARTESIA,0400004A,117,137,N,1004,TOTAL,155,45,54
ARTESIA,0400006A,118,137,N,1042,POLLING PLACE,77,30,27
ARTESIA,0400006A,118,137,N,0,VBM PORTION,66,28,19
ARTESIA,0400006A,118,137,N,1042,TOTAL,143,58,46
ARTESIA,0400007A,119,137,N,1049,POLLING PLACE,85,30,26
ARTESIA,0400007A,119,137,N,0,VBM PORTION,95,26,37
ARTESIA,0400007A,119,137,N,1049,TOTAL,180,56,63
ARTESIA,0400008A,120,137,N,1154,POLLING PLACE,81,26,27
ARTESIA,0400008A,120,137,N,0,VBM PORTION,102,40,36
ARTESIA,0400008A,120,137,N,1154,TOTAL,183,66,63
ARTESIA,0400010C,121,137,N,1140,POLLING PLACE,59,21,22
ARTESIA,0400010C,121,137,N,0,VBM PORTION,99,41,32
ARTESIA,0400010C,121,137,N,1140,TOTAL,158,62,54
ATHENS,0450001A,122,178,N,1221,POLLING PLACE,64,21,28
ATHENS,0450001A,122,178,N,0,VBM PORTION,60,24,27
ATHENS,0450001A,122,178,N,1221,TOTAL,124,45,55
ATHENS,0450002B,123,178,N,1263,POLLING PLACE,107,37,28
ATHENS,0450002B,123,178,N,0,VBM PORTION,53,13,21
ATHENS,0450002B,123,178,N,1263,TOTAL,160,50,49
ATHENS,0450004A,124,178,N,1271,POLLING PLACE,85,30,36
ATHENS,0450004A,124,178,N,0,VBM PORTION,65,27,13
ATHENS,0450004A,124,178,N,1271,TOTAL,150,57,49
ATHENS,0450007A,125,178,N,1111,POLLING PLACE,104,42,36
ATHENS,0450007A,125,178,N,0,VBM PORTION,58,24,12
ATHENS,0450007A,125,178,N,1111,TOTAL,162,66,48
ATHENS,0450008A,126,178,N,600,POLLING PLACE,69,32,23
ATHENS,0450008A,126,178,N,0,VBM PORTION,25,16,6
ATHENS,0450008A,126,178,N,600,TOTAL,94,48,29
AVALON,0500001A,127,187,N,496,POLLING PLACE,63,19,27
AVALON,0500001A,127,187,N,0,VBM PORTION,55,8,27
AVALON,0500001A,127,187,N,496,TOTAL,118,27,54
AVALON,0500003A,128,187,N,1234,POLLING PLACE,127,31,64
AVALON,0500003A,128,187,N,0,VBM PORTION,129,36,55
AVALON,0500003A,128,187,N,1234,TOTAL,256,67,119
AVOCADO HEIGHTS,0520001A,129,123,N,1083,POLLING PLACE,80,32,39
AVOCADO HEIGHTS,0520001A,129,123,N,0,VBM PORTION,75,27,34
AVOCADO HEIGHTS,0520001A,129,123,N,1083,TOTAL,155,59,73
AVOCADO HEIGHTS,0520002A,130,123,N,709,POLLING PLACE,51,15,27
AVOCADO HEIGHTS,0520002A,130,123,N,0,VBM PORTION,20,8,7
AVOCADO HEIGHTS,0520002A,130,123,N,709,TOTAL,71,23,34
AVOCADO HEIGHTS,0520003A,6015,126,Y,0,POLLING PLACE,0,0,0
AVOCADO HEIGHTS,0520003A,6015,126,Y,0,VBM PORTION,0,0,0
AVOCADO HEIGHTS,0520003A,6015,126,Y,0,TOTAL,0,0,0
AVOCADO HEIGHTS,0520004A,131,124,N,784,POLLING PLACE,97,24,47
AVOCADO HEIGHTS,0520004A,131,124,N,0,VBM PORTION,70,20,33
AVOCADO HEIGHTS,0520004A,131,124,N,784,TOTAL,167,44,80
AVOCADO HEIGHTS,0520005B,132,123,N,788,POLLING PLACE,55,17,28
AVOCADO HEIGHTS,0520005B,132,123,N,0,VBM PORTION,25,14,8
AVOCADO HEIGHTS,0520005B,132,123,N,788,TOTAL,80,31,36
AVOCADO HEIGHTS,0520007A,133,124,N,525,POLLING PLACE,19,10,6
AVOCADO HEIGHTS,0520007A,133,124,N,0,VBM PORTION,19,4,11
AVOCADO HEIGHTS,0520007A,133,124,N,525,TOTAL,38,14,17
AVOCADO HEIGHTS,0520008A,134,123,N,866,POLLING PLACE,67,19,26
AVOCADO HEIGHTS,0520008A,134,123,N,0,VBM PORTION,30,14,11
AVOCADO HEIGHTS,0520008A,134,123,N,866,TOTAL,97,33,37
AVOCADO HEIGHTS,0520009A,135,123,N,759,POLLING PLACE,63,22,26
AVOCADO HEIGHTS,0520009A,135,123,N,0,VBM PORTION,55,17,22
AVOCADO HEIGHTS,0520009A,135,123,N,759,TOTAL,118,39,48
AVOCADO HEIGHTS,0520010A,136,123,N,757,POLLING PLACE,50,14,28
AVOCADO HEIGHTS,0520010A,136,123,N,0,VBM PORTION,44,12,28
AVOCADO HEIGHTS,0520010A,136,123,N,757,TOTAL,94,26,56
AVOCADO HEIGHTS,0520012A,137,123,N,484,POLLING PLACE,48,12,23
AVOCADO HEIGHTS,0520012A,137,123,N,0,VBM PORTION,30,9,15
AVOCADO HEIGHTS,0520012A,137,123,N,484,TOTAL,78,21,38
AVOCADO HEIGHTS,0520016A,6016,123,Y,0,POLLING PLACE,0,0,0
AVOCADO HEIGHTS,0520016A,6016,123,Y,0,VBM PORTION,0,0,0
AVOCADO HEIGHTS,0520016A,6016,123,Y,0,TOTAL,0,0,0
AVOCADO HEIGHTS,0520017A,138,123,N,582,POLLING PLACE,21,6,12
AVOCADO HEIGHTS,0520017A,138,123,N,0,VBM PORTION,19,5,9
AVOCADO HEIGHTS,0520017A,138,123,N,582,TOTAL,40,11,21
AZUSA,0550001A,139,66,N,624,POLLING PLACE,26,10,12
AZUSA,0550001A,139,66,N,0,VBM PORTION,22,8,6
AZUSA,0550001A,139,66,N,624,TOTAL,48,18,18
AZUSA,0550002A,140,66,N,790,POLLING PLACE,56,19,26
AZUSA,0550002A,140,66,N,0,VBM PORTION,32,13,12
AZUSA,0550002A,140,66,N,790,TOTAL,88,32,38
AZUSA,0550008A,141,66,N,1080,POLLING PLACE,95,31,41
AZUSA,0550008A,141,66,N,0,VBM PORTION,52,26,18
AZUSA,0550008A,141,66,N,1080,TOTAL,147,57,59
AZUSA,0550009A,142,66,N,1205,POLLING PLACE,88,28,42
AZUSA,0550009A,142,66,N,0,VBM PORTION,58,17,28
AZUSA,0550009A,142,66,N,1205,TOTAL,146,45,70
AZUSA,0550010B,143,66,N,818,POLLING PLACE,27,7,15
AZUSA,0550010B,143,66,N,0,VBM PORTION,25,1,17
AZUSA,0550010B,143,66,N,818,TOTAL,52,8,32
AZUSA,0550011A,144,66,N,796,POLLING PLACE,57,18,25
AZUSA,0550011A,144,66,N,0,VBM PORTION,99,32,45
AZUSA,0550011A,144,66,N,796,TOTAL,156,50,70
AZUSA,0550012A,145,66,N,630,POLLING PLACE,35,12,17
AZUSA,0550012A,145,66,N,0,VBM PORTION,16,4,11
AZUSA,0550012A,145,66,N,630,TOTAL,51,16,28
AZUSA,0550012B,146,66,N,939,POLLING PLACE,82,16,44
AZUSA,0550012B,146,66,N,0,VBM PORTION,45,15,20
AZUSA,0550012B,146,66,N,939,TOTAL,127,31,64
AZUSA,0550023F,147,66,N,451,POLLING PLACE,24,7,10
AZUSA,0550023F,147,66,N,0,VBM PORTION,31,19,8
AZUSA,0550023F,147,66,N,451,TOTAL,55,26,18
AZUSA,0550025A,148,66,N,1185,POLLING PLACE,77,13,49
AZUSA,0550025A,148,66,N,0,VBM PORTION,59,16,30
AZUSA,0550025A,148,66,N,1185,TOTAL,136,29,79
AZUSA,0550025B,149,66,N,510,POLLING PLACE,25,7,10
AZUSA,0550025B,149,66,N,0,VBM PORTION,24,8,13
AZUSA,0550025B,149,66,N,510,TOTAL,49,15,23
AZUSA,0550073A,150,66,N,884,POLLING PLACE,63,20,29
AZUSA,0550073A,150,66,N,0,VBM PORTION,67,20,32
AZUSA,0550073A,150,66,N,884,TOTAL,130,40,61
AZUSA,0550074A,151,66,N,1181,POLLING PLACE,75,26,28
AZUSA,0550074A,151,66,N,0,VBM PORTION,73,23,28
AZUSA,0550074A,151,66,N,1181,TOTAL,148,49,56
AZUSA,0550076A,152,66,N,673,POLLING PLACE,42,18,14
AZUSA,0550076A,152,66,N,0,VBM PORTION,28,11,11
AZUSA,0550076A,152,66,N,673,TOTAL,70,29,25
AZUSA,0550078A,153,66,N,1268,POLLING PLACE,77,19,41
AZUSA,0550078A,153,66,N,0,VBM PORTION,54,17,30
AZUSA,0550078A,153,66,N,1268,TOTAL,131,36,71
AZUSA,0550079A,154,66,N,852,POLLING PLACE,60,27,20
AZUSA,0550079A,154,66,N,0,VBM PORTION,137,42,52
AZUSA,0550079A,154,66,N,852,TOTAL,197,69,72
AZUSA,0550080A,155,66,N,1246,POLLING PLACE,116,41,47
AZUSA,0550080A,155,66,N,0,VBM PORTION,93,23,47
AZUSA,0550080A,155,66,N,1246,TOTAL,209,64,94
AZUSA,0550081A,156,66,N,793,POLLING PLACE,60,16,20
AZUSA,0550081A,156,66,N,0,VBM PORTION,88,26,35
AZUSA,0550081A,156,66,N,793,TOTAL,148,42,55
AZUSA,0550084B,157,66,N,927,POLLING PLACE,75,23,32
AZUSA,0550084B,157,66,N,0,VBM PORTION,72,27,29
AZUSA,0550084B,157,66,N,927,TOTAL,147,50,61
AZUSA,0550085A,158,66,N,959,POLLING PLACE,73,20,40
AZUSA,0550085A,158,66,N,0,VBM PORTION,78,31,25
AZUSA,0550085A,158,66,N,959,TOTAL,151,51,65
AZUSA,0550086A,159,66,N,631,POLLING PLACE,75,21,33
AZUSA,0550086A,159,66,N,0,VBM PORTION,46,20,16
AZUSA,0550086A,159,66,N,631,TOTAL,121,41,49
BALDWIN PARK,0600001A,160,66,N,1066,POLLING PLACE,53,11,33
BALDWIN PARK,0600001A,160,66,N,0,VBM PORTION,35,16,13
BALDWIN PARK,0600001A,160,66,N,1066,TOTAL,88,27,46
BALDWIN PARK,0600002A,161,66,N,1150,POLLING PLACE,52,10,31
BALDWIN PARK,0600002A,161,66,N,0,VBM PORTION,50,25,22
BALDWIN PARK,0600002A,161,66,N,1150,TOTAL,102,35,53
BALDWIN PARK,0600006A,162,66,N,1109,POLLING PLACE,76,23,37
BALDWIN PARK,0600006A,162,66,N,0,VBM PORTION,42,8,22
BALDWIN PARK,0600006A,162,66,N,1109,TOTAL,118,31,59
BALDWIN PARK,0600007A,163,66,N,904,POLLING PLACE,49,16,23
BALDWIN PARK,0600007A,163,66,N,0,VBM PORTION,45,19,18
BALDWIN PARK,0600007A,163,66,N,904,TOTAL,94,35,41
BALDWIN PARK,0600008A,164,66,N,1061,POLLING PLACE,84,24,47
BALDWIN PARK,0600008A,164,66,N,0,VBM PORTION,54,15,27
BALDWIN PARK,0600008A,164,66,N,1061,TOTAL,138,39,74
BALDWIN PARK,0600009A,165,66,N,1176,POLLING PLACE,57,13,36
BALDWIN PARK,0600009A,165,66,N,0,VBM PORTION,43,12,27
BALDWIN PARK,0600009A,165,66,N,1176,TOTAL,100,25,63
BALDWIN PARK,0600010A,166,66,N,1008,POLLING PLACE,75,22,35
BALDWIN PARK,0600010A,166,66,N,0,VBM PORTION,56,21,22
BALDWIN PARK,0600010A,166,66,N,1008,TOTAL,131,43,57
BALDWIN PARK,0600012A,167,66,N,1214,POLLING PLACE,60,24,23
BALDWIN PARK,0600012A,167,66,N,0,VBM PORTION,52,24,21
BALDWIN PARK,0600012A,167,66,N,1214,TOTAL,112,48,44
BALDWIN PARK,0600013A,168,66,N,1224,POLLING PLACE,76,13,51
BALDWIN PARK,0600013A,168,66,N,0,VBM PORTION,75,38,26
BALDWIN PARK,0600013A,168,66,N,1224,TOTAL,151,51,77
BALDWIN PARK,0600014A,169,66,N,1227,POLLING PLACE,78,28,40
BALDWIN PARK,0600014A,169,66,N,0,VBM PORTION,72,35,25
BALDWIN PARK,0600014A,169,66,N,1227,TOTAL,150,63,65
BALDWIN PARK,0600016A,170,66,N,1135,POLLING PLACE,61,16,29
BALDWIN PARK,0600016A,170,66,N,0,VBM PORTION,67,29,28
BALDWIN PARK,0600016A,170,66,N,1135,TOTAL,128,45,57
BALDWIN PARK,0600017A,171,66,N,505,POLLING PLACE,29,6,15
BALDWIN PARK,0600017A,171,66,N,0,VBM PORTION,31,16,9
BALDWIN PARK,0600017A,171,66,N,505,TOTAL,60,22,24
BALDWIN PARK,0600019A,172,66,N,1233,POLLING PLACE,81,31,41
BALDWIN PARK,0600019A,172,66,N,0,VBM PORTION,60,28,17
BALDWIN PARK,0600019A,172,66,N,1233,TOTAL,141,59,58
BALDWIN PARK,0600020A,173,66,N,1200,POLLING PLACE,67,29,29
BALDWIN PARK,0600020A,173,66,N,0,VBM PORTION,45,21,13
BALDWIN PARK,0600020A,173,66,N,1200,TOTAL,112,50,42
BALDWIN PARK,0600021B,174,66,N,841,POLLING PLACE,34,10,20
BALDWIN PARK,0600021B,174,66,N,0,VBM PORTION,36,15,12
BALDWIN PARK,0600021B,174,66,N,841,TOTAL,70,25,32
BALDWIN PARK,0600024E,175,66,N,1235,POLLING PLACE,59,16,33
BALDWIN PARK,0600024E,175,66,N,0,VBM PORTION,80,33,38
BALDWIN PARK,0600024E,175,66,N,1235,TOTAL,139,49,71
BALDWIN PARK,0600025A,176,66,N,750,POLLING PLACE,36,5,22
BALDWIN PARK,0600025A,176,66,N,0,VBM PORTION,26,9,14
BALDWIN PARK,0600025A,176,66,N,750,TOTAL,62,14,36
BALDWIN PARK,0600026A,177,66,N,964,POLLING PLACE,60,15,33
BALDWIN PARK,0600026A,177,66,N,0,VBM PORTION,37,11,18
BALDWIN PARK,0600026A,177,66,N,964,TOTAL,97,26,51
BALDWIN PARK,0600027A,178,66,N,1197,POLLING PLACE,75,23,44
BALDWIN PARK,0600027A,178,66,N,0,VBM PORTION,58,23,27
BALDWIN PARK,0600027A,178,66,N,1197,TOTAL,133,46,71
BALDWIN PARK,0600028A,179,66,N,998,POLLING PLACE,53,17,28
BALDWIN PARK,0600028A,179,66,N,0,VBM PORTION,42,21,15
BALDWIN PARK,0600028A,179,66,N,998,TOTAL,95,38,43
BALDWIN PARK,0600029A,180,66,N,1143,POLLING PLACE,51,11,33
BALDWIN PARK,0600029A,180,66,N,0,VBM PORTION,43,13,22
BALDWIN PARK,0600029A,180,66,N,1143,TOTAL,94,24,55
BALDWIN PARK,0600030A,181,66,N,784,POLLING PLACE,49,12,24
BALDWIN PARK,0600030A,181,66,N,0,VBM PORTION,42,11,19
BALDWIN PARK,0600030A,181,66,N,784,TOTAL,91,23,43
BALDWIN PARK,0600034A,182,66,N,1028,POLLING PLACE,41,12,19
BALDWIN PARK,0600034A,182,66,N,0,VBM PORTION,31,16,9
BALDWIN PARK,0600034A,182,66,N,1028,TOTAL,72,28,28
BALDWIN PARK,0600035A,183,66,N,1131,POLLING PLACE,73,21,37
BALDWIN PARK,0600035A,183,66,N,0,VBM PORTION,42,11,26
BALDWIN PARK,0600035A,183,66,N,1131,TOTAL,115,32,63
BALDWIN PARK,0600036A,184,66,N,962,POLLING PLACE,60,21,32
BALDWIN PARK,0600036A,184,66,N,0,VBM PORTION,56,21,23
BALDWIN PARK,0600036A,184,66,N,962,TOTAL,116,42,55
BALDWIN PARK,0600037A,185,66,N,1173,POLLING PLACE,66,25,32
BALDWIN PARK,0600037A,185,66,N,0,VBM PORTION,50,26,18
BALDWIN PARK,0600037A,185,66,N,1173,TOTAL,116,51,50
BALDWIN PARK,0600041B,186,66,N,1028,POLLING PLACE,59,11,25
BALDWIN PARK,0600041B,186,66,N,0,VBM PORTION,44,24,12
BALDWIN PARK,0600041B,186,66,N,1028,TOTAL,103,35,37
BALDWIN PARK,0600052B,187,66,N,1072,POLLING PLACE,70,11,49
BALDWIN PARK,0600052B,187,66,N,0,VBM PORTION,21,10,9
BALDWIN PARK,0600052B,187,66,N,1072,TOTAL,91,21,58
BASSETT,0670005A,188,66,N,784,POLLING PLACE,53,21,22
BASSETT,0670005A,188,66,N,0,VBM PORTION,33,10,21
BASSETT,0670005A,188,66,N,784,TOTAL,86,31,43
BASSETT,0670006A,189,66,N,1076,POLLING PLACE,45,20,15
BASSETT,0670006A,189,66,N,0,VBM PORTION,41,12,19
BASSETT,0670006A,189,66,N,1076,TOTAL,86,32,34
BASSETT,0670010A,190,66,N,751,POLLING PLACE,41,12,20
BASSETT,0670010A,190,66,N,0,VBM PORTION,34,16,14
BASSETT,0670010A,190,66,N,751,TOTAL,75,28,34
BASSETT,0670141A,191,66,N,1152,POLLING PLACE,82,25,44
BASSETT,0670141A,191,66,N,0,VBM PORTION,42,16,19
BASSETT,0670141A,191,66,N,1152,TOTAL,124,41,63
BASSETT,0670142A,192,66,N,626,POLLING PLACE,42,15,15
BASSETT,0670142A,192,66,N,0,VBM PORTION,28,14,11
BASSETT,0670142A,192,66,N,626,TOTAL,70,29,26
BASSETT,0670143A,193,66,N,1026,POLLING PLACE,95,23,49
BASSETT,0670143A,193,66,N,0,VBM PORTION,40,7,21
BASSETT,0670143A,193,66,N,1026,TOTAL,135,30,70
BASSETT,0670144A,194,66,N,991,POLLING PLACE,80,15,52
BASSETT,0670144A,194,66,N,0,VBM PORTION,49,13,26
BASSETT,0670144A,194,66,N,991,TOTAL,129,28,78
BELL,0700001A,195,164,N,1018,POLLING PLACE,63,24,28
BELL,0700001A,195,164,N,0,VBM PORTION,30,7,20
BELL,0700001A,195,164,N,1018,TOTAL,93,31,48
BELL,0700002A,196,164,N,1028,POLLING PLACE,56,12,39
BELL,0700002A,196,164,N,0,VBM PORTION,21,6,11
BELL,0700002A,196,164,N,1028,TOTAL,77,18,50
BELL,0700005A,197,164,N,1201,POLLING PLACE,50,17,30
BELL,0700005A,197,164,N,0,VBM PORTION,42,10,27
BELL,0700005A,197,164,N,1201,TOTAL,92,27,57
BELL,0700007B,198,164,N,1209,POLLING PLACE,77,23,40
BELL,0700007B,198,164,N,0,VBM PORTION,44,14,26
BELL,0700007B,198,164,N,1209,TOTAL,121,37,66
BELL,0700008A,199,164,N,1154,POLLING PLACE,70,14,39
BELL,0700008A,199,164,N,0,VBM PORTION,27,9,13
BELL,0700008A,199,164,N,1154,TOTAL,97,23,52
BELL,0700010A,200,164,N,1237,POLLING PLACE,71,15,43
BELL,0700010A,200,164,N,0,VBM PORTION,42,10,27
BELL,0700010A,200,164,N,1237,TOTAL,113,25,70
BELL,0700011A,201,164,N,1221,POLLING PLACE,59,13,34
BELL,0700011A,201,164,N,0,VBM PORTION,41,16,17
BELL,0700011A,201,164,N,1221,TOTAL,100,29,51
BELL,0700013A,202,164,N,1063,POLLING PLACE,62,12,37
BELL,0700013A,202,164,N,0,VBM PORTION,52,9,25
BELL,0700013A,202,164,N,1063,TOTAL,114,21,62
BELL,0700017A,203,164,N,946,POLLING PLACE,46,13,23
BELL,0700017A,203,164,N,0,VBM PORTION,20,8,6
BELL,0700017A,203,164,N,946,TOTAL,66,21,29
BELL,0700018A,204,164,N,1098,POLLING PLACE,64,13,30
BELL,0700018A,204,164,N,0,VBM PORTION,28,13,6
BELL,0700018A,204,164,N,1098,TOTAL,92,26,36
BELLFLOWER,0750006A,205,139,N,881,POLLING PLACE,32,9,17
BELLFLOWER,0750006A,205,139,N,0,VBM PORTION,66,25,27
BELLFLOWER,0750006A,205,139,N,881,TOTAL,98,34,44
BELLFLOWER,0750009A,206,139,N,1116,POLLING PLACE,62,14,35
BELLFLOWER,0750009A,206,139,N,0,VBM PORTION,66,27,20
BELLFLOWER,0750009A,206,139,N,1116,TOTAL,128,41,55
BELLFLOWER,0750010A,207,139,N,1076,POLLING PLACE,55,15,27
BELLFLOWER,0750010A,207,139,N,0,VBM PORTION,36,9,20
BELLFLOWER,0750010A,207,139,N,1076,TOTAL,91,24,47
BELLFLOWER,0750011A,208,139,N,1082,POLLING PLACE,97,30,35
BELLFLOWER,0750011A,208,139,N,0,VBM PORTION,63,23,26
BELLFLOWER,0750011A,208,139,N,1082,TOTAL,160,53,61
BELLFLOWER,0750012A,209,137,N,603,POLLING PLACE,25,11,10
BELLFLOWER,0750012A,209,137,N,0,VBM PORTION,27,10,16
BELLFLOWER,0750012A,209,137,N,603,TOTAL,52,21,26
BELLFLOWER,0750012D,210,137,N,942,POLLING PLACE,26,8,13
BELLFLOWER,0750012D,210,137,N,0,VBM PORTION,20,8,6
BELLFLOWER,0750012D,210,137,N,942,TOTAL,46,16,19
BELLFLOWER,0750014A,211,139,N,1050,POLLING PLACE,61,18,34
BELLFLOWER,0750014A,211,139,N,0,VBM PORTION,51,25,16
BELLFLOWER,0750014A,211,139,N,1050,TOTAL,112,43,50
BELLFLOWER,0750016A,212,139,N,1224,POLLING PLACE,63,10,42
BELLFLOWER,0750016A,212,139,N,0,VBM PORTION,77,27,33
BELLFLOWER,0750016A,212,139,N,1224,TOTAL,140,37,75
BELLFLOWER,0750017B,213,139,N,1266,POLLING PLACE,41,11,25
BELLFLOWER,0750017B,213,139,N,0,VBM PORTION,43,17,21
BELLFLOWER,0750017B,213,139,N,1266,TOTAL,84,28,46
BELLFLOWER,0750019A,214,139,N,1161,POLLING PLACE,65,20,34
BELLFLOWER,0750019A,214,139,N,0,VBM PORTION,65,33,14
BELLFLOWER,0750019A,214,139,N,1161,TOTAL,130,53,48
BELLFLOWER,0750021A,215,139,N,856,POLLING PLACE,59,14,27
BELLFLOWER,0750021A,215,139,N,0,VBM PORTION,59,18,29
BELLFLOWER,0750021A,215,139,N,856,TOTAL,118,32,56
BELLFLOWER,0750022A,216,137,N,1054,POLLING PLACE,103,37,49
BELLFLOWER,0750022A,216,137,N,0,VBM PORTION,84,20,43
BELLFLOWER,0750022A,216,137,N,1054,TOTAL,187,57,92
BELLFLOWER,0750024A,217,139,N,1096,POLLING PLACE,64,24,31
BELLFLOWER,0750024A,217,139,N,0,VBM PORTION,59,20,29
BELLFLOWER,0750024A,217,139,N,1096,TOTAL,123,44,60
BELLFLOWER,0750025A,218,139,N,607,POLLING PLACE,37,9,22
BELLFLOWER,0750025A,218,139,N,0,VBM PORTION,60,14,28
BELLFLOWER,0750025A,218,139,N,607,TOTAL,97,23,50
BELLFLOWER,0750027A,219,137,N,1088,POLLING PLACE,70,28,31
BELLFLOWER,0750027A,219,137,N,0,VBM PORTION,72,17,31
BELLFLOWER,0750027A,219,137,N,1088,TOTAL,142,45,62
BELLFLOWER,0750028A,220,139,N,1236,POLLING PLACE,81,24,47
BELLFLOWER,0750028A,220,139,N,0,VBM PORTION,70,18,37
BELLFLOWER,0750028A,220,139,N,1236,TOTAL,151,42,84
BELLFLOWER,0750029C,221,137,N,857,POLLING PLACE,46,20,18
BELLFLOWER,0750029C,221,137,N,0,VBM PORTION,44,21,15
BELLFLOWER,0750029C,221,137,N,857,TOTAL,90,41,33
BELLFLOWER,0750030A,222,137,N,1124,POLLING PLACE,84,23,45
BELLFLOWER,0750030A,222,137,N,0,VBM PORTION,66,19,30
BELLFLOWER,0750030A,222,137,N,1124,TOTAL,150,42,75
BELLFLOWER,0750031C,223,137,N,958,POLLING PLACE,53,16,30
BELLFLOWER,0750031C,223,137,N,0,VBM PORTION,56,24,22
BELLFLOWER,0750031C,223,137,N,958,TOTAL,109,40,52
BELLFLOWER,0750032A,224,137,N,873,POLLING PLACE,48,13,30
BELLFLOWER,0750032A,224,137,N,0,VBM PORTION,28,9,14
BELLFLOWER,0750032A,224,137,N,873,TOTAL,76,22,44
BELLFLOWER,0750032C,225,137,N,742,POLLING PLACE,33,10,18
BELLFLOWER,0750032C,225,137,N,0,VBM PORTION,36,15,15
BELLFLOWER,0750032C,225,137,N,742,TOTAL,69,25,33
BELLFLOWER,0750033A,226,137,N,997,POLLING PLACE,76,17,40
BELLFLOWER,0750033A,226,137,N,0,VBM PORTION,54,16,26
BELLFLOWER,0750033A,226,137,N,997,TOTAL,130,33,66
BELLFLOWER,0750034A,227,137,N,934,POLLING PLACE,71,31,33
BELLFLOWER,0750034A,227,137,N,0,VBM PORTION,75,21,30
BELLFLOWER,0750034A,227,137,N,934,TOTAL,146,52,63
BELLFLOWER,0750035A,228,137,N,921,POLLING PLACE,51,11,22
BELLFLOWER,0750035A,228,137,N,0,VBM PORTION,76,21,37
BELLFLOWER,0750035A,228,137,N,921,TOTAL,127,32,59
BELLFLOWER,0750036A,229,137,N,1025,POLLING PLACE,36,8,19
BELLFLOWER,0750036A,229,137,N,0,VBM PORTION,32,11,12
BELLFLOWER,0750036A,229,137,N,1025,TOTAL,68,19,31
BELLFLOWER,0750037B,230,139,N,597,POLLING PLACE,44,14,16
BELLFLOWER,0750037B,230,139,N,0,VBM PORTION,31,10,15
BELLFLOWER,0750037B,230,139,N,597,TOTAL,75,24,31
BELLFLOWER,0750040A,231,137,N,1078,POLLING PLACE,54,15,32
BELLFLOWER,0750040A,231,137,N,0,VBM PORTION,37,9,16
BELLFLOWER,0750040A,231,137,N,1078,TOTAL,91,24,48
BELLFLOWER,0750040D,232,137,N,906,POLLING PLACE,49,19,18
BELLFLOWER,0750040D,232,137,N,0,VBM PORTION,28,6,15
BELLFLOWER,0750040D,232,137,N,906,TOTAL,77,25,33
BELLFLOWER,0750041A,233,137,N,1058,POLLING PLACE,86,34,36
BELLFLOWER,0750041A,233,137,N,0,VBM PORTION,73,27,27
BELLFLOWER,0750041A,233,137,N,1058,TOTAL,159,61,63
BELLFLOWER,0750042A,234,139,N,1215,POLLING PLACE,84,22,42
BELLFLOWER,0750042A,234,139,N,0,VBM PORTION,61,21,20
BELLFLOWER,0750042A,234,139,N,1215,TOTAL,145,43,62
BELLFLOWER,0750043A,235,137,N,764,POLLING PLACE,91,32,36
BELLFLOWER,0750043A,235,137,N,0,VBM PORTION,71,20,36
BELLFLOWER,0750043A,235,137,N,764,TOTAL,162,52,72
BELLFLOWER,0750044A,236,139,N,984,POLLING PLACE,74,27,31
BELLFLOWER,0750044A,236,139,N,0,VBM PORTION,55,25,19
BELLFLOWER,0750044A,236,139,N,984,TOTAL,129,52,50
BELLFLOWER,0750045A,237,139,N,739,POLLING PLACE,58,18,24
BELLFLOWER,0750045A,237,139,N,0,VBM PORTION,42,10,24
BELLFLOWER,0750045A,237,139,N,739,TOTAL,100,28,48
BELLFLOWER,0750048A,238,137,N,1060,POLLING PLACE,86,32,36
BELLFLOWER,0750048A,238,137,N,0,VBM PORTION,80,23,43
BELLFLOWER,0750048A,238,137,N,1060,TOTAL,166,55,79
BELLFLOWER,0750054B,239,137,N,1194,POLLING PLACE,34,9,19
BELLFLOWER,0750054B,239,137,N,0,VBM PORTION,55,24,21
BELLFLOWER,0750054B,239,137,N,1194,TOTAL,89,33,40
BELL GARDENS,0800001A,240,136,N,1120,POLLING PLACE,43,8,25
BELL GARDENS,0800001A,240,136,N,0,VBM PORTION,28,14,11
BELL GARDENS,0800001A,240,136,N,1120,TOTAL,71,22,36
BELL GARDENS,0800002A,241,136,N,1022,POLLING PLACE,47,16,24
BELL GARDENS,0800002A,241,136,N,0,VBM PORTION,21,4,10
BELL GARDENS,0800002A,241,136,N,1022,TOTAL,68,20,34
BELL GARDENS,0800003A,242,136,N,1038,POLLING PLACE,44,17,17
BELL GARDENS,0800003A,242,136,N,0,VBM PORTION,25,8,15
BELL GARDENS,0800003A,242,136,N,1038,TOTAL,69,25,32
BELL GARDENS,0800004A,243,136,N,1210,POLLING PLACE,44,12,22
BELL GARDENS,0800004A,243,136,N,0,VBM PORTION,25,9,14
BELL GARDENS,0800004A,243,136,N,1210,TOTAL,69,21,36
BELL GARDENS,0800005A,244,136,N,1133,POLLING PLACE,34,7,10
BELL GARDENS,0800005A,244,136,N,0,VBM PORTION,23,6,12
BELL GARDENS,0800005A,244,136,N,1133,TOTAL,57,13,22
BELL GARDENS,0800006A,245,136,N,970,POLLING PLACE,49,12,29
