LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,PATRICK O'DONNELL,JOHN C GOYA,SUJA LOWENTHAL
SIGNAL HILL,6450005A,2523,191,N,1169,TOTAL,347,129,107,86
SIGNAL HILL,6450006A,2524,191,N,1145,POLLING PLACE,159,64,63,26
SIGNAL HILL,6450006A,2524,191,N,0,VBM PORTION,127,39,38,39
SIGNAL HILL,6450006A,2524,191,N,1145,TOTAL,286,103,101,65
LOS ANGELES,9000388A,3212,188,N,738,POLLING PLACE,104,50,27,15
LOS ANGELES,9000388A,3212,188,N,0,VBM PORTION,49,26,13,7
LOS ANGELES,9000388A,3212,188,N,738,TOTAL,153,76,40,22
LOS ANGELES,9000420A,6181,190,Y,122,POLLING PLACE,0,0,0,0
LOS ANGELES,9000420A,6181,190,Y,0,VBM PORTION,26,11,8,5
LOS ANGELES,9000420A,6181,190,Y,122,TOTAL,26,11,8,5
LOS ANGELES,9000427A,3242,190,N,1346,POLLING PLACE,73,35,13,13
LOS ANGELES,9000427A,3242,190,N,0,VBM PORTION,100,23,26,30
LOS ANGELES,9000427A,3242,190,N,1346,TOTAL,173,58,39,43
LOS ANGELES,9000441A,6182,190,Y,12,POLLING PLACE,0,0,0,0
LOS ANGELES,9000441A,6182,190,Y,0,VBM PORTION,2,0,2,0
LOS ANGELES,9000441A,6182,190,Y,12,TOTAL,2,0,2,0
LOS ANGELES,9001006A,3512,190,N,1123,POLLING PLACE,120,50,41,23
LOS ANGELES,9001006A,3512,190,N,0,VBM PORTION,130,41,47,32
LOS ANGELES,9001006A,3512,190,N,1123,TOTAL,250,91,88,55
LOS ANGELES,9001405A,3689,190,N,1106,POLLING PLACE,100,52,25,16
LOS ANGELES,9001405A,3689,190,N,0,VBM PORTION,92,37,35,16
LOS ANGELES,9001405A,3689,190,N,1106,TOTAL,192,89,60,32
LOS ANGELES,9001483A,3730,190,N,1184,POLLING PLACE,142,44,58,31
LOS ANGELES,9001483A,3730,190,N,0,VBM PORTION,144,61,40,32
LOS ANGELES,9001483A,3730,190,N,1184,TOTAL,286,105,98,63
LOS ANGELES,9001484A,3731,190,N,1084,POLLING PLACE,101,46,25,28
LOS ANGELES,9001484A,3731,190,N,0,VBM PORTION,133,52,32,36
LOS ANGELES,9001484A,3731,190,N,1084,TOTAL,234,98,57,64
LOS ANGELES,9001610A,3786,190,N,1081,POLLING PLACE,122,50,47,17
LOS ANGELES,9001610A,3786,190,N,0,VBM PORTION,172,64,69,20
LOS ANGELES,9001610A,3786,190,N,1081,TOTAL,294,114,116,37
LOS ANGELES,9001827A,3875,190,N,1035,POLLING PLACE,119,49,31,26
LOS ANGELES,9001827A,3875,190,N,0,VBM PORTION,170,49,75,23
LOS ANGELES,9001827A,3875,190,N,1035,TOTAL,289,98,106,49
LOS ANGELES,9002657A,4220,190,N,1064,POLLING PLACE,70,34,13,16
LOS ANGELES,9002657A,4220,190,N,0,VBM PORTION,63,23,12,19
LOS ANGELES,9002657A,4220,190,N,1064,TOTAL,133,57,25,35
LOS ANGELES,9002662A,4221,190,N,952,POLLING PLACE,61,27,13,18
LOS ANGELES,9002662A,4221,190,N,0,VBM PORTION,53,24,13,11
LOS ANGELES,9002662A,4221,190,N,952,TOTAL,114,51,26,29
LOS ANGELES,9002668A,4222,190,N,1132,POLLING PLACE,90,40,26,20
LOS ANGELES,9002668A,4222,190,N,0,VBM PORTION,86,29,32,19
LOS ANGELES,9002668A,4222,190,N,1132,TOTAL,176,69,58,39
LOS ANGELES,9002669A,4223,190,N,1329,POLLING PLACE,89,41,24,18
LOS ANGELES,9002669A,4223,190,N,0,VBM PORTION,89,34,26,19
LOS ANGELES,9002669A,4223,190,N,1329,TOTAL,178,75,50,37
LOS ANGELES,9002675A,4225,190,N,1068,POLLING PLACE,90,33,33,17
LOS ANGELES,9002675A,4225,190,N,0,VBM PORTION,99,34,41,18
LOS ANGELES,9002675A,4225,190,N,1068,TOTAL,189,67,74,35
LOS ANGELES,9002681A,4226,190,N,1014,POLLING PLACE,103,37,27,27
LOS ANGELES,9002681A,4226,190,N,0,VBM PORTION,104,41,24,28
LOS ANGELES,9002681A,4226,190,N,1014,TOTAL,207,78,51,55
LOS ANGELES,9002681B,4227,190,N,1128,POLLING PLACE,130,62,33,26
LOS ANGELES,9002681B,4227,190,N,0,VBM PORTION,134,59,38,27
LOS ANGELES,9002681B,4227,190,N,1128,TOTAL,264,121,71,53
LOS ANGELES,9002688A,4228,190,N,1198,POLLING PLACE,165,56,74,23
LOS ANGELES,9002688A,4228,190,N,0,VBM PORTION,224,66,81,57
LOS ANGELES,9002688A,4228,190,N,1198,TOTAL,389,122,155,80
LOS ANGELES,9002689A,4229,190,N,829,POLLING PLACE,96,48,33,7
LOS ANGELES,9002689A,4229,190,N,0,VBM PORTION,201,62,93,29
LOS ANGELES,9002689A,4229,190,N,829,TOTAL,297,110,126,36
LOS ANGELES,9002698A,4231,190,N,1179,POLLING PLACE,146,64,38,34
LOS ANGELES,9002698A,4231,190,N,0,VBM PORTION,173,67,45,48
LOS ANGELES,9002698A,4231,190,N,1179,TOTAL,319,131,83,82
LOS ANGELES,9002732A,4237,190,N,520,POLLING PLACE,49,21,20,6
LOS ANGELES,9002732A,4237,190,N,0,VBM PORTION,47,20,8,17
LOS ANGELES,9002732A,4237,190,N,520,TOTAL,96,41,28,23
LOS ANGELES,9003417A,4315,190,N,1109,POLLING PLACE,91,37,14,26
LOS ANGELES,9003417A,4315,190,N,0,VBM PORTION,50,18,13,9
LOS ANGELES,9003417A,4315,190,N,1109,TOTAL,141,55,27,35
LOS ANGELES,9003458B,4318,190,N,700,POLLING PLACE,50,25,6,13
LOS ANGELES,9003458B,4318,190,N,0,VBM PORTION,49,28,6,10
LOS ANGELES,9003458B,4318,190,N,700,TOTAL,99,53,12,23
LOS ANGELES,9003458D,4319,190,N,1218,POLLING PLACE,76,37,14,20
LOS ANGELES,9003458D,4319,190,N,0,VBM PORTION,63,24,14,18
LOS ANGELES,9003458D,4319,190,N,1218,TOTAL,139,61,28,38
LOS ANGELES,9003891C,4340,190,N,1104,POLLING PLACE,64,29,8,15
LOS ANGELES,9003891C,4340,190,N,0,VBM PORTION,74,34,21,16
LOS ANGELES,9003891C,4340,190,N,1104,TOTAL,138,63,29,31
LOS ANGELES,9004215A,4359,188,N,935,POLLING PLACE,113,56,30,16
LOS ANGELES,9004215A,4359,188,N,0,VBM PORTION,122,48,29,28
LOS ANGELES,9004215A,4359,188,N,935,TOTAL,235,104,59,44
LOS ANGELES,9004233B,4367,190,N,1328,POLLING PLACE,67,38,13,12
LOS ANGELES,9004233B,4367,190,N,0,VBM PORTION,56,27,5,16
LOS ANGELES,9004233B,4367,190,N,1328,TOTAL,123,65,18,28
LOS ANGELES,9006348A,4516,188,N,948,POLLING PLACE,113,42,39,16
LOS ANGELES,9006348A,4516,188,N,0,VBM PORTION,130,38,51,22
LOS ANGELES,9006348A,4516,188,N,948,TOTAL,243,80,90,38
LOS ANGELES,9006350A,4517,188,N,944,POLLING PLACE,118,52,36,17
LOS ANGELES,9006350A,4517,188,N,0,VBM PORTION,170,53,71,20
LOS ANGELES,9006350A,4517,188,N,944,TOTAL,288,105,107,37
LOS ANGELES,9006354A,4518,188,N,1175,POLLING PLACE,147,47,49,37
LOS ANGELES,9006354A,4518,188,N,0,VBM PORTION,135,42,52,22
LOS ANGELES,9006354A,4518,188,N,1175,TOTAL,282,89,101,59
LOS ANGELES,9006358A,4519,188,N,1359,POLLING PLACE,130,51,40,21
LOS ANGELES,9006358A,4519,188,N,0,VBM PORTION,165,63,56,27
LOS ANGELES,9006358A,4519,188,N,1359,TOTAL,295,114,96,48
LOS ANGELES,9006359A,4520,190,N,519,POLLING PLACE,53,23,20,8
LOS ANGELES,9006359A,4520,190,N,0,VBM PORTION,92,29,37,15
LOS ANGELES,9006359A,4520,190,N,519,TOTAL,145,52,57,23
LOS ANGELES,9006361A,4521,188,N,676,POLLING PLACE,77,35,22,14
LOS ANGELES,9006361A,4521,188,N,0,VBM PORTION,62,17,13,22
LOS ANGELES,9006361A,4521,188,N,676,TOTAL,139,52,35,36
LOS ANGELES,9006363A,4522,188,N,762,POLLING PLACE,67,31,19,14
LOS ANGELES,9006363A,4522,188,N,0,VBM PORTION,92,26,21,29
LOS ANGELES,9006363A,4522,188,N,762,TOTAL,159,57,40,43
LOS ANGELES,9006380A,4527,190,N,998,POLLING PLACE,101,46,30,18
LOS ANGELES,9006380A,4527,190,N,0,VBM PORTION,134,54,50,19
LOS ANGELES,9006380A,4527,190,N,998,TOTAL,235,100,80,37
LOS ANGELES,9006383A,4528,190,N,1053,POLLING PLACE,83,35,18,23
LOS ANGELES,9006383A,4528,190,N,0,VBM PORTION,119,40,39,31
LOS ANGELES,9006383A,4528,190,N,1053,TOTAL,202,75,57,54
LOS ANGELES,9006387A,4529,190,N,1176,POLLING PLACE,105,41,30,23
LOS ANGELES,9006387A,4529,190,N,0,VBM PORTION,119,34,51,24
LOS ANGELES,9006387A,4529,190,N,1176,TOTAL,224,75,81,47
LOS ANGELES,9006388B,4530,190,N,1073,POLLING PLACE,140,55,48,29
LOS ANGELES,9006388B,4530,190,N,0,VBM PORTION,141,64,45,23
LOS ANGELES,9006388B,4530,190,N,1073,TOTAL,281,119,93,52
LOS ANGELES,9006390B,4531,190,N,986,POLLING PLACE,44,20,11,11
LOS ANGELES,9006390B,4531,190,N,0,VBM PORTION,22,11,4,7
LOS ANGELES,9006390B,4531,190,N,986,TOTAL,66,31,15,18
LOS ANGELES,9006398A,4532,190,N,1005,POLLING PLACE,132,43,54,20
LOS ANGELES,9006398A,4532,190,N,0,VBM PORTION,205,62,95,32
LOS ANGELES,9006398A,4532,190,N,1005,TOTAL,337,105,149,52
LOS ANGELES,9007619A,4606,190,N,1272,POLLING PLACE,93,32,24,23
LOS ANGELES,9007619A,4606,190,N,0,VBM PORTION,62,31,13,13
LOS ANGELES,9007619A,4606,190,N,1272,TOTAL,155,63,37,36
LOS ANGELES,9007628A,4607,190,N,792,POLLING PLACE,96,35,24,27
LOS ANGELES,9007628A,4607,190,N,0,VBM PORTION,56,20,15,14
LOS ANGELES,9007628A,4607,190,N,792,TOTAL,152,55,39,41
BALLOT GROUP 187,9990187A,8187,187,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 187,9990187A,8187,187,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 187,9990187A,8187,187,N,0,TOTAL,0,0,0,0
BALLOT GROUP 188,9990188A,8188,188,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 188,9990188A,8188,188,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 188,9990188A,8188,188,N,0,TOTAL,0,0,0,0
BALLOT GROUP 189,9990189A,8189,189,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 189,9990189A,8189,189,N,0,VBM PORTION,2,1,0,0
BALLOT GROUP 189,9990189A,8189,189,N,0,TOTAL,1,1,0,0
BALLOT GROUP 190,9990190A,8190,190,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 190,9990190A,8190,190,N,0,VBM PORTION,6,1,1,1
BALLOT GROUP 190,9990190A,8190,190,N,0,TOTAL,3,1,1,1
BALLOT GROUP 191,9990191A,8191,191,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 191,9990191A,8191,191,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 191,9990191A,8191,191,N,0,TOTAL,0,0,0,0
BALLOT GROUP 192,9990192A,8192,192,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 192,9990192A,8192,192,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 192,9990192A,8192,192,N,0,TOTAL,0,0,0,0
