LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,JEROME E HORTON
TORRANCE,7150015A,2663,185,N,0,VBM PORTION,174,65
TORRANCE,7150015A,2663,185,N,1238,TOTAL,354,133
TORRANCE,7150016A,2664,185,N,768,POLLING PLACE,142,56
TORRANCE,7150016A,2664,185,N,0,VBM PORTION,103,46
TORRANCE,7150016A,2664,185,N,768,TOTAL,245,102
TORRANCE,7150017A,2665,185,N,1103,POLLING PLACE,174,73
TORRANCE,7150017A,2665,185,N,0,VBM PORTION,168,70
TORRANCE,7150017A,2665,185,N,1103,TOTAL,342,143
TORRANCE,7150021A,2666,180,N,1000,POLLING PLACE,218,112
TORRANCE,7150021A,2666,180,N,0,VBM PORTION,150,68
TORRANCE,7150021A,2666,180,N,1000,TOTAL,368,180
TORRANCE,7150022A,2667,185,N,1043,POLLING PLACE,140,66
TORRANCE,7150022A,2667,185,N,0,VBM PORTION,99,56
TORRANCE,7150022A,2667,185,N,1043,TOTAL,239,122
TORRANCE,7150023A,2668,180,N,969,POLLING PLACE,143,63
TORRANCE,7150023A,2668,180,N,0,VBM PORTION,103,51
TORRANCE,7150023A,2668,180,N,969,TOTAL,246,114
TORRANCE,7150024A,2669,180,N,748,POLLING PLACE,114,58
TORRANCE,7150024A,2669,180,N,0,VBM PORTION,104,67
TORRANCE,7150024A,2669,180,N,748,TOTAL,218,125
TORRANCE,7150025A,2670,185,N,1028,POLLING PLACE,160,64
TORRANCE,7150025A,2670,185,N,0,VBM PORTION,128,60
TORRANCE,7150025A,2670,185,N,1028,TOTAL,288,124
TORRANCE,7150026B,2671,185,N,850,POLLING PLACE,103,40
TORRANCE,7150026B,2671,185,N,0,VBM PORTION,107,47
TORRANCE,7150026B,2671,185,N,850,TOTAL,210,87
TORRANCE,7150027A,2672,185,N,1026,POLLING PLACE,131,51
TORRANCE,7150027A,2672,185,N,0,VBM PORTION,86,33
TORRANCE,7150027A,2672,185,N,1026,TOTAL,217,84
TORRANCE,7150028A,2673,185,N,1089,POLLING PLACE,131,48
TORRANCE,7150028A,2673,185,N,0,VBM PORTION,148,67
TORRANCE,7150028A,2673,185,N,1089,TOTAL,279,115
TORRANCE,7150029A,2674,185,N,1152,POLLING PLACE,110,46
TORRANCE,7150029A,2674,185,N,0,VBM PORTION,145,66
TORRANCE,7150029A,2674,185,N,1152,TOTAL,255,112
TORRANCE,7150031B,2675,180,N,1021,POLLING PLACE,225,98
TORRANCE,7150031B,2675,180,N,0,VBM PORTION,177,97
TORRANCE,7150031B,2675,180,N,1021,TOTAL,402,195
TORRANCE,7150032A,2676,180,N,980,POLLING PLACE,140,65
TORRANCE,7150032A,2676,180,N,0,VBM PORTION,125,60
TORRANCE,7150032A,2676,180,N,980,TOTAL,265,125
TORRANCE,7150033A,2677,185,N,1297,POLLING PLACE,126,47
TORRANCE,7150033A,2677,185,N,0,VBM PORTION,102,52
TORRANCE,7150033A,2677,185,N,1297,TOTAL,228,99
TORRANCE,7150037A,2678,180,N,956,POLLING PLACE,208,91
TORRANCE,7150037A,2678,180,N,0,VBM PORTION,131,65
TORRANCE,7150037A,2678,180,N,956,TOTAL,339,156
TORRANCE,7150038A,2679,180,N,1203,POLLING PLACE,243,109
TORRANCE,7150038A,2679,180,N,0,VBM PORTION,228,101
TORRANCE,7150038A,2679,180,N,1203,TOTAL,471,210
TORRANCE,7150039A,2680,180,N,1026,POLLING PLACE,82,35
TORRANCE,7150039A,2680,180,N,0,VBM PORTION,125,70
TORRANCE,7150039A,2680,180,N,1026,TOTAL,207,105
TORRANCE,7150041A,2681,185,N,1266,POLLING PLACE,139,61
TORRANCE,7150041A,2681,185,N,0,VBM PORTION,175,80
TORRANCE,7150041A,2681,185,N,1266,TOTAL,314,141
TORRANCE,7150046A,2682,180,N,1317,POLLING PLACE,219,92
TORRANCE,7150046A,2682,180,N,0,VBM PORTION,158,67
TORRANCE,7150046A,2682,180,N,1317,TOTAL,377,159
TORRANCE,7150048A,2683,185,N,1320,POLLING PLACE,102,49
TORRANCE,7150048A,2683,185,N,0,VBM PORTION,96,38
TORRANCE,7150048A,2683,185,N,1320,TOTAL,198,87
TORRANCE,7150049A,2684,185,N,1024,POLLING PLACE,159,66
TORRANCE,7150049A,2684,185,N,0,VBM PORTION,146,58
TORRANCE,7150049A,2684,185,N,1024,TOTAL,305,124
TORRANCE,7150050A,2685,180,N,1028,POLLING PLACE,156,72
TORRANCE,7150050A,2685,180,N,0,VBM PORTION,152,74
TORRANCE,7150050A,2685,180,N,1028,TOTAL,308,146
TORRANCE,7150051B,2686,185,N,1102,POLLING PLACE,126,50
TORRANCE,7150051B,2686,185,N,0,VBM PORTION,148,72
TORRANCE,7150051B,2686,185,N,1102,TOTAL,274,122
TORRANCE,7150055A,2687,185,N,911,POLLING PLACE,111,40
TORRANCE,7150055A,2687,185,N,0,VBM PORTION,130,40
TORRANCE,7150055A,2687,185,N,911,TOTAL,241,80
TORRANCE,7150056A,2688,185,N,1075,POLLING PLACE,194,75
TORRANCE,7150056A,2688,185,N,0,VBM PORTION,137,65
TORRANCE,7150056A,2688,185,N,1075,TOTAL,331,140
TORRANCE,7150058A,2689,185,N,1161,POLLING PLACE,137,63
TORRANCE,7150058A,2689,185,N,0,VBM PORTION,105,48
TORRANCE,7150058A,2689,185,N,1161,TOTAL,242,111
TORRANCE,7150061A,2690,182,N,1306,POLLING PLACE,163,65
TORRANCE,7150061A,2690,182,N,0,VBM PORTION,176,72
TORRANCE,7150061A,2690,182,N,1306,TOTAL,339,137
TORRANCE,7150064A,2691,182,N,1292,POLLING PLACE,255,105
TORRANCE,7150064A,2691,182,N,0,VBM PORTION,250,104
TORRANCE,7150064A,2691,182,N,1292,TOTAL,505,209
TORRANCE,7150065A,2692,182,N,1043,POLLING PLACE,101,42
TORRANCE,7150065A,2692,182,N,0,VBM PORTION,169,74
TORRANCE,7150065A,2692,182,N,1043,TOTAL,270,116
TORRANCE,7150067A,2693,182,N,1355,POLLING PLACE,217,85
TORRANCE,7150067A,2693,182,N,0,VBM PORTION,224,95
TORRANCE,7150067A,2693,182,N,1355,TOTAL,441,180
TORRANCE,7150068B,2694,182,N,1173,POLLING PLACE,180,74
TORRANCE,7150068B,2694,182,N,0,VBM PORTION,179,84
TORRANCE,7150068B,2694,182,N,1173,TOTAL,359,158
TORRANCE,7150069A,2695,182,N,1152,POLLING PLACE,166,63
TORRANCE,7150069A,2695,182,N,0,VBM PORTION,140,61
TORRANCE,7150069A,2695,182,N,1152,TOTAL,306,124
TORRANCE,7150071A,2696,180,N,984,POLLING PLACE,210,101
TORRANCE,7150071A,2696,180,N,0,VBM PORTION,133,87
TORRANCE,7150071A,2696,180,N,984,TOTAL,343,188
TORRANCE,7150076A,2697,185,N,1121,POLLING PLACE,109,34
TORRANCE,7150076A,2697,185,N,0,VBM PORTION,177,91
TORRANCE,7150076A,2697,185,N,1121,TOTAL,286,125
TORRANCE,7150077A,2698,185,N,950,POLLING PLACE,114,51
TORRANCE,7150077A,2698,185,N,0,VBM PORTION,143,58
TORRANCE,7150077A,2698,185,N,950,TOTAL,257,109
TORRANCE,7150078D,2699,180,N,749,POLLING PLACE,112,66
TORRANCE,7150078D,2699,180,N,0,VBM PORTION,156,73
TORRANCE,7150078D,2699,180,N,749,TOTAL,268,139
TORRANCE,7150081B,2700,180,N,902,POLLING PLACE,142,68
TORRANCE,7150081B,2700,180,N,0,VBM PORTION,150,74
TORRANCE,7150081B,2700,180,N,902,TOTAL,292,142
TORRANCE,7150082A,2701,180,N,1156,POLLING PLACE,224,101
TORRANCE,7150082A,2701,180,N,0,VBM PORTION,137,75
TORRANCE,7150082A,2701,180,N,1156,TOTAL,361,176
TORRANCE,7150084A,2702,180,N,1039,POLLING PLACE,191,86
TORRANCE,7150084A,2702,180,N,0,VBM PORTION,157,80
TORRANCE,7150084A,2702,180,N,1039,TOTAL,348,166
TORRANCE,7150087A,2703,182,N,1243,POLLING PLACE,137,65
TORRANCE,7150087A,2703,182,N,0,VBM PORTION,169,78
TORRANCE,7150087A,2703,182,N,1243,TOTAL,306,143
TORRANCE,7150090A,2704,180,N,980,POLLING PLACE,168,88
TORRANCE,7150090A,2704,180,N,0,VBM PORTION,163,80
TORRANCE,7150090A,2704,180,N,980,TOTAL,331,168
TORRANCE,7150092B,2705,180,N,1253,POLLING PLACE,262,110
TORRANCE,7150092B,2705,180,N,0,VBM PORTION,179,87
TORRANCE,7150092B,2705,180,N,1253,TOTAL,441,197
TORRANCE,7150094A,2706,180,N,1374,POLLING PLACE,174,82
TORRANCE,7150094A,2706,180,N,0,VBM PORTION,163,93
TORRANCE,7150094A,2706,180,N,1374,TOTAL,337,175
TORRANCE,7150098A,2707,180,N,1210,POLLING PLACE,263,103
TORRANCE,7150098A,2707,180,N,0,VBM PORTION,198,95
TORRANCE,7150098A,2707,180,N,1210,TOTAL,461,198
TORRANCE,7150101A,2708,180,N,1315,POLLING PLACE,178,85
TORRANCE,7150101A,2708,180,N,0,VBM PORTION,201,115
TORRANCE,7150101A,2708,180,N,1315,TOTAL,379,200
TORRANCE,7150102A,2709,180,N,1117,POLLING PLACE,153,82
TORRANCE,7150102A,2709,180,N,0,VBM PORTION,168,80
TORRANCE,7150102A,2709,180,N,1117,TOTAL,321,162
TORRANCE,7150104A,2710,180,N,885,POLLING PLACE,211,98
TORRANCE,7150104A,2710,180,N,0,VBM PORTION,188,71
TORRANCE,7150104A,2710,180,N,885,TOTAL,399,169
TORRANCE,7150106A,2711,180,N,1291,POLLING PLACE,241,98
TORRANCE,7150106A,2711,180,N,0,VBM PORTION,271,128
TORRANCE,7150106A,2711,180,N,1291,TOTAL,512,226
TORRANCE,7150109A,2712,180,N,1376,POLLING PLACE,268,121
TORRANCE,7150109A,2712,180,N,0,VBM PORTION,235,114
TORRANCE,7150109A,2712,180,N,1376,TOTAL,503,235
TORRANCE,7150112B,2713,180,N,1000,POLLING PLACE,176,85
TORRANCE,7150112B,2713,180,N,0,VBM PORTION,203,90
TORRANCE,7150112B,2713,180,N,1000,TOTAL,379,175
TORRANCE,7150114A,2714,180,N,1038,POLLING PLACE,150,58
TORRANCE,7150114A,2714,180,N,0,VBM PORTION,172,80
TORRANCE,7150114A,2714,180,N,1038,TOTAL,322,138
TORRANCE,7150115A,2715,180,N,899,POLLING PLACE,128,59
TORRANCE,7150115A,2715,180,N,0,VBM PORTION,88,31
TORRANCE,7150115A,2715,180,N,899,TOTAL,216,90
TORRANCE,7150116A,2716,182,N,1224,POLLING PLACE,194,80
TORRANCE,7150116A,2716,182,N,0,VBM PORTION,146,64
TORRANCE,7150116A,2716,182,N,1224,TOTAL,340,144
TORRANCE,7150121A,2717,182,N,1406,POLLING PLACE,252,104
TORRANCE,7150121A,2717,182,N,0,VBM PORTION,252,132
TORRANCE,7150121A,2717,182,N,1406,TOTAL,504,236
TORRANCE,7150125A,2718,185,N,838,POLLING PLACE,65,27
TORRANCE,7150125A,2718,185,N,0,VBM PORTION,74,37
TORRANCE,7150125A,2718,185,N,838,TOTAL,139,64
TORRANCE,7150131A,2719,180,N,902,POLLING PLACE,104,62
TORRANCE,7150131A,2719,180,N,0,VBM PORTION,101,57
TORRANCE,7150131A,2719,180,N,902,TOTAL,205,119
TORRANCE,7150132A,2720,180,N,1310,POLLING PLACE,147,68
TORRANCE,7150132A,2720,180,N,0,VBM PORTION,143,65
TORRANCE,7150132A,2720,180,N,1310,TOTAL,290,133
TORRANCE,7150137A,2721,185,N,902,POLLING PLACE,92,42
TORRANCE,7150137A,2721,185,N,0,VBM PORTION,89,45
TORRANCE,7150137A,2721,185,N,902,TOTAL,181,87
TORRANCE,7150144A,2722,180,N,1016,POLLING PLACE,150,74
TORRANCE,7150144A,2722,180,N,0,VBM PORTION,155,55
TORRANCE,7150144A,2722,180,N,1016,TOTAL,305,129
TORRANCE,7150146A,2723,180,N,922,POLLING PLACE,101,50
TORRANCE,7150146A,2723,180,N,0,VBM PORTION,93,56
TORRANCE,7150146A,2723,180,N,922,TOTAL,194,106
TORRANCE,7150149A,2724,185,N,1238,POLLING PLACE,160,58
TORRANCE,7150149A,2724,185,N,0,VBM PORTION,116,66
TORRANCE,7150149A,2724,185,N,1238,TOTAL,276,124
TORRANCE,7150161A,2725,180,N,1004,POLLING PLACE,96,47
TORRANCE,7150161A,2725,180,N,0,VBM PORTION,119,56
TORRANCE,7150161A,2725,180,N,1004,TOTAL,215,103
TORRANCE,7150182A,2726,180,N,964,POLLING PLACE,123,57
TORRANCE,7150182A,2726,180,N,0,VBM PORTION,180,76
TORRANCE,7150182A,2726,180,N,964,TOTAL,303,133
TORRANCE,7150201A,2727,185,N,1014,POLLING PLACE,122,50
TORRANCE,7150201A,2727,185,N,0,VBM PORTION,147,59
TORRANCE,7150201A,2727,185,N,1014,TOTAL,269,109
TORRANCE,7150300A,2728,180,N,854,POLLING PLACE,200,105
TORRANCE,7150300A,2728,180,N,0,VBM PORTION,101,48
TORRANCE,7150300A,2728,180,N,854,TOTAL,301,153
TORRANCE,7150301A,2729,180,N,1147,POLLING PLACE,226,104
TORRANCE,7150301A,2729,180,N,0,VBM PORTION,163,73
TORRANCE,7150301A,2729,180,N,1147,TOTAL,389,177
UNIVERSAL,7300001A,6169,63,Y,0,POLLING PLACE,0,0
UNIVERSAL,7300001A,6169,63,Y,0,VBM PORTION,1,0
UNIVERSAL,7300001A,6169,63,Y,0,TOTAL,1,0
VALINDA,7410002A,2731,123,N,937,POLLING PLACE,43,17
VALINDA,7410002A,2731,123,N,0,VBM PORTION,51,32
VALINDA,7410002A,2731,123,N,937,TOTAL,94,49
VALINDA,7410003B,2732,123,N,996,POLLING PLACE,41,25
VALINDA,7410003B,2732,123,N,0,VBM PORTION,36,18
VALINDA,7410003B,2732,123,N,996,TOTAL,77,43
VALINDA,7410004B,2733,123,N,1037,POLLING PLACE,48,23
VALINDA,7410004B,2733,123,N,0,VBM PORTION,33,16
VALINDA,7410004B,2733,123,N,1037,TOTAL,81,39
VALINDA,7410005A,2734,123,N,1176,POLLING PLACE,61,28
VALINDA,7410005A,2734,123,N,0,VBM PORTION,42,19
VALINDA,7410005A,2734,123,N,1176,TOTAL,103,47
VALINDA,7410006B,2735,123,N,1064,POLLING PLACE,62,40
VALINDA,7410006B,2735,123,N,0,VBM PORTION,36,24
VALINDA,7410006B,2735,123,N,1064,TOTAL,98,64
VALINDA,7410007A,2736,123,N,1225,POLLING PLACE,61,37
VALINDA,7410007A,2736,123,N,0,VBM PORTION,58,37
VALINDA,7410007A,2736,123,N,1225,TOTAL,119,74
VALINDA,7410008A,2737,123,N,644,POLLING PLACE,37,14
VALINDA,7410008A,2737,123,N,0,VBM PORTION,64,33
VALINDA,7410008A,2737,123,N,644,TOTAL,101,47
VALINDA,7410010A,2738,66,N,856,POLLING PLACE,35,19
VALINDA,7410010A,2738,66,N,0,VBM PORTION,31,18
VALINDA,7410010A,2738,66,N,856,TOTAL,66,37
VALINDA,7410011B,2739,66,N,1032,POLLING PLACE,71,34
VALINDA,7410011B,2739,66,N,0,VBM PORTION,46,27
VALINDA,7410011B,2739,66,N,1032,TOTAL,117,61
VALINDA,7410015A,2740,66,N,1117,POLLING PLACE,65,25
VALINDA,7410015A,2740,66,N,0,VBM PORTION,57,39
VALINDA,7410015A,2740,66,N,1117,TOTAL,122,64
VALINDA,7410016A,2741,66,N,994,POLLING PLACE,79,40
VALINDA,7410016A,2741,66,N,0,VBM PORTION,49,22
VALINDA,7410016A,2741,66,N,994,TOTAL,128,62
VALINDA,7410017A,2742,66,N,1120,POLLING PLACE,60,27
VALINDA,7410017A,2742,66,N,0,VBM PORTION,50,31
VALINDA,7410017A,2742,66,N,1120,TOTAL,110,58
VALINDA,7410020A,2743,66,N,1098,POLLING PLACE,65,23
VALINDA,7410020A,2743,66,N,0,VBM PORTION,34,12
VALINDA,7410020A,2743,66,N,1098,TOTAL,99,35
VALINDA,7410025A,2744,66,N,1140,POLLING PLACE,73,34
VALINDA,7410025A,2744,66,N,0,VBM PORTION,63,28
VALINDA,7410025A,2744,66,N,1140,TOTAL,136,62
VALINDA,7410027A,2745,66,N,778,POLLING PLACE,37,19
VALINDA,7410027A,2745,66,N,0,VBM PORTION,28,16
VALINDA,7410027A,2745,66,N,778,TOTAL,65,35
VALINDA,7410029A,2746,66,N,1192,POLLING PLACE,61,26
VALINDA,7410029A,2746,66,N,0,VBM PORTION,64,38
VALINDA,7410029A,2746,66,N,1192,TOTAL,125,64
VALINDA,7410086B,2747,66,N,668,POLLING PLACE,47,26
VALINDA,7410086B,2747,66,N,0,VBM PORTION,23,12
VALINDA,7410086B,2747,66,N,668,TOTAL,70,38
VALINDA,7410130A,2748,66,N,1045,POLLING PLACE,78,30
VALINDA,7410130A,2748,66,N,0,VBM PORTION,48,27
VALINDA,7410130A,2748,66,N,1045,TOTAL,126,57
VALINDA,7410150A,2749,66,N,1147,POLLING PLACE,55,23
VALINDA,7410150A,2749,66,N,0,VBM PORTION,43,25
VALINDA,7410150A,2749,66,N,1147,TOTAL,98,48
VALINDA,7410154A,2750,66,N,642,POLLING PLACE,31,18
VALINDA,7410154A,2750,66,N,0,VBM PORTION,35,20
VALINDA,7410154A,2750,66,N,642,TOTAL,66,38
VALINDA,7410154B,2751,66,N,1193,POLLING PLACE,68,32
VALINDA,7410154B,2751,66,N,0,VBM PORTION,37,17
VALINDA,7410154B,2751,66,N,1193,TOTAL,105,49
VERNON,7450002A,6170,164,Y,0,POLLING PLACE,0,0
VERNON,7450002A,6170,164,Y,0,VBM PORTION,0,0
VERNON,7450002A,6170,164,Y,0,TOTAL,0,0
VERNON,7450003A,6171,164,Y,0,POLLING PLACE,0,0
VERNON,7450003A,6171,164,Y,0,VBM PORTION,0,0
VERNON,7450003A,6171,164,Y,0,TOTAL,0,0
VERNON,7450011A,6172,98,Y,60,POLLING PLACE,0,0
VERNON,7450011A,6172,98,Y,0,VBM PORTION,14,5
VERNON,7450011A,6172,98,Y,60,TOTAL,14,5
VETERANS ADMIN CENTER,7470001A,6173,108,Y,174,POLLING PLACE,0,0
VETERANS ADMIN CENTER,7470001A,6173,108,Y,0,VBM PORTION,34,17
VETERANS ADMIN CENTER,7470001A,6173,108,Y,174,TOTAL,34,17
VIEW PARK,7510001A,2752,116,N,1240,POLLING PLACE,202,133
VIEW PARK,7510001A,2752,116,N,0,VBM PORTION,137,89
VIEW PARK,7510001A,2752,116,N,1240,TOTAL,339,222
VIEW PARK,7510003C,2753,116,N,1359,POLLING PLACE,183,124
VIEW PARK,7510003C,2753,116,N,0,VBM PORTION,157,89
VIEW PARK,7510003C,2753,116,N,1359,TOTAL,340,213
VIEW PARK,7510004A,2754,116,N,768,POLLING PLACE,103,71
VIEW PARK,7510004A,2754,116,N,0,VBM PORTION,66,46
VIEW PARK,7510004A,2754,116,N,768,TOTAL,169,117
VIEW PARK,7510006A,2755,116,N,1279,POLLING PLACE,167,116
VIEW PARK,7510006A,2755,116,N,0,VBM PORTION,100,63
VIEW PARK,7510006A,2755,116,N,1279,TOTAL,267,179
VIEW PARK,7510008A,2756,116,N,1052,POLLING PLACE,173,104
VIEW PARK,7510008A,2756,116,N,0,VBM PORTION,136,78
VIEW PARK,7510008A,2756,116,N,1052,TOTAL,309,182
VIEW PARK,7510009B,2757,116,N,1269,POLLING PLACE,209,139
VIEW PARK,7510009B,2757,116,N,0,VBM PORTION,133,72
VIEW PARK,7510009B,2757,116,N,1269,TOTAL,342,211
VIEW PARK,7510010A,2758,116,N,974,POLLING PLACE,130,84
VIEW PARK,7510010A,2758,116,N,0,VBM PORTION,166,111
VIEW PARK,7510010A,2758,116,N,974,TOTAL,296,195
VIEW PARK,7510012A,2759,116,N,1034,POLLING PLACE,210,139
VIEW PARK,7510012A,2759,116,N,0,VBM PORTION,164,107
VIEW PARK,7510012A,2759,116,N,1034,TOTAL,374,246
WALNUT,7600002A,2760,120,N,590,POLLING PLACE,37,16
WALNUT,7600002A,2760,120,N,0,VBM PORTION,57,27
WALNUT,7600002A,2760,120,N,590,TOTAL,94,43
WALNUT,7600002D,2761,120,N,671,POLLING PLACE,58,25
WALNUT,7600002D,2761,120,N,0,VBM PORTION,42,20
WALNUT,7600002D,2761,120,N,671,TOTAL,100,45
WALNUT,7600003A,2762,120,N,866,POLLING PLACE,84,29
WALNUT,7600003A,2762,120,N,0,VBM PORTION,95,48
WALNUT,7600003A,2762,120,N,866,TOTAL,179,77
WALNUT,7600004A,2763,120,N,1071,POLLING PLACE,67,27
WALNUT,7600004A,2763,120,N,0,VBM PORTION,80,34
WALNUT,7600004A,2763,120,N,1071,TOTAL,147,61
WALNUT,7600006A,2764,120,N,1370,POLLING PLACE,100,47
WALNUT,7600006A,2764,120,N,0,VBM PORTION,126,62
WALNUT,7600006A,2764,120,N,1370,TOTAL,226,109
WALNUT,7600006B,2765,120,N,978,POLLING PLACE,45,17
WALNUT,7600006B,2765,120,N,0,VBM PORTION,68,19
WALNUT,7600006B,2765,120,N,978,TOTAL,113,36
WALNUT,7600007A,2766,120,N,1229,POLLING PLACE,86,36
WALNUT,7600007A,2766,120,N,0,VBM PORTION,140,63
WALNUT,7600007A,2766,120,N,1229,TOTAL,226,99
WALNUT,7600008A,2767,120,N,1283,POLLING PLACE,75,30
WALNUT,7600008A,2767,120,N,0,VBM PORTION,108,43
WALNUT,7600008A,2767,120,N,1283,TOTAL,183,73
WALNUT,7600009A,2768,120,N,1009,POLLING PLACE,60,27
WALNUT,7600009A,2768,120,N,0,VBM PORTION,76,36
WALNUT,7600009A,2768,120,N,1009,TOTAL,136,63
WALNUT,7600011A,2769,120,N,1089,POLLING PLACE,65,27
WALNUT,7600011A,2769,120,N,0,VBM PORTION,120,44
WALNUT,7600011A,2769,120,N,1089,TOTAL,185,71
WALNUT,7600012A,2770,120,N,933,POLLING PLACE,87,35
WALNUT,7600012A,2770,120,N,0,VBM PORTION,82,48
WALNUT,7600012A,2770,120,N,933,TOTAL,169,83
WALNUT,7600017A,2771,120,N,1312,POLLING PLACE,117,57
WALNUT,7600017A,2771,120,N,0,VBM PORTION,144,68
WALNUT,7600017A,2771,120,N,1312,TOTAL,261,125
WALNUT,7600018A,2772,120,N,994,POLLING PLACE,59,23
WALNUT,7600018A,2772,120,N,0,VBM PORTION,112,45
WALNUT,7600018A,2772,120,N,994,TOTAL,171,68
WALNUT,7600030A,2773,120,N,1148,POLLING PLACE,77,28
WALNUT,7600030A,2773,120,N,0,VBM PORTION,85,36
WALNUT,7600030A,2773,120,N,1148,TOTAL,162,64
WALNUT,7600031A,2774,120,N,1123,POLLING PLACE,74,37
WALNUT,7600031A,2774,120,N,0,VBM PORTION,82,41
WALNUT,7600031A,2774,120,N,1123,TOTAL,156,78
WALNUT,7600032A,2775,120,N,1389,POLLING PLACE,90,33
WALNUT,7600032A,2775,120,N,0,VBM PORTION,139,62
WALNUT,7600032A,2775,120,N,1389,TOTAL,229,95
WALNUT,7600033A,2776,120,N,947,POLLING PLACE,66,29
WALNUT,7600033A,2776,120,N,0,VBM PORTION,102,42
WALNUT,7600033A,2776,120,N,947,TOTAL,168,71
WALNUT PARK,7650001A,2777,145,N,1135,POLLING PLACE,73,46
WALNUT PARK,7650001A,2777,145,N,0,VBM PORTION,32,14
WALNUT PARK,7650001A,2777,145,N,1135,TOTAL,105,60
WALNUT PARK,7650004A,2778,145,N,1029,POLLING PLACE,69,45
WALNUT PARK,7650004A,2778,145,N,0,VBM PORTION,21,15
WALNUT PARK,7650004A,2778,145,N,1029,TOTAL,90,60
WALNUT PARK,7650005A,2779,145,N,1073,POLLING PLACE,63,32
WALNUT PARK,7650005A,2779,145,N,0,VBM PORTION,19,14
WALNUT PARK,7650005A,2779,145,N,1073,TOTAL,82,46
WALNUT PARK,7650006A,2780,145,N,972,POLLING PLACE,61,26
WALNUT PARK,7650006A,2780,145,N,0,VBM PORTION,32,19
WALNUT PARK,7650006A,2780,145,N,972,TOTAL,93,45
WALNUT PARK,7650008A,2781,145,N,854,POLLING PLACE,74,32
WALNUT PARK,7650008A,2781,145,N,0,VBM PORTION,21,10
WALNUT PARK,7650008A,2781,145,N,854,TOTAL,95,42
WALNUT PARK,7650009A,2782,145,N,785,POLLING PLACE,58,40
WALNUT PARK,7650009A,2782,145,N,0,VBM PORTION,22,11
WALNUT PARK,7650009A,2782,145,N,785,TOTAL,80,51
WEST ATHENS,7670001A,2783,151,N,1100,POLLING PLACE,53,35
WEST ATHENS,7670001A,2783,151,N,0,VBM PORTION,34,24
WEST ATHENS,7670001A,2783,151,N,1100,TOTAL,87,59
WEST ATHENS,7670003A,2784,151,N,1093,POLLING PLACE,51,36
WEST ATHENS,7670003A,2784,151,N,0,VBM PORTION,41,24
WEST ATHENS,7670003A,2784,151,N,1093,TOTAL,92,60
WEST ATHENS,7670004A,2785,161,N,1161,POLLING PLACE,60,35
WEST ATHENS,7670004A,2785,161,N,0,VBM PORTION,32,23
WEST ATHENS,7670004A,2785,161,N,1161,TOTAL,92,58
WEST ATHENS,7670005A,2786,161,N,830,POLLING PLACE,37,22
WEST ATHENS,7670005A,2786,161,N,0,VBM PORTION,29,24
WEST ATHENS,7670005A,2786,161,N,830,TOTAL,66,46
WEST ATHENS,7670006A,2787,161,N,1100,POLLING PLACE,128,80
WEST ATHENS,7670006A,2787,161,N,0,VBM PORTION,107,83
WEST ATHENS,7670006A,2787,161,N,1100,TOTAL,235,163
WEST ATHENS,7670007A,2788,161,N,845,POLLING PLACE,28,22
WEST ATHENS,7670007A,2788,161,N,0,VBM PORTION,36,28
WEST ATHENS,7670007A,2788,161,N,845,TOTAL,64,50
WEST ATHENS,7670009A,2789,151,N,1184,POLLING PLACE,50,26
WEST ATHENS,7670009A,2789,151,N,0,VBM PORTION,39,33
WEST ATHENS,7670009A,2789,151,N,1184,TOTAL,89,59
WEST ATHENS,7670010A,2790,161,N,1079,POLLING PLACE,76,53
WEST ATHENS,7670010A,2790,161,N,0,VBM PORTION,49,32
WEST ATHENS,7670010A,2790,161,N,1079,TOTAL,125,85
WEST ATHENS,7670011A,2791,161,N,758,POLLING PLACE,83,49
WEST ATHENS,7670011A,2791,161,N,0,VBM PORTION,39,26
WEST ATHENS,7670011A,2791,161,N,758,TOTAL,122,75
WEST ATHENS,7670012B,2792,161,N,1168,POLLING PLACE,99,58
WEST ATHENS,7670012B,2792,161,N,0,VBM PORTION,74,52
WEST ATHENS,7670012B,2792,161,N,1168,TOTAL,173,110
WEST ATHENS,7670013A,2793,161,N,834,POLLING PLACE,105,67
WEST ATHENS,7670013A,2793,161,N,0,VBM PORTION,58,40
WEST ATHENS,7670013A,2793,161,N,834,TOTAL,163,107
WEST ATHENS,7670014A,2794,161,N,940,POLLING PLACE,40,19
WEST ATHENS,7670014A,2794,161,N,0,VBM PORTION,22,15
WEST ATHENS,7670014A,2794,161,N,940,TOTAL,62,34
WEST ATHENS,7670015A,2795,163,N,698,POLLING PLACE,46,26
WEST ATHENS,7670015A,2795,163,N,0,VBM PORTION,34,26
WEST ATHENS,7670015A,2795,163,N,698,TOTAL,80,52
WEST ATHENS,7670016A,2796,161,N,913,POLLING PLACE,57,31
WEST ATHENS,7670016A,2796,161,N,0,VBM PORTION,30,19
WEST ATHENS,7670016A,2796,161,N,913,TOTAL,87,50
WEST ATHENS,7670017A,2797,163,N,1021,POLLING PLACE,71,46
WEST ATHENS,7670017A,2797,163,N,0,VBM PORTION,33,19
WEST ATHENS,7670017A,2797,163,N,1021,TOTAL,104,65
WEST ATHENS,7670018A,2798,163,N,884,POLLING PLACE,97,69
WEST ATHENS,7670018A,2798,163,N,0,VBM PORTION,54,36
