LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,ARNOLD W MEDNICK,ANDREW COOPER
ARTESIA,0400001A,115,137,N,819,TOTAL,113,28,58
ARTESIA,0400002A,116,137,N,1182,POLLING PLACE,78,12,50
ARTESIA,0400002A,116,137,N,0,VBM PORTION,137,8,94
ARTESIA,0400002A,116,137,N,1182,TOTAL,215,20,144
ARTESIA,0400004A,117,137,N,1004,POLLING PLACE,89,12,36
ARTESIA,0400004A,117,137,N,0,VBM PORTION,66,7,45
ARTESIA,0400004A,117,137,N,1004,TOTAL,155,19,81
ARTESIA,0400006A,118,137,N,1042,POLLING PLACE,77,18,40
ARTESIA,0400006A,118,137,N,0,VBM PORTION,66,12,32
ARTESIA,0400006A,118,137,N,1042,TOTAL,143,30,72
ARTESIA,0400007A,119,137,N,1049,POLLING PLACE,85,4,54
ARTESIA,0400007A,119,137,N,0,VBM PORTION,95,6,42
ARTESIA,0400007A,119,137,N,1049,TOTAL,180,10,96
ARTESIA,0400008A,120,137,N,1154,POLLING PLACE,81,12,44
ARTESIA,0400008A,120,137,N,0,VBM PORTION,102,14,65
ARTESIA,0400008A,120,137,N,1154,TOTAL,183,26,109
ARTESIA,0400010C,121,137,N,1140,POLLING PLACE,59,11,32
ARTESIA,0400010C,121,137,N,0,VBM PORTION,99,6,65
ARTESIA,0400010C,121,137,N,1140,TOTAL,158,17,97
ATHENS,0450001A,122,178,N,1221,POLLING PLACE,64,10,33
ATHENS,0450001A,122,178,N,0,VBM PORTION,60,10,42
ATHENS,0450001A,122,178,N,1221,TOTAL,124,20,75
ATHENS,0450002B,123,178,N,1263,POLLING PLACE,107,13,62
ATHENS,0450002B,123,178,N,0,VBM PORTION,53,8,26
ATHENS,0450002B,123,178,N,1263,TOTAL,160,21,88
ATHENS,0450004A,124,178,N,1271,POLLING PLACE,85,19,45
ATHENS,0450004A,124,178,N,0,VBM PORTION,65,15,26
ATHENS,0450004A,124,178,N,1271,TOTAL,150,34,71
ATHENS,0450007A,125,178,N,1111,POLLING PLACE,104,10,70
ATHENS,0450007A,125,178,N,0,VBM PORTION,58,8,33
ATHENS,0450007A,125,178,N,1111,TOTAL,162,18,103
ATHENS,0450008A,126,178,N,600,POLLING PLACE,69,5,50
ATHENS,0450008A,126,178,N,0,VBM PORTION,25,1,19
ATHENS,0450008A,126,178,N,600,TOTAL,94,6,69
AVALON,0500001A,127,187,N,496,POLLING PLACE,63,8,35
AVALON,0500001A,127,187,N,0,VBM PORTION,55,2,29
AVALON,0500001A,127,187,N,496,TOTAL,118,10,64
AVALON,0500003A,128,187,N,1234,POLLING PLACE,127,13,77
AVALON,0500003A,128,187,N,0,VBM PORTION,129,6,80
AVALON,0500003A,128,187,N,1234,TOTAL,256,19,157
AVOCADO HEIGHTS,0520001A,129,123,N,1083,POLLING PLACE,80,9,59
AVOCADO HEIGHTS,0520001A,129,123,N,0,VBM PORTION,75,6,51
AVOCADO HEIGHTS,0520001A,129,123,N,1083,TOTAL,155,15,110
AVOCADO HEIGHTS,0520002A,130,123,N,709,POLLING PLACE,51,13,29
AVOCADO HEIGHTS,0520002A,130,123,N,0,VBM PORTION,20,2,14
AVOCADO HEIGHTS,0520002A,130,123,N,709,TOTAL,71,15,43
AVOCADO HEIGHTS,0520003A,6015,126,Y,0,POLLING PLACE,0,0,0
AVOCADO HEIGHTS,0520003A,6015,126,Y,0,VBM PORTION,0,0,0
AVOCADO HEIGHTS,0520003A,6015,126,Y,0,TOTAL,0,0,0
AVOCADO HEIGHTS,0520004A,131,124,N,784,POLLING PLACE,97,18,49
AVOCADO HEIGHTS,0520004A,131,124,N,0,VBM PORTION,70,9,43
AVOCADO HEIGHTS,0520004A,131,124,N,784,TOTAL,167,27,92
AVOCADO HEIGHTS,0520005B,132,123,N,788,POLLING PLACE,55,5,40
AVOCADO HEIGHTS,0520005B,132,123,N,0,VBM PORTION,25,11,12
AVOCADO HEIGHTS,0520005B,132,123,N,788,TOTAL,80,16,52
AVOCADO HEIGHTS,0520007A,133,124,N,525,POLLING PLACE,19,5,12
AVOCADO HEIGHTS,0520007A,133,124,N,0,VBM PORTION,19,1,12
AVOCADO HEIGHTS,0520007A,133,124,N,525,TOTAL,38,6,24
AVOCADO HEIGHTS,0520008A,134,123,N,866,POLLING PLACE,67,9,39
AVOCADO HEIGHTS,0520008A,134,123,N,0,VBM PORTION,30,1,24
AVOCADO HEIGHTS,0520008A,134,123,N,866,TOTAL,97,10,63
AVOCADO HEIGHTS,0520009A,135,123,N,759,POLLING PLACE,63,6,41
AVOCADO HEIGHTS,0520009A,135,123,N,0,VBM PORTION,55,3,38
AVOCADO HEIGHTS,0520009A,135,123,N,759,TOTAL,118,9,79
AVOCADO HEIGHTS,0520010A,136,123,N,757,POLLING PLACE,50,2,38
AVOCADO HEIGHTS,0520010A,136,123,N,0,VBM PORTION,44,3,34
AVOCADO HEIGHTS,0520010A,136,123,N,757,TOTAL,94,5,72
AVOCADO HEIGHTS,0520012A,137,123,N,484,POLLING PLACE,48,6,27
AVOCADO HEIGHTS,0520012A,137,123,N,0,VBM PORTION,30,2,21
AVOCADO HEIGHTS,0520012A,137,123,N,484,TOTAL,78,8,48
AVOCADO HEIGHTS,0520016A,6016,123,Y,0,POLLING PLACE,0,0,0
AVOCADO HEIGHTS,0520016A,6016,123,Y,0,VBM PORTION,0,0,0
AVOCADO HEIGHTS,0520016A,6016,123,Y,0,TOTAL,0,0,0
AVOCADO HEIGHTS,0520017A,138,123,N,582,POLLING PLACE,21,2,17
AVOCADO HEIGHTS,0520017A,138,123,N,0,VBM PORTION,19,0,15
AVOCADO HEIGHTS,0520017A,138,123,N,582,TOTAL,40,2,32
AZUSA,0550001A,139,66,N,624,POLLING PLACE,26,5,15
AZUSA,0550001A,139,66,N,0,VBM PORTION,22,2,12
AZUSA,0550001A,139,66,N,624,TOTAL,48,7,27
AZUSA,0550002A,140,66,N,790,POLLING PLACE,56,3,38
AZUSA,0550002A,140,66,N,0,VBM PORTION,32,3,23
AZUSA,0550002A,140,66,N,790,TOTAL,88,6,61
AZUSA,0550008A,141,66,N,1080,POLLING PLACE,95,14,64
AZUSA,0550008A,141,66,N,0,VBM PORTION,52,17,28
AZUSA,0550008A,141,66,N,1080,TOTAL,147,31,92
AZUSA,0550009A,142,66,N,1205,POLLING PLACE,88,16,54
AZUSA,0550009A,142,66,N,0,VBM PORTION,58,4,43
AZUSA,0550009A,142,66,N,1205,TOTAL,146,20,97
AZUSA,0550010B,143,66,N,818,POLLING PLACE,27,1,19
AZUSA,0550010B,143,66,N,0,VBM PORTION,25,1,17
AZUSA,0550010B,143,66,N,818,TOTAL,52,2,36
AZUSA,0550011A,144,66,N,796,POLLING PLACE,57,5,39
AZUSA,0550011A,144,66,N,0,VBM PORTION,99,10,68
AZUSA,0550011A,144,66,N,796,TOTAL,156,15,107
AZUSA,0550012A,145,66,N,630,POLLING PLACE,35,7,20
AZUSA,0550012A,145,66,N,0,VBM PORTION,16,3,13
AZUSA,0550012A,145,66,N,630,TOTAL,51,10,33
AZUSA,0550012B,146,66,N,939,POLLING PLACE,82,9,52
AZUSA,0550012B,146,66,N,0,VBM PORTION,45,8,26
AZUSA,0550012B,146,66,N,939,TOTAL,127,17,78
AZUSA,0550023F,147,66,N,451,POLLING PLACE,24,7,10
AZUSA,0550023F,147,66,N,0,VBM PORTION,31,6,19
AZUSA,0550023F,147,66,N,451,TOTAL,55,13,29
AZUSA,0550025A,148,66,N,1185,POLLING PLACE,77,9,54
AZUSA,0550025A,148,66,N,0,VBM PORTION,59,4,43
AZUSA,0550025A,148,66,N,1185,TOTAL,136,13,97
AZUSA,0550025B,149,66,N,510,POLLING PLACE,25,5,12
AZUSA,0550025B,149,66,N,0,VBM PORTION,24,3,17
AZUSA,0550025B,149,66,N,510,TOTAL,49,8,29
AZUSA,0550073A,150,66,N,884,POLLING PLACE,63,15,30
AZUSA,0550073A,150,66,N,0,VBM PORTION,67,15,42
AZUSA,0550073A,150,66,N,884,TOTAL,130,30,72
AZUSA,0550074A,151,66,N,1181,POLLING PLACE,75,17,36
AZUSA,0550074A,151,66,N,0,VBM PORTION,73,11,37
AZUSA,0550074A,151,66,N,1181,TOTAL,148,28,73
AZUSA,0550076A,152,66,N,673,POLLING PLACE,42,3,29
AZUSA,0550076A,152,66,N,0,VBM PORTION,28,3,19
AZUSA,0550076A,152,66,N,673,TOTAL,70,6,48
AZUSA,0550078A,153,66,N,1268,POLLING PLACE,77,7,49
AZUSA,0550078A,153,66,N,0,VBM PORTION,54,7,40
AZUSA,0550078A,153,66,N,1268,TOTAL,131,14,89
AZUSA,0550079A,154,66,N,852,POLLING PLACE,60,7,39
AZUSA,0550079A,154,66,N,0,VBM PORTION,137,8,91
AZUSA,0550079A,154,66,N,852,TOTAL,197,15,130
AZUSA,0550080A,155,66,N,1246,POLLING PLACE,116,12,73
AZUSA,0550080A,155,66,N,0,VBM PORTION,93,9,58
AZUSA,0550080A,155,66,N,1246,TOTAL,209,21,131
AZUSA,0550081A,156,66,N,793,POLLING PLACE,60,6,27
AZUSA,0550081A,156,66,N,0,VBM PORTION,88,6,59
AZUSA,0550081A,156,66,N,793,TOTAL,148,12,86
AZUSA,0550084B,157,66,N,927,POLLING PLACE,75,8,41
AZUSA,0550084B,157,66,N,0,VBM PORTION,72,6,46
AZUSA,0550084B,157,66,N,927,TOTAL,147,14,87
AZUSA,0550085A,158,66,N,959,POLLING PLACE,73,10,53
AZUSA,0550085A,158,66,N,0,VBM PORTION,78,11,53
AZUSA,0550085A,158,66,N,959,TOTAL,151,21,106
AZUSA,0550086A,159,66,N,631,POLLING PLACE,75,10,40
AZUSA,0550086A,159,66,N,0,VBM PORTION,46,4,36
AZUSA,0550086A,159,66,N,631,TOTAL,121,14,76
BALDWIN PARK,0600001A,160,66,N,1066,POLLING PLACE,53,7,38
BALDWIN PARK,0600001A,160,66,N,0,VBM PORTION,35,7,23
BALDWIN PARK,0600001A,160,66,N,1066,TOTAL,88,14,61
BALDWIN PARK,0600002A,161,66,N,1150,POLLING PLACE,52,8,30
BALDWIN PARK,0600002A,161,66,N,0,VBM PORTION,50,4,40
BALDWIN PARK,0600002A,161,66,N,1150,TOTAL,102,12,70
BALDWIN PARK,0600006A,162,66,N,1109,POLLING PLACE,76,10,50
BALDWIN PARK,0600006A,162,66,N,0,VBM PORTION,42,5,29
BALDWIN PARK,0600006A,162,66,N,1109,TOTAL,118,15,79
BALDWIN PARK,0600007A,163,66,N,904,POLLING PLACE,49,3,37
BALDWIN PARK,0600007A,163,66,N,0,VBM PORTION,45,12,26
BALDWIN PARK,0600007A,163,66,N,904,TOTAL,94,15,63
BALDWIN PARK,0600008A,164,66,N,1061,POLLING PLACE,84,14,54
BALDWIN PARK,0600008A,164,66,N,0,VBM PORTION,54,5,39
BALDWIN PARK,0600008A,164,66,N,1061,TOTAL,138,19,93
BALDWIN PARK,0600009A,165,66,N,1176,POLLING PLACE,57,13,33
BALDWIN PARK,0600009A,165,66,N,0,VBM PORTION,43,6,28
BALDWIN PARK,0600009A,165,66,N,1176,TOTAL,100,19,61
BALDWIN PARK,0600010A,166,66,N,1008,POLLING PLACE,75,7,48
BALDWIN PARK,0600010A,166,66,N,0,VBM PORTION,56,8,40
BALDWIN PARK,0600010A,166,66,N,1008,TOTAL,131,15,88
BALDWIN PARK,0600012A,167,66,N,1214,POLLING PLACE,60,7,40
BALDWIN PARK,0600012A,167,66,N,0,VBM PORTION,52,8,36
BALDWIN PARK,0600012A,167,66,N,1214,TOTAL,112,15,76
BALDWIN PARK,0600013A,168,66,N,1224,POLLING PLACE,76,17,48
BALDWIN PARK,0600013A,168,66,N,0,VBM PORTION,75,16,52
BALDWIN PARK,0600013A,168,66,N,1224,TOTAL,151,33,100
BALDWIN PARK,0600014A,169,66,N,1227,POLLING PLACE,78,18,50
BALDWIN PARK,0600014A,169,66,N,0,VBM PORTION,72,14,44
BALDWIN PARK,0600014A,169,66,N,1227,TOTAL,150,32,94
BALDWIN PARK,0600016A,170,66,N,1135,POLLING PLACE,61,3,39
BALDWIN PARK,0600016A,170,66,N,0,VBM PORTION,67,17,37
BALDWIN PARK,0600016A,170,66,N,1135,TOTAL,128,20,76
BALDWIN PARK,0600017A,171,66,N,505,POLLING PLACE,29,2,20
BALDWIN PARK,0600017A,171,66,N,0,VBM PORTION,31,6,18
BALDWIN PARK,0600017A,171,66,N,505,TOTAL,60,8,38
BALDWIN PARK,0600019A,172,66,N,1233,POLLING PLACE,81,8,58
BALDWIN PARK,0600019A,172,66,N,0,VBM PORTION,60,9,35
BALDWIN PARK,0600019A,172,66,N,1233,TOTAL,141,17,93
BALDWIN PARK,0600020A,173,66,N,1200,POLLING PLACE,67,10,45
BALDWIN PARK,0600020A,173,66,N,0,VBM PORTION,45,5,32
BALDWIN PARK,0600020A,173,66,N,1200,TOTAL,112,15,77
BALDWIN PARK,0600021B,174,66,N,841,POLLING PLACE,34,3,26
BALDWIN PARK,0600021B,174,66,N,0,VBM PORTION,36,3,20
BALDWIN PARK,0600021B,174,66,N,841,TOTAL,70,6,46
BALDWIN PARK,0600024E,175,66,N,1235,POLLING PLACE,59,9,43
BALDWIN PARK,0600024E,175,66,N,0,VBM PORTION,80,9,59
BALDWIN PARK,0600024E,175,66,N,1235,TOTAL,139,18,102
BALDWIN PARK,0600025A,176,66,N,750,POLLING PLACE,36,4,21
BALDWIN PARK,0600025A,176,66,N,0,VBM PORTION,26,4,17
BALDWIN PARK,0600025A,176,66,N,750,TOTAL,62,8,38
BALDWIN PARK,0600026A,177,66,N,964,POLLING PLACE,60,7,38
BALDWIN PARK,0600026A,177,66,N,0,VBM PORTION,37,2,29
BALDWIN PARK,0600026A,177,66,N,964,TOTAL,97,9,67
BALDWIN PARK,0600027A,178,66,N,1197,POLLING PLACE,75,14,53
BALDWIN PARK,0600027A,178,66,N,0,VBM PORTION,58,12,39
BALDWIN PARK,0600027A,178,66,N,1197,TOTAL,133,26,92
BALDWIN PARK,0600028A,179,66,N,998,POLLING PLACE,53,4,40
BALDWIN PARK,0600028A,179,66,N,0,VBM PORTION,42,7,28
BALDWIN PARK,0600028A,179,66,N,998,TOTAL,95,11,68
BALDWIN PARK,0600029A,180,66,N,1143,POLLING PLACE,51,6,35
BALDWIN PARK,0600029A,180,66,N,0,VBM PORTION,43,8,27
BALDWIN PARK,0600029A,180,66,N,1143,TOTAL,94,14,62
BALDWIN PARK,0600030A,181,66,N,784,POLLING PLACE,49,4,32
BALDWIN PARK,0600030A,181,66,N,0,VBM PORTION,42,1,28
BALDWIN PARK,0600030A,181,66,N,784,TOTAL,91,5,60
BALDWIN PARK,0600034A,182,66,N,1028,POLLING PLACE,41,14,14
BALDWIN PARK,0600034A,182,66,N,0,VBM PORTION,31,3,22
BALDWIN PARK,0600034A,182,66,N,1028,TOTAL,72,17,36
BALDWIN PARK,0600035A,183,66,N,1131,POLLING PLACE,73,11,42
BALDWIN PARK,0600035A,183,66,N,0,VBM PORTION,42,9,27
BALDWIN PARK,0600035A,183,66,N,1131,TOTAL,115,20,69
BALDWIN PARK,0600036A,184,66,N,962,POLLING PLACE,60,10,42
BALDWIN PARK,0600036A,184,66,N,0,VBM PORTION,56,6,41
BALDWIN PARK,0600036A,184,66,N,962,TOTAL,116,16,83
BALDWIN PARK,0600037A,185,66,N,1173,POLLING PLACE,66,14,37
BALDWIN PARK,0600037A,185,66,N,0,VBM PORTION,50,14,32
BALDWIN PARK,0600037A,185,66,N,1173,TOTAL,116,28,69
BALDWIN PARK,0600041B,186,66,N,1028,POLLING PLACE,59,10,28
BALDWIN PARK,0600041B,186,66,N,0,VBM PORTION,44,6,32
BALDWIN PARK,0600041B,186,66,N,1028,TOTAL,103,16,60
BALDWIN PARK,0600052B,187,66,N,1072,POLLING PLACE,70,9,48
BALDWIN PARK,0600052B,187,66,N,0,VBM PORTION,21,3,14
BALDWIN PARK,0600052B,187,66,N,1072,TOTAL,91,12,62
BASSETT,0670005A,188,66,N,784,POLLING PLACE,53,10,33
BASSETT,0670005A,188,66,N,0,VBM PORTION,33,3,24
BASSETT,0670005A,188,66,N,784,TOTAL,86,13,57
BASSETT,0670006A,189,66,N,1076,POLLING PLACE,45,4,29
BASSETT,0670006A,189,66,N,0,VBM PORTION,41,4,30
BASSETT,0670006A,189,66,N,1076,TOTAL,86,8,59
BASSETT,0670010A,190,66,N,751,POLLING PLACE,41,13,18
BASSETT,0670010A,190,66,N,0,VBM PORTION,34,7,24
BASSETT,0670010A,190,66,N,751,TOTAL,75,20,42
BASSETT,0670141A,191,66,N,1152,POLLING PLACE,82,12,56
BASSETT,0670141A,191,66,N,0,VBM PORTION,42,7,28
BASSETT,0670141A,191,66,N,1152,TOTAL,124,19,84
BASSETT,0670142A,192,66,N,626,POLLING PLACE,42,2,28
BASSETT,0670142A,192,66,N,0,VBM PORTION,28,7,19
BASSETT,0670142A,192,66,N,626,TOTAL,70,9,47
BASSETT,0670143A,193,66,N,1026,POLLING PLACE,95,17,59
BASSETT,0670143A,193,66,N,0,VBM PORTION,40,3,25
BASSETT,0670143A,193,66,N,1026,TOTAL,135,20,84
BASSETT,0670144A,194,66,N,991,POLLING PLACE,80,13,52
BASSETT,0670144A,194,66,N,0,VBM PORTION,49,3,34
BASSETT,0670144A,194,66,N,991,TOTAL,129,16,86
BELL,0700001A,195,164,N,1018,POLLING PLACE,63,18,32
BELL,0700001A,195,164,N,0,VBM PORTION,30,4,22
BELL,0700001A,195,164,N,1018,TOTAL,93,22,54
BELL,0700002A,196,164,N,1028,POLLING PLACE,56,13,33
BELL,0700002A,196,164,N,0,VBM PORTION,21,4,10
BELL,0700002A,196,164,N,1028,TOTAL,77,17,43
BELL,0700005A,197,164,N,1201,POLLING PLACE,50,10,36
BELL,0700005A,197,164,N,0,VBM PORTION,42,5,32
BELL,0700005A,197,164,N,1201,TOTAL,92,15,68
BELL,0700007B,198,164,N,1209,POLLING PLACE,77,16,44
BELL,0700007B,198,164,N,0,VBM PORTION,44,8,30
BELL,0700007B,198,164,N,1209,TOTAL,121,24,74
BELL,0700008A,199,164,N,1154,POLLING PLACE,70,12,40
BELL,0700008A,199,164,N,0,VBM PORTION,27,5,17
BELL,0700008A,199,164,N,1154,TOTAL,97,17,57
BELL,0700010A,200,164,N,1237,POLLING PLACE,71,14,44
BELL,0700010A,200,164,N,0,VBM PORTION,42,8,25
BELL,0700010A,200,164,N,1237,TOTAL,113,22,69
BELL,0700011A,201,164,N,1221,POLLING PLACE,59,7,41
BELL,0700011A,201,164,N,0,VBM PORTION,41,9,24
BELL,0700011A,201,164,N,1221,TOTAL,100,16,65
BELL,0700013A,202,164,N,1063,POLLING PLACE,62,8,44
BELL,0700013A,202,164,N,0,VBM PORTION,52,7,30
BELL,0700013A,202,164,N,1063,TOTAL,114,15,74
BELL,0700017A,203,164,N,946,POLLING PLACE,46,8,26
BELL,0700017A,203,164,N,0,VBM PORTION,20,3,11
BELL,0700017A,203,164,N,946,TOTAL,66,11,37
BELL,0700018A,204,164,N,1098,POLLING PLACE,64,12,30
BELL,0700018A,204,164,N,0,VBM PORTION,28,3,14
BELL,0700018A,204,164,N,1098,TOTAL,92,15,44
BELLFLOWER,0750006A,205,139,N,881,POLLING PLACE,32,4,21
BELLFLOWER,0750006A,205,139,N,0,VBM PORTION,66,7,45
BELLFLOWER,0750006A,205,139,N,881,TOTAL,98,11,66
BELLFLOWER,0750009A,206,139,N,1116,POLLING PLACE,62,4,43
BELLFLOWER,0750009A,206,139,N,0,VBM PORTION,66,7,42
BELLFLOWER,0750009A,206,139,N,1116,TOTAL,128,11,85
BELLFLOWER,0750010A,207,139,N,1076,POLLING PLACE,55,6,38
BELLFLOWER,0750010A,207,139,N,0,VBM PORTION,36,5,24
BELLFLOWER,0750010A,207,139,N,1076,TOTAL,91,11,62
BELLFLOWER,0750011A,208,139,N,1082,POLLING PLACE,97,8,61
BELLFLOWER,0750011A,208,139,N,0,VBM PORTION,63,8,38
BELLFLOWER,0750011A,208,139,N,1082,TOTAL,160,16,99
BELLFLOWER,0750012A,209,137,N,603,POLLING PLACE,25,8,15
BELLFLOWER,0750012A,209,137,N,0,VBM PORTION,27,5,21
BELLFLOWER,0750012A,209,137,N,603,TOTAL,52,13,36
BELLFLOWER,0750012D,210,137,N,942,POLLING PLACE,26,3,19
BELLFLOWER,0750012D,210,137,N,0,VBM PORTION,20,3,14
BELLFLOWER,0750012D,210,137,N,942,TOTAL,46,6,33
BELLFLOWER,0750014A,211,139,N,1050,POLLING PLACE,61,7,42
BELLFLOWER,0750014A,211,139,N,0,VBM PORTION,51,7,32
BELLFLOWER,0750014A,211,139,N,1050,TOTAL,112,14,74
BELLFLOWER,0750016A,212,139,N,1224,POLLING PLACE,63,14,39
BELLFLOWER,0750016A,212,139,N,0,VBM PORTION,77,13,50
BELLFLOWER,0750016A,212,139,N,1224,TOTAL,140,27,89
BELLFLOWER,0750017B,213,139,N,1266,POLLING PLACE,41,12,24
BELLFLOWER,0750017B,213,139,N,0,VBM PORTION,43,9,28
BELLFLOWER,0750017B,213,139,N,1266,TOTAL,84,21,52
BELLFLOWER,0750019A,214,139,N,1161,POLLING PLACE,65,13,35
BELLFLOWER,0750019A,214,139,N,0,VBM PORTION,65,10,38
BELLFLOWER,0750019A,214,139,N,1161,TOTAL,130,23,73
BELLFLOWER,0750021A,215,139,N,856,POLLING PLACE,59,7,32
BELLFLOWER,0750021A,215,139,N,0,VBM PORTION,59,9,37
BELLFLOWER,0750021A,215,139,N,856,TOTAL,118,16,69
BELLFLOWER,0750022A,216,137,N,1054,POLLING PLACE,103,13,65
BELLFLOWER,0750022A,216,137,N,0,VBM PORTION,84,12,46
BELLFLOWER,0750022A,216,137,N,1054,TOTAL,187,25,111
BELLFLOWER,0750024A,217,139,N,1096,POLLING PLACE,64,17,33
BELLFLOWER,0750024A,217,139,N,0,VBM PORTION,59,3,45
BELLFLOWER,0750024A,217,139,N,1096,TOTAL,123,20,78
BELLFLOWER,0750025A,218,139,N,607,POLLING PLACE,37,2,32
BELLFLOWER,0750025A,218,139,N,0,VBM PORTION,60,9,35
BELLFLOWER,0750025A,218,139,N,607,TOTAL,97,11,67
BELLFLOWER,0750027A,219,137,N,1088,POLLING PLACE,70,13,42
BELLFLOWER,0750027A,219,137,N,0,VBM PORTION,72,10,42
BELLFLOWER,0750027A,219,137,N,1088,TOTAL,142,23,84
BELLFLOWER,0750028A,220,139,N,1236,POLLING PLACE,81,12,54
BELLFLOWER,0750028A,220,139,N,0,VBM PORTION,70,8,47
BELLFLOWER,0750028A,220,139,N,1236,TOTAL,151,20,101
BELLFLOWER,0750029C,221,137,N,857,POLLING PLACE,46,5,32
BELLFLOWER,0750029C,221,137,N,0,VBM PORTION,44,11,24
BELLFLOWER,0750029C,221,137,N,857,TOTAL,90,16,56
BELLFLOWER,0750030A,222,137,N,1124,POLLING PLACE,84,12,57
BELLFLOWER,0750030A,222,137,N,0,VBM PORTION,66,8,42
BELLFLOWER,0750030A,222,137,N,1124,TOTAL,150,20,99
BELLFLOWER,0750031C,223,137,N,958,POLLING PLACE,53,8,37
BELLFLOWER,0750031C,223,137,N,0,VBM PORTION,56,5,43
BELLFLOWER,0750031C,223,137,N,958,TOTAL,109,13,80
BELLFLOWER,0750032A,224,137,N,873,POLLING PLACE,48,6,32
BELLFLOWER,0750032A,224,137,N,0,VBM PORTION,28,2,20
BELLFLOWER,0750032A,224,137,N,873,TOTAL,76,8,52
BELLFLOWER,0750032C,225,137,N,742,POLLING PLACE,33,8,20
BELLFLOWER,0750032C,225,137,N,0,VBM PORTION,36,3,25
BELLFLOWER,0750032C,225,137,N,742,TOTAL,69,11,45
BELLFLOWER,0750033A,226,137,N,997,POLLING PLACE,76,8,46
BELLFLOWER,0750033A,226,137,N,0,VBM PORTION,54,6,34
BELLFLOWER,0750033A,226,137,N,997,TOTAL,130,14,80
BELLFLOWER,0750034A,227,137,N,934,POLLING PLACE,71,7,55
BELLFLOWER,0750034A,227,137,N,0,VBM PORTION,75,8,45
BELLFLOWER,0750034A,227,137,N,934,TOTAL,146,15,100
BELLFLOWER,0750035A,228,137,N,921,POLLING PLACE,51,6,29
BELLFLOWER,0750035A,228,137,N,0,VBM PORTION,76,10,48
BELLFLOWER,0750035A,228,137,N,921,TOTAL,127,16,77
BELLFLOWER,0750036A,229,137,N,1025,POLLING PLACE,36,5,22
BELLFLOWER,0750036A,229,137,N,0,VBM PORTION,32,2,22
BELLFLOWER,0750036A,229,137,N,1025,TOTAL,68,7,44
BELLFLOWER,0750037B,230,139,N,597,POLLING PLACE,44,8,24
BELLFLOWER,0750037B,230,139,N,0,VBM PORTION,31,4,22
BELLFLOWER,0750037B,230,139,N,597,TOTAL,75,12,46
BELLFLOWER,0750040A,231,137,N,1078,POLLING PLACE,54,8,36
BELLFLOWER,0750040A,231,137,N,0,VBM PORTION,37,3,21
BELLFLOWER,0750040A,231,137,N,1078,TOTAL,91,11,57
BELLFLOWER,0750040D,232,137,N,906,POLLING PLACE,49,5,32
BELLFLOWER,0750040D,232,137,N,0,VBM PORTION,28,0,20
BELLFLOWER,0750040D,232,137,N,906,TOTAL,77,5,52
BELLFLOWER,0750041A,233,137,N,1058,POLLING PLACE,86,10,57
BELLFLOWER,0750041A,233,137,N,0,VBM PORTION,73,11,37
BELLFLOWER,0750041A,233,137,N,1058,TOTAL,159,21,94
BELLFLOWER,0750042A,234,139,N,1215,POLLING PLACE,84,9,59
BELLFLOWER,0750042A,234,139,N,0,VBM PORTION,61,6,38
BELLFLOWER,0750042A,234,139,N,1215,TOTAL,145,15,97
BELLFLOWER,0750043A,235,137,N,764,POLLING PLACE,91,8,57
BELLFLOWER,0750043A,235,137,N,0,VBM PORTION,71,6,48
BELLFLOWER,0750043A,235,137,N,764,TOTAL,162,14,105
BELLFLOWER,0750044A,236,139,N,984,POLLING PLACE,74,10,43
BELLFLOWER,0750044A,236,139,N,0,VBM PORTION,55,1,42
BELLFLOWER,0750044A,236,139,N,984,TOTAL,129,11,85
BELLFLOWER,0750045A,237,139,N,739,POLLING PLACE,58,6,37
BELLFLOWER,0750045A,237,139,N,0,VBM PORTION,42,3,29
BELLFLOWER,0750045A,237,139,N,739,TOTAL,100,9,66
BELLFLOWER,0750048A,238,137,N,1060,POLLING PLACE,86,16,54
BELLFLOWER,0750048A,238,137,N,0,VBM PORTION,80,11,52
BELLFLOWER,0750048A,238,137,N,1060,TOTAL,166,27,106
BELLFLOWER,0750054B,239,137,N,1194,POLLING PLACE,34,9,20
BELLFLOWER,0750054B,239,137,N,0,VBM PORTION,55,6,36
BELLFLOWER,0750054B,239,137,N,1194,TOTAL,89,15,56
BELL GARDENS,0800001A,240,136,N,1120,POLLING PLACE,43,6,28
BELL GARDENS,0800001A,240,136,N,0,VBM PORTION,28,5,23
BELL GARDENS,0800001A,240,136,N,1120,TOTAL,71,11,51
BELL GARDENS,0800002A,241,136,N,1022,POLLING PLACE,47,10,34
BELL GARDENS,0800002A,241,136,N,0,VBM PORTION,21,3,11
BELL GARDENS,0800002A,241,136,N,1022,TOTAL,68,13,45
BELL GARDENS,0800003A,242,136,N,1038,POLLING PLACE,44,11,23
BELL GARDENS,0800003A,242,136,N,0,VBM PORTION,25,3,20
BELL GARDENS,0800003A,242,136,N,1038,TOTAL,69,14,43
BELL GARDENS,0800004A,243,136,N,1210,POLLING PLACE,44,10,21
BELL GARDENS,0800004A,243,136,N,0,VBM PORTION,25,8,11
BELL GARDENS,0800004A,243,136,N,1210,TOTAL,69,18,32
BELL GARDENS,0800005A,244,136,N,1133,POLLING PLACE,34,5,13
