LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,ALAN REYNOLDS,GEORGE YANG,ERIC KOREVAAR,DAVID FENNELL,AMOS JOHNSON,GAVIN NEWSOM,RON NEHRING,JENA F GOODMAN
ALTADENA,0200030A,80,33,N,889,POLLING PLACE,118,1,7,5,7,0,69,21,2
ALTADENA,0200030A,80,33,N,0,VBM PORTION,143,0,5,6,5,1,75,35,5
ALTADENA,0200030A,80,33,N,889,TOTAL,261,1,12,11,12,1,144,56,7
ALTADENA,0200031A,6012,44,Y,3,POLLING PLACE,0,0,0,0,0,0,0,0,0
ALTADENA,0200031A,6012,44,Y,0,VBM PORTION,0,0,0,0,0,0,0,0,0
ALTADENA,0200031A,6012,44,Y,3,TOTAL,0,0,0,0,0,0,0,0,0
ALTADENA,0200032A,81,33,N,1378,POLLING PLACE,196,2,3,15,11,1,112,39,4
ALTADENA,0200032A,81,33,N,0,VBM PORTION,153,0,7,3,7,0,97,18,2
ALTADENA,0200032A,81,33,N,1378,TOTAL,349,2,10,18,18,1,209,57,6
ALTADENA,0200038B,82,33,N,1195,POLLING PLACE,180,4,13,3,5,1,107,33,4
ALTADENA,0200038B,82,33,N,0,VBM PORTION,134,1,5,4,10,1,80,26,0
ALTADENA,0200038B,82,33,N,1195,TOTAL,314,5,18,7,15,2,187,59,4
ALTADENA,0200039A,83,33,N,1132,POLLING PLACE,145,1,10,4,8,0,75,31,6
ALTADENA,0200039A,83,33,N,0,VBM PORTION,117,1,4,9,4,2,62,23,4
ALTADENA,0200039A,83,33,N,1132,TOTAL,262,2,14,13,12,2,137,54,10
ALTADENA,0200044A,84,33,N,985,POLLING PLACE,77,1,7,2,0,0,48,15,2
ALTADENA,0200044A,84,33,N,0,VBM PORTION,59,1,3,4,2,0,33,8,1
ALTADENA,0200044A,84,33,N,985,TOTAL,136,2,10,6,2,0,81,23,3
ALTADENA,0200051A,85,33,N,1218,POLLING PLACE,131,1,7,3,3,0,98,15,0
ALTADENA,0200051A,85,33,N,0,VBM PORTION,151,2,8,6,4,0,91,30,0
ALTADENA,0200051A,85,33,N,1218,TOTAL,282,3,15,9,7,0,189,45,0
ALTADENA,0200086A,86,33,N,1189,POLLING PLACE,153,0,2,8,3,3,114,14,2
ALTADENA,0200086A,86,33,N,0,VBM PORTION,152,3,6,7,3,2,106,17,1
ALTADENA,0200086A,86,33,N,1189,TOTAL,305,3,8,15,6,5,220,31,3
ALTADENA,0200086B,6013,33,Y,22,POLLING PLACE,0,0,0,0,0,0,0,0,0
ALTADENA,0200086B,6013,33,Y,0,VBM PORTION,8,0,0,0,0,0,4,2,0
ALTADENA,0200086B,6013,33,Y,22,TOTAL,8,0,0,0,0,0,4,2,0
ALTADENA,0200087A,87,33,N,703,POLLING PLACE,92,1,1,4,8,1,59,10,2
ALTADENA,0200087A,87,33,N,0,VBM PORTION,61,3,4,2,0,2,39,4,1
ALTADENA,0200087A,87,33,N,703,TOTAL,153,4,5,6,8,3,98,14,3
ALTADENA,0200088B,88,33,N,1376,POLLING PLACE,144,2,7,9,7,2,83,16,6
ALTADENA,0200088B,88,33,N,0,VBM PORTION,145,1,5,6,2,3,101,16,1
ALTADENA,0200088B,88,33,N,1376,TOTAL,289,3,12,15,9,5,184,32,7
ALTADENA,0200090A,89,33,N,1130,POLLING PLACE,137,0,4,11,4,2,88,15,5
ALTADENA,0200090A,89,33,N,0,VBM PORTION,111,2,3,8,3,1,69,9,5
ALTADENA,0200090A,89,33,N,1130,TOTAL,248,2,7,19,7,3,157,24,10
ALTADENA,0200091A,90,33,N,1298,POLLING PLACE,166,3,2,8,3,1,122,11,2
ALTADENA,0200091A,90,33,N,0,VBM PORTION,116,1,1,5,4,4,82,12,1
ALTADENA,0200091A,90,33,N,1298,TOTAL,282,4,3,13,7,5,204,23,3
ANTELOPE,0300002A,91,3,N,834,POLLING PLACE,126,1,12,6,24,3,18,47,1
ANTELOPE,0300002A,91,3,N,0,VBM PORTION,117,2,3,0,13,0,22,66,2
ANTELOPE,0300002A,91,3,N,834,TOTAL,243,3,15,6,37,3,40,113,3
ANTELOPE,0300003A,6014,3,Y,66,POLLING PLACE,0,0,0,0,0,0,0,0,0
ANTELOPE,0300003A,6014,3,Y,0,VBM PORTION,15,1,2,0,3,0,0,7,1
ANTELOPE,0300003A,6014,3,Y,66,TOTAL,15,1,2,0,3,0,0,7,1
ARCADIA,0350001A,92,76,N,998,POLLING PLACE,124,2,9,5,15,0,34,49,1
ARCADIA,0350001A,92,76,N,0,VBM PORTION,145,1,16,3,14,1,40,58,2
ARCADIA,0350001A,92,76,N,998,TOTAL,269,3,25,8,29,1,74,107,3
ARCADIA,0350005A,93,76,N,1240,POLLING PLACE,96,0,12,2,5,0,36,35,0
ARCADIA,0350005A,93,76,N,0,VBM PORTION,165,0,20,3,20,1,50,44,1
ARCADIA,0350005A,93,76,N,1240,TOTAL,261,0,32,5,25,1,86,79,1
ARCADIA,0350007A,94,76,N,1143,POLLING PLACE,88,0,10,2,11,0,20,35,0
ARCADIA,0350007A,94,76,N,0,VBM PORTION,156,0,12,0,9,0,55,62,0
ARCADIA,0350007A,94,76,N,1143,TOTAL,244,0,22,2,20,0,75,97,0
ARCADIA,0350008A,95,76,N,1256,POLLING PLACE,170,0,21,6,13,0,54,63,1
ARCADIA,0350008A,95,76,N,0,VBM PORTION,159,0,14,4,13,1,45,62,4
ARCADIA,0350008A,95,76,N,1256,TOTAL,329,0,35,10,26,1,99,125,5
ARCADIA,0350009A,96,76,N,1456,POLLING PLACE,98,1,11,1,4,1,37,26,6
ARCADIA,0350009A,96,76,N,0,VBM PORTION,173,3,15,8,10,1,60,52,3
ARCADIA,0350009A,96,76,N,1456,TOTAL,271,4,26,9,14,2,97,78,9
ARCADIA,0350013A,97,76,N,1231,POLLING PLACE,125,5,10,3,8,1,38,48,0
ARCADIA,0350013A,97,76,N,0,VBM PORTION,135,2,9,2,10,1,33,58,4
ARCADIA,0350013A,97,76,N,1231,TOTAL,260,7,19,5,18,2,71,106,4
ARCADIA,0350018A,98,76,N,1403,POLLING PLACE,134,1,9,2,16,0,42,46,2
ARCADIA,0350018A,98,76,N,0,VBM PORTION,242,1,34,2,26,3,54,92,1
ARCADIA,0350018A,98,76,N,1403,TOTAL,376,2,43,4,42,3,96,138,3
ARCADIA,0350023A,99,76,N,1456,POLLING PLACE,82,2,12,0,2,3,26,32,0
ARCADIA,0350023A,99,76,N,0,VBM PORTION,139,3,23,6,6,0,53,33,1
ARCADIA,0350023A,99,76,N,1456,TOTAL,221,5,35,6,8,3,79,65,1
ARCADIA,0350024A,100,76,N,1485,POLLING PLACE,80,0,0,3,4,2,36,23,2
ARCADIA,0350024A,100,76,N,0,VBM PORTION,134,2,16,5,13,0,50,32,3
ARCADIA,0350024A,100,76,N,1485,TOTAL,214,2,16,8,17,2,86,55,5
ARCADIA,0350029B,101,76,N,1373,POLLING PLACE,120,4,19,0,8,1,46,29,2
ARCADIA,0350029B,101,76,N,0,VBM PORTION,140,3,24,5,7,0,24,54,2
ARCADIA,0350029B,101,76,N,1373,TOTAL,260,7,43,5,15,1,70,83,4
ARCADIA,0350030A,102,76,N,1307,POLLING PLACE,74,1,15,6,7,0,25,15,1
ARCADIA,0350030A,102,76,N,0,VBM PORTION,116,0,21,3,6,1,50,23,4
ARCADIA,0350030A,102,76,N,1307,TOTAL,190,1,36,9,13,1,75,38,5
ARCADIA,0350035A,103,76,N,1078,POLLING PLACE,93,1,11,2,2,0,35,31,0
ARCADIA,0350035A,103,76,N,0,VBM PORTION,115,0,20,6,8,0,37,34,1
ARCADIA,0350035A,103,76,N,1078,TOTAL,208,1,31,8,10,0,72,65,1
ARCADIA,0350037A,104,76,N,1210,POLLING PLACE,91,3,15,3,4,0,26,36,1
ARCADIA,0350037A,104,76,N,0,VBM PORTION,110,1,22,1,3,1,42,26,0
ARCADIA,0350037A,104,76,N,1210,TOTAL,201,4,37,4,7,1,68,62,1
ARCADIA,0350038A,105,76,N,1246,POLLING PLACE,111,3,9,4,10,1,36,37,2
ARCADIA,0350038A,105,76,N,0,VBM PORTION,120,2,14,3,5,0,46,31,1
ARCADIA,0350038A,105,76,N,1246,TOTAL,231,5,23,7,15,1,82,68,3
ARCADIA,0350042A,106,76,N,1251,POLLING PLACE,70,0,9,6,6,0,25,17,3
ARCADIA,0350042A,106,76,N,0,VBM PORTION,67,1,9,4,2,1,24,15,3
ARCADIA,0350042A,106,76,N,1251,TOTAL,137,1,18,10,8,1,49,32,6
ARCADIA,0350043C,107,76,N,1204,POLLING PLACE,68,2,7,8,1,0,31,13,3
ARCADIA,0350043C,107,76,N,0,VBM PORTION,67,1,16,4,4,0,22,9,0
ARCADIA,0350043C,107,76,N,1204,TOTAL,135,3,23,12,5,0,53,22,3
ARCADIA,0350045B,108,76,N,1355,POLLING PLACE,88,1,10,2,3,0,24,29,1
ARCADIA,0350045B,108,76,N,0,VBM PORTION,146,2,32,4,5,3,36,45,2
ARCADIA,0350045B,108,76,N,1355,TOTAL,234,3,42,6,8,3,60,74,3
ARCADIA,0350048A,109,76,N,1098,POLLING PLACE,112,2,12,2,12,1,37,34,0
ARCADIA,0350048A,109,76,N,0,VBM PORTION,92,0,13,4,9,2,32,21,0
ARCADIA,0350048A,109,76,N,1098,TOTAL,204,2,25,6,21,3,69,55,0
ARCADIA,0350054A,110,76,N,1254,POLLING PLACE,135,1,16,4,7,0,46,44,3
ARCADIA,0350054A,110,76,N,0,VBM PORTION,152,3,18,0,5,0,59,36,0
ARCADIA,0350054A,110,76,N,1254,TOTAL,287,4,34,4,12,0,105,80,3
ARCADIA,0350058A,111,76,N,1346,POLLING PLACE,119,4,23,3,7,0,32,34,1
ARCADIA,0350058A,111,76,N,0,VBM PORTION,114,1,23,2,11,0,38,24,2
ARCADIA,0350058A,111,76,N,1346,TOTAL,233,5,46,5,18,0,70,58,3
ARCADIA,0350062B,112,76,N,1218,POLLING PLACE,81,0,11,3,5,1,29,26,0
ARCADIA,0350062B,112,76,N,0,VBM PORTION,115,2,17,6,9,1,42,24,2
ARCADIA,0350062B,112,76,N,1218,TOTAL,196,2,28,9,14,2,71,50,2
ARCADIA,0350079A,113,76,N,1247,POLLING PLACE,107,1,6,8,6,1,40,35,1
ARCADIA,0350079A,113,76,N,0,VBM PORTION,123,2,13,6,10,1,46,35,0
ARCADIA,0350079A,113,76,N,1247,TOTAL,230,3,19,14,16,2,86,70,1
ARCADIA,0350104A,114,76,N,1310,POLLING PLACE,114,3,13,2,11,1,44,32,0
ARCADIA,0350104A,114,76,N,0,VBM PORTION,127,2,12,2,9,0,43,42,5
ARCADIA,0350104A,114,76,N,1310,TOTAL,241,5,25,4,20,1,87,74,5
ARTESIA,0400001A,115,137,N,819,POLLING PLACE,86,4,5,20,3,2,30,3,4
ARTESIA,0400001A,115,137,N,0,VBM PORTION,27,2,1,2,0,2,14,2,0
ARTESIA,0400001A,115,137,N,819,TOTAL,113,6,6,22,3,4,44,5,4
ARTESIA,0400002A,116,137,N,1182,POLLING PLACE,78,1,10,6,3,1,25,29,0
ARTESIA,0400002A,116,137,N,0,VBM PORTION,137,1,20,5,10,4,55,29,2
ARTESIA,0400002A,116,137,N,1182,TOTAL,215,2,30,11,13,5,80,58,2
ARTESIA,0400004A,117,137,N,1004,POLLING PLACE,89,2,5,8,3,1,36,15,2
ARTESIA,0400004A,117,137,N,0,VBM PORTION,66,2,10,2,5,1,33,9,1
ARTESIA,0400004A,117,137,N,1004,TOTAL,155,4,15,10,8,2,69,24,3
ARTESIA,0400006A,118,137,N,1042,POLLING PLACE,77,1,6,10,7,5,26,10,1
ARTESIA,0400006A,118,137,N,0,VBM PORTION,66,3,8,0,1,2,27,16,1
ARTESIA,0400006A,118,137,N,1042,TOTAL,143,4,14,10,8,7,53,26,2
ARTESIA,0400007A,119,137,N,1049,POLLING PLACE,85,1,6,10,2,1,26,20,4
ARTESIA,0400007A,119,137,N,0,VBM PORTION,95,0,14,8,5,3,32,21,2
ARTESIA,0400007A,119,137,N,1049,TOTAL,180,1,20,18,7,4,58,41,6
ARTESIA,0400008A,120,137,N,1154,POLLING PLACE,81,3,12,4,1,2,36,13,2
ARTESIA,0400008A,120,137,N,0,VBM PORTION,102,0,21,17,1,3,35,15,0
ARTESIA,0400008A,120,137,N,1154,TOTAL,183,3,33,21,2,5,71,28,2
ARTESIA,0400010C,121,137,N,1140,POLLING PLACE,59,2,4,5,7,3,18,11,2
ARTESIA,0400010C,121,137,N,0,VBM PORTION,99,2,8,4,5,0,30,34,3
ARTESIA,0400010C,121,137,N,1140,TOTAL,158,4,12,9,12,3,48,45,5
ATHENS,0450001A,122,178,N,1221,POLLING PLACE,64,0,3,1,2,3,42,1,4
ATHENS,0450001A,122,178,N,0,VBM PORTION,60,0,1,3,1,0,49,2,1
ATHENS,0450001A,122,178,N,1221,TOTAL,124,0,4,4,3,3,91,3,5
ATHENS,0450002B,123,178,N,1263,POLLING PLACE,107,4,0,6,2,1,83,2,1
ATHENS,0450002B,123,178,N,0,VBM PORTION,53,0,2,2,0,1,42,2,1
ATHENS,0450002B,123,178,N,1263,TOTAL,160,4,2,8,2,2,125,4,2
ATHENS,0450004A,124,178,N,1271,POLLING PLACE,85,0,3,11,1,1,58,3,1
ATHENS,0450004A,124,178,N,0,VBM PORTION,65,1,0,8,0,1,45,0,0
ATHENS,0450004A,124,178,N,1271,TOTAL,150,1,3,19,1,2,103,3,1
ATHENS,0450007A,125,178,N,1111,POLLING PLACE,104,1,1,5,0,2,82,3,1
ATHENS,0450007A,125,178,N,0,VBM PORTION,58,1,0,2,1,0,50,0,0
ATHENS,0450007A,125,178,N,1111,TOTAL,162,2,1,7,1,2,132,3,1
ATHENS,0450008A,126,178,N,600,POLLING PLACE,69,0,1,3,1,1,57,0,2
ATHENS,0450008A,126,178,N,0,VBM PORTION,25,1,0,3,0,0,18,0,0
ATHENS,0450008A,126,178,N,600,TOTAL,94,1,1,6,1,1,75,0,2
AVALON,0500001A,127,187,N,496,POLLING PLACE,63,1,3,3,5,1,30,11,1
AVALON,0500001A,127,187,N,0,VBM PORTION,55,0,2,4,7,1,18,16,2
AVALON,0500001A,127,187,N,496,TOTAL,118,1,5,7,12,2,48,27,3
AVALON,0500003A,128,187,N,1234,POLLING PLACE,127,1,6,8,16,2,40,32,5
AVALON,0500003A,128,187,N,0,VBM PORTION,129,0,9,2,14,2,47,32,2
AVALON,0500003A,128,187,N,1234,TOTAL,256,1,15,10,30,4,87,64,7
AVOCADO HEIGHTS,0520001A,129,123,N,1083,POLLING PLACE,80,4,4,8,2,2,46,8,0
AVOCADO HEIGHTS,0520001A,129,123,N,0,VBM PORTION,75,1,3,4,0,1,40,18,4
AVOCADO HEIGHTS,0520001A,129,123,N,1083,TOTAL,155,5,7,12,2,3,86,26,4
AVOCADO HEIGHTS,0520002A,130,123,N,709,POLLING PLACE,51,1,2,7,2,1,27,8,2
AVOCADO HEIGHTS,0520002A,130,123,N,0,VBM PORTION,20,0,3,3,1,3,9,0,1
AVOCADO HEIGHTS,0520002A,130,123,N,709,TOTAL,71,1,5,10,3,4,36,8,3
AVOCADO HEIGHTS,0520003A,6015,126,Y,0,POLLING PLACE,0,0,0,0,0,0,0,0,0
AVOCADO HEIGHTS,0520003A,6015,126,Y,0,VBM PORTION,0,0,0,0,0,0,0,0,0
AVOCADO HEIGHTS,0520003A,6015,126,Y,0,TOTAL,0,0,0,0,0,0,0,0,0
AVOCADO HEIGHTS,0520004A,131,124,N,784,POLLING PLACE,97,0,11,3,6,1,53,13,3
AVOCADO HEIGHTS,0520004A,131,124,N,0,VBM PORTION,70,0,2,1,1,2,36,15,0
AVOCADO HEIGHTS,0520004A,131,124,N,784,TOTAL,167,0,13,4,7,3,89,28,3
AVOCADO HEIGHTS,0520005B,132,123,N,788,POLLING PLACE,55,3,2,2,0,2,30,11,1
AVOCADO HEIGHTS,0520005B,132,123,N,0,VBM PORTION,25,0,3,4,2,0,13,2,0
AVOCADO HEIGHTS,0520005B,132,123,N,788,TOTAL,80,3,5,6,2,2,43,13,1
AVOCADO HEIGHTS,0520007A,133,124,N,525,POLLING PLACE,19,1,1,3,2,0,6,4,1
AVOCADO HEIGHTS,0520007A,133,124,N,0,VBM PORTION,19,0,0,0,0,0,13,6,0
AVOCADO HEIGHTS,0520007A,133,124,N,525,TOTAL,38,1,1,3,2,0,19,10,1
AVOCADO HEIGHTS,0520008A,134,123,N,866,POLLING PLACE,67,0,5,5,1,0,34,8,1
AVOCADO HEIGHTS,0520008A,134,123,N,0,VBM PORTION,30,0,5,4,2,1,16,2,0
AVOCADO HEIGHTS,0520008A,134,123,N,866,TOTAL,97,0,10,9,3,1,50,10,1
AVOCADO HEIGHTS,0520009A,135,123,N,759,POLLING PLACE,63,1,4,6,2,1,20,18,2
AVOCADO HEIGHTS,0520009A,135,123,N,0,VBM PORTION,55,0,4,0,4,0,35,5,0
AVOCADO HEIGHTS,0520009A,135,123,N,759,TOTAL,118,1,8,6,6,1,55,23,2
AVOCADO HEIGHTS,0520010A,136,123,N,757,POLLING PLACE,50,2,3,7,0,3,23,3,1
AVOCADO HEIGHTS,0520010A,136,123,N,0,VBM PORTION,44,0,5,2,3,0,27,5,2
AVOCADO HEIGHTS,0520010A,136,123,N,757,TOTAL,94,2,8,9,3,3,50,8,3
AVOCADO HEIGHTS,0520012A,137,123,N,484,POLLING PLACE,48,1,2,1,5,0,28,7,1
AVOCADO HEIGHTS,0520012A,137,123,N,0,VBM PORTION,30,0,0,0,0,0,20,9,0
AVOCADO HEIGHTS,0520012A,137,123,N,484,TOTAL,78,1,2,1,5,0,48,16,1
AVOCADO HEIGHTS,0520016A,6016,123,Y,0,POLLING PLACE,0,0,0,0,0,0,0,0,0
AVOCADO HEIGHTS,0520016A,6016,123,Y,0,VBM PORTION,0,0,0,0,0,0,0,0,0
AVOCADO HEIGHTS,0520016A,6016,123,Y,0,TOTAL,0,0,0,0,0,0,0,0,0
AVOCADO HEIGHTS,0520017A,138,123,N,582,POLLING PLACE,21,1,0,2,2,0,9,2,2
AVOCADO HEIGHTS,0520017A,138,123,N,0,VBM PORTION,19,0,3,0,5,0,6,0,0
AVOCADO HEIGHTS,0520017A,138,123,N,582,TOTAL,40,1,3,2,7,0,15,2,2
AZUSA,0550001A,139,66,N,624,POLLING PLACE,26,1,5,1,0,0,12,5,1
AZUSA,0550001A,139,66,N,0,VBM PORTION,22,0,2,1,1,0,11,5,0
AZUSA,0550001A,139,66,N,624,TOTAL,48,1,7,2,1,0,23,10,1
AZUSA,0550002A,140,66,N,790,POLLING PLACE,56,0,4,8,5,0,21,10,0
AZUSA,0550002A,140,66,N,0,VBM PORTION,32,0,2,2,1,0,22,3,0
AZUSA,0550002A,140,66,N,790,TOTAL,88,0,6,10,6,0,43,13,0
AZUSA,0550008A,141,66,N,1080,POLLING PLACE,95,0,10,16,3,2,35,17,4
AZUSA,0550008A,141,66,N,0,VBM PORTION,52,0,4,8,2,0,25,7,3
AZUSA,0550008A,141,66,N,1080,TOTAL,147,0,14,24,5,2,60,24,7
AZUSA,0550009A,142,66,N,1205,POLLING PLACE,88,2,9,19,0,0,31,12,4
AZUSA,0550009A,142,66,N,0,VBM PORTION,58,3,5,7,1,0,26,9,1
AZUSA,0550009A,142,66,N,1205,TOTAL,146,5,14,26,1,0,57,21,5
AZUSA,0550010B,143,66,N,818,POLLING PLACE,27,0,4,11,4,0,5,1,0
AZUSA,0550010B,143,66,N,0,VBM PORTION,25,3,4,1,4,0,6,6,0
AZUSA,0550010B,143,66,N,818,TOTAL,52,3,8,12,8,0,11,7,0
AZUSA,0550011A,144,66,N,796,POLLING PLACE,57,1,3,2,3,0,27,14,5
AZUSA,0550011A,144,66,N,0,VBM PORTION,99,0,11,4,5,0,46,28,1
AZUSA,0550011A,144,66,N,796,TOTAL,156,1,14,6,8,0,73,42,6
AZUSA,0550012A,145,66,N,630,POLLING PLACE,35,2,2,4,0,0,11,5,6
AZUSA,0550012A,145,66,N,0,VBM PORTION,16,0,0,3,3,2,5,2,0
AZUSA,0550012A,145,66,N,630,TOTAL,51,2,2,7,3,2,16,7,6
AZUSA,0550012B,146,66,N,939,POLLING PLACE,82,3,8,12,9,0,29,6,0
AZUSA,0550012B,146,66,N,0,VBM PORTION,45,0,0,3,1,1,21,16,1
AZUSA,0550012B,146,66,N,939,TOTAL,127,3,8,15,10,1,50,22,1
AZUSA,0550023F,147,66,N,451,POLLING PLACE,24,0,0,1,0,0,16,4,2
AZUSA,0550023F,147,66,N,0,VBM PORTION,31,0,3,0,0,0,26,0,0
AZUSA,0550023F,147,66,N,451,TOTAL,55,0,3,1,0,0,42,4,2
AZUSA,0550025A,148,66,N,1185,POLLING PLACE,77,0,7,8,4,3,30,15,3
AZUSA,0550025A,148,66,N,0,VBM PORTION,59,1,8,10,3,0,26,4,0
AZUSA,0550025A,148,66,N,1185,TOTAL,136,1,15,18,7,3,56,19,3
AZUSA,0550025B,149,66,N,510,POLLING PLACE,25,1,0,2,2,0,13,3,2
AZUSA,0550025B,149,66,N,0,VBM PORTION,24,3,0,0,0,2,15,1,0
AZUSA,0550025B,149,66,N,510,TOTAL,49,4,0,2,2,2,28,4,2
AZUSA,0550073A,150,66,N,884,POLLING PLACE,63,1,5,5,1,0,30,13,1
AZUSA,0550073A,150,66,N,0,VBM PORTION,67,0,7,6,2,0,28,14,5
AZUSA,0550073A,150,66,N,884,TOTAL,130,1,12,11,3,0,58,27,6
AZUSA,0550074A,151,66,N,1181,POLLING PLACE,75,2,9,5,7,2,25,14,1
AZUSA,0550074A,151,66,N,0,VBM PORTION,73,2,2,8,5,0,39,9,0
AZUSA,0550074A,151,66,N,1181,TOTAL,148,4,11,13,12,2,64,23,1
AZUSA,0550076A,152,66,N,673,POLLING PLACE,42,1,3,2,3,2,15,10,0
AZUSA,0550076A,152,66,N,0,VBM PORTION,28,2,2,1,2,0,12,6,2
AZUSA,0550076A,152,66,N,673,TOTAL,70,3,5,3,5,2,27,16,2
AZUSA,0550078A,153,66,N,1268,POLLING PLACE,77,3,3,11,3,0,26,9,6
AZUSA,0550078A,153,66,N,0,VBM PORTION,54,1,5,7,3,0,26,8,2
AZUSA,0550078A,153,66,N,1268,TOTAL,131,4,8,18,6,0,52,17,8
AZUSA,0550079A,154,66,N,852,POLLING PLACE,60,1,4,3,2,0,21,24,2
AZUSA,0550079A,154,66,N,0,VBM PORTION,137,1,13,5,4,2,44,46,2
AZUSA,0550079A,154,66,N,852,TOTAL,197,2,17,8,6,2,65,70,4
AZUSA,0550080A,155,66,N,1246,POLLING PLACE,116,1,7,10,11,1,52,12,2
AZUSA,0550080A,155,66,N,0,VBM PORTION,93,2,8,3,7,2,38,21,4
AZUSA,0550080A,155,66,N,1246,TOTAL,209,3,15,13,18,3,90,33,6
AZUSA,0550081A,156,66,N,793,POLLING PLACE,60,0,3,6,2,0,23,19,1
AZUSA,0550081A,156,66,N,0,VBM PORTION,88,2,13,6,4,0,35,19,2
AZUSA,0550081A,156,66,N,793,TOTAL,148,2,16,12,6,0,58,38,3
AZUSA,0550084B,157,66,N,927,POLLING PLACE,75,1,7,6,3,1,31,12,1
AZUSA,0550084B,157,66,N,0,VBM PORTION,72,1,6,5,6,0,32,18,0
AZUSA,0550084B,157,66,N,927,TOTAL,147,2,13,11,9,1,63,30,1
AZUSA,0550085A,158,66,N,959,POLLING PLACE,73,2,1,5,6,1,35,17,2
AZUSA,0550085A,158,66,N,0,VBM PORTION,78,0,5,3,5,1,39,17,0
AZUSA,0550085A,158,66,N,959,TOTAL,151,2,6,8,11,2,74,34,2
AZUSA,0550086A,159,66,N,631,POLLING PLACE,75,0,12,9,4,1,28,13,1
AZUSA,0550086A,159,66,N,0,VBM PORTION,46,0,5,4,1,2,18,13,1
AZUSA,0550086A,159,66,N,631,TOTAL,121,0,17,13,5,3,46,26,2
BALDWIN PARK,0600001A,160,66,N,1066,POLLING PLACE,53,4,5,7,1,2,28,3,1
BALDWIN PARK,0600001A,160,66,N,0,VBM PORTION,35,1,3,0,0,1,25,4,1
BALDWIN PARK,0600001A,160,66,N,1066,TOTAL,88,5,8,7,1,3,53,7,2
BALDWIN PARK,0600002A,161,66,N,1150,POLLING PLACE,52,0,0,12,3,0,26,1,5
BALDWIN PARK,0600002A,161,66,N,0,VBM PORTION,50,0,4,6,2,0,21,5,1
BALDWIN PARK,0600002A,161,66,N,1150,TOTAL,102,0,4,18,5,0,47,6,6
BALDWIN PARK,0600006A,162,66,N,1109,POLLING PLACE,76,1,6,8,3,0,39,5,5
BALDWIN PARK,0600006A,162,66,N,0,VBM PORTION,42,2,6,3,2,1,22,4,1
BALDWIN PARK,0600006A,162,66,N,1109,TOTAL,118,3,12,11,5,1,61,9,6
BALDWIN PARK,0600007A,163,66,N,904,POLLING PLACE,49,2,2,5,2,1,28,2,3
BALDWIN PARK,0600007A,163,66,N,0,VBM PORTION,45,0,4,7,2,0,20,5,2
BALDWIN PARK,0600007A,163,66,N,904,TOTAL,94,2,6,12,4,1,48,7,5
BALDWIN PARK,0600008A,164,66,N,1061,POLLING PLACE,84,7,5,9,4,0,36,12,4
BALDWIN PARK,0600008A,164,66,N,0,VBM PORTION,54,1,1,6,0,0,32,4,3
BALDWIN PARK,0600008A,164,66,N,1061,TOTAL,138,8,6,15,4,0,68,16,7
BALDWIN PARK,0600009A,165,66,N,1176,POLLING PLACE,57,1,5,11,1,0,29,2,2
BALDWIN PARK,0600009A,165,66,N,0,VBM PORTION,43,1,3,1,2,0,29,5,1
BALDWIN PARK,0600009A,165,66,N,1176,TOTAL,100,2,8,12,3,0,58,7,3
BALDWIN PARK,0600010A,166,66,N,1008,POLLING PLACE,75,2,6,7,3,0,37,3,2
BALDWIN PARK,0600010A,166,66,N,0,VBM PORTION,56,1,2,10,2,1,30,5,1
BALDWIN PARK,0600010A,166,66,N,1008,TOTAL,131,3,8,17,5,1,67,8,3
BALDWIN PARK,0600012A,167,66,N,1214,POLLING PLACE,60,1,8,10,0,1,25,8,2
BALDWIN PARK,0600012A,167,66,N,0,VBM PORTION,52,0,3,4,3,0,26,9,3
BALDWIN PARK,0600012A,167,66,N,1214,TOTAL,112,1,11,14,3,1,51,17,5
BALDWIN PARK,0600013A,168,66,N,1224,POLLING PLACE,76,1,3,9,3,0,49,3,0
BALDWIN PARK,0600013A,168,66,N,0,VBM PORTION,75,0,4,10,4,1,35,9,5
BALDWIN PARK,0600013A,168,66,N,1224,TOTAL,151,1,7,19,7,1,84,12,5
BALDWIN PARK,0600014A,169,66,N,1227,POLLING PLACE,78,6,9,10,7,1,30,7,2
BALDWIN PARK,0600014A,169,66,N,0,VBM PORTION,72,0,4,6,2,1,46,9,1
BALDWIN PARK,0600014A,169,66,N,1227,TOTAL,150,6,13,16,9,2,76,16,3
BALDWIN PARK,0600016A,170,66,N,1135,POLLING PLACE,61,1,3,7,0,0,29,10,0
BALDWIN PARK,0600016A,170,66,N,0,VBM PORTION,67,0,4,7,1,0,43,2,1
BALDWIN PARK,0600016A,170,66,N,1135,TOTAL,128,1,7,14,1,0,72,12,1
BALDWIN PARK,0600017A,171,66,N,505,POLLING PLACE,29,2,0,0,2,0,11,6,1
BALDWIN PARK,0600017A,171,66,N,0,VBM PORTION,31,1,2,3,5,0,13,2,4
BALDWIN PARK,0600017A,171,66,N,505,TOTAL,60,3,2,3,7,0,24,8,5
BALDWIN PARK,0600019A,172,66,N,1233,POLLING PLACE,81,3,5,9,1,0,40,14,2
BALDWIN PARK,0600019A,172,66,N,0,VBM PORTION,60,2,6,3,5,0,24,9,4
