LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,JANICE HAHN
LOS ANGELES,9002540A,4184,178,N,0,VBM PORTION,13,11
LOS ANGELES,9002540A,4184,178,N,1270,TOTAL,56,26
LOS ANGELES,9002540B,4185,178,N,982,POLLING PLACE,37,27
LOS ANGELES,9002540B,4185,178,N,0,VBM PORTION,20,15
LOS ANGELES,9002540B,4185,178,N,982,TOTAL,57,42
LOS ANGELES,9002544B,4186,178,N,1032,POLLING PLACE,42,26
LOS ANGELES,9002544B,4186,178,N,0,VBM PORTION,31,24
LOS ANGELES,9002544B,4186,178,N,1032,TOTAL,73,50
LOS ANGELES,9002548A,4189,178,N,1068,POLLING PLACE,33,15
LOS ANGELES,9002548A,4189,178,N,0,VBM PORTION,29,26
LOS ANGELES,9002548A,4189,178,N,1068,TOTAL,62,41
LOS ANGELES,9002549A,4190,178,N,606,POLLING PLACE,26,13
LOS ANGELES,9002549A,4190,178,N,0,VBM PORTION,17,12
LOS ANGELES,9002549A,4190,178,N,606,TOTAL,43,25
LOS ANGELES,9002551A,4191,178,N,1071,POLLING PLACE,30,12
LOS ANGELES,9002551A,4191,178,N,0,VBM PORTION,23,16
LOS ANGELES,9002551A,4191,178,N,1071,TOTAL,53,28
LOS ANGELES,9002553B,4192,178,N,613,POLLING PLACE,10,6
LOS ANGELES,9002553B,4192,178,N,0,VBM PORTION,9,8
LOS ANGELES,9002553B,4192,178,N,613,TOTAL,19,14
LOS ANGELES,9002555B,4193,178,N,1118,POLLING PLACE,42,19
LOS ANGELES,9002555B,4193,178,N,0,VBM PORTION,20,13
LOS ANGELES,9002555B,4193,178,N,1118,TOTAL,62,32
LOS ANGELES,9002587A,4205,175,N,1234,POLLING PLACE,73,53
LOS ANGELES,9002587A,4205,175,N,0,VBM PORTION,27,24
LOS ANGELES,9002587A,4205,175,N,1234,TOTAL,100,77
LOS ANGELES,9002588B,4206,175,N,874,POLLING PLACE,73,51
LOS ANGELES,9002588B,4206,175,N,0,VBM PORTION,37,32
LOS ANGELES,9002588B,4206,175,N,874,TOTAL,110,83
LOS ANGELES,9002616A,4210,178,N,1248,POLLING PLACE,128,64
LOS ANGELES,9002616A,4210,178,N,0,VBM PORTION,62,54
LOS ANGELES,9002616A,4210,178,N,1248,TOTAL,190,118
LOS ANGELES,9002618A,4211,178,N,1155,POLLING PLACE,60,26
LOS ANGELES,9002618A,4211,178,N,0,VBM PORTION,45,37
LOS ANGELES,9002618A,4211,178,N,1155,TOTAL,105,63
LOS ANGELES,9002620B,4212,178,N,1012,POLLING PLACE,61,37
LOS ANGELES,9002620B,4212,178,N,0,VBM PORTION,59,43
LOS ANGELES,9002620B,4212,178,N,1012,TOTAL,120,80
LOS ANGELES,9002621A,4213,178,N,1054,POLLING PLACE,54,27
LOS ANGELES,9002621A,4213,178,N,0,VBM PORTION,56,44
LOS ANGELES,9002621A,4213,178,N,1054,TOTAL,110,71
LOS ANGELES,9002630A,4214,178,N,871,POLLING PLACE,28,12
LOS ANGELES,9002630A,4214,178,N,0,VBM PORTION,43,26
LOS ANGELES,9002630A,4214,178,N,871,TOTAL,71,38
LOS ANGELES,9002632A,4215,178,N,942,POLLING PLACE,74,42
LOS ANGELES,9002632A,4215,178,N,0,VBM PORTION,54,39
LOS ANGELES,9002632A,4215,178,N,942,TOTAL,128,81
LOS ANGELES,9002633A,4216,178,N,1129,POLLING PLACE,66,39
LOS ANGELES,9002633A,4216,178,N,0,VBM PORTION,18,14
LOS ANGELES,9002633A,4216,178,N,1129,TOTAL,84,53
LOS ANGELES,9002636A,4217,178,N,1060,POLLING PLACE,84,45
LOS ANGELES,9002636A,4217,178,N,0,VBM PORTION,47,38
LOS ANGELES,9002636A,4217,178,N,1060,TOTAL,131,83
LOS ANGELES,9002657A,4220,190,N,1064,POLLING PLACE,70,55
LOS ANGELES,9002657A,4220,190,N,0,VBM PORTION,63,49
LOS ANGELES,9002657A,4220,190,N,1064,TOTAL,133,104
LOS ANGELES,9002662A,4221,190,N,952,POLLING PLACE,61,48
LOS ANGELES,9002662A,4221,190,N,0,VBM PORTION,53,37
LOS ANGELES,9002662A,4221,190,N,952,TOTAL,114,85
LOS ANGELES,9002668A,4222,190,N,1132,POLLING PLACE,90,68
LOS ANGELES,9002668A,4222,190,N,0,VBM PORTION,86,62
LOS ANGELES,9002668A,4222,190,N,1132,TOTAL,176,130
LOS ANGELES,9002669A,4223,190,N,1329,POLLING PLACE,89,69
LOS ANGELES,9002669A,4223,190,N,0,VBM PORTION,89,60
LOS ANGELES,9002669A,4223,190,N,1329,TOTAL,178,129
LOS ANGELES,9002675A,4225,190,N,1068,POLLING PLACE,90,60
LOS ANGELES,9002675A,4225,190,N,0,VBM PORTION,99,73
LOS ANGELES,9002675A,4225,190,N,1068,TOTAL,189,133
LOS ANGELES,9002681A,4226,190,N,1014,POLLING PLACE,103,74
LOS ANGELES,9002681A,4226,190,N,0,VBM PORTION,104,80
LOS ANGELES,9002681A,4226,190,N,1014,TOTAL,207,154
LOS ANGELES,9002681B,4227,190,N,1128,POLLING PLACE,130,98
LOS ANGELES,9002681B,4227,190,N,0,VBM PORTION,134,94
LOS ANGELES,9002681B,4227,190,N,1128,TOTAL,264,192
LOS ANGELES,9002688A,4228,190,N,1198,POLLING PLACE,165,105
LOS ANGELES,9002688A,4228,190,N,0,VBM PORTION,224,156
LOS ANGELES,9002688A,4228,190,N,1198,TOTAL,389,261
LOS ANGELES,9002689A,4229,190,N,829,POLLING PLACE,96,66
LOS ANGELES,9002689A,4229,190,N,0,VBM PORTION,201,130
LOS ANGELES,9002689A,4229,190,N,829,TOTAL,297,196
LOS ANGELES,9002698A,4231,190,N,1179,POLLING PLACE,146,108
LOS ANGELES,9002698A,4231,190,N,0,VBM PORTION,173,125
LOS ANGELES,9002698A,4231,190,N,1179,TOTAL,319,233
LOS ANGELES,9002702A,6214,179,Y,19,POLLING PLACE,0,0
LOS ANGELES,9002702A,6214,179,Y,0,VBM PORTION,1,0
LOS ANGELES,9002702A,6214,179,Y,19,TOTAL,1,0
LOS ANGELES,9002732A,4237,190,N,520,POLLING PLACE,49,33
LOS ANGELES,9002732A,4237,190,N,0,VBM PORTION,47,39
LOS ANGELES,9002732A,4237,190,N,520,TOTAL,96,72
LOS ANGELES,9003417A,4315,190,N,1109,POLLING PLACE,91,65
LOS ANGELES,9003417A,4315,190,N,0,VBM PORTION,50,41
LOS ANGELES,9003417A,4315,190,N,1109,TOTAL,141,106
LOS ANGELES,9003458B,4318,190,N,700,POLLING PLACE,50,41
LOS ANGELES,9003458B,4318,190,N,0,VBM PORTION,49,38
LOS ANGELES,9003458B,4318,190,N,700,TOTAL,99,79
LOS ANGELES,9003458D,4319,190,N,1218,POLLING PLACE,76,62
LOS ANGELES,9003458D,4319,190,N,0,VBM PORTION,63,52
LOS ANGELES,9003458D,4319,190,N,1218,TOTAL,139,114
LOS ANGELES,9003663A,4331,178,N,1039,POLLING PLACE,80,51
LOS ANGELES,9003663A,4331,178,N,0,VBM PORTION,48,35
LOS ANGELES,9003663A,4331,178,N,1039,TOTAL,128,86
LOS ANGELES,9003742A,4335,178,N,892,POLLING PLACE,36,18
LOS ANGELES,9003742A,4335,178,N,0,VBM PORTION,19,16
LOS ANGELES,9003742A,4335,178,N,892,TOTAL,55,34
LOS ANGELES,9003891C,4340,190,N,1104,POLLING PLACE,64,44
LOS ANGELES,9003891C,4340,190,N,0,VBM PORTION,74,54
LOS ANGELES,9003891C,4340,190,N,1104,TOTAL,138,98
LOS ANGELES,9004233B,4367,190,N,1328,POLLING PLACE,67,56
LOS ANGELES,9004233B,4367,190,N,0,VBM PORTION,56,48
LOS ANGELES,9004233B,4367,190,N,1328,TOTAL,123,104
LOS ANGELES,9006359A,4520,190,N,519,POLLING PLACE,53,40
LOS ANGELES,9006359A,4520,190,N,0,VBM PORTION,92,54
LOS ANGELES,9006359A,4520,190,N,519,TOTAL,145,94
LOS ANGELES,9006380A,4527,190,N,998,POLLING PLACE,101,74
LOS ANGELES,9006380A,4527,190,N,0,VBM PORTION,134,89
LOS ANGELES,9006380A,4527,190,N,998,TOTAL,235,163
LOS ANGELES,9006383A,4528,190,N,1053,POLLING PLACE,83,57
LOS ANGELES,9006383A,4528,190,N,0,VBM PORTION,119,84
LOS ANGELES,9006383A,4528,190,N,1053,TOTAL,202,141
LOS ANGELES,9006387A,4529,190,N,1176,POLLING PLACE,105,77
LOS ANGELES,9006387A,4529,190,N,0,VBM PORTION,119,75
LOS ANGELES,9006387A,4529,190,N,1176,TOTAL,224,152
LOS ANGELES,9006388B,4530,190,N,1073,POLLING PLACE,140,96
LOS ANGELES,9006388B,4530,190,N,0,VBM PORTION,141,104
LOS ANGELES,9006388B,4530,190,N,1073,TOTAL,281,200
LOS ANGELES,9006390B,4531,190,N,986,POLLING PLACE,44,31
LOS ANGELES,9006390B,4531,190,N,0,VBM PORTION,22,14
LOS ANGELES,9006390B,4531,190,N,986,TOTAL,66,45
LOS ANGELES,9006398A,4532,190,N,1005,POLLING PLACE,132,84
LOS ANGELES,9006398A,4532,190,N,0,VBM PORTION,205,151
LOS ANGELES,9006398A,4532,190,N,1005,TOTAL,337,235
LOS ANGELES,9007619A,4606,190,N,1272,POLLING PLACE,93,73
LOS ANGELES,9007619A,4606,190,N,0,VBM PORTION,62,47
LOS ANGELES,9007619A,4606,190,N,1272,TOTAL,155,120
LOS ANGELES,9007628A,4607,190,N,792,POLLING PLACE,96,72
LOS ANGELES,9007628A,4607,190,N,0,VBM PORTION,56,37
LOS ANGELES,9007628A,4607,190,N,792,TOTAL,152,109
LOS ANGELES,9008296A,4649,178,N,1164,POLLING PLACE,72,38
LOS ANGELES,9008296A,4649,178,N,0,VBM PORTION,34,24
LOS ANGELES,9008296A,4649,178,N,1164,TOTAL,106,62
BALLOT GROUP 145,9990145A,8145,145,N,0,POLLING PLACE,0,0
BALLOT GROUP 145,9990145A,8145,145,N,0,VBM PORTION,0,0
BALLOT GROUP 145,9990145A,8145,145,N,0,TOTAL,0,0
BALLOT GROUP 153,9990153A,8153,153,N,0,POLLING PLACE,0,0
BALLOT GROUP 153,9990153A,8153,153,N,0,VBM PORTION,2,1
BALLOT GROUP 153,9990153A,8153,153,N,0,TOTAL,1,1
BALLOT GROUP 165,9990165A,8165,165,N,0,POLLING PLACE,0,0
BALLOT GROUP 165,9990165A,8165,165,N,0,VBM PORTION,2,1
BALLOT GROUP 165,9990165A,8165,165,N,0,TOTAL,1,1
BALLOT GROUP 171,9990171A,8171,171,N,0,POLLING PLACE,0,0
BALLOT GROUP 171,9990171A,8171,171,N,0,VBM PORTION,0,0
BALLOT GROUP 171,9990171A,8171,171,N,0,TOTAL,0,0
BALLOT GROUP 175,9990175A,8175,175,N,0,POLLING PLACE,0,0
BALLOT GROUP 175,9990175A,8175,175,N,0,VBM PORTION,0,0
BALLOT GROUP 175,9990175A,8175,175,N,0,TOTAL,0,0
BALLOT GROUP 178,9990178A,8178,178,N,0,POLLING PLACE,0,0
BALLOT GROUP 178,9990178A,8178,178,N,0,VBM PORTION,2,1
BALLOT GROUP 178,9990178A,8178,178,N,0,TOTAL,1,1
BALLOT GROUP 179,9990179A,8179,179,N,0,POLLING PLACE,0,0
BALLOT GROUP 179,9990179A,8179,179,N,0,VBM PORTION,0,0
BALLOT GROUP 179,9990179A,8179,179,N,0,TOTAL,0,0
BALLOT GROUP 190,9990190A,8190,190,N,0,POLLING PLACE,0,0
BALLOT GROUP 190,9990190A,8190,190,N,0,VBM PORTION,6,1
BALLOT GROUP 190,9990190A,8190,190,N,0,TOTAL,3,1
