LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,ED HERNANDEZ
MONTEREY PARK,4500052A,1827,71,N,1153,POLLING PLACE,147,104
MONTEREY PARK,4500052A,1827,71,N,0,VBM PORTION,87,48
MONTEREY PARK,4500052A,1827,71,N,1153,TOTAL,234,152
MONTEREY PARK,4500090A,1828,71,N,1084,POLLING PLACE,61,45
MONTEREY PARK,4500090A,1828,71,N,0,VBM PORTION,71,48
MONTEREY PARK,4500090A,1828,71,N,1084,TOTAL,132,93
NORTH WHITTIER,4780008A,6122,130,Y,0,POLLING PLACE,0,0
NORTH WHITTIER,4780008A,6122,130,Y,0,VBM PORTION,0,0
NORTH WHITTIER,4780008A,6122,130,Y,0,TOTAL,0,0
RAMONA,5500007A,2155,66,N,494,POLLING PLACE,41,29
RAMONA,5500007A,2155,66,N,0,VBM PORTION,25,15
RAMONA,5500007A,2155,66,N,494,TOTAL,66,44
RAMONA,5500011A,2156,68,N,696,POLLING PLACE,54,40
RAMONA,5500011A,2156,68,N,0,VBM PORTION,35,19
RAMONA,5500011A,2156,68,N,696,TOTAL,89,59
RAMONA,5500098A,2157,66,N,1168,POLLING PLACE,75,46
RAMONA,5500098A,2157,66,N,0,VBM PORTION,41,31
RAMONA,5500098A,2157,66,N,1168,TOTAL,116,77
RAMONA,5500099A,2158,66,N,1062,POLLING PLACE,84,47
RAMONA,5500099A,2158,66,N,0,VBM PORTION,73,51
RAMONA,5500099A,2158,66,N,1062,TOTAL,157,98
RAMONA,5500100A,2159,68,N,1000,POLLING PLACE,64,49
RAMONA,5500100A,2159,68,N,0,VBM PORTION,40,27
RAMONA,5500100A,2159,68,N,1000,TOTAL,104,76
RAMONA,5500102A,2160,68,N,799,POLLING PLACE,66,43
RAMONA,5500102A,2160,68,N,0,VBM PORTION,49,29
RAMONA,5500102A,2160,68,N,799,TOTAL,115,72
RAMONA,5500105A,2161,68,N,778,POLLING PLACE,72,29
RAMONA,5500105A,2161,68,N,0,VBM PORTION,80,32
RAMONA,5500105A,2161,68,N,778,TOTAL,152,61
RIO HONDO,5600071A,6139,124,Y,0,POLLING PLACE,0,0
RIO HONDO,5600071A,6139,124,Y,0,VBM PORTION,0,0
RIO HONDO,5600071A,6139,124,Y,0,TOTAL,0,0
RIO HONDO,5600073A,2228,124,N,544,POLLING PLACE,43,35
RIO HONDO,5600073A,2228,124,N,0,VBM PORTION,4,2
RIO HONDO,5600073A,2228,124,N,544,TOTAL,47,37
RIO HONDO,5600086A,6140,73,Y,12,POLLING PLACE,0,0
RIO HONDO,5600086A,6140,73,Y,0,VBM PORTION,1,0
RIO HONDO,5600086A,6140,73,Y,12,TOTAL,1,0
ROSEMEAD,5750001A,2237,72,N,945,POLLING PLACE,79,47
ROSEMEAD,5750001A,2237,72,N,0,VBM PORTION,62,37
ROSEMEAD,5750001A,2237,72,N,945,TOTAL,141,84
ROSEMEAD,5750003B,2238,72,N,739,POLLING PLACE,44,28
ROSEMEAD,5750003B,2238,72,N,0,VBM PORTION,57,30
ROSEMEAD,5750003B,2238,72,N,739,TOTAL,101,58
ROSEMEAD,5750004A,6141,74,Y,0,POLLING PLACE,0,0
ROSEMEAD,5750004A,6141,74,Y,0,VBM PORTION,0,0
ROSEMEAD,5750004A,6141,74,Y,0,TOTAL,0,0
ROSEMEAD,5750006A,2239,72,N,1314,POLLING PLACE,93,63
ROSEMEAD,5750006A,2239,72,N,0,VBM PORTION,89,60
ROSEMEAD,5750006A,2239,72,N,1314,TOTAL,182,123
ROSEMEAD,5750007A,2240,72,N,1031,POLLING PLACE,62,34
ROSEMEAD,5750007A,2240,72,N,0,VBM PORTION,87,49
ROSEMEAD,5750007A,2240,72,N,1031,TOTAL,149,83
ROSEMEAD,5750010A,2241,72,N,1128,POLLING PLACE,60,41
ROSEMEAD,5750010A,2241,72,N,0,VBM PORTION,59,34
ROSEMEAD,5750010A,2241,72,N,1128,TOTAL,119,75
ROSEMEAD,5750012A,2242,72,N,954,POLLING PLACE,63,35
ROSEMEAD,5750012A,2242,72,N,0,VBM PORTION,43,23
ROSEMEAD,5750012A,2242,72,N,954,TOTAL,106,58
ROSEMEAD,5750014A,2243,72,N,1241,POLLING PLACE,79,44
ROSEMEAD,5750014A,2243,72,N,0,VBM PORTION,75,57
ROSEMEAD,5750014A,2243,72,N,1241,TOTAL,154,101
ROSEMEAD,5750014B,2244,72,N,488,POLLING PLACE,45,23
ROSEMEAD,5750014B,2244,72,N,0,VBM PORTION,23,16
ROSEMEAD,5750014B,2244,72,N,488,TOTAL,68,39
ROSEMEAD,5750015A,2245,72,N,1248,POLLING PLACE,52,28
ROSEMEAD,5750015A,2245,72,N,0,VBM PORTION,48,30
ROSEMEAD,5750015A,2245,72,N,1248,TOTAL,100,58
ROSEMEAD,5750015C,2246,72,N,677,POLLING PLACE,43,25
ROSEMEAD,5750015C,2246,72,N,0,VBM PORTION,27,19
ROSEMEAD,5750015C,2246,72,N,677,TOTAL,70,44
ROSEMEAD,5750019A,2247,72,N,747,POLLING PLACE,65,39
ROSEMEAD,5750019A,2247,72,N,0,VBM PORTION,88,64
ROSEMEAD,5750019A,2247,72,N,747,TOTAL,153,103
ROSEMEAD,5750020A,2248,72,N,1021,POLLING PLACE,68,35
ROSEMEAD,5750020A,2248,72,N,0,VBM PORTION,62,43
ROSEMEAD,5750020A,2248,72,N,1021,TOTAL,130,78
ROSEMEAD,5750023A,2249,72,N,1112,POLLING PLACE,54,35
ROSEMEAD,5750023A,2249,72,N,0,VBM PORTION,81,53
ROSEMEAD,5750023A,2249,72,N,1112,TOTAL,135,88
ROSEMEAD,5750026A,2250,72,N,1022,POLLING PLACE,41,32
ROSEMEAD,5750026A,2250,72,N,0,VBM PORTION,52,33
ROSEMEAD,5750026A,2250,72,N,1022,TOTAL,93,65
ROSEMEAD,5750027A,2251,72,N,1182,POLLING PLACE,62,48
ROSEMEAD,5750027A,2251,72,N,0,VBM PORTION,84,39
ROSEMEAD,5750027A,2251,72,N,1182,TOTAL,146,87
ROSEMEAD,5750030A,2252,72,N,856,POLLING PLACE,40,26
ROSEMEAD,5750030A,2252,72,N,0,VBM PORTION,45,33
ROSEMEAD,5750030A,2252,72,N,856,TOTAL,85,59
ROSEMEAD,5750033A,2253,72,N,1014,POLLING PLACE,32,15
ROSEMEAD,5750033A,2253,72,N,0,VBM PORTION,52,35
ROSEMEAD,5750033A,2253,72,N,1014,TOTAL,84,50
ROSEMEAD,5750035A,2254,72,N,1079,POLLING PLACE,57,41
ROSEMEAD,5750035A,2254,72,N,0,VBM PORTION,64,42
ROSEMEAD,5750035A,2254,72,N,1079,TOTAL,121,83
ROSEMEAD,5750050A,2255,72,N,786,POLLING PLACE,48,31
ROSEMEAD,5750050A,2255,72,N,0,VBM PORTION,83,49
ROSEMEAD,5750050A,2255,72,N,786,TOTAL,131,80
ROSEMEAD,5750073A,2256,72,N,1020,POLLING PLACE,46,30
ROSEMEAD,5750073A,2256,72,N,0,VBM PORTION,51,30
ROSEMEAD,5750073A,2256,72,N,1020,TOTAL,97,60
ROSEMEAD,5750074A,2257,72,N,975,POLLING PLACE,53,40
ROSEMEAD,5750074A,2257,72,N,0,VBM PORTION,70,52
ROSEMEAD,5750074A,2257,72,N,975,TOTAL,123,92
SAN GABRIEL,6100002A,2314,76,N,1112,POLLING PLACE,178,106
SAN GABRIEL,6100002A,2314,76,N,0,VBM PORTION,112,48
SAN GABRIEL,6100002A,2314,76,N,1112,TOTAL,290,154
SAN GABRIEL,6100006A,6145,72,Y,0,POLLING PLACE,0,0
SAN GABRIEL,6100006A,6145,72,Y,0,VBM PORTION,0,0
SAN GABRIEL,6100006A,6145,72,Y,0,TOTAL,0,0
SAN GABRIEL,6100007A,2315,76,N,1161,POLLING PLACE,141,63
SAN GABRIEL,6100007A,2315,76,N,0,VBM PORTION,123,60
SAN GABRIEL,6100007A,2315,76,N,1161,TOTAL,264,123
SAN GABRIEL,6100008A,2316,76,N,1114,POLLING PLACE,110,67
SAN GABRIEL,6100008A,2316,76,N,0,VBM PORTION,119,66
SAN GABRIEL,6100008A,2316,76,N,1114,TOTAL,229,133
SAN GABRIEL,6100010B,2317,76,N,708,POLLING PLACE,103,56
SAN GABRIEL,6100010B,2317,76,N,0,VBM PORTION,80,51
SAN GABRIEL,6100010B,2317,76,N,708,TOTAL,183,107
SAN GABRIEL,6100012A,2318,76,N,1102,POLLING PLACE,56,37
SAN GABRIEL,6100012A,2318,76,N,0,VBM PORTION,77,50
SAN GABRIEL,6100012A,2318,76,N,1102,TOTAL,133,87
SAN GABRIEL,6100015A,2319,76,N,1206,POLLING PLACE,85,50
SAN GABRIEL,6100015A,2319,76,N,0,VBM PORTION,87,50
SAN GABRIEL,6100015A,2319,76,N,1206,TOTAL,172,100
SAN GABRIEL,6100017A,2320,76,N,992,POLLING PLACE,73,39
SAN GABRIEL,6100017A,2320,76,N,0,VBM PORTION,65,32
SAN GABRIEL,6100017A,2320,76,N,992,TOTAL,138,71
SAN GABRIEL,6100018A,2321,76,N,1014,POLLING PLACE,38,28
SAN GABRIEL,6100018A,2321,76,N,0,VBM PORTION,50,36
SAN GABRIEL,6100018A,2321,76,N,1014,TOTAL,88,64
SAN GABRIEL,6100021A,2322,76,N,1231,POLLING PLACE,88,62
SAN GABRIEL,6100021A,2322,76,N,0,VBM PORTION,92,54
SAN GABRIEL,6100021A,2322,76,N,1231,TOTAL,180,116
SAN GABRIEL,6100023A,2323,76,N,864,POLLING PLACE,84,38
SAN GABRIEL,6100023A,2323,76,N,0,VBM PORTION,86,55
SAN GABRIEL,6100023A,2323,76,N,864,TOTAL,170,93
SAN GABRIEL,6100025A,2324,76,N,1238,POLLING PLACE,87,48
SAN GABRIEL,6100025A,2324,76,N,0,VBM PORTION,83,51
SAN GABRIEL,6100025A,2324,76,N,1238,TOTAL,170,99
SAN GABRIEL,6100031B,2325,76,N,1096,POLLING PLACE,46,32
SAN GABRIEL,6100031B,2325,76,N,0,VBM PORTION,50,35
SAN GABRIEL,6100031B,2325,76,N,1096,TOTAL,96,67
SAN GABRIEL,6100034A,2326,76,N,1272,POLLING PLACE,69,50
SAN GABRIEL,6100034A,2326,76,N,0,VBM PORTION,97,62
SAN GABRIEL,6100034A,2326,76,N,1272,TOTAL,166,112
SAN GABRIEL,6100043A,2327,76,N,1113,POLLING PLACE,66,40
SAN GABRIEL,6100043A,2327,76,N,0,VBM PORTION,74,44
SAN GABRIEL,6100043A,2327,76,N,1113,TOTAL,140,84
SAN GABRIEL,6100050B,2328,76,N,1046,POLLING PLACE,63,42
SAN GABRIEL,6100050B,2328,76,N,0,VBM PORTION,60,50
SAN GABRIEL,6100050B,2328,76,N,1046,TOTAL,123,92
SIERRA MADRE,6400001A,6161,76,Y,0,POLLING PLACE,0,0
SIERRA MADRE,6400001A,6161,76,Y,0,VBM PORTION,0,0
SIERRA MADRE,6400001A,6161,76,Y,0,TOTAL,0,0
SOUTH EL MONTE,6530002A,2525,74,N,1159,POLLING PLACE,42,30
SOUTH EL MONTE,6530002A,2525,74,N,0,VBM PORTION,50,42
SOUTH EL MONTE,6530002A,2525,74,N,1159,TOTAL,92,72
SOUTH EL MONTE,6530004A,2526,124,N,1097,POLLING PLACE,93,68
SOUTH EL MONTE,6530004A,2526,124,N,0,VBM PORTION,54,32
SOUTH EL MONTE,6530004A,2526,124,N,1097,TOTAL,147,100
SOUTH EL MONTE,6530005A,2527,124,N,871,POLLING PLACE,37,24
SOUTH EL MONTE,6530005A,2527,124,N,0,VBM PORTION,25,19
SOUTH EL MONTE,6530005A,2527,124,N,871,TOTAL,62,43
SOUTH EL MONTE,6530041A,2528,124,N,1305,POLLING PLACE,76,55
SOUTH EL MONTE,6530041A,2528,124,N,0,VBM PORTION,60,48
SOUTH EL MONTE,6530041A,2528,124,N,1305,TOTAL,136,103
SOUTH EL MONTE,6530043B,2529,124,N,887,POLLING PLACE,39,31
SOUTH EL MONTE,6530043B,2529,124,N,0,VBM PORTION,49,38
SOUTH EL MONTE,6530043B,2529,124,N,887,TOTAL,88,69
SOUTH EL MONTE,6530045A,2530,124,N,1197,POLLING PLACE,66,48
SOUTH EL MONTE,6530045A,2530,124,N,0,VBM PORTION,71,54
SOUTH EL MONTE,6530045A,2530,124,N,1197,TOTAL,137,102
SOUTH EL MONTE,6530046A,2531,124,N,783,POLLING PLACE,45,30
SOUTH EL MONTE,6530046A,2531,124,N,0,VBM PORTION,38,29
SOUTH EL MONTE,6530046A,2531,124,N,783,TOTAL,83,59
SOUTH SAN GABRIEL,6650010A,6162,74,Y,212,POLLING PLACE,0,0
SOUTH SAN GABRIEL,6650010A,6162,74,Y,0,VBM PORTION,24,14
SOUTH SAN GABRIEL,6650010A,6162,74,Y,212,TOTAL,24,14
SOUTH SAN GABRIEL,6650032A,2585,72,N,867,POLLING PLACE,63,45
SOUTH SAN GABRIEL,6650032A,2585,72,N,0,VBM PORTION,85,45
SOUTH SAN GABRIEL,6650032A,2585,72,N,867,TOTAL,148,90
SOUTH SAN GABRIEL,6650033B,2586,72,N,524,POLLING PLACE,35,25
SOUTH SAN GABRIEL,6650033B,2586,72,N,0,VBM PORTION,38,35
SOUTH SAN GABRIEL,6650033B,2586,72,N,524,TOTAL,73,60
SOUTH SAN GABRIEL,6650034A,2587,72,N,1011,POLLING PLACE,62,45
SOUTH SAN GABRIEL,6650034A,2587,72,N,0,VBM PORTION,52,40
SOUTH SAN GABRIEL,6650034A,2587,72,N,1011,TOTAL,114,85
SOUTH SAN GABRIEL,6650035A,2588,72,N,1243,POLLING PLACE,91,64
SOUTH SAN GABRIEL,6650035A,2588,72,N,0,VBM PORTION,94,57
SOUTH SAN GABRIEL,6650035A,2588,72,N,1243,TOTAL,185,121
TEMPLE CITY,7050001A,2631,76,N,1017,POLLING PLACE,84,54
TEMPLE CITY,7050001A,2631,76,N,0,VBM PORTION,94,53
TEMPLE CITY,7050001A,2631,76,N,1017,TOTAL,178,107
TEMPLE CITY,7050006A,2632,76,N,1021,POLLING PLACE,64,38
TEMPLE CITY,7050006A,2632,76,N,0,VBM PORTION,73,41
TEMPLE CITY,7050006A,2632,76,N,1021,TOTAL,137,79
TEMPLE CITY,7050008B,2633,76,N,825,POLLING PLACE,62,44
TEMPLE CITY,7050008B,2633,76,N,0,VBM PORTION,60,36
TEMPLE CITY,7050008B,2633,76,N,825,TOTAL,122,80
TEMPLE CITY,7050010A,2634,76,N,660,POLLING PLACE,53,22
TEMPLE CITY,7050010A,2634,76,N,0,VBM PORTION,59,35
TEMPLE CITY,7050010A,2634,76,N,660,TOTAL,112,57
TEMPLE CITY,7050011A,2635,76,N,841,POLLING PLACE,51,24
TEMPLE CITY,7050011A,2635,76,N,0,VBM PORTION,52,28
TEMPLE CITY,7050011A,2635,76,N,841,TOTAL,103,52
TEMPLE CITY,7050013A,2636,76,N,916,POLLING PLACE,94,52
TEMPLE CITY,7050013A,2636,76,N,0,VBM PORTION,73,32
TEMPLE CITY,7050013A,2636,76,N,916,TOTAL,167,84
TEMPLE CITY,7050016A,2637,76,N,1019,POLLING PLACE,120,50
TEMPLE CITY,7050016A,2637,76,N,0,VBM PORTION,79,47
TEMPLE CITY,7050016A,2637,76,N,1019,TOTAL,199,97
TEMPLE CITY,7050027A,2638,76,N,1393,POLLING PLACE,94,47
TEMPLE CITY,7050027A,2638,76,N,0,VBM PORTION,153,81
TEMPLE CITY,7050027A,2638,76,N,1393,TOTAL,247,128
TEMPLE CITY,7050043A,2639,76,N,1278,POLLING PLACE,107,66
TEMPLE CITY,7050043A,2639,76,N,0,VBM PORTION,145,89
TEMPLE CITY,7050043A,2639,76,N,1278,TOTAL,252,155
TEMPLE CITY,7050062A,2640,76,N,1370,POLLING PLACE,120,65
TEMPLE CITY,7050062A,2640,76,N,0,VBM PORTION,126,58
TEMPLE CITY,7050062A,2640,76,N,1370,TOTAL,246,123
TEMPLE CITY,7050064A,2641,76,N,1262,POLLING PLACE,108,57
TEMPLE CITY,7050064A,2641,76,N,0,VBM PORTION,143,79
TEMPLE CITY,7050064A,2641,76,N,1262,TOTAL,251,136
TEMPLE CITY,7050068A,2642,76,N,1255,POLLING PLACE,102,66
TEMPLE CITY,7050068A,2642,76,N,0,VBM PORTION,86,47
TEMPLE CITY,7050068A,2642,76,N,1255,TOTAL,188,113
TEMPLE CITY,7050070A,2643,76,N,1327,POLLING PLACE,131,69
TEMPLE CITY,7050070A,2643,76,N,0,VBM PORTION,97,54
TEMPLE CITY,7050070A,2643,76,N,1327,TOTAL,228,123
TEMPLE CITY,7050072A,2644,76,N,1301,POLLING PLACE,103,52
TEMPLE CITY,7050072A,2644,76,N,0,VBM PORTION,118,64
TEMPLE CITY,7050072A,2644,76,N,1301,TOTAL,221,116
TEMPLE CITY,7050073A,2645,76,N,837,POLLING PLACE,67,33
TEMPLE CITY,7050073A,2645,76,N,0,VBM PORTION,65,28
TEMPLE CITY,7050073A,2645,76,N,837,TOTAL,132,61
TEMPLE CITY,7050077A,2646,76,N,1330,POLLING PLACE,131,77
TEMPLE CITY,7050077A,2646,76,N,0,VBM PORTION,113,61
TEMPLE CITY,7050077A,2646,76,N,1330,TOTAL,244,138
VALINDA,7410002A,2731,123,N,937,POLLING PLACE,43,30
VALINDA,7410002A,2731,123,N,0,VBM PORTION,51,44
VALINDA,7410002A,2731,123,N,937,TOTAL,94,74
VALINDA,7410003B,2732,123,N,996,POLLING PLACE,41,30
VALINDA,7410003B,2732,123,N,0,VBM PORTION,36,31
VALINDA,7410003B,2732,123,N,996,TOTAL,77,61
VALINDA,7410004B,2733,123,N,1037,POLLING PLACE,48,30
VALINDA,7410004B,2733,123,N,0,VBM PORTION,33,24
VALINDA,7410004B,2733,123,N,1037,TOTAL,81,54
VALINDA,7410005A,2734,123,N,1176,POLLING PLACE,61,41
VALINDA,7410005A,2734,123,N,0,VBM PORTION,42,30
VALINDA,7410005A,2734,123,N,1176,TOTAL,103,71
VALINDA,7410006B,2735,123,N,1064,POLLING PLACE,62,51
VALINDA,7410006B,2735,123,N,0,VBM PORTION,36,28
VALINDA,7410006B,2735,123,N,1064,TOTAL,98,79
VALINDA,7410007A,2736,123,N,1225,POLLING PLACE,61,44
VALINDA,7410007A,2736,123,N,0,VBM PORTION,58,40
VALINDA,7410007A,2736,123,N,1225,TOTAL,119,84
VALINDA,7410008A,2737,123,N,644,POLLING PLACE,37,22
VALINDA,7410008A,2737,123,N,0,VBM PORTION,64,39
VALINDA,7410008A,2737,123,N,644,TOTAL,101,61
VALINDA,7410010A,2738,66,N,856,POLLING PLACE,35,27
VALINDA,7410010A,2738,66,N,0,VBM PORTION,31,20
VALINDA,7410010A,2738,66,N,856,TOTAL,66,47
VALINDA,7410011B,2739,66,N,1032,POLLING PLACE,71,51
VALINDA,7410011B,2739,66,N,0,VBM PORTION,46,33
VALINDA,7410011B,2739,66,N,1032,TOTAL,117,84
VALINDA,7410015A,2740,66,N,1117,POLLING PLACE,65,37
VALINDA,7410015A,2740,66,N,0,VBM PORTION,57,43
VALINDA,7410015A,2740,66,N,1117,TOTAL,122,80
VALINDA,7410016A,2741,66,N,994,POLLING PLACE,79,59
VALINDA,7410016A,2741,66,N,0,VBM PORTION,49,39
VALINDA,7410016A,2741,66,N,994,TOTAL,128,98
VALINDA,7410017A,2742,66,N,1120,POLLING PLACE,60,47
VALINDA,7410017A,2742,66,N,0,VBM PORTION,50,41
VALINDA,7410017A,2742,66,N,1120,TOTAL,110,88
VALINDA,7410020A,2743,66,N,1098,POLLING PLACE,65,45
VALINDA,7410020A,2743,66,N,0,VBM PORTION,34,21
VALINDA,7410020A,2743,66,N,1098,TOTAL,99,66
VALINDA,7410025A,2744,66,N,1140,POLLING PLACE,73,55
VALINDA,7410025A,2744,66,N,0,VBM PORTION,63,49
VALINDA,7410025A,2744,66,N,1140,TOTAL,136,104
VALINDA,7410027A,2745,66,N,778,POLLING PLACE,37,30
VALINDA,7410027A,2745,66,N,0,VBM PORTION,28,23
VALINDA,7410027A,2745,66,N,778,TOTAL,65,53
VALINDA,7410029A,2746,66,N,1192,POLLING PLACE,61,39
VALINDA,7410029A,2746,66,N,0,VBM PORTION,64,45
VALINDA,7410029A,2746,66,N,1192,TOTAL,125,84
VALINDA,7410086B,2747,66,N,668,POLLING PLACE,47,41
VALINDA,7410086B,2747,66,N,0,VBM PORTION,23,15
VALINDA,7410086B,2747,66,N,668,TOTAL,70,56
VALINDA,7410130A,2748,66,N,1045,POLLING PLACE,78,55
VALINDA,7410130A,2748,66,N,0,VBM PORTION,48,40
VALINDA,7410130A,2748,66,N,1045,TOTAL,126,95
VALINDA,7410150A,2749,66,N,1147,POLLING PLACE,55,34
VALINDA,7410150A,2749,66,N,0,VBM PORTION,43,32
VALINDA,7410150A,2749,66,N,1147,TOTAL,98,66
VALINDA,7410154A,2750,66,N,642,POLLING PLACE,31,22
VALINDA,7410154A,2750,66,N,0,VBM PORTION,35,23
VALINDA,7410154A,2750,66,N,642,TOTAL,66,45
VALINDA,7410154B,2751,66,N,1193,POLLING PLACE,68,47
VALINDA,7410154B,2751,66,N,0,VBM PORTION,37,22
VALINDA,7410154B,2751,66,N,1193,TOTAL,105,69
WEST COVINA,7700001A,2820,66,N,1085,POLLING PLACE,77,57
WEST COVINA,7700001A,2820,66,N,0,VBM PORTION,72,47
WEST COVINA,7700001A,2820,66,N,1085,TOTAL,149,104
WEST COVINA,7700002A,2821,66,N,908,POLLING PLACE,43,22
WEST COVINA,7700002A,2821,66,N,0,VBM PORTION,49,26
WEST COVINA,7700002A,2821,66,N,908,TOTAL,92,48
WEST COVINA,7700003A,2822,66,N,983,POLLING PLACE,51,38
WEST COVINA,7700003A,2822,66,N,0,VBM PORTION,51,25
WEST COVINA,7700003A,2822,66,N,983,TOTAL,102,63
WEST COVINA,7700004A,2823,66,N,1046,POLLING PLACE,81,49
WEST COVINA,7700004A,2823,66,N,0,VBM PORTION,76,52
WEST COVINA,7700004A,2823,66,N,1046,TOTAL,157,101
WEST COVINA,7700008A,2824,66,N,570,POLLING PLACE,44,32
WEST COVINA,7700008A,2824,66,N,0,VBM PORTION,30,24
WEST COVINA,7700008A,2824,66,N,570,TOTAL,74,56
WEST COVINA,7700008B,2825,66,N,1170,POLLING PLACE,62,35
WEST COVINA,7700008B,2825,66,N,0,VBM PORTION,104,66
WEST COVINA,7700008B,2825,66,N,1170,TOTAL,166,101
WEST COVINA,7700011A,2826,66,N,988,POLLING PLACE,99,59
WEST COVINA,7700011A,2826,66,N,0,VBM PORTION,62,44
WEST COVINA,7700011A,2826,66,N,988,TOTAL,161,103
WEST COVINA,7700012A,2827,66,N,945,POLLING PLACE,70,45
WEST COVINA,7700012A,2827,66,N,0,VBM PORTION,65,48
WEST COVINA,7700012A,2827,66,N,945,TOTAL,135,93
WEST COVINA,7700012C,2828,66,N,1054,POLLING PLACE,86,48
WEST COVINA,7700012C,2828,66,N,0,VBM PORTION,84,55
WEST COVINA,7700012C,2828,66,N,1054,TOTAL,170,103
WEST COVINA,7700014B,2829,66,N,1195,POLLING PLACE,54,43
WEST COVINA,7700014B,2829,66,N,0,VBM PORTION,78,57
WEST COVINA,7700014B,2829,66,N,1195,TOTAL,132,100
WEST COVINA,7700015B,2830,66,N,966,POLLING PLACE,78,42
WEST COVINA,7700015B,2830,66,N,0,VBM PORTION,74,48
WEST COVINA,7700015B,2830,66,N,966,TOTAL,152,90
WEST COVINA,7700016A,2831,66,N,1270,POLLING PLACE,91,53
WEST COVINA,7700016A,2831,66,N,0,VBM PORTION,102,75
WEST COVINA,7700016A,2831,66,N,1270,TOTAL,193,128
WEST COVINA,7700019B,2832,66,N,762,POLLING PLACE,57,32
WEST COVINA,7700019B,2832,66,N,0,VBM PORTION,60,23
WEST COVINA,7700019B,2832,66,N,762,TOTAL,117,55
WEST COVINA,7700020C,2833,66,N,899,POLLING PLACE,81,42
WEST COVINA,7700020C,2833,66,N,0,VBM PORTION,104,63
WEST COVINA,7700020C,2833,66,N,899,TOTAL,185,105
WEST COVINA,7700022A,2835,66,N,1254,POLLING PLACE,94,59
WEST COVINA,7700022A,2835,66,N,0,VBM PORTION,100,67
WEST COVINA,7700022A,2835,66,N,1254,TOTAL,194,126
WEST COVINA,7700024A,2836,66,N,806,POLLING PLACE,88,58
WEST COVINA,7700024A,2836,66,N,0,VBM PORTION,67,39
WEST COVINA,7700024A,2836,66,N,806,TOTAL,155,97
WEST COVINA,7700024B,2837,66,N,705,POLLING PLACE,64,41
WEST COVINA,7700024B,2837,66,N,0,VBM PORTION,47,28
WEST COVINA,7700024B,2837,66,N,705,TOTAL,111,69
WEST COVINA,7700026A,2838,66,N,1211,POLLING PLACE,114,69
WEST COVINA,7700026A,2838,66,N,0,VBM PORTION,123,87
WEST COVINA,7700026A,2838,66,N,1211,TOTAL,237,156
WEST COVINA,7700027A,2839,66,N,979,POLLING PLACE,65,43
WEST COVINA,7700027A,2839,66,N,0,VBM PORTION,121,74
WEST COVINA,7700027A,2839,66,N,979,TOTAL,186,117
WEST COVINA,7700028A,2840,66,N,794,POLLING PLACE,62,43
WEST COVINA,7700028A,2840,66,N,0,VBM PORTION,30,26
WEST COVINA,7700028A,2840,66,N,794,TOTAL,92,69
WEST COVINA,7700031A,2841,66,N,1003,POLLING PLACE,77,48
WEST COVINA,7700031A,2841,66,N,0,VBM PORTION,56,31
WEST COVINA,7700031A,2841,66,N,1003,TOTAL,133,79
WEST COVINA,7700033A,2842,66,N,1301,POLLING PLACE,80,49
WEST COVINA,7700033A,2842,66,N,0,VBM PORTION,80,41
WEST COVINA,7700033A,2842,66,N,1301,TOTAL,160,90
WEST COVINA,7700037A,2843,66,N,1080,POLLING PLACE,78,62
WEST COVINA,7700037A,2843,66,N,0,VBM PORTION,80,58
WEST COVINA,7700037A,2843,66,N,1080,TOTAL,158,120
WEST COVINA,7700038A,2844,66,N,1108,POLLING PLACE,56,42
WEST COVINA,7700038A,2844,66,N,0,VBM PORTION,68,53
WEST COVINA,7700038A,2844,66,N,1108,TOTAL,124,95
WEST COVINA,7700039A,2845,66,N,884,POLLING PLACE,64,38
WEST COVINA,7700039A,2845,66,N,0,VBM PORTION,61,43
WEST COVINA,7700039A,2845,66,N,884,TOTAL,125,81
WEST COVINA,7700040A,2846,66,N,1309,POLLING PLACE,95,53
WEST COVINA,7700040A,2846,66,N,0,VBM PORTION,69,40
WEST COVINA,7700040A,2846,66,N,1309,TOTAL,164,93
WEST COVINA,7700140A,2858,66,N,975,POLLING PLACE,65,43
WEST COVINA,7700140A,2858,66,N,0,VBM PORTION,57,47
WEST COVINA,7700140A,2858,66,N,975,TOTAL,122,90
WEST COVINA,7700141A,2859,66,N,1168,POLLING PLACE,74,46
WEST COVINA,7700141A,2859,66,N,0,VBM PORTION,74,45
WEST COVINA,7700141A,2859,66,N,1168,TOTAL,148,91
WEST COVINA,7700142A,2860,66,N,1249,POLLING PLACE,82,45
WEST COVINA,7700142A,2860,66,N,0,VBM PORTION,54,36
WEST COVINA,7700142A,2860,66,N,1249,TOTAL,136,81
WEST COVINA,7700143A,2861,66,N,1101,POLLING PLACE,73,40
WEST COVINA,7700143A,2861,66,N,0,VBM PORTION,86,61
WEST COVINA,7700143A,2861,66,N,1101,TOTAL,159,101
WEST COVINA,7700144A,2862,66,N,919,POLLING PLACE,52,32
WEST COVINA,7700144A,2862,66,N,0,VBM PORTION,61,39
WEST COVINA,7700144A,2862,66,N,919,TOTAL,113,71
WEST COVINA,7700145A,2863,66,N,940,POLLING PLACE,66,44
WEST COVINA,7700145A,2863,66,N,0,VBM PORTION,47,31
WEST COVINA,7700145A,2863,66,N,940,TOTAL,113,75
