LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,TODD S ROGERS,BOB OLMSTED,JIM MCDONNELL,LOU VINCE,PAUL TANAKA,JAMES HELLMOLD,PATRICK L GOMEZ
WEST ATHENS,7670016A,2796,161,N,913,TOTAL,87,3,6,25,4,5,11,19
WEST ATHENS,7670017A,2797,163,N,1021,POLLING PLACE,71,3,4,26,1,9,8,3
WEST ATHENS,7670017A,2797,163,N,0,VBM PORTION,33,3,5,11,2,5,2,0
WEST ATHENS,7670017A,2797,163,N,1021,TOTAL,104,6,9,37,3,14,10,3
WEST ATHENS,7670018A,2798,163,N,884,POLLING PLACE,97,7,9,31,6,15,11,4
WEST ATHENS,7670018A,2798,163,N,0,VBM PORTION,54,6,2,12,0,8,15,1
WEST ATHENS,7670018A,2798,163,N,884,TOTAL,151,13,11,43,6,23,26,5
WEST ATHENS,7670019A,2799,163,N,781,POLLING PLACE,83,8,2,26,2,19,9,3
WEST ATHENS,7670019A,2799,163,N,0,VBM PORTION,30,4,1,8,3,3,2,4
WEST ATHENS,7670019A,2799,163,N,781,TOTAL,113,12,3,34,5,22,11,7
WEST ATHENS,7670020A,2800,163,N,967,POLLING PLACE,155,11,13,58,1,23,9,5
WEST ATHENS,7670020A,2800,163,N,0,VBM PORTION,82,3,7,20,1,18,13,2
WEST ATHENS,7670020A,2800,163,N,967,TOTAL,237,14,20,78,2,41,22,7
WEST ATHENS,7670021A,2801,163,N,837,POLLING PLACE,119,9,5,42,5,23,14,4
WEST ATHENS,7670021A,2801,163,N,0,VBM PORTION,69,3,3,22,3,13,9,1
WEST ATHENS,7670021A,2801,163,N,837,TOTAL,188,12,8,64,8,36,23,5
WEST ATHENS,7670022A,2802,161,N,1029,POLLING PLACE,54,4,8,21,3,3,5,3
WEST ATHENS,7670022A,2802,161,N,0,VBM PORTION,41,4,5,7,0,6,6,6
WEST ATHENS,7670022A,2802,161,N,1029,TOTAL,95,8,13,28,3,9,11,9
WEST ATHENS,7670023A,2803,161,N,935,POLLING PLACE,97,4,3,40,4,11,15,3
WEST ATHENS,7670023A,2803,161,N,0,VBM PORTION,51,3,1,15,1,10,11,1
WEST ATHENS,7670023A,2803,161,N,935,TOTAL,148,7,4,55,5,21,26,4
WEST ATHENS,7670024A,2804,161,N,817,POLLING PLACE,79,6,5,25,2,6,13,6
WEST ATHENS,7670024A,2804,161,N,0,VBM PORTION,47,5,8,10,2,2,5,1
WEST ATHENS,7670024A,2804,161,N,817,TOTAL,126,11,13,35,4,8,18,7
WEST CARSON,7680001A,6174,176,Y,22,POLLING PLACE,0,0,0,0,0,0,0,0
WEST CARSON,7680001A,6174,176,Y,0,VBM PORTION,1,1,0,0,0,0,0,0
WEST CARSON,7680001A,6174,176,Y,22,TOTAL,1,1,0,0,0,0,0,0
WEST CARSON,7680002A,2805,186,N,1042,POLLING PLACE,35,1,4,17,0,4,3,2
WEST CARSON,7680002A,2805,186,N,0,VBM PORTION,77,9,5,18,2,28,6,0
WEST CARSON,7680002A,2805,186,N,1042,TOTAL,112,10,9,35,2,32,9,2
WEST CARSON,7680003A,2806,186,N,1015,POLLING PLACE,86,11,14,33,3,13,2,4
WEST CARSON,7680003A,2806,186,N,0,VBM PORTION,90,9,4,27,5,28,6,2
WEST CARSON,7680003A,2806,186,N,1015,TOTAL,176,20,18,60,8,41,8,6
WEST CARSON,7680005A,2807,186,N,707,POLLING PLACE,66,5,6,24,2,19,1,2
WEST CARSON,7680005A,2807,186,N,0,VBM PORTION,47,4,2,18,0,7,6,3
WEST CARSON,7680005A,2807,186,N,707,TOTAL,113,9,8,42,2,26,7,5
WEST CARSON,7680006A,6175,176,Y,2,POLLING PLACE,0,0,0,0,0,0,0,0
WEST CARSON,7680006A,6175,176,Y,0,VBM PORTION,0,0,0,0,0,0,0,0
WEST CARSON,7680006A,6175,176,Y,2,TOTAL,0,0,0,0,0,0,0,0
WEST CARSON,7680009A,2808,186,N,1095,POLLING PLACE,73,2,9,24,4,21,4,6
WEST CARSON,7680009A,2808,186,N,0,VBM PORTION,103,1,8,37,6,23,6,5
WEST CARSON,7680009A,2808,186,N,1095,TOTAL,176,3,17,61,10,44,10,11
WEST CARSON,7680010A,2809,186,N,1107,POLLING PLACE,87,6,12,26,4,17,5,4
WEST CARSON,7680010A,2809,186,N,0,VBM PORTION,96,6,10,46,4,11,6,4
WEST CARSON,7680010A,2809,186,N,1107,TOTAL,183,12,22,72,8,28,11,8
WEST CARSON,7680011C,2810,186,N,1505,POLLING PLACE,105,7,6,45,3,19,7,2
WEST CARSON,7680011C,2810,186,N,0,VBM PORTION,127,5,11,50,16,19,11,4
WEST CARSON,7680011C,2810,186,N,1505,TOTAL,232,12,17,95,19,38,18,6
WEST CARSON,7680012A,2811,186,N,1242,POLLING PLACE,179,15,13,65,0,50,7,5
WEST CARSON,7680012A,2811,186,N,0,VBM PORTION,160,12,13,65,6,29,14,4
WEST CARSON,7680012A,2811,186,N,1242,TOTAL,339,27,26,130,6,79,21,9
WEST CARSON,7680013A,2812,186,N,789,POLLING PLACE,107,7,9,45,2,23,8,4
WEST CARSON,7680013A,2812,186,N,0,VBM PORTION,80,3,12,34,2,14,5,3
WEST CARSON,7680013A,2812,186,N,789,TOTAL,187,10,21,79,4,37,13,7
WEST CARSON,7680015B,2813,186,N,1283,POLLING PLACE,95,9,10,37,2,16,3,4
WEST CARSON,7680015B,2813,186,N,0,VBM PORTION,124,7,10,47,4,22,8,3
WEST CARSON,7680015B,2813,186,N,1283,TOTAL,219,16,20,84,6,38,11,7
WEST CARSON,7680016A,2814,186,N,903,POLLING PLACE,49,2,7,13,4,18,2,0
WEST CARSON,7680016A,2814,186,N,0,VBM PORTION,121,6,12,45,5,27,11,3
WEST CARSON,7680016A,2814,186,N,903,TOTAL,170,8,19,58,9,45,13,3
WEST CARSON,7680018A,2815,186,N,679,POLLING PLACE,81,6,7,37,0,15,8,2
WEST CARSON,7680018A,2815,186,N,0,VBM PORTION,67,2,4,26,2,18,7,1
WEST CARSON,7680018A,2815,186,N,679,TOTAL,148,8,11,63,2,33,15,3
WEST COMPTON,7690001A,2816,178,N,797,POLLING PLACE,88,7,2,42,4,3,7,5
WEST COMPTON,7690001A,2816,178,N,0,VBM PORTION,50,12,3,9,6,4,3,1
WEST COMPTON,7690001A,2816,178,N,797,TOTAL,138,19,5,51,10,7,10,6
WEST COMPTON,7690002A,2817,178,N,897,POLLING PLACE,55,4,1,20,1,10,2,5
WEST COMPTON,7690002A,2817,178,N,0,VBM PORTION,45,4,3,12,0,8,6,2
WEST COMPTON,7690002A,2817,178,N,897,TOTAL,100,8,4,32,1,18,8,7
WEST COMPTON,7690005A,2818,178,N,949,POLLING PLACE,115,22,6,42,1,11,9,3
WEST COMPTON,7690005A,2818,178,N,0,VBM PORTION,36,5,3,12,2,5,1,1
WEST COMPTON,7690005A,2818,178,N,949,TOTAL,151,27,9,54,3,16,10,4
WEST COMPTON,7690006A,2819,178,N,805,POLLING PLACE,56,2,4,17,1,16,1,4
WEST COMPTON,7690006A,2819,178,N,0,VBM PORTION,57,3,5,18,3,11,6,1
WEST COMPTON,7690006A,2819,178,N,805,TOTAL,113,5,9,35,4,27,7,5
WEST COVINA,7700001A,2820,66,N,1085,POLLING PLACE,77,5,12,26,2,6,7,9
WEST COVINA,7700001A,2820,66,N,0,VBM PORTION,72,3,8,32,0,8,7,11
WEST COVINA,7700001A,2820,66,N,1085,TOTAL,149,8,20,58,2,14,14,20
WEST COVINA,7700002A,2821,66,N,908,POLLING PLACE,43,0,7,13,0,8,9,3
WEST COVINA,7700002A,2821,66,N,0,VBM PORTION,49,4,5,14,2,9,4,1
WEST COVINA,7700002A,2821,66,N,908,TOTAL,92,4,12,27,2,17,13,4
WEST COVINA,7700003A,2822,66,N,983,POLLING PLACE,51,2,7,15,2,8,5,7
WEST COVINA,7700003A,2822,66,N,0,VBM PORTION,51,3,1,18,3,7,2,3
WEST COVINA,7700003A,2822,66,N,983,TOTAL,102,5,8,33,5,15,7,10
WEST COVINA,7700004A,2823,66,N,1046,POLLING PLACE,81,4,8,26,5,11,12,10
WEST COVINA,7700004A,2823,66,N,0,VBM PORTION,76,2,7,27,4,10,6,6
WEST COVINA,7700004A,2823,66,N,1046,TOTAL,157,6,15,53,9,21,18,16
WEST COVINA,7700008A,2824,66,N,570,POLLING PLACE,44,2,7,13,2,4,7,1
WEST COVINA,7700008A,2824,66,N,0,VBM PORTION,30,2,2,8,2,2,6,6
WEST COVINA,7700008A,2824,66,N,570,TOTAL,74,4,9,21,4,6,13,7
WEST COVINA,7700008B,2825,66,N,1170,POLLING PLACE,62,4,15,21,0,6,6,5
WEST COVINA,7700008B,2825,66,N,0,VBM PORTION,104,1,9,40,7,16,12,5
WEST COVINA,7700008B,2825,66,N,1170,TOTAL,166,5,24,61,7,22,18,10
WEST COVINA,7700011A,2826,66,N,988,POLLING PLACE,99,6,10,39,2,8,10,14
WEST COVINA,7700011A,2826,66,N,0,VBM PORTION,62,4,14,21,4,3,3,4
WEST COVINA,7700011A,2826,66,N,988,TOTAL,161,10,24,60,6,11,13,18
WEST COVINA,7700012A,2827,66,N,945,POLLING PLACE,70,3,11,20,1,8,7,9
WEST COVINA,7700012A,2827,66,N,0,VBM PORTION,65,6,5,16,0,13,4,8
WEST COVINA,7700012A,2827,66,N,945,TOTAL,135,9,16,36,1,21,11,17
WEST COVINA,7700012C,2828,66,N,1054,POLLING PLACE,86,8,15,38,1,11,4,2
WEST COVINA,7700012C,2828,66,N,0,VBM PORTION,84,4,11,31,5,8,8,7
WEST COVINA,7700012C,2828,66,N,1054,TOTAL,170,12,26,69,6,19,12,9
WEST COVINA,7700014B,2829,66,N,1195,POLLING PLACE,54,4,9,21,1,11,1,6
WEST COVINA,7700014B,2829,66,N,0,VBM PORTION,78,8,19,22,5,8,7,2
WEST COVINA,7700014B,2829,66,N,1195,TOTAL,132,12,28,43,6,19,8,8
WEST COVINA,7700015B,2830,66,N,966,POLLING PLACE,78,5,7,25,2,17,6,7
WEST COVINA,7700015B,2830,66,N,0,VBM PORTION,74,10,6,26,7,9,4,6
WEST COVINA,7700015B,2830,66,N,966,TOTAL,152,15,13,51,9,26,10,13
WEST COVINA,7700016A,2831,66,N,1270,POLLING PLACE,91,10,10,30,3,9,13,6
WEST COVINA,7700016A,2831,66,N,0,VBM PORTION,102,11,12,28,6,10,11,3
WEST COVINA,7700016A,2831,66,N,1270,TOTAL,193,21,22,58,9,19,24,9
WEST COVINA,7700019B,2832,66,N,762,POLLING PLACE,57,1,7,20,3,6,7,4
WEST COVINA,7700019B,2832,66,N,0,VBM PORTION,60,5,8,22,4,7,1,2
WEST COVINA,7700019B,2832,66,N,762,TOTAL,117,6,15,42,7,13,8,6
WEST COVINA,7700020C,2833,66,N,899,POLLING PLACE,81,2,11,40,1,11,5,1
WEST COVINA,7700020C,2833,66,N,0,VBM PORTION,104,1,11,50,7,6,7,7
WEST COVINA,7700020C,2833,66,N,899,TOTAL,185,3,22,90,8,17,12,8
WEST COVINA,7700021B,2834,119,N,991,POLLING PLACE,69,1,4,34,0,15,5,5
WEST COVINA,7700021B,2834,119,N,0,VBM PORTION,103,3,11,39,1,16,9,2
WEST COVINA,7700021B,2834,119,N,991,TOTAL,172,4,15,73,1,31,14,7
WEST COVINA,7700022A,2835,66,N,1254,POLLING PLACE,94,2,7,33,8,16,16,3
WEST COVINA,7700022A,2835,66,N,0,VBM PORTION,100,5,14,24,4,11,18,11
WEST COVINA,7700022A,2835,66,N,1254,TOTAL,194,7,21,57,12,27,34,14
WEST COVINA,7700024A,2836,66,N,806,POLLING PLACE,88,2,9,55,0,9,2,5
WEST COVINA,7700024A,2836,66,N,0,VBM PORTION,67,1,3,30,1,11,3,7
WEST COVINA,7700024A,2836,66,N,806,TOTAL,155,3,12,85,1,20,5,12
WEST COVINA,7700024B,2837,66,N,705,POLLING PLACE,64,4,1,21,6,5,11,13
WEST COVINA,7700024B,2837,66,N,0,VBM PORTION,47,2,7,23,1,5,1,1
WEST COVINA,7700024B,2837,66,N,705,TOTAL,111,6,8,44,7,10,12,14
WEST COVINA,7700026A,2838,66,N,1211,POLLING PLACE,114,6,9,55,3,8,14,9
WEST COVINA,7700026A,2838,66,N,0,VBM PORTION,123,12,11,49,4,10,13,7
WEST COVINA,7700026A,2838,66,N,1211,TOTAL,237,18,20,104,7,18,27,16
WEST COVINA,7700027A,2839,66,N,979,POLLING PLACE,65,5,8,30,1,5,3,10
WEST COVINA,7700027A,2839,66,N,0,VBM PORTION,121,2,15,49,3,13,15,7
WEST COVINA,7700027A,2839,66,N,979,TOTAL,186,7,23,79,4,18,18,17
WEST COVINA,7700028A,2840,66,N,794,POLLING PLACE,62,2,2,29,2,10,4,9
WEST COVINA,7700028A,2840,66,N,0,VBM PORTION,30,0,6,9,1,5,4,1
WEST COVINA,7700028A,2840,66,N,794,TOTAL,92,2,8,38,3,15,8,10
WEST COVINA,7700031A,2841,66,N,1003,POLLING PLACE,77,3,9,34,1,10,12,1
WEST COVINA,7700031A,2841,66,N,0,VBM PORTION,56,4,10,16,5,5,10,2
WEST COVINA,7700031A,2841,66,N,1003,TOTAL,133,7,19,50,6,15,22,3
WEST COVINA,7700033A,2842,66,N,1301,POLLING PLACE,80,2,16,36,1,2,9,5
WEST COVINA,7700033A,2842,66,N,0,VBM PORTION,80,5,3,19,4,15,21,5
WEST COVINA,7700033A,2842,66,N,1301,TOTAL,160,7,19,55,5,17,30,10
WEST COVINA,7700037A,2843,66,N,1080,POLLING PLACE,78,1,10,22,4,8,15,12
WEST COVINA,7700037A,2843,66,N,0,VBM PORTION,80,4,14,18,6,11,4,17
WEST COVINA,7700037A,2843,66,N,1080,TOTAL,158,5,24,40,10,19,19,29
WEST COVINA,7700038A,2844,66,N,1108,POLLING PLACE,56,1,4,18,4,5,8,12
WEST COVINA,7700038A,2844,66,N,0,VBM PORTION,68,3,5,17,4,11,11,12
WEST COVINA,7700038A,2844,66,N,1108,TOTAL,124,4,9,35,8,16,19,24
WEST COVINA,7700039A,2845,66,N,884,POLLING PLACE,64,1,4,15,2,16,11,9
WEST COVINA,7700039A,2845,66,N,0,VBM PORTION,61,3,7,18,0,14,10,2
WEST COVINA,7700039A,2845,66,N,884,TOTAL,125,4,11,33,2,30,21,11
WEST COVINA,7700040A,2846,66,N,1309,POLLING PLACE,95,9,19,29,2,8,7,10
WEST COVINA,7700040A,2846,66,N,0,VBM PORTION,69,2,3,27,5,10,7,7
WEST COVINA,7700040A,2846,66,N,1309,TOTAL,164,11,22,56,7,18,14,17
WEST COVINA,7700056A,2847,119,N,574,POLLING PLACE,45,3,7,14,1,6,2,4
WEST COVINA,7700056A,2847,119,N,0,VBM PORTION,44,8,6,11,2,4,2,5
WEST COVINA,7700056A,2847,119,N,574,TOTAL,89,11,13,25,3,10,4,9
WEST COVINA,7700056C,2848,119,N,780,POLLING PLACE,23,2,6,5,2,3,2,0
WEST COVINA,7700056C,2848,119,N,0,VBM PORTION,61,1,6,23,1,13,1,2
WEST COVINA,7700056C,2848,119,N,780,TOTAL,84,3,12,28,3,16,3,2
WEST COVINA,7700073A,2849,119,N,537,POLLING PLACE,30,2,3,11,0,4,3,3
WEST COVINA,7700073A,2849,119,N,0,VBM PORTION,28,2,4,10,3,2,2,0
WEST COVINA,7700073A,2849,119,N,537,TOTAL,58,4,7,21,3,6,5,3
WEST COVINA,7700079A,2850,119,N,966,POLLING PLACE,56,6,8,17,2,6,5,9
WEST COVINA,7700079A,2850,119,N,0,VBM PORTION,58,5,4,22,6,4,2,7
WEST COVINA,7700079A,2850,119,N,966,TOTAL,114,11,12,39,8,10,7,16
WEST COVINA,7700079B,2851,119,N,639,POLLING PLACE,36,2,3,18,0,3,3,2
WEST COVINA,7700079B,2851,119,N,0,VBM PORTION,68,0,9,15,5,11,5,10
WEST COVINA,7700079B,2851,119,N,639,TOTAL,104,2,12,33,5,14,8,12
WEST COVINA,7700080A,2852,119,N,728,POLLING PLACE,67,6,7,24,4,6,7,7
WEST COVINA,7700080A,2852,119,N,0,VBM PORTION,48,2,1,11,8,5,6,5
WEST COVINA,7700080A,2852,119,N,728,TOTAL,115,8,8,35,12,11,13,12
WEST COVINA,7700114A,2853,119,N,942,POLLING PLACE,48,3,11,16,1,9,1,2
WEST COVINA,7700114A,2853,119,N,0,VBM PORTION,72,3,9,33,0,9,6,0
WEST COVINA,7700114A,2853,119,N,942,TOTAL,120,6,20,49,1,18,7,2
WEST COVINA,7700115A,2854,119,N,677,POLLING PLACE,42,2,6,12,2,14,0,3
WEST COVINA,7700115A,2854,119,N,0,VBM PORTION,71,8,6,23,5,7,8,3
WEST COVINA,7700115A,2854,119,N,677,TOTAL,113,10,12,35,7,21,8,6
WEST COVINA,7700116A,2855,119,N,808,POLLING PLACE,51,2,6,20,2,9,3,7
WEST COVINA,7700116A,2855,119,N,0,VBM PORTION,59,2,4,16,0,16,2,4
WEST COVINA,7700116A,2855,119,N,808,TOTAL,110,4,10,36,2,25,5,11
WEST COVINA,7700118A,2856,119,N,1059,POLLING PLACE,54,4,6,19,0,14,5,0
WEST COVINA,7700118A,2856,119,N,0,VBM PORTION,97,4,8,38,3,13,6,8
WEST COVINA,7700118A,2856,119,N,1059,TOTAL,151,8,14,57,3,27,11,8
WEST COVINA,7700122A,2857,119,N,599,POLLING PLACE,32,0,3,16,0,4,3,3
WEST COVINA,7700122A,2857,119,N,0,VBM PORTION,47,1,9,13,4,4,4,6
WEST COVINA,7700122A,2857,119,N,599,TOTAL,79,1,12,29,4,8,7,9
WEST COVINA,7700140A,2858,66,N,975,POLLING PLACE,65,1,7,26,0,12,8,7
WEST COVINA,7700140A,2858,66,N,0,VBM PORTION,57,3,10,15,5,7,5,7
WEST COVINA,7700140A,2858,66,N,975,TOTAL,122,4,17,41,5,19,13,14
WEST COVINA,7700141A,2859,66,N,1168,POLLING PLACE,74,6,14,26,2,13,3,7
WEST COVINA,7700141A,2859,66,N,0,VBM PORTION,74,4,7,18,3,2,10,12
WEST COVINA,7700141A,2859,66,N,1168,TOTAL,148,10,21,44,5,15,13,19
WEST COVINA,7700142A,2860,66,N,1249,POLLING PLACE,82,1,15,34,1,8,10,4
WEST COVINA,7700142A,2860,66,N,0,VBM PORTION,54,3,8,20,5,6,0,2
WEST COVINA,7700142A,2860,66,N,1249,TOTAL,136,4,23,54,6,14,10,6
WEST COVINA,7700143A,2861,66,N,1101,POLLING PLACE,73,1,11,26,4,12,8,5
WEST COVINA,7700143A,2861,66,N,0,VBM PORTION,86,1,10,31,1,11,16,2
WEST COVINA,7700143A,2861,66,N,1101,TOTAL,159,2,21,57,5,23,24,7
WEST COVINA,7700144A,2862,66,N,919,POLLING PLACE,52,1,8,23,2,7,2,6
WEST COVINA,7700144A,2862,66,N,0,VBM PORTION,61,0,7,24,2,4,11,3
WEST COVINA,7700144A,2862,66,N,919,TOTAL,113,1,15,47,4,11,13,9
WEST COVINA,7700145A,2863,66,N,940,POLLING PLACE,66,3,9,26,2,9,4,9
WEST COVINA,7700145A,2863,66,N,0,VBM PORTION,47,1,7,15,4,7,3,1
WEST COVINA,7700145A,2863,66,N,940,TOTAL,113,4,16,41,6,16,7,10
WEST COVINA,7700148A,2864,66,N,1065,POLLING PLACE,89,5,12,35,4,9,15,2
WEST COVINA,7700148A,2864,66,N,0,VBM PORTION,53,4,8,15,3,11,1,7
WEST COVINA,7700148A,2864,66,N,1065,TOTAL,142,9,20,50,7,20,16,9
WEST COVINA,7700150A,2865,66,N,1080,POLLING PLACE,80,5,12,24,3,10,8,6
WEST COVINA,7700150A,2865,66,N,0,VBM PORTION,65,2,9,18,7,8,6,9
WEST COVINA,7700150A,2865,66,N,1080,TOTAL,145,7,21,42,10,18,14,15
WEST COVINA,7700153A,2866,66,N,663,POLLING PLACE,49,0,1,21,4,10,1,5
WEST COVINA,7700153A,2866,66,N,0,VBM PORTION,68,5,5,27,6,7,6,7
WEST COVINA,7700153A,2866,66,N,663,TOTAL,117,5,6,48,10,17,7,12
WEST COVINA,7700153C,2867,66,N,1118,POLLING PLACE,70,9,11,24,2,6,12,4
WEST COVINA,7700153C,2867,66,N,0,VBM PORTION,75,8,9,22,0,6,13,3
WEST COVINA,7700153C,2867,66,N,1118,TOTAL,145,17,20,46,2,12,25,7
WEST COVINA,7700154A,2868,66,N,704,POLLING PLACE,39,3,10,12,1,7,1,1
WEST COVINA,7700154A,2868,66,N,0,VBM PORTION,67,8,6,20,1,10,3,1
WEST COVINA,7700154A,2868,66,N,704,TOTAL,106,11,16,32,2,17,4,2
WEST COVINA,7700155C,2869,119,N,897,POLLING PLACE,41,2,4,18,2,6,4,1
WEST COVINA,7700155C,2869,119,N,0,VBM PORTION,80,4,8,25,8,7,4,3
WEST COVINA,7700155C,2869,119,N,897,TOTAL,121,6,12,43,10,13,8,4
WEST COVINA,7700158A,2870,66,N,1137,POLLING PLACE,76,8,4,30,5,9,6,4
WEST COVINA,7700158A,2870,66,N,0,VBM PORTION,84,5,16,22,4,12,5,7
WEST COVINA,7700158A,2870,66,N,1137,TOTAL,160,13,20,52,9,21,11,11
WEST COVINA,7700162A,2871,119,N,454,POLLING PLACE,16,0,4,8,0,1,3,0
WEST COVINA,7700162A,2871,119,N,0,VBM PORTION,39,4,4,10,2,2,2,2
WEST COVINA,7700162A,2871,119,N,454,TOTAL,55,4,8,18,2,3,5,2
WEST COVINA,7700163A,2872,119,N,973,POLLING PLACE,45,6,5,13,3,12,1,2
WEST COVINA,7700163A,2872,119,N,0,VBM PORTION,48,6,3,14,5,12,1,1
WEST COVINA,7700163A,2872,119,N,973,TOTAL,93,12,8,27,8,24,2,3
WEST COVINA,7700165A,2873,66,N,1129,POLLING PLACE,88,1,8,37,1,22,9,2
WEST COVINA,7700165A,2873,66,N,0,VBM PORTION,89,0,5,49,5,7,2,3
WEST COVINA,7700165A,2873,66,N,1129,TOTAL,177,1,13,86,6,29,11,5
WEST COVINA,7700169A,2874,119,N,777,POLLING PLACE,106,4,5,44,6,19,9,10
WEST COVINA,7700169A,2874,119,N,0,VBM PORTION,102,3,10,47,3,8,14,1
WEST COVINA,7700169A,2874,119,N,777,TOTAL,208,7,15,91,9,27,23,11
WEST COVINA,7700169B,2875,119,N,955,POLLING PLACE,88,2,10,43,2,11,3,4
WEST COVINA,7700169B,2875,119,N,0,VBM PORTION,97,0,2,46,3,16,11,2
WEST COVINA,7700169B,2875,119,N,955,TOTAL,185,2,12,89,5,27,14,6
WEST COVINA,7700313A,2876,119,N,607,POLLING PLACE,38,4,5,5,2,9,3,5
WEST COVINA,7700313A,2876,119,N,0,VBM PORTION,24,3,2,8,0,3,4,4
WEST COVINA,7700313A,2876,119,N,607,TOTAL,62,7,7,13,2,12,7,9
WEST HOLLYWOOD,7750001A,2877,81,N,1078,POLLING PLACE,86,4,12,34,11,8,3,2
WEST HOLLYWOOD,7750001A,2877,81,N,0,VBM PORTION,73,5,6,30,6,4,5,1
WEST HOLLYWOOD,7750001A,2877,81,N,1078,TOTAL,159,9,18,64,17,12,8,3
WEST HOLLYWOOD,7750002A,2878,81,N,1301,POLLING PLACE,92,5,8,33,14,9,5,2
WEST HOLLYWOOD,7750002A,2878,81,N,0,VBM PORTION,130,2,8,49,14,4,14,1
WEST HOLLYWOOD,7750002A,2878,81,N,1301,TOTAL,222,7,16,82,28,13,19,3
WEST HOLLYWOOD,7750003A,2879,81,N,1069,POLLING PLACE,105,4,5,30,20,12,9,7
WEST HOLLYWOOD,7750003A,2879,81,N,0,VBM PORTION,69,3,3,21,10,7,5,3
WEST HOLLYWOOD,7750003A,2879,81,N,1069,TOTAL,174,7,8,51,30,19,14,10
WEST HOLLYWOOD,7750004A,2880,81,N,1207,POLLING PLACE,125,3,7,45,24,20,8,0
WEST HOLLYWOOD,7750004A,2880,81,N,0,VBM PORTION,120,8,5,42,22,8,8,2
WEST HOLLYWOOD,7750004A,2880,81,N,1207,TOTAL,245,11,12,87,46,28,16,2
WEST HOLLYWOOD,7750005A,2881,81,N,1269,POLLING PLACE,131,5,8,44,26,22,9,4
WEST HOLLYWOOD,7750005A,2881,81,N,0,VBM PORTION,129,7,5,39,19,23,7,3
WEST HOLLYWOOD,7750005A,2881,81,N,1269,TOTAL,260,12,13,83,45,45,16,7
WEST HOLLYWOOD,7750006A,2882,81,N,806,POLLING PLACE,90,3,8,29,10,11,10,3
WEST HOLLYWOOD,7750006A,2882,81,N,0,VBM PORTION,69,2,7,27,14,5,1,3
WEST HOLLYWOOD,7750006A,2882,81,N,806,TOTAL,159,5,15,56,24,16,11,6
WEST HOLLYWOOD,7750007A,2883,81,N,1391,POLLING PLACE,141,6,11,52,13,16,8,7
WEST HOLLYWOOD,7750007A,2883,81,N,0,VBM PORTION,157,8,11,56,14,12,17,4
WEST HOLLYWOOD,7750007A,2883,81,N,1391,TOTAL,298,14,22,108,27,28,25,11
WEST HOLLYWOOD,7750008A,2884,81,N,968,POLLING PLACE,104,4,5,37,20,5,9,6
WEST HOLLYWOOD,7750008A,2884,81,N,0,VBM PORTION,115,3,3,58,12,8,8,2
WEST HOLLYWOOD,7750008A,2884,81,N,968,TOTAL,219,7,8,95,32,13,17,8
WEST HOLLYWOOD,7750016A,2885,81,N,1181,POLLING PLACE,127,5,11,44,23,18,6,3
WEST HOLLYWOOD,7750016A,2885,81,N,0,VBM PORTION,105,4,5,37,6,12,11,1
WEST HOLLYWOOD,7750016A,2885,81,N,1181,TOTAL,232,9,16,81,29,30,17,4
WEST HOLLYWOOD,7750017A,2886,81,N,1125,POLLING PLACE,107,6,5,40,14,12,6,2
WEST HOLLYWOOD,7750017A,2886,81,N,0,VBM PORTION,82,3,6,27,7,7,4,6
WEST HOLLYWOOD,7750017A,2886,81,N,1125,TOTAL,189,9,11,67,21,19,10,8
WEST HOLLYWOOD,7750021A,2887,81,N,1301,POLLING PLACE,140,7,3,43,27,17,12,6
WEST HOLLYWOOD,7750021A,2887,81,N,0,VBM PORTION,128,2,10,52,20,9,11,3
WEST HOLLYWOOD,7750021A,2887,81,N,1301,TOTAL,268,9,13,95,47,26,23,9
WEST HOLLYWOOD,7750023A,2888,81,N,1185,POLLING PLACE,120,6,11,42,13,11,6,5
WEST HOLLYWOOD,7750023A,2888,81,N,0,VBM PORTION,80,9,4,32,13,3,6,2
WEST HOLLYWOOD,7750023A,2888,81,N,1185,TOTAL,200,15,15,74,26,14,12,7
WEST HOLLYWOOD,7750024A,2889,81,N,1149,POLLING PLACE,66,6,2,19,11,12,4,1
WEST HOLLYWOOD,7750024A,2889,81,N,0,VBM PORTION,77,2,8,27,4,11,7,3
WEST HOLLYWOOD,7750024A,2889,81,N,1149,TOTAL,143,8,10,46,15,23,11,4
WEST HOLLYWOOD,7750026B,2890,81,N,987,POLLING PLACE,94,5,11,31,9,13,7,5
WEST HOLLYWOOD,7750026B,2890,81,N,0,VBM PORTION,75,5,10,23,12,0,8,3
WEST HOLLYWOOD,7750026B,2890,81,N,987,TOTAL,169,10,21,54,21,13,15,8
WEST HOLLYWOOD,7750030A,2891,81,N,940,POLLING PLACE,78,4,4,25,13,6,3,8
WEST HOLLYWOOD,7750030A,2891,81,N,0,VBM PORTION,71,5,9,18,10,7,5,4
WEST HOLLYWOOD,7750030A,2891,81,N,940,TOTAL,149,9,13,43,23,13,8,12
WEST HOLLYWOOD,7750036B,2892,81,N,884,POLLING PLACE,59,4,7,19,4,9,4,6
WEST HOLLYWOOD,7750036B,2892,81,N,0,VBM PORTION,49,5,4,11,6,7,10,1
WEST HOLLYWOOD,7750036B,2892,81,N,884,TOTAL,108,9,11,30,10,16,14,7
