LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,TOM TORLAKSON,MARSHALL TUCK,LYDIA A GUTIERREZ
ARCADIA,0350048A,109,76,N,1098,POLLING PLACE,112,29,48,10
ARCADIA,0350048A,109,76,N,0,VBM PORTION,92,34,26,11
ARCADIA,0350048A,109,76,N,1098,TOTAL,204,63,74,21
ARCADIA,0350054A,110,76,N,1254,POLLING PLACE,135,53,55,15
ARCADIA,0350054A,110,76,N,0,VBM PORTION,152,57,33,23
ARCADIA,0350054A,110,76,N,1254,TOTAL,287,110,88,38
ARCADIA,0350058A,111,76,N,1346,POLLING PLACE,119,46,32,18
ARCADIA,0350058A,111,76,N,0,VBM PORTION,114,45,25,14
ARCADIA,0350058A,111,76,N,1346,TOTAL,233,91,57,32
ARCADIA,0350062B,112,76,N,1218,POLLING PLACE,81,25,36,13
ARCADIA,0350062B,112,76,N,0,VBM PORTION,115,37,34,18
ARCADIA,0350062B,112,76,N,1218,TOTAL,196,62,70,31
ARCADIA,0350079A,113,76,N,1247,POLLING PLACE,107,35,39,22
ARCADIA,0350079A,113,76,N,0,VBM PORTION,123,40,42,22
ARCADIA,0350079A,113,76,N,1247,TOTAL,230,75,81,44
ARCADIA,0350104A,114,76,N,1310,POLLING PLACE,114,35,33,31
ARCADIA,0350104A,114,76,N,0,VBM PORTION,127,48,27,23
ARCADIA,0350104A,114,76,N,1310,TOTAL,241,83,60,54
ARTESIA,0400001A,115,137,N,819,POLLING PLACE,86,18,18,37
ARTESIA,0400001A,115,137,N,0,VBM PORTION,27,5,1,17
ARTESIA,0400001A,115,137,N,819,TOTAL,113,23,19,54
ARTESIA,0400002A,116,137,N,1182,POLLING PLACE,78,31,16,23
ARTESIA,0400002A,116,137,N,0,VBM PORTION,137,50,42,28
ARTESIA,0400002A,116,137,N,1182,TOTAL,215,81,58,51
ARTESIA,0400004A,117,137,N,1004,POLLING PLACE,89,30,15,19
ARTESIA,0400004A,117,137,N,0,VBM PORTION,66,29,7,24
ARTESIA,0400004A,117,137,N,1004,TOTAL,155,59,22,43
ARTESIA,0400006A,118,137,N,1042,POLLING PLACE,77,33,15,18
ARTESIA,0400006A,118,137,N,0,VBM PORTION,66,12,23,17
ARTESIA,0400006A,118,137,N,1042,TOTAL,143,45,38,35
ARTESIA,0400007A,119,137,N,1049,POLLING PLACE,85,31,15,23
ARTESIA,0400007A,119,137,N,0,VBM PORTION,95,32,20,21
ARTESIA,0400007A,119,137,N,1049,TOTAL,180,63,35,44
ARTESIA,0400008A,120,137,N,1154,POLLING PLACE,81,31,15,21
ARTESIA,0400008A,120,137,N,0,VBM PORTION,102,32,12,35
ARTESIA,0400008A,120,137,N,1154,TOTAL,183,63,27,56
ARTESIA,0400010C,121,137,N,1140,POLLING PLACE,59,21,17,15
ARTESIA,0400010C,121,137,N,0,VBM PORTION,99,28,28,20
ARTESIA,0400010C,121,137,N,1140,TOTAL,158,49,45,35
ATHENS,0450001A,122,178,N,1221,POLLING PLACE,64,30,11,19
ATHENS,0450001A,122,178,N,0,VBM PORTION,60,40,12,4
ATHENS,0450001A,122,178,N,1221,TOTAL,124,70,23,23
ATHENS,0450002B,123,178,N,1263,POLLING PLACE,107,49,24,21
ATHENS,0450002B,123,178,N,0,VBM PORTION,53,22,14,12
ATHENS,0450002B,123,178,N,1263,TOTAL,160,71,38,33
ATHENS,0450004A,124,178,N,1271,POLLING PLACE,85,41,13,25
ATHENS,0450004A,124,178,N,0,VBM PORTION,65,25,19,13
ATHENS,0450004A,124,178,N,1271,TOTAL,150,66,32,38
ATHENS,0450007A,125,178,N,1111,POLLING PLACE,104,57,29,10
ATHENS,0450007A,125,178,N,0,VBM PORTION,58,29,15,6
ATHENS,0450007A,125,178,N,1111,TOTAL,162,86,44,16
ATHENS,0450008A,126,178,N,600,POLLING PLACE,69,43,10,10
ATHENS,0450008A,126,178,N,0,VBM PORTION,25,10,10,3
ATHENS,0450008A,126,178,N,600,TOTAL,94,53,20,13
AVALON,0500001A,127,187,N,496,POLLING PLACE,63,25,10,16
AVALON,0500001A,127,187,N,0,VBM PORTION,55,16,13,10
AVALON,0500001A,127,187,N,496,TOTAL,118,41,23,26
AVALON,0500003A,128,187,N,1234,POLLING PLACE,127,37,32,36
AVALON,0500003A,128,187,N,0,VBM PORTION,129,36,38,29
AVALON,0500003A,128,187,N,1234,TOTAL,256,73,70,65
AVOCADO HEIGHTS,0520001A,129,123,N,1083,POLLING PLACE,80,30,15,31
AVOCADO HEIGHTS,0520001A,129,123,N,0,VBM PORTION,75,34,11,24
AVOCADO HEIGHTS,0520001A,129,123,N,1083,TOTAL,155,64,26,55
AVOCADO HEIGHTS,0520002A,130,123,N,709,POLLING PLACE,51,12,7,31
AVOCADO HEIGHTS,0520002A,130,123,N,0,VBM PORTION,20,7,1,10
AVOCADO HEIGHTS,0520002A,130,123,N,709,TOTAL,71,19,8,41
AVOCADO HEIGHTS,0520003A,6015,126,Y,0,POLLING PLACE,0,0,0,0
AVOCADO HEIGHTS,0520003A,6015,126,Y,0,VBM PORTION,0,0,0,0
AVOCADO HEIGHTS,0520003A,6015,126,Y,0,TOTAL,0,0,0,0
AVOCADO HEIGHTS,0520004A,131,124,N,784,POLLING PLACE,97,35,16,33
AVOCADO HEIGHTS,0520004A,131,124,N,0,VBM PORTION,70,34,10,16
AVOCADO HEIGHTS,0520004A,131,124,N,784,TOTAL,167,69,26,49
AVOCADO HEIGHTS,0520005B,132,123,N,788,POLLING PLACE,55,17,10,25
AVOCADO HEIGHTS,0520005B,132,123,N,0,VBM PORTION,25,12,4,7
AVOCADO HEIGHTS,0520005B,132,123,N,788,TOTAL,80,29,14,32
AVOCADO HEIGHTS,0520007A,133,124,N,525,POLLING PLACE,19,12,1,6
AVOCADO HEIGHTS,0520007A,133,124,N,0,VBM PORTION,19,8,2,8
AVOCADO HEIGHTS,0520007A,133,124,N,525,TOTAL,38,20,3,14
AVOCADO HEIGHTS,0520008A,134,123,N,866,POLLING PLACE,67,23,11,24
AVOCADO HEIGHTS,0520008A,134,123,N,0,VBM PORTION,30,13,3,10
AVOCADO HEIGHTS,0520008A,134,123,N,866,TOTAL,97,36,14,34
AVOCADO HEIGHTS,0520009A,135,123,N,759,POLLING PLACE,63,12,17,23
AVOCADO HEIGHTS,0520009A,135,123,N,0,VBM PORTION,55,22,16,8
AVOCADO HEIGHTS,0520009A,135,123,N,759,TOTAL,118,34,33,31
AVOCADO HEIGHTS,0520010A,136,123,N,757,POLLING PLACE,50,15,8,25
AVOCADO HEIGHTS,0520010A,136,123,N,0,VBM PORTION,44,14,6,23
AVOCADO HEIGHTS,0520010A,136,123,N,757,TOTAL,94,29,14,48
AVOCADO HEIGHTS,0520012A,137,123,N,484,POLLING PLACE,48,10,10,20
AVOCADO HEIGHTS,0520012A,137,123,N,0,VBM PORTION,30,7,9,10
AVOCADO HEIGHTS,0520012A,137,123,N,484,TOTAL,78,17,19,30
AVOCADO HEIGHTS,0520016A,6016,123,Y,0,POLLING PLACE,0,0,0,0
AVOCADO HEIGHTS,0520016A,6016,123,Y,0,VBM PORTION,0,0,0,0
AVOCADO HEIGHTS,0520016A,6016,123,Y,0,TOTAL,0,0,0,0
AVOCADO HEIGHTS,0520017A,138,123,N,582,POLLING PLACE,21,6,7,7
AVOCADO HEIGHTS,0520017A,138,123,N,0,VBM PORTION,19,7,2,5
AVOCADO HEIGHTS,0520017A,138,123,N,582,TOTAL,40,13,9,12
AZUSA,0550001A,139,66,N,624,POLLING PLACE,26,7,12,4
AZUSA,0550001A,139,66,N,0,VBM PORTION,22,7,1,10
AZUSA,0550001A,139,66,N,624,TOTAL,48,14,13,14
AZUSA,0550002A,140,66,N,790,POLLING PLACE,56,16,12,16
AZUSA,0550002A,140,66,N,0,VBM PORTION,32,15,4,9
AZUSA,0550002A,140,66,N,790,TOTAL,88,31,16,25
AZUSA,0550008A,141,66,N,1080,POLLING PLACE,95,25,15,47
AZUSA,0550008A,141,66,N,0,VBM PORTION,52,19,10,17
AZUSA,0550008A,141,66,N,1080,TOTAL,147,44,25,64
AZUSA,0550009A,142,66,N,1205,POLLING PLACE,88,24,22,37
AZUSA,0550009A,142,66,N,0,VBM PORTION,58,17,9,24
AZUSA,0550009A,142,66,N,1205,TOTAL,146,41,31,61
AZUSA,0550010B,143,66,N,818,POLLING PLACE,27,10,2,11
AZUSA,0550010B,143,66,N,0,VBM PORTION,25,5,11,6
AZUSA,0550010B,143,66,N,818,TOTAL,52,15,13,17
AZUSA,0550011A,144,66,N,796,POLLING PLACE,57,21,18,14
AZUSA,0550011A,144,66,N,0,VBM PORTION,99,35,31,24
AZUSA,0550011A,144,66,N,796,TOTAL,156,56,49,38
AZUSA,0550012A,145,66,N,630,POLLING PLACE,35,7,5,20
AZUSA,0550012A,145,66,N,0,VBM PORTION,16,4,4,6
AZUSA,0550012A,145,66,N,630,TOTAL,51,11,9,26
AZUSA,0550012B,146,66,N,939,POLLING PLACE,82,20,16,31
AZUSA,0550012B,146,66,N,0,VBM PORTION,45,16,9,11
AZUSA,0550012B,146,66,N,939,TOTAL,127,36,25,42
AZUSA,0550023F,147,66,N,451,POLLING PLACE,24,11,5,4
AZUSA,0550023F,147,66,N,0,VBM PORTION,31,13,4,9
AZUSA,0550023F,147,66,N,451,TOTAL,55,24,9,13
AZUSA,0550025A,148,66,N,1185,POLLING PLACE,77,12,24,37
AZUSA,0550025A,148,66,N,0,VBM PORTION,59,18,22,12
AZUSA,0550025A,148,66,N,1185,TOTAL,136,30,46,49
AZUSA,0550025B,149,66,N,510,POLLING PLACE,25,5,6,9
AZUSA,0550025B,149,66,N,0,VBM PORTION,24,4,5,12
AZUSA,0550025B,149,66,N,510,TOTAL,49,9,11,21
AZUSA,0550073A,150,66,N,884,POLLING PLACE,63,23,12,23
AZUSA,0550073A,150,66,N,0,VBM PORTION,67,17,23,19
AZUSA,0550073A,150,66,N,884,TOTAL,130,40,35,42
AZUSA,0550074A,151,66,N,1181,POLLING PLACE,75,16,19,27
AZUSA,0550074A,151,66,N,0,VBM PORTION,73,27,18,14
AZUSA,0550074A,151,66,N,1181,TOTAL,148,43,37,41
AZUSA,0550076A,152,66,N,673,POLLING PLACE,42,17,8,12
AZUSA,0550076A,152,66,N,0,VBM PORTION,28,8,8,8
AZUSA,0550076A,152,66,N,673,TOTAL,70,25,16,20
AZUSA,0550078A,153,66,N,1268,POLLING PLACE,77,20,15,30
AZUSA,0550078A,153,66,N,0,VBM PORTION,54,18,11,18
AZUSA,0550078A,153,66,N,1268,TOTAL,131,38,26,48
AZUSA,0550079A,154,66,N,852,POLLING PLACE,60,25,14,17
AZUSA,0550079A,154,66,N,0,VBM PORTION,137,36,46,21
AZUSA,0550079A,154,66,N,852,TOTAL,197,61,60,38
AZUSA,0550080A,155,66,N,1246,POLLING PLACE,116,36,31,34
AZUSA,0550080A,155,66,N,0,VBM PORTION,93,25,27,27
AZUSA,0550080A,155,66,N,1246,TOTAL,209,61,58,61
AZUSA,0550081A,156,66,N,793,POLLING PLACE,60,22,19,13
AZUSA,0550081A,156,66,N,0,VBM PORTION,88,24,30,17
AZUSA,0550081A,156,66,N,793,TOTAL,148,46,49,30
AZUSA,0550084B,157,66,N,927,POLLING PLACE,75,20,14,31
AZUSA,0550084B,157,66,N,0,VBM PORTION,72,22,19,19
AZUSA,0550084B,157,66,N,927,TOTAL,147,42,33,50
AZUSA,0550085A,158,66,N,959,POLLING PLACE,73,23,18,22
AZUSA,0550085A,158,66,N,0,VBM PORTION,78,24,27,12
AZUSA,0550085A,158,66,N,959,TOTAL,151,47,45,34
AZUSA,0550086A,159,66,N,631,POLLING PLACE,75,23,18,22
AZUSA,0550086A,159,66,N,0,VBM PORTION,46,12,13,16
AZUSA,0550086A,159,66,N,631,TOTAL,121,35,31,38
BALDWIN PARK,0600001A,160,66,N,1066,POLLING PLACE,53,10,10,27
BALDWIN PARK,0600001A,160,66,N,0,VBM PORTION,35,15,3,11
BALDWIN PARK,0600001A,160,66,N,1066,TOTAL,88,25,13,38
BALDWIN PARK,0600002A,161,66,N,1150,POLLING PLACE,52,10,11,24
BALDWIN PARK,0600002A,161,66,N,0,VBM PORTION,50,10,14,22
BALDWIN PARK,0600002A,161,66,N,1150,TOTAL,102,20,25,46
BALDWIN PARK,0600006A,162,66,N,1109,POLLING PLACE,76,31,14,23
BALDWIN PARK,0600006A,162,66,N,0,VBM PORTION,42,20,6,12
BALDWIN PARK,0600006A,162,66,N,1109,TOTAL,118,51,20,35
BALDWIN PARK,0600007A,163,66,N,904,POLLING PLACE,49,16,6,22
BALDWIN PARK,0600007A,163,66,N,0,VBM PORTION,45,20,10,8
BALDWIN PARK,0600007A,163,66,N,904,TOTAL,94,36,16,30
BALDWIN PARK,0600008A,164,66,N,1061,POLLING PLACE,84,25,12,37
BALDWIN PARK,0600008A,164,66,N,0,VBM PORTION,54,19,8,23
BALDWIN PARK,0600008A,164,66,N,1061,TOTAL,138,44,20,60
BALDWIN PARK,0600009A,165,66,N,1176,POLLING PLACE,57,22,8,24
BALDWIN PARK,0600009A,165,66,N,0,VBM PORTION,43,17,10,13
BALDWIN PARK,0600009A,165,66,N,1176,TOTAL,100,39,18,37
BALDWIN PARK,0600010A,166,66,N,1008,POLLING PLACE,75,31,11,26
BALDWIN PARK,0600010A,166,66,N,0,VBM PORTION,56,15,9,26
BALDWIN PARK,0600010A,166,66,N,1008,TOTAL,131,46,20,52
BALDWIN PARK,0600012A,167,66,N,1214,POLLING PLACE,60,24,13,18
BALDWIN PARK,0600012A,167,66,N,0,VBM PORTION,52,21,9,15
BALDWIN PARK,0600012A,167,66,N,1214,TOTAL,112,45,22,33
BALDWIN PARK,0600013A,168,66,N,1224,POLLING PLACE,76,23,8,34
BALDWIN PARK,0600013A,168,66,N,0,VBM PORTION,75,23,16,30
BALDWIN PARK,0600013A,168,66,N,1224,TOTAL,151,46,24,64
BALDWIN PARK,0600014A,169,66,N,1227,POLLING PLACE,78,31,8,28
BALDWIN PARK,0600014A,169,66,N,0,VBM PORTION,72,20,17,18
BALDWIN PARK,0600014A,169,66,N,1227,TOTAL,150,51,25,46
BALDWIN PARK,0600016A,170,66,N,1135,POLLING PLACE,61,11,18,23
BALDWIN PARK,0600016A,170,66,N,0,VBM PORTION,67,24,15,17
BALDWIN PARK,0600016A,170,66,N,1135,TOTAL,128,35,33,40
BALDWIN PARK,0600017A,171,66,N,505,POLLING PLACE,29,10,10,8
BALDWIN PARK,0600017A,171,66,N,0,VBM PORTION,31,15,5,9
BALDWIN PARK,0600017A,171,66,N,505,TOTAL,60,25,15,17
BALDWIN PARK,0600019A,172,66,N,1233,POLLING PLACE,81,29,26,22
BALDWIN PARK,0600019A,172,66,N,0,VBM PORTION,60,22,8,19
BALDWIN PARK,0600019A,172,66,N,1233,TOTAL,141,51,34,41
BALDWIN PARK,0600020A,173,66,N,1200,POLLING PLACE,67,31,8,23
BALDWIN PARK,0600020A,173,66,N,0,VBM PORTION,45,15,8,16
BALDWIN PARK,0600020A,173,66,N,1200,TOTAL,112,46,16,39
BALDWIN PARK,0600021B,174,66,N,841,POLLING PLACE,34,10,7,17
BALDWIN PARK,0600021B,174,66,N,0,VBM PORTION,36,7,3,17
BALDWIN PARK,0600021B,174,66,N,841,TOTAL,70,17,10,34
BALDWIN PARK,0600024E,175,66,N,1235,POLLING PLACE,59,10,17,29
BALDWIN PARK,0600024E,175,66,N,0,VBM PORTION,80,28,11,35
BALDWIN PARK,0600024E,175,66,N,1235,TOTAL,139,38,28,64
BALDWIN PARK,0600025A,176,66,N,750,POLLING PLACE,36,12,4,16
BALDWIN PARK,0600025A,176,66,N,0,VBM PORTION,26,13,5,7
BALDWIN PARK,0600025A,176,66,N,750,TOTAL,62,25,9,23
BALDWIN PARK,0600026A,177,66,N,964,POLLING PLACE,60,13,8,27
BALDWIN PARK,0600026A,177,66,N,0,VBM PORTION,37,11,11,8
BALDWIN PARK,0600026A,177,66,N,964,TOTAL,97,24,19,35
BALDWIN PARK,0600027A,178,66,N,1197,POLLING PLACE,75,17,7,48
BALDWIN PARK,0600027A,178,66,N,0,VBM PORTION,58,27,9,16
BALDWIN PARK,0600027A,178,66,N,1197,TOTAL,133,44,16,64
BALDWIN PARK,0600028A,179,66,N,998,POLLING PLACE,53,19,11,21
BALDWIN PARK,0600028A,179,66,N,0,VBM PORTION,42,16,8,12
BALDWIN PARK,0600028A,179,66,N,998,TOTAL,95,35,19,33
BALDWIN PARK,0600029A,180,66,N,1143,POLLING PLACE,51,16,4,22
BALDWIN PARK,0600029A,180,66,N,0,VBM PORTION,43,16,2,20
BALDWIN PARK,0600029A,180,66,N,1143,TOTAL,94,32,6,42
BALDWIN PARK,0600030A,181,66,N,784,POLLING PLACE,49,14,11,15
BALDWIN PARK,0600030A,181,66,N,0,VBM PORTION,42,15,8,13
BALDWIN PARK,0600030A,181,66,N,784,TOTAL,91,29,19,28
BALDWIN PARK,0600034A,182,66,N,1028,POLLING PLACE,41,13,1,24
BALDWIN PARK,0600034A,182,66,N,0,VBM PORTION,31,7,3,17
BALDWIN PARK,0600034A,182,66,N,1028,TOTAL,72,20,4,41
BALDWIN PARK,0600035A,183,66,N,1131,POLLING PLACE,73,22,21,25
BALDWIN PARK,0600035A,183,66,N,0,VBM PORTION,42,13,10,19
BALDWIN PARK,0600035A,183,66,N,1131,TOTAL,115,35,31,44
BALDWIN PARK,0600036A,184,66,N,962,POLLING PLACE,60,14,4,36
BALDWIN PARK,0600036A,184,66,N,0,VBM PORTION,56,20,16,12
BALDWIN PARK,0600036A,184,66,N,962,TOTAL,116,34,20,48
BALDWIN PARK,0600037A,185,66,N,1173,POLLING PLACE,66,22,11,25
BALDWIN PARK,0600037A,185,66,N,0,VBM PORTION,50,20,9,19
BALDWIN PARK,0600037A,185,66,N,1173,TOTAL,116,42,20,44
BALDWIN PARK,0600041B,186,66,N,1028,POLLING PLACE,59,16,9,24
BALDWIN PARK,0600041B,186,66,N,0,VBM PORTION,44,23,6,12
BALDWIN PARK,0600041B,186,66,N,1028,TOTAL,103,39,15,36
BALDWIN PARK,0600052B,187,66,N,1072,POLLING PLACE,70,8,13,43
BALDWIN PARK,0600052B,187,66,N,0,VBM PORTION,21,11,1,7
BALDWIN PARK,0600052B,187,66,N,1072,TOTAL,91,19,14,50
BASSETT,0670005A,188,66,N,784,POLLING PLACE,53,15,22,12
BASSETT,0670005A,188,66,N,0,VBM PORTION,33,15,5,13
BASSETT,0670005A,188,66,N,784,TOTAL,86,30,27,25
BASSETT,0670006A,189,66,N,1076,POLLING PLACE,45,18,11,10
BASSETT,0670006A,189,66,N,0,VBM PORTION,41,16,5,16
BASSETT,0670006A,189,66,N,1076,TOTAL,86,34,16,26
BASSETT,0670010A,190,66,N,751,POLLING PLACE,41,12,4,21
BASSETT,0670010A,190,66,N,0,VBM PORTION,34,13,4,15
BASSETT,0670010A,190,66,N,751,TOTAL,75,25,8,36
BASSETT,0670141A,191,66,N,1152,POLLING PLACE,82,25,20,30
BASSETT,0670141A,191,66,N,0,VBM PORTION,42,18,12,10
BASSETT,0670141A,191,66,N,1152,TOTAL,124,43,32,40
BASSETT,0670142A,192,66,N,626,POLLING PLACE,42,9,13,15
BASSETT,0670142A,192,66,N,0,VBM PORTION,28,10,7,10
BASSETT,0670142A,192,66,N,626,TOTAL,70,19,20,25
BASSETT,0670143A,193,66,N,1026,POLLING PLACE,95,29,14,47
BASSETT,0670143A,193,66,N,0,VBM PORTION,40,9,13,13
BASSETT,0670143A,193,66,N,1026,TOTAL,135,38,27,60
BASSETT,0670144A,194,66,N,991,POLLING PLACE,80,20,19,33
BASSETT,0670144A,194,66,N,0,VBM PORTION,49,20,14,5
BASSETT,0670144A,194,66,N,991,TOTAL,129,40,33,38
BELL,0700001A,195,164,N,1018,POLLING PLACE,63,18,8,32
BELL,0700001A,195,164,N,0,VBM PORTION,30,10,1,17
BELL,0700001A,195,164,N,1018,TOTAL,93,28,9,49
BELL,0700002A,196,164,N,1028,POLLING PLACE,56,9,9,33
BELL,0700002A,196,164,N,0,VBM PORTION,21,2,4,10
BELL,0700002A,196,164,N,1028,TOTAL,77,11,13,43
BELL,0700005A,197,164,N,1201,POLLING PLACE,50,8,8,29
BELL,0700005A,197,164,N,0,VBM PORTION,42,10,6,20
BELL,0700005A,197,164,N,1201,TOTAL,92,18,14,49
BELL,0700007B,198,164,N,1209,POLLING PLACE,77,32,14,17
BELL,0700007B,198,164,N,0,VBM PORTION,44,8,5,26
BELL,0700007B,198,164,N,1209,TOTAL,121,40,19,43
BELL,0700008A,199,164,N,1154,POLLING PLACE,70,18,17,31
BELL,0700008A,199,164,N,0,VBM PORTION,27,9,6,9
BELL,0700008A,199,164,N,1154,TOTAL,97,27,23,40
BELL,0700010A,200,164,N,1237,POLLING PLACE,71,13,11,38
BELL,0700010A,200,164,N,0,VBM PORTION,42,13,13,11
BELL,0700010A,200,164,N,1237,TOTAL,113,26,24,49
BELL,0700011A,201,164,N,1221,POLLING PLACE,59,15,10,27
BELL,0700011A,201,164,N,0,VBM PORTION,41,13,7,19
BELL,0700011A,201,164,N,1221,TOTAL,100,28,17,46
BELL,0700013A,202,164,N,1063,POLLING PLACE,62,12,11,31
BELL,0700013A,202,164,N,0,VBM PORTION,52,9,15,21
BELL,0700013A,202,164,N,1063,TOTAL,114,21,26,52
BELL,0700017A,203,164,N,946,POLLING PLACE,46,15,4,20
BELL,0700017A,203,164,N,0,VBM PORTION,20,6,4,7
BELL,0700017A,203,164,N,946,TOTAL,66,21,8,27
BELL,0700018A,204,164,N,1098,POLLING PLACE,64,6,11,36
BELL,0700018A,204,164,N,0,VBM PORTION,28,3,12,5
BELL,0700018A,204,164,N,1098,TOTAL,92,9,23,41
BELLFLOWER,0750006A,205,139,N,881,POLLING PLACE,32,11,12,5
BELLFLOWER,0750006A,205,139,N,0,VBM PORTION,66,29,16,12
BELLFLOWER,0750006A,205,139,N,881,TOTAL,98,40,28,17
BELLFLOWER,0750009A,206,139,N,1116,POLLING PLACE,62,17,14,20
BELLFLOWER,0750009A,206,139,N,0,VBM PORTION,66,23,20,13
BELLFLOWER,0750009A,206,139,N,1116,TOTAL,128,40,34,33
BELLFLOWER,0750010A,207,139,N,1076,POLLING PLACE,55,31,11,7
BELLFLOWER,0750010A,207,139,N,0,VBM PORTION,36,10,12,10
BELLFLOWER,0750010A,207,139,N,1076,TOTAL,91,41,23,17
BELLFLOWER,0750011A,208,139,N,1082,POLLING PLACE,97,32,29,20
BELLFLOWER,0750011A,208,139,N,0,VBM PORTION,63,16,18,21
BELLFLOWER,0750011A,208,139,N,1082,TOTAL,160,48,47,41
BELLFLOWER,0750012A,209,137,N,603,POLLING PLACE,25,8,6,8
BELLFLOWER,0750012A,209,137,N,0,VBM PORTION,27,10,5,10
BELLFLOWER,0750012A,209,137,N,603,TOTAL,52,18,11,18
BELLFLOWER,0750012D,210,137,N,942,POLLING PLACE,26,9,6,8
BELLFLOWER,0750012D,210,137,N,0,VBM PORTION,20,9,2,6
BELLFLOWER,0750012D,210,137,N,942,TOTAL,46,18,8,14
BELLFLOWER,0750014A,211,139,N,1050,POLLING PLACE,61,20,20,15
BELLFLOWER,0750014A,211,139,N,0,VBM PORTION,51,18,7,19
BELLFLOWER,0750014A,211,139,N,1050,TOTAL,112,38,27,34
BELLFLOWER,0750016A,212,139,N,1224,POLLING PLACE,63,20,22,17
BELLFLOWER,0750016A,212,139,N,0,VBM PORTION,77,34,21,13
BELLFLOWER,0750016A,212,139,N,1224,TOTAL,140,54,43,30
BELLFLOWER,0750017B,213,139,N,1266,POLLING PLACE,41,13,5,17
BELLFLOWER,0750017B,213,139,N,0,VBM PORTION,43,13,12,15
BELLFLOWER,0750017B,213,139,N,1266,TOTAL,84,26,17,32
BELLFLOWER,0750019A,214,139,N,1161,POLLING PLACE,65,20,12,25
BELLFLOWER,0750019A,214,139,N,0,VBM PORTION,65,28,15,12
BELLFLOWER,0750019A,214,139,N,1161,TOTAL,130,48,27,37
BELLFLOWER,0750021A,215,139,N,856,POLLING PLACE,59,13,10,27
BELLFLOWER,0750021A,215,139,N,0,VBM PORTION,59,19,15,11
BELLFLOWER,0750021A,215,139,N,856,TOTAL,118,32,25,38
BELLFLOWER,0750022A,216,137,N,1054,POLLING PLACE,103,33,31,24
BELLFLOWER,0750022A,216,137,N,0,VBM PORTION,84,22,23,25
BELLFLOWER,0750022A,216,137,N,1054,TOTAL,187,55,54,49
BELLFLOWER,0750024A,217,139,N,1096,POLLING PLACE,64,21,11,26
BELLFLOWER,0750024A,217,139,N,0,VBM PORTION,59,27,13,14
BELLFLOWER,0750024A,217,139,N,1096,TOTAL,123,48,24,40
BELLFLOWER,0750025A,218,139,N,607,POLLING PLACE,37,13,12,9
BELLFLOWER,0750025A,218,139,N,0,VBM PORTION,60,25,14,10
BELLFLOWER,0750025A,218,139,N,607,TOTAL,97,38,26,19
BELLFLOWER,0750027A,219,137,N,1088,POLLING PLACE,70,29,16,21
BELLFLOWER,0750027A,219,137,N,0,VBM PORTION,72,27,15,18
BELLFLOWER,0750027A,219,137,N,1088,TOTAL,142,56,31,39
BELLFLOWER,0750028A,220,139,N,1236,POLLING PLACE,81,31,25,21
BELLFLOWER,0750028A,220,139,N,0,VBM PORTION,70,15,16,27
BELLFLOWER,0750028A,220,139,N,1236,TOTAL,151,46,41,48
BELLFLOWER,0750029C,221,137,N,857,POLLING PLACE,46,13,7,18
BELLFLOWER,0750029C,221,137,N,0,VBM PORTION,44,17,11,9
BELLFLOWER,0750029C,221,137,N,857,TOTAL,90,30,18,27
BELLFLOWER,0750030A,222,137,N,1124,POLLING PLACE,84,31,20,22
BELLFLOWER,0750030A,222,137,N,0,VBM PORTION,66,18,20,21
BELLFLOWER,0750030A,222,137,N,1124,TOTAL,150,49,40,43
BELLFLOWER,0750031C,223,137,N,958,POLLING PLACE,53,20,14,12
BELLFLOWER,0750031C,223,137,N,0,VBM PORTION,56,19,14,20
BELLFLOWER,0750031C,223,137,N,958,TOTAL,109,39,28,32
BELLFLOWER,0750032A,224,137,N,873,POLLING PLACE,48,19,12,14
BELLFLOWER,0750032A,224,137,N,0,VBM PORTION,28,10,4,12
BELLFLOWER,0750032A,224,137,N,873,TOTAL,76,29,16,26
BELLFLOWER,0750032C,225,137,N,742,POLLING PLACE,33,11,10,7
BELLFLOWER,0750032C,225,137,N,0,VBM PORTION,36,15,6,10
BELLFLOWER,0750032C,225,137,N,742,TOTAL,69,26,16,17
BELLFLOWER,0750033A,226,137,N,997,POLLING PLACE,76,26,15,25
BELLFLOWER,0750033A,226,137,N,0,VBM PORTION,54,17,16,14
BELLFLOWER,0750033A,226,137,N,997,TOTAL,130,43,31,39
BELLFLOWER,0750034A,227,137,N,934,POLLING PLACE,71,23,22,22
BELLFLOWER,0750034A,227,137,N,0,VBM PORTION,75,17,27,18
BELLFLOWER,0750034A,227,137,N,934,TOTAL,146,40,49,40
BELLFLOWER,0750035A,228,137,N,921,POLLING PLACE,51,23,9,14
BELLFLOWER,0750035A,228,137,N,0,VBM PORTION,76,24,28,15
BELLFLOWER,0750035A,228,137,N,921,TOTAL,127,47,37,29
BELLFLOWER,0750036A,229,137,N,1025,POLLING PLACE,36,8,4,13
BELLFLOWER,0750036A,229,137,N,0,VBM PORTION,32,6,12,10
BELLFLOWER,0750036A,229,137,N,1025,TOTAL,68,14,16,23
BELLFLOWER,0750037B,230,139,N,597,POLLING PLACE,44,18,6,10
BELLFLOWER,0750037B,230,139,N,0,VBM PORTION,31,9,6,11
BELLFLOWER,0750037B,230,139,N,597,TOTAL,75,27,12,21
