LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,TOM GRIEGO,STEVEN P SCHREINER,ANDREW M STEIN
ARCADIA,0350045B,108,76,N,1355,POLLING PLACE,88,15,17,25
ARCADIA,0350045B,108,76,N,0,VBM PORTION,146,29,50,22
ARCADIA,0350045B,108,76,N,1355,TOTAL,234,44,67,47
ARCADIA,0350048A,109,76,N,1098,POLLING PLACE,112,13,34,30
ARCADIA,0350048A,109,76,N,0,VBM PORTION,92,21,23,12
ARCADIA,0350048A,109,76,N,1098,TOTAL,204,34,57,42
ARCADIA,0350054A,110,76,N,1254,POLLING PLACE,135,32,43,33
ARCADIA,0350054A,110,76,N,0,VBM PORTION,152,33,41,26
ARCADIA,0350054A,110,76,N,1254,TOTAL,287,65,84,59
ARCADIA,0350058A,111,76,N,1346,POLLING PLACE,119,16,42,21
ARCADIA,0350058A,111,76,N,0,VBM PORTION,114,33,31,8
ARCADIA,0350058A,111,76,N,1346,TOTAL,233,49,73,29
ARCADIA,0350062B,112,76,N,1218,POLLING PLACE,81,23,18,22
ARCADIA,0350062B,112,76,N,0,VBM PORTION,115,28,23,28
ARCADIA,0350062B,112,76,N,1218,TOTAL,196,51,41,50
ARCADIA,0350079A,113,76,N,1247,POLLING PLACE,107,23,28,29
ARCADIA,0350079A,113,76,N,0,VBM PORTION,123,34,42,21
ARCADIA,0350079A,113,76,N,1247,TOTAL,230,57,70,50
ARCADIA,0350104A,114,76,N,1310,POLLING PLACE,114,23,38,25
ARCADIA,0350104A,114,76,N,0,VBM PORTION,127,24,44,20
ARCADIA,0350104A,114,76,N,1310,TOTAL,241,47,82,45
ARTESIA,0400001A,115,137,N,819,POLLING PLACE,86,44,8,16
ARTESIA,0400001A,115,137,N,0,VBM PORTION,27,11,3,10
ARTESIA,0400001A,115,137,N,819,TOTAL,113,55,11,26
ARTESIA,0400002A,116,137,N,1182,POLLING PLACE,78,20,26,19
ARTESIA,0400002A,116,137,N,0,VBM PORTION,137,47,32,24
ARTESIA,0400002A,116,137,N,1182,TOTAL,215,67,58,43
ARTESIA,0400004A,117,137,N,1004,POLLING PLACE,89,12,12,27
ARTESIA,0400004A,117,137,N,0,VBM PORTION,66,23,7,17
ARTESIA,0400004A,117,137,N,1004,TOTAL,155,35,19,44
ARTESIA,0400006A,118,137,N,1042,POLLING PLACE,77,28,14,19
ARTESIA,0400006A,118,137,N,0,VBM PORTION,66,17,10,17
ARTESIA,0400006A,118,137,N,1042,TOTAL,143,45,24,36
ARTESIA,0400007A,119,137,N,1049,POLLING PLACE,85,22,16,22
ARTESIA,0400007A,119,137,N,0,VBM PORTION,95,29,12,20
ARTESIA,0400007A,119,137,N,1049,TOTAL,180,51,28,42
ARTESIA,0400008A,120,137,N,1154,POLLING PLACE,81,22,13,19
ARTESIA,0400008A,120,137,N,0,VBM PORTION,102,36,18,24
ARTESIA,0400008A,120,137,N,1154,TOTAL,183,58,31,43
ARTESIA,0400010C,121,137,N,1140,POLLING PLACE,59,21,9,15
ARTESIA,0400010C,121,137,N,0,VBM PORTION,99,22,24,31
ARTESIA,0400010C,121,137,N,1140,TOTAL,158,43,33,46
ATHENS,0450001A,122,178,N,1221,POLLING PLACE,64,27,12,13
ATHENS,0450001A,122,178,N,0,VBM PORTION,60,27,5,17
ATHENS,0450001A,122,178,N,1221,TOTAL,124,54,17,30
ATHENS,0450002B,123,178,N,1263,POLLING PLACE,107,41,16,25
ATHENS,0450002B,123,178,N,0,VBM PORTION,53,24,6,9
ATHENS,0450002B,123,178,N,1263,TOTAL,160,65,22,34
ATHENS,0450004A,124,178,N,1271,POLLING PLACE,85,45,11,17
ATHENS,0450004A,124,178,N,0,VBM PORTION,65,20,13,16
ATHENS,0450004A,124,178,N,1271,TOTAL,150,65,24,33
ATHENS,0450007A,125,178,N,1111,POLLING PLACE,104,44,18,25
ATHENS,0450007A,125,178,N,0,VBM PORTION,58,25,10,7
ATHENS,0450007A,125,178,N,1111,TOTAL,162,69,28,32
ATHENS,0450008A,126,178,N,600,POLLING PLACE,69,32,10,18
ATHENS,0450008A,126,178,N,0,VBM PORTION,25,10,3,8
ATHENS,0450008A,126,178,N,600,TOTAL,94,42,13,26
AVALON,0500001A,127,187,N,496,POLLING PLACE,63,20,13,11
AVALON,0500001A,127,187,N,0,VBM PORTION,55,16,7,8
AVALON,0500001A,127,187,N,496,TOTAL,118,36,20,19
AVALON,0500003A,128,187,N,1234,POLLING PLACE,127,31,30,26
AVALON,0500003A,128,187,N,0,VBM PORTION,129,23,36,28
AVALON,0500003A,128,187,N,1234,TOTAL,256,54,66,54
AVOCADO HEIGHTS,0520001A,129,123,N,1083,POLLING PLACE,80,33,17,22
AVOCADO HEIGHTS,0520001A,129,123,N,0,VBM PORTION,75,23,28,8
AVOCADO HEIGHTS,0520001A,129,123,N,1083,TOTAL,155,56,45,30
AVOCADO HEIGHTS,0520002A,130,123,N,709,POLLING PLACE,51,25,6,11
AVOCADO HEIGHTS,0520002A,130,123,N,0,VBM PORTION,20,14,1,2
AVOCADO HEIGHTS,0520002A,130,123,N,709,TOTAL,71,39,7,13
AVOCADO HEIGHTS,0520003A,6015,126,Y,0,POLLING PLACE,0,0,0,0
AVOCADO HEIGHTS,0520003A,6015,126,Y,0,VBM PORTION,0,0,0,0
AVOCADO HEIGHTS,0520003A,6015,126,Y,0,TOTAL,0,0,0,0
AVOCADO HEIGHTS,0520004A,131,124,N,784,POLLING PLACE,97,32,21,19
AVOCADO HEIGHTS,0520004A,131,124,N,0,VBM PORTION,70,27,14,12
AVOCADO HEIGHTS,0520004A,131,124,N,784,TOTAL,167,59,35,31
AVOCADO HEIGHTS,0520005B,132,123,N,788,POLLING PLACE,55,24,8,15
AVOCADO HEIGHTS,0520005B,132,123,N,0,VBM PORTION,25,9,8,5
AVOCADO HEIGHTS,0520005B,132,123,N,788,TOTAL,80,33,16,20
AVOCADO HEIGHTS,0520007A,133,124,N,525,POLLING PLACE,19,9,5,1
AVOCADO HEIGHTS,0520007A,133,124,N,0,VBM PORTION,19,4,5,3
AVOCADO HEIGHTS,0520007A,133,124,N,525,TOTAL,38,13,10,4
AVOCADO HEIGHTS,0520008A,134,123,N,866,POLLING PLACE,67,29,9,7
AVOCADO HEIGHTS,0520008A,134,123,N,0,VBM PORTION,30,10,10,4
AVOCADO HEIGHTS,0520008A,134,123,N,866,TOTAL,97,39,19,11
AVOCADO HEIGHTS,0520009A,135,123,N,759,POLLING PLACE,63,21,15,10
AVOCADO HEIGHTS,0520009A,135,123,N,0,VBM PORTION,55,16,17,7
AVOCADO HEIGHTS,0520009A,135,123,N,759,TOTAL,118,37,32,17
AVOCADO HEIGHTS,0520010A,136,123,N,757,POLLING PLACE,50,21,13,6
AVOCADO HEIGHTS,0520010A,136,123,N,0,VBM PORTION,44,20,15,5
AVOCADO HEIGHTS,0520010A,136,123,N,757,TOTAL,94,41,28,11
AVOCADO HEIGHTS,0520012A,137,123,N,484,POLLING PLACE,48,14,12,12
AVOCADO HEIGHTS,0520012A,137,123,N,0,VBM PORTION,30,14,7,3
AVOCADO HEIGHTS,0520012A,137,123,N,484,TOTAL,78,28,19,15
AVOCADO HEIGHTS,0520016A,6016,123,Y,0,POLLING PLACE,0,0,0,0
AVOCADO HEIGHTS,0520016A,6016,123,Y,0,VBM PORTION,0,0,0,0
AVOCADO HEIGHTS,0520016A,6016,123,Y,0,TOTAL,0,0,0,0
AVOCADO HEIGHTS,0520017A,138,123,N,582,POLLING PLACE,21,7,3,7
AVOCADO HEIGHTS,0520017A,138,123,N,0,VBM PORTION,19,4,7,3
AVOCADO HEIGHTS,0520017A,138,123,N,582,TOTAL,40,11,10,10
AZUSA,0550001A,139,66,N,624,POLLING PLACE,26,11,5,5
AZUSA,0550001A,139,66,N,0,VBM PORTION,22,6,5,3
AZUSA,0550001A,139,66,N,624,TOTAL,48,17,10,8
AZUSA,0550002A,140,66,N,790,POLLING PLACE,56,17,16,12
AZUSA,0550002A,140,66,N,0,VBM PORTION,32,7,14,3
AZUSA,0550002A,140,66,N,790,TOTAL,88,24,30,15
AZUSA,0550008A,141,66,N,1080,POLLING PLACE,95,34,25,14
AZUSA,0550008A,141,66,N,0,VBM PORTION,52,20,9,15
AZUSA,0550008A,141,66,N,1080,TOTAL,147,54,34,29
AZUSA,0550009A,142,66,N,1205,POLLING PLACE,88,33,18,18
AZUSA,0550009A,142,66,N,0,VBM PORTION,58,21,16,7
AZUSA,0550009A,142,66,N,1205,TOTAL,146,54,34,25
AZUSA,0550010B,143,66,N,818,POLLING PLACE,27,7,8,6
AZUSA,0550010B,143,66,N,0,VBM PORTION,25,12,3,4
AZUSA,0550010B,143,66,N,818,TOTAL,52,19,11,10
AZUSA,0550011A,144,66,N,796,POLLING PLACE,57,12,13,17
AZUSA,0550011A,144,66,N,0,VBM PORTION,99,36,28,13
AZUSA,0550011A,144,66,N,796,TOTAL,156,48,41,30
AZUSA,0550012A,145,66,N,630,POLLING PLACE,35,12,8,7
AZUSA,0550012A,145,66,N,0,VBM PORTION,16,5,8,3
AZUSA,0550012A,145,66,N,630,TOTAL,51,17,16,10
AZUSA,0550012B,146,66,N,939,POLLING PLACE,82,27,14,21
AZUSA,0550012B,146,66,N,0,VBM PORTION,45,21,8,6
AZUSA,0550012B,146,66,N,939,TOTAL,127,48,22,27
AZUSA,0550023F,147,66,N,451,POLLING PLACE,24,8,8,2
AZUSA,0550023F,147,66,N,0,VBM PORTION,31,15,8,4
AZUSA,0550023F,147,66,N,451,TOTAL,55,23,16,6
AZUSA,0550025A,148,66,N,1185,POLLING PLACE,77,24,15,24
AZUSA,0550025A,148,66,N,0,VBM PORTION,59,23,10,11
AZUSA,0550025A,148,66,N,1185,TOTAL,136,47,25,35
AZUSA,0550025B,149,66,N,510,POLLING PLACE,25,7,5,4
AZUSA,0550025B,149,66,N,0,VBM PORTION,24,9,9,1
AZUSA,0550025B,149,66,N,510,TOTAL,49,16,14,5
AZUSA,0550073A,150,66,N,884,POLLING PLACE,63,15,13,21
AZUSA,0550073A,150,66,N,0,VBM PORTION,67,23,13,18
AZUSA,0550073A,150,66,N,884,TOTAL,130,38,26,39
AZUSA,0550074A,151,66,N,1181,POLLING PLACE,75,29,15,12
AZUSA,0550074A,151,66,N,0,VBM PORTION,73,22,13,17
AZUSA,0550074A,151,66,N,1181,TOTAL,148,51,28,29
AZUSA,0550076A,152,66,N,673,POLLING PLACE,42,15,10,7
AZUSA,0550076A,152,66,N,0,VBM PORTION,28,5,10,6
AZUSA,0550076A,152,66,N,673,TOTAL,70,20,20,13
AZUSA,0550078A,153,66,N,1268,POLLING PLACE,77,32,13,16
AZUSA,0550078A,153,66,N,0,VBM PORTION,54,28,15,5
AZUSA,0550078A,153,66,N,1268,TOTAL,131,60,28,21
AZUSA,0550079A,154,66,N,852,POLLING PLACE,60,15,22,13
AZUSA,0550079A,154,66,N,0,VBM PORTION,137,37,37,26
AZUSA,0550079A,154,66,N,852,TOTAL,197,52,59,39
AZUSA,0550080A,155,66,N,1246,POLLING PLACE,116,35,30,22
AZUSA,0550080A,155,66,N,0,VBM PORTION,93,26,24,18
AZUSA,0550080A,155,66,N,1246,TOTAL,209,61,54,40
AZUSA,0550081A,156,66,N,793,POLLING PLACE,60,15,12,11
AZUSA,0550081A,156,66,N,0,VBM PORTION,88,30,25,8
AZUSA,0550081A,156,66,N,793,TOTAL,148,45,37,19
AZUSA,0550084B,157,66,N,927,POLLING PLACE,75,25,17,10
AZUSA,0550084B,157,66,N,0,VBM PORTION,72,21,16,14
AZUSA,0550084B,157,66,N,927,TOTAL,147,46,33,24
AZUSA,0550085A,158,66,N,959,POLLING PLACE,73,22,16,25
AZUSA,0550085A,158,66,N,0,VBM PORTION,78,27,20,16
AZUSA,0550085A,158,66,N,959,TOTAL,151,49,36,41
AZUSA,0550086A,159,66,N,631,POLLING PLACE,75,29,17,12
AZUSA,0550086A,159,66,N,0,VBM PORTION,46,21,8,9
AZUSA,0550086A,159,66,N,631,TOTAL,121,50,25,21
BALDWIN PARK,0600001A,160,66,N,1066,POLLING PLACE,53,24,10,9
BALDWIN PARK,0600001A,160,66,N,0,VBM PORTION,35,13,4,15
BALDWIN PARK,0600001A,160,66,N,1066,TOTAL,88,37,14,24
BALDWIN PARK,0600002A,161,66,N,1150,POLLING PLACE,52,20,5,13
BALDWIN PARK,0600002A,161,66,N,0,VBM PORTION,50,23,8,15
BALDWIN PARK,0600002A,161,66,N,1150,TOTAL,102,43,13,28
BALDWIN PARK,0600006A,162,66,N,1109,POLLING PLACE,76,31,8,25
BALDWIN PARK,0600006A,162,66,N,0,VBM PORTION,42,18,10,5
BALDWIN PARK,0600006A,162,66,N,1109,TOTAL,118,49,18,30
BALDWIN PARK,0600007A,163,66,N,904,POLLING PLACE,49,23,7,11
BALDWIN PARK,0600007A,163,66,N,0,VBM PORTION,45,17,9,11
BALDWIN PARK,0600007A,163,66,N,904,TOTAL,94,40,16,22
BALDWIN PARK,0600008A,164,66,N,1061,POLLING PLACE,84,35,12,23
BALDWIN PARK,0600008A,164,66,N,0,VBM PORTION,54,12,11,18
BALDWIN PARK,0600008A,164,66,N,1061,TOTAL,138,47,23,41
BALDWIN PARK,0600009A,165,66,N,1176,POLLING PLACE,57,21,6,21
BALDWIN PARK,0600009A,165,66,N,0,VBM PORTION,43,23,6,8
BALDWIN PARK,0600009A,165,66,N,1176,TOTAL,100,44,12,29
BALDWIN PARK,0600010A,166,66,N,1008,POLLING PLACE,75,28,13,13
BALDWIN PARK,0600010A,166,66,N,0,VBM PORTION,56,24,11,13
BALDWIN PARK,0600010A,166,66,N,1008,TOTAL,131,52,24,26
BALDWIN PARK,0600012A,167,66,N,1214,POLLING PLACE,60,12,11,22
BALDWIN PARK,0600012A,167,66,N,0,VBM PORTION,52,17,9,18
BALDWIN PARK,0600012A,167,66,N,1214,TOTAL,112,29,20,40
BALDWIN PARK,0600013A,168,66,N,1224,POLLING PLACE,76,25,11,28
BALDWIN PARK,0600013A,168,66,N,0,VBM PORTION,75,24,21,21
BALDWIN PARK,0600013A,168,66,N,1224,TOTAL,151,49,32,49
BALDWIN PARK,0600014A,169,66,N,1227,POLLING PLACE,78,23,16,28
BALDWIN PARK,0600014A,169,66,N,0,VBM PORTION,72,28,16,15
BALDWIN PARK,0600014A,169,66,N,1227,TOTAL,150,51,32,43
BALDWIN PARK,0600016A,170,66,N,1135,POLLING PLACE,61,23,8,11
BALDWIN PARK,0600016A,170,66,N,0,VBM PORTION,67,28,12,16
BALDWIN PARK,0600016A,170,66,N,1135,TOTAL,128,51,20,27
BALDWIN PARK,0600017A,171,66,N,505,POLLING PLACE,29,12,4,8
BALDWIN PARK,0600017A,171,66,N,0,VBM PORTION,31,10,6,6
BALDWIN PARK,0600017A,171,66,N,505,TOTAL,60,22,10,14
BALDWIN PARK,0600019A,172,66,N,1233,POLLING PLACE,81,28,22,20
BALDWIN PARK,0600019A,172,66,N,0,VBM PORTION,60,14,15,16
BALDWIN PARK,0600019A,172,66,N,1233,TOTAL,141,42,37,36
BALDWIN PARK,0600020A,173,66,N,1200,POLLING PLACE,67,18,19,20
BALDWIN PARK,0600020A,173,66,N,0,VBM PORTION,45,19,10,5
BALDWIN PARK,0600020A,173,66,N,1200,TOTAL,112,37,29,25
BALDWIN PARK,0600021B,174,66,N,841,POLLING PLACE,34,11,4,12
BALDWIN PARK,0600021B,174,66,N,0,VBM PORTION,36,13,7,4
BALDWIN PARK,0600021B,174,66,N,841,TOTAL,70,24,11,16
BALDWIN PARK,0600024E,175,66,N,1235,POLLING PLACE,59,20,14,16
BALDWIN PARK,0600024E,175,66,N,0,VBM PORTION,80,33,17,21
BALDWIN PARK,0600024E,175,66,N,1235,TOTAL,139,53,31,37
BALDWIN PARK,0600025A,176,66,N,750,POLLING PLACE,36,16,6,6
BALDWIN PARK,0600025A,176,66,N,0,VBM PORTION,26,11,6,6
BALDWIN PARK,0600025A,176,66,N,750,TOTAL,62,27,12,12
BALDWIN PARK,0600026A,177,66,N,964,POLLING PLACE,60,26,8,16
BALDWIN PARK,0600026A,177,66,N,0,VBM PORTION,37,19,6,6
BALDWIN PARK,0600026A,177,66,N,964,TOTAL,97,45,14,22
BALDWIN PARK,0600027A,178,66,N,1197,POLLING PLACE,75,26,24,17
BALDWIN PARK,0600027A,178,66,N,0,VBM PORTION,58,18,19,10
BALDWIN PARK,0600027A,178,66,N,1197,TOTAL,133,44,43,27
BALDWIN PARK,0600028A,179,66,N,998,POLLING PLACE,53,20,12,12
BALDWIN PARK,0600028A,179,66,N,0,VBM PORTION,42,13,12,12
BALDWIN PARK,0600028A,179,66,N,998,TOTAL,95,33,24,24
BALDWIN PARK,0600029A,180,66,N,1143,POLLING PLACE,51,22,9,10
BALDWIN PARK,0600029A,180,66,N,0,VBM PORTION,43,15,8,10
BALDWIN PARK,0600029A,180,66,N,1143,TOTAL,94,37,17,20
BALDWIN PARK,0600030A,181,66,N,784,POLLING PLACE,49,23,7,5
BALDWIN PARK,0600030A,181,66,N,0,VBM PORTION,42,15,7,7
BALDWIN PARK,0600030A,181,66,N,784,TOTAL,91,38,14,12
BALDWIN PARK,0600034A,182,66,N,1028,POLLING PLACE,41,14,5,14
BALDWIN PARK,0600034A,182,66,N,0,VBM PORTION,31,12,8,3
BALDWIN PARK,0600034A,182,66,N,1028,TOTAL,72,26,13,17
BALDWIN PARK,0600035A,183,66,N,1131,POLLING PLACE,73,21,14,18
BALDWIN PARK,0600035A,183,66,N,0,VBM PORTION,42,16,13,8
BALDWIN PARK,0600035A,183,66,N,1131,TOTAL,115,37,27,26
BALDWIN PARK,0600036A,184,66,N,962,POLLING PLACE,60,25,13,14
BALDWIN PARK,0600036A,184,66,N,0,VBM PORTION,56,23,12,10
BALDWIN PARK,0600036A,184,66,N,962,TOTAL,116,48,25,24
BALDWIN PARK,0600037A,185,66,N,1173,POLLING PLACE,66,28,12,14
BALDWIN PARK,0600037A,185,66,N,0,VBM PORTION,50,18,15,12
BALDWIN PARK,0600037A,185,66,N,1173,TOTAL,116,46,27,26
BALDWIN PARK,0600041B,186,66,N,1028,POLLING PLACE,59,11,11,12
BALDWIN PARK,0600041B,186,66,N,0,VBM PORTION,44,17,6,12
BALDWIN PARK,0600041B,186,66,N,1028,TOTAL,103,28,17,24
BALDWIN PARK,0600052B,187,66,N,1072,POLLING PLACE,70,33,17,9
BALDWIN PARK,0600052B,187,66,N,0,VBM PORTION,21,13,2,4
BALDWIN PARK,0600052B,187,66,N,1072,TOTAL,91,46,19,13
BASSETT,0670005A,188,66,N,784,POLLING PLACE,53,16,7,16
BASSETT,0670005A,188,66,N,0,VBM PORTION,33,18,8,4
BASSETT,0670005A,188,66,N,784,TOTAL,86,34,15,20
BASSETT,0670006A,189,66,N,1076,POLLING PLACE,45,20,10,7
BASSETT,0670006A,189,66,N,0,VBM PORTION,41,15,4,15
BASSETT,0670006A,189,66,N,1076,TOTAL,86,35,14,22
BASSETT,0670010A,190,66,N,751,POLLING PLACE,41,19,3,9
BASSETT,0670010A,190,66,N,0,VBM PORTION,34,13,5,8
BASSETT,0670010A,190,66,N,751,TOTAL,75,32,8,17
BASSETT,0670141A,191,66,N,1152,POLLING PLACE,82,31,18,17
BASSETT,0670141A,191,66,N,0,VBM PORTION,42,16,8,9
BASSETT,0670141A,191,66,N,1152,TOTAL,124,47,26,26
BASSETT,0670142A,192,66,N,626,POLLING PLACE,42,13,12,6
BASSETT,0670142A,192,66,N,0,VBM PORTION,28,5,7,14
BASSETT,0670142A,192,66,N,626,TOTAL,70,18,19,20
BASSETT,0670143A,193,66,N,1026,POLLING PLACE,95,35,15,21
BASSETT,0670143A,193,66,N,0,VBM PORTION,40,17,5,7
BASSETT,0670143A,193,66,N,1026,TOTAL,135,52,20,28
BASSETT,0670144A,194,66,N,991,POLLING PLACE,80,29,15,22
BASSETT,0670144A,194,66,N,0,VBM PORTION,49,17,13,11
BASSETT,0670144A,194,66,N,991,TOTAL,129,46,28,33
BELL,0700001A,195,164,N,1018,POLLING PLACE,63,26,12,12
BELL,0700001A,195,164,N,0,VBM PORTION,30,15,2,7
BELL,0700001A,195,164,N,1018,TOTAL,93,41,14,19
BELL,0700002A,196,164,N,1028,POLLING PLACE,56,24,12,14
BELL,0700002A,196,164,N,0,VBM PORTION,21,4,11,2
BELL,0700002A,196,164,N,1028,TOTAL,77,28,23,16
BELL,0700005A,197,164,N,1201,POLLING PLACE,50,12,12,18
BELL,0700005A,197,164,N,0,VBM PORTION,42,20,8,9
BELL,0700005A,197,164,N,1201,TOTAL,92,32,20,27
BELL,0700007B,198,164,N,1209,POLLING PLACE,77,26,18,18
BELL,0700007B,198,164,N,0,VBM PORTION,44,23,4,12
BELL,0700007B,198,164,N,1209,TOTAL,121,49,22,30
BELL,0700008A,199,164,N,1154,POLLING PLACE,70,27,12,19
BELL,0700008A,199,164,N,0,VBM PORTION,27,9,8,6
BELL,0700008A,199,164,N,1154,TOTAL,97,36,20,25
BELL,0700010A,200,164,N,1237,POLLING PLACE,71,32,13,12
BELL,0700010A,200,164,N,0,VBM PORTION,42,16,16,6
BELL,0700010A,200,164,N,1237,TOTAL,113,48,29,18
BELL,0700011A,201,164,N,1221,POLLING PLACE,59,20,18,6
BELL,0700011A,201,164,N,0,VBM PORTION,41,17,9,7
BELL,0700011A,201,164,N,1221,TOTAL,100,37,27,13
BELL,0700013A,202,164,N,1063,POLLING PLACE,62,27,10,12
BELL,0700013A,202,164,N,0,VBM PORTION,52,21,12,5
BELL,0700013A,202,164,N,1063,TOTAL,114,48,22,17
BELL,0700017A,203,164,N,946,POLLING PLACE,46,14,12,8
BELL,0700017A,203,164,N,0,VBM PORTION,20,6,3,5
BELL,0700017A,203,164,N,946,TOTAL,66,20,15,13
BELL,0700018A,204,164,N,1098,POLLING PLACE,64,16,9,19
BELL,0700018A,204,164,N,0,VBM PORTION,28,6,4,10
BELL,0700018A,204,164,N,1098,TOTAL,92,22,13,29
BELLFLOWER,0750006A,205,139,N,881,POLLING PLACE,32,8,7,11
BELLFLOWER,0750006A,205,139,N,0,VBM PORTION,66,20,20,15
BELLFLOWER,0750006A,205,139,N,881,TOTAL,98,28,27,26
BELLFLOWER,0750009A,206,139,N,1116,POLLING PLACE,62,17,11,16
BELLFLOWER,0750009A,206,139,N,0,VBM PORTION,66,24,16,9
BELLFLOWER,0750009A,206,139,N,1116,TOTAL,128,41,27,25
BELLFLOWER,0750010A,207,139,N,1076,POLLING PLACE,55,21,9,13
BELLFLOWER,0750010A,207,139,N,0,VBM PORTION,36,11,12,7
BELLFLOWER,0750010A,207,139,N,1076,TOTAL,91,32,21,20
BELLFLOWER,0750011A,208,139,N,1082,POLLING PLACE,97,20,23,25
BELLFLOWER,0750011A,208,139,N,0,VBM PORTION,63,12,18,16
BELLFLOWER,0750011A,208,139,N,1082,TOTAL,160,32,41,41
BELLFLOWER,0750012A,209,137,N,603,POLLING PLACE,25,8,7,5
BELLFLOWER,0750012A,209,137,N,0,VBM PORTION,27,3,8,12
BELLFLOWER,0750012A,209,137,N,603,TOTAL,52,11,15,17
BELLFLOWER,0750012D,210,137,N,942,POLLING PLACE,26,6,8,9
BELLFLOWER,0750012D,210,137,N,0,VBM PORTION,20,5,9,3
BELLFLOWER,0750012D,210,137,N,942,TOTAL,46,11,17,12
BELLFLOWER,0750014A,211,139,N,1050,POLLING PLACE,61,17,11,24
BELLFLOWER,0750014A,211,139,N,0,VBM PORTION,51,12,15,14
BELLFLOWER,0750014A,211,139,N,1050,TOTAL,112,29,26,38
BELLFLOWER,0750016A,212,139,N,1224,POLLING PLACE,63,20,15,18
BELLFLOWER,0750016A,212,139,N,0,VBM PORTION,77,30,19,11
BELLFLOWER,0750016A,212,139,N,1224,TOTAL,140,50,34,29
BELLFLOWER,0750017B,213,139,N,1266,POLLING PLACE,41,12,9,13
BELLFLOWER,0750017B,213,139,N,0,VBM PORTION,43,8,15,13
BELLFLOWER,0750017B,213,139,N,1266,TOTAL,84,20,24,26
BELLFLOWER,0750019A,214,139,N,1161,POLLING PLACE,65,21,11,18
BELLFLOWER,0750019A,214,139,N,0,VBM PORTION,65,22,10,17
BELLFLOWER,0750019A,214,139,N,1161,TOTAL,130,43,21,35
BELLFLOWER,0750021A,215,139,N,856,POLLING PLACE,59,19,12,9
BELLFLOWER,0750021A,215,139,N,0,VBM PORTION,59,15,20,10
BELLFLOWER,0750021A,215,139,N,856,TOTAL,118,34,32,19
BELLFLOWER,0750022A,216,137,N,1054,POLLING PLACE,103,29,22,31
BELLFLOWER,0750022A,216,137,N,0,VBM PORTION,84,25,19,20
BELLFLOWER,0750022A,216,137,N,1054,TOTAL,187,54,41,51
BELLFLOWER,0750024A,217,139,N,1096,POLLING PLACE,64,23,14,20
BELLFLOWER,0750024A,217,139,N,0,VBM PORTION,59,16,16,15
BELLFLOWER,0750024A,217,139,N,1096,TOTAL,123,39,30,35
BELLFLOWER,0750025A,218,139,N,607,POLLING PLACE,37,5,4,24
BELLFLOWER,0750025A,218,139,N,0,VBM PORTION,60,21,9,11
BELLFLOWER,0750025A,218,139,N,607,TOTAL,97,26,13,35
BELLFLOWER,0750027A,219,137,N,1088,POLLING PLACE,70,19,15,21
BELLFLOWER,0750027A,219,137,N,0,VBM PORTION,72,11,16,20
BELLFLOWER,0750027A,219,137,N,1088,TOTAL,142,30,31,41
BELLFLOWER,0750028A,220,139,N,1236,POLLING PLACE,81,24,18,27
BELLFLOWER,0750028A,220,139,N,0,VBM PORTION,70,15,21,17
BELLFLOWER,0750028A,220,139,N,1236,TOTAL,151,39,39,44
BELLFLOWER,0750029C,221,137,N,857,POLLING PLACE,46,19,9,10
BELLFLOWER,0750029C,221,137,N,0,VBM PORTION,44,8,8,19
BELLFLOWER,0750029C,221,137,N,857,TOTAL,90,27,17,29
BELLFLOWER,0750030A,222,137,N,1124,POLLING PLACE,84,22,17,25
BELLFLOWER,0750030A,222,137,N,0,VBM PORTION,66,14,20,16
BELLFLOWER,0750030A,222,137,N,1124,TOTAL,150,36,37,41
BELLFLOWER,0750031C,223,137,N,958,POLLING PLACE,53,15,12,17
BELLFLOWER,0750031C,223,137,N,0,VBM PORTION,56,22,15,9
BELLFLOWER,0750031C,223,137,N,958,TOTAL,109,37,27,26
BELLFLOWER,0750032A,224,137,N,873,POLLING PLACE,48,10,14,20
BELLFLOWER,0750032A,224,137,N,0,VBM PORTION,28,11,8,3
BELLFLOWER,0750032A,224,137,N,873,TOTAL,76,21,22,23
BELLFLOWER,0750032C,225,137,N,742,POLLING PLACE,33,6,10,12
BELLFLOWER,0750032C,225,137,N,0,VBM PORTION,36,13,12,5
BELLFLOWER,0750032C,225,137,N,742,TOTAL,69,19,22,17
BELLFLOWER,0750033A,226,137,N,997,POLLING PLACE,76,27,16,16
BELLFLOWER,0750033A,226,137,N,0,VBM PORTION,54,13,15,11
BELLFLOWER,0750033A,226,137,N,997,TOTAL,130,40,31,27
BELLFLOWER,0750034A,227,137,N,934,POLLING PLACE,71,14,26,24
BELLFLOWER,0750034A,227,137,N,0,VBM PORTION,75,27,12,11
BELLFLOWER,0750034A,227,137,N,934,TOTAL,146,41,38,35
BELLFLOWER,0750035A,228,137,N,921,POLLING PLACE,51,14,9,12
BELLFLOWER,0750035A,228,137,N,0,VBM PORTION,76,22,25,14
BELLFLOWER,0750035A,228,137,N,921,TOTAL,127,36,34,26
BELLFLOWER,0750036A,229,137,N,1025,POLLING PLACE,36,9,5,14
BELLFLOWER,0750036A,229,137,N,0,VBM PORTION,32,6,7,9
BELLFLOWER,0750036A,229,137,N,1025,TOTAL,68,15,12,23
