LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,SHANNON L KNIGHT,DEBRA L LOSNICK
ARTESIA,0400001A,115,137,N,819,TOTAL,113,53,34
ARTESIA,0400002A,116,137,N,1182,POLLING PLACE,78,54,10
ARTESIA,0400002A,116,137,N,0,VBM PORTION,137,58,43
ARTESIA,0400002A,116,137,N,1182,TOTAL,215,112,53
ARTESIA,0400004A,117,137,N,1004,POLLING PLACE,89,36,23
ARTESIA,0400004A,117,137,N,0,VBM PORTION,66,27,24
ARTESIA,0400004A,117,137,N,1004,TOTAL,155,63,47
ARTESIA,0400006A,118,137,N,1042,POLLING PLACE,77,28,30
ARTESIA,0400006A,118,137,N,0,VBM PORTION,66,25,24
ARTESIA,0400006A,118,137,N,1042,TOTAL,143,53,54
ARTESIA,0400007A,119,137,N,1049,POLLING PLACE,85,37,24
ARTESIA,0400007A,119,137,N,0,VBM PORTION,95,37,25
ARTESIA,0400007A,119,137,N,1049,TOTAL,180,74,49
ARTESIA,0400008A,120,137,N,1154,POLLING PLACE,81,32,24
ARTESIA,0400008A,120,137,N,0,VBM PORTION,102,26,47
ARTESIA,0400008A,120,137,N,1154,TOTAL,183,58,71
ARTESIA,0400010C,121,137,N,1140,POLLING PLACE,59,31,14
ARTESIA,0400010C,121,137,N,0,VBM PORTION,99,43,32
ARTESIA,0400010C,121,137,N,1140,TOTAL,158,74,46
ATHENS,0450001A,122,178,N,1221,POLLING PLACE,64,44,12
ATHENS,0450001A,122,178,N,0,VBM PORTION,60,28,22
ATHENS,0450001A,122,178,N,1221,TOTAL,124,72,34
ATHENS,0450002B,123,178,N,1263,POLLING PLACE,107,64,15
ATHENS,0450002B,123,178,N,0,VBM PORTION,53,33,8
ATHENS,0450002B,123,178,N,1263,TOTAL,160,97,23
ATHENS,0450004A,124,178,N,1271,POLLING PLACE,85,54,21
ATHENS,0450004A,124,178,N,0,VBM PORTION,65,27,25
ATHENS,0450004A,124,178,N,1271,TOTAL,150,81,46
ATHENS,0450007A,125,178,N,1111,POLLING PLACE,104,70,17
ATHENS,0450007A,125,178,N,0,VBM PORTION,58,35,13
ATHENS,0450007A,125,178,N,1111,TOTAL,162,105,30
ATHENS,0450008A,126,178,N,600,POLLING PLACE,69,50,10
ATHENS,0450008A,126,178,N,0,VBM PORTION,25,15,6
ATHENS,0450008A,126,178,N,600,TOTAL,94,65,16
AVALON,0500001A,127,187,N,496,POLLING PLACE,63,27,18
AVALON,0500001A,127,187,N,0,VBM PORTION,55,23,8
AVALON,0500001A,127,187,N,496,TOTAL,118,50,26
AVALON,0500003A,128,187,N,1234,POLLING PLACE,127,56,33
AVALON,0500003A,128,187,N,0,VBM PORTION,129,61,31
AVALON,0500003A,128,187,N,1234,TOTAL,256,117,64
AVOCADO HEIGHTS,0520001A,129,123,N,1083,POLLING PLACE,80,41,25
AVOCADO HEIGHTS,0520001A,129,123,N,0,VBM PORTION,75,35,24
AVOCADO HEIGHTS,0520001A,129,123,N,1083,TOTAL,155,76,49
AVOCADO HEIGHTS,0520002A,130,123,N,709,POLLING PLACE,51,22,18
AVOCADO HEIGHTS,0520002A,130,123,N,0,VBM PORTION,20,10,9
AVOCADO HEIGHTS,0520002A,130,123,N,709,TOTAL,71,32,27
AVOCADO HEIGHTS,0520003A,6015,126,Y,0,POLLING PLACE,0,0,0
AVOCADO HEIGHTS,0520003A,6015,126,Y,0,VBM PORTION,0,0,0
AVOCADO HEIGHTS,0520003A,6015,126,Y,0,TOTAL,0,0,0
AVOCADO HEIGHTS,0520004A,131,124,N,784,POLLING PLACE,97,50,24
AVOCADO HEIGHTS,0520004A,131,124,N,0,VBM PORTION,70,31,23
AVOCADO HEIGHTS,0520004A,131,124,N,784,TOTAL,167,81,47
AVOCADO HEIGHTS,0520005B,132,123,N,788,POLLING PLACE,55,30,14
AVOCADO HEIGHTS,0520005B,132,123,N,0,VBM PORTION,25,13,10
AVOCADO HEIGHTS,0520005B,132,123,N,788,TOTAL,80,43,24
AVOCADO HEIGHTS,0520007A,133,124,N,525,POLLING PLACE,19,8,8
AVOCADO HEIGHTS,0520007A,133,124,N,0,VBM PORTION,19,6,1
AVOCADO HEIGHTS,0520007A,133,124,N,525,TOTAL,38,14,9
AVOCADO HEIGHTS,0520008A,134,123,N,866,POLLING PLACE,67,34,12
AVOCADO HEIGHTS,0520008A,134,123,N,0,VBM PORTION,30,12,14
AVOCADO HEIGHTS,0520008A,134,123,N,866,TOTAL,97,46,26
AVOCADO HEIGHTS,0520009A,135,123,N,759,POLLING PLACE,63,24,22
AVOCADO HEIGHTS,0520009A,135,123,N,0,VBM PORTION,55,28,15
AVOCADO HEIGHTS,0520009A,135,123,N,759,TOTAL,118,52,37
AVOCADO HEIGHTS,0520010A,136,123,N,757,POLLING PLACE,50,24,18
AVOCADO HEIGHTS,0520010A,136,123,N,0,VBM PORTION,44,18,21
AVOCADO HEIGHTS,0520010A,136,123,N,757,TOTAL,94,42,39
AVOCADO HEIGHTS,0520012A,137,123,N,484,POLLING PLACE,48,24,14
AVOCADO HEIGHTS,0520012A,137,123,N,0,VBM PORTION,30,20,4
AVOCADO HEIGHTS,0520012A,137,123,N,484,TOTAL,78,44,18
AVOCADO HEIGHTS,0520016A,6016,123,Y,0,POLLING PLACE,0,0,0
AVOCADO HEIGHTS,0520016A,6016,123,Y,0,VBM PORTION,0,0,0
AVOCADO HEIGHTS,0520016A,6016,123,Y,0,TOTAL,0,0,0
AVOCADO HEIGHTS,0520017A,138,123,N,582,POLLING PLACE,21,7,10
AVOCADO HEIGHTS,0520017A,138,123,N,0,VBM PORTION,19,9,5
AVOCADO HEIGHTS,0520017A,138,123,N,582,TOTAL,40,16,15
AZUSA,0550001A,139,66,N,624,POLLING PLACE,26,14,8
AZUSA,0550001A,139,66,N,0,VBM PORTION,22,12,4
AZUSA,0550001A,139,66,N,624,TOTAL,48,26,12
AZUSA,0550002A,140,66,N,790,POLLING PLACE,56,34,9
AZUSA,0550002A,140,66,N,0,VBM PORTION,32,18,8
AZUSA,0550002A,140,66,N,790,TOTAL,88,52,17
AZUSA,0550008A,141,66,N,1080,POLLING PLACE,95,42,33
AZUSA,0550008A,141,66,N,0,VBM PORTION,52,27,18
AZUSA,0550008A,141,66,N,1080,TOTAL,147,69,51
AZUSA,0550009A,142,66,N,1205,POLLING PLACE,88,36,31
AZUSA,0550009A,142,66,N,0,VBM PORTION,58,29,16
AZUSA,0550009A,142,66,N,1205,TOTAL,146,65,47
AZUSA,0550010B,143,66,N,818,POLLING PLACE,27,18,5
AZUSA,0550010B,143,66,N,0,VBM PORTION,25,16,4
AZUSA,0550010B,143,66,N,818,TOTAL,52,34,9
AZUSA,0550011A,144,66,N,796,POLLING PLACE,57,25,18
AZUSA,0550011A,144,66,N,0,VBM PORTION,99,46,32
AZUSA,0550011A,144,66,N,796,TOTAL,156,71,50
AZUSA,0550012A,145,66,N,630,POLLING PLACE,35,17,9
AZUSA,0550012A,145,66,N,0,VBM PORTION,16,10,5
AZUSA,0550012A,145,66,N,630,TOTAL,51,27,14
AZUSA,0550012B,146,66,N,939,POLLING PLACE,82,34,29
AZUSA,0550012B,146,66,N,0,VBM PORTION,45,22,15
AZUSA,0550012B,146,66,N,939,TOTAL,127,56,44
AZUSA,0550023F,147,66,N,451,POLLING PLACE,24,13,4
AZUSA,0550023F,147,66,N,0,VBM PORTION,31,11,14
AZUSA,0550023F,147,66,N,451,TOTAL,55,24,18
AZUSA,0550025A,148,66,N,1185,POLLING PLACE,77,41,28
AZUSA,0550025A,148,66,N,0,VBM PORTION,59,37,13
AZUSA,0550025A,148,66,N,1185,TOTAL,136,78,41
AZUSA,0550025B,149,66,N,510,POLLING PLACE,25,9,9
AZUSA,0550025B,149,66,N,0,VBM PORTION,24,9,9
AZUSA,0550025B,149,66,N,510,TOTAL,49,18,18
AZUSA,0550073A,150,66,N,884,POLLING PLACE,63,31,22
AZUSA,0550073A,150,66,N,0,VBM PORTION,67,37,20
AZUSA,0550073A,150,66,N,884,TOTAL,130,68,42
AZUSA,0550074A,151,66,N,1181,POLLING PLACE,75,33,18
AZUSA,0550074A,151,66,N,0,VBM PORTION,73,36,17
AZUSA,0550074A,151,66,N,1181,TOTAL,148,69,35
AZUSA,0550076A,152,66,N,673,POLLING PLACE,42,22,9
AZUSA,0550076A,152,66,N,0,VBM PORTION,28,14,8
AZUSA,0550076A,152,66,N,673,TOTAL,70,36,17
AZUSA,0550078A,153,66,N,1268,POLLING PLACE,77,41,16
AZUSA,0550078A,153,66,N,0,VBM PORTION,54,32,16
AZUSA,0550078A,153,66,N,1268,TOTAL,131,73,32
AZUSA,0550079A,154,66,N,852,POLLING PLACE,60,37,13
AZUSA,0550079A,154,66,N,0,VBM PORTION,137,74,28
AZUSA,0550079A,154,66,N,852,TOTAL,197,111,41
AZUSA,0550080A,155,66,N,1246,POLLING PLACE,116,62,25
AZUSA,0550080A,155,66,N,0,VBM PORTION,93,49,23
AZUSA,0550080A,155,66,N,1246,TOTAL,209,111,48
AZUSA,0550081A,156,66,N,793,POLLING PLACE,60,31,11
AZUSA,0550081A,156,66,N,0,VBM PORTION,88,45,23
AZUSA,0550081A,156,66,N,793,TOTAL,148,76,34
AZUSA,0550084B,157,66,N,927,POLLING PLACE,75,40,15
AZUSA,0550084B,157,66,N,0,VBM PORTION,72,35,17
AZUSA,0550084B,157,66,N,927,TOTAL,147,75,32
AZUSA,0550085A,158,66,N,959,POLLING PLACE,73,47,17
AZUSA,0550085A,158,66,N,0,VBM PORTION,78,33,30
AZUSA,0550085A,158,66,N,959,TOTAL,151,80,47
AZUSA,0550086A,159,66,N,631,POLLING PLACE,75,43,16
AZUSA,0550086A,159,66,N,0,VBM PORTION,46,17,19
AZUSA,0550086A,159,66,N,631,TOTAL,121,60,35
BALDWIN PARK,0600001A,160,66,N,1066,POLLING PLACE,53,21,20
BALDWIN PARK,0600001A,160,66,N,0,VBM PORTION,35,22,10
BALDWIN PARK,0600001A,160,66,N,1066,TOTAL,88,43,30
BALDWIN PARK,0600002A,161,66,N,1150,POLLING PLACE,52,24,17
BALDWIN PARK,0600002A,161,66,N,0,VBM PORTION,50,25,20
BALDWIN PARK,0600002A,161,66,N,1150,TOTAL,102,49,37
BALDWIN PARK,0600006A,162,66,N,1109,POLLING PLACE,76,41,23
BALDWIN PARK,0600006A,162,66,N,0,VBM PORTION,42,20,13
BALDWIN PARK,0600006A,162,66,N,1109,TOTAL,118,61,36
BALDWIN PARK,0600007A,163,66,N,904,POLLING PLACE,49,24,18
BALDWIN PARK,0600007A,163,66,N,0,VBM PORTION,45,17,19
BALDWIN PARK,0600007A,163,66,N,904,TOTAL,94,41,37
BALDWIN PARK,0600008A,164,66,N,1061,POLLING PLACE,84,52,15
BALDWIN PARK,0600008A,164,66,N,0,VBM PORTION,54,26,15
BALDWIN PARK,0600008A,164,66,N,1061,TOTAL,138,78,30
BALDWIN PARK,0600009A,165,66,N,1176,POLLING PLACE,57,29,17
BALDWIN PARK,0600009A,165,66,N,0,VBM PORTION,43,27,12
BALDWIN PARK,0600009A,165,66,N,1176,TOTAL,100,56,29
BALDWIN PARK,0600010A,166,66,N,1008,POLLING PLACE,75,29,27
BALDWIN PARK,0600010A,166,66,N,0,VBM PORTION,56,22,25
BALDWIN PARK,0600010A,166,66,N,1008,TOTAL,131,51,52
BALDWIN PARK,0600012A,167,66,N,1214,POLLING PLACE,60,32,15
BALDWIN PARK,0600012A,167,66,N,0,VBM PORTION,52,27,17
BALDWIN PARK,0600012A,167,66,N,1214,TOTAL,112,59,32
BALDWIN PARK,0600013A,168,66,N,1224,POLLING PLACE,76,46,19
BALDWIN PARK,0600013A,168,66,N,0,VBM PORTION,75,45,23
BALDWIN PARK,0600013A,168,66,N,1224,TOTAL,151,91,42
BALDWIN PARK,0600014A,169,66,N,1227,POLLING PLACE,78,46,24
BALDWIN PARK,0600014A,169,66,N,0,VBM PORTION,72,26,34
BALDWIN PARK,0600014A,169,66,N,1227,TOTAL,150,72,58
BALDWIN PARK,0600016A,170,66,N,1135,POLLING PLACE,61,26,23
BALDWIN PARK,0600016A,170,66,N,0,VBM PORTION,67,35,21
BALDWIN PARK,0600016A,170,66,N,1135,TOTAL,128,61,44
BALDWIN PARK,0600017A,171,66,N,505,POLLING PLACE,29,12,11
BALDWIN PARK,0600017A,171,66,N,0,VBM PORTION,31,17,6
BALDWIN PARK,0600017A,171,66,N,505,TOTAL,60,29,17
BALDWIN PARK,0600019A,172,66,N,1233,POLLING PLACE,81,46,23
BALDWIN PARK,0600019A,172,66,N,0,VBM PORTION,60,27,18
BALDWIN PARK,0600019A,172,66,N,1233,TOTAL,141,73,41
BALDWIN PARK,0600020A,173,66,N,1200,POLLING PLACE,67,32,24
BALDWIN PARK,0600020A,173,66,N,0,VBM PORTION,45,20,16
BALDWIN PARK,0600020A,173,66,N,1200,TOTAL,112,52,40
BALDWIN PARK,0600021B,174,66,N,841,POLLING PLACE,34,15,11
BALDWIN PARK,0600021B,174,66,N,0,VBM PORTION,36,11,13
BALDWIN PARK,0600021B,174,66,N,841,TOTAL,70,26,24
BALDWIN PARK,0600024E,175,66,N,1235,POLLING PLACE,59,35,16
BALDWIN PARK,0600024E,175,66,N,0,VBM PORTION,80,44,28
BALDWIN PARK,0600024E,175,66,N,1235,TOTAL,139,79,44
BALDWIN PARK,0600025A,176,66,N,750,POLLING PLACE,36,13,15
BALDWIN PARK,0600025A,176,66,N,0,VBM PORTION,26,8,12
BALDWIN PARK,0600025A,176,66,N,750,TOTAL,62,21,27
BALDWIN PARK,0600026A,177,66,N,964,POLLING PLACE,60,30,21
BALDWIN PARK,0600026A,177,66,N,0,VBM PORTION,37,21,9
BALDWIN PARK,0600026A,177,66,N,964,TOTAL,97,51,30
BALDWIN PARK,0600027A,178,66,N,1197,POLLING PLACE,75,50,18
BALDWIN PARK,0600027A,178,66,N,0,VBM PORTION,58,24,27
BALDWIN PARK,0600027A,178,66,N,1197,TOTAL,133,74,45
BALDWIN PARK,0600028A,179,66,N,998,POLLING PLACE,53,26,17
BALDWIN PARK,0600028A,179,66,N,0,VBM PORTION,42,25,12
BALDWIN PARK,0600028A,179,66,N,998,TOTAL,95,51,29
BALDWIN PARK,0600029A,180,66,N,1143,POLLING PLACE,51,30,12
BALDWIN PARK,0600029A,180,66,N,0,VBM PORTION,43,23,10
BALDWIN PARK,0600029A,180,66,N,1143,TOTAL,94,53,22
BALDWIN PARK,0600030A,181,66,N,784,POLLING PLACE,49,21,15
BALDWIN PARK,0600030A,181,66,N,0,VBM PORTION,42,21,9
BALDWIN PARK,0600030A,181,66,N,784,TOTAL,91,42,24
BALDWIN PARK,0600034A,182,66,N,1028,POLLING PLACE,41,21,13
BALDWIN PARK,0600034A,182,66,N,0,VBM PORTION,31,10,17
BALDWIN PARK,0600034A,182,66,N,1028,TOTAL,72,31,30
BALDWIN PARK,0600035A,183,66,N,1131,POLLING PLACE,73,43,14
BALDWIN PARK,0600035A,183,66,N,0,VBM PORTION,42,27,11
BALDWIN PARK,0600035A,183,66,N,1131,TOTAL,115,70,25
BALDWIN PARK,0600036A,184,66,N,962,POLLING PLACE,60,32,16
BALDWIN PARK,0600036A,184,66,N,0,VBM PORTION,56,26,17
BALDWIN PARK,0600036A,184,66,N,962,TOTAL,116,58,33
BALDWIN PARK,0600037A,185,66,N,1173,POLLING PLACE,66,30,24
BALDWIN PARK,0600037A,185,66,N,0,VBM PORTION,50,25,18
BALDWIN PARK,0600037A,185,66,N,1173,TOTAL,116,55,42
BALDWIN PARK,0600041B,186,66,N,1028,POLLING PLACE,59,24,10
BALDWIN PARK,0600041B,186,66,N,0,VBM PORTION,44,17,20
BALDWIN PARK,0600041B,186,66,N,1028,TOTAL,103,41,30
BALDWIN PARK,0600052B,187,66,N,1072,POLLING PLACE,70,35,23
BALDWIN PARK,0600052B,187,66,N,0,VBM PORTION,21,9,9
BALDWIN PARK,0600052B,187,66,N,1072,TOTAL,91,44,32
BASSETT,0670005A,188,66,N,784,POLLING PLACE,53,22,22
BASSETT,0670005A,188,66,N,0,VBM PORTION,33,16,14
BASSETT,0670005A,188,66,N,784,TOTAL,86,38,36
BASSETT,0670006A,189,66,N,1076,POLLING PLACE,45,22,11
BASSETT,0670006A,189,66,N,0,VBM PORTION,41,27,7
BASSETT,0670006A,189,66,N,1076,TOTAL,86,49,18
BASSETT,0670010A,190,66,N,751,POLLING PLACE,41,10,17
BASSETT,0670010A,190,66,N,0,VBM PORTION,34,14,15
BASSETT,0670010A,190,66,N,751,TOTAL,75,24,32
BASSETT,0670141A,191,66,N,1152,POLLING PLACE,82,46,23
BASSETT,0670141A,191,66,N,0,VBM PORTION,42,18,17
BASSETT,0670141A,191,66,N,1152,TOTAL,124,64,40
BASSETT,0670142A,192,66,N,626,POLLING PLACE,42,19,13
BASSETT,0670142A,192,66,N,0,VBM PORTION,28,13,13
BASSETT,0670142A,192,66,N,626,TOTAL,70,32,26
BASSETT,0670143A,193,66,N,1026,POLLING PLACE,95,39,34
BASSETT,0670143A,193,66,N,0,VBM PORTION,40,20,9
BASSETT,0670143A,193,66,N,1026,TOTAL,135,59,43
BASSETT,0670144A,194,66,N,991,POLLING PLACE,80,41,22
BASSETT,0670144A,194,66,N,0,VBM PORTION,49,23,15
BASSETT,0670144A,194,66,N,991,TOTAL,129,64,37
BELL,0700001A,195,164,N,1018,POLLING PLACE,63,28,21
BELL,0700001A,195,164,N,0,VBM PORTION,30,19,7
BELL,0700001A,195,164,N,1018,TOTAL,93,47,28
BELL,0700002A,196,164,N,1028,POLLING PLACE,56,24,26
BELL,0700002A,196,164,N,0,VBM PORTION,21,12,4
BELL,0700002A,196,164,N,1028,TOTAL,77,36,30
BELL,0700005A,197,164,N,1201,POLLING PLACE,50,28,18
BELL,0700005A,197,164,N,0,VBM PORTION,42,17,19
BELL,0700005A,197,164,N,1201,TOTAL,92,45,37
BELL,0700007B,198,164,N,1209,POLLING PLACE,77,32,28
BELL,0700007B,198,164,N,0,VBM PORTION,44,26,14
BELL,0700007B,198,164,N,1209,TOTAL,121,58,42
BELL,0700008A,199,164,N,1154,POLLING PLACE,70,37,22
BELL,0700008A,199,164,N,0,VBM PORTION,27,14,7
BELL,0700008A,199,164,N,1154,TOTAL,97,51,29
BELL,0700010A,200,164,N,1237,POLLING PLACE,71,41,14
BELL,0700010A,200,164,N,0,VBM PORTION,42,22,16
BELL,0700010A,200,164,N,1237,TOTAL,113,63,30
BELL,0700011A,201,164,N,1221,POLLING PLACE,59,27,22
BELL,0700011A,201,164,N,0,VBM PORTION,41,25,10
BELL,0700011A,201,164,N,1221,TOTAL,100,52,32
BELL,0700013A,202,164,N,1063,POLLING PLACE,62,24,28
BELL,0700013A,202,164,N,0,VBM PORTION,52,27,11
BELL,0700013A,202,164,N,1063,TOTAL,114,51,39
BELL,0700017A,203,164,N,946,POLLING PLACE,46,17,16
BELL,0700017A,203,164,N,0,VBM PORTION,20,9,6
BELL,0700017A,203,164,N,946,TOTAL,66,26,22
BELL,0700018A,204,164,N,1098,POLLING PLACE,64,27,16
BELL,0700018A,204,164,N,0,VBM PORTION,28,11,12
BELL,0700018A,204,164,N,1098,TOTAL,92,38,28
BELLFLOWER,0750006A,205,139,N,881,POLLING PLACE,32,17,6
BELLFLOWER,0750006A,205,139,N,0,VBM PORTION,66,30,23
BELLFLOWER,0750006A,205,139,N,881,TOTAL,98,47,29
BELLFLOWER,0750009A,206,139,N,1116,POLLING PLACE,62,31,17
BELLFLOWER,0750009A,206,139,N,0,VBM PORTION,66,35,11
BELLFLOWER,0750009A,206,139,N,1116,TOTAL,128,66,28
BELLFLOWER,0750010A,207,139,N,1076,POLLING PLACE,55,25,17
BELLFLOWER,0750010A,207,139,N,0,VBM PORTION,36,23,8
BELLFLOWER,0750010A,207,139,N,1076,TOTAL,91,48,25
BELLFLOWER,0750011A,208,139,N,1082,POLLING PLACE,97,53,19
BELLFLOWER,0750011A,208,139,N,0,VBM PORTION,63,31,15
BELLFLOWER,0750011A,208,139,N,1082,TOTAL,160,84,34
BELLFLOWER,0750012A,209,137,N,603,POLLING PLACE,25,13,8
BELLFLOWER,0750012A,209,137,N,0,VBM PORTION,27,19,7
BELLFLOWER,0750012A,209,137,N,603,TOTAL,52,32,15
BELLFLOWER,0750012D,210,137,N,942,POLLING PLACE,26,12,11
BELLFLOWER,0750012D,210,137,N,0,VBM PORTION,20,12,4
BELLFLOWER,0750012D,210,137,N,942,TOTAL,46,24,15
BELLFLOWER,0750014A,211,139,N,1050,POLLING PLACE,61,36,17
BELLFLOWER,0750014A,211,139,N,0,VBM PORTION,51,27,15
BELLFLOWER,0750014A,211,139,N,1050,TOTAL,112,63,32
BELLFLOWER,0750016A,212,139,N,1224,POLLING PLACE,63,40,15
BELLFLOWER,0750016A,212,139,N,0,VBM PORTION,77,38,28
BELLFLOWER,0750016A,212,139,N,1224,TOTAL,140,78,43
BELLFLOWER,0750017B,213,139,N,1266,POLLING PLACE,41,23,14
BELLFLOWER,0750017B,213,139,N,0,VBM PORTION,43,28,10
BELLFLOWER,0750017B,213,139,N,1266,TOTAL,84,51,24
BELLFLOWER,0750019A,214,139,N,1161,POLLING PLACE,65,33,15
BELLFLOWER,0750019A,214,139,N,0,VBM PORTION,65,20,28
BELLFLOWER,0750019A,214,139,N,1161,TOTAL,130,53,43
BELLFLOWER,0750021A,215,139,N,856,POLLING PLACE,59,28,14
BELLFLOWER,0750021A,215,139,N,0,VBM PORTION,59,32,16
BELLFLOWER,0750021A,215,139,N,856,TOTAL,118,60,30
BELLFLOWER,0750022A,216,137,N,1054,POLLING PLACE,103,57,27
BELLFLOWER,0750022A,216,137,N,0,VBM PORTION,84,38,22
BELLFLOWER,0750022A,216,137,N,1054,TOTAL,187,95,49
BELLFLOWER,0750024A,217,139,N,1096,POLLING PLACE,64,37,18
BELLFLOWER,0750024A,217,139,N,0,VBM PORTION,59,29,22
BELLFLOWER,0750024A,217,139,N,1096,TOTAL,123,66,40
BELLFLOWER,0750025A,218,139,N,607,POLLING PLACE,37,25,9
BELLFLOWER,0750025A,218,139,N,0,VBM PORTION,60,32,15
BELLFLOWER,0750025A,218,139,N,607,TOTAL,97,57,24
BELLFLOWER,0750027A,219,137,N,1088,POLLING PLACE,70,37,21
BELLFLOWER,0750027A,219,137,N,0,VBM PORTION,72,32,22
BELLFLOWER,0750027A,219,137,N,1088,TOTAL,142,69,43
BELLFLOWER,0750028A,220,139,N,1236,POLLING PLACE,81,55,16
BELLFLOWER,0750028A,220,139,N,0,VBM PORTION,70,39,17
BELLFLOWER,0750028A,220,139,N,1236,TOTAL,151,94,33
BELLFLOWER,0750029C,221,137,N,857,POLLING PLACE,46,28,10
BELLFLOWER,0750029C,221,137,N,0,VBM PORTION,44,20,14
BELLFLOWER,0750029C,221,137,N,857,TOTAL,90,48,24
BELLFLOWER,0750030A,222,137,N,1124,POLLING PLACE,84,39,25
BELLFLOWER,0750030A,222,137,N,0,VBM PORTION,66,33,19
BELLFLOWER,0750030A,222,137,N,1124,TOTAL,150,72,44
BELLFLOWER,0750031C,223,137,N,958,POLLING PLACE,53,28,14
BELLFLOWER,0750031C,223,137,N,0,VBM PORTION,56,31,17
BELLFLOWER,0750031C,223,137,N,958,TOTAL,109,59,31
BELLFLOWER,0750032A,224,137,N,873,POLLING PLACE,48,32,13
BELLFLOWER,0750032A,224,137,N,0,VBM PORTION,28,18,4
BELLFLOWER,0750032A,224,137,N,873,TOTAL,76,50,17
BELLFLOWER,0750032C,225,137,N,742,POLLING PLACE,33,21,9
BELLFLOWER,0750032C,225,137,N,0,VBM PORTION,36,15,16
BELLFLOWER,0750032C,225,137,N,742,TOTAL,69,36,25
BELLFLOWER,0750033A,226,137,N,997,POLLING PLACE,76,45,12
BELLFLOWER,0750033A,226,137,N,0,VBM PORTION,54,25,16
BELLFLOWER,0750033A,226,137,N,997,TOTAL,130,70,28
BELLFLOWER,0750034A,227,137,N,934,POLLING PLACE,71,41,21
BELLFLOWER,0750034A,227,137,N,0,VBM PORTION,75,27,26
BELLFLOWER,0750034A,227,137,N,934,TOTAL,146,68,47
BELLFLOWER,0750035A,228,137,N,921,POLLING PLACE,51,32,7
BELLFLOWER,0750035A,228,137,N,0,VBM PORTION,76,40,24
BELLFLOWER,0750035A,228,137,N,921,TOTAL,127,72,31
BELLFLOWER,0750036A,229,137,N,1025,POLLING PLACE,36,18,12
BELLFLOWER,0750036A,229,137,N,0,VBM PORTION,32,15,10
BELLFLOWER,0750036A,229,137,N,1025,TOTAL,68,33,22
BELLFLOWER,0750037B,230,139,N,597,POLLING PLACE,44,21,12
BELLFLOWER,0750037B,230,139,N,0,VBM PORTION,31,15,10
BELLFLOWER,0750037B,230,139,N,597,TOTAL,75,36,22
BELLFLOWER,0750040A,231,137,N,1078,POLLING PLACE,54,25,21
BELLFLOWER,0750040A,231,137,N,0,VBM PORTION,37,18,8
BELLFLOWER,0750040A,231,137,N,1078,TOTAL,91,43,29
BELLFLOWER,0750040D,232,137,N,906,POLLING PLACE,49,23,16
BELLFLOWER,0750040D,232,137,N,0,VBM PORTION,28,17,4
BELLFLOWER,0750040D,232,137,N,906,TOTAL,77,40,20
BELLFLOWER,0750041A,233,137,N,1058,POLLING PLACE,86,51,21
BELLFLOWER,0750041A,233,137,N,0,VBM PORTION,73,29,27
BELLFLOWER,0750041A,233,137,N,1058,TOTAL,159,80,48
BELLFLOWER,0750042A,234,139,N,1215,POLLING PLACE,84,42,21
BELLFLOWER,0750042A,234,139,N,0,VBM PORTION,61,26,20
BELLFLOWER,0750042A,234,139,N,1215,TOTAL,145,68,41
BELLFLOWER,0750043A,235,137,N,764,POLLING PLACE,91,53,16
BELLFLOWER,0750043A,235,137,N,0,VBM PORTION,71,35,20
BELLFLOWER,0750043A,235,137,N,764,TOTAL,162,88,36
BELLFLOWER,0750044A,236,139,N,984,POLLING PLACE,74,36,21
BELLFLOWER,0750044A,236,139,N,0,VBM PORTION,55,40,5
BELLFLOWER,0750044A,236,139,N,984,TOTAL,129,76,26
BELLFLOWER,0750045A,237,139,N,739,POLLING PLACE,58,26,20
BELLFLOWER,0750045A,237,139,N,0,VBM PORTION,42,22,13
BELLFLOWER,0750045A,237,139,N,739,TOTAL,100,48,33
BELLFLOWER,0750048A,238,137,N,1060,POLLING PLACE,86,51,20
BELLFLOWER,0750048A,238,137,N,0,VBM PORTION,80,44,21
BELLFLOWER,0750048A,238,137,N,1060,TOTAL,166,95,41
BELLFLOWER,0750054B,239,137,N,1194,POLLING PLACE,34,21,10
BELLFLOWER,0750054B,239,137,N,0,VBM PORTION,55,27,21
BELLFLOWER,0750054B,239,137,N,1194,TOTAL,89,48,31
BELL GARDENS,0800001A,240,136,N,1120,POLLING PLACE,43,23,11
BELL GARDENS,0800001A,240,136,N,0,VBM PORTION,28,10,16
BELL GARDENS,0800001A,240,136,N,1120,TOTAL,71,33,27
BELL GARDENS,0800002A,241,136,N,1022,POLLING PLACE,47,23,18
BELL GARDENS,0800002A,241,136,N,0,VBM PORTION,21,9,5
BELL GARDENS,0800002A,241,136,N,1022,TOTAL,68,32,23
BELL GARDENS,0800003A,242,136,N,1038,POLLING PLACE,44,19,16
BELL GARDENS,0800003A,242,136,N,0,VBM PORTION,25,14,9
BELL GARDENS,0800003A,242,136,N,1038,TOTAL,69,33,25
BELL GARDENS,0800004A,243,136,N,1210,POLLING PLACE,44,13,17
BELL GARDENS,0800004A,243,136,N,0,VBM PORTION,25,8,10
BELL GARDENS,0800004A,243,136,N,1210,TOTAL,69,21,27
BELL GARDENS,0800005A,244,136,N,1133,POLLING PLACE,34,12,7
