LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,PAMALA F MATSUMOTO,AMY CARTER
ARTESIA,0400001A,115,137,N,819,TOTAL,113,43,52
ARTESIA,0400002A,116,137,N,1182,POLLING PLACE,78,15,52
ARTESIA,0400002A,116,137,N,0,VBM PORTION,137,58,50
ARTESIA,0400002A,116,137,N,1182,TOTAL,215,73,102
ARTESIA,0400004A,117,137,N,1004,POLLING PLACE,89,12,50
ARTESIA,0400004A,117,137,N,0,VBM PORTION,66,14,41
ARTESIA,0400004A,117,137,N,1004,TOTAL,155,26,91
ARTESIA,0400006A,118,137,N,1042,POLLING PLACE,77,19,38
ARTESIA,0400006A,118,137,N,0,VBM PORTION,66,15,40
ARTESIA,0400006A,118,137,N,1042,TOTAL,143,34,78
ARTESIA,0400007A,119,137,N,1049,POLLING PLACE,85,16,49
ARTESIA,0400007A,119,137,N,0,VBM PORTION,95,23,42
ARTESIA,0400007A,119,137,N,1049,TOTAL,180,39,91
ARTESIA,0400008A,120,137,N,1154,POLLING PLACE,81,17,40
ARTESIA,0400008A,120,137,N,0,VBM PORTION,102,31,44
ARTESIA,0400008A,120,137,N,1154,TOTAL,183,48,84
ARTESIA,0400010C,121,137,N,1140,POLLING PLACE,59,19,30
ARTESIA,0400010C,121,137,N,0,VBM PORTION,99,19,58
ARTESIA,0400010C,121,137,N,1140,TOTAL,158,38,88
ATHENS,0450001A,122,178,N,1221,POLLING PLACE,64,17,44
ATHENS,0450001A,122,178,N,0,VBM PORTION,60,14,39
ATHENS,0450001A,122,178,N,1221,TOTAL,124,31,83
ATHENS,0450002B,123,178,N,1263,POLLING PLACE,107,16,72
ATHENS,0450002B,123,178,N,0,VBM PORTION,53,6,38
ATHENS,0450002B,123,178,N,1263,TOTAL,160,22,110
ATHENS,0450004A,124,178,N,1271,POLLING PLACE,85,18,56
ATHENS,0450004A,124,178,N,0,VBM PORTION,65,13,41
ATHENS,0450004A,124,178,N,1271,TOTAL,150,31,97
ATHENS,0450007A,125,178,N,1111,POLLING PLACE,104,15,76
ATHENS,0450007A,125,178,N,0,VBM PORTION,58,19,27
ATHENS,0450007A,125,178,N,1111,TOTAL,162,34,103
ATHENS,0450008A,126,178,N,600,POLLING PLACE,69,10,54
ATHENS,0450008A,126,178,N,0,VBM PORTION,25,8,14
ATHENS,0450008A,126,178,N,600,TOTAL,94,18,68
AVALON,0500001A,127,187,N,496,POLLING PLACE,63,6,39
AVALON,0500001A,127,187,N,0,VBM PORTION,55,4,27
AVALON,0500001A,127,187,N,496,TOTAL,118,10,66
AVALON,0500003A,128,187,N,1234,POLLING PLACE,127,28,65
AVALON,0500003A,128,187,N,0,VBM PORTION,129,25,65
AVALON,0500003A,128,187,N,1234,TOTAL,256,53,130
AVOCADO HEIGHTS,0520001A,129,123,N,1083,POLLING PLACE,80,24,42
AVOCADO HEIGHTS,0520001A,129,123,N,0,VBM PORTION,75,26,37
AVOCADO HEIGHTS,0520001A,129,123,N,1083,TOTAL,155,50,79
AVOCADO HEIGHTS,0520002A,130,123,N,709,POLLING PLACE,51,19,24
AVOCADO HEIGHTS,0520002A,130,123,N,0,VBM PORTION,20,5,12
AVOCADO HEIGHTS,0520002A,130,123,N,709,TOTAL,71,24,36
AVOCADO HEIGHTS,0520003A,6015,126,Y,0,POLLING PLACE,0,0,0
AVOCADO HEIGHTS,0520003A,6015,126,Y,0,VBM PORTION,0,0,0
AVOCADO HEIGHTS,0520003A,6015,126,Y,0,TOTAL,0,0,0
AVOCADO HEIGHTS,0520004A,131,124,N,784,POLLING PLACE,97,27,50
AVOCADO HEIGHTS,0520004A,131,124,N,0,VBM PORTION,70,30,25
AVOCADO HEIGHTS,0520004A,131,124,N,784,TOTAL,167,57,75
AVOCADO HEIGHTS,0520005B,132,123,N,788,POLLING PLACE,55,22,27
AVOCADO HEIGHTS,0520005B,132,123,N,0,VBM PORTION,25,16,8
AVOCADO HEIGHTS,0520005B,132,123,N,788,TOTAL,80,38,35
AVOCADO HEIGHTS,0520007A,133,124,N,525,POLLING PLACE,19,9,9
AVOCADO HEIGHTS,0520007A,133,124,N,0,VBM PORTION,19,2,7
AVOCADO HEIGHTS,0520007A,133,124,N,525,TOTAL,38,11,16
AVOCADO HEIGHTS,0520008A,134,123,N,866,POLLING PLACE,67,15,30
AVOCADO HEIGHTS,0520008A,134,123,N,0,VBM PORTION,30,13,11
AVOCADO HEIGHTS,0520008A,134,123,N,866,TOTAL,97,28,41
AVOCADO HEIGHTS,0520009A,135,123,N,759,POLLING PLACE,63,12,35
AVOCADO HEIGHTS,0520009A,135,123,N,0,VBM PORTION,55,27,20
AVOCADO HEIGHTS,0520009A,135,123,N,759,TOTAL,118,39,55
AVOCADO HEIGHTS,0520010A,136,123,N,757,POLLING PLACE,50,19,23
AVOCADO HEIGHTS,0520010A,136,123,N,0,VBM PORTION,44,22,18
AVOCADO HEIGHTS,0520010A,136,123,N,757,TOTAL,94,41,41
AVOCADO HEIGHTS,0520012A,137,123,N,484,POLLING PLACE,48,15,23
AVOCADO HEIGHTS,0520012A,137,123,N,0,VBM PORTION,30,10,17
AVOCADO HEIGHTS,0520012A,137,123,N,484,TOTAL,78,25,40
AVOCADO HEIGHTS,0520016A,6016,123,Y,0,POLLING PLACE,0,0,0
AVOCADO HEIGHTS,0520016A,6016,123,Y,0,VBM PORTION,0,0,0
AVOCADO HEIGHTS,0520016A,6016,123,Y,0,TOTAL,0,0,0
AVOCADO HEIGHTS,0520017A,138,123,N,582,POLLING PLACE,21,9,9
AVOCADO HEIGHTS,0520017A,138,123,N,0,VBM PORTION,19,5,9
AVOCADO HEIGHTS,0520017A,138,123,N,582,TOTAL,40,14,18
AZUSA,0550001A,139,66,N,624,POLLING PLACE,26,5,16
AZUSA,0550001A,139,66,N,0,VBM PORTION,22,4,14
AZUSA,0550001A,139,66,N,624,TOTAL,48,9,30
AZUSA,0550002A,140,66,N,790,POLLING PLACE,56,16,29
AZUSA,0550002A,140,66,N,0,VBM PORTION,32,12,16
AZUSA,0550002A,140,66,N,790,TOTAL,88,28,45
AZUSA,0550008A,141,66,N,1080,POLLING PLACE,95,27,49
AZUSA,0550008A,141,66,N,0,VBM PORTION,52,11,38
AZUSA,0550008A,141,66,N,1080,TOTAL,147,38,87
AZUSA,0550009A,142,66,N,1205,POLLING PLACE,88,30,43
AZUSA,0550009A,142,66,N,0,VBM PORTION,58,19,27
AZUSA,0550009A,142,66,N,1205,TOTAL,146,49,70
AZUSA,0550010B,143,66,N,818,POLLING PLACE,27,12,13
AZUSA,0550010B,143,66,N,0,VBM PORTION,25,5,15
AZUSA,0550010B,143,66,N,818,TOTAL,52,17,28
AZUSA,0550011A,144,66,N,796,POLLING PLACE,57,12,32
AZUSA,0550011A,144,66,N,0,VBM PORTION,99,24,55
AZUSA,0550011A,144,66,N,796,TOTAL,156,36,87
AZUSA,0550012A,145,66,N,630,POLLING PLACE,35,13,14
AZUSA,0550012A,145,66,N,0,VBM PORTION,16,3,13
AZUSA,0550012A,145,66,N,630,TOTAL,51,16,27
AZUSA,0550012B,146,66,N,939,POLLING PLACE,82,25,45
AZUSA,0550012B,146,66,N,0,VBM PORTION,45,10,26
AZUSA,0550012B,146,66,N,939,TOTAL,127,35,71
AZUSA,0550023F,147,66,N,451,POLLING PLACE,24,7,11
AZUSA,0550023F,147,66,N,0,VBM PORTION,31,13,14
AZUSA,0550023F,147,66,N,451,TOTAL,55,20,25
AZUSA,0550025A,148,66,N,1185,POLLING PLACE,77,23,42
AZUSA,0550025A,148,66,N,0,VBM PORTION,59,17,32
AZUSA,0550025A,148,66,N,1185,TOTAL,136,40,74
AZUSA,0550025B,149,66,N,510,POLLING PLACE,25,5,15
AZUSA,0550025B,149,66,N,0,VBM PORTION,24,6,14
AZUSA,0550025B,149,66,N,510,TOTAL,49,11,29
AZUSA,0550073A,150,66,N,884,POLLING PLACE,63,24,29
AZUSA,0550073A,150,66,N,0,VBM PORTION,67,15,40
AZUSA,0550073A,150,66,N,884,TOTAL,130,39,69
AZUSA,0550074A,151,66,N,1181,POLLING PLACE,75,20,37
AZUSA,0550074A,151,66,N,0,VBM PORTION,73,15,40
AZUSA,0550074A,151,66,N,1181,TOTAL,148,35,77
AZUSA,0550076A,152,66,N,673,POLLING PLACE,42,8,22
AZUSA,0550076A,152,66,N,0,VBM PORTION,28,4,19
AZUSA,0550076A,152,66,N,673,TOTAL,70,12,41
AZUSA,0550078A,153,66,N,1268,POLLING PLACE,77,25,35
AZUSA,0550078A,153,66,N,0,VBM PORTION,54,21,26
AZUSA,0550078A,153,66,N,1268,TOTAL,131,46,61
AZUSA,0550079A,154,66,N,852,POLLING PLACE,60,17,34
AZUSA,0550079A,154,66,N,0,VBM PORTION,137,27,74
AZUSA,0550079A,154,66,N,852,TOTAL,197,44,108
AZUSA,0550080A,155,66,N,1246,POLLING PLACE,116,25,61
AZUSA,0550080A,155,66,N,0,VBM PORTION,93,23,51
AZUSA,0550080A,155,66,N,1246,TOTAL,209,48,112
AZUSA,0550081A,156,66,N,793,POLLING PLACE,60,17,24
AZUSA,0550081A,156,66,N,0,VBM PORTION,88,26,43
AZUSA,0550081A,156,66,N,793,TOTAL,148,43,67
AZUSA,0550084B,157,66,N,927,POLLING PLACE,75,19,33
AZUSA,0550084B,157,66,N,0,VBM PORTION,72,13,42
AZUSA,0550084B,157,66,N,927,TOTAL,147,32,75
AZUSA,0550085A,158,66,N,959,POLLING PLACE,73,20,44
AZUSA,0550085A,158,66,N,0,VBM PORTION,78,30,33
AZUSA,0550085A,158,66,N,959,TOTAL,151,50,77
AZUSA,0550086A,159,66,N,631,POLLING PLACE,75,20,44
AZUSA,0550086A,159,66,N,0,VBM PORTION,46,18,19
AZUSA,0550086A,159,66,N,631,TOTAL,121,38,63
BALDWIN PARK,0600001A,160,66,N,1066,POLLING PLACE,53,20,25
BALDWIN PARK,0600001A,160,66,N,0,VBM PORTION,35,8,24
BALDWIN PARK,0600001A,160,66,N,1066,TOTAL,88,28,49
BALDWIN PARK,0600002A,161,66,N,1150,POLLING PLACE,52,15,28
BALDWIN PARK,0600002A,161,66,N,0,VBM PORTION,50,13,34
BALDWIN PARK,0600002A,161,66,N,1150,TOTAL,102,28,62
BALDWIN PARK,0600006A,162,66,N,1109,POLLING PLACE,76,32,36
BALDWIN PARK,0600006A,162,66,N,0,VBM PORTION,42,7,23
BALDWIN PARK,0600006A,162,66,N,1109,TOTAL,118,39,59
BALDWIN PARK,0600007A,163,66,N,904,POLLING PLACE,49,20,22
BALDWIN PARK,0600007A,163,66,N,0,VBM PORTION,45,20,18
BALDWIN PARK,0600007A,163,66,N,904,TOTAL,94,40,40
BALDWIN PARK,0600008A,164,66,N,1061,POLLING PLACE,84,34,36
BALDWIN PARK,0600008A,164,66,N,0,VBM PORTION,54,15,29
BALDWIN PARK,0600008A,164,66,N,1061,TOTAL,138,49,65
BALDWIN PARK,0600009A,165,66,N,1176,POLLING PLACE,57,23,25
BALDWIN PARK,0600009A,165,66,N,0,VBM PORTION,43,15,25
BALDWIN PARK,0600009A,165,66,N,1176,TOTAL,100,38,50
BALDWIN PARK,0600010A,166,66,N,1008,POLLING PLACE,75,27,34
BALDWIN PARK,0600010A,166,66,N,0,VBM PORTION,56,20,27
BALDWIN PARK,0600010A,166,66,N,1008,TOTAL,131,47,61
BALDWIN PARK,0600012A,167,66,N,1214,POLLING PLACE,60,19,32
BALDWIN PARK,0600012A,167,66,N,0,VBM PORTION,52,19,25
BALDWIN PARK,0600012A,167,66,N,1214,TOTAL,112,38,57
BALDWIN PARK,0600013A,168,66,N,1224,POLLING PLACE,76,26,43
BALDWIN PARK,0600013A,168,66,N,0,VBM PORTION,75,33,35
BALDWIN PARK,0600013A,168,66,N,1224,TOTAL,151,59,78
BALDWIN PARK,0600014A,169,66,N,1227,POLLING PLACE,78,27,42
BALDWIN PARK,0600014A,169,66,N,0,VBM PORTION,72,42,20
BALDWIN PARK,0600014A,169,66,N,1227,TOTAL,150,69,62
BALDWIN PARK,0600016A,170,66,N,1135,POLLING PLACE,61,21,30
BALDWIN PARK,0600016A,170,66,N,0,VBM PORTION,67,32,24
BALDWIN PARK,0600016A,170,66,N,1135,TOTAL,128,53,54
BALDWIN PARK,0600017A,171,66,N,505,POLLING PLACE,29,6,15
BALDWIN PARK,0600017A,171,66,N,0,VBM PORTION,31,12,14
BALDWIN PARK,0600017A,171,66,N,505,TOTAL,60,18,29
BALDWIN PARK,0600019A,172,66,N,1233,POLLING PLACE,81,25,48
BALDWIN PARK,0600019A,172,66,N,0,VBM PORTION,60,19,26
BALDWIN PARK,0600019A,172,66,N,1233,TOTAL,141,44,74
BALDWIN PARK,0600020A,173,66,N,1200,POLLING PLACE,67,19,39
BALDWIN PARK,0600020A,173,66,N,0,VBM PORTION,45,19,19
BALDWIN PARK,0600020A,173,66,N,1200,TOTAL,112,38,58
BALDWIN PARK,0600021B,174,66,N,841,POLLING PLACE,34,6,23
BALDWIN PARK,0600021B,174,66,N,0,VBM PORTION,36,8,19
BALDWIN PARK,0600021B,174,66,N,841,TOTAL,70,14,42
BALDWIN PARK,0600024E,175,66,N,1235,POLLING PLACE,59,15,36
BALDWIN PARK,0600024E,175,66,N,0,VBM PORTION,80,31,42
BALDWIN PARK,0600024E,175,66,N,1235,TOTAL,139,46,78
BALDWIN PARK,0600025A,176,66,N,750,POLLING PLACE,36,9,20
BALDWIN PARK,0600025A,176,66,N,0,VBM PORTION,26,10,12
BALDWIN PARK,0600025A,176,66,N,750,TOTAL,62,19,32
BALDWIN PARK,0600026A,177,66,N,964,POLLING PLACE,60,27,24
BALDWIN PARK,0600026A,177,66,N,0,VBM PORTION,37,13,17
BALDWIN PARK,0600026A,177,66,N,964,TOTAL,97,40,41
BALDWIN PARK,0600027A,178,66,N,1197,POLLING PLACE,75,29,40
BALDWIN PARK,0600027A,178,66,N,0,VBM PORTION,58,18,33
BALDWIN PARK,0600027A,178,66,N,1197,TOTAL,133,47,73
BALDWIN PARK,0600028A,179,66,N,998,POLLING PLACE,53,18,27
BALDWIN PARK,0600028A,179,66,N,0,VBM PORTION,42,21,16
BALDWIN PARK,0600028A,179,66,N,998,TOTAL,95,39,43
BALDWIN PARK,0600029A,180,66,N,1143,POLLING PLACE,51,21,24
BALDWIN PARK,0600029A,180,66,N,0,VBM PORTION,43,15,20
BALDWIN PARK,0600029A,180,66,N,1143,TOTAL,94,36,44
BALDWIN PARK,0600030A,181,66,N,784,POLLING PLACE,49,11,24
BALDWIN PARK,0600030A,181,66,N,0,VBM PORTION,42,17,16
BALDWIN PARK,0600030A,181,66,N,784,TOTAL,91,28,40
BALDWIN PARK,0600034A,182,66,N,1028,POLLING PLACE,41,14,19
BALDWIN PARK,0600034A,182,66,N,0,VBM PORTION,31,12,15
BALDWIN PARK,0600034A,182,66,N,1028,TOTAL,72,26,34
BALDWIN PARK,0600035A,183,66,N,1131,POLLING PLACE,73,24,32
BALDWIN PARK,0600035A,183,66,N,0,VBM PORTION,42,12,27
BALDWIN PARK,0600035A,183,66,N,1131,TOTAL,115,36,59
BALDWIN PARK,0600036A,184,66,N,962,POLLING PLACE,60,18,36
BALDWIN PARK,0600036A,184,66,N,0,VBM PORTION,56,23,22
BALDWIN PARK,0600036A,184,66,N,962,TOTAL,116,41,58
BALDWIN PARK,0600037A,185,66,N,1173,POLLING PLACE,66,27,31
BALDWIN PARK,0600037A,185,66,N,0,VBM PORTION,50,22,24
BALDWIN PARK,0600037A,185,66,N,1173,TOTAL,116,49,55
BALDWIN PARK,0600041B,186,66,N,1028,POLLING PLACE,59,14,26
BALDWIN PARK,0600041B,186,66,N,0,VBM PORTION,44,9,27
BALDWIN PARK,0600041B,186,66,N,1028,TOTAL,103,23,53
BALDWIN PARK,0600052B,187,66,N,1072,POLLING PLACE,70,24,35
BALDWIN PARK,0600052B,187,66,N,0,VBM PORTION,21,7,11
BALDWIN PARK,0600052B,187,66,N,1072,TOTAL,91,31,46
BASSETT,0670005A,188,66,N,784,POLLING PLACE,53,20,25
BASSETT,0670005A,188,66,N,0,VBM PORTION,33,14,18
BASSETT,0670005A,188,66,N,784,TOTAL,86,34,43
BASSETT,0670006A,189,66,N,1076,POLLING PLACE,45,25,10
BASSETT,0670006A,189,66,N,0,VBM PORTION,41,14,19
BASSETT,0670006A,189,66,N,1076,TOTAL,86,39,29
BASSETT,0670010A,190,66,N,751,POLLING PLACE,41,17,18
BASSETT,0670010A,190,66,N,0,VBM PORTION,34,15,15
BASSETT,0670010A,190,66,N,751,TOTAL,75,32,33
BASSETT,0670141A,191,66,N,1152,POLLING PLACE,82,31,40
BASSETT,0670141A,191,66,N,0,VBM PORTION,42,21,14
BASSETT,0670141A,191,66,N,1152,TOTAL,124,52,54
BASSETT,0670142A,192,66,N,626,POLLING PLACE,42,14,16
BASSETT,0670142A,192,66,N,0,VBM PORTION,28,10,14
BASSETT,0670142A,192,66,N,626,TOTAL,70,24,30
BASSETT,0670143A,193,66,N,1026,POLLING PLACE,95,38,39
BASSETT,0670143A,193,66,N,0,VBM PORTION,40,15,14
BASSETT,0670143A,193,66,N,1026,TOTAL,135,53,53
BASSETT,0670144A,194,66,N,991,POLLING PLACE,80,30,37
BASSETT,0670144A,194,66,N,0,VBM PORTION,49,10,29
BASSETT,0670144A,194,66,N,991,TOTAL,129,40,66
BELL,0700001A,195,164,N,1018,POLLING PLACE,63,22,31
BELL,0700001A,195,164,N,0,VBM PORTION,30,9,17
BELL,0700001A,195,164,N,1018,TOTAL,93,31,48
BELL,0700002A,196,164,N,1028,POLLING PLACE,56,26,25
BELL,0700002A,196,164,N,0,VBM PORTION,21,5,11
BELL,0700002A,196,164,N,1028,TOTAL,77,31,36
BELL,0700005A,197,164,N,1201,POLLING PLACE,50,17,30
BELL,0700005A,197,164,N,0,VBM PORTION,42,18,20
BELL,0700005A,197,164,N,1201,TOTAL,92,35,50
BELL,0700007B,198,164,N,1209,POLLING PLACE,77,34,30
BELL,0700007B,198,164,N,0,VBM PORTION,44,16,24
BELL,0700007B,198,164,N,1209,TOTAL,121,50,54
BELL,0700008A,199,164,N,1154,POLLING PLACE,70,21,38
BELL,0700008A,199,164,N,0,VBM PORTION,27,11,11
BELL,0700008A,199,164,N,1154,TOTAL,97,32,49
BELL,0700010A,200,164,N,1237,POLLING PLACE,71,33,25
BELL,0700010A,200,164,N,0,VBM PORTION,42,14,24
BELL,0700010A,200,164,N,1237,TOTAL,113,47,49
BELL,0700011A,201,164,N,1221,POLLING PLACE,59,26,25
BELL,0700011A,201,164,N,0,VBM PORTION,41,11,24
BELL,0700011A,201,164,N,1221,TOTAL,100,37,49
BELL,0700013A,202,164,N,1063,POLLING PLACE,62,30,23
BELL,0700013A,202,164,N,0,VBM PORTION,52,15,23
BELL,0700013A,202,164,N,1063,TOTAL,114,45,46
BELL,0700017A,203,164,N,946,POLLING PLACE,46,25,17
BELL,0700017A,203,164,N,0,VBM PORTION,20,6,9
BELL,0700017A,203,164,N,946,TOTAL,66,31,26
BELL,0700018A,204,164,N,1098,POLLING PLACE,64,19,31
BELL,0700018A,204,164,N,0,VBM PORTION,28,15,9
BELL,0700018A,204,164,N,1098,TOTAL,92,34,40
BELLFLOWER,0750006A,205,139,N,881,POLLING PLACE,32,6,18
BELLFLOWER,0750006A,205,139,N,0,VBM PORTION,66,15,40
BELLFLOWER,0750006A,205,139,N,881,TOTAL,98,21,58
BELLFLOWER,0750009A,206,139,N,1116,POLLING PLACE,62,11,38
BELLFLOWER,0750009A,206,139,N,0,VBM PORTION,66,9,38
BELLFLOWER,0750009A,206,139,N,1116,TOTAL,128,20,76
BELLFLOWER,0750010A,207,139,N,1076,POLLING PLACE,55,10,35
BELLFLOWER,0750010A,207,139,N,0,VBM PORTION,36,9,21
BELLFLOWER,0750010A,207,139,N,1076,TOTAL,91,19,56
BELLFLOWER,0750011A,208,139,N,1082,POLLING PLACE,97,19,55
BELLFLOWER,0750011A,208,139,N,0,VBM PORTION,63,8,43
BELLFLOWER,0750011A,208,139,N,1082,TOTAL,160,27,98
BELLFLOWER,0750012A,209,137,N,603,POLLING PLACE,25,2,18
BELLFLOWER,0750012A,209,137,N,0,VBM PORTION,27,7,18
BELLFLOWER,0750012A,209,137,N,603,TOTAL,52,9,36
BELLFLOWER,0750012D,210,137,N,942,POLLING PLACE,26,6,19
BELLFLOWER,0750012D,210,137,N,0,VBM PORTION,20,6,11
BELLFLOWER,0750012D,210,137,N,942,TOTAL,46,12,30
BELLFLOWER,0750014A,211,139,N,1050,POLLING PLACE,61,12,41
BELLFLOWER,0750014A,211,139,N,0,VBM PORTION,51,14,31
BELLFLOWER,0750014A,211,139,N,1050,TOTAL,112,26,72
BELLFLOWER,0750016A,212,139,N,1224,POLLING PLACE,63,17,38
BELLFLOWER,0750016A,212,139,N,0,VBM PORTION,77,16,45
BELLFLOWER,0750016A,212,139,N,1224,TOTAL,140,33,83
BELLFLOWER,0750017B,213,139,N,1266,POLLING PLACE,41,8,29
BELLFLOWER,0750017B,213,139,N,0,VBM PORTION,43,4,33
BELLFLOWER,0750017B,213,139,N,1266,TOTAL,84,12,62
BELLFLOWER,0750019A,214,139,N,1161,POLLING PLACE,65,20,35
BELLFLOWER,0750019A,214,139,N,0,VBM PORTION,65,26,26
BELLFLOWER,0750019A,214,139,N,1161,TOTAL,130,46,61
BELLFLOWER,0750021A,215,139,N,856,POLLING PLACE,59,11,31
BELLFLOWER,0750021A,215,139,N,0,VBM PORTION,59,17,29
BELLFLOWER,0750021A,215,139,N,856,TOTAL,118,28,60
BELLFLOWER,0750022A,216,137,N,1054,POLLING PLACE,103,16,68
BELLFLOWER,0750022A,216,137,N,0,VBM PORTION,84,25,36
BELLFLOWER,0750022A,216,137,N,1054,TOTAL,187,41,104
BELLFLOWER,0750024A,217,139,N,1096,POLLING PLACE,64,21,37
BELLFLOWER,0750024A,217,139,N,0,VBM PORTION,59,10,41
BELLFLOWER,0750024A,217,139,N,1096,TOTAL,123,31,78
BELLFLOWER,0750025A,218,139,N,607,POLLING PLACE,37,9,25
BELLFLOWER,0750025A,218,139,N,0,VBM PORTION,60,12,32
BELLFLOWER,0750025A,218,139,N,607,TOTAL,97,21,57
BELLFLOWER,0750027A,219,137,N,1088,POLLING PLACE,70,18,44
BELLFLOWER,0750027A,219,137,N,0,VBM PORTION,72,23,30
BELLFLOWER,0750027A,219,137,N,1088,TOTAL,142,41,74
BELLFLOWER,0750028A,220,139,N,1236,POLLING PLACE,81,10,60
BELLFLOWER,0750028A,220,139,N,0,VBM PORTION,70,18,39
BELLFLOWER,0750028A,220,139,N,1236,TOTAL,151,28,99
BELLFLOWER,0750029C,221,137,N,857,POLLING PLACE,46,5,33
BELLFLOWER,0750029C,221,137,N,0,VBM PORTION,44,10,24
BELLFLOWER,0750029C,221,137,N,857,TOTAL,90,15,57
BELLFLOWER,0750030A,222,137,N,1124,POLLING PLACE,84,16,52
BELLFLOWER,0750030A,222,137,N,0,VBM PORTION,66,12,38
BELLFLOWER,0750030A,222,137,N,1124,TOTAL,150,28,90
BELLFLOWER,0750031C,223,137,N,958,POLLING PLACE,53,17,28
BELLFLOWER,0750031C,223,137,N,0,VBM PORTION,56,14,35
BELLFLOWER,0750031C,223,137,N,958,TOTAL,109,31,63
BELLFLOWER,0750032A,224,137,N,873,POLLING PLACE,48,9,37
BELLFLOWER,0750032A,224,137,N,0,VBM PORTION,28,7,16
BELLFLOWER,0750032A,224,137,N,873,TOTAL,76,16,53
BELLFLOWER,0750032C,225,137,N,742,POLLING PLACE,33,9,21
BELLFLOWER,0750032C,225,137,N,0,VBM PORTION,36,13,19
BELLFLOWER,0750032C,225,137,N,742,TOTAL,69,22,40
BELLFLOWER,0750033A,226,137,N,997,POLLING PLACE,76,17,43
BELLFLOWER,0750033A,226,137,N,0,VBM PORTION,54,12,31
BELLFLOWER,0750033A,226,137,N,997,TOTAL,130,29,74
BELLFLOWER,0750034A,227,137,N,934,POLLING PLACE,71,13,50
BELLFLOWER,0750034A,227,137,N,0,VBM PORTION,75,12,42
BELLFLOWER,0750034A,227,137,N,934,TOTAL,146,25,92
BELLFLOWER,0750035A,228,137,N,921,POLLING PLACE,51,5,33
BELLFLOWER,0750035A,228,137,N,0,VBM PORTION,76,22,41
BELLFLOWER,0750035A,228,137,N,921,TOTAL,127,27,74
BELLFLOWER,0750036A,229,137,N,1025,POLLING PLACE,36,8,22
BELLFLOWER,0750036A,229,137,N,0,VBM PORTION,32,9,17
BELLFLOWER,0750036A,229,137,N,1025,TOTAL,68,17,39
BELLFLOWER,0750037B,230,139,N,597,POLLING PLACE,44,18,17
BELLFLOWER,0750037B,230,139,N,0,VBM PORTION,31,3,23
BELLFLOWER,0750037B,230,139,N,597,TOTAL,75,21,40
BELLFLOWER,0750040A,231,137,N,1078,POLLING PLACE,54,11,35
BELLFLOWER,0750040A,231,137,N,0,VBM PORTION,37,7,23
BELLFLOWER,0750040A,231,137,N,1078,TOTAL,91,18,58
BELLFLOWER,0750040D,232,137,N,906,POLLING PLACE,49,13,29
BELLFLOWER,0750040D,232,137,N,0,VBM PORTION,28,9,12
BELLFLOWER,0750040D,232,137,N,906,TOTAL,77,22,41
BELLFLOWER,0750041A,233,137,N,1058,POLLING PLACE,86,16,58
BELLFLOWER,0750041A,233,137,N,0,VBM PORTION,73,19,38
BELLFLOWER,0750041A,233,137,N,1058,TOTAL,159,35,96
BELLFLOWER,0750042A,234,139,N,1215,POLLING PLACE,84,21,43
BELLFLOWER,0750042A,234,139,N,0,VBM PORTION,61,15,31
BELLFLOWER,0750042A,234,139,N,1215,TOTAL,145,36,74
BELLFLOWER,0750043A,235,137,N,764,POLLING PLACE,91,13,58
BELLFLOWER,0750043A,235,137,N,0,VBM PORTION,71,14,44
BELLFLOWER,0750043A,235,137,N,764,TOTAL,162,27,102
BELLFLOWER,0750044A,236,139,N,984,POLLING PLACE,74,16,44
BELLFLOWER,0750044A,236,139,N,0,VBM PORTION,55,17,27
BELLFLOWER,0750044A,236,139,N,984,TOTAL,129,33,71
BELLFLOWER,0750045A,237,139,N,739,POLLING PLACE,58,12,34
BELLFLOWER,0750045A,237,139,N,0,VBM PORTION,42,16,20
BELLFLOWER,0750045A,237,139,N,739,TOTAL,100,28,54
BELLFLOWER,0750048A,238,137,N,1060,POLLING PLACE,86,20,51
BELLFLOWER,0750048A,238,137,N,0,VBM PORTION,80,17,50
BELLFLOWER,0750048A,238,137,N,1060,TOTAL,166,37,101
BELLFLOWER,0750054B,239,137,N,1194,POLLING PLACE,34,11,19
BELLFLOWER,0750054B,239,137,N,0,VBM PORTION,55,16,31
BELLFLOWER,0750054B,239,137,N,1194,TOTAL,89,27,50
BELL GARDENS,0800001A,240,136,N,1120,POLLING PLACE,43,8,29
BELL GARDENS,0800001A,240,136,N,0,VBM PORTION,28,7,20
BELL GARDENS,0800001A,240,136,N,1120,TOTAL,71,15,49
BELL GARDENS,0800002A,241,136,N,1022,POLLING PLACE,47,17,26
BELL GARDENS,0800002A,241,136,N,0,VBM PORTION,21,4,11
BELL GARDENS,0800002A,241,136,N,1022,TOTAL,68,21,37
BELL GARDENS,0800003A,242,136,N,1038,POLLING PLACE,44,22,14
BELL GARDENS,0800003A,242,136,N,0,VBM PORTION,25,5,17
BELL GARDENS,0800003A,242,136,N,1038,TOTAL,69,27,31
BELL GARDENS,0800004A,243,136,N,1210,POLLING PLACE,44,15,19
BELL GARDENS,0800004A,243,136,N,0,VBM PORTION,25,6,15
BELL GARDENS,0800004A,243,136,N,1210,TOTAL,69,21,34
BELL GARDENS,0800005A,244,136,N,1133,POLLING PLACE,34,8,12
