LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,ANDREW M STEIN,TOM GRIEGO,
SANTA CLARITA,6220033A,2363,39,N,692,POLLING PLACE,132,29,63,
SANTA CLARITA,6220033A,2363,39,N,,VBM PORTION,93,21,44,
SANTA CLARITA,6220033A,2363,39,N,692,TOTAL,225,50,107,
SANTA CLARITA,6220034A,2364,39,N,755,POLLING PLACE,148,36,76,
SANTA CLARITA,6220034A,2364,39,N,,VBM PORTION,60,11,26,
SANTA CLARITA,6220034A,2364,39,N,755,TOTAL,208,47,102,
SANTA CLARITA,6220037B,2365,39,N,592,POLLING PLACE,126,35,53,
SANTA CLARITA,6220037B,2365,39,N,,VBM PORTION,49,8,28,
SANTA CLARITA,6220037B,2365,39,N,592,TOTAL,175,43,81,
SANTA CLARITA,6220038A,2366,39,N,1133,POLLING PLACE,245,77,99,
SANTA CLARITA,6220038A,2366,39,N,,VBM PORTION,157,24,67,
SANTA CLARITA,6220038A,2366,39,N,1133,TOTAL,402,101,166,
SANTA CLARITA,6220040A,2367,39,N,1045,POLLING PLACE,207,64,89,
SANTA CLARITA,6220040A,2367,39,N,,VBM PORTION,68,18,36,
SANTA CLARITA,6220040A,2367,39,N,1045,TOTAL,275,82,125,
SANTA CLARITA,6220041A,2368,39,N,1304,POLLING PLACE,289,91,112,
SANTA CLARITA,6220041A,2368,39,N,,VBM PORTION,132,35,57,
SANTA CLARITA,6220041A,2368,39,N,1304,TOTAL,421,126,169,
SANTA CLARITA,6220042A,2369,36,N,1245,POLLING PLACE,224,69,97,
SANTA CLARITA,6220042A,2369,36,N,,VBM PORTION,147,34,78,
SANTA CLARITA,6220042A,2369,36,N,1245,TOTAL,371,103,175,
SANTA CLARITA,6220043A,2370,39,N,1207,POLLING PLACE,266,75,98,
SANTA CLARITA,6220043A,2370,39,N,,VBM PORTION,177,34,87,
SANTA CLARITA,6220043A,2370,39,N,1207,TOTAL,443,109,185,
SANTA CLARITA,6220044A,2371,39,N,961,POLLING PLACE,223,49,92,
SANTA CLARITA,6220044A,2371,39,N,,VBM PORTION,110,18,57,
SANTA CLARITA,6220044A,2371,39,N,961,TOTAL,333,67,149,
SANTA CLARITA,6220046B,2372,39,N,882,POLLING PLACE,109,27,53,
SANTA CLARITA,6220046B,2372,39,N,,VBM PORTION,55,13,21,
SANTA CLARITA,6220046B,2372,39,N,882,TOTAL,164,40,74,
SANTA CLARITA,6220047A,2373,36,N,1050,POLLING PLACE,241,59,115,
SANTA CLARITA,6220047A,2373,36,N,,VBM PORTION,113,19,62,
SANTA CLARITA,6220047A,2373,36,N,1050,TOTAL,354,78,177,
SANTA CLARITA,6220049A,2374,44,N,971,POLLING PLACE,219,47,97,
SANTA CLARITA,6220049A,2374,44,N,,VBM PORTION,95,24,39,
SANTA CLARITA,6220049A,2374,44,N,971,TOTAL,314,71,136,
SANTA CLARITA,6220051A,2375,44,N,950,POLLING PLACE,163,34,87,
SANTA CLARITA,6220051A,2375,44,N,,VBM PORTION,107,21,52,
SANTA CLARITA,6220051A,2375,44,N,950,TOTAL,270,55,139,
SANTA CLARITA,6220052A,2376,44,N,682,POLLING PLACE,188,56,79,
SANTA CLARITA,6220052A,2376,44,N,,VBM PORTION,53,4,33,
SANTA CLARITA,6220052A,2376,44,N,682,TOTAL,241,60,112,
SANTA CLARITA,6220053A,2377,44,N,1056,POLLING PLACE,224,53,95,
SANTA CLARITA,6220053A,2377,44,N,,VBM PORTION,93,33,34,
SANTA CLARITA,6220053A,2377,44,N,1056,TOTAL,317,86,129,
SANTA CLARITA,6220054A,2378,44,N,1030,POLLING PLACE,259,69,118,
SANTA CLARITA,6220054A,2378,44,N,,VBM PORTION,83,26,38,
SANTA CLARITA,6220054A,2378,44,N,1030,TOTAL,342,95,156,
SANTA CLARITA,6220055A,2379,44,N,1163,POLLING PLACE,225,64,99,
SANTA CLARITA,6220055A,2379,44,N,,VBM PORTION,110,10,59,
SANTA CLARITA,6220055A,2379,44,N,1163,TOTAL,335,74,158,
SANTA CLARITA,6220058A,6208,37,Y,228,POLLING PLACE,,,,
SANTA CLARITA,6220058A,6208,37,Y,,VBM PORTION,38,4,17,
SANTA CLARITA,6220058A,6208,37,Y,228,TOTAL,38,4,17,
SANTA CLARITA,6220059E,2380,44,N,1037,POLLING PLACE,224,60,113,
SANTA CLARITA,6220059E,2380,44,N,,VBM PORTION,88,13,51,
SANTA CLARITA,6220059E,2380,44,N,1037,TOTAL,312,73,164,
SANTA CLARITA,6220061A,2381,37,N,1275,POLLING PLACE,326,94,138,
SANTA CLARITA,6220061A,2381,37,N,,VBM PORTION,96,20,47,
SANTA CLARITA,6220061A,2381,37,N,1275,TOTAL,422,114,185,
SANTA CLARITA,6220063A,2382,44,N,1309,POLLING PLACE,236,51,104,
SANTA CLARITA,6220063A,2382,44,N,,VBM PORTION,114,27,44,
SANTA CLARITA,6220063A,2382,44,N,1309,TOTAL,350,78,148,
SANTA CLARITA,6220064B,2383,37,N,635,POLLING PLACE,138,32,73,
SANTA CLARITA,6220064B,2383,37,N,,VBM PORTION,76,20,39,
SANTA CLARITA,6220064B,2383,37,N,635,TOTAL,214,52,112,
SANTA CLARITA,6220065A,2384,37,N,1186,POLLING PLACE,235,72,109,
SANTA CLARITA,6220065A,2384,37,N,,VBM PORTION,103,18,57,
SANTA CLARITA,6220065A,2384,37,N,1186,TOTAL,338,90,166,
SANTA CLARITA,6220067A,2385,37,N,1222,POLLING PLACE,209,53,87,
SANTA CLARITA,6220067A,2385,37,N,,VBM PORTION,106,25,59,
SANTA CLARITA,6220067A,2385,37,N,1222,TOTAL,315,78,146,
SANTA CLARITA,6220069A,2386,37,N,1250,POLLING PLACE,237,69,103,
SANTA CLARITA,6220069A,2386,37,N,,VBM PORTION,66,16,30,
SANTA CLARITA,6220069A,2386,37,N,1250,TOTAL,303,85,133,
SANTA CLARITA,6220071A,2387,36,N,777,POLLING PLACE,160,36,82,
SANTA CLARITA,6220071A,2387,36,N,,VBM PORTION,77,13,37,
SANTA CLARITA,6220071A,2387,36,N,777,TOTAL,237,49,119,
SANTA CLARITA,6220073A,2388,36,N,1045,POLLING PLACE,147,36,81,
SANTA CLARITA,6220073A,2388,36,N,,VBM PORTION,73,24,32,
SANTA CLARITA,6220073A,2388,36,N,1045,TOTAL,220,60,113,
SANTA CLARITA,6220074A,2389,36,N,1143,POLLING PLACE,210,62,91,
SANTA CLARITA,6220074A,2389,36,N,,VBM PORTION,73,18,37,
SANTA CLARITA,6220074A,2389,36,N,1143,TOTAL,283,80,128,
SANTA CLARITA,6220076A,2390,36,N,1382,POLLING PLACE,384,112,153,
SANTA CLARITA,6220076A,2390,36,N,,VBM PORTION,340,62,161,
SANTA CLARITA,6220076A,2390,36,N,1382,TOTAL,724,174,314,
SANTA CLARITA,6220078A,2391,40,N,872,POLLING PLACE,145,45,56,
SANTA CLARITA,6220078A,2391,40,N,,VBM PORTION,59,17,23,
SANTA CLARITA,6220078A,2391,40,N,872,TOTAL,204,62,79,
SANTA CLARITA,6220080A,2392,36,N,1165,POLLING PLACE,219,60,99,
SANTA CLARITA,6220080A,2392,36,N,,VBM PORTION,111,25,50,
SANTA CLARITA,6220080A,2392,36,N,1165,TOTAL,330,85,149,
SANTA CLARITA,6220081A,2393,36,N,1032,POLLING PLACE,194,58,74,
SANTA CLARITA,6220081A,2393,36,N,,VBM PORTION,107,19,50,
SANTA CLARITA,6220081A,2393,36,N,1032,TOTAL,301,77,124,
SANTA CLARITA,6220081C,6209,37,Y,185,POLLING PLACE,,,,
SANTA CLARITA,6220081C,6209,37,Y,,VBM PORTION,34,11,16,
SANTA CLARITA,6220081C,6209,37,Y,185,TOTAL,34,11,16,
SANTA CLARITA,6220083A,2394,36,N,851,POLLING PLACE,82,24,40,
SANTA CLARITA,6220083A,2394,36,N,,VBM PORTION,61,13,31,
SANTA CLARITA,6220083A,2394,36,N,851,TOTAL,143,37,71,
SANTA CLARITA,6220086A,2395,36,N,1245,POLLING PLACE,188,56,85,
SANTA CLARITA,6220086A,2395,36,N,,VBM PORTION,68,27,25,
SANTA CLARITA,6220086A,2395,36,N,1245,TOTAL,256,83,110,
SANTA CLARITA,6220087A,2396,40,N,931,POLLING PLACE,192,41,84,
SANTA CLARITA,6220087A,2396,40,N,,VBM PORTION,121,28,49,
SANTA CLARITA,6220087A,2396,40,N,931,TOTAL,313,69,133,
SANTA CLARITA,6220088A,2397,36,N,849,POLLING PLACE,165,40,76,
SANTA CLARITA,6220088A,2397,36,N,,VBM PORTION,94,20,48,
SANTA CLARITA,6220088A,2397,36,N,849,TOTAL,259,60,124,
SANTA CLARITA,6220090A,2398,36,N,911,POLLING PLACE,218,69,81,
SANTA CLARITA,6220090A,2398,36,N,,VBM PORTION,135,22,67,
SANTA CLARITA,6220090A,2398,36,N,911,TOTAL,353,91,148,
SANTA CLARITA,6220091A,2399,36,N,901,POLLING PLACE,230,56,108,
SANTA CLARITA,6220091A,2399,36,N,,VBM PORTION,83,15,42,
SANTA CLARITA,6220091A,2399,36,N,901,TOTAL,313,71,150,
SANTA CLARITA,6220093A,2400,39,N,970,POLLING PLACE,192,60,69,
SANTA CLARITA,6220093A,2400,39,N,,VBM PORTION,143,25,68,
SANTA CLARITA,6220093A,2400,39,N,970,TOTAL,335,85,137,
SANTA CLARITA,6220094A,2401,37,N,869,POLLING PLACE,125,44,53,
SANTA CLARITA,6220094A,2401,37,N,,VBM PORTION,56,8,34,
SANTA CLARITA,6220094A,2401,37,N,869,TOTAL,181,52,87,
SANTA CLARITA,6220096A,2402,37,N,1248,POLLING PLACE,245,60,104,
SANTA CLARITA,6220096A,2402,37,N,,VBM PORTION,80,13,42,
SANTA CLARITA,6220096A,2402,37,N,1248,TOTAL,325,73,146,
SANTA CLARITA,6220098B,2403,39,N,1320,POLLING PLACE,294,87,116,
SANTA CLARITA,6220098B,2403,39,N,,VBM PORTION,139,27,62,
SANTA CLARITA,6220098B,2403,39,N,1320,TOTAL,433,114,178,
SANTA CLARITA,6220101B,2404,39,N,1164,POLLING PLACE,243,95,81,
SANTA CLARITA,6220101B,2404,39,N,,VBM PORTION,148,34,59,
SANTA CLARITA,6220101B,2404,39,N,1164,TOTAL,391,129,140,
SANTA CLARITA,6220102A,2405,36,N,1240,POLLING PLACE,277,90,121,
SANTA CLARITA,6220102A,2405,36,N,,VBM PORTION,111,30,50,
SANTA CLARITA,6220102A,2405,36,N,1240,TOTAL,388,120,171,
SANTA CLARITA,6220103A,2406,39,N,844,POLLING PLACE,180,34,85,
SANTA CLARITA,6220103A,2406,39,N,,VBM PORTION,154,44,65,
SANTA CLARITA,6220103A,2406,39,N,844,TOTAL,334,78,150,
SANTA CLARITA,6220105A,2407,36,N,828,POLLING PLACE,185,47,90,
SANTA CLARITA,6220105A,2407,36,N,,VBM PORTION,84,18,46,
SANTA CLARITA,6220105A,2407,36,N,828,TOTAL,269,65,136,
SANTA CLARITA,6220106A,2408,36,N,988,POLLING PLACE,237,59,107,
SANTA CLARITA,6220106A,2408,36,N,,VBM PORTION,85,20,43,
SANTA CLARITA,6220106A,2408,36,N,988,TOTAL,322,79,150,
SANTA CLARITA,6220107A,2409,36,N,1316,POLLING PLACE,260,74,104,
SANTA CLARITA,6220107A,2409,36,N,,VBM PORTION,124,21,60,
SANTA CLARITA,6220107A,2409,36,N,1316,TOTAL,384,95,164,
SANTA CLARITA,6220108A,2410,36,N,878,POLLING PLACE,159,47,81,
SANTA CLARITA,6220108A,2410,36,N,,VBM PORTION,74,22,34,
SANTA CLARITA,6220108A,2410,36,N,878,TOTAL,233,69,115,
SANTA CLARITA,6220109A,2411,39,N,1408,POLLING PLACE,206,51,81,
SANTA CLARITA,6220109A,2411,39,N,,VBM PORTION,213,44,94,
SANTA CLARITA,6220109A,2411,39,N,1408,TOTAL,419,95,175,
SANTA CLARITA,6220113A,2412,36,N,805,POLLING PLACE,202,55,81,
SANTA CLARITA,6220113A,2412,36,N,,VBM PORTION,86,18,43,
SANTA CLARITA,6220113A,2412,36,N,805,TOTAL,288,73,124,
SANTA CLARITA,6220114A,2413,37,N,1199,POLLING PLACE,189,57,72,
SANTA CLARITA,6220114A,2413,37,N,,VBM PORTION,100,22,57,
SANTA CLARITA,6220114A,2413,37,N,1199,TOTAL,289,79,129,
SANTA CLARITA,6220115A,2414,44,N,980,POLLING PLACE,227,57,103,
SANTA CLARITA,6220115A,2414,44,N,,VBM PORTION,66,14,32,
SANTA CLARITA,6220115A,2414,44,N,980,TOTAL,293,71,135,
SANTA CLARITA,6220116A,2415,44,N,1048,POLLING PLACE,206,56,95,
SANTA CLARITA,6220116A,2415,44,N,,VBM PORTION,93,30,39,
SANTA CLARITA,6220116A,2415,44,N,1048,TOTAL,299,86,134,
SANTA CLARITA,6220118A,2416,40,N,708,POLLING PLACE,60,13,34,
SANTA CLARITA,6220118A,2416,40,N,,VBM PORTION,49,10,21,
SANTA CLARITA,6220118A,2416,40,N,708,TOTAL,109,23,55,
SANTA CLARITA,6220126A,2417,40,N,1087,POLLING PLACE,161,36,68,
SANTA CLARITA,6220126A,2417,40,N,,VBM PORTION,100,24,46,
SANTA CLARITA,6220126A,2417,40,N,1087,TOTAL,261,60,114,
SANTA CLARITA,6220127A,2418,40,N,625,POLLING PLACE,99,30,38,
SANTA CLARITA,6220127A,2418,40,N,,VBM PORTION,48,12,23,
SANTA CLARITA,6220127A,2418,40,N,625,TOTAL,147,42,61,
SANTA CLARITA,6220127B,6210,43,Y,,POLLING PLACE,,,,
SANTA CLARITA,6220127B,6210,43,Y,,VBM PORTION,,,,
SANTA CLARITA,6220127B,6210,43,Y,,TOTAL,,,,
SANTA CLARITA,6220127D,6211,44,Y,,POLLING PLACE,,,,
SANTA CLARITA,6220127D,6211,44,Y,,VBM PORTION,,,,
SANTA CLARITA,6220127D,6211,44,Y,,TOTAL,,,,
SANTA CLARITA,6220127R,6212,39,Y,1,POLLING PLACE,,,,
SANTA CLARITA,6220127R,6212,39,Y,,VBM PORTION,1,,1,
SANTA CLARITA,6220127R,6212,39,Y,1,TOTAL,1,,1,
SANTA CLARITA,6220132A,2419,39,N,561,POLLING PLACE,132,27,64,
SANTA CLARITA,6220132A,2419,39,N,,VBM PORTION,64,13,27,
SANTA CLARITA,6220132A,2419,39,N,561,TOTAL,196,40,91,
SANTA CLARITA,6220135A,2420,40,N,878,POLLING PLACE,165,42,76,
SANTA CLARITA,6220135A,2420,40,N,,VBM PORTION,99,38,43,
SANTA CLARITA,6220135A,2420,40,N,878,TOTAL,264,80,119,
SANTA CLARITA,6220136A,2421,40,N,1243,POLLING PLACE,278,72,99,
SANTA CLARITA,6220136A,2421,40,N,,VBM PORTION,124,38,57,
SANTA CLARITA,6220136A,2421,40,N,1243,TOTAL,402,110,156,
SANTA CLARITA,6220139A,2422,40,N,1197,POLLING PLACE,170,43,71,
SANTA CLARITA,6220139A,2422,40,N,,VBM PORTION,132,40,50,
SANTA CLARITA,6220139A,2422,40,N,1197,TOTAL,302,83,121,
SANTA CLARITA,6220141A,2423,37,N,779,POLLING PLACE,184,48,86,
SANTA CLARITA,6220141A,2423,37,N,,VBM PORTION,76,23,40,
SANTA CLARITA,6220141A,2423,37,N,779,TOTAL,260,71,126,
SANTA CLARITA,6220142A,2424,36,N,1236,POLLING PLACE,223,60,104,
SANTA CLARITA,6220142A,2424,36,N,,VBM PORTION,89,19,59,
SANTA CLARITA,6220142A,2424,36,N,1236,TOTAL,312,79,163,
SANTA CLARITA,6220143A,6213,43,Y,1,POLLING PLACE,,,,
SANTA CLARITA,6220143A,6213,43,Y,,VBM PORTION,,,,
SANTA CLARITA,6220143A,6213,43,Y,1,TOTAL,,,,
SANTA CLARITA,6220144D,6214,47,Y,,POLLING PLACE,,,,
SANTA CLARITA,6220144D,6214,47,Y,,VBM PORTION,,,,
SANTA CLARITA,6220144D,6214,47,Y,,TOTAL,,,,
SANTA CLARITA,6220145A,2425,40,N,1125,POLLING PLACE,230,58,105,
SANTA CLARITA,6220145A,2425,40,N,,VBM PORTION,83,16,39,
SANTA CLARITA,6220145A,2425,40,N,1125,TOTAL,313,74,144,
SANTA CLARITA,6220146A,2426,40,N,1327,POLLING PLACE,308,81,124,
SANTA CLARITA,6220146A,2426,40,N,,VBM PORTION,118,32,45,
SANTA CLARITA,6220146A,2426,40,N,1327,TOTAL,426,113,169,
SANTA CLARITA,6220148A,2427,40,N,1396,POLLING PLACE,232,65,97,
SANTA CLARITA,6220148A,2427,40,N,,VBM PORTION,249,52,107,
SANTA CLARITA,6220148A,2427,40,N,1396,TOTAL,481,117,204,
SANTA CLARITA,6220149A,2428,39,N,751,POLLING PLACE,131,35,65,
SANTA CLARITA,6220149A,2428,39,N,,VBM PORTION,52,12,24,
SANTA CLARITA,6220149A,2428,39,N,751,TOTAL,183,47,89,
SANTA CLARITA,6220151A,6215,66,Y,,POLLING PLACE,,,,
SANTA CLARITA,6220151A,6215,66,Y,,VBM PORTION,,,,
SANTA CLARITA,6220151A,6215,66,Y,,TOTAL,,,,
SANTA CLARITA,6220153A,6216,61,Y,,POLLING PLACE,,,,
SANTA CLARITA,6220153A,6216,61,Y,,VBM PORTION,,,,
SANTA CLARITA,6220153A,6216,61,Y,,TOTAL,,,,
SANTA CLARITA,6220155A,2429,40,N,593,POLLING PLACE,120,24,59,
SANTA CLARITA,6220155A,2429,40,N,,VBM PORTION,57,11,25,
SANTA CLARITA,6220155A,2429,40,N,593,TOTAL,177,35,84,
SANTA CLARITA,6220160A,2430,36,N,986,POLLING PLACE,140,25,75,
SANTA CLARITA,6220160A,2430,36,N,,VBM PORTION,71,14,51,
SANTA CLARITA,6220160A,2430,36,N,986,TOTAL,211,39,126,
SANTA CLARITA,6220161A,2431,36,N,1148,POLLING PLACE,72,25,31,
SANTA CLARITA,6220161A,2431,36,N,,VBM PORTION,24,4,14,
SANTA CLARITA,6220161A,2431,36,N,1148,TOTAL,96,29,45,
SANTA CLARITA,6220163A,2432,36,N,1105,POLLING PLACE,121,30,57,
SANTA CLARITA,6220163A,2432,36,N,,VBM PORTION,78,9,47,
SANTA CLARITA,6220163A,2432,36,N,1105,TOTAL,199,39,104,
SANTA CLARITA,6220164A,2433,36,N,1037,POLLING PLACE,226,59,101,
SANTA CLARITA,6220164A,2433,36,N,,VBM PORTION,96,11,50,
SANTA CLARITA,6220164A,2433,36,N,1037,TOTAL,322,70,151,
SANTA CLARITA,6220166A,2434,21,N,644,POLLING PLACE,151,37,71,
SANTA CLARITA,6220166A,2434,21,N,,VBM PORTION,48,6,31,
SANTA CLARITA,6220166A,2434,21,N,644,TOTAL,199,43,102,
SANTA CLARITA,6220167C,2435,21,N,800,POLLING PLACE,174,55,71,
SANTA CLARITA,6220167C,2435,21,N,,VBM PORTION,67,20,27,
SANTA CLARITA,6220167C,2435,21,N,800,TOTAL,241,75,98,
SANTA CLARITA,6220168A,2436,44,N,472,POLLING PLACE,110,32,47,
SANTA CLARITA,6220168A,2436,44,N,,VBM PORTION,53,8,26,
SANTA CLARITA,6220168A,2436,44,N,472,TOTAL,163,40,73,
SANTA CLARITA,6220170A,2437,21,N,1190,POLLING PLACE,224,70,97,
SANTA CLARITA,6220170A,2437,21,N,,VBM PORTION,115,29,52,
SANTA CLARITA,6220170A,2437,21,N,1190,TOTAL,339,99,149,
SANTA CLARITA,6220176A,2438,21,N,1246,POLLING PLACE,222,59,98,
SANTA CLARITA,6220176A,2438,21,N,,VBM PORTION,155,32,87,
SANTA CLARITA,6220176A,2438,21,N,1246,TOTAL,377,91,185,
SANTA CLARITA,6220179A,2439,21,N,874,POLLING PLACE,197,47,81,
SANTA CLARITA,6220179A,2439,21,N,,VBM PORTION,112,29,54,
SANTA CLARITA,6220179A,2439,21,N,874,TOTAL,309,76,135,
SANTA CLARITA,6220180A,2440,18,N,1012,POLLING PLACE,217,55,100,
SANTA CLARITA,6220180A,2440,18,N,,VBM PORTION,86,21,43,
SANTA CLARITA,6220180A,2440,18,N,1012,TOTAL,303,76,143,
SANTA CLARITA,6220182A,2441,40,N,1390,POLLING PLACE,326,85,149,
SANTA CLARITA,6220182A,2441,40,N,,VBM PORTION,139,19,83,
SANTA CLARITA,6220182A,2441,40,N,1390,TOTAL,465,104,232,
SANTA CLARITA,6220183A,2442,40,N,974,POLLING PLACE,192,46,84,
SANTA CLARITA,6220183A,2442,40,N,,VBM PORTION,101,19,47,
SANTA CLARITA,6220183A,2442,40,N,974,TOTAL,293,65,131,
SANTA CLARITA,6220185A,6217,40,Y,431,POLLING PLACE,,,,
SANTA CLARITA,6220185A,6217,40,Y,,VBM PORTION,164,31,84,
SANTA CLARITA,6220185A,6217,40,Y,431,TOTAL,164,31,84,
SANTA CLARITA,6220190A,2443,36,N,607,POLLING PLACE,66,14,37,
SANTA CLARITA,6220190A,2443,36,N,,VBM PORTION,28,4,12,
SANTA CLARITA,6220190A,2443,36,N,607,TOTAL,94,18,49,
SANTA CLARITA,6220191A,6218,66,Y,40,POLLING PLACE,,,,
SANTA CLARITA,6220191A,6218,66,Y,,VBM PORTION,4,,2,
SANTA CLARITA,6220191A,6218,66,Y,40,TOTAL,4,,2,
SANTA CLARITA,6220191B,6219,68,Y,,POLLING PLACE,,,,
SANTA CLARITA,6220191B,6219,68,Y,,VBM PORTION,,,,
SANTA CLARITA,6220191B,6219,68,Y,,TOTAL,,,,
SANTA CLARITA,6220193A,2444,36,N,541,POLLING PLACE,83,21,38,
SANTA CLARITA,6220193A,2444,36,N,,VBM PORTION,52,7,27,
SANTA CLARITA,6220193A,2444,36,N,541,TOTAL,135,28,65,
SANTA CLARITA,6220194A,2445,36,N,687,POLLING PLACE,143,38,72,
SANTA CLARITA,6220194A,2445,36,N,,VBM PORTION,25,8,14,
SANTA CLARITA,6220194A,2445,36,N,687,TOTAL,168,46,86,
SANTA FE SPRINGS,6230001A,2446,255,N,1043,POLLING PLACE,167,42,80,
SANTA FE SPRINGS,6230001A,2446,255,N,,VBM PORTION,61,17,24,
SANTA FE SPRINGS,6230001A,2446,255,N,1043,TOTAL,228,59,104,
SANTA FE SPRINGS,6230004A,2447,255,N,970,POLLING PLACE,178,39,90,
SANTA FE SPRINGS,6230004A,2447,255,N,,VBM PORTION,46,11,21,
SANTA FE SPRINGS,6230004A,2447,255,N,970,TOTAL,224,50,111,
SANTA FE SPRINGS,6230006A,2448,255,N,1150,POLLING PLACE,191,58,85,
SANTA FE SPRINGS,6230006A,2448,255,N,,VBM PORTION,49,6,31,
SANTA FE SPRINGS,6230006A,2448,255,N,1150,TOTAL,240,64,116,
SANTA FE SPRINGS,6230008A,2449,255,N,788,POLLING PLACE,125,31,71,
SANTA FE SPRINGS,6230008A,2449,255,N,,VBM PORTION,50,8,37,
SANTA FE SPRINGS,6230008A,2449,255,N,788,TOTAL,175,39,108,
SANTA FE SPRINGS,6230009A,2450,255,N,919,POLLING PLACE,157,57,54,
SANTA FE SPRINGS,6230009A,2450,255,N,,VBM PORTION,70,14,38,
SANTA FE SPRINGS,6230009A,2450,255,N,919,TOTAL,227,71,92,
SANTA FE SPRINGS,6230010A,2451,258,N,999,POLLING PLACE,169,54,85,
SANTA FE SPRINGS,6230010A,2451,258,N,,VBM PORTION,30,9,15,
SANTA FE SPRINGS,6230010A,2451,258,N,999,TOTAL,199,63,100,
SANTA FE SPRINGS,6230011A,2452,258,N,1191,POLLING PLACE,150,35,88,
SANTA FE SPRINGS,6230011A,2452,258,N,,VBM PORTION,52,10,31,
SANTA FE SPRINGS,6230011A,2452,258,N,1191,TOTAL,202,45,119,
SANTA FE SPRINGS,6230011H,6220,255,Y,1,POLLING PLACE,,,,
SANTA FE SPRINGS,6230011H,6220,255,Y,,VBM PORTION,,,,
SANTA FE SPRINGS,6230011H,6220,255,Y,1,TOTAL,,,,
SANTA FE SPRINGS,6230018A,2453,255,N,897,POLLING PLACE,155,39,76,
SANTA FE SPRINGS,6230018A,2453,255,N,,VBM PORTION,42,10,21,
SANTA FE SPRINGS,6230018A,2453,255,N,897,TOTAL,197,49,97,
SANTA FE SPRINGS,6230051A,2454,255,N,1067,POLLING PLACE,147,41,75,
SANTA FE SPRINGS,6230051A,2454,255,N,,VBM PORTION,42,10,16,
SANTA FE SPRINGS,6230051A,2454,255,N,1067,TOTAL,189,51,91,
SANTA FE SPRINGS,6230052B,6221,255,Y,179,POLLING PLACE,,,,
SANTA FE SPRINGS,6230052B,6221,255,Y,,VBM PORTION,12,2,2,
SANTA FE SPRINGS,6230052B,6221,255,Y,179,TOTAL,12,2,2,
SANTA FE SPRINGS,6230052L,6222,251,Y,20,POLLING PLACE,,,,
SANTA FE SPRINGS,6230052L,6222,251,Y,,VBM PORTION,2,1,1,
SANTA FE SPRINGS,6230052L,6222,251,Y,20,TOTAL,2,1,1,
SANTA FE SPRINGS,6230052M,6223,247,Y,1,POLLING PLACE,,,,
SANTA FE SPRINGS,6230052M,6223,247,Y,,VBM PORTION,,,,
SANTA FE SPRINGS,6230052M,6223,247,Y,1,TOTAL,,,,
SANTA FE SPRINGS,6230052N,6224,259,Y,,POLLING PLACE,,,,
SANTA FE SPRINGS,6230052N,6224,259,Y,,VBM PORTION,,,,
SANTA FE SPRINGS,6230052N,6224,259,Y,,TOTAL,,,,
SANTA FE SPRINGS,6230052Q,6225,246,Y,2,POLLING PLACE,,,,
SANTA FE SPRINGS,6230052Q,6225,246,Y,,VBM PORTION,,,,
SANTA FE SPRINGS,6230052Q,6225,246,Y,2,TOTAL,,,,
SANTA MONICA,6250001A,2455,181,N,893,POLLING PLACE,294,112,83,
SANTA MONICA,6250001A,2455,181,N,,VBM PORTION,112,39,21,
SANTA MONICA,6250001A,2455,181,N,893,TOTAL,406,151,104,
SANTA MONICA,6250003C,2456,181,N,1011,POLLING PLACE,301,130,69,
SANTA MONICA,6250003C,2456,181,N,,VBM PORTION,129,56,28,
SANTA MONICA,6250003C,2456,181,N,1011,TOTAL,430,186,97,
SANTA MONICA,6250005A,2457,181,N,1184,POLLING PLACE,356,129,83,
SANTA MONICA,6250005A,2457,181,N,,VBM PORTION,89,33,14,
SANTA MONICA,6250005A,2457,181,N,1184,TOTAL,445,162,97,
SANTA MONICA,6250006A,2458,181,N,1079,POLLING PLACE,375,132,110,
SANTA MONICA,6250006A,2458,181,N,,VBM PORTION,90,37,19,
SANTA MONICA,6250006A,2458,181,N,1079,TOTAL,465,169,129,
SANTA MONICA,6250008A,2459,181,N,1132,POLLING PLACE,262,75,78,
SANTA MONICA,6250008A,2459,181,N,,VBM PORTION,161,51,45,
SANTA MONICA,6250008A,2459,181,N,1132,TOTAL,423,126,123,
SANTA MONICA,6250010E,2460,181,N,1102,POLLING PLACE,267,90,91,
SANTA MONICA,6250010E,2460,181,N,,VBM PORTION,90,17,28,
SANTA MONICA,6250010E,2460,181,N,1102,TOTAL,357,107,119,
SANTA MONICA,6250011A,2461,181,N,1103,POLLING PLACE,237,72,80,
SANTA MONICA,6250011A,2461,181,N,,VBM PORTION,110,34,39,
SANTA MONICA,6250011A,2461,181,N,1103,TOTAL,347,106,119,
SANTA MONICA,6250015B,2462,181,N,1247,POLLING PLACE,369,139,117,
SANTA MONICA,6250015B,2462,181,N,,VBM PORTION,153,56,36,
SANTA MONICA,6250015B,2462,181,N,1247,TOTAL,522,195,153,
SANTA MONICA,6250016A,2463,181,N,1328,POLLING PLACE,358,129,110,
SANTA MONICA,6250016A,2463,181,N,,VBM PORTION,109,35,27,
SANTA MONICA,6250016A,2463,181,N,1328,TOTAL,467,164,137,
SANTA MONICA,6250017A,2464,181,N,1281,POLLING PLACE,420,151,97,
SANTA MONICA,6250017A,2464,181,N,,VBM PORTION,140,41,33,
