LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,DAVID HADLEY,AL MURATSUCHI,
LOS ANGELES,9000346B,3202,385,N,1440,TOTAL,322,143,153,
LOS ANGELES,9000447A,6276,385,Y,,POLLING PLACE,,,,
LOS ANGELES,9000447A,6276,385,Y,,VBM PORTION,,,,
LOS ANGELES,9000447A,6276,385,Y,,TOTAL,,,,
LOS ANGELES,9000571A,3346,385,N,1413,POLLING PLACE,162,76,75,
LOS ANGELES,9000571A,3346,385,N,,VBM PORTION,77,29,41,
LOS ANGELES,9000571A,3346,385,N,1413,TOTAL,239,105,116,
LOS ANGELES,9001001A,3528,384,N,1636,POLLING PLACE,142,51,79,
LOS ANGELES,9001001A,3528,384,N,,VBM PORTION,105,38,60,
LOS ANGELES,9001001A,3528,384,N,1636,TOTAL,247,89,139,
LOS ANGELES,9002332A,4116,385,N,745,POLLING PLACE,139,75,57,
LOS ANGELES,9002332A,4116,385,N,,VBM PORTION,74,34,36,
LOS ANGELES,9002332A,4116,385,N,745,TOTAL,213,109,93,
LOS ANGELES,9002425A,4159,385,N,1409,POLLING PLACE,156,67,83,
LOS ANGELES,9002425A,4159,385,N,,VBM PORTION,86,42,42,
LOS ANGELES,9002425A,4159,385,N,1409,TOTAL,242,109,125,
LOS ANGELES,9002452A,6297,379,Y,,POLLING PLACE,,,,
LOS ANGELES,9002452A,6297,379,Y,,VBM PORTION,,,,
LOS ANGELES,9002452A,6297,379,Y,,TOTAL,,,,
LOS ANGELES,9003899A,4372,384,N,1440,POLLING PLACE,114,26,81,
LOS ANGELES,9003899A,4372,384,N,,VBM PORTION,105,36,61,
LOS ANGELES,9003899A,4372,384,N,1440,TOTAL,219,62,142,
LOS ANGELES,9004232A,4396,384,N,1414,POLLING PLACE,141,41,90,
LOS ANGELES,9004232A,4396,384,N,,VBM PORTION,74,22,50,
LOS ANGELES,9004232A,4396,384,N,1414,TOTAL,215,63,140,
LOS ANGELES,9005045A,4410,385,N,1549,POLLING PLACE,127,36,86,
LOS ANGELES,9005045A,4410,385,N,,VBM PORTION,67,12,51,
LOS ANGELES,9005045A,4410,385,N,1549,TOTAL,194,48,137,
LOS ANGELES,9006368A,4552,385,N,868,POLLING PLACE,216,108,98,
LOS ANGELES,9006368A,4552,385,N,,VBM PORTION,73,37,32,
LOS ANGELES,9006368A,4552,385,N,868,TOTAL,289,145,130,
LOS ANGELES,9006370A,4553,385,N,971,POLLING PLACE,152,69,74,
LOS ANGELES,9006370A,4553,385,N,,VBM PORTION,111,44,60,
LOS ANGELES,9006370A,4553,385,N,971,TOTAL,263,113,134,
LOS ANGELES,9006376A,4554,384,N,1208,POLLING PLACE,213,72,124,
LOS ANGELES,9006376A,4554,384,N,,VBM PORTION,76,29,45,
LOS ANGELES,9006376A,4554,384,N,1208,TOTAL,289,101,169,
LOS ANGELES,9006377A,4555,384,N,1185,POLLING PLACE,148,65,76,
LOS ANGELES,9006377A,4555,384,N,,VBM PORTION,152,80,63,
LOS ANGELES,9006377A,4555,384,N,1185,TOTAL,300,145,139,
BALLOT GROUP 374,9990374A,8374,374,N,,POLLING PLACE,,,,
BALLOT GROUP 374,9990374A,8374,374,N,,VBM PORTION,,,,
BALLOT GROUP 374,9990374A,8374,374,N,,TOTAL,,,,
BALLOT GROUP 375,9990375A,8375,375,N,,POLLING PLACE,,,,
BALLOT GROUP 375,9990375A,8375,375,N,,VBM PORTION,,,,
BALLOT GROUP 375,9990375A,8375,375,N,,TOTAL,,,,
BALLOT GROUP 376,9990376A,8376,376,N,,POLLING PLACE,,,,
BALLOT GROUP 376,9990376A,8376,376,N,,VBM PORTION,,,,
BALLOT GROUP 376,9990376A,8376,376,N,,TOTAL,,,,
BALLOT GROUP 377,9990377A,8377,377,N,,POLLING PLACE,,,,
BALLOT GROUP 377,9990377A,8377,377,N,,VBM PORTION,,,,
BALLOT GROUP 377,9990377A,8377,377,N,,TOTAL,,,,
BALLOT GROUP 378,9990378A,8378,378,N,,POLLING PLACE,,,,
BALLOT GROUP 378,9990378A,8378,378,N,,VBM PORTION,,,,
BALLOT GROUP 378,9990378A,8378,378,N,,TOTAL,,,,
BALLOT GROUP 379,9990379A,8379,379,N,,POLLING PLACE,,,,
BALLOT GROUP 379,9990379A,8379,379,N,,VBM PORTION,,,,
BALLOT GROUP 379,9990379A,8379,379,N,,TOTAL,,,,
BALLOT GROUP 380,9990380A,8380,380,N,,POLLING PLACE,,,,
BALLOT GROUP 380,9990380A,8380,380,N,,VBM PORTION,,,,
BALLOT GROUP 380,9990380A,8380,380,N,,TOTAL,,,,
BALLOT GROUP 381,9990381A,8381,381,N,,POLLING PLACE,,,,
BALLOT GROUP 381,9990381A,8381,381,N,,VBM PORTION,,,,
BALLOT GROUP 381,9990381A,8381,381,N,,TOTAL,,,,
BALLOT GROUP 382,9990382A,8382,382,N,,POLLING PLACE,,,,
BALLOT GROUP 382,9990382A,8382,382,N,,VBM PORTION,,,,
BALLOT GROUP 382,9990382A,8382,382,N,,TOTAL,,,,
BALLOT GROUP 383,9990383A,8383,383,N,,POLLING PLACE,,,,
BALLOT GROUP 383,9990383A,8383,383,N,,VBM PORTION,,,,
BALLOT GROUP 383,9990383A,8383,383,N,,TOTAL,,,,
BALLOT GROUP 384,9990384A,8384,384,N,,POLLING PLACE,,,,
BALLOT GROUP 384,9990384A,8384,384,N,,VBM PORTION,,,,
BALLOT GROUP 384,9990384A,8384,384,N,,TOTAL,,,,
BALLOT GROUP 385,9990385A,8385,385,N,,POLLING PLACE,,,,
BALLOT GROUP 385,9990385A,8385,385,N,,VBM PORTION,,,,
BALLOT GROUP 385,9990385A,8385,385,N,,TOTAL,,,,
BALLOT GROUP 386,9990386A,8386,386,N,,POLLING PLACE,,,,
BALLOT GROUP 386,9990386A,8386,386,N,,VBM PORTION,,,,
BALLOT GROUP 386,9990386A,8386,386,N,,TOTAL,,,,
BALLOT GROUP 387,9990387A,8387,387,N,,POLLING PLACE,,,,
BALLOT GROUP 387,9990387A,8387,387,N,,VBM PORTION,,,,
BALLOT GROUP 387,9990387A,8387,387,N,,TOTAL,,,,
