LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,ASHLEY SWEARENGIN,BETTY T YEE,
NORWALK,4800067A,1883,280,N,1003,POLLING PLACE,163,32,112,
NORWALK,4800067A,1883,280,N,,VBM PORTION,45,9,29,
NORWALK,4800067A,1883,280,N,1003,TOTAL,208,41,141,
NORWALK,4800071A,1884,254,N,1133,POLLING PLACE,174,23,136,
NORWALK,4800071A,1884,254,N,,VBM PORTION,42,9,30,
NORWALK,4800071A,1884,254,N,1133,TOTAL,216,32,166,
NORWALK,4800076A,1885,249,N,910,POLLING PLACE,159,63,91,
NORWALK,4800076A,1885,249,N,,VBM PORTION,69,33,33,
NORWALK,4800076A,1885,249,N,910,TOTAL,228,96,124,
NORWALK,4800088A,1886,253,N,1017,POLLING PLACE,221,60,149,
NORWALK,4800088A,1886,253,N,,VBM PORTION,30,12,16,
NORWALK,4800088A,1886,253,N,1017,TOTAL,251,72,165,
NORWALK,4800089A,1887,280,N,760,POLLING PLACE,111,48,60,
NORWALK,4800089A,1887,280,N,,VBM PORTION,41,13,25,
NORWALK,4800089A,1887,280,N,760,TOTAL,152,61,85,
OCEAN VIEW,4850002A,1888,379,N,720,POLLING PLACE,169,89,68,
OCEAN VIEW,4850002A,1888,379,N,,VBM PORTION,120,66,50,
OCEAN VIEW,4850002A,1888,379,N,720,TOTAL,289,155,118,
OCEAN VIEW,4850005A,1889,380,N,582,POLLING PLACE,182,122,48,
OCEAN VIEW,4850005A,1889,380,N,,VBM PORTION,83,55,26,
OCEAN VIEW,4850005A,1889,380,N,582,TOTAL,265,177,74,
PALMDALE,5000001A,1890,13,N,1298,POLLING PLACE,129,63,59,
PALMDALE,5000001A,1890,13,N,,VBM PORTION,101,28,50,
PALMDALE,5000001A,1890,13,N,1298,TOTAL,230,91,109,
PALMDALE,5000001C,6174,23,Y,,POLLING PLACE,,,,
PALMDALE,5000001C,6174,23,Y,,VBM PORTION,,,,
PALMDALE,5000001C,6174,23,Y,,TOTAL,,,,
PALMDALE,5000002A,1891,8,N,823,POLLING PLACE,141,74,61,
PALMDALE,5000002A,1891,8,N,,VBM PORTION,57,31,24,
PALMDALE,5000002A,1891,8,N,823,TOTAL,198,105,85,
PALMDALE,5000003A,1892,13,N,1118,POLLING PLACE,124,43,67,
PALMDALE,5000003A,1892,13,N,,VBM PORTION,63,35,27,
PALMDALE,5000003A,1892,13,N,1118,TOTAL,187,78,94,
PALMDALE,5000005A,1893,13,N,1667,POLLING PLACE,110,48,58,
PALMDALE,5000005A,1893,13,N,,VBM PORTION,107,25,60,
PALMDALE,5000005A,1893,13,N,1667,TOTAL,217,73,118,
PALMDALE,5000005B,6175,13,Y,35,POLLING PLACE,,,,
PALMDALE,5000005B,6175,13,Y,,VBM PORTION,1,,1,
PALMDALE,5000005B,6175,13,Y,35,TOTAL,1,,1,
PALMDALE,5000006A,1894,13,N,1182,POLLING PLACE,71,28,39,
PALMDALE,5000006A,1894,13,N,,VBM PORTION,94,33,52,
PALMDALE,5000006A,1894,13,N,1182,TOTAL,165,61,91,
PALMDALE,5000007A,1895,13,N,1334,POLLING PLACE,108,44,57,
PALMDALE,5000007A,1895,13,N,,VBM PORTION,73,25,28,
PALMDALE,5000007A,1895,13,N,1334,TOTAL,181,69,85,
PALMDALE,5000008A,1896,13,N,1086,POLLING PLACE,157,64,88,
PALMDALE,5000008A,1896,13,N,,VBM PORTION,78,34,37,
PALMDALE,5000008A,1896,13,N,1086,TOTAL,235,98,125,
PALMDALE,5000009A,1897,13,N,1273,POLLING PLACE,103,38,59,
PALMDALE,5000009A,1897,13,N,,VBM PORTION,104,34,57,
PALMDALE,5000009A,1897,13,N,1273,TOTAL,207,72,116,
PALMDALE,5000011A,1898,13,N,1425,POLLING PLACE,310,183,106,
PALMDALE,5000011A,1898,13,N,,VBM PORTION,151,90,45,
PALMDALE,5000011A,1898,13,N,1425,TOTAL,461,273,151,
PALMDALE,5000012A,1899,8,N,1207,POLLING PLACE,237,109,120,
PALMDALE,5000012A,1899,8,N,,VBM PORTION,66,30,33,
PALMDALE,5000012A,1899,8,N,1207,TOTAL,303,139,153,
PALMDALE,5000013A,1900,8,N,413,POLLING PLACE,43,21,21,
PALMDALE,5000013A,1900,8,N,,VBM PORTION,19,12,6,
PALMDALE,5000013A,1900,8,N,413,TOTAL,62,33,27,
PALMDALE,5000013C,6176,16,Y,,POLLING PLACE,,,,
PALMDALE,5000013C,6176,16,Y,,VBM PORTION,,,,
PALMDALE,5000013C,6176,16,Y,,TOTAL,,,,
PALMDALE,5000015A,1901,13,N,382,POLLING PLACE,56,15,31,
PALMDALE,5000015A,1901,13,N,,VBM PORTION,11,5,4,
PALMDALE,5000015A,1901,13,N,382,TOTAL,67,20,35,
PALMDALE,5000016A,1902,13,N,1373,POLLING PLACE,153,46,85,
PALMDALE,5000016A,1902,13,N,,VBM PORTION,69,31,34,
PALMDALE,5000016A,1902,13,N,1373,TOTAL,222,77,119,
PALMDALE,5000017A,1903,8,N,1003,POLLING PLACE,207,113,62,
PALMDALE,5000017A,1903,8,N,,VBM PORTION,98,62,32,
PALMDALE,5000017A,1903,8,N,1003,TOTAL,305,175,94,
PALMDALE,5000018A,1904,8,N,945,POLLING PLACE,220,140,69,
PALMDALE,5000018A,1904,8,N,,VBM PORTION,97,67,19,
PALMDALE,5000018A,1904,8,N,945,TOTAL,317,207,88,
PALMDALE,5000019A,1905,8,N,886,POLLING PLACE,145,72,58,
PALMDALE,5000019A,1905,8,N,,VBM PORTION,68,44,22,
PALMDALE,5000019A,1905,8,N,886,TOTAL,213,116,80,
PALMDALE,5000020A,1906,8,N,965,POLLING PLACE,218,136,70,
PALMDALE,5000020A,1906,8,N,,VBM PORTION,63,30,33,
PALMDALE,5000020A,1906,8,N,965,TOTAL,281,166,103,
PALMDALE,5000021A,1907,13,N,1254,POLLING PLACE,182,50,120,
PALMDALE,5000021A,1907,13,N,,VBM PORTION,65,15,46,
PALMDALE,5000021A,1907,13,N,1254,TOTAL,247,65,166,
PALMDALE,5000022B,1908,13,N,1058,POLLING PLACE,120,41,69,
PALMDALE,5000022B,1908,13,N,,VBM PORTION,53,16,32,
PALMDALE,5000022B,1908,13,N,1058,TOTAL,173,57,101,
PALMDALE,5000024A,1909,8,N,953,POLLING PLACE,200,98,91,
PALMDALE,5000024A,1909,8,N,,VBM PORTION,76,56,16,
PALMDALE,5000024A,1909,8,N,953,TOTAL,276,154,107,
PALMDALE,5000025A,1910,8,N,807,POLLING PLACE,132,77,47,
PALMDALE,5000025A,1910,8,N,,VBM PORTION,89,51,29,
PALMDALE,5000025A,1910,8,N,807,TOTAL,221,128,76,
PALMDALE,5000026A,1911,8,N,909,POLLING PLACE,235,177,46,
PALMDALE,5000026A,1911,8,N,,VBM PORTION,95,63,25,
PALMDALE,5000026A,1911,8,N,909,TOTAL,330,240,71,
PALMDALE,5000027A,1912,8,N,1151,POLLING PLACE,230,146,72,
PALMDALE,5000027A,1912,8,N,,VBM PORTION,93,58,29,
PALMDALE,5000027A,1912,8,N,1151,TOTAL,323,204,101,
PALMDALE,5000028A,1913,13,N,964,POLLING PLACE,146,63,77,
PALMDALE,5000028A,1913,13,N,,VBM PORTION,67,42,22,
PALMDALE,5000028A,1913,13,N,964,TOTAL,213,105,99,
PALMDALE,5000030A,1914,13,N,926,POLLING PLACE,177,106,59,
PALMDALE,5000030A,1914,13,N,,VBM PORTION,86,48,34,
PALMDALE,5000030A,1914,13,N,926,TOTAL,263,154,93,
PALMDALE,5000031A,1915,8,N,1140,POLLING PLACE,206,128,64,
PALMDALE,5000031A,1915,8,N,,VBM PORTION,94,48,39,
PALMDALE,5000031A,1915,8,N,1140,TOTAL,300,176,103,
PALMDALE,5000032A,1916,8,N,1056,POLLING PLACE,155,77,69,
PALMDALE,5000032A,1916,8,N,,VBM PORTION,71,28,40,
PALMDALE,5000032A,1916,8,N,1056,TOTAL,226,105,109,
PALMDALE,5000033A,1917,13,N,951,POLLING PLACE,83,36,39,
PALMDALE,5000033A,1917,13,N,,VBM PORTION,46,16,29,
PALMDALE,5000033A,1917,13,N,951,TOTAL,129,52,68,
PALMDALE,5000034A,1918,13,N,1037,POLLING PLACE,115,32,76,
PALMDALE,5000034A,1918,13,N,,VBM PORTION,63,18,37,
PALMDALE,5000034A,1918,13,N,1037,TOTAL,178,50,113,
PALMDALE,5000036A,1919,13,N,812,POLLING PLACE,89,42,41,
PALMDALE,5000036A,1919,13,N,,VBM PORTION,40,13,24,
PALMDALE,5000036A,1919,13,N,812,TOTAL,129,55,65,
PALMDALE,5000037A,1920,13,N,965,POLLING PLACE,138,42,85,
PALMDALE,5000037A,1920,13,N,,VBM PORTION,30,11,16,
PALMDALE,5000037A,1920,13,N,965,TOTAL,168,53,101,
PALMDALE,5000039A,1921,13,N,1313,POLLING PLACE,144,49,89,
PALMDALE,5000039A,1921,13,N,,VBM PORTION,55,21,31,
PALMDALE,5000039A,1921,13,N,1313,TOTAL,199,70,120,
PALMDALE,5000040A,1922,13,N,1193,POLLING PLACE,174,73,89,
PALMDALE,5000040A,1922,13,N,,VBM PORTION,85,29,47,
PALMDALE,5000040A,1922,13,N,1193,TOTAL,259,102,136,
PALMDALE,5000041A,1923,13,N,1068,POLLING PLACE,153,54,94,
PALMDALE,5000041A,1923,13,N,,VBM PORTION,58,28,25,
PALMDALE,5000041A,1923,13,N,1068,TOTAL,211,82,119,
PALMDALE,5000042A,1924,13,N,1049,POLLING PLACE,144,30,108,
PALMDALE,5000042A,1924,13,N,,VBM PORTION,46,21,22,
PALMDALE,5000042A,1924,13,N,1049,TOTAL,190,51,130,
PALMDALE,5000044A,1925,13,N,1529,POLLING PLACE,155,47,92,
PALMDALE,5000044A,1925,13,N,,VBM PORTION,91,28,54,
PALMDALE,5000044A,1925,13,N,1529,TOTAL,246,75,146,
PALMDALE,5000045A,1926,13,N,752,POLLING PLACE,101,62,37,
PALMDALE,5000045A,1926,13,N,,VBM PORTION,44,26,15,
PALMDALE,5000045A,1926,13,N,752,TOTAL,145,88,52,
PALMDALE,5000047A,1927,13,N,1043,POLLING PLACE,123,37,82,
PALMDALE,5000047A,1927,13,N,,VBM PORTION,58,25,31,
PALMDALE,5000047A,1927,13,N,1043,TOTAL,181,62,113,
PALMDALE,5000048A,1928,13,N,1018,POLLING PLACE,150,61,79,
PALMDALE,5000048A,1928,13,N,,VBM PORTION,39,18,19,
PALMDALE,5000048A,1928,13,N,1018,TOTAL,189,79,98,
PALMDALE,5000049A,1929,13,N,958,POLLING PLACE,129,43,72,
PALMDALE,5000049A,1929,13,N,,VBM PORTION,29,12,15,
PALMDALE,5000049A,1929,13,N,958,TOTAL,158,55,87,
PALMDALE,5000050A,1930,13,N,759,POLLING PLACE,116,48,61,
PALMDALE,5000050A,1930,13,N,,VBM PORTION,65,27,34,
PALMDALE,5000050A,1930,13,N,759,TOTAL,181,75,95,
PALMDALE,5000051B,1931,13,N,1215,POLLING PLACE,196,89,96,
PALMDALE,5000051B,1931,13,N,,VBM PORTION,74,50,21,
PALMDALE,5000051B,1931,13,N,1215,TOTAL,270,139,117,
PALMDALE,5000053A,1932,13,N,1189,POLLING PLACE,180,60,111,
PALMDALE,5000053A,1932,13,N,,VBM PORTION,62,20,39,
PALMDALE,5000053A,1932,13,N,1189,TOTAL,242,80,150,
PALMDALE,5000054A,1933,13,N,1130,POLLING PLACE,134,31,96,
PALMDALE,5000054A,1933,13,N,,VBM PORTION,59,25,29,
PALMDALE,5000054A,1933,13,N,1130,TOTAL,193,56,125,
PALMDALE,5000055A,1934,7,N,1433,POLLING PLACE,333,210,93,
PALMDALE,5000055A,1934,7,N,,VBM PORTION,216,168,40,
PALMDALE,5000055A,1934,7,N,1433,TOTAL,549,378,133,
PALMDALE,5000055E,6177,15,Y,,POLLING PLACE,,,,
PALMDALE,5000055E,6177,15,Y,,VBM PORTION,,,,
PALMDALE,5000055E,6177,15,Y,,TOTAL,,,,
PALMDALE,5000058A,1935,13,N,1101,POLLING PLACE,110,26,80,
PALMDALE,5000058A,1935,13,N,,VBM PORTION,50,19,28,
PALMDALE,5000058A,1935,13,N,1101,TOTAL,160,45,108,
PALMDALE,5000063A,1936,8,N,846,POLLING PLACE,142,77,57,
PALMDALE,5000063A,1936,8,N,,VBM PORTION,52,29,20,
PALMDALE,5000063A,1936,8,N,846,TOTAL,194,106,77,
PALMDALE,5000064A,1937,13,N,1149,POLLING PLACE,179,57,92,
PALMDALE,5000064A,1937,13,N,,VBM PORTION,68,24,35,
PALMDALE,5000064A,1937,13,N,1149,TOTAL,247,81,127,
PALMDALE,5000066A,1938,13,N,567,POLLING PLACE,84,41,39,
PALMDALE,5000066A,1938,13,N,,VBM PORTION,63,35,27,
PALMDALE,5000066A,1938,13,N,567,TOTAL,147,76,66,
PALMDALE,5000067A,1939,8,N,1107,POLLING PLACE,166,60,90,
PALMDALE,5000067A,1939,8,N,,VBM PORTION,71,33,34,
PALMDALE,5000067A,1939,8,N,1107,TOTAL,237,93,124,
PALMDALE,5000070B,1940,8,N,1021,POLLING PLACE,265,149,103,
PALMDALE,5000070B,1940,8,N,,VBM PORTION,93,69,24,
PALMDALE,5000070B,1940,8,N,1021,TOTAL,358,218,127,
PALMDALE,5000071A,1941,13,N,1181,POLLING PLACE,147,51,87,
PALMDALE,5000071A,1941,13,N,,VBM PORTION,65,25,37,
PALMDALE,5000071A,1941,13,N,1181,TOTAL,212,76,124,
PALMDALE,5000072A,1942,13,N,1062,POLLING PLACE,145,48,92,
PALMDALE,5000072A,1942,13,N,,VBM PORTION,64,15,45,
PALMDALE,5000072A,1942,13,N,1062,TOTAL,209,63,137,
PALMDALE,5000075A,1943,13,N,752,POLLING PLACE,104,55,47,
PALMDALE,5000075A,1943,13,N,,VBM PORTION,48,23,24,
PALMDALE,5000075A,1943,13,N,752,TOTAL,152,78,71,
PALMDALE,5000078A,1944,13,N,1106,POLLING PLACE,158,51,94,
PALMDALE,5000078A,1944,13,N,,VBM PORTION,57,32,19,
PALMDALE,5000078A,1944,13,N,1106,TOTAL,215,83,113,
PALMDALE,5000079A,1945,13,N,887,POLLING PLACE,95,45,42,
PALMDALE,5000079A,1945,13,N,,VBM PORTION,61,34,23,
PALMDALE,5000079A,1945,13,N,887,TOTAL,156,79,65,
PALMDALE,5000080A,1946,8,N,1000,POLLING PLACE,175,88,77,
PALMDALE,5000080A,1946,8,N,,VBM PORTION,72,34,32,
PALMDALE,5000080A,1946,8,N,1000,TOTAL,247,122,109,
PALMDALE,5000081A,1947,13,N,876,POLLING PLACE,99,46,45,
PALMDALE,5000081A,1947,13,N,,VBM PORTION,66,33,30,
PALMDALE,5000081A,1947,13,N,876,TOTAL,165,79,75,
PALMDALE,5000082A,1948,8,N,1222,POLLING PLACE,283,195,71,
PALMDALE,5000082A,1948,8,N,,VBM PORTION,154,94,42,
PALMDALE,5000082A,1948,8,N,1222,TOTAL,437,289,113,
PALMDALE,5000084A,1949,13,N,969,POLLING PLACE,154,60,84,
PALMDALE,5000084A,1949,13,N,,VBM PORTION,33,12,16,
PALMDALE,5000084A,1949,13,N,969,TOTAL,187,72,100,
PALMDALE,5000085B,1950,13,N,1610,POLLING PLACE,85,36,45,
PALMDALE,5000085B,1950,13,N,,VBM PORTION,137,20,91,
PALMDALE,5000085B,1950,13,N,1610,TOTAL,222,56,136,
PALMDALE,5000086A,1951,13,N,971,POLLING PLACE,114,44,56,
PALMDALE,5000086A,1951,13,N,,VBM PORTION,49,24,24,
PALMDALE,5000086A,1951,13,N,971,TOTAL,163,68,80,
PALMDALE,5000088A,1952,8,N,1177,POLLING PLACE,268,179,68,
PALMDALE,5000088A,1952,8,N,,VBM PORTION,139,97,37,
PALMDALE,5000088A,1952,8,N,1177,TOTAL,407,276,105,
PALMDALE,5000089A,1953,13,N,1047,POLLING PLACE,137,56,66,
PALMDALE,5000089A,1953,13,N,,VBM PORTION,67,15,43,
PALMDALE,5000089A,1953,13,N,1047,TOTAL,204,71,109,
PALMDALE,5000092A,1954,8,N,1130,POLLING PLACE,226,126,80,
PALMDALE,5000092A,1954,8,N,,VBM PORTION,105,71,31,
PALMDALE,5000092A,1954,8,N,1130,TOTAL,331,197,111,
PALMDALE,5000093B,1955,13,N,1440,POLLING PLACE,182,60,115,
PALMDALE,5000093B,1955,13,N,,VBM PORTION,88,34,50,
PALMDALE,5000093B,1955,13,N,1440,TOTAL,270,94,165,
PALOS VERDES ESTATES,5050001A,1956,379,N,1180,POLLING PLACE,347,235,91,
PALOS VERDES ESTATES,5050001A,1956,379,N,,VBM PORTION,183,142,33,
PALOS VERDES ESTATES,5050001A,1956,379,N,1180,TOTAL,530,377,124,
PALOS VERDES ESTATES,5050003A,1957,379,N,1072,POLLING PLACE,246,149,59,
PALOS VERDES ESTATES,5050003A,1957,379,N,,VBM PORTION,153,97,46,
PALOS VERDES ESTATES,5050003A,1957,379,N,1072,TOTAL,399,246,105,
PALOS VERDES ESTATES,5050003D,1958,379,N,1122,POLLING PLACE,308,214,83,
PALOS VERDES ESTATES,5050003D,1958,379,N,,VBM PORTION,146,101,37,
PALOS VERDES ESTATES,5050003D,1958,379,N,1122,TOTAL,454,315,120,
PALOS VERDES ESTATES,5050005A,1959,379,N,908,POLLING PLACE,200,126,53,
PALOS VERDES ESTATES,5050005A,1959,379,N,,VBM PORTION,145,96,40,
PALOS VERDES ESTATES,5050005A,1959,379,N,908,TOTAL,345,222,93,
PALOS VERDES ESTATES,5050007A,1960,379,N,1324,POLLING PLACE,259,144,79,
PALOS VERDES ESTATES,5050007A,1960,379,N,,VBM PORTION,260,174,73,
PALOS VERDES ESTATES,5050007A,1960,379,N,1324,TOTAL,519,318,152,
PALOS VERDES ESTATES,5050008B,1961,379,N,517,POLLING PLACE,151,101,41,
PALOS VERDES ESTATES,5050008B,1961,379,N,,VBM PORTION,96,70,23,
PALOS VERDES ESTATES,5050008B,1961,379,N,517,TOTAL,247,171,64,
PALOS VERDES ESTATES,5050010A,1962,379,N,1008,POLLING PLACE,279,186,84,
PALOS VERDES ESTATES,5050010A,1962,379,N,,VBM PORTION,123,76,37,
PALOS VERDES ESTATES,5050010A,1962,379,N,1008,TOTAL,402,262,121,
PALOS VERDES ESTATES,5050012A,1963,379,N,1255,POLLING PLACE,334,214,81,
PALOS VERDES ESTATES,5050012A,1963,379,N,,VBM PORTION,190,110,57,
PALOS VERDES ESTATES,5050012A,1963,379,N,1255,TOTAL,524,324,138,
PALOS VERDES ESTATES,5050014A,1964,379,N,1304,POLLING PLACE,321,203,103,
PALOS VERDES ESTATES,5050014A,1964,379,N,,VBM PORTION,207,143,57,
PALOS VERDES ESTATES,5050014A,1964,379,N,1304,TOTAL,528,346,160,
PARAMOUNT,5100001A,1965,348,N,525,POLLING PLACE,81,24,56,
PARAMOUNT,5100001A,1965,348,N,,VBM PORTION,21,12,9,
PARAMOUNT,5100001A,1965,348,N,525,TOTAL,102,36,65,
PARAMOUNT,5100002A,1966,348,N,1153,POLLING PLACE,116,8,81,
PARAMOUNT,5100002A,1966,348,N,,VBM PORTION,23,3,20,
PARAMOUNT,5100002A,1966,348,N,1153,TOTAL,139,11,101,
PARAMOUNT,5100005A,1967,348,N,1006,POLLING PLACE,113,17,88,
PARAMOUNT,5100005A,1967,348,N,,VBM PORTION,13,2,10,
PARAMOUNT,5100005A,1967,348,N,1006,TOTAL,126,19,98,
PARAMOUNT,5100006A,1968,348,N,1100,POLLING PLACE,176,38,123,
PARAMOUNT,5100006A,1968,348,N,,VBM PORTION,58,13,41,
PARAMOUNT,5100006A,1968,348,N,1100,TOTAL,234,51,164,
PARAMOUNT,5100007A,1969,348,N,1047,POLLING PLACE,139,18,95,
PARAMOUNT,5100007A,1969,348,N,,VBM PORTION,34,11,22,
PARAMOUNT,5100007A,1969,348,N,1047,TOTAL,173,29,117,
PARAMOUNT,5100008A,1970,348,N,678,POLLING PLACE,83,32,40,
PARAMOUNT,5100008A,1970,348,N,,VBM PORTION,23,6,14,
PARAMOUNT,5100008A,1970,348,N,678,TOTAL,106,38,54,
PARAMOUNT,5100009A,1971,348,N,768,POLLING PLACE,93,25,61,
PARAMOUNT,5100009A,1971,348,N,,VBM PORTION,15,5,9,
PARAMOUNT,5100009A,1971,348,N,768,TOTAL,108,30,70,
PARAMOUNT,5100010A,1972,348,N,1010,POLLING PLACE,126,24,91,
PARAMOUNT,5100010A,1972,348,N,,VBM PORTION,14,3,6,
PARAMOUNT,5100010A,1972,348,N,1010,TOTAL,140,27,97,
PARAMOUNT,5100011A,1973,348,N,1088,POLLING PLACE,136,19,111,
PARAMOUNT,5100011A,1973,348,N,,VBM PORTION,26,5,21,
PARAMOUNT,5100011A,1973,348,N,1088,TOTAL,162,24,132,
PARAMOUNT,5100013A,1974,348,N,1057,POLLING PLACE,120,18,97,
PARAMOUNT,5100013A,1974,348,N,,VBM PORTION,22,7,14,
PARAMOUNT,5100013A,1974,348,N,1057,TOTAL,142,25,111,
PARAMOUNT,5100014A,1975,348,N,1094,POLLING PLACE,182,45,133,
PARAMOUNT,5100014A,1975,348,N,,VBM PORTION,59,17,39,
PARAMOUNT,5100014A,1975,348,N,1094,TOTAL,241,62,172,
PARAMOUNT,5100016A,1976,348,N,909,POLLING PLACE,122,30,85,
PARAMOUNT,5100016A,1976,348,N,,VBM PORTION,16,4,11,
PARAMOUNT,5100016A,1976,348,N,909,TOTAL,138,34,96,
PARAMOUNT,5100017A,1977,348,N,1124,POLLING PLACE,175,39,122,
PARAMOUNT,5100017A,1977,348,N,,VBM PORTION,36,10,24,
PARAMOUNT,5100017A,1977,348,N,1124,TOTAL,211,49,146,
PARAMOUNT,5100020A,1978,348,N,625,POLLING PLACE,112,28,70,
PARAMOUNT,5100020A,1978,348,N,,VBM PORTION,19,3,14,
PARAMOUNT,5100020A,1978,348,N,625,TOTAL,131,31,84,
PARAMOUNT,5100020F,1979,348,N,627,POLLING PLACE,68,20,44,
PARAMOUNT,5100020F,1979,348,N,,VBM PORTION,20,6,14,
PARAMOUNT,5100020F,1979,348,N,627,TOTAL,88,26,58,
PARAMOUNT,5100021A,1980,348,N,1121,POLLING PLACE,121,21,98,
PARAMOUNT,5100021A,1980,348,N,,VBM PORTION,34,3,30,
PARAMOUNT,5100021A,1980,348,N,1121,TOTAL,155,24,128,
PARAMOUNT,5100024B,1981,348,N,1133,POLLING PLACE,150,46,100,
PARAMOUNT,5100024B,1981,348,N,,VBM PORTION,39,13,22,
PARAMOUNT,5100024B,1981,348,N,1133,TOTAL,189,59,122,
PARAMOUNT,5100027A,1982,348,N,584,POLLING PLACE,41,9,26,
PARAMOUNT,5100027A,1982,348,N,,VBM PORTION,9,4,5,
PARAMOUNT,5100027A,1982,348,N,584,TOTAL,50,13,31,
PARAMOUNT,5100036A,1983,348,N,1133,POLLING PLACE,209,51,134,
PARAMOUNT,5100036A,1983,348,N,,VBM PORTION,45,26,17,
PARAMOUNT,5100036A,1983,348,N,1133,TOTAL,254,77,151,
PARAMOUNT,5100054A,1984,348,N,1078,POLLING PLACE,142,23,114,
PARAMOUNT,5100054A,1984,348,N,,VBM PORTION,34,8,26,
PARAMOUNT,5100054A,1984,348,N,1078,TOTAL,176,31,140,
PASADENA,5150002A,1985,85,N,538,POLLING PLACE,135,16,110,
PASADENA,5150002A,1985,85,N,,VBM PORTION,48,13,34,
PASADENA,5150002A,1985,85,N,538,TOTAL,183,29,144,
PASADENA,5150004A,1986,90,N,1318,POLLING PLACE,387,219,128,
PASADENA,5150004A,1986,90,N,,VBM PORTION,172,99,58,
PASADENA,5150004A,1986,90,N,1318,TOTAL,559,318,186,
PASADENA,5150005A,1987,85,N,986,POLLING PLACE,193,39,144,
PASADENA,5150005A,1987,85,N,,VBM PORTION,89,29,55,
PASADENA,5150005A,1987,85,N,986,TOTAL,282,68,199,
PASADENA,5150006B,1988,85,N,1064,POLLING PLACE,199,34,149,
PASADENA,5150006B,1988,85,N,,VBM PORTION,107,29,73,
PASADENA,5150006B,1988,85,N,1064,TOTAL,306,63,222,
PASADENA,5150007A,1989,85,N,994,POLLING PLACE,158,16,130,
PASADENA,5150007A,1989,85,N,,VBM PORTION,40,2,36,
PASADENA,5150007A,1989,85,N,994,TOTAL,198,18,166,
PASADENA,5150007B,6178,81,Y,,POLLING PLACE,,,,
PASADENA,5150007B,6178,81,Y,,VBM PORTION,,,,
PASADENA,5150007B,6178,81,Y,,TOTAL,,,,
PASADENA,5150008A,1990,85,N,955,POLLING PLACE,160,19,128,
PASADENA,5150008A,1990,85,N,,VBM PORTION,36,4,28,
PASADENA,5150008A,1990,85,N,955,TOTAL,196,23,156,
PASADENA,5150012A,1991,85,N,808,POLLING PLACE,88,5,78,
PASADENA,5150012A,1991,85,N,,VBM PORTION,23,3,15,
PASADENA,5150012A,1991,85,N,808,TOTAL,111,8,93,
PASADENA,5150014A,1992,90,N,1121,POLLING PLACE,325,179,125,
PASADENA,5150014A,1992,90,N,,VBM PORTION,209,109,82,
PASADENA,5150014A,1992,90,N,1121,TOTAL,534,288,207,
PASADENA,5150015A,1993,85,N,1268,POLLING PLACE,309,169,114,
PASADENA,5150015A,1993,85,N,,VBM PORTION,174,93,71,
PASADENA,5150015A,1993,85,N,1268,TOTAL,483,262,185,
PASADENA,5150020A,6179,103,Y,,POLLING PLACE,,,,
PASADENA,5150020A,6179,103,Y,,VBM PORTION,,,,
PASADENA,5150020A,6179,103,Y,,TOTAL,,,,
PASADENA,5150021B,1994,85,N,909,POLLING PLACE,197,52,128,
PASADENA,5150021B,1994,85,N,,VBM PORTION,51,12,33,
PASADENA,5150021B,1994,85,N,909,TOTAL,248,64,161,
PASADENA,5150025A,1995,85,N,1274,POLLING PLACE,320,72,227,
PASADENA,5150025A,1995,85,N,,VBM PORTION,89,26,51,
PASADENA,5150025A,1995,85,N,1274,TOTAL,409,98,278,
PASADENA,5150029A,1996,85,N,854,POLLING PLACE,139,31,103,
PASADENA,5150029A,1996,85,N,,VBM PORTION,35,14,19,
PASADENA,5150029A,1996,85,N,854,TOTAL,174,45,122,
PASADENA,5150033A,1997,85,N,817,POLLING PLACE,164,57,101,
PASADENA,5150033A,1997,85,N,,VBM PORTION,54,18,32,
PASADENA,5150033A,1997,85,N,817,TOTAL,218,75,133,
PASADENA,5150035A,1998,85,N,971,POLLING PLACE,240,96,119,
PASADENA,5150035A,1998,85,N,,VBM PORTION,87,51,33,
PASADENA,5150035A,1998,85,N,971,TOTAL,327,147,152,
PASADENA,5150037B,1999,85,N,1143,POLLING PLACE,300,113,172,
PASADENA,5150037B,1999,85,N,,VBM PORTION,142,72,62,
PASADENA,5150037B,1999,85,N,1143,TOTAL,442,185,234,
PASADENA,5150038A,2000,85,N,639,POLLING PLACE,158,65,80,
PASADENA,5150038A,2000,85,N,,VBM PORTION,82,43,32,
PASADENA,5150038A,2000,85,N,639,TOTAL,240,108,112,
PASADENA,5150038C,2001,86,N,293,POLLING PLACE,59,19,36,
PASADENA,5150038C,2001,86,N,,VBM PORTION,39,18,20,
PASADENA,5150038C,2001,86,N,293,TOTAL,98,37,56,
PASADENA,5150040A,2002,85,N,833,POLLING PLACE,141,29,101,
PASADENA,5150040A,2002,85,N,,VBM PORTION,51,14,30,
PASADENA,5150040A,2002,85,N,833,TOTAL,192,43,131,
PASADENA,5150041A,2003,85,N,1226,POLLING PLACE,202,29,161,
PASADENA,5150041A,2003,85,N,,VBM PORTION,73,20,50,
PASADENA,5150041A,2003,85,N,1226,TOTAL,275,49,211,
PASADENA,5150042A,2004,85,N,1144,POLLING PLACE,251,34,200,
PASADENA,5150042A,2004,85,N,,VBM PORTION,56,13,38,
