LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,TONY STRICKLAND,STEVE KNIGHT,
SANTA CLARITA,6220107A,2409,36,N,,VBM PORTION,124,62,48,
SANTA CLARITA,6220107A,2409,36,N,1316,TOTAL,384,187,154,
SANTA CLARITA,6220108A,2410,36,N,878,POLLING PLACE,159,61,84,
SANTA CLARITA,6220108A,2410,36,N,,VBM PORTION,74,21,40,
SANTA CLARITA,6220108A,2410,36,N,878,TOTAL,233,82,124,
SANTA CLARITA,6220109A,2411,39,N,1408,POLLING PLACE,206,77,85,
SANTA CLARITA,6220109A,2411,39,N,,VBM PORTION,213,85,94,
SANTA CLARITA,6220109A,2411,39,N,1408,TOTAL,419,162,179,
SANTA CLARITA,6220113A,2412,36,N,805,POLLING PLACE,202,67,112,
SANTA CLARITA,6220113A,2412,36,N,,VBM PORTION,86,33,35,
SANTA CLARITA,6220113A,2412,36,N,805,TOTAL,288,100,147,
SANTA CLARITA,6220114A,2413,37,N,1199,POLLING PLACE,189,77,83,
SANTA CLARITA,6220114A,2413,37,N,,VBM PORTION,100,40,49,
SANTA CLARITA,6220114A,2413,37,N,1199,TOTAL,289,117,132,
SANTA CLARITA,6220115A,2414,44,N,980,POLLING PLACE,227,113,97,
SANTA CLARITA,6220115A,2414,44,N,,VBM PORTION,66,25,35,
SANTA CLARITA,6220115A,2414,44,N,980,TOTAL,293,138,132,
SANTA CLARITA,6220116A,2415,44,N,1048,POLLING PLACE,206,102,87,
SANTA CLARITA,6220116A,2415,44,N,,VBM PORTION,93,36,52,
SANTA CLARITA,6220116A,2415,44,N,1048,TOTAL,299,138,139,
SANTA CLARITA,6220118A,2416,40,N,708,POLLING PLACE,60,24,20,
SANTA CLARITA,6220118A,2416,40,N,,VBM PORTION,49,16,23,
SANTA CLARITA,6220118A,2416,40,N,708,TOTAL,109,40,43,
SANTA CLARITA,6220126A,2417,40,N,1087,POLLING PLACE,161,46,78,
SANTA CLARITA,6220126A,2417,40,N,,VBM PORTION,100,31,49,
SANTA CLARITA,6220126A,2417,40,N,1087,TOTAL,261,77,127,
SANTA CLARITA,6220127A,2418,40,N,625,POLLING PLACE,99,43,36,
SANTA CLARITA,6220127A,2418,40,N,,VBM PORTION,48,22,18,
SANTA CLARITA,6220127A,2418,40,N,625,TOTAL,147,65,54,
SANTA CLARITA,6220127B,6210,43,Y,,POLLING PLACE,,,,
SANTA CLARITA,6220127B,6210,43,Y,,VBM PORTION,,,,
SANTA CLARITA,6220127B,6210,43,Y,,TOTAL,,,,
SANTA CLARITA,6220127D,6211,44,Y,,POLLING PLACE,,,,
SANTA CLARITA,6220127D,6211,44,Y,,VBM PORTION,,,,
SANTA CLARITA,6220127D,6211,44,Y,,TOTAL,,,,
SANTA CLARITA,6220127R,6212,39,Y,1,POLLING PLACE,,,,
SANTA CLARITA,6220127R,6212,39,Y,,VBM PORTION,1,1,,
SANTA CLARITA,6220127R,6212,39,Y,1,TOTAL,1,1,,
SANTA CLARITA,6220132A,2419,39,N,561,POLLING PLACE,132,63,52,
SANTA CLARITA,6220132A,2419,39,N,,VBM PORTION,64,27,25,
SANTA CLARITA,6220132A,2419,39,N,561,TOTAL,196,90,77,
SANTA CLARITA,6220135A,2420,40,N,878,POLLING PLACE,165,84,59,
SANTA CLARITA,6220135A,2420,40,N,,VBM PORTION,99,48,43,
SANTA CLARITA,6220135A,2420,40,N,878,TOTAL,264,132,102,
SANTA CLARITA,6220136A,2421,40,N,1243,POLLING PLACE,278,114,119,
SANTA CLARITA,6220136A,2421,40,N,,VBM PORTION,124,55,53,
SANTA CLARITA,6220136A,2421,40,N,1243,TOTAL,402,169,172,
SANTA CLARITA,6220139A,2422,40,N,1197,POLLING PLACE,170,74,73,
SANTA CLARITA,6220139A,2422,40,N,,VBM PORTION,132,48,70,
SANTA CLARITA,6220139A,2422,40,N,1197,TOTAL,302,122,143,
SANTA CLARITA,6220141A,2423,37,N,779,POLLING PLACE,184,78,85,
SANTA CLARITA,6220141A,2423,37,N,,VBM PORTION,76,26,44,
SANTA CLARITA,6220141A,2423,37,N,779,TOTAL,260,104,129,
SANTA CLARITA,6220142A,2424,36,N,1236,POLLING PLACE,223,93,104,
SANTA CLARITA,6220142A,2424,36,N,,VBM PORTION,89,42,42,
SANTA CLARITA,6220142A,2424,36,N,1236,TOTAL,312,135,146,
SANTA CLARITA,6220143A,6213,43,Y,1,POLLING PLACE,,,,
SANTA CLARITA,6220143A,6213,43,Y,,VBM PORTION,,,,
SANTA CLARITA,6220143A,6213,43,Y,1,TOTAL,,,,
SANTA CLARITA,6220144D,6214,47,Y,,POLLING PLACE,,,,
SANTA CLARITA,6220144D,6214,47,Y,,VBM PORTION,,,,
SANTA CLARITA,6220144D,6214,47,Y,,TOTAL,,,,
SANTA CLARITA,6220145A,2425,40,N,1125,POLLING PLACE,230,104,95,
SANTA CLARITA,6220145A,2425,40,N,,VBM PORTION,83,27,39,
SANTA CLARITA,6220145A,2425,40,N,1125,TOTAL,313,131,134,
SANTA CLARITA,6220146A,2426,40,N,1327,POLLING PLACE,308,134,139,
SANTA CLARITA,6220146A,2426,40,N,,VBM PORTION,118,44,60,
SANTA CLARITA,6220146A,2426,40,N,1327,TOTAL,426,178,199,
SANTA CLARITA,6220148A,2427,40,N,1396,POLLING PLACE,232,99,95,
SANTA CLARITA,6220148A,2427,40,N,,VBM PORTION,249,63,140,
SANTA CLARITA,6220148A,2427,40,N,1396,TOTAL,481,162,235,
SANTA CLARITA,6220149A,2428,39,N,751,POLLING PLACE,131,51,64,
SANTA CLARITA,6220149A,2428,39,N,,VBM PORTION,52,18,28,
SANTA CLARITA,6220149A,2428,39,N,751,TOTAL,183,69,92,
SANTA CLARITA,6220153A,6216,61,Y,,POLLING PLACE,,,,
SANTA CLARITA,6220153A,6216,61,Y,,VBM PORTION,,,,
SANTA CLARITA,6220153A,6216,61,Y,,TOTAL,,,,
SANTA CLARITA,6220155A,2429,40,N,593,POLLING PLACE,120,56,51,
SANTA CLARITA,6220155A,2429,40,N,,VBM PORTION,57,27,17,
SANTA CLARITA,6220155A,2429,40,N,593,TOTAL,177,83,68,
SANTA CLARITA,6220160A,2430,36,N,986,POLLING PLACE,140,60,67,
SANTA CLARITA,6220160A,2430,36,N,,VBM PORTION,71,26,37,
SANTA CLARITA,6220160A,2430,36,N,986,TOTAL,211,86,104,
SANTA CLARITA,6220161A,2431,36,N,1148,POLLING PLACE,72,28,30,
SANTA CLARITA,6220161A,2431,36,N,,VBM PORTION,24,13,5,
SANTA CLARITA,6220161A,2431,36,N,1148,TOTAL,96,41,35,
SANTA CLARITA,6220163A,2432,36,N,1105,POLLING PLACE,121,49,45,
SANTA CLARITA,6220163A,2432,36,N,,VBM PORTION,78,29,36,
SANTA CLARITA,6220163A,2432,36,N,1105,TOTAL,199,78,81,
SANTA CLARITA,6220164A,2433,36,N,1037,POLLING PLACE,226,124,77,
SANTA CLARITA,6220164A,2433,36,N,,VBM PORTION,96,38,40,
SANTA CLARITA,6220164A,2433,36,N,1037,TOTAL,322,162,117,
SANTA CLARITA,6220166A,2434,21,N,644,POLLING PLACE,151,83,49,
SANTA CLARITA,6220166A,2434,21,N,,VBM PORTION,48,24,21,
SANTA CLARITA,6220166A,2434,21,N,644,TOTAL,199,107,70,
SANTA CLARITA,6220167C,2435,21,N,800,POLLING PLACE,174,91,67,
SANTA CLARITA,6220167C,2435,21,N,,VBM PORTION,67,42,18,
SANTA CLARITA,6220167C,2435,21,N,800,TOTAL,241,133,85,
SANTA CLARITA,6220168A,2436,44,N,472,POLLING PLACE,110,46,43,
SANTA CLARITA,6220168A,2436,44,N,,VBM PORTION,53,18,25,
SANTA CLARITA,6220168A,2436,44,N,472,TOTAL,163,64,68,
SANTA CLARITA,6220170A,2437,21,N,1190,POLLING PLACE,224,123,75,
SANTA CLARITA,6220170A,2437,21,N,,VBM PORTION,115,65,29,
SANTA CLARITA,6220170A,2437,21,N,1190,TOTAL,339,188,104,
SANTA CLARITA,6220176A,2438,21,N,1246,POLLING PLACE,222,113,86,
SANTA CLARITA,6220176A,2438,21,N,,VBM PORTION,155,86,56,
SANTA CLARITA,6220176A,2438,21,N,1246,TOTAL,377,199,142,
SANTA CLARITA,6220179A,2439,21,N,874,POLLING PLACE,197,105,56,
SANTA CLARITA,6220179A,2439,21,N,,VBM PORTION,112,61,34,
SANTA CLARITA,6220179A,2439,21,N,874,TOTAL,309,166,90,
SANTA CLARITA,6220180A,2440,18,N,1012,POLLING PLACE,217,103,82,
SANTA CLARITA,6220180A,2440,18,N,,VBM PORTION,86,35,38,
SANTA CLARITA,6220180A,2440,18,N,1012,TOTAL,303,138,120,
SANTA CLARITA,6220182A,2441,40,N,1390,POLLING PLACE,326,142,165,
SANTA CLARITA,6220182A,2441,40,N,,VBM PORTION,139,55,69,
SANTA CLARITA,6220182A,2441,40,N,1390,TOTAL,465,197,234,
SANTA CLARITA,6220183A,2442,40,N,974,POLLING PLACE,192,85,83,
SANTA CLARITA,6220183A,2442,40,N,,VBM PORTION,101,41,43,
SANTA CLARITA,6220183A,2442,40,N,974,TOTAL,293,126,126,
SANTA CLARITA,6220185A,6217,40,Y,431,POLLING PLACE,,,,
SANTA CLARITA,6220185A,6217,40,Y,,VBM PORTION,164,73,67,
SANTA CLARITA,6220185A,6217,40,Y,431,TOTAL,164,73,67,
SANTA CLARITA,6220190A,2443,36,N,607,POLLING PLACE,66,25,34,
SANTA CLARITA,6220190A,2443,36,N,,VBM PORTION,28,6,11,
SANTA CLARITA,6220190A,2443,36,N,607,TOTAL,94,31,45,
SANTA CLARITA,6220193A,2444,36,N,541,POLLING PLACE,83,45,21,
SANTA CLARITA,6220193A,2444,36,N,,VBM PORTION,52,20,20,
SANTA CLARITA,6220193A,2444,36,N,541,TOTAL,135,65,41,
SANTA CLARITA,6220194A,2445,36,N,687,POLLING PLACE,143,59,69,
SANTA CLARITA,6220194A,2445,36,N,,VBM PORTION,25,8,8,
SANTA CLARITA,6220194A,2445,36,N,687,TOTAL,168,67,77,
SAUGUS,6300002C,6227,24,Y,84,POLLING PLACE,,,,
SAUGUS,6300002C,6227,24,Y,,VBM PORTION,15,11,3,
SAUGUS,6300002C,6227,24,Y,84,TOTAL,15,11,3,
SAUGUS,6300004A,6228,22,Y,216,POLLING PLACE,,,,
SAUGUS,6300004A,6228,22,Y,,VBM PORTION,27,19,7,
SAUGUS,6300004A,6228,22,Y,216,TOTAL,27,19,7,
SAUGUS,6300005A,2509,20,N,1300,POLLING PLACE,222,105,85,
SAUGUS,6300005A,2509,20,N,,VBM PORTION,83,43,29,
SAUGUS,6300005A,2509,20,N,1300,TOTAL,305,148,114,
SAUGUS,6300006A,2510,22,N,250,POLLING PLACE,40,21,16,
SAUGUS,6300006A,2510,22,N,,VBM PORTION,20,12,4,
SAUGUS,6300006A,2510,22,N,250,TOTAL,60,33,20,
SAUGUS,6300006E,6229,12,Y,40,POLLING PLACE,,,,
SAUGUS,6300006E,6229,12,Y,,VBM PORTION,9,4,4,
SAUGUS,6300006E,6229,12,Y,40,TOTAL,9,4,4,
SAUGUS,6300007A,6230,11,Y,71,POLLING PLACE,,,,
SAUGUS,6300007A,6230,11,Y,,VBM PORTION,13,7,4,
SAUGUS,6300007A,6230,11,Y,71,TOTAL,13,7,4,
SAUGUS,6300014A,2511,20,N,1019,POLLING PLACE,119,61,45,
SAUGUS,6300014A,2511,20,N,,VBM PORTION,93,46,39,
SAUGUS,6300014A,2511,20,N,1019,TOTAL,212,107,84,
SAUGUS,6300023A,2512,46,N,1259,POLLING PLACE,243,100,107,
SAUGUS,6300023A,2512,46,N,,VBM PORTION,74,39,24,
SAUGUS,6300023A,2512,46,N,1259,TOTAL,317,139,131,
SAUGUS,6300024A,6231,49,Y,,POLLING PLACE,,,,
SAUGUS,6300024A,6231,49,Y,,VBM PORTION,,,,
SAUGUS,6300024A,6231,49,Y,,TOTAL,,,,
SAUGUS,6300025A,6232,23,Y,,POLLING PLACE,,,,
SAUGUS,6300025A,6232,23,Y,,VBM PORTION,,,,
SAUGUS,6300025A,6232,23,Y,,TOTAL,,,,
SAUGUS,6300026A,6233,48,Y,4,POLLING PLACE,,,,
SAUGUS,6300026A,6233,48,Y,,VBM PORTION,4,4,,
SAUGUS,6300026A,6233,48,Y,4,TOTAL,4,4,,
SAUGUS,6300026B,6234,49,Y,,POLLING PLACE,,,,
SAUGUS,6300026B,6234,49,Y,,VBM PORTION,,,,
SAUGUS,6300026B,6234,49,Y,,TOTAL,,,,
SAUGUS,6300037A,6235,42,Y,40,POLLING PLACE,,,,
SAUGUS,6300037A,6235,42,Y,,VBM PORTION,9,2,6,
SAUGUS,6300037A,6235,42,Y,40,TOTAL,9,2,6,
SAUGUS,6300040B,2513,42,N,648,POLLING PLACE,92,33,40,
SAUGUS,6300040B,2513,42,N,,VBM PORTION,64,27,31,
SAUGUS,6300040B,2513,42,N,648,TOTAL,156,60,71,
SAUGUS,6300099A,6236,20,Y,57,POLLING PLACE,,,,
SAUGUS,6300099A,6236,20,Y,,VBM PORTION,5,2,2,
SAUGUS,6300099A,6236,20,Y,57,TOTAL,5,2,2,
SAUGUS,6300247C,2514,46,N,732,POLLING PLACE,134,57,49,
SAUGUS,6300247C,2514,46,N,,VBM PORTION,51,22,20,
SAUGUS,6300247C,2514,46,N,732,TOTAL,185,79,69,
SAUGUS,6300457A,6237,14,Y,51,POLLING PLACE,,,,
SAUGUS,6300457A,6237,14,Y,,VBM PORTION,9,2,6,
SAUGUS,6300457A,6237,14,Y,51,TOTAL,9,2,6,
STEVENSON RANCH,6820001A,2629,45,N,975,POLLING PLACE,174,67,84,
STEVENSON RANCH,6820001A,2629,45,N,,VBM PORTION,66,28,26,
STEVENSON RANCH,6820001A,2629,45,N,975,TOTAL,240,95,110,
STEVENSON RANCH,6820003A,2630,45,N,1259,POLLING PLACE,269,114,111,
STEVENSON RANCH,6820003A,2630,45,N,,VBM PORTION,102,40,45,
STEVENSON RANCH,6820003A,2630,45,N,1259,TOTAL,371,154,156,
STEVENSON RANCH,6820004A,2631,48,N,969,POLLING PLACE,181,90,70,
STEVENSON RANCH,6820004A,2631,48,N,,VBM PORTION,79,44,32,
STEVENSON RANCH,6820004A,2631,48,N,969,TOTAL,260,134,102,
STEVENSON RANCH,6820005A,2632,45,N,1004,POLLING PLACE,248,107,107,
STEVENSON RANCH,6820005A,2632,45,N,,VBM PORTION,105,47,41,
STEVENSON RANCH,6820005A,2632,45,N,1004,TOTAL,353,154,148,
STEVENSON RANCH,6820006A,2633,45,N,869,POLLING PLACE,169,74,67,
STEVENSON RANCH,6820006A,2633,45,N,,VBM PORTION,70,32,28,
STEVENSON RANCH,6820006A,2633,45,N,869,TOTAL,239,106,95,
STEVENSON RANCH,6820007A,2634,45,N,875,POLLING PLACE,143,73,56,
STEVENSON RANCH,6820007A,2634,45,N,,VBM PORTION,86,38,40,
STEVENSON RANCH,6820007A,2634,45,N,875,TOTAL,229,111,96,
STEVENSON RANCH,6820008A,2635,45,N,975,POLLING PLACE,228,106,99,
STEVENSON RANCH,6820008A,2635,45,N,,VBM PORTION,83,41,33,
STEVENSON RANCH,6820008A,2635,45,N,975,TOTAL,311,147,132,
STEVENSON RANCH,6820010A,2636,45,N,1394,POLLING PLACE,206,91,84,
STEVENSON RANCH,6820010A,2636,45,N,,VBM PORTION,106,41,46,
STEVENSON RANCH,6820010A,2636,45,N,1394,TOTAL,312,132,130,
STEVENSON RANCH,6820011A,2637,45,N,946,POLLING PLACE,150,60,76,
STEVENSON RANCH,6820011A,2637,45,N,,VBM PORTION,98,51,40,
STEVENSON RANCH,6820011A,2637,45,N,946,TOTAL,248,111,116,
VALENCIA,7360006A,2739,45,N,1055,POLLING PLACE,139,64,57,
VALENCIA,7360006A,2739,45,N,,VBM PORTION,68,25,36,
VALENCIA,7360006A,2739,45,N,1055,TOTAL,207,89,93,
VALENCIA,7360006C,6253,46,Y,,POLLING PLACE,,,,
VALENCIA,7360006C,6253,46,Y,,VBM PORTION,,,,
VALENCIA,7360006C,6253,46,Y,,TOTAL,,,,
WILSONA,7900005A,2980,13,N,999,POLLING PLACE,163,62,75,
WILSONA,7900005A,2980,13,N,,VBM PORTION,64,17,38,
WILSONA,7900005A,2980,13,N,999,TOTAL,227,79,113,
WILSONA,7900006A,2981,13,N,875,POLLING PLACE,141,58,72,
WILSONA,7900006A,2981,13,N,,VBM PORTION,47,11,28,
WILSONA,7900006A,2981,13,N,875,TOTAL,188,69,100,
WILSONA,7900008A,2982,13,N,1125,POLLING PLACE,140,61,68,
WILSONA,7900008A,2982,13,N,,VBM PORTION,89,35,40,
WILSONA,7900008A,2982,13,N,1125,TOTAL,229,96,108,
WILSONA,7900009A,2983,13,N,681,POLLING PLACE,90,29,44,
WILSONA,7900009A,2983,13,N,,VBM PORTION,35,4,23,
WILSONA,7900009A,2983,13,N,681,TOTAL,125,33,67,
WILSONA,7900010A,2984,13,N,896,POLLING PLACE,122,53,59,
WILSONA,7900010A,2984,13,N,,VBM PORTION,45,15,26,
WILSONA,7900010A,2984,13,N,896,TOTAL,167,68,85,
WILSONA,7900011A,2985,13,N,884,POLLING PLACE,177,62,97,
WILSONA,7900011A,2985,13,N,,VBM PORTION,41,17,14,
WILSONA,7900011A,2985,13,N,884,TOTAL,218,79,111,
LOS ANGELES,9000350A,3205,53,N,1110,POLLING PLACE,202,100,67,
LOS ANGELES,9000350A,3205,53,N,,VBM PORTION,87,32,41,
LOS ANGELES,9000350A,3205,53,N,1110,TOTAL,289,132,108,
LOS ANGELES,9001744A,6286,48,Y,,POLLING PLACE,,,,
LOS ANGELES,9001744A,6286,48,Y,,VBM PORTION,,,,
LOS ANGELES,9001744A,6286,48,Y,,TOTAL,,,,
LOS ANGELES,9002264B,4083,53,N,482,POLLING PLACE,90,41,28,
LOS ANGELES,9002264B,4083,53,N,,VBM PORTION,48,12,24,
LOS ANGELES,9002264B,4083,53,N,482,TOTAL,138,53,52,
LOS ANGELES,9002381A,4141,53,N,538,POLLING PLACE,119,52,46,
LOS ANGELES,9002381A,4141,53,N,,VBM PORTION,59,25,24,
LOS ANGELES,9002381A,4141,53,N,538,TOTAL,178,77,70,
LOS ANGELES,9002579A,6310,30,Y,,POLLING PLACE,,,,
LOS ANGELES,9002579A,6310,30,Y,,VBM PORTION,,,,
LOS ANGELES,9002579A,6310,30,Y,,TOTAL,,,,
LOS ANGELES,9002614A,6313,53,Y,,POLLING PLACE,,,,
LOS ANGELES,9002614A,6313,53,Y,,VBM PORTION,,,,
LOS ANGELES,9002614A,6313,53,Y,,TOTAL,,,,
LOS ANGELES,9002622A,6314,30,Y,31,POLLING PLACE,,,,
LOS ANGELES,9002622A,6314,30,Y,,VBM PORTION,6,5,,
LOS ANGELES,9002622A,6314,30,Y,31,TOTAL,6,5,,
LOS ANGELES,9004245A,4402,53,N,1116,POLLING PLACE,223,108,65,
LOS ANGELES,9004245A,4402,53,N,,VBM PORTION,114,42,45,
LOS ANGELES,9004245A,4402,53,N,1116,TOTAL,337,150,110,
LOS ANGELES,9006246A,4513,48,N,878,POLLING PLACE,199,102,44,
LOS ANGELES,9006246A,4513,48,N,,VBM PORTION,83,34,23,
LOS ANGELES,9006246A,4513,48,N,878,TOTAL,282,136,67,
LOS ANGELES,9006247A,4514,48,N,869,POLLING PLACE,184,93,55,
LOS ANGELES,9006247A,4514,48,N,,VBM PORTION,65,20,32,
LOS ANGELES,9006247A,4514,48,N,869,TOTAL,249,113,87,
LOS ANGELES,9006248A,4515,48,N,743,POLLING PLACE,151,76,51,
LOS ANGELES,9006248A,4515,48,N,,VBM PORTION,52,24,18,
LOS ANGELES,9006248A,4515,48,N,743,TOTAL,203,100,69,
LOS ANGELES,9006249A,4516,48,N,863,POLLING PLACE,210,110,59,
LOS ANGELES,9006249A,4516,48,N,,VBM PORTION,79,39,27,
LOS ANGELES,9006249A,4516,48,N,863,TOTAL,289,149,86,
LOS ANGELES,9006251A,4517,53,N,1008,POLLING PLACE,245,111,97,
LOS ANGELES,9006251A,4517,53,N,,VBM PORTION,104,47,37,
LOS ANGELES,9006251A,4517,53,N,1008,TOTAL,349,158,134,
LOS ANGELES,9006252A,4518,48,N,572,POLLING PLACE,122,61,44,
LOS ANGELES,9006252A,4518,48,N,,VBM PORTION,68,33,22,
LOS ANGELES,9006252A,4518,48,N,572,TOTAL,190,94,66,
LOS ANGELES,9007785A,4655,48,N,1131,POLLING PLACE,213,95,70,
LOS ANGELES,9007785A,4655,48,N,,VBM PORTION,101,34,48,
LOS ANGELES,9007785A,4655,48,N,1131,TOTAL,314,129,118,
BALLOT GROUP 7,9990007A,8007,7,N,,POLLING PLACE,,,,
BALLOT GROUP 7,9990007A,8007,7,N,,VBM PORTION,,,,
BALLOT GROUP 7,9990007A,8007,7,N,,TOTAL,,,,
BALLOT GROUP 8,9990008A,8008,8,N,,POLLING PLACE,,,,
BALLOT GROUP 8,9990008A,8008,8,N,,VBM PORTION,,,,
BALLOT GROUP 8,9990008A,8008,8,N,,TOTAL,,,,
BALLOT GROUP 9,9990009A,8009,9,N,,POLLING PLACE,,,,
BALLOT GROUP 9,9990009A,8009,9,N,,VBM PORTION,,,,
BALLOT GROUP 9,9990009A,8009,9,N,,TOTAL,,,,
BALLOT GROUP 10,9990010A,8010,10,N,,POLLING PLACE,,,,
BALLOT GROUP 10,9990010A,8010,10,N,,VBM PORTION,,,,
BALLOT GROUP 10,9990010A,8010,10,N,,TOTAL,,,,
BALLOT GROUP 11,9990011A,8011,11,N,,POLLING PLACE,,,,
BALLOT GROUP 11,9990011A,8011,11,N,,VBM PORTION,,,,
BALLOT GROUP 11,9990011A,8011,11,N,,TOTAL,,,,
BALLOT GROUP 12,9990012A,8012,12,N,,POLLING PLACE,,,,
BALLOT GROUP 12,9990012A,8012,12,N,,VBM PORTION,,,,
BALLOT GROUP 12,9990012A,8012,12,N,,TOTAL,,,,
BALLOT GROUP 13,9990013A,8013,13,N,,POLLING PLACE,,,,
BALLOT GROUP 13,9990013A,8013,13,N,,VBM PORTION,,,,
BALLOT GROUP 13,9990013A,8013,13,N,,TOTAL,,,,
BALLOT GROUP 14,9990014A,8014,14,N,,POLLING PLACE,,,,
BALLOT GROUP 14,9990014A,8014,14,N,,VBM PORTION,,,,
BALLOT GROUP 14,9990014A,8014,14,N,,TOTAL,,,,
BALLOT GROUP 15,9990015A,8015,15,N,,POLLING PLACE,,,,
BALLOT GROUP 15,9990015A,8015,15,N,,VBM PORTION,,,,
BALLOT GROUP 15,9990015A,8015,15,N,,TOTAL,,,,
BALLOT GROUP 16,9990016A,8016,16,N,,POLLING PLACE,,,,
BALLOT GROUP 16,9990016A,8016,16,N,,VBM PORTION,,,,
BALLOT GROUP 16,9990016A,8016,16,N,,TOTAL,,,,
BALLOT GROUP 17,9990017A,8017,17,N,,POLLING PLACE,,,,
BALLOT GROUP 17,9990017A,8017,17,N,,VBM PORTION,,,,
BALLOT GROUP 17,9990017A,8017,17,N,,TOTAL,,,,
BALLOT GROUP 18,9990018A,8018,18,N,,POLLING PLACE,,,,
BALLOT GROUP 18,9990018A,8018,18,N,,VBM PORTION,,,,
BALLOT GROUP 18,9990018A,8018,18,N,,TOTAL,,,,
BALLOT GROUP 19,9990019A,8019,19,N,,POLLING PLACE,,,,
BALLOT GROUP 19,9990019A,8019,19,N,,VBM PORTION,,,,
BALLOT GROUP 19,9990019A,8019,19,N,,TOTAL,,,,
BALLOT GROUP 20,9990020A,8020,20,N,,POLLING PLACE,,,,
BALLOT GROUP 20,9990020A,8020,20,N,,VBM PORTION,,,,
BALLOT GROUP 20,9990020A,8020,20,N,,TOTAL,,,,
BALLOT GROUP 21,9990021A,8021,21,N,,POLLING PLACE,,,,
BALLOT GROUP 21,9990021A,8021,21,N,,VBM PORTION,,,,
BALLOT GROUP 21,9990021A,8021,21,N,,TOTAL,,,,
BALLOT GROUP 22,9990022A,8022,22,N,,POLLING PLACE,,,,
BALLOT GROUP 22,9990022A,8022,22,N,,VBM PORTION,,,,
BALLOT GROUP 22,9990022A,8022,22,N,,TOTAL,,,,
BALLOT GROUP 23,9990023A,8023,23,N,,POLLING PLACE,,,,
BALLOT GROUP 23,9990023A,8023,23,N,,VBM PORTION,,,,
BALLOT GROUP 23,9990023A,8023,23,N,,TOTAL,,,,
BALLOT GROUP 24,9990024A,8024,24,N,,POLLING PLACE,,,,
BALLOT GROUP 24,9990024A,8024,24,N,,VBM PORTION,,,,
BALLOT GROUP 24,9990024A,8024,24,N,,TOTAL,,,,
BALLOT GROUP 30,9990030A,8030,30,N,,POLLING PLACE,,,,
BALLOT GROUP 30,9990030A,8030,30,N,,VBM PORTION,,,,
BALLOT GROUP 30,9990030A,8030,30,N,,TOTAL,,,,
BALLOT GROUP 34,9990034A,8034,34,N,,POLLING PLACE,,,,
BALLOT GROUP 34,9990034A,8034,34,N,,VBM PORTION,,,,
BALLOT GROUP 34,9990034A,8034,34,N,,TOTAL,,,,
BALLOT GROUP 35,9990035A,8035,35,N,,POLLING PLACE,,,,
BALLOT GROUP 35,9990035A,8035,35,N,,VBM PORTION,,,,
BALLOT GROUP 35,9990035A,8035,35,N,,TOTAL,,,,
BALLOT GROUP 36,9990036A,8036,36,N,,POLLING PLACE,,,,
BALLOT GROUP 36,9990036A,8036,36,N,,VBM PORTION,,,,
BALLOT GROUP 36,9990036A,8036,36,N,,TOTAL,,,,
BALLOT GROUP 37,9990037A,8037,37,N,,POLLING PLACE,,,,
BALLOT GROUP 37,9990037A,8037,37,N,,VBM PORTION,,,,
BALLOT GROUP 37,9990037A,8037,37,N,,TOTAL,,,,
BALLOT GROUP 38,9990038A,8038,38,N,,POLLING PLACE,,,,
BALLOT GROUP 38,9990038A,8038,38,N,,VBM PORTION,,,,
BALLOT GROUP 38,9990038A,8038,38,N,,TOTAL,,,,
BALLOT GROUP 39,9990039A,8039,39,N,,POLLING PLACE,,,,
BALLOT GROUP 39,9990039A,8039,39,N,,VBM PORTION,,,,
BALLOT GROUP 39,9990039A,8039,39,N,,TOTAL,,,,
BALLOT GROUP 40,9990040A,8040,40,N,,POLLING PLACE,,,,
BALLOT GROUP 40,9990040A,8040,40,N,,VBM PORTION,,,,
BALLOT GROUP 40,9990040A,8040,40,N,,TOTAL,,,,
BALLOT GROUP 41,9990041A,8041,41,N,,POLLING PLACE,,,,
BALLOT GROUP 41,9990041A,8041,41,N,,VBM PORTION,,,,
BALLOT GROUP 41,9990041A,8041,41,N,,TOTAL,,,,
BALLOT GROUP 42,9990042A,8042,42,N,,POLLING PLACE,,,,
BALLOT GROUP 42,9990042A,8042,42,N,,VBM PORTION,,,,
BALLOT GROUP 42,9990042A,8042,42,N,,TOTAL,,,,
BALLOT GROUP 43,9990043A,8043,43,N,,POLLING PLACE,,,,
BALLOT GROUP 43,9990043A,8043,43,N,,VBM PORTION,,,,
BALLOT GROUP 43,9990043A,8043,43,N,,TOTAL,,,,
BALLOT GROUP 44,9990044A,8044,44,N,,POLLING PLACE,,,,
BALLOT GROUP 44,9990044A,8044,44,N,,VBM PORTION,,,,
BALLOT GROUP 44,9990044A,8044,44,N,,TOTAL,,,,
BALLOT GROUP 45,9990045A,8045,45,N,,POLLING PLACE,,,,
BALLOT GROUP 45,9990045A,8045,45,N,,VBM PORTION,,,,
BALLOT GROUP 45,9990045A,8045,45,N,,TOTAL,,,,
BALLOT GROUP 46,9990046A,8046,46,N,,POLLING PLACE,,,,
BALLOT GROUP 46,9990046A,8046,46,N,,VBM PORTION,,,,
BALLOT GROUP 46,9990046A,8046,46,N,,TOTAL,,,,
