LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,ISIDRO ARMENTA,HOLLY J MITCHELL,
LOS ANGELES,9002050A,3982,311,N,,VBM PORTION,34,10,20,
LOS ANGELES,9002050A,3982,311,N,1192,TOTAL,162,59,92,
LOS ANGELES,9002054A,3984,312,N,861,POLLING PLACE,88,33,49,
LOS ANGELES,9002054A,3984,312,N,,VBM PORTION,21,10,8,
LOS ANGELES,9002054A,3984,312,N,861,TOTAL,109,43,57,
LOS ANGELES,9002059A,3986,312,N,857,POLLING PLACE,94,40,47,
LOS ANGELES,9002059A,3986,312,N,,VBM PORTION,22,12,7,
LOS ANGELES,9002059A,3986,312,N,857,TOTAL,116,52,54,
LOS ANGELES,9002063A,3987,312,N,938,POLLING PLACE,87,26,53,
LOS ANGELES,9002063A,3987,312,N,,VBM PORTION,8,2,5,
LOS ANGELES,9002063A,3987,312,N,938,TOTAL,95,28,58,
LOS ANGELES,9002068B,3988,228,N,1203,POLLING PLACE,195,48,119,
LOS ANGELES,9002068B,3988,228,N,,VBM PORTION,69,13,49,
LOS ANGELES,9002068B,3988,228,N,1203,TOTAL,264,61,168,
LOS ANGELES,9002069B,3989,228,N,1005,POLLING PLACE,109,31,69,
LOS ANGELES,9002069B,3989,228,N,,VBM PORTION,53,7,42,
LOS ANGELES,9002069B,3989,228,N,1005,TOTAL,162,38,111,
LOS ANGELES,9002070A,3990,228,N,1111,POLLING PLACE,236,58,158,
LOS ANGELES,9002070A,3990,228,N,,VBM PORTION,96,19,61,
LOS ANGELES,9002070A,3990,228,N,1111,TOTAL,332,77,219,
LOS ANGELES,9002073A,3992,308,N,1117,POLLING PLACE,145,42,91,
LOS ANGELES,9002073A,3992,308,N,,VBM PORTION,28,2,22,
LOS ANGELES,9002073A,3992,308,N,1117,TOTAL,173,44,113,
LOS ANGELES,9002074B,3993,308,N,857,POLLING PLACE,115,44,68,
LOS ANGELES,9002074B,3993,308,N,,VBM PORTION,12,4,8,
LOS ANGELES,9002074B,3993,308,N,857,TOTAL,127,48,76,
LOS ANGELES,9002077A,3994,309,N,1019,POLLING PLACE,119,31,80,
LOS ANGELES,9002077A,3994,309,N,,VBM PORTION,39,5,34,
LOS ANGELES,9002077A,3994,309,N,1019,TOTAL,158,36,114,
LOS ANGELES,9002080A,3995,228,N,1205,POLLING PLACE,313,67,214,
LOS ANGELES,9002080A,3995,228,N,,VBM PORTION,78,10,66,
LOS ANGELES,9002080A,3995,228,N,1205,TOTAL,391,77,280,
LOS ANGELES,9002083B,3996,228,N,1003,POLLING PLACE,229,58,155,
LOS ANGELES,9002083B,3996,228,N,,VBM PORTION,43,10,29,
LOS ANGELES,9002083B,3996,228,N,1003,TOTAL,272,68,184,
LOS ANGELES,9002084C,3997,229,N,512,POLLING PLACE,119,35,76,
LOS ANGELES,9002084C,3997,229,N,,VBM PORTION,47,5,37,
LOS ANGELES,9002084C,3997,229,N,512,TOTAL,166,40,113,
LOS ANGELES,9002086A,3998,228,N,755,POLLING PLACE,109,55,50,
LOS ANGELES,9002086A,3998,228,N,,VBM PORTION,26,11,14,
LOS ANGELES,9002086A,3998,228,N,755,TOTAL,135,66,64,
LOS ANGELES,9002086C,3999,228,N,740,POLLING PLACE,109,40,59,
LOS ANGELES,9002086C,3999,228,N,,VBM PORTION,36,4,27,
LOS ANGELES,9002086C,3999,228,N,740,TOTAL,145,44,86,
LOS ANGELES,9002087B,4000,228,N,912,POLLING PLACE,123,41,66,
LOS ANGELES,9002087B,4000,228,N,,VBM PORTION,36,11,20,
LOS ANGELES,9002087B,4000,228,N,912,TOTAL,159,52,86,
LOS ANGELES,9002089A,4001,216,N,1022,POLLING PLACE,64,16,37,
LOS ANGELES,9002089A,4001,216,N,,VBM PORTION,22,8,12,
LOS ANGELES,9002089A,4001,216,N,1022,TOTAL,86,24,49,
LOS ANGELES,9002090A,4002,229,N,768,POLLING PLACE,78,38,33,
LOS ANGELES,9002090A,4002,229,N,,VBM PORTION,30,9,16,
LOS ANGELES,9002090A,4002,229,N,768,TOTAL,108,47,49,
LOS ANGELES,9002091A,4003,229,N,1003,POLLING PLACE,189,60,116,
LOS ANGELES,9002091A,4003,229,N,,VBM PORTION,55,7,43,
LOS ANGELES,9002091A,4003,229,N,1003,TOTAL,244,67,159,
LOS ANGELES,9002095A,4004,229,N,804,POLLING PLACE,169,34,111,
LOS ANGELES,9002095A,4004,229,N,,VBM PORTION,42,10,32,
LOS ANGELES,9002095A,4004,229,N,804,TOTAL,211,44,143,
LOS ANGELES,9002097A,4005,229,N,865,POLLING PLACE,194,49,127,
LOS ANGELES,9002097A,4005,229,N,,VBM PORTION,47,4,41,
LOS ANGELES,9002097A,4005,229,N,865,TOTAL,241,53,168,
LOS ANGELES,9002097B,4006,229,N,979,POLLING PLACE,206,50,140,
LOS ANGELES,9002097B,4006,229,N,,VBM PORTION,51,8,38,
LOS ANGELES,9002097B,4006,229,N,979,TOTAL,257,58,178,
LOS ANGELES,9002101A,4009,229,N,1158,POLLING PLACE,215,60,131,
LOS ANGELES,9002101A,4009,229,N,,VBM PORTION,46,10,35,
LOS ANGELES,9002101A,4009,229,N,1158,TOTAL,261,70,166,
LOS ANGELES,9002102A,4010,228,N,1303,POLLING PLACE,320,63,218,
LOS ANGELES,9002102A,4010,228,N,,VBM PORTION,117,22,84,
LOS ANGELES,9002102A,4010,228,N,1303,TOTAL,437,85,302,
LOS ANGELES,9002103A,4011,228,N,604,POLLING PLACE,133,30,88,
LOS ANGELES,9002103A,4011,228,N,,VBM PORTION,31,5,23,
LOS ANGELES,9002103A,4011,228,N,604,TOTAL,164,35,111,
LOS ANGELES,9002105A,4012,228,N,847,POLLING PLACE,188,45,133,
LOS ANGELES,9002105A,4012,228,N,,VBM PORTION,41,5,33,
LOS ANGELES,9002105A,4012,228,N,847,TOTAL,229,50,166,
LOS ANGELES,9002107A,4013,228,N,1154,POLLING PLACE,302,66,208,
LOS ANGELES,9002107A,4013,228,N,,VBM PORTION,102,18,76,
LOS ANGELES,9002107A,4013,228,N,1154,TOTAL,404,84,284,
LOS ANGELES,9002110B,4015,228,N,829,POLLING PLACE,93,29,45,
LOS ANGELES,9002110B,4015,228,N,,VBM PORTION,23,1,17,
LOS ANGELES,9002110B,4015,228,N,829,TOTAL,116,30,62,
LOS ANGELES,9002113A,4016,228,N,1013,POLLING PLACE,110,33,69,
LOS ANGELES,9002113A,4016,228,N,,VBM PORTION,30,14,10,
LOS ANGELES,9002113A,4016,228,N,1013,TOTAL,140,47,79,
LOS ANGELES,9002114A,4017,228,N,1036,POLLING PLACE,135,37,85,
LOS ANGELES,9002114A,4017,228,N,,VBM PORTION,34,12,21,
LOS ANGELES,9002114A,4017,228,N,1036,TOTAL,169,49,106,
LOS ANGELES,9002116A,4018,228,N,1118,POLLING PLACE,150,38,100,
LOS ANGELES,9002116A,4018,228,N,,VBM PORTION,38,7,29,
LOS ANGELES,9002116A,4018,228,N,1118,TOTAL,188,45,129,
LOS ANGELES,9002117B,4019,228,N,808,POLLING PLACE,66,18,43,
LOS ANGELES,9002117B,4019,228,N,,VBM PORTION,21,4,17,
LOS ANGELES,9002117B,4019,228,N,808,TOTAL,87,22,60,
LOS ANGELES,9002124B,4022,229,N,1195,POLLING PLACE,196,48,137,
LOS ANGELES,9002124B,4022,229,N,,VBM PORTION,54,5,39,
LOS ANGELES,9002124B,4022,229,N,1195,TOTAL,250,53,176,
LOS ANGELES,9002126B,4024,229,N,1016,POLLING PLACE,166,60,93,
LOS ANGELES,9002126B,4024,229,N,,VBM PORTION,44,6,34,
LOS ANGELES,9002126B,4024,229,N,1016,TOTAL,210,66,127,
LOS ANGELES,9002127A,4025,229,N,756,POLLING PLACE,141,48,84,
LOS ANGELES,9002127A,4025,229,N,,VBM PORTION,36,5,29,
LOS ANGELES,9002127A,4025,229,N,756,TOTAL,177,53,113,
LOS ANGELES,9002128A,4026,229,N,1040,POLLING PLACE,239,54,168,
LOS ANGELES,9002128A,4026,229,N,,VBM PORTION,43,6,34,
LOS ANGELES,9002128A,4026,229,N,1040,TOTAL,282,60,202,
LOS ANGELES,9002128D,6290,231,Y,,POLLING PLACE,,,,
LOS ANGELES,9002128D,6290,231,Y,,VBM PORTION,,,,
LOS ANGELES,9002128D,6290,231,Y,,TOTAL,,,,
LOS ANGELES,9002129B,4027,229,N,1225,POLLING PLACE,235,72,143,
LOS ANGELES,9002129B,4027,229,N,,VBM PORTION,42,9,29,
LOS ANGELES,9002129B,4027,229,N,1225,TOTAL,277,81,172,
LOS ANGELES,9002132B,4029,229,N,936,POLLING PLACE,246,55,172,
LOS ANGELES,9002132B,4029,229,N,,VBM PORTION,57,14,37,
LOS ANGELES,9002132B,4029,229,N,936,TOTAL,303,69,209,
LOS ANGELES,9002135B,4030,229,N,1189,POLLING PLACE,178,47,117,
LOS ANGELES,9002135B,4030,229,N,,VBM PORTION,52,17,31,
LOS ANGELES,9002135B,4030,229,N,1189,TOTAL,230,64,148,
LOS ANGELES,9002136A,4031,229,N,1013,POLLING PLACE,175,66,102,
LOS ANGELES,9002136A,4031,229,N,,VBM PORTION,28,5,21,
LOS ANGELES,9002136A,4031,229,N,1013,TOTAL,203,71,123,
LOS ANGELES,9002137A,4032,229,N,1148,POLLING PLACE,123,48,67,
LOS ANGELES,9002137A,4032,229,N,,VBM PORTION,31,5,23,
LOS ANGELES,9002137A,4032,229,N,1148,TOTAL,154,53,90,
LOS ANGELES,9002140A,4033,229,N,1226,POLLING PLACE,140,58,71,
LOS ANGELES,9002140A,4033,229,N,,VBM PORTION,49,11,36,
LOS ANGELES,9002140A,4033,229,N,1226,TOTAL,189,69,107,
LOS ANGELES,9002143A,4034,229,N,1170,POLLING PLACE,141,38,90,
LOS ANGELES,9002143A,4034,229,N,,VBM PORTION,45,6,33,
LOS ANGELES,9002143A,4034,229,N,1170,TOTAL,186,44,123,
LOS ANGELES,9002144A,4035,229,N,991,POLLING PLACE,142,54,81,
LOS ANGELES,9002144A,4035,229,N,,VBM PORTION,42,8,30,
LOS ANGELES,9002144A,4035,229,N,991,TOTAL,184,62,111,
LOS ANGELES,9002150A,4037,309,N,1036,POLLING PLACE,137,35,93,
LOS ANGELES,9002150A,4037,309,N,,VBM PORTION,21,3,18,
LOS ANGELES,9002150A,4037,309,N,1036,TOTAL,158,38,111,
LOS ANGELES,9002153A,4038,309,N,1128,POLLING PLACE,163,54,90,
LOS ANGELES,9002153A,4038,309,N,,VBM PORTION,23,9,11,
LOS ANGELES,9002153A,4038,309,N,1128,TOTAL,186,63,101,
LOS ANGELES,9002154A,4039,228,N,576,POLLING PLACE,40,6,28,
LOS ANGELES,9002154A,4039,228,N,,VBM PORTION,25,7,17,
LOS ANGELES,9002154A,4039,228,N,576,TOTAL,65,13,45,
LOS ANGELES,9002155A,4040,216,N,1285,POLLING PLACE,122,26,73,
LOS ANGELES,9002155A,4040,216,N,,VBM PORTION,182,32,94,
LOS ANGELES,9002155A,4040,216,N,1285,TOTAL,304,58,167,
LOS ANGELES,9002156A,4041,309,N,1063,POLLING PLACE,148,61,75,
LOS ANGELES,9002156A,4041,309,N,,VBM PORTION,28,5,18,
LOS ANGELES,9002156A,4041,309,N,1063,TOTAL,176,66,93,
LOS ANGELES,9002157A,4042,309,N,704,POLLING PLACE,91,48,40,
LOS ANGELES,9002157A,4042,309,N,,VBM PORTION,22,7,12,
LOS ANGELES,9002157A,4042,309,N,704,TOTAL,113,55,52,
LOS ANGELES,9002162A,4044,309,N,900,POLLING PLACE,143,33,97,
LOS ANGELES,9002162A,4044,309,N,,VBM PORTION,26,10,14,
LOS ANGELES,9002162A,4044,309,N,900,TOTAL,169,43,111,
LOS ANGELES,9002163A,4045,229,N,806,POLLING PLACE,123,36,74,
LOS ANGELES,9002163A,4045,229,N,,VBM PORTION,35,6,25,
LOS ANGELES,9002163A,4045,229,N,806,TOTAL,158,42,99,
LOS ANGELES,9002166A,4046,309,N,861,POLLING PLACE,113,38,59,
LOS ANGELES,9002166A,4046,309,N,,VBM PORTION,25,4,21,
LOS ANGELES,9002166A,4046,309,N,861,TOTAL,138,42,80,
LOS ANGELES,9002167A,4047,229,N,1066,POLLING PLACE,165,45,97,
LOS ANGELES,9002167A,4047,229,N,,VBM PORTION,67,12,47,
LOS ANGELES,9002167A,4047,229,N,1066,TOTAL,232,57,144,
LOS ANGELES,9002177A,4051,330,N,920,POLLING PLACE,161,50,101,
LOS ANGELES,9002177A,4051,330,N,,VBM PORTION,41,7,34,
LOS ANGELES,9002177A,4051,330,N,920,TOTAL,202,57,135,
LOS ANGELES,9002178A,4052,309,N,798,POLLING PLACE,173,33,131,
LOS ANGELES,9002178A,4052,309,N,,VBM PORTION,40,5,31,
LOS ANGELES,9002178A,4052,309,N,798,TOTAL,213,38,162,
LOS ANGELES,9002179A,4053,309,N,798,POLLING PLACE,139,19,110,
LOS ANGELES,9002179A,4053,309,N,,VBM PORTION,28,5,21,
LOS ANGELES,9002179A,4053,309,N,798,TOTAL,167,24,131,
LOS ANGELES,9002181A,4055,234,N,1009,POLLING PLACE,128,18,96,
LOS ANGELES,9002181A,4055,234,N,,VBM PORTION,38,8,26,
LOS ANGELES,9002181A,4055,234,N,1009,TOTAL,166,26,122,
LOS ANGELES,9002182A,4056,234,N,1169,POLLING PLACE,278,64,182,
LOS ANGELES,9002182A,4056,234,N,,VBM PORTION,62,14,42,
LOS ANGELES,9002182A,4056,234,N,1169,TOTAL,340,78,224,
LOS ANGELES,9002193A,4060,228,N,550,POLLING PLACE,157,48,88,
LOS ANGELES,9002193A,4060,228,N,,VBM PORTION,36,6,26,
LOS ANGELES,9002193A,4060,228,N,550,TOTAL,193,54,114,
LOS ANGELES,9002207A,4063,330,N,1313,POLLING PLACE,245,67,156,
LOS ANGELES,9002207A,4063,330,N,,VBM PORTION,71,13,53,
LOS ANGELES,9002207A,4063,330,N,1313,TOTAL,316,80,209,
LOS ANGELES,9002211A,4065,309,N,1202,POLLING PLACE,220,31,170,
LOS ANGELES,9002211A,4065,309,N,,VBM PORTION,64,12,46,
LOS ANGELES,9002211A,4065,309,N,1202,TOTAL,284,43,216,
LOS ANGELES,9002214A,4066,309,N,1083,POLLING PLACE,268,52,191,
LOS ANGELES,9002214A,4066,309,N,,VBM PORTION,64,10,44,
LOS ANGELES,9002214A,4066,309,N,1083,TOTAL,332,62,235,
LOS ANGELES,9002219A,4067,309,N,952,POLLING PLACE,193,29,151,
LOS ANGELES,9002219A,4067,309,N,,VBM PORTION,36,13,20,
LOS ANGELES,9002219A,4067,309,N,952,TOTAL,229,42,171,
LOS ANGELES,9002285A,4094,228,N,853,POLLING PLACE,233,52,133,
LOS ANGELES,9002285A,4094,228,N,,VBM PORTION,104,19,65,
LOS ANGELES,9002285A,4094,228,N,853,TOTAL,337,71,198,
LOS ANGELES,9002298A,4097,228,N,1222,POLLING PLACE,256,66,157,
LOS ANGELES,9002298A,4097,228,N,,VBM PORTION,81,16,58,
LOS ANGELES,9002298A,4097,228,N,1222,TOTAL,337,82,215,
LOS ANGELES,9002299A,4098,228,N,889,POLLING PLACE,181,45,118,
LOS ANGELES,9002299A,4098,228,N,,VBM PORTION,44,7,36,
LOS ANGELES,9002299A,4098,228,N,889,TOTAL,225,52,154,
LOS ANGELES,9002302A,4100,228,N,925,POLLING PLACE,132,48,75,
LOS ANGELES,9002302A,4100,228,N,,VBM PORTION,47,9,37,
LOS ANGELES,9002302A,4100,228,N,925,TOTAL,179,57,112,
LOS ANGELES,9002303A,4101,228,N,1101,POLLING PLACE,224,56,151,
LOS ANGELES,9002303A,4101,228,N,,VBM PORTION,67,14,42,
LOS ANGELES,9002303A,4101,228,N,1101,TOTAL,291,70,193,
LOS ANGELES,9002306A,4103,228,N,1006,POLLING PLACE,206,64,119,
LOS ANGELES,9002306A,4103,228,N,,VBM PORTION,59,9,40,
LOS ANGELES,9002306A,4103,228,N,1006,TOTAL,265,73,159,
LOS ANGELES,9002316A,4107,228,N,1044,POLLING PLACE,194,43,130,
LOS ANGELES,9002316A,4107,228,N,,VBM PORTION,59,14,37,
LOS ANGELES,9002316A,4107,228,N,1044,TOTAL,253,57,167,
LOS ANGELES,9002322B,4111,228,N,1076,POLLING PLACE,180,74,89,
LOS ANGELES,9002322B,4111,228,N,,VBM PORTION,47,22,18,
LOS ANGELES,9002322B,4111,228,N,1076,TOTAL,227,96,107,
LOS ANGELES,9002323A,4112,228,N,926,POLLING PLACE,203,74,112,
LOS ANGELES,9002323A,4112,228,N,,VBM PORTION,48,5,38,
LOS ANGELES,9002323A,4112,228,N,926,TOTAL,251,79,150,
LOS ANGELES,9002324A,4113,228,N,973,POLLING PLACE,173,57,101,
LOS ANGELES,9002324A,4113,228,N,,VBM PORTION,49,11,33,
LOS ANGELES,9002324A,4113,228,N,973,TOTAL,222,68,134,
LOS ANGELES,9002329B,4114,228,N,1129,POLLING PLACE,147,62,75,
LOS ANGELES,9002329B,4114,228,N,,VBM PORTION,54,16,33,
LOS ANGELES,9002329B,4114,228,N,1129,TOTAL,201,78,108,
LOS ANGELES,9002330A,4115,228,N,1168,POLLING PLACE,248,61,165,
LOS ANGELES,9002330A,4115,228,N,,VBM PORTION,62,8,46,
LOS ANGELES,9002330A,4115,228,N,1168,TOTAL,310,69,211,
LOS ANGELES,9002333B,6293,233,Y,1,POLLING PLACE,,,,
LOS ANGELES,9002333B,6293,233,Y,,VBM PORTION,,,,
LOS ANGELES,9002333B,6293,233,Y,1,TOTAL,,,,
LOS ANGELES,9002333C,4117,228,N,783,POLLING PLACE,212,47,153,
LOS ANGELES,9002333C,4117,228,N,,VBM PORTION,55,12,39,
LOS ANGELES,9002333C,4117,228,N,783,TOTAL,267,59,192,
LOS ANGELES,9002334A,4118,228,N,1146,POLLING PLACE,369,71,262,
LOS ANGELES,9002334A,4118,228,N,,VBM PORTION,71,20,44,
LOS ANGELES,9002334A,4118,228,N,1146,TOTAL,440,91,306,
LOS ANGELES,9002334B,6294,233,Y,87,POLLING PLACE,,,,
LOS ANGELES,9002334B,6294,233,Y,,VBM PORTION,14,4,8,
LOS ANGELES,9002334B,6294,233,Y,87,TOTAL,14,4,8,
LOS ANGELES,9002337A,4119,228,N,1144,POLLING PLACE,146,65,68,
LOS ANGELES,9002337A,4119,228,N,,VBM PORTION,93,28,61,
LOS ANGELES,9002337A,4119,228,N,1144,TOTAL,239,93,129,
LOS ANGELES,9002339B,4121,228,N,1216,POLLING PLACE,198,85,97,
LOS ANGELES,9002339B,4121,228,N,,VBM PORTION,64,17,39,
LOS ANGELES,9002339B,4121,228,N,1216,TOTAL,262,102,136,
LOS ANGELES,9002342B,4123,228,N,979,POLLING PLACE,153,64,81,
LOS ANGELES,9002342B,4123,228,N,,VBM PORTION,55,15,36,
LOS ANGELES,9002342B,4123,228,N,979,TOTAL,208,79,117,
LOS ANGELES,9002343A,4124,228,N,1175,POLLING PLACE,140,55,72,
LOS ANGELES,9002343A,4124,228,N,,VBM PORTION,58,14,38,
LOS ANGELES,9002343A,4124,228,N,1175,TOTAL,198,69,110,
LOS ANGELES,9002344A,4125,311,N,1016,POLLING PLACE,125,53,60,
LOS ANGELES,9002344A,4125,311,N,,VBM PORTION,12,1,10,
LOS ANGELES,9002344A,4125,311,N,1016,TOTAL,137,54,70,
LOS ANGELES,9002345A,4126,228,N,1142,POLLING PLACE,94,45,43,
LOS ANGELES,9002345A,4126,228,N,,VBM PORTION,39,20,17,
LOS ANGELES,9002345A,4126,228,N,1142,TOTAL,133,65,60,
LOS ANGELES,9002348A,4127,228,N,534,POLLING PLACE,64,30,33,
LOS ANGELES,9002348A,4127,228,N,,VBM PORTION,19,13,6,
LOS ANGELES,9002348A,4127,228,N,534,TOTAL,83,43,39,
LOS ANGELES,9002356A,4131,228,N,769,POLLING PLACE,256,61,182,
LOS ANGELES,9002356A,4131,228,N,,VBM PORTION,72,11,56,
LOS ANGELES,9002356A,4131,228,N,769,TOTAL,328,72,238,
LOS ANGELES,9002357B,4132,228,N,1146,POLLING PLACE,150,63,78,
LOS ANGELES,9002357B,4132,228,N,,VBM PORTION,46,13,25,
LOS ANGELES,9002357B,4132,228,N,1146,TOTAL,196,76,103,
LOS ANGELES,9002358A,4133,228,N,1368,POLLING PLACE,329,71,193,
LOS ANGELES,9002358A,4133,228,N,,VBM PORTION,182,41,97,
LOS ANGELES,9002358A,4133,228,N,1368,TOTAL,511,112,290,
LOS ANGELES,9002362C,4134,228,N,1156,POLLING PLACE,261,84,142,
LOS ANGELES,9002362C,4134,228,N,,VBM PORTION,83,16,49,
LOS ANGELES,9002362C,4134,228,N,1156,TOTAL,344,100,191,
LOS ANGELES,9002364A,4135,216,N,660,POLLING PLACE,88,51,31,
LOS ANGELES,9002364A,4135,216,N,,VBM PORTION,9,7,2,
LOS ANGELES,9002364A,4135,216,N,660,TOTAL,97,58,33,
LOS ANGELES,9002368A,4136,228,N,1144,POLLING PLACE,192,75,93,
LOS ANGELES,9002368A,4136,228,N,,VBM PORTION,68,18,45,
LOS ANGELES,9002368A,4136,228,N,1144,TOTAL,260,93,138,
LOS ANGELES,9002370A,4137,228,N,966,POLLING PLACE,247,81,134,
LOS ANGELES,9002370A,4137,228,N,,VBM PORTION,46,15,27,
LOS ANGELES,9002370A,4137,228,N,966,TOTAL,293,96,161,
LOS ANGELES,9002373A,4138,228,N,875,POLLING PLACE,187,48,107,
LOS ANGELES,9002373A,4138,228,N,,VBM PORTION,34,4,23,
LOS ANGELES,9002373A,4138,228,N,875,TOTAL,221,52,130,
LOS ANGELES,9002375A,4139,228,N,779,POLLING PLACE,113,41,60,
LOS ANGELES,9002375A,4139,228,N,,VBM PORTION,29,5,19,
LOS ANGELES,9002375A,4139,228,N,779,TOTAL,142,46,79,
LOS ANGELES,9002377A,4140,228,N,1135,POLLING PLACE,201,53,115,
LOS ANGELES,9002377A,4140,228,N,,VBM PORTION,73,23,41,
LOS ANGELES,9002377A,4140,228,N,1135,TOTAL,274,76,156,
LOS ANGELES,9002449A,6296,312,Y,20,POLLING PLACE,,,,
LOS ANGELES,9002449A,6296,312,Y,,VBM PORTION,1,1,,
LOS ANGELES,9002449A,6296,312,Y,20,TOTAL,1,1,,
LOS ANGELES,9002451A,4166,308,N,998,POLLING PLACE,113,56,47,
LOS ANGELES,9002451A,4166,308,N,,VBM PORTION,44,7,27,
LOS ANGELES,9002451A,4166,308,N,998,TOTAL,157,63,74,
LOS ANGELES,9002454A,4167,308,N,1087,POLLING PLACE,152,57,77,
LOS ANGELES,9002454A,4167,308,N,,VBM PORTION,28,8,18,
LOS ANGELES,9002454A,4167,308,N,1087,TOTAL,180,65,95,
LOS ANGELES,9002456A,4168,309,N,820,POLLING PLACE,110,35,54,
LOS ANGELES,9002456A,4168,309,N,,VBM PORTION,25,9,14,
LOS ANGELES,9002456A,4168,309,N,820,TOTAL,135,44,68,
LOS ANGELES,9002459A,4169,309,N,1073,POLLING PLACE,154,65,73,
LOS ANGELES,9002459A,4169,309,N,,VBM PORTION,38,14,17,
LOS ANGELES,9002459A,4169,309,N,1073,TOTAL,192,79,90,
LOS ANGELES,9002461A,4170,309,N,861,POLLING PLACE,147,41,99,
LOS ANGELES,9002461A,4170,309,N,,VBM PORTION,26,4,17,
LOS ANGELES,9002461A,4170,309,N,861,TOTAL,173,45,116,
LOS ANGELES,9002465A,4171,309,N,1119,POLLING PLACE,137,45,84,
LOS ANGELES,9002465A,4171,309,N,,VBM PORTION,41,14,24,
LOS ANGELES,9002465A,4171,309,N,1119,TOTAL,178,59,108,
LOS ANGELES,9002466A,4172,309,N,822,POLLING PLACE,78,37,34,
LOS ANGELES,9002466A,4172,309,N,,VBM PORTION,30,6,24,
LOS ANGELES,9002466A,4172,309,N,822,TOTAL,108,43,58,
LOS ANGELES,9002471A,4173,309,N,1025,POLLING PLACE,79,26,47,
LOS ANGELES,9002471A,4173,309,N,,VBM PORTION,32,2,27,
LOS ANGELES,9002471A,4173,309,N,1025,TOTAL,111,28,74,
LOS ANGELES,9002472B,4174,309,N,636,POLLING PLACE,63,25,33,
LOS ANGELES,9002472B,4174,309,N,,VBM PORTION,22,9,11,
LOS ANGELES,9002472B,4174,309,N,636,TOTAL,85,34,44,
LOS ANGELES,9002474A,4176,358,N,498,POLLING PLACE,45,9,30,
LOS ANGELES,9002474A,4176,358,N,,VBM PORTION,14,7,7,
LOS ANGELES,9002474A,4176,358,N,498,TOTAL,59,16,37,
LOS ANGELES,9002477A,4178,309,N,1106,POLLING PLACE,219,60,141,
LOS ANGELES,9002477A,4178,309,N,,VBM PORTION,34,10,22,
LOS ANGELES,9002477A,4178,309,N,1106,TOTAL,253,70,163,
LOS ANGELES,9002481A,4179,309,N,1004,POLLING PLACE,180,53,118,
LOS ANGELES,9002481A,4179,309,N,,VBM PORTION,15,5,10,
LOS ANGELES,9002481A,4179,309,N,1004,TOTAL,195,58,128,
LOS ANGELES,9002482A,4180,309,N,829,POLLING PLACE,135,43,86,
LOS ANGELES,9002482A,4180,309,N,,VBM PORTION,30,15,14,
LOS ANGELES,9002482A,4180,309,N,829,TOTAL,165,58,100,
LOS ANGELES,9002484B,4181,309,N,819,POLLING PLACE,152,35,109,
LOS ANGELES,9002484B,4181,309,N,,VBM PORTION,27,4,20,
LOS ANGELES,9002484B,4181,309,N,819,TOTAL,179,39,129,
LOS ANGELES,9002485A,4182,309,N,751,POLLING PLACE,118,41,69,
LOS ANGELES,9002485A,4182,309,N,,VBM PORTION,14,3,9,
LOS ANGELES,9002485A,4182,309,N,751,TOTAL,132,44,78,
LOS ANGELES,9002489A,4183,309,N,863,POLLING PLACE,163,19,125,
LOS ANGELES,9002489A,4183,309,N,,VBM PORTION,34,7,25,
LOS ANGELES,9002489A,4183,309,N,863,TOTAL,197,26,150,
LOS ANGELES,9002491A,4184,312,N,686,POLLING PLACE,56,20,36,
LOS ANGELES,9002491A,4184,312,N,,VBM PORTION,7,1,3,
LOS ANGELES,9002491A,4184,312,N,686,TOTAL,63,21,39,
LOS ANGELES,9002492A,4185,309,N,1064,POLLING PLACE,225,35,175,
LOS ANGELES,9002492A,4185,309,N,,VBM PORTION,35,5,23,
LOS ANGELES,9002492A,4185,309,N,1064,TOTAL,260,40,198,
LOS ANGELES,9002494A,4186,358,N,1040,POLLING PLACE,136,56,68,
LOS ANGELES,9002494A,4186,358,N,,VBM PORTION,26,7,19,
LOS ANGELES,9002494A,4186,358,N,1040,TOTAL,162,63,87,
LOS ANGELES,9002496A,4187,358,N,999,POLLING PLACE,151,34,105,
LOS ANGELES,9002496A,4187,358,N,,VBM PORTION,56,15,38,
LOS ANGELES,9002496A,4187,358,N,999,TOTAL,207,49,143,
LOS ANGELES,9002496B,4188,358,N,897,POLLING PLACE,122,43,75,
LOS ANGELES,9002496B,4188,358,N,,VBM PORTION,29,10,18,
LOS ANGELES,9002496B,4188,358,N,897,TOTAL,151,53,93,
LOS ANGELES,9002497A,4189,312,N,664,POLLING PLACE,155,32,101,
LOS ANGELES,9002497A,4189,312,N,,VBM PORTION,51,6,38,
LOS ANGELES,9002497A,4189,312,N,664,TOTAL,206,38,139,
LOS ANGELES,9002499A,4190,312,N,1019,POLLING PLACE,233,41,175,
LOS ANGELES,9002499A,4190,312,N,,VBM PORTION,61,13,44,
LOS ANGELES,9002499A,4190,312,N,1019,TOTAL,294,54,219,
LOS ANGELES,9002500A,4191,312,N,841,POLLING PLACE,206,43,153,
LOS ANGELES,9002500A,4191,312,N,,VBM PORTION,54,9,42,
LOS ANGELES,9002500A,4191,312,N,841,TOTAL,260,52,195,
LOS ANGELES,9002502A,4192,332,N,1061,POLLING PLACE,245,32,200,
