LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,JEFFREY PRANG,JOHN MORRIS,
LOS ANGELES,9001532A,3764,228,N,956,TOTAL,217,101,59,
LOS ANGELES,9001533A,3765,228,N,677,POLLING PLACE,119,48,34,
LOS ANGELES,9001533A,3765,228,N,,VBM PORTION,43,21,12,
LOS ANGELES,9001533A,3765,228,N,677,TOTAL,162,69,46,
LOS ANGELES,9001535A,3766,228,N,944,POLLING PLACE,146,67,43,
LOS ANGELES,9001535A,3766,228,N,,VBM PORTION,45,19,17,
LOS ANGELES,9001535A,3766,228,N,944,TOTAL,191,86,60,
LOS ANGELES,9001537A,3767,214,N,809,POLLING PLACE,97,32,44,
LOS ANGELES,9001537A,3767,214,N,,VBM PORTION,51,22,16,
LOS ANGELES,9001537A,3767,214,N,809,TOTAL,148,54,60,
LOS ANGELES,9001541A,3768,212,N,1282,POLLING PLACE,205,76,88,
LOS ANGELES,9001541A,3768,212,N,,VBM PORTION,101,46,28,
LOS ANGELES,9001541A,3768,212,N,1282,TOTAL,306,122,116,
LOS ANGELES,9001542A,3769,320,N,752,POLLING PLACE,153,62,48,
LOS ANGELES,9001542A,3769,320,N,,VBM PORTION,39,11,11,
LOS ANGELES,9001542A,3769,320,N,752,TOTAL,192,73,59,
LOS ANGELES,9001543A,3770,214,N,289,POLLING PLACE,49,22,21,
LOS ANGELES,9001543A,3770,214,N,,VBM PORTION,8,5,3,
LOS ANGELES,9001543A,3770,214,N,289,TOTAL,57,27,24,
LOS ANGELES,9001545A,3771,320,N,852,POLLING PLACE,170,67,49,
LOS ANGELES,9001545A,3771,320,N,,VBM PORTION,35,12,9,
LOS ANGELES,9001545A,3771,320,N,852,TOTAL,205,79,58,
LOS ANGELES,9001546A,3772,320,N,864,POLLING PLACE,184,74,59,
LOS ANGELES,9001546A,3772,320,N,,VBM PORTION,25,7,7,
LOS ANGELES,9001546A,3772,320,N,864,TOTAL,209,81,66,
LOS ANGELES,9001547A,3773,320,N,844,POLLING PLACE,214,96,66,
LOS ANGELES,9001547A,3773,320,N,,VBM PORTION,55,28,15,
LOS ANGELES,9001547A,3773,320,N,844,TOTAL,269,124,81,
LOS ANGELES,9001549A,3774,320,N,878,POLLING PLACE,224,92,69,
LOS ANGELES,9001549A,3774,320,N,,VBM PORTION,72,33,21,
LOS ANGELES,9001549A,3774,320,N,878,TOTAL,296,125,90,
LOS ANGELES,9001551A,3775,214,N,974,POLLING PLACE,121,43,53,
LOS ANGELES,9001551A,3775,214,N,,VBM PORTION,56,18,29,
LOS ANGELES,9001551A,3775,214,N,974,TOTAL,177,61,82,
LOS ANGELES,9001553B,3776,320,N,796,POLLING PLACE,231,86,89,
LOS ANGELES,9001553B,3776,320,N,,VBM PORTION,47,15,16,
LOS ANGELES,9001553B,3776,320,N,796,TOTAL,278,101,105,
LOS ANGELES,9001554A,3777,324,N,991,POLLING PLACE,269,111,83,
LOS ANGELES,9001554A,3777,324,N,,VBM PORTION,61,18,23,
LOS ANGELES,9001554A,3777,324,N,991,TOTAL,330,129,106,
LOS ANGELES,9001557B,3778,228,N,1144,POLLING PLACE,317,110,108,
LOS ANGELES,9001557B,3778,228,N,,VBM PORTION,117,52,31,
LOS ANGELES,9001557B,3778,228,N,1144,TOTAL,434,162,139,
LOS ANGELES,9001558A,3779,325,N,1036,POLLING PLACE,277,100,93,
LOS ANGELES,9001558A,3779,325,N,,VBM PORTION,65,17,24,
LOS ANGELES,9001558A,3779,325,N,1036,TOTAL,342,117,117,
LOS ANGELES,9001559B,3780,325,N,579,POLLING PLACE,155,66,61,
LOS ANGELES,9001559B,3780,325,N,,VBM PORTION,67,24,23,
LOS ANGELES,9001559B,3780,325,N,579,TOTAL,222,90,84,
LOS ANGELES,9001560A,3781,228,N,810,POLLING PLACE,223,87,83,
LOS ANGELES,9001560A,3781,228,N,,VBM PORTION,100,39,29,
LOS ANGELES,9001560A,3781,228,N,810,TOTAL,323,126,112,
LOS ANGELES,9001562A,3782,228,N,1066,POLLING PLACE,310,130,101,
LOS ANGELES,9001562A,3782,228,N,,VBM PORTION,98,38,33,
LOS ANGELES,9001562A,3782,228,N,1066,TOTAL,408,168,134,
LOS ANGELES,9001563A,3783,311,N,978,POLLING PLACE,126,52,46,
LOS ANGELES,9001563A,3783,311,N,,VBM PORTION,10,3,4,
LOS ANGELES,9001563A,3783,311,N,978,TOTAL,136,55,50,
LOS ANGELES,9001564A,3784,228,N,970,POLLING PLACE,256,95,78,
LOS ANGELES,9001564A,3784,228,N,,VBM PORTION,93,29,25,
LOS ANGELES,9001564A,3784,228,N,970,TOTAL,349,124,103,
LOS ANGELES,9001565A,3785,228,N,1262,POLLING PLACE,298,124,108,
LOS ANGELES,9001565A,3785,228,N,,VBM PORTION,73,29,16,
LOS ANGELES,9001565A,3785,228,N,1262,TOTAL,371,153,124,
LOS ANGELES,9001566A,3786,228,N,1261,POLLING PLACE,296,121,102,
LOS ANGELES,9001566A,3786,228,N,,VBM PORTION,100,32,32,
LOS ANGELES,9001566A,3786,228,N,1261,TOTAL,396,153,134,
LOS ANGELES,9001569A,3787,228,N,799,POLLING PLACE,231,89,72,
LOS ANGELES,9001569A,3787,228,N,,VBM PORTION,56,16,15,
LOS ANGELES,9001569A,3787,228,N,799,TOTAL,287,105,87,
LOS ANGELES,9001570A,3788,228,N,771,POLLING PLACE,165,66,51,
LOS ANGELES,9001570A,3788,228,N,,VBM PORTION,73,27,34,
LOS ANGELES,9001570A,3788,228,N,771,TOTAL,238,93,85,
LOS ANGELES,9001573A,3789,179,N,667,POLLING PLACE,61,31,21,
LOS ANGELES,9001573A,3789,179,N,,VBM PORTION,43,20,14,
LOS ANGELES,9001573A,3789,179,N,667,TOTAL,104,51,35,
LOS ANGELES,9001575A,3790,179,N,1068,POLLING PLACE,127,48,44,
LOS ANGELES,9001575A,3790,179,N,,VBM PORTION,64,27,14,
LOS ANGELES,9001575A,3790,179,N,1068,TOTAL,191,75,58,
LOS ANGELES,9001576A,3791,179,N,913,POLLING PLACE,121,48,37,
LOS ANGELES,9001576A,3791,179,N,,VBM PORTION,37,16,11,
LOS ANGELES,9001576A,3791,179,N,913,TOTAL,158,64,48,
LOS ANGELES,9001577A,3792,200,N,1133,POLLING PLACE,215,76,94,
LOS ANGELES,9001577A,3792,200,N,,VBM PORTION,38,16,9,
LOS ANGELES,9001577A,3792,200,N,1133,TOTAL,253,92,103,
LOS ANGELES,9001578A,3793,179,N,841,POLLING PLACE,67,30,19,
LOS ANGELES,9001578A,3793,179,N,,VBM PORTION,37,8,13,
LOS ANGELES,9001578A,3793,179,N,841,TOTAL,104,38,32,
LOS ANGELES,9001582C,3794,309,N,920,POLLING PLACE,93,56,22,
LOS ANGELES,9001582C,3794,309,N,,VBM PORTION,19,9,7,
LOS ANGELES,9001582C,3794,309,N,920,TOTAL,112,65,29,
LOS ANGELES,9001583B,3795,309,N,1126,POLLING PLACE,157,84,47,
LOS ANGELES,9001583B,3795,309,N,,VBM PORTION,20,12,6,
LOS ANGELES,9001583B,3795,309,N,1126,TOTAL,177,96,53,
LOS ANGELES,9001587A,3796,369,N,733,POLLING PLACE,89,32,48,
LOS ANGELES,9001587A,3796,369,N,,VBM PORTION,14,7,5,
LOS ANGELES,9001587A,3796,369,N,733,TOTAL,103,39,53,
LOS ANGELES,9001590A,3797,214,N,699,POLLING PLACE,101,40,44,
LOS ANGELES,9001590A,3797,214,N,,VBM PORTION,38,13,11,
LOS ANGELES,9001590A,3797,214,N,699,TOTAL,139,53,55,
LOS ANGELES,9001591C,3798,309,N,1047,POLLING PLACE,148,80,50,
LOS ANGELES,9001591C,3798,309,N,,VBM PORTION,20,8,9,
LOS ANGELES,9001591C,3798,309,N,1047,TOTAL,168,88,59,
LOS ANGELES,9001592A,3799,214,N,402,POLLING PLACE,63,27,26,
LOS ANGELES,9001592A,3799,214,N,,VBM PORTION,30,11,18,
LOS ANGELES,9001592A,3799,214,N,402,TOTAL,93,38,44,
LOS ANGELES,9001600A,3800,179,N,855,POLLING PLACE,114,60,25,
LOS ANGELES,9001600A,3800,179,N,,VBM PORTION,37,29,3,
LOS ANGELES,9001600A,3800,179,N,855,TOTAL,151,89,28,
LOS ANGELES,9001602A,3801,368,N,1077,POLLING PLACE,152,59,77,
LOS ANGELES,9001602A,3801,368,N,,VBM PORTION,22,7,9,
LOS ANGELES,9001602A,3801,368,N,1077,TOTAL,174,66,86,
LOS ANGELES,9001603A,3802,179,N,1233,POLLING PLACE,214,88,78,
LOS ANGELES,9001603A,3802,179,N,,VBM PORTION,86,36,25,
LOS ANGELES,9001603A,3802,179,N,1233,TOTAL,300,124,103,
LOS ANGELES,9001605B,3803,179,N,1199,POLLING PLACE,206,91,56,
LOS ANGELES,9001605B,3803,179,N,,VBM PORTION,91,36,34,
LOS ANGELES,9001605B,3803,179,N,1199,TOTAL,297,127,90,
LOS ANGELES,9001608A,3804,183,N,1289,POLLING PLACE,327,139,107,
LOS ANGELES,9001608A,3804,183,N,,VBM PORTION,87,31,33,
LOS ANGELES,9001608A,3804,183,N,1289,TOTAL,414,170,140,
LOS ANGELES,9001610B,3805,393,N,1041,POLLING PLACE,209,62,100,
LOS ANGELES,9001610B,3805,393,N,,VBM PORTION,137,31,60,
LOS ANGELES,9001610B,3805,393,N,1041,TOTAL,346,93,160,
LOS ANGELES,9001613D,3806,183,N,602,POLLING PLACE,115,41,48,
LOS ANGELES,9001613D,3806,183,N,,VBM PORTION,83,23,25,
LOS ANGELES,9001613D,3806,183,N,602,TOTAL,198,64,73,
LOS ANGELES,9001617A,3807,228,N,766,POLLING PLACE,86,41,31,
LOS ANGELES,9001617A,3807,228,N,,VBM PORTION,31,12,10,
LOS ANGELES,9001617A,3807,228,N,766,TOTAL,117,53,41,
LOS ANGELES,9001621A,3808,212,N,1217,POLLING PLACE,430,147,178,
LOS ANGELES,9001621A,3808,212,N,,VBM PORTION,84,31,21,
LOS ANGELES,9001621A,3808,212,N,1217,TOTAL,514,178,199,
LOS ANGELES,9001622B,3809,325,N,1013,POLLING PLACE,169,70,61,
LOS ANGELES,9001622B,3809,325,N,,VBM PORTION,74,26,33,
LOS ANGELES,9001622B,3809,325,N,1013,TOTAL,243,96,94,
LOS ANGELES,9001623A,3810,183,N,834,POLLING PLACE,203,72,77,
LOS ANGELES,9001623A,3810,183,N,,VBM PORTION,77,31,28,
LOS ANGELES,9001623A,3810,183,N,834,TOTAL,280,103,105,
LOS ANGELES,9001624A,3811,212,N,1075,POLLING PLACE,210,75,80,
LOS ANGELES,9001624A,3811,212,N,,VBM PORTION,81,25,29,
LOS ANGELES,9001624A,3811,212,N,1075,TOTAL,291,100,109,
LOS ANGELES,9001628A,3812,214,N,959,POLLING PLACE,162,58,67,
LOS ANGELES,9001628A,3812,214,N,,VBM PORTION,59,27,19,
LOS ANGELES,9001628A,3812,214,N,959,TOTAL,221,85,86,
LOS ANGELES,9001630A,3813,179,N,840,POLLING PLACE,135,62,47,
LOS ANGELES,9001630A,3813,179,N,,VBM PORTION,31,18,9,
LOS ANGELES,9001630A,3813,179,N,840,TOTAL,166,80,56,
LOS ANGELES,9001631A,3814,214,N,989,POLLING PLACE,159,48,85,
LOS ANGELES,9001631A,3814,214,N,,VBM PORTION,73,27,35,
LOS ANGELES,9001631A,3814,214,N,989,TOTAL,232,75,120,
LOS ANGELES,9001632B,3815,214,N,1020,POLLING PLACE,176,58,80,
LOS ANGELES,9001632B,3815,214,N,,VBM PORTION,57,23,24,
LOS ANGELES,9001632B,3815,214,N,1020,TOTAL,233,81,104,
LOS ANGELES,9001635B,3816,214,N,1141,POLLING PLACE,164,66,65,
LOS ANGELES,9001635B,3816,214,N,,VBM PORTION,72,18,41,
LOS ANGELES,9001635B,3816,214,N,1141,TOTAL,236,84,106,
LOS ANGELES,9001640A,3817,121,N,1077,POLLING PLACE,162,76,57,
LOS ANGELES,9001640A,3817,121,N,,VBM PORTION,48,25,17,
LOS ANGELES,9001640A,3817,121,N,1077,TOTAL,210,101,74,
LOS ANGELES,9001647A,3818,98,N,1262,POLLING PLACE,201,93,61,
LOS ANGELES,9001647A,3818,98,N,,VBM PORTION,77,40,18,
LOS ANGELES,9001647A,3818,98,N,1262,TOTAL,278,133,79,
LOS ANGELES,9001656C,3819,214,N,762,POLLING PLACE,117,44,54,
LOS ANGELES,9001656C,3819,214,N,,VBM PORTION,45,10,17,
LOS ANGELES,9001656C,3819,214,N,762,TOTAL,162,54,71,
LOS ANGELES,9001660A,3820,200,N,737,POLLING PLACE,69,22,29,
LOS ANGELES,9001660A,3820,200,N,,VBM PORTION,36,7,15,
LOS ANGELES,9001660A,3820,200,N,737,TOTAL,105,29,44,
LOS ANGELES,9001664A,3821,200,N,1173,POLLING PLACE,119,34,64,
LOS ANGELES,9001664A,3821,200,N,,VBM PORTION,31,13,15,
LOS ANGELES,9001664A,3821,200,N,1173,TOTAL,150,47,79,
LOS ANGELES,9001665A,3822,124,N,1089,POLLING PLACE,203,82,73,
LOS ANGELES,9001665A,3822,124,N,,VBM PORTION,89,35,29,
LOS ANGELES,9001665A,3822,124,N,1089,TOTAL,292,117,102,
LOS ANGELES,9001666A,3823,125,N,1237,POLLING PLACE,181,55,67,
LOS ANGELES,9001666A,3823,125,N,,VBM PORTION,100,33,33,
LOS ANGELES,9001666A,3823,125,N,1237,TOTAL,281,88,100,
LOS ANGELES,9001668A,3824,214,N,1231,POLLING PLACE,152,64,64,
LOS ANGELES,9001668A,3824,214,N,,VBM PORTION,96,41,25,
LOS ANGELES,9001668A,3824,214,N,1231,TOTAL,248,105,89,
LOS ANGELES,9001678A,3825,214,N,1032,POLLING PLACE,173,62,71,
LOS ANGELES,9001678A,3825,214,N,,VBM PORTION,81,33,24,
LOS ANGELES,9001678A,3825,214,N,1032,TOTAL,254,95,95,
LOS ANGELES,9001684A,3826,308,N,1037,POLLING PLACE,130,61,50,
LOS ANGELES,9001684A,3826,308,N,,VBM PORTION,35,16,12,
LOS ANGELES,9001684A,3826,308,N,1037,TOTAL,165,77,62,
LOS ANGELES,9001685A,3827,214,N,1049,POLLING PLACE,119,46,41,
LOS ANGELES,9001685A,3827,214,N,,VBM PORTION,78,31,32,
LOS ANGELES,9001685A,3827,214,N,1049,TOTAL,197,77,73,
LOS ANGELES,9001686A,3828,200,N,519,POLLING PLACE,62,16,25,
LOS ANGELES,9001686A,3828,200,N,,VBM PORTION,6,4,2,
LOS ANGELES,9001686A,3828,200,N,519,TOTAL,68,20,27,
LOS ANGELES,9001690B,3829,115,N,990,POLLING PLACE,156,71,52,
LOS ANGELES,9001690B,3829,115,N,,VBM PORTION,79,27,34,
LOS ANGELES,9001690B,3829,115,N,990,TOTAL,235,98,86,
LOS ANGELES,9001693A,3830,214,N,657,POLLING PLACE,80,29,30,
LOS ANGELES,9001693A,3830,214,N,,VBM PORTION,50,26,15,
LOS ANGELES,9001693A,3830,214,N,657,TOTAL,130,55,45,
LOS ANGELES,9001695A,3831,115,N,996,POLLING PLACE,180,64,65,
LOS ANGELES,9001695A,3831,115,N,,VBM PORTION,82,32,35,
LOS ANGELES,9001695A,3831,115,N,996,TOTAL,262,96,100,
LOS ANGELES,9001700D,3832,55,N,674,POLLING PLACE,133,52,54,
LOS ANGELES,9001700D,3832,55,N,,VBM PORTION,21,9,7,
LOS ANGELES,9001700D,3832,55,N,674,TOTAL,154,61,61,
LOS ANGELES,9001704C,3833,214,N,1300,POLLING PLACE,94,30,51,
LOS ANGELES,9001704C,3833,214,N,,VBM PORTION,101,36,33,
LOS ANGELES,9001704C,3833,214,N,1300,TOTAL,195,66,84,
LOS ANGELES,9001706A,3834,315,N,472,POLLING PLACE,89,44,34,
LOS ANGELES,9001706A,3834,315,N,,VBM PORTION,22,5,7,
LOS ANGELES,9001706A,3834,315,N,472,TOTAL,111,49,41,
LOS ANGELES,9001706D,3835,316,N,891,POLLING PLACE,109,40,48,
LOS ANGELES,9001706D,3835,316,N,,VBM PORTION,25,6,11,
LOS ANGELES,9001706D,3835,316,N,891,TOTAL,134,46,59,
LOS ANGELES,9001708A,3836,310,N,377,POLLING PLACE,46,24,10,
LOS ANGELES,9001708A,3836,310,N,,VBM PORTION,6,3,3,
LOS ANGELES,9001708A,3836,310,N,377,TOTAL,52,27,13,
LOS ANGELES,9001708F,3837,311,N,494,POLLING PLACE,78,41,26,
LOS ANGELES,9001708F,3837,311,N,,VBM PORTION,5,1,4,
LOS ANGELES,9001708F,3837,311,N,494,TOTAL,83,42,30,
LOS ANGELES,9001711A,3838,186,N,1016,POLLING PLACE,233,99,74,
LOS ANGELES,9001711A,3838,186,N,,VBM PORTION,63,29,9,
LOS ANGELES,9001711A,3838,186,N,1016,TOTAL,296,128,83,
LOS ANGELES,9001712A,3839,311,N,1046,POLLING PLACE,105,39,40,
LOS ANGELES,9001712A,3839,311,N,,VBM PORTION,34,17,11,
LOS ANGELES,9001712A,3839,311,N,1046,TOTAL,139,56,51,
LOS ANGELES,9001714A,3840,212,N,1013,POLLING PLACE,214,92,74,
LOS ANGELES,9001714A,3840,212,N,,VBM PORTION,66,27,23,
LOS ANGELES,9001714A,3840,212,N,1013,TOTAL,280,119,97,
LOS ANGELES,9001716A,3841,228,N,1164,POLLING PLACE,188,83,65,
LOS ANGELES,9001716A,3841,228,N,,VBM PORTION,44,26,7,
LOS ANGELES,9001716A,3841,228,N,1164,TOTAL,232,109,72,
LOS ANGELES,9001718A,3842,327,N,1031,POLLING PLACE,301,84,122,
LOS ANGELES,9001718A,3842,327,N,,VBM PORTION,93,39,30,
LOS ANGELES,9001718A,3842,327,N,1031,TOTAL,394,123,152,
LOS ANGELES,9001719A,3843,309,N,862,POLLING PLACE,108,66,32,
LOS ANGELES,9001719A,3843,309,N,,VBM PORTION,19,7,8,
LOS ANGELES,9001719A,3843,309,N,862,TOTAL,127,73,40,
LOS ANGELES,9001721A,3844,214,N,992,POLLING PLACE,165,71,62,
LOS ANGELES,9001721A,3844,214,N,,VBM PORTION,37,20,11,
LOS ANGELES,9001721A,3844,214,N,992,TOTAL,202,91,73,
LOS ANGELES,9001725A,3845,228,N,671,POLLING PLACE,133,58,44,
LOS ANGELES,9001725A,3845,228,N,,VBM PORTION,33,11,13,
LOS ANGELES,9001725A,3845,228,N,671,TOTAL,166,69,57,
LOS ANGELES,9001727A,3846,360,N,765,POLLING PLACE,153,87,44,
LOS ANGELES,9001727A,3846,360,N,,VBM PORTION,41,22,9,
LOS ANGELES,9001727A,3846,360,N,765,TOTAL,194,109,53,
LOS ANGELES,9001728A,3847,360,N,1089,POLLING PLACE,151,78,48,
LOS ANGELES,9001728A,3847,360,N,,VBM PORTION,64,18,26,
LOS ANGELES,9001728A,3847,360,N,1089,TOTAL,215,96,74,
LOS ANGELES,9001729A,3848,228,N,1240,POLLING PLACE,168,88,51,
LOS ANGELES,9001729A,3848,228,N,,VBM PORTION,72,21,29,
LOS ANGELES,9001729A,3848,228,N,1240,TOTAL,240,109,80,
LOS ANGELES,9001730B,3849,228,N,894,POLLING PLACE,187,79,71,
LOS ANGELES,9001730B,3849,228,N,,VBM PORTION,61,30,25,
LOS ANGELES,9001730B,3849,228,N,894,TOTAL,248,109,96,
LOS ANGELES,9001733A,3850,179,N,1108,POLLING PLACE,227,110,71,
LOS ANGELES,9001733A,3850,179,N,,VBM PORTION,74,32,21,
LOS ANGELES,9001733A,3850,179,N,1108,TOTAL,301,142,92,
LOS ANGELES,9001735B,3851,198,N,941,POLLING PLACE,246,95,80,
LOS ANGELES,9001735B,3851,198,N,,VBM PORTION,69,26,29,
LOS ANGELES,9001735B,3851,198,N,941,TOTAL,315,121,109,
LOS ANGELES,9001738A,3852,214,N,642,POLLING PLACE,92,39,37,
LOS ANGELES,9001738A,3852,214,N,,VBM PORTION,59,17,21,
LOS ANGELES,9001738A,3852,214,N,642,TOTAL,151,56,58,
LOS ANGELES,9001739A,3853,217,N,1154,POLLING PLACE,226,62,123,
LOS ANGELES,9001739A,3853,217,N,,VBM PORTION,34,7,21,
LOS ANGELES,9001739A,3853,217,N,1154,TOTAL,260,69,144,
LOS ANGELES,9001742A,3854,214,N,971,POLLING PLACE,107,46,37,
LOS ANGELES,9001742A,3854,214,N,,VBM PORTION,45,13,16,
LOS ANGELES,9001742A,3854,214,N,971,TOTAL,152,59,53,
LOS ANGELES,9001744A,6286,48,Y,,POLLING PLACE,,,,
LOS ANGELES,9001744A,6286,48,Y,,VBM PORTION,,,,
LOS ANGELES,9001744A,6286,48,Y,,TOTAL,,,,
LOS ANGELES,9001747A,3855,308,N,1094,POLLING PLACE,157,94,44,
LOS ANGELES,9001747A,3855,308,N,,VBM PORTION,35,12,14,
LOS ANGELES,9001747A,3855,308,N,1094,TOTAL,192,106,58,
LOS ANGELES,9001751A,3856,308,N,745,POLLING PLACE,33,9,16,
LOS ANGELES,9001751A,3856,308,N,,VBM PORTION,58,14,12,
LOS ANGELES,9001751A,3856,308,N,745,TOTAL,91,23,28,
LOS ANGELES,9001754A,3857,33,N,1317,POLLING PLACE,225,58,108,
LOS ANGELES,9001754A,3857,33,N,,VBM PORTION,99,25,38,
LOS ANGELES,9001754A,3857,33,N,1317,TOTAL,324,83,146,
LOS ANGELES,9001755A,3858,308,N,1123,POLLING PLACE,177,91,70,
LOS ANGELES,9001755A,3858,308,N,,VBM PORTION,32,13,17,
LOS ANGELES,9001755A,3858,308,N,1123,TOTAL,209,104,87,
LOS ANGELES,9001757A,3859,308,N,657,POLLING PLACE,98,43,36,
LOS ANGELES,9001757A,3859,308,N,,VBM PORTION,16,5,4,
LOS ANGELES,9001757A,3859,308,N,657,TOTAL,114,48,40,
LOS ANGELES,9001758A,3860,113,N,1039,POLLING PLACE,129,48,46,
LOS ANGELES,9001758A,3860,113,N,,VBM PORTION,74,32,25,
LOS ANGELES,9001758A,3860,113,N,1039,TOTAL,203,80,71,
LOS ANGELES,9001759A,3861,99,N,918,POLLING PLACE,257,97,101,
LOS ANGELES,9001759A,3861,99,N,,VBM PORTION,64,24,27,
LOS ANGELES,9001759A,3861,99,N,918,TOTAL,321,121,128,
LOS ANGELES,9001762A,3862,308,N,1037,POLLING PLACE,173,76,62,
LOS ANGELES,9001762A,3862,308,N,,VBM PORTION,37,20,8,
LOS ANGELES,9001762A,3862,308,N,1037,TOTAL,210,96,70,
LOS ANGELES,9001764A,3863,228,N,1073,POLLING PLACE,136,58,51,
LOS ANGELES,9001764A,3863,228,N,,VBM PORTION,45,18,17,
LOS ANGELES,9001764A,3863,228,N,1073,TOTAL,181,76,68,
LOS ANGELES,9001765A,3864,228,N,849,POLLING PLACE,131,43,52,
LOS ANGELES,9001765A,3864,228,N,,VBM PORTION,36,19,8,
LOS ANGELES,9001765A,3864,228,N,849,TOTAL,167,62,60,
LOS ANGELES,9001767A,3865,228,N,773,POLLING PLACE,123,45,48,
LOS ANGELES,9001767A,3865,228,N,,VBM PORTION,35,14,12,
LOS ANGELES,9001767A,3865,228,N,773,TOTAL,158,59,60,
LOS ANGELES,9001768A,3866,228,N,1038,POLLING PLACE,120,61,40,
LOS ANGELES,9001768A,3866,228,N,,VBM PORTION,43,24,10,
LOS ANGELES,9001768A,3866,228,N,1038,TOTAL,163,85,50,
LOS ANGELES,9001769C,3867,228,N,986,POLLING PLACE,217,105,74,
LOS ANGELES,9001769C,3867,228,N,,VBM PORTION,28,11,7,
LOS ANGELES,9001769C,3867,228,N,986,TOTAL,245,116,81,
LOS ANGELES,9001770A,3868,228,N,1033,POLLING PLACE,172,73,71,
LOS ANGELES,9001770A,3868,228,N,,VBM PORTION,46,25,12,
LOS ANGELES,9001770A,3868,228,N,1033,TOTAL,218,98,83,
LOS ANGELES,9001776B,3869,228,N,1153,POLLING PLACE,156,60,50,
LOS ANGELES,9001776B,3869,228,N,,VBM PORTION,74,33,16,
LOS ANGELES,9001776B,3869,228,N,1153,TOTAL,230,93,66,
LOS ANGELES,9001777B,3870,228,N,809,POLLING PLACE,150,63,55,
LOS ANGELES,9001777B,3870,228,N,,VBM PORTION,29,17,9,
LOS ANGELES,9001777B,3870,228,N,809,TOTAL,179,80,64,
LOS ANGELES,9001779C,3871,228,N,859,POLLING PLACE,97,41,38,
LOS ANGELES,9001779C,3871,228,N,,VBM PORTION,29,10,11,
LOS ANGELES,9001779C,3871,228,N,859,TOTAL,126,51,49,
LOS ANGELES,9001780A,3872,369,N,866,POLLING PLACE,98,55,32,
LOS ANGELES,9001780A,3872,369,N,,VBM PORTION,6,1,2,
LOS ANGELES,9001780A,3872,369,N,866,TOTAL,104,56,34,
LOS ANGELES,9001781B,3873,214,N,1195,POLLING PLACE,242,91,112,
LOS ANGELES,9001781B,3873,214,N,,VBM PORTION,44,18,17,
LOS ANGELES,9001781B,3873,214,N,1195,TOTAL,286,109,129,
LOS ANGELES,9001782A,3874,228,N,859,POLLING PLACE,167,70,60,
LOS ANGELES,9001782A,3874,228,N,,VBM PORTION,32,11,10,
LOS ANGELES,9001782A,3874,228,N,859,TOTAL,199,81,70,
LOS ANGELES,9001782B,3875,228,N,702,POLLING PLACE,80,37,29,
LOS ANGELES,9001782B,3875,228,N,,VBM PORTION,31,15,11,
LOS ANGELES,9001782B,3875,228,N,702,TOTAL,111,52,40,
LOS ANGELES,9001783A,3876,228,N,1135,POLLING PLACE,185,77,67,
LOS ANGELES,9001783A,3876,228,N,,VBM PORTION,45,17,13,
LOS ANGELES,9001783A,3876,228,N,1135,TOTAL,230,94,80,
LOS ANGELES,9001784A,3877,228,N,1152,POLLING PLACE,200,73,81,
LOS ANGELES,9001784A,3877,228,N,,VBM PORTION,41,13,15,
LOS ANGELES,9001784A,3877,228,N,1152,TOTAL,241,86,96,
LOS ANGELES,9001785A,3878,228,N,1147,POLLING PLACE,186,91,59,
LOS ANGELES,9001785A,3878,228,N,,VBM PORTION,32,13,12,
LOS ANGELES,9001785A,3878,228,N,1147,TOTAL,218,104,71,
LOS ANGELES,9001786A,3879,228,N,914,POLLING PLACE,201,84,77,
LOS ANGELES,9001786A,3879,228,N,,VBM PORTION,30,18,8,
LOS ANGELES,9001786A,3879,228,N,914,TOTAL,231,102,85,
LOS ANGELES,9001787A,3880,228,N,922,POLLING PLACE,75,39,24,
LOS ANGELES,9001787A,3880,228,N,,VBM PORTION,47,19,20,
LOS ANGELES,9001787A,3880,228,N,922,TOTAL,122,58,44,
LOS ANGELES,9001791A,3881,210,N,811,POLLING PLACE,149,61,63,
LOS ANGELES,9001791A,3881,210,N,,VBM PORTION,33,10,17,
LOS ANGELES,9001791A,3881,210,N,811,TOTAL,182,71,80,
LOS ANGELES,9001796B,3882,98,N,1092,POLLING PLACE,141,66,46,
LOS ANGELES,9001796B,3882,98,N,,VBM PORTION,48,27,13,
LOS ANGELES,9001796B,3882,98,N,1092,TOTAL,189,93,59,
LOS ANGELES,9001797A,3883,200,N,1148,POLLING PLACE,172,62,80,
LOS ANGELES,9001797A,3883,200,N,,VBM PORTION,47,21,20,
LOS ANGELES,9001797A,3883,200,N,1148,TOTAL,219,83,100,
LOS ANGELES,9001798A,3884,211,N,652,POLLING PLACE,119,54,42,
LOS ANGELES,9001798A,3884,211,N,,VBM PORTION,22,7,12,
LOS ANGELES,9001798A,3884,211,N,652,TOTAL,141,61,54,
LOS ANGELES,9001799A,3885,358,N,962,POLLING PLACE,118,71,42,
LOS ANGELES,9001799A,3885,358,N,,VBM PORTION,21,9,6,
LOS ANGELES,9001799A,3885,358,N,962,TOTAL,139,80,48,
LOS ANGELES,9001801B,3886,214,N,1167,POLLING PLACE,171,63,81,
LOS ANGELES,9001801B,3886,214,N,,VBM PORTION,74,20,38,
