LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,TED J GROSE,AUTUMN BURKE,
LOS ANGELES,9003202A,4328,320,N,,VBM PORTION,55,10,38,
LOS ANGELES,9003202A,4328,320,N,760,TOTAL,287,46,210,
LOS ANGELES,9003235A,4335,320,N,779,POLLING PLACE,145,10,118,
LOS ANGELES,9003235A,4335,320,N,,VBM PORTION,29,6,22,
LOS ANGELES,9003235A,4335,320,N,779,TOTAL,174,16,140,
LOS ANGELES,9003278A,4338,326,N,1255,POLLING PLACE,314,103,193,
LOS ANGELES,9003278A,4338,326,N,,VBM PORTION,246,106,120,
LOS ANGELES,9003278A,4338,326,N,1255,TOTAL,560,209,313,
LOS ANGELES,9003280A,4339,325,N,1040,POLLING PLACE,213,41,159,
LOS ANGELES,9003280A,4339,325,N,,VBM PORTION,68,11,52,
LOS ANGELES,9003280A,4339,325,N,1040,TOTAL,281,52,211,
LOS ANGELES,9003368A,4342,327,N,930,POLLING PLACE,301,120,157,
LOS ANGELES,9003368A,4342,327,N,,VBM PORTION,90,42,41,
LOS ANGELES,9003368A,4342,327,N,930,TOTAL,391,162,198,
LOS ANGELES,9003406A,4344,325,N,677,POLLING PLACE,147,37,97,
LOS ANGELES,9003406A,4344,325,N,,VBM PORTION,47,18,24,
LOS ANGELES,9003406A,4344,325,N,677,TOTAL,194,55,121,
LOS ANGELES,9004116A,4383,327,N,894,POLLING PLACE,162,46,105,
LOS ANGELES,9004116A,4383,327,N,,VBM PORTION,59,22,31,
LOS ANGELES,9004116A,4383,327,N,894,TOTAL,221,68,136,
LOS ANGELES,9005204A,4430,330,N,868,POLLING PLACE,148,10,132,
LOS ANGELES,9005204A,4430,330,N,,VBM PORTION,42,4,36,
LOS ANGELES,9005204A,4430,330,N,868,TOTAL,190,14,168,
LOS ANGELES,9005205B,4431,330,N,677,POLLING PLACE,80,8,65,
LOS ANGELES,9005205B,4431,330,N,,VBM PORTION,15,2,13,
LOS ANGELES,9005205B,4431,330,N,677,TOTAL,95,10,78,
LOS ANGELES,9005386A,4448,320,N,864,POLLING PLACE,177,27,136,
LOS ANGELES,9005386A,4448,320,N,,VBM PORTION,43,6,30,
LOS ANGELES,9005386A,4448,320,N,864,TOTAL,220,33,166,
LOS ANGELES,9005934A,4493,325,N,1031,POLLING PLACE,195,29,155,
LOS ANGELES,9005934A,4493,325,N,,VBM PORTION,69,13,52,
LOS ANGELES,9005934A,4493,325,N,1031,TOTAL,264,42,207,
LOS ANGELES,9005936A,4494,322,N,870,POLLING PLACE,245,35,181,
LOS ANGELES,9005936A,4494,322,N,,VBM PORTION,40,8,29,
LOS ANGELES,9005936A,4494,322,N,870,TOTAL,285,43,210,
LOS ANGELES,9005937A,4495,322,N,713,POLLING PLACE,129,15,100,
LOS ANGELES,9005937A,4495,322,N,,VBM PORTION,34,8,24,
LOS ANGELES,9005937A,4495,322,N,713,TOTAL,163,23,124,
LOS ANGELES,9006344A,4544,327,N,736,POLLING PLACE,187,57,110,
LOS ANGELES,9006344A,4544,327,N,,VBM PORTION,76,28,40,
LOS ANGELES,9006344A,4544,327,N,736,TOTAL,263,85,150,
BALLOT GROUP 320,9990320A,8320,320,N,,POLLING PLACE,,,,
BALLOT GROUP 320,9990320A,8320,320,N,,VBM PORTION,,,,
BALLOT GROUP 320,9990320A,8320,320,N,,TOTAL,,,,
BALLOT GROUP 321,9990321A,8321,321,N,,POLLING PLACE,,,,
BALLOT GROUP 321,9990321A,8321,321,N,,VBM PORTION,,,,
BALLOT GROUP 321,9990321A,8321,321,N,,TOTAL,,,,
BALLOT GROUP 322,9990322A,8322,322,N,,POLLING PLACE,,,,
BALLOT GROUP 322,9990322A,8322,322,N,,VBM PORTION,,,,
BALLOT GROUP 322,9990322A,8322,322,N,,TOTAL,,,,
BALLOT GROUP 323,9990323A,8323,323,N,,POLLING PLACE,,,,
BALLOT GROUP 323,9990323A,8323,323,N,,VBM PORTION,,,,
BALLOT GROUP 323,9990323A,8323,323,N,,TOTAL,,,,
BALLOT GROUP 324,9990324A,8324,324,N,,POLLING PLACE,,,,
BALLOT GROUP 324,9990324A,8324,324,N,,VBM PORTION,,,,
BALLOT GROUP 324,9990324A,8324,324,N,,TOTAL,,,,
BALLOT GROUP 325,9990325A,8325,325,N,,POLLING PLACE,,,,
BALLOT GROUP 325,9990325A,8325,325,N,,VBM PORTION,,,,
BALLOT GROUP 325,9990325A,8325,325,N,,TOTAL,,,,
BALLOT GROUP 326,9990326A,8326,326,N,,POLLING PLACE,,,,
BALLOT GROUP 326,9990326A,8326,326,N,,VBM PORTION,,,,
BALLOT GROUP 326,9990326A,8326,326,N,,TOTAL,,,,
BALLOT GROUP 327,9990327A,8327,327,N,,POLLING PLACE,,,,
BALLOT GROUP 327,9990327A,8327,327,N,,VBM PORTION,,,,
BALLOT GROUP 327,9990327A,8327,327,N,,TOTAL,,,,
BALLOT GROUP 328,9990328A,8328,328,N,,POLLING PLACE,,,,
BALLOT GROUP 328,9990328A,8328,328,N,,VBM PORTION,,,,
BALLOT GROUP 328,9990328A,8328,328,N,,TOTAL,,,,
BALLOT GROUP 329,9990329A,8329,329,N,,POLLING PLACE,,,,
BALLOT GROUP 329,9990329A,8329,329,N,,VBM PORTION,,,,
BALLOT GROUP 329,9990329A,8329,329,N,,TOTAL,,,,
BALLOT GROUP 330,9990330A,8330,330,N,,POLLING PLACE,,,,
BALLOT GROUP 330,9990330A,8330,330,N,,VBM PORTION,,,,
BALLOT GROUP 330,9990330A,8330,330,N,,TOTAL,,,,
BALLOT GROUP 331,9990331A,8331,331,N,,POLLING PLACE,,,,
BALLOT GROUP 331,9990331A,8331,331,N,,VBM PORTION,,,,
BALLOT GROUP 331,9990331A,8331,331,N,,TOTAL,,,,
BALLOT GROUP 332,9990332A,8332,332,N,,POLLING PLACE,,,,
BALLOT GROUP 332,9990332A,8332,332,N,,VBM PORTION,,,,
BALLOT GROUP 332,9990332A,8332,332,N,,TOTAL,,,,
BALLOT GROUP 333,9990333A,8333,333,N,,POLLING PLACE,,,,
BALLOT GROUP 333,9990333A,8333,333,N,,VBM PORTION,,,,
BALLOT GROUP 333,9990333A,8333,333,N,,TOTAL,,,,
BALLOT GROUP 334,9990334A,8334,334,N,,POLLING PLACE,,,,
BALLOT GROUP 334,9990334A,8334,334,N,,VBM PORTION,,,,
BALLOT GROUP 334,9990334A,8334,334,N,,TOTAL,,,,
BALLOT GROUP 335,9990335A,8335,335,N,,POLLING PLACE,,,,
BALLOT GROUP 335,9990335A,8335,335,N,,VBM PORTION,,,,
BALLOT GROUP 335,9990335A,8335,335,N,,TOTAL,,,,
BALLOT GROUP 336,9990336A,8336,336,N,,POLLING PLACE,,,,
BALLOT GROUP 336,9990336A,8336,336,N,,VBM PORTION,,,,
BALLOT GROUP 336,9990336A,8336,336,N,,TOTAL,,,,
BALLOT GROUP 337,9990337A,8337,337,N,,POLLING PLACE,,,,
BALLOT GROUP 337,9990337A,8337,337,N,,VBM PORTION,,,,
BALLOT GROUP 337,9990337A,8337,337,N,,TOTAL,,,,
BALLOT GROUP 338,9990338A,8338,338,N,,POLLING PLACE,,,,
BALLOT GROUP 338,9990338A,8338,338,N,,VBM PORTION,,,,
BALLOT GROUP 338,9990338A,8338,338,N,,TOTAL,,,,
BALLOT GROUP 339,9990339A,8339,339,N,,POLLING PLACE,,,,
BALLOT GROUP 339,9990339A,8339,339,N,,VBM PORTION,,,,
BALLOT GROUP 339,9990339A,8339,339,N,,TOTAL,,,,
