LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,ADAM B SCHIFF,STEVE STOKES,
LOS ANGELES,9000687A,3403,102,N,,VBM PORTION,46,34,11,
LOS ANGELES,9000687A,3403,102,N,898,TOTAL,243,182,43,
LOS ANGELES,9000690B,3405,102,N,711,POLLING PLACE,168,129,26,
LOS ANGELES,9000690B,3405,102,N,,VBM PORTION,75,53,17,
LOS ANGELES,9000690B,3405,102,N,711,TOTAL,243,182,43,
LOS ANGELES,9000691A,3406,102,N,949,POLLING PLACE,232,195,27,
LOS ANGELES,9000691A,3406,102,N,,VBM PORTION,95,69,15,
LOS ANGELES,9000691A,3406,102,N,949,TOTAL,327,264,42,
LOS ANGELES,9000694A,3408,98,N,1056,POLLING PLACE,260,213,36,
LOS ANGELES,9000694A,3408,98,N,,VBM PORTION,81,56,20,
LOS ANGELES,9000694A,3408,98,N,1056,TOTAL,341,269,56,
LOS ANGELES,9000695B,3409,71,N,674,POLLING PLACE,117,68,35,
LOS ANGELES,9000695B,3409,71,N,,VBM PORTION,43,26,14,
LOS ANGELES,9000695B,3409,71,N,674,TOTAL,160,94,49,
LOS ANGELES,9000700A,3410,102,N,621,POLLING PLACE,118,81,24,
LOS ANGELES,9000700A,3410,102,N,,VBM PORTION,86,54,29,
LOS ANGELES,9000700A,3410,102,N,621,TOTAL,204,135,53,
LOS ANGELES,9000700B,3411,102,N,1023,POLLING PLACE,269,226,23,
LOS ANGELES,9000700B,3411,102,N,,VBM PORTION,60,47,9,
LOS ANGELES,9000700B,3411,102,N,1023,TOTAL,329,273,32,
LOS ANGELES,9000712A,3415,102,N,1098,POLLING PLACE,308,261,36,
LOS ANGELES,9000712A,3415,102,N,,VBM PORTION,122,101,15,
LOS ANGELES,9000712A,3415,102,N,1098,TOTAL,430,362,51,
LOS ANGELES,9000715A,3416,100,N,886,POLLING PLACE,198,169,22,
LOS ANGELES,9000715A,3416,100,N,,VBM PORTION,42,31,10,
LOS ANGELES,9000715A,3416,100,N,886,TOTAL,240,200,32,
LOS ANGELES,9000723A,3419,98,N,964,POLLING PLACE,134,104,16,
LOS ANGELES,9000723A,3419,98,N,,VBM PORTION,56,45,8,
LOS ANGELES,9000723A,3419,98,N,964,TOTAL,190,149,24,
LOS ANGELES,9000725D,3420,179,N,970,POLLING PLACE,139,110,19,
LOS ANGELES,9000725D,3420,179,N,,VBM PORTION,56,45,9,
LOS ANGELES,9000725D,3420,179,N,970,TOTAL,195,155,28,
LOS ANGELES,9000750A,3427,98,N,854,POLLING PLACE,124,94,11,
LOS ANGELES,9000750A,3427,98,N,,VBM PORTION,43,29,10,
LOS ANGELES,9000750A,3427,98,N,854,TOTAL,167,123,21,
LOS ANGELES,9000752A,3429,98,N,1173,POLLING PLACE,310,258,34,
LOS ANGELES,9000752A,3429,98,N,,VBM PORTION,107,90,13,
LOS ANGELES,9000752A,3429,98,N,1173,TOTAL,417,348,47,
LOS ANGELES,9000753A,3430,98,N,1174,POLLING PLACE,311,263,27,
LOS ANGELES,9000753A,3430,98,N,,VBM PORTION,59,42,8,
LOS ANGELES,9000753A,3430,98,N,1174,TOTAL,370,305,35,
LOS ANGELES,9000758A,3432,102,N,1165,POLLING PLACE,248,188,42,
LOS ANGELES,9000758A,3432,102,N,,VBM PORTION,57,40,13,
LOS ANGELES,9000758A,3432,102,N,1165,TOTAL,305,228,55,
LOS ANGELES,9000782A,3440,179,N,697,POLLING PLACE,61,47,9,
LOS ANGELES,9000782A,3440,179,N,,VBM PORTION,35,25,3,
LOS ANGELES,9000782A,3440,179,N,697,TOTAL,96,72,12,
LOS ANGELES,9000784A,3441,98,N,915,POLLING PLACE,93,70,15,
LOS ANGELES,9000784A,3441,98,N,,VBM PORTION,22,12,7,
LOS ANGELES,9000784A,3441,98,N,915,TOTAL,115,82,22,
LOS ANGELES,9000795A,3444,198,N,487,POLLING PLACE,108,95,7,
LOS ANGELES,9000795A,3444,198,N,,VBM PORTION,13,10,2,
LOS ANGELES,9000795A,3444,198,N,487,TOTAL,121,105,9,
LOS ANGELES,9000819A,3455,99,N,1060,POLLING PLACE,208,160,27,
LOS ANGELES,9000819A,3455,99,N,,VBM PORTION,68,45,12,
LOS ANGELES,9000819A,3455,99,N,1060,TOTAL,276,205,39,
LOS ANGELES,9000826A,3458,99,N,1123,POLLING PLACE,298,259,31,
LOS ANGELES,9000826A,3458,99,N,,VBM PORTION,84,61,20,
LOS ANGELES,9000826A,3458,99,N,1123,TOTAL,382,320,51,
LOS ANGELES,9000836A,6279,70,Y,67,POLLING PLACE,,,,
LOS ANGELES,9000836A,6279,70,Y,,VBM PORTION,5,,5,
LOS ANGELES,9000836A,6279,70,Y,67,TOTAL,5,,5,
LOS ANGELES,9000844A,3468,98,N,1212,POLLING PLACE,163,124,27,
LOS ANGELES,9000844A,3468,98,N,,VBM PORTION,78,66,9,
LOS ANGELES,9000844A,3468,98,N,1212,TOTAL,241,190,36,
LOS ANGELES,9000851A,3469,198,N,1058,POLLING PLACE,181,143,25,
LOS ANGELES,9000851A,3469,198,N,,VBM PORTION,45,32,9,
LOS ANGELES,9000851A,3469,198,N,1058,TOTAL,226,175,34,
LOS ANGELES,9000852A,3470,98,N,924,POLLING PLACE,239,195,30,
LOS ANGELES,9000852A,3470,98,N,,VBM PORTION,63,49,12,
LOS ANGELES,9000852A,3470,98,N,924,TOTAL,302,244,42,
LOS ANGELES,9000855B,3471,198,N,1167,POLLING PLACE,337,291,31,
LOS ANGELES,9000855B,3471,198,N,,VBM PORTION,88,69,8,
LOS ANGELES,9000855B,3471,198,N,1167,TOTAL,425,360,39,
LOS ANGELES,9000866A,3473,99,N,1225,POLLING PLACE,378,343,22,
LOS ANGELES,9000866A,3473,99,N,,VBM PORTION,121,102,11,
LOS ANGELES,9000866A,3473,99,N,1225,TOTAL,499,445,33,
LOS ANGELES,9000874A,3475,98,N,1038,POLLING PLACE,215,192,14,
LOS ANGELES,9000874A,3475,98,N,,VBM PORTION,45,32,11,
LOS ANGELES,9000874A,3475,98,N,1038,TOTAL,260,224,25,
LOS ANGELES,9000879A,3476,102,N,981,POLLING PLACE,292,246,36,
LOS ANGELES,9000879A,3476,102,N,,VBM PORTION,76,47,17,
LOS ANGELES,9000879A,3476,102,N,981,TOTAL,368,293,53,
LOS ANGELES,9000894A,3482,98,N,1169,POLLING PLACE,174,148,19,
LOS ANGELES,9000894A,3482,98,N,,VBM PORTION,40,34,5,
LOS ANGELES,9000894A,3482,98,N,1169,TOTAL,214,182,24,
LOS ANGELES,9000918A,3493,198,N,746,POLLING PLACE,135,96,26,
LOS ANGELES,9000918A,3493,198,N,,VBM PORTION,17,10,2,
LOS ANGELES,9000918A,3493,198,N,746,TOTAL,152,106,28,
LOS ANGELES,9000919A,3494,198,N,893,POLLING PLACE,158,106,34,
LOS ANGELES,9000919A,3494,198,N,,VBM PORTION,21,19,1,
LOS ANGELES,9000919A,3494,198,N,893,TOTAL,179,125,35,
LOS ANGELES,9000940B,3500,198,N,1051,POLLING PLACE,258,206,34,
LOS ANGELES,9000940B,3500,198,N,,VBM PORTION,62,46,8,
LOS ANGELES,9000940B,3500,198,N,1051,TOTAL,320,252,42,
LOS ANGELES,9000941A,3501,198,N,957,POLLING PLACE,233,185,22,
LOS ANGELES,9000941A,3501,198,N,,VBM PORTION,51,39,7,
LOS ANGELES,9000941A,3501,198,N,957,TOTAL,284,224,29,
LOS ANGELES,9000947A,3505,198,N,1191,POLLING PLACE,244,210,23,
LOS ANGELES,9000947A,3505,198,N,,VBM PORTION,63,51,10,
LOS ANGELES,9000947A,3505,198,N,1191,TOTAL,307,261,33,
LOS ANGELES,9000951A,3507,127,N,856,POLLING PLACE,166,125,27,
LOS ANGELES,9000951A,3507,127,N,,VBM PORTION,75,60,14,
LOS ANGELES,9000951A,3507,127,N,856,TOTAL,241,185,41,
LOS ANGELES,9000956A,3509,127,N,876,POLLING PLACE,147,116,24,
LOS ANGELES,9000956A,3509,127,N,,VBM PORTION,100,64,28,
LOS ANGELES,9000956A,3509,127,N,876,TOTAL,247,180,52,
LOS ANGELES,9000964A,3511,98,N,713,POLLING PLACE,128,107,7,
LOS ANGELES,9000964A,3511,98,N,,VBM PORTION,24,21,2,
LOS ANGELES,9000964A,3511,98,N,713,TOTAL,152,128,9,
LOS ANGELES,9000965A,3512,198,N,1142,POLLING PLACE,143,113,21,
LOS ANGELES,9000965A,3512,198,N,,VBM PORTION,52,46,4,
LOS ANGELES,9000965A,3512,198,N,1142,TOTAL,195,159,25,
LOS ANGELES,9000966B,3513,198,N,1132,POLLING PLACE,166,131,22,
LOS ANGELES,9000966B,3513,198,N,,VBM PORTION,59,44,14,
LOS ANGELES,9000966B,3513,198,N,1132,TOTAL,225,175,36,
LOS ANGELES,9000969A,3515,198,N,1049,POLLING PLACE,212,171,24,
LOS ANGELES,9000969A,3515,198,N,,VBM PORTION,41,26,10,
LOS ANGELES,9000969A,3515,198,N,1049,TOTAL,253,197,34,
LOS ANGELES,9000970C,3516,198,N,1082,POLLING PLACE,172,141,23,
LOS ANGELES,9000970C,3516,198,N,,VBM PORTION,56,47,4,
LOS ANGELES,9000970C,3516,198,N,1082,TOTAL,228,188,27,
LOS ANGELES,9001086A,3576,198,N,471,POLLING PLACE,86,64,13,
LOS ANGELES,9001086A,3576,198,N,,VBM PORTION,22,14,5,
LOS ANGELES,9001086A,3576,198,N,471,TOTAL,108,78,18,
LOS ANGELES,9001180A,3616,127,N,927,POLLING PLACE,223,167,38,
LOS ANGELES,9001180A,3616,127,N,,VBM PORTION,61,52,7,
LOS ANGELES,9001180A,3616,127,N,927,TOTAL,284,219,45,
LOS ANGELES,9001184A,3618,100,N,977,POLLING PLACE,210,157,42,
LOS ANGELES,9001184A,3618,100,N,,VBM PORTION,115,80,25,
LOS ANGELES,9001184A,3618,100,N,977,TOTAL,325,237,67,
LOS ANGELES,9001191A,3623,100,N,1172,POLLING PLACE,305,259,31,
LOS ANGELES,9001191A,3623,100,N,,VBM PORTION,86,62,19,
LOS ANGELES,9001191A,3623,100,N,1172,TOTAL,391,321,50,
LOS ANGELES,9001195A,3624,179,N,926,POLLING PLACE,189,156,24,
LOS ANGELES,9001195A,3624,179,N,,VBM PORTION,43,33,7,
LOS ANGELES,9001195A,3624,179,N,926,TOTAL,232,189,31,
LOS ANGELES,9001196A,3625,179,N,1245,POLLING PLACE,220,181,29,
LOS ANGELES,9001196A,3625,179,N,,VBM PORTION,61,47,10,
LOS ANGELES,9001196A,3625,179,N,1245,TOTAL,281,228,39,
LOS ANGELES,9001200A,3626,127,N,639,POLLING PLACE,169,138,22,
LOS ANGELES,9001200A,3626,127,N,,VBM PORTION,55,37,10,
LOS ANGELES,9001200A,3626,127,N,639,TOTAL,224,175,32,
LOS ANGELES,9001203A,3627,127,N,1230,POLLING PLACE,295,248,36,
LOS ANGELES,9001203A,3627,127,N,,VBM PORTION,122,79,32,
LOS ANGELES,9001203A,3627,127,N,1230,TOTAL,417,327,68,
LOS ANGELES,9001207A,3628,127,N,929,POLLING PLACE,251,204,28,
LOS ANGELES,9001207A,3628,127,N,,VBM PORTION,103,81,16,
LOS ANGELES,9001207A,3628,127,N,929,TOTAL,354,285,44,
LOS ANGELES,9001224C,3634,179,N,801,POLLING PLACE,141,109,24,
LOS ANGELES,9001224C,3634,179,N,,VBM PORTION,110,81,17,
LOS ANGELES,9001224C,3634,179,N,801,TOTAL,251,190,41,
LOS ANGELES,9001226A,3635,179,N,1040,POLLING PLACE,210,176,24,
LOS ANGELES,9001226A,3635,179,N,,VBM PORTION,100,76,14,
LOS ANGELES,9001226A,3635,179,N,1040,TOTAL,310,252,38,
LOS ANGELES,9001231A,3636,179,N,893,POLLING PLACE,173,114,33,
LOS ANGELES,9001231A,3636,179,N,,VBM PORTION,117,73,30,
LOS ANGELES,9001231A,3636,179,N,893,TOTAL,290,187,63,
LOS ANGELES,9001232A,3637,98,N,1271,POLLING PLACE,166,124,28,
LOS ANGELES,9001232A,3637,98,N,,VBM PORTION,93,60,22,
LOS ANGELES,9001232A,3637,98,N,1271,TOTAL,259,184,50,
LOS ANGELES,9001233A,3638,179,N,1184,POLLING PLACE,277,228,25,
LOS ANGELES,9001233A,3638,179,N,,VBM PORTION,84,64,13,
LOS ANGELES,9001233A,3638,179,N,1184,TOTAL,361,292,38,
LOS ANGELES,9001235A,3639,127,N,617,POLLING PLACE,103,81,19,
LOS ANGELES,9001235A,3639,127,N,,VBM PORTION,77,36,34,
LOS ANGELES,9001235A,3639,127,N,617,TOTAL,180,117,53,
LOS ANGELES,9001421A,3715,179,N,1223,POLLING PLACE,230,185,36,
LOS ANGELES,9001421A,3715,179,N,,VBM PORTION,40,31,8,
LOS ANGELES,9001421A,3715,179,N,1223,TOTAL,270,216,44,
LOS ANGELES,9001426A,3717,179,N,1186,POLLING PLACE,182,145,28,
LOS ANGELES,9001426A,3717,179,N,,VBM PORTION,60,47,12,
LOS ANGELES,9001426A,3717,179,N,1186,TOTAL,242,192,40,
LOS ANGELES,9001428A,3718,179,N,1168,POLLING PLACE,234,189,23,
LOS ANGELES,9001428A,3718,179,N,,VBM PORTION,85,62,14,
LOS ANGELES,9001428A,3718,179,N,1168,TOTAL,319,251,37,
LOS ANGELES,9001429A,3719,179,N,1192,POLLING PLACE,260,220,24,
LOS ANGELES,9001429A,3719,179,N,,VBM PORTION,84,73,9,
LOS ANGELES,9001429A,3719,179,N,1192,TOTAL,344,293,33,
LOS ANGELES,9001433A,3720,179,N,1203,POLLING PLACE,219,186,22,
LOS ANGELES,9001433A,3720,179,N,,VBM PORTION,83,62,12,
LOS ANGELES,9001433A,3720,179,N,1203,TOTAL,302,248,34,
LOS ANGELES,9001435C,3722,179,N,1115,POLLING PLACE,237,199,27,
LOS ANGELES,9001435C,3722,179,N,,VBM PORTION,74,61,7,
LOS ANGELES,9001435C,3722,179,N,1115,TOTAL,311,260,34,
LOS ANGELES,9001436A,3723,179,N,1077,POLLING PLACE,228,190,27,
LOS ANGELES,9001436A,3723,179,N,,VBM PORTION,46,38,2,
LOS ANGELES,9001436A,3723,179,N,1077,TOTAL,274,228,29,
LOS ANGELES,9001436B,3724,179,N,847,POLLING PLACE,195,158,30,
LOS ANGELES,9001436B,3724,179,N,,VBM PORTION,39,31,8,
LOS ANGELES,9001436B,3724,179,N,847,TOTAL,234,189,38,
LOS ANGELES,9001488B,3753,198,N,699,POLLING PLACE,112,77,22,
LOS ANGELES,9001488B,3753,198,N,,VBM PORTION,15,10,4,
LOS ANGELES,9001488B,3753,198,N,699,TOTAL,127,87,26,
LOS ANGELES,9001573A,3789,179,N,667,POLLING PLACE,61,50,9,
LOS ANGELES,9001573A,3789,179,N,,VBM PORTION,43,34,8,
LOS ANGELES,9001573A,3789,179,N,667,TOTAL,104,84,17,
LOS ANGELES,9001575A,3790,179,N,1068,POLLING PLACE,127,101,16,
LOS ANGELES,9001575A,3790,179,N,,VBM PORTION,64,50,9,
LOS ANGELES,9001575A,3790,179,N,1068,TOTAL,191,151,25,
LOS ANGELES,9001576A,3791,179,N,913,POLLING PLACE,121,86,25,
LOS ANGELES,9001576A,3791,179,N,,VBM PORTION,37,30,3,
LOS ANGELES,9001576A,3791,179,N,913,TOTAL,158,116,28,
LOS ANGELES,9001578A,3793,179,N,841,POLLING PLACE,67,48,13,
LOS ANGELES,9001578A,3793,179,N,,VBM PORTION,37,20,11,
LOS ANGELES,9001578A,3793,179,N,841,TOTAL,104,68,24,
LOS ANGELES,9001600A,3800,179,N,855,POLLING PLACE,114,93,16,
LOS ANGELES,9001600A,3800,179,N,,VBM PORTION,37,28,6,
LOS ANGELES,9001600A,3800,179,N,855,TOTAL,151,121,22,
LOS ANGELES,9001603A,3802,179,N,1233,POLLING PLACE,214,181,23,
LOS ANGELES,9001603A,3802,179,N,,VBM PORTION,86,61,19,
LOS ANGELES,9001603A,3802,179,N,1233,TOTAL,300,242,42,
LOS ANGELES,9001605B,3803,179,N,1199,POLLING PLACE,206,167,27,
LOS ANGELES,9001605B,3803,179,N,,VBM PORTION,91,58,16,
LOS ANGELES,9001605B,3803,179,N,1199,TOTAL,297,225,43,
LOS ANGELES,9001630A,3813,179,N,840,POLLING PLACE,135,105,21,
LOS ANGELES,9001630A,3813,179,N,,VBM PORTION,31,26,3,
LOS ANGELES,9001630A,3813,179,N,840,TOTAL,166,131,24,
LOS ANGELES,9001647A,3818,98,N,1262,POLLING PLACE,201,164,24,
LOS ANGELES,9001647A,3818,98,N,,VBM PORTION,77,64,10,
LOS ANGELES,9001647A,3818,98,N,1262,TOTAL,278,228,34,
LOS ANGELES,9001733A,3850,179,N,1108,POLLING PLACE,227,189,28,
LOS ANGELES,9001733A,3850,179,N,,VBM PORTION,74,54,17,
LOS ANGELES,9001733A,3850,179,N,1108,TOTAL,301,243,45,
LOS ANGELES,9001735B,3851,198,N,941,POLLING PLACE,246,208,25,
LOS ANGELES,9001735B,3851,198,N,,VBM PORTION,69,63,4,
LOS ANGELES,9001735B,3851,198,N,941,TOTAL,315,271,29,
LOS ANGELES,9001759A,3861,99,N,918,POLLING PLACE,257,221,25,
LOS ANGELES,9001759A,3861,99,N,,VBM PORTION,64,47,12,
LOS ANGELES,9001759A,3861,99,N,918,TOTAL,321,268,37,
LOS ANGELES,9001791A,3881,210,N,811,POLLING PLACE,149,127,9,
LOS ANGELES,9001791A,3881,210,N,,VBM PORTION,33,27,5,
LOS ANGELES,9001791A,3881,210,N,811,TOTAL,182,154,14,
LOS ANGELES,9001796B,3882,98,N,1092,POLLING PLACE,141,114,16,
LOS ANGELES,9001796B,3882,98,N,,VBM PORTION,48,39,2,
LOS ANGELES,9001796B,3882,98,N,1092,TOTAL,189,153,18,
LOS ANGELES,9001798A,3884,211,N,652,POLLING PLACE,119,94,16,
LOS ANGELES,9001798A,3884,211,N,,VBM PORTION,22,16,5,
LOS ANGELES,9001798A,3884,211,N,652,TOTAL,141,110,21,
LOS ANGELES,9001804A,3887,211,N,1185,POLLING PLACE,215,170,26,
LOS ANGELES,9001804A,3887,211,N,,VBM PORTION,42,31,6,
LOS ANGELES,9001804A,3887,211,N,1185,TOTAL,257,201,32,
LOS ANGELES,9001824A,3892,102,N,1097,POLLING PLACE,289,232,46,
LOS ANGELES,9001824A,3892,102,N,,VBM PORTION,117,84,30,
LOS ANGELES,9001824A,3892,102,N,1097,TOTAL,406,316,76,
LOS ANGELES,9001951A,3941,179,N,922,POLLING PLACE,152,123,17,
LOS ANGELES,9001951A,3941,179,N,,VBM PORTION,52,35,15,
LOS ANGELES,9001951A,3941,179,N,922,TOTAL,204,158,32,
LOS ANGELES,9002029A,3971,198,N,1072,POLLING PLACE,260,227,22,
LOS ANGELES,9002029A,3971,198,N,,VBM PORTION,53,38,5,
LOS ANGELES,9002029A,3971,198,N,1072,TOTAL,313,265,27,
LOS ANGELES,9002046A,3978,99,N,543,POLLING PLACE,137,121,12,
LOS ANGELES,9002046A,3978,99,N,,VBM PORTION,49,38,10,
LOS ANGELES,9002046A,3978,99,N,543,TOTAL,186,159,22,
LOS ANGELES,9002048A,3981,99,N,421,POLLING PLACE,89,72,16,
LOS ANGELES,9002048A,3981,99,N,,VBM PORTION,28,26,,
LOS ANGELES,9002048A,3981,99,N,421,TOTAL,117,98,16,
LOS ANGELES,9002171A,4049,99,N,724,POLLING PLACE,230,203,13,
LOS ANGELES,9002171A,4049,99,N,,VBM PORTION,63,49,10,
LOS ANGELES,9002171A,4049,99,N,724,TOTAL,293,252,23,
LOS ANGELES,9002225A,4069,179,N,948,POLLING PLACE,169,142,18,
LOS ANGELES,9002225A,4069,179,N,,VBM PORTION,52,35,14,
LOS ANGELES,9002225A,4069,179,N,948,TOTAL,221,177,32,
LOS ANGELES,9002464A,6298,197,Y,,POLLING PLACE,,,,
LOS ANGELES,9002464A,6298,197,Y,,VBM PORTION,,,,
LOS ANGELES,9002464A,6298,197,Y,,TOTAL,,,,
LOS ANGELES,9002475A,6299,99,Y,234,POLLING PLACE,,,,
LOS ANGELES,9002475A,6299,99,Y,,VBM PORTION,37,31,2,
LOS ANGELES,9002475A,6299,99,Y,234,TOTAL,37,31,2,
LOS ANGELES,9002476A,4177,99,N,340,POLLING PLACE,111,90,11,
LOS ANGELES,9002476A,4177,99,N,,VBM PORTION,14,12,1,
LOS ANGELES,9002476A,4177,99,N,340,TOTAL,125,102,12,
LOS ANGELES,9002490A,6300,103,Y,14,POLLING PLACE,,,,
LOS ANGELES,9002490A,6300,103,Y,,VBM PORTION,,,,
LOS ANGELES,9002490A,6300,103,Y,14,TOTAL,,,,
LOS ANGELES,9002533A,4204,100,N,939,POLLING PLACE,158,127,27,
LOS ANGELES,9002533A,4204,100,N,,VBM PORTION,74,62,8,
LOS ANGELES,9002533A,4204,100,N,939,TOTAL,232,189,35,
LOS ANGELES,9002560A,6308,98,Y,,POLLING PLACE,,,,
LOS ANGELES,9002560A,6308,98,Y,,VBM PORTION,,,,
LOS ANGELES,9002560A,6308,98,Y,,TOTAL,,,,
LOS ANGELES,9002561A,6309,65,Y,,POLLING PLACE,,,,
LOS ANGELES,9002561A,6309,65,Y,,VBM PORTION,,,,
LOS ANGELES,9002561A,6309,65,Y,,TOTAL,,,,
LOS ANGELES,9002573B,4225,177,N,540,POLLING PLACE,63,52,7,
LOS ANGELES,9002573B,4225,177,N,,VBM PORTION,33,21,6,
LOS ANGELES,9002573B,4225,177,N,540,TOTAL,96,73,13,
LOS ANGELES,9002629A,4238,210,N,398,POLLING PLACE,87,79,5,
LOS ANGELES,9002629A,4238,210,N,,VBM PORTION,29,22,3,
LOS ANGELES,9002629A,4238,210,N,398,TOTAL,116,101,8,
LOS ANGELES,9002638A,4244,211,N,588,POLLING PLACE,85,70,8,
LOS ANGELES,9002638A,4244,211,N,,VBM PORTION,27,20,4,
LOS ANGELES,9002638A,4244,211,N,588,TOTAL,112,90,12,
LOS ANGELES,9002648B,4245,198,N,1047,POLLING PLACE,216,185,19,
LOS ANGELES,9002648B,4245,198,N,,VBM PORTION,44,33,4,
LOS ANGELES,9002648B,4245,198,N,1047,TOTAL,260,218,23,
LOS ANGELES,9002745A,4265,98,N,1226,POLLING PLACE,399,320,51,
LOS ANGELES,9002745A,4265,98,N,,VBM PORTION,81,67,9,
LOS ANGELES,9002745A,4265,98,N,1226,TOTAL,480,387,60,
LOS ANGELES,9002780A,4270,198,N,1217,POLLING PLACE,303,243,33,
LOS ANGELES,9002780A,4270,198,N,,VBM PORTION,83,70,8,
LOS ANGELES,9002780A,4270,198,N,1217,TOTAL,386,313,41,
LOS ANGELES,9002786A,4271,179,N,1114,POLLING PLACE,217,176,23,
LOS ANGELES,9002786A,4271,179,N,,VBM PORTION,97,80,13,
LOS ANGELES,9002786A,4271,179,N,1114,TOTAL,314,256,36,
LOS ANGELES,9002796A,4274,70,N,666,POLLING PLACE,140,72,58,
LOS ANGELES,9002796A,4274,70,N,,VBM PORTION,46,23,21,
LOS ANGELES,9002796A,4274,70,N,666,TOTAL,186,95,79,
LOS ANGELES,9002877C,6333,180,Y,,POLLING PLACE,,,,
LOS ANGELES,9002877C,6333,180,Y,,VBM PORTION,,,,
LOS ANGELES,9002877C,6333,180,Y,,TOTAL,,,,
LOS ANGELES,9003374A,4343,71,N,1162,POLLING PLACE,159,92,48,
LOS ANGELES,9003374A,4343,71,N,,VBM PORTION,67,40,24,
LOS ANGELES,9003374A,4343,71,N,1162,TOTAL,226,132,72,
LOS ANGELES,9003520B,4354,98,N,1046,POLLING PLACE,204,166,25,
LOS ANGELES,9003520B,4354,98,N,,VBM PORTION,59,45,11,
LOS ANGELES,9003520B,4354,98,N,1046,TOTAL,263,211,36,
LOS ANGELES,9003814A,4367,98,N,808,POLLING PLACE,129,96,18,
LOS ANGELES,9003814A,4367,98,N,,VBM PORTION,43,38,2,
LOS ANGELES,9003814A,4367,98,N,808,TOTAL,172,134,20,
LOS ANGELES,9003988A,4380,198,N,848,POLLING PLACE,212,175,20,
LOS ANGELES,9003988A,4380,198,N,,VBM PORTION,39,32,5,
LOS ANGELES,9003988A,4380,198,N,848,TOTAL,251,207,25,
LOS ANGELES,9004216A,4390,179,N,773,POLLING PLACE,95,70,20,
LOS ANGELES,9004216A,4390,179,N,,VBM PORTION,27,21,4,
LOS ANGELES,9004216A,4390,179,N,773,TOTAL,122,91,24,
LOS ANGELES,9004229A,4394,179,N,922,POLLING PLACE,183,152,21,
LOS ANGELES,9004229A,4394,179,N,,VBM PORTION,44,32,11,
LOS ANGELES,9004229A,4394,179,N,922,TOTAL,227,184,32,
LOS ANGELES,9004237A,4399,99,N,1111,POLLING PLACE,316,276,27,
LOS ANGELES,9004237A,4399,99,N,,VBM PORTION,106,83,15,
LOS ANGELES,9004237A,4399,99,N,1111,TOTAL,422,359,42,
LOS ANGELES,9004239A,4400,98,N,1112,POLLING PLACE,263,227,20,
LOS ANGELES,9004239A,4400,98,N,,VBM PORTION,85,62,15,
LOS ANGELES,9004239A,4400,98,N,1112,TOTAL,348,289,35,
LOS ANGELES,9005113B,6338,102,Y,2,POLLING PLACE,,,,
LOS ANGELES,9005113B,6338,102,Y,,VBM PORTION,,,,
LOS ANGELES,9005113B,6338,102,Y,2,TOTAL,,,,
LOS ANGELES,9005117A,4412,102,N,1236,POLLING PLACE,243,190,32,
LOS ANGELES,9005117A,4412,102,N,,VBM PORTION,91,68,15,
LOS ANGELES,9005117A,4412,102,N,1236,TOTAL,334,258,47,
LOS ANGELES,9005118A,4413,98,N,590,POLLING PLACE,87,73,12,
LOS ANGELES,9005118A,4413,98,N,,VBM PORTION,40,34,3,
LOS ANGELES,9005118A,4413,98,N,590,TOTAL,127,107,15,
LOS ANGELES,9005124B,4414,98,N,1074,POLLING PLACE,239,203,30,
LOS ANGELES,9005124B,4414,98,N,,VBM PORTION,46,34,7,
LOS ANGELES,9005124B,4414,98,N,1074,TOTAL,285,237,37,
LOS ANGELES,9005541A,4463,198,N,1158,POLLING PLACE,267,204,39,
LOS ANGELES,9005541A,4463,198,N,,VBM PORTION,55,41,8,
LOS ANGELES,9005541A,4463,198,N,1158,TOTAL,322,245,47,
LOS ANGELES,9005645A,4468,71,N,687,POLLING PLACE,158,97,52,
LOS ANGELES,9005645A,4468,71,N,,VBM PORTION,43,21,19,
LOS ANGELES,9005645A,4468,71,N,687,TOTAL,201,118,71,
LOS ANGELES,9005651A,4469,71,N,1061,POLLING PLACE,180,95,69,
LOS ANGELES,9005651A,4469,71,N,,VBM PORTION,58,30,19,
LOS ANGELES,9005651A,4469,71,N,1061,TOTAL,238,125,88,
LOS ANGELES,9005656A,4470,71,N,702,POLLING PLACE,186,86,86,
LOS ANGELES,9005656A,4470,71,N,,VBM PORTION,65,33,30,
LOS ANGELES,9005656A,4470,71,N,702,TOTAL,251,119,116,
LOS ANGELES,9005667A,4474,71,N,1010,POLLING PLACE,197,126,56,
LOS ANGELES,9005667A,4474,71,N,,VBM PORTION,75,52,19,
LOS ANGELES,9005667A,4474,71,N,1010,TOTAL,272,178,75,
LOS ANGELES,9006098C,4496,198,N,1187,POLLING PLACE,248,196,34,
LOS ANGELES,9006098C,4496,198,N,,VBM PORTION,46,36,8,
LOS ANGELES,9006098C,4496,198,N,1187,TOTAL,294,232,42,
LOS ANGELES,9006302A,4532,198,N,835,POLLING PLACE,200,165,23,
LOS ANGELES,9006302A,4532,198,N,,VBM PORTION,51,34,16,
LOS ANGELES,9006302A,4532,198,N,835,TOTAL,251,199,39,
LOS ANGELES,9006305A,4533,99,N,799,POLLING PLACE,156,124,23,
LOS ANGELES,9006305A,4533,99,N,,VBM PORTION,46,32,8,
