LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,JACQUELINE H LEWIS,DAYAN MATHAI,
LOS ANGELES,9001009A,3533,214,N,,VBM PORTION,46,16,19,
LOS ANGELES,9001009A,3533,214,N,589,TOTAL,128,42,51,
LOS ANGELES,9001014A,3534,200,N,715,POLLING PLACE,70,34,23,
LOS ANGELES,9001014A,3534,200,N,,VBM PORTION,46,15,27,
LOS ANGELES,9001014A,3534,200,N,715,TOTAL,116,49,50,
LOS ANGELES,9001015D,3535,125,N,1113,POLLING PLACE,209,74,78,
LOS ANGELES,9001015D,3535,125,N,,VBM PORTION,89,37,27,
LOS ANGELES,9001015D,3535,125,N,1113,TOTAL,298,111,105,
LOS ANGELES,9001016A,3536,125,N,1058,POLLING PLACE,209,92,67,
LOS ANGELES,9001016A,3536,125,N,,VBM PORTION,57,20,17,
LOS ANGELES,9001016A,3536,125,N,1058,TOTAL,266,112,84,
LOS ANGELES,9001019A,3537,115,N,733,POLLING PLACE,123,48,37,
LOS ANGELES,9001019A,3537,115,N,,VBM PORTION,62,20,18,
LOS ANGELES,9001019A,3537,115,N,733,TOTAL,185,68,55,
LOS ANGELES,9001019B,3538,115,N,630,POLLING PLACE,143,62,40,
LOS ANGELES,9001019B,3538,115,N,,VBM PORTION,81,40,13,
LOS ANGELES,9001019B,3538,115,N,630,TOTAL,224,102,53,
LOS ANGELES,9001021A,3539,115,N,1194,POLLING PLACE,281,114,86,
LOS ANGELES,9001021A,3539,115,N,,VBM PORTION,116,38,45,
LOS ANGELES,9001021A,3539,115,N,1194,TOTAL,397,152,131,
LOS ANGELES,9001023A,3540,200,N,1207,POLLING PLACE,161,62,70,
LOS ANGELES,9001023A,3540,200,N,,VBM PORTION,62,25,23,
LOS ANGELES,9001023A,3540,200,N,1207,TOTAL,223,87,93,
LOS ANGELES,9001024A,3541,308,N,867,POLLING PLACE,151,88,36,
LOS ANGELES,9001024A,3541,308,N,,VBM PORTION,14,7,5,
LOS ANGELES,9001024A,3541,308,N,867,TOTAL,165,95,41,
LOS ANGELES,9001026C,3542,308,N,957,POLLING PLACE,136,92,32,
LOS ANGELES,9001026C,3542,308,N,,VBM PORTION,19,7,6,
LOS ANGELES,9001026C,3542,308,N,957,TOTAL,155,99,38,
LOS ANGELES,9001027A,3543,115,N,552,POLLING PLACE,114,46,40,
LOS ANGELES,9001027A,3543,115,N,,VBM PORTION,75,26,21,
LOS ANGELES,9001027A,3543,115,N,552,TOTAL,189,72,61,
LOS ANGELES,9001030A,3544,308,N,1070,POLLING PLACE,196,110,48,
LOS ANGELES,9001030A,3544,308,N,,VBM PORTION,30,21,4,
LOS ANGELES,9001030A,3544,308,N,1070,TOTAL,226,131,52,
LOS ANGELES,9001031A,3545,311,N,1088,POLLING PLACE,142,64,41,
LOS ANGELES,9001031A,3545,311,N,,VBM PORTION,20,6,5,
LOS ANGELES,9001031A,3545,311,N,1088,TOTAL,162,70,46,
LOS ANGELES,9001036B,3546,115,N,950,POLLING PLACE,170,62,50,
LOS ANGELES,9001036B,3546,115,N,,VBM PORTION,131,36,45,
LOS ANGELES,9001036B,3546,115,N,950,TOTAL,301,98,95,
LOS ANGELES,9001037A,3547,115,N,738,POLLING PLACE,189,61,52,
LOS ANGELES,9001037A,3547,115,N,,VBM PORTION,80,26,28,
LOS ANGELES,9001037A,3547,115,N,738,TOTAL,269,87,80,
LOS ANGELES,9001037B,3548,115,N,869,POLLING PLACE,171,61,45,
LOS ANGELES,9001037B,3548,115,N,,VBM PORTION,95,30,24,
LOS ANGELES,9001037B,3548,115,N,869,TOTAL,266,91,69,
LOS ANGELES,9001039A,3549,115,N,1335,POLLING PLACE,343,157,87,
LOS ANGELES,9001039A,3549,115,N,,VBM PORTION,146,42,49,
LOS ANGELES,9001039A,3549,115,N,1335,TOTAL,489,199,136,
LOS ANGELES,9001041A,3550,115,N,621,POLLING PLACE,178,75,46,
LOS ANGELES,9001041A,3550,115,N,,VBM PORTION,65,34,13,
LOS ANGELES,9001041A,3550,115,N,621,TOTAL,243,109,59,
LOS ANGELES,9001042A,3551,369,N,910,POLLING PLACE,99,54,28,
LOS ANGELES,9001042A,3551,369,N,,VBM PORTION,10,2,6,
LOS ANGELES,9001042A,3551,369,N,910,TOTAL,109,56,34,
LOS ANGELES,9001044A,3552,115,N,1096,POLLING PLACE,244,105,55,
LOS ANGELES,9001044A,3552,115,N,,VBM PORTION,126,41,30,
LOS ANGELES,9001044A,3552,115,N,1096,TOTAL,370,146,85,
LOS ANGELES,9001046D,3553,308,N,632,POLLING PLACE,48,24,16,
LOS ANGELES,9001046D,3553,308,N,,VBM PORTION,21,7,8,
LOS ANGELES,9001046D,3553,308,N,632,TOTAL,69,31,24,
LOS ANGELES,9001046R,3554,308,N,692,POLLING PLACE,23,13,4,
LOS ANGELES,9001046R,3554,308,N,,VBM PORTION,4,1,1,
LOS ANGELES,9001046R,3554,308,N,692,TOTAL,27,14,5,
LOS ANGELES,9001047B,3555,214,N,1050,POLLING PLACE,186,84,58,
LOS ANGELES,9001047B,3555,214,N,,VBM PORTION,59,21,18,
LOS ANGELES,9001047B,3555,214,N,1050,TOTAL,245,105,76,
LOS ANGELES,9001049A,3556,115,N,861,POLLING PLACE,151,59,39,
LOS ANGELES,9001049A,3556,115,N,,VBM PORTION,95,42,25,
LOS ANGELES,9001049A,3556,115,N,861,TOTAL,246,101,64,
LOS ANGELES,9001050A,3557,55,N,1139,POLLING PLACE,156,70,51,
LOS ANGELES,9001050A,3557,55,N,,VBM PORTION,47,30,14,
LOS ANGELES,9001050A,3557,55,N,1139,TOTAL,203,100,65,
LOS ANGELES,9001052C,3558,125,N,1138,POLLING PLACE,302,125,99,
LOS ANGELES,9001052C,3558,125,N,,VBM PORTION,84,23,26,
LOS ANGELES,9001052C,3558,125,N,1138,TOTAL,386,148,125,
LOS ANGELES,9001055A,3559,311,N,932,POLLING PLACE,147,81,42,
LOS ANGELES,9001055A,3559,311,N,,VBM PORTION,12,7,3,
LOS ANGELES,9001055A,3559,311,N,932,TOTAL,159,88,45,
LOS ANGELES,9001060A,3560,115,N,841,POLLING PLACE,214,89,59,
LOS ANGELES,9001060A,3560,115,N,,VBM PORTION,83,28,24,
LOS ANGELES,9001060A,3560,115,N,841,TOTAL,297,117,83,
LOS ANGELES,9001062A,3561,200,N,1091,POLLING PLACE,86,33,35,
LOS ANGELES,9001062A,3561,200,N,,VBM PORTION,39,13,17,
LOS ANGELES,9001062A,3561,200,N,1091,TOTAL,125,46,52,
LOS ANGELES,9001063A,3562,125,N,1137,POLLING PLACE,186,90,40,
LOS ANGELES,9001063A,3562,125,N,,VBM PORTION,89,32,24,
LOS ANGELES,9001063A,3562,125,N,1137,TOTAL,275,122,64,
LOS ANGELES,9001064A,3563,121,N,955,POLLING PLACE,151,62,60,
LOS ANGELES,9001064A,3563,121,N,,VBM PORTION,25,6,14,
LOS ANGELES,9001064A,3563,121,N,955,TOTAL,176,68,74,
LOS ANGELES,9001065A,3564,55,N,872,POLLING PLACE,146,77,43,
LOS ANGELES,9001065A,3564,55,N,,VBM PORTION,45,21,15,
LOS ANGELES,9001065A,3564,55,N,872,TOTAL,191,98,58,
LOS ANGELES,9001069A,3565,214,N,778,POLLING PLACE,104,46,30,
LOS ANGELES,9001069A,3565,214,N,,VBM PORTION,36,11,16,
LOS ANGELES,9001069A,3565,214,N,778,TOTAL,140,57,46,
LOS ANGELES,9001070A,3566,115,N,799,POLLING PLACE,131,50,38,
LOS ANGELES,9001070A,3566,115,N,,VBM PORTION,107,38,23,
LOS ANGELES,9001070A,3566,115,N,799,TOTAL,238,88,61,
LOS ANGELES,9001073A,3567,115,N,507,POLLING PLACE,82,37,27,
LOS ANGELES,9001073A,3567,115,N,,VBM PORTION,83,34,15,
LOS ANGELES,9001073A,3567,115,N,507,TOTAL,165,71,42,
LOS ANGELES,9001073B,3568,115,N,1035,POLLING PLACE,202,79,59,
LOS ANGELES,9001073B,3568,115,N,,VBM PORTION,163,85,34,
LOS ANGELES,9001073B,3568,115,N,1035,TOTAL,365,164,93,
LOS ANGELES,9001074A,3569,115,N,991,POLLING PLACE,208,76,65,
LOS ANGELES,9001074A,3569,115,N,,VBM PORTION,140,54,42,
LOS ANGELES,9001074A,3569,115,N,991,TOTAL,348,130,107,
LOS ANGELES,9001077A,3570,55,N,1063,POLLING PLACE,163,86,51,
LOS ANGELES,9001077A,3570,55,N,,VBM PORTION,33,14,11,
LOS ANGELES,9001077A,3570,55,N,1063,TOTAL,196,100,62,
LOS ANGELES,9001080A,3571,125,N,1200,POLLING PLACE,286,113,77,
LOS ANGELES,9001080A,3571,125,N,,VBM PORTION,163,58,52,
LOS ANGELES,9001080A,3571,125,N,1200,TOTAL,449,171,129,
LOS ANGELES,9001081A,3572,311,N,1012,POLLING PLACE,150,92,32,
LOS ANGELES,9001081A,3572,311,N,,VBM PORTION,16,8,5,
LOS ANGELES,9001081A,3572,311,N,1012,TOTAL,166,100,37,
LOS ANGELES,9001083A,3573,125,N,823,POLLING PLACE,192,86,54,
LOS ANGELES,9001083A,3573,125,N,,VBM PORTION,64,29,20,
LOS ANGELES,9001083A,3573,125,N,823,TOTAL,256,115,74,
LOS ANGELES,9001084A,3574,125,N,1105,POLLING PLACE,185,85,47,
LOS ANGELES,9001084A,3574,125,N,,VBM PORTION,73,29,17,
LOS ANGELES,9001084A,3574,125,N,1105,TOTAL,258,114,64,
LOS ANGELES,9001085B,3575,125,N,1007,POLLING PLACE,200,77,50,
LOS ANGELES,9001085B,3575,125,N,,VBM PORTION,87,38,20,
LOS ANGELES,9001085B,3575,125,N,1007,TOTAL,287,115,70,
LOS ANGELES,9001086A,3576,198,N,471,POLLING PLACE,86,41,24,
LOS ANGELES,9001086A,3576,198,N,,VBM PORTION,22,6,9,
LOS ANGELES,9001086A,3576,198,N,471,TOTAL,108,47,33,
LOS ANGELES,9001090A,3577,115,N,1078,POLLING PLACE,203,90,71,
LOS ANGELES,9001090A,3577,115,N,,VBM PORTION,93,42,25,
LOS ANGELES,9001090A,3577,115,N,1078,TOTAL,296,132,96,
LOS ANGELES,9001091B,3578,115,N,1089,POLLING PLACE,234,97,63,
LOS ANGELES,9001091B,3578,115,N,,VBM PORTION,114,50,18,
LOS ANGELES,9001091B,3578,115,N,1089,TOTAL,348,147,81,
LOS ANGELES,9001092A,3579,125,N,1099,POLLING PLACE,165,64,45,
LOS ANGELES,9001092A,3579,125,N,,VBM PORTION,72,28,19,
LOS ANGELES,9001092A,3579,125,N,1099,TOTAL,237,92,64,
LOS ANGELES,9001094C,3580,125,N,1117,POLLING PLACE,272,138,49,
LOS ANGELES,9001094C,3580,125,N,,VBM PORTION,97,36,21,
LOS ANGELES,9001094C,3580,125,N,1117,TOTAL,369,174,70,
LOS ANGELES,9001095A,3581,125,N,1206,POLLING PLACE,251,112,79,
LOS ANGELES,9001095A,3581,125,N,,VBM PORTION,127,46,39,
LOS ANGELES,9001095A,3581,125,N,1206,TOTAL,378,158,118,
LOS ANGELES,9001097A,3582,216,N,1335,POLLING PLACE,207,95,58,
LOS ANGELES,9001097A,3582,216,N,,VBM PORTION,153,51,43,
LOS ANGELES,9001097A,3582,216,N,1335,TOTAL,360,146,101,
LOS ANGELES,9001098B,3583,214,N,347,POLLING PLACE,59,19,18,
LOS ANGELES,9001098B,3583,214,N,,VBM PORTION,12,6,4,
LOS ANGELES,9001098B,3583,214,N,347,TOTAL,71,25,22,
LOS ANGELES,9001099A,3584,125,N,556,POLLING PLACE,107,43,33,
LOS ANGELES,9001099A,3584,125,N,,VBM PORTION,66,30,19,
LOS ANGELES,9001099A,3584,125,N,556,TOTAL,173,73,52,
LOS ANGELES,9001100A,3585,183,N,717,POLLING PLACE,214,110,42,
LOS ANGELES,9001100A,3585,183,N,,VBM PORTION,69,29,16,
LOS ANGELES,9001100A,3585,183,N,717,TOTAL,283,139,58,
LOS ANGELES,9001103A,3586,125,N,1075,POLLING PLACE,215,80,49,
LOS ANGELES,9001103A,3586,125,N,,VBM PORTION,159,59,41,
LOS ANGELES,9001103A,3586,125,N,1075,TOTAL,374,139,90,
LOS ANGELES,9001104A,3587,200,N,1127,POLLING PLACE,153,79,33,
LOS ANGELES,9001104A,3587,200,N,,VBM PORTION,33,16,11,
LOS ANGELES,9001104A,3587,200,N,1127,TOTAL,186,95,44,
LOS ANGELES,9001109A,3588,125,N,1349,POLLING PLACE,246,95,71,
LOS ANGELES,9001109A,3588,125,N,,VBM PORTION,166,53,40,
LOS ANGELES,9001109A,3588,125,N,1349,TOTAL,412,148,111,
LOS ANGELES,9001111A,3589,228,N,1054,POLLING PLACE,196,86,53,
LOS ANGELES,9001111A,3589,228,N,,VBM PORTION,56,26,13,
LOS ANGELES,9001111A,3589,228,N,1054,TOTAL,252,112,66,
LOS ANGELES,9001113A,3590,125,N,1069,POLLING PLACE,232,104,55,
LOS ANGELES,9001113A,3590,125,N,,VBM PORTION,91,31,29,
LOS ANGELES,9001113A,3590,125,N,1069,TOTAL,323,135,84,
LOS ANGELES,9001117A,3591,369,N,1015,POLLING PLACE,93,57,27,
LOS ANGELES,9001117A,3591,369,N,,VBM PORTION,22,8,6,
LOS ANGELES,9001117A,3591,369,N,1015,TOTAL,115,65,33,
LOS ANGELES,9001120A,3592,125,N,1205,POLLING PLACE,205,93,56,
LOS ANGELES,9001120A,3592,125,N,,VBM PORTION,81,26,17,
LOS ANGELES,9001120A,3592,125,N,1205,TOTAL,286,119,73,
LOS ANGELES,9001122A,3593,125,N,873,POLLING PLACE,207,79,56,
LOS ANGELES,9001122A,3593,125,N,,VBM PORTION,93,39,21,
LOS ANGELES,9001122A,3593,125,N,873,TOTAL,300,118,77,
LOS ANGELES,9001126A,3594,125,N,1295,POLLING PLACE,270,117,87,
LOS ANGELES,9001126A,3594,125,N,,VBM PORTION,106,35,26,
LOS ANGELES,9001126A,3594,125,N,1295,TOTAL,376,152,113,
LOS ANGELES,9001129B,3595,310,N,1156,POLLING PLACE,189,110,55,
LOS ANGELES,9001129B,3595,310,N,,VBM PORTION,20,9,7,
LOS ANGELES,9001129B,3595,310,N,1156,TOTAL,209,119,62,
LOS ANGELES,9001130B,3596,310,N,642,POLLING PLACE,82,45,33,
LOS ANGELES,9001130B,3596,310,N,,VBM PORTION,23,18,3,
LOS ANGELES,9001130B,3596,310,N,642,TOTAL,105,63,36,
LOS ANGELES,9001133A,3597,125,N,576,POLLING PLACE,177,87,46,
LOS ANGELES,9001133A,3597,125,N,,VBM PORTION,58,20,11,
LOS ANGELES,9001133A,3597,125,N,576,TOTAL,235,107,57,
LOS ANGELES,9001134A,3598,125,N,1082,POLLING PLACE,311,113,83,
LOS ANGELES,9001134A,3598,125,N,,VBM PORTION,139,54,32,
LOS ANGELES,9001134A,3598,125,N,1082,TOTAL,450,167,115,
LOS ANGELES,9001135A,3599,183,N,337,POLLING PLACE,60,29,16,
LOS ANGELES,9001135A,3599,183,N,,VBM PORTION,53,21,13,
LOS ANGELES,9001135A,3599,183,N,337,TOTAL,113,50,29,
LOS ANGELES,9001135B,6280,184,Y,,POLLING PLACE,,,,
LOS ANGELES,9001135B,6280,184,Y,,VBM PORTION,,,,
LOS ANGELES,9001135B,6280,184,Y,,TOTAL,,,,
LOS ANGELES,9001137C,3600,228,N,544,POLLING PLACE,95,42,22,
LOS ANGELES,9001137C,3600,228,N,,VBM PORTION,39,22,11,
LOS ANGELES,9001137C,3600,228,N,544,TOTAL,134,64,33,
LOS ANGELES,9001147A,3601,369,N,903,POLLING PLACE,85,46,23,
LOS ANGELES,9001147A,3601,369,N,,VBM PORTION,19,8,7,
LOS ANGELES,9001147A,3601,369,N,903,TOTAL,104,54,30,
LOS ANGELES,9001152A,3602,125,N,1223,POLLING PLACE,227,95,79,
LOS ANGELES,9001152A,3602,125,N,,VBM PORTION,61,21,22,
LOS ANGELES,9001152A,3602,125,N,1223,TOTAL,288,116,101,
LOS ANGELES,9001157A,3603,125,N,965,POLLING PLACE,233,80,80,
LOS ANGELES,9001157A,3603,125,N,,VBM PORTION,66,27,17,
LOS ANGELES,9001157A,3603,125,N,965,TOTAL,299,107,97,
LOS ANGELES,9001158A,3604,125,N,1144,POLLING PLACE,216,97,60,
LOS ANGELES,9001158A,3604,125,N,,VBM PORTION,76,26,29,
LOS ANGELES,9001158A,3604,125,N,1144,TOTAL,292,123,89,
LOS ANGELES,9001159A,3605,358,N,1186,POLLING PLACE,156,108,33,
LOS ANGELES,9001159A,3605,358,N,,VBM PORTION,24,6,13,
LOS ANGELES,9001159A,3605,358,N,1186,TOTAL,180,114,46,
LOS ANGELES,9001164A,3606,125,N,906,POLLING PLACE,325,138,89,
LOS ANGELES,9001164A,3606,125,N,,VBM PORTION,67,30,14,
LOS ANGELES,9001164A,3606,125,N,906,TOTAL,392,168,103,
LOS ANGELES,9001165A,3607,228,N,922,POLLING PLACE,220,122,37,
LOS ANGELES,9001165A,3607,228,N,,VBM PORTION,70,36,18,
LOS ANGELES,9001165A,3607,228,N,922,TOTAL,290,158,55,
LOS ANGELES,9001167A,3608,125,N,1033,POLLING PLACE,160,73,42,
LOS ANGELES,9001167A,3608,125,N,,VBM PORTION,64,26,17,
LOS ANGELES,9001167A,3608,125,N,1033,TOTAL,224,99,59,
LOS ANGELES,9001169A,3609,358,N,655,POLLING PLACE,90,60,18,
LOS ANGELES,9001169A,3609,358,N,,VBM PORTION,21,12,5,
LOS ANGELES,9001169A,3609,358,N,655,TOTAL,111,72,23,
LOS ANGELES,9001173A,3610,125,N,1264,POLLING PLACE,215,96,61,
LOS ANGELES,9001173A,3610,125,N,,VBM PORTION,105,33,37,
LOS ANGELES,9001173A,3610,125,N,1264,TOTAL,320,129,98,
LOS ANGELES,9001174A,3611,125,N,725,POLLING PLACE,173,85,37,
LOS ANGELES,9001174A,3611,125,N,,VBM PORTION,114,50,32,
LOS ANGELES,9001174A,3611,125,N,725,TOTAL,287,135,69,
LOS ANGELES,9001175A,3612,228,N,1230,POLLING PLACE,275,127,75,
LOS ANGELES,9001175A,3612,228,N,,VBM PORTION,106,52,24,
LOS ANGELES,9001175A,3612,228,N,1230,TOTAL,381,179,99,
LOS ANGELES,9001176B,3613,125,N,1110,POLLING PLACE,280,143,51,
LOS ANGELES,9001176B,3613,125,N,,VBM PORTION,97,45,22,
LOS ANGELES,9001176B,3613,125,N,1110,TOTAL,377,188,73,
LOS ANGELES,9001177D,3614,125,N,641,POLLING PLACE,120,61,32,
LOS ANGELES,9001177D,3614,125,N,,VBM PORTION,86,31,29,
LOS ANGELES,9001177D,3614,125,N,641,TOTAL,206,92,61,
LOS ANGELES,9001178A,3615,125,N,937,POLLING PLACE,193,96,41,
LOS ANGELES,9001178A,3615,125,N,,VBM PORTION,87,29,16,
LOS ANGELES,9001178A,3615,125,N,937,TOTAL,280,125,57,
LOS ANGELES,9001180A,3616,127,N,927,POLLING PLACE,223,99,59,
LOS ANGELES,9001180A,3616,127,N,,VBM PORTION,61,27,10,
LOS ANGELES,9001180A,3616,127,N,927,TOTAL,284,126,69,
LOS ANGELES,9001183A,3617,216,N,985,POLLING PLACE,151,71,53,
LOS ANGELES,9001183A,3617,216,N,,VBM PORTION,32,8,14,
LOS ANGELES,9001183A,3617,216,N,985,TOTAL,183,79,67,
LOS ANGELES,9001184A,3618,100,N,977,POLLING PLACE,210,96,60,
LOS ANGELES,9001184A,3618,100,N,,VBM PORTION,115,58,26,
LOS ANGELES,9001184A,3618,100,N,977,TOTAL,325,154,86,
LOS ANGELES,9001187A,3619,125,N,1357,POLLING PLACE,291,150,63,
LOS ANGELES,9001187A,3619,125,N,,VBM PORTION,155,57,42,
LOS ANGELES,9001187A,3619,125,N,1357,TOTAL,446,207,105,
LOS ANGELES,9001188A,3620,369,N,1076,POLLING PLACE,146,77,47,
LOS ANGELES,9001188A,3620,369,N,,VBM PORTION,14,7,5,
LOS ANGELES,9001188A,3620,369,N,1076,TOTAL,160,84,52,
LOS ANGELES,9001189B,3621,309,N,882,POLLING PLACE,157,113,24,
LOS ANGELES,9001189B,3621,309,N,,VBM PORTION,26,11,5,
LOS ANGELES,9001189B,3621,309,N,882,TOTAL,183,124,29,
LOS ANGELES,9001190C,3622,183,N,1031,POLLING PLACE,200,98,40,
LOS ANGELES,9001190C,3622,183,N,,VBM PORTION,105,38,30,
LOS ANGELES,9001190C,3622,183,N,1031,TOTAL,305,136,70,
LOS ANGELES,9001191A,3623,100,N,1172,POLLING PLACE,305,160,56,
LOS ANGELES,9001191A,3623,100,N,,VBM PORTION,86,37,20,
LOS ANGELES,9001191A,3623,100,N,1172,TOTAL,391,197,76,
LOS ANGELES,9001195A,3624,179,N,926,POLLING PLACE,189,95,37,
LOS ANGELES,9001195A,3624,179,N,,VBM PORTION,43,20,10,
LOS ANGELES,9001195A,3624,179,N,926,TOTAL,232,115,47,
LOS ANGELES,9001196A,3625,179,N,1245,POLLING PLACE,220,118,48,
LOS ANGELES,9001196A,3625,179,N,,VBM PORTION,61,30,15,
LOS ANGELES,9001196A,3625,179,N,1245,TOTAL,281,148,63,
LOS ANGELES,9001200A,3626,127,N,639,POLLING PLACE,169,83,45,
LOS ANGELES,9001200A,3626,127,N,,VBM PORTION,55,20,13,
LOS ANGELES,9001200A,3626,127,N,639,TOTAL,224,103,58,
LOS ANGELES,9001203A,3627,127,N,1230,POLLING PLACE,295,151,75,
LOS ANGELES,9001203A,3627,127,N,,VBM PORTION,122,49,36,
LOS ANGELES,9001203A,3627,127,N,1230,TOTAL,417,200,111,
LOS ANGELES,9001207A,3628,127,N,929,POLLING PLACE,251,125,39,
LOS ANGELES,9001207A,3628,127,N,,VBM PORTION,103,39,28,
LOS ANGELES,9001207A,3628,127,N,929,TOTAL,354,164,67,
LOS ANGELES,9001210A,3629,200,N,1039,POLLING PLACE,171,75,61,
LOS ANGELES,9001210A,3629,200,N,,VBM PORTION,37,8,23,
LOS ANGELES,9001210A,3629,200,N,1039,TOTAL,208,83,84,
LOS ANGELES,9001212A,3630,183,N,1069,POLLING PLACE,359,214,48,
LOS ANGELES,9001212A,3630,183,N,,VBM PORTION,84,29,15,
LOS ANGELES,9001212A,3630,183,N,1069,TOTAL,443,243,63,
LOS ANGELES,9001218A,3631,183,N,618,POLLING PLACE,138,54,38,
LOS ANGELES,9001218A,3631,183,N,,VBM PORTION,72,32,18,
LOS ANGELES,9001218A,3631,183,N,618,TOTAL,210,86,56,
LOS ANGELES,9001219A,3632,183,N,760,POLLING PLACE,168,62,52,
LOS ANGELES,9001219A,3632,183,N,,VBM PORTION,93,49,16,
LOS ANGELES,9001219A,3632,183,N,760,TOTAL,261,111,68,
LOS ANGELES,9001220C,3633,222,N,989,POLLING PLACE,221,103,48,
LOS ANGELES,9001220C,3633,222,N,,VBM PORTION,93,34,19,
LOS ANGELES,9001220C,3633,222,N,989,TOTAL,314,137,67,
LOS ANGELES,9001224C,3634,179,N,801,POLLING PLACE,141,79,34,
LOS ANGELES,9001224C,3634,179,N,,VBM PORTION,110,51,20,
LOS ANGELES,9001224C,3634,179,N,801,TOTAL,251,130,54,
LOS ANGELES,9001226A,3635,179,N,1040,POLLING PLACE,210,107,40,
LOS ANGELES,9001226A,3635,179,N,,VBM PORTION,100,52,16,
LOS ANGELES,9001226A,3635,179,N,1040,TOTAL,310,159,56,
LOS ANGELES,9001231A,3636,179,N,893,POLLING PLACE,173,71,44,
LOS ANGELES,9001231A,3636,179,N,,VBM PORTION,117,41,37,
LOS ANGELES,9001231A,3636,179,N,893,TOTAL,290,112,81,
LOS ANGELES,9001232A,3637,98,N,1271,POLLING PLACE,166,92,47,
LOS ANGELES,9001232A,3637,98,N,,VBM PORTION,93,49,21,
LOS ANGELES,9001232A,3637,98,N,1271,TOTAL,259,141,68,
LOS ANGELES,9001233A,3638,179,N,1184,POLLING PLACE,277,150,50,
LOS ANGELES,9001233A,3638,179,N,,VBM PORTION,84,44,16,
LOS ANGELES,9001233A,3638,179,N,1184,TOTAL,361,194,66,
LOS ANGELES,9001235A,3639,127,N,617,POLLING PLACE,103,36,30,
LOS ANGELES,9001235A,3639,127,N,,VBM PORTION,77,23,33,
LOS ANGELES,9001235A,3639,127,N,617,TOTAL,180,59,63,
LOS ANGELES,9001243A,3640,320,N,755,POLLING PLACE,151,66,28,
LOS ANGELES,9001243A,3640,320,N,,VBM PORTION,36,18,6,
LOS ANGELES,9001243A,3640,320,N,755,TOTAL,187,84,34,
LOS ANGELES,9001244A,3641,320,N,758,POLLING PLACE,161,66,47,
LOS ANGELES,9001244A,3641,320,N,,VBM PORTION,44,19,11,
LOS ANGELES,9001244A,3641,320,N,758,TOTAL,205,85,58,
LOS ANGELES,9001246A,3642,358,N,1121,POLLING PLACE,198,143,33,
LOS ANGELES,9001246A,3642,358,N,,VBM PORTION,55,27,12,
LOS ANGELES,9001246A,3642,358,N,1121,TOTAL,253,170,45,
LOS ANGELES,9001249A,3643,226,N,925,POLLING PLACE,221,98,53,
LOS ANGELES,9001249A,3643,226,N,,VBM PORTION,88,57,14,
LOS ANGELES,9001249A,3643,226,N,925,TOTAL,309,155,67,
LOS ANGELES,9001250A,3644,226,N,1133,POLLING PLACE,212,87,53,
LOS ANGELES,9001250A,3644,226,N,,VBM PORTION,79,34,15,
LOS ANGELES,9001250A,3644,226,N,1133,TOTAL,291,121,68,
LOS ANGELES,9001253A,3645,226,N,1202,POLLING PLACE,231,116,53,
LOS ANGELES,9001253A,3645,226,N,,VBM PORTION,142,70,15,
LOS ANGELES,9001253A,3645,226,N,1202,TOTAL,373,186,68,
LOS ANGELES,9001256A,3646,226,N,1459,POLLING PLACE,294,132,67,
LOS ANGELES,9001256A,3646,226,N,,VBM PORTION,159,78,34,
LOS ANGELES,9001256A,3646,226,N,1459,TOTAL,453,210,101,
LOS ANGELES,9001257B,3647,226,N,1097,POLLING PLACE,209,91,56,
LOS ANGELES,9001257B,3647,226,N,,VBM PORTION,118,44,25,
LOS ANGELES,9001257B,3647,226,N,1097,TOTAL,327,135,81,
LOS ANGELES,9001262A,3648,220,N,1126,POLLING PLACE,184,78,47,
LOS ANGELES,9001262A,3648,220,N,,VBM PORTION,159,69,30,
LOS ANGELES,9001262A,3648,220,N,1126,TOTAL,343,147,77,
LOS ANGELES,9001271A,3649,222,N,1159,POLLING PLACE,150,66,35,
LOS ANGELES,9001271A,3649,222,N,,VBM PORTION,96,38,28,
LOS ANGELES,9001271A,3649,222,N,1159,TOTAL,246,104,63,
LOS ANGELES,9001272A,3650,226,N,1287,POLLING PLACE,216,102,47,
LOS ANGELES,9001272A,3650,226,N,,VBM PORTION,115,48,19,
LOS ANGELES,9001272A,3650,226,N,1287,TOTAL,331,150,66,
LOS ANGELES,9001274A,3651,222,N,1254,POLLING PLACE,229,101,60,
LOS ANGELES,9001274A,3651,222,N,,VBM PORTION,93,42,26,
LOS ANGELES,9001274A,3651,222,N,1254,TOTAL,322,143,86,
LOS ANGELES,9001278A,3652,222,N,1017,POLLING PLACE,240,117,57,
LOS ANGELES,9001278A,3652,222,N,,VBM PORTION,116,47,28,
LOS ANGELES,9001278A,3652,222,N,1017,TOTAL,356,164,85,
LOS ANGELES,9001279A,3653,222,N,1173,POLLING PLACE,222,111,53,
LOS ANGELES,9001279A,3653,222,N,,VBM PORTION,109,38,29,
LOS ANGELES,9001279A,3653,222,N,1173,TOTAL,331,149,82,
LOS ANGELES,9001281C,3654,222,N,1217,POLLING PLACE,215,109,40,
LOS ANGELES,9001281C,3654,222,N,,VBM PORTION,71,35,14,
LOS ANGELES,9001281C,3654,222,N,1217,TOTAL,286,144,54,
LOS ANGELES,9001283B,3655,222,N,1343,POLLING PLACE,236,127,44,
