LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,MARIO A GUERRA,TONY MENDOZA,
LOS NIETOS,3900008A,1667,262,N,,VBM PORTION,19,13,6,
LOS NIETOS,3900008A,1667,262,N,599,TOTAL,130,35,81,
LOS NIETOS,3900009A,1668,262,N,1146,POLLING PLACE,227,59,152,
LOS NIETOS,3900009A,1668,262,N,,VBM PORTION,35,7,27,
LOS NIETOS,3900009A,1668,262,N,1146,TOTAL,262,66,179,
LOS NIETOS,3900061A,1669,261,N,356,POLLING PLACE,56,15,36,
LOS NIETOS,3900061A,1669,261,N,,VBM PORTION,18,6,12,
LOS NIETOS,3900061A,1669,261,N,356,TOTAL,74,21,48,
LOS NIETOS,3900062A,1670,261,N,1137,POLLING PLACE,204,50,139,
LOS NIETOS,3900062A,1670,261,N,,VBM PORTION,32,12,18,
LOS NIETOS,3900062A,1670,261,N,1137,TOTAL,236,62,157,
LOS NIETOS,3900063A,1671,261,N,595,POLLING PLACE,111,42,67,
LOS NIETOS,3900063A,1671,261,N,,VBM PORTION,11,6,5,
LOS NIETOS,3900063A,1671,261,N,595,TOTAL,122,48,72,
LOS NIETOS,3900066A,1672,261,N,1040,POLLING PLACE,182,48,127,
LOS NIETOS,3900066A,1672,261,N,,VBM PORTION,58,20,35,
LOS NIETOS,3900066A,1672,261,N,1040,TOTAL,240,68,162,
LOS NIETOS,3900067A,1673,261,N,1066,POLLING PLACE,190,59,123,
LOS NIETOS,3900067A,1673,261,N,,VBM PORTION,41,23,18,
LOS NIETOS,3900067A,1673,261,N,1066,TOTAL,231,82,141,
LOS NIETOS,3900070A,1674,261,N,898,POLLING PLACE,123,42,79,
LOS NIETOS,3900070A,1674,261,N,,VBM PORTION,21,9,12,
LOS NIETOS,3900070A,1674,261,N,898,TOTAL,144,51,91,
LOS NIETOS,3900071C,1675,262,N,366,POLLING PLACE,42,12,28,
LOS NIETOS,3900071C,1675,262,N,,VBM PORTION,15,11,4,
LOS NIETOS,3900071C,1675,262,N,366,TOTAL,57,23,32,
LOS NIETOS,3900073A,1676,262,N,860,POLLING PLACE,142,46,87,
LOS NIETOS,3900073A,1676,262,N,,VBM PORTION,37,15,18,
LOS NIETOS,3900073A,1676,262,N,860,TOTAL,179,61,105,
LOS NIETOS,3900080B,1677,262,N,747,POLLING PLACE,121,41,72,
LOS NIETOS,3900080B,1677,262,N,,VBM PORTION,24,10,13,
LOS NIETOS,3900080B,1677,262,N,747,TOTAL,145,51,85,
LOS NIETOS,3900082A,1678,262,N,1075,POLLING PLACE,224,51,159,
LOS NIETOS,3900082A,1678,262,N,,VBM PORTION,21,9,10,
LOS NIETOS,3900082A,1678,262,N,1075,TOTAL,245,60,169,
LOS NIETOS,3900088A,1679,261,N,541,POLLING PLACE,104,36,63,
LOS NIETOS,3900088A,1679,261,N,,VBM PORTION,32,13,18,
LOS NIETOS,3900088A,1679,261,N,541,TOTAL,136,49,81,
MONTEBELLO,4450001A,1776,288,N,817,POLLING PLACE,141,33,99,
MONTEBELLO,4450001A,1776,288,N,,VBM PORTION,52,16,29,
MONTEBELLO,4450001A,1776,288,N,817,TOTAL,193,49,128,
MONTEBELLO,4450001C,6156,282,Y,35,POLLING PLACE,,,,
MONTEBELLO,4450001C,6156,282,Y,,VBM PORTION,1,,1,
MONTEBELLO,4450001C,6156,282,Y,35,TOTAL,1,,1,
MONTEBELLO,4450002A,1777,288,N,1027,POLLING PLACE,181,39,131,
MONTEBELLO,4450002A,1777,288,N,,VBM PORTION,53,15,36,
MONTEBELLO,4450002A,1777,288,N,1027,TOTAL,234,54,167,
MONTEBELLO,4450003A,1778,288,N,899,POLLING PLACE,103,25,74,
MONTEBELLO,4450003A,1778,288,N,,VBM PORTION,27,7,19,
MONTEBELLO,4450003A,1778,288,N,899,TOTAL,130,32,93,
MONTEBELLO,4450004A,1779,288,N,905,POLLING PLACE,109,35,71,
MONTEBELLO,4450004A,1779,288,N,,VBM PORTION,32,5,24,
MONTEBELLO,4450004A,1779,288,N,905,TOTAL,141,40,95,
MONTEBELLO,4450005A,1780,288,N,1003,POLLING PLACE,137,41,90,
MONTEBELLO,4450005A,1780,288,N,,VBM PORTION,34,16,16,
MONTEBELLO,4450005A,1780,288,N,1003,TOTAL,171,57,106,
MONTEBELLO,4450008A,1781,288,N,948,POLLING PLACE,125,36,84,
MONTEBELLO,4450008A,1781,288,N,,VBM PORTION,72,15,48,
MONTEBELLO,4450008A,1781,288,N,948,TOTAL,197,51,132,
MONTEBELLO,4450010A,1782,176,N,834,POLLING PLACE,162,57,91,
MONTEBELLO,4450010A,1782,176,N,,VBM PORTION,78,42,29,
MONTEBELLO,4450010A,1782,176,N,834,TOTAL,240,99,120,
MONTEBELLO,4450011A,1783,288,N,1178,POLLING PLACE,170,43,119,
MONTEBELLO,4450011A,1783,288,N,,VBM PORTION,41,15,23,
MONTEBELLO,4450011A,1783,288,N,1178,TOTAL,211,58,142,
MONTEBELLO,4450012A,1784,288,N,1070,POLLING PLACE,149,20,109,
MONTEBELLO,4450012A,1784,288,N,,VBM PORTION,27,5,20,
MONTEBELLO,4450012A,1784,288,N,1070,TOTAL,176,25,129,
MONTEBELLO,4450013A,1785,176,N,758,POLLING PLACE,139,60,70,
MONTEBELLO,4450013A,1785,176,N,,VBM PORTION,61,29,16,
MONTEBELLO,4450013A,1785,176,N,758,TOTAL,200,89,86,
MONTEBELLO,4450014A,1786,288,N,871,POLLING PLACE,134,52,72,
MONTEBELLO,4450014A,1786,288,N,,VBM PORTION,36,21,12,
MONTEBELLO,4450014A,1786,288,N,871,TOTAL,170,73,84,
MONTEBELLO,4450015A,1787,288,N,919,POLLING PLACE,156,36,109,
MONTEBELLO,4450015A,1787,288,N,,VBM PORTION,31,10,19,
MONTEBELLO,4450015A,1787,288,N,919,TOTAL,187,46,128,
MONTEBELLO,4450016A,1788,288,N,641,POLLING PLACE,91,21,66,
MONTEBELLO,4450016A,1788,288,N,,VBM PORTION,25,8,16,
MONTEBELLO,4450016A,1788,288,N,641,TOTAL,116,29,82,
MONTEBELLO,4450017A,1789,288,N,772,POLLING PLACE,112,27,80,
MONTEBELLO,4450017A,1789,288,N,,VBM PORTION,44,11,28,
MONTEBELLO,4450017A,1789,288,N,772,TOTAL,156,38,108,
MONTEBELLO,4450018A,1790,288,N,988,POLLING PLACE,232,88,112,
MONTEBELLO,4450018A,1790,288,N,,VBM PORTION,68,30,30,
MONTEBELLO,4450018A,1790,288,N,988,TOTAL,300,118,142,
MONTEBELLO,4450020A,1791,288,N,1019,POLLING PLACE,175,40,122,
MONTEBELLO,4450020A,1791,288,N,,VBM PORTION,42,11,25,
MONTEBELLO,4450020A,1791,288,N,1019,TOTAL,217,51,147,
MONTEBELLO,4450024A,1792,288,N,881,POLLING PLACE,152,34,109,
MONTEBELLO,4450024A,1792,288,N,,VBM PORTION,30,8,18,
MONTEBELLO,4450024A,1792,288,N,881,TOTAL,182,42,127,
MONTEBELLO,4450025A,1793,288,N,1108,POLLING PLACE,218,78,120,
MONTEBELLO,4450025A,1793,288,N,,VBM PORTION,80,34,37,
MONTEBELLO,4450025A,1793,288,N,1108,TOTAL,298,112,157,
MONTEBELLO,4450026A,1794,288,N,965,POLLING PLACE,233,45,158,
MONTEBELLO,4450026A,1794,288,N,,VBM PORTION,26,4,17,
MONTEBELLO,4450026A,1794,288,N,965,TOTAL,259,49,175,
MONTEBELLO,4450028A,1795,286,N,514,POLLING PLACE,93,17,68,
MONTEBELLO,4450028A,1795,286,N,,VBM PORTION,48,23,22,
MONTEBELLO,4450028A,1795,286,N,514,TOTAL,141,40,90,
MONTEBELLO,4450031A,1796,288,N,968,POLLING PLACE,120,37,77,
MONTEBELLO,4450031A,1796,288,N,,VBM PORTION,18,7,9,
MONTEBELLO,4450031A,1796,288,N,968,TOTAL,138,44,86,
MONTEBELLO,4450032A,1797,288,N,803,POLLING PLACE,93,20,63,
MONTEBELLO,4450032A,1797,288,N,,VBM PORTION,33,10,22,
MONTEBELLO,4450032A,1797,288,N,803,TOTAL,126,30,85,
MONTEBELLO,4450032H,6157,282,Y,,POLLING PLACE,,,,
MONTEBELLO,4450032H,6157,282,Y,,VBM PORTION,1,1,,
MONTEBELLO,4450032H,6157,282,Y,,TOTAL,1,1,,
MONTEBELLO,4450033A,1798,288,N,872,POLLING PLACE,106,18,80,
MONTEBELLO,4450033A,1798,288,N,,VBM PORTION,34,9,21,
MONTEBELLO,4450033A,1798,288,N,872,TOTAL,140,27,101,
MONTEBELLO,4450034A,1799,288,N,833,POLLING PLACE,145,44,96,
MONTEBELLO,4450034A,1799,288,N,,VBM PORTION,28,13,13,
MONTEBELLO,4450034A,1799,288,N,833,TOTAL,173,57,109,
MONTEBELLO,4450036A,1800,288,N,626,POLLING PLACE,87,23,59,
MONTEBELLO,4450036A,1800,288,N,,VBM PORTION,21,11,6,
MONTEBELLO,4450036A,1800,288,N,626,TOTAL,108,34,65,
MONTEBELLO,4450038A,1801,288,N,854,POLLING PLACE,121,35,78,
MONTEBELLO,4450038A,1801,288,N,,VBM PORTION,42,18,18,
MONTEBELLO,4450038A,1801,288,N,854,TOTAL,163,53,96,
MONTEBELLO,4450043B,1802,288,N,1086,POLLING PLACE,140,43,83,
MONTEBELLO,4450043B,1802,288,N,,VBM PORTION,27,9,15,
MONTEBELLO,4450043B,1802,288,N,1086,TOTAL,167,52,98,
MONTEBELLO,4450065A,1803,288,N,895,POLLING PLACE,122,25,91,
MONTEBELLO,4450065A,1803,288,N,,VBM PORTION,31,10,16,
MONTEBELLO,4450065A,1803,288,N,895,TOTAL,153,35,107,
MONTEBELLO,4450074A,1804,176,N,1026,POLLING PLACE,154,68,74,
MONTEBELLO,4450074A,1804,176,N,,VBM PORTION,51,27,23,
MONTEBELLO,4450074A,1804,176,N,1026,TOTAL,205,95,97,
MONTEBELLO,4450090B,1805,288,N,693,POLLING PLACE,96,16,76,
MONTEBELLO,4450090B,1805,288,N,,VBM PORTION,14,5,9,
MONTEBELLO,4450090B,1805,288,N,693,TOTAL,110,21,85,
MONTEBELLO,4450092A,1806,175,N,876,POLLING PLACE,128,41,79,
MONTEBELLO,4450092A,1806,175,N,,VBM PORTION,49,11,33,
MONTEBELLO,4450092A,1806,175,N,876,TOTAL,177,52,112,
NORTH WHITTIER,4780001A,1836,261,N,731,POLLING PLACE,180,56,114,
NORTH WHITTIER,4780001A,1836,261,N,,VBM PORTION,22,8,14,
NORTH WHITTIER,4780001A,1836,261,N,731,TOTAL,202,64,128,
NORTH WHITTIER,4780004A,1837,261,N,1038,POLLING PLACE,202,93,97,
NORTH WHITTIER,4780004A,1837,261,N,,VBM PORTION,79,40,34,
NORTH WHITTIER,4780004A,1837,261,N,1038,TOTAL,281,133,131,
NORTH WHITTIER,4780011A,1838,261,N,848,POLLING PLACE,185,90,83,
NORTH WHITTIER,4780011A,1838,261,N,,VBM PORTION,77,41,28,
NORTH WHITTIER,4780011A,1838,261,N,848,TOTAL,262,131,111,
NORTH WHITTIER,4780011B,6170,255,Y,51,POLLING PLACE,,,,
NORTH WHITTIER,4780011B,6170,255,Y,,VBM PORTION,15,6,6,
NORTH WHITTIER,4780011B,6170,255,Y,51,TOTAL,15,6,6,
NORWALK,4800001A,1839,280,N,907,POLLING PLACE,114,33,76,
NORWALK,4800001A,1839,280,N,,VBM PORTION,45,13,29,
NORWALK,4800001A,1839,280,N,907,TOTAL,159,46,105,
NORWALK,4800003A,1840,254,N,1126,POLLING PLACE,191,74,111,
NORWALK,4800003A,1840,254,N,,VBM PORTION,43,21,13,
NORWALK,4800003A,1840,254,N,1126,TOTAL,234,95,124,
NORWALK,4800004A,1841,279,N,982,POLLING PLACE,137,60,71,
NORWALK,4800004A,1841,279,N,,VBM PORTION,41,22,15,
NORWALK,4800004A,1841,279,N,982,TOTAL,178,82,86,
NORWALK,4800006B,1842,279,N,984,POLLING PLACE,153,59,87,
NORWALK,4800006B,1842,279,N,,VBM PORTION,38,14,23,
NORWALK,4800006B,1842,279,N,984,TOTAL,191,73,110,
NORWALK,4800007C,1843,279,N,525,POLLING PLACE,84,37,43,
NORWALK,4800007C,1843,279,N,,VBM PORTION,17,10,6,
NORWALK,4800007C,1843,279,N,525,TOTAL,101,47,49,
NORWALK,4800008A,1844,253,N,524,POLLING PLACE,91,40,47,
NORWALK,4800008A,1844,253,N,,VBM PORTION,42,9,29,
NORWALK,4800008A,1844,253,N,524,TOTAL,133,49,76,
NORWALK,4800008C,1845,253,N,1156,POLLING PLACE,175,64,101,
NORWALK,4800008C,1845,253,N,,VBM PORTION,57,28,22,
NORWALK,4800008C,1845,253,N,1156,TOTAL,232,92,123,
NORWALK,4800009A,1846,253,N,759,POLLING PLACE,137,49,79,
NORWALK,4800009A,1846,253,N,,VBM PORTION,28,12,14,
NORWALK,4800009A,1846,253,N,759,TOTAL,165,61,93,
NORWALK,4800010A,1847,253,N,807,POLLING PLACE,177,57,113,
NORWALK,4800010A,1847,253,N,,VBM PORTION,25,11,14,
NORWALK,4800010A,1847,253,N,807,TOTAL,202,68,127,
NORWALK,4800011A,1848,253,N,1104,POLLING PLACE,207,66,132,
NORWALK,4800011A,1848,253,N,,VBM PORTION,52,22,26,
NORWALK,4800011A,1848,253,N,1104,TOTAL,259,88,158,
NORWALK,4800013A,1849,253,N,1002,POLLING PLACE,134,45,84,
NORWALK,4800013A,1849,253,N,,VBM PORTION,32,13,18,
NORWALK,4800013A,1849,253,N,1002,TOTAL,166,58,102,
NORWALK,4800014C,1850,253,N,227,POLLING PLACE,51,21,28,
NORWALK,4800014C,1850,253,N,,VBM PORTION,14,5,7,
NORWALK,4800014C,1850,253,N,227,TOTAL,65,26,35,
NORWALK,4800015A,1851,272,N,440,POLLING PLACE,48,18,28,
NORWALK,4800015A,1851,272,N,,VBM PORTION,44,23,18,
NORWALK,4800015A,1851,272,N,440,TOTAL,92,41,46,
NORWALK,4800016A,1852,250,N,1027,POLLING PLACE,145,53,87,
NORWALK,4800016A,1852,250,N,,VBM PORTION,33,14,17,
NORWALK,4800016A,1852,250,N,1027,TOTAL,178,67,104,
NORWALK,4800018A,1853,250,N,1009,POLLING PLACE,157,54,87,
NORWALK,4800018A,1853,250,N,,VBM PORTION,48,23,18,
NORWALK,4800018A,1853,250,N,1009,TOTAL,205,77,105,
NORWALK,4800019A,1854,250,N,637,POLLING PLACE,104,37,62,
NORWALK,4800019A,1854,250,N,,VBM PORTION,27,11,13,
NORWALK,4800019A,1854,250,N,637,TOTAL,131,48,75,
NORWALK,4800021A,1855,250,N,306,POLLING PLACE,38,12,23,
NORWALK,4800021A,1855,250,N,,VBM PORTION,16,9,6,
NORWALK,4800021A,1855,250,N,306,TOTAL,54,21,29,
NORWALK,4800021B,1856,254,N,1171,POLLING PLACE,115,41,74,
NORWALK,4800021B,1856,254,N,,VBM PORTION,48,18,24,
NORWALK,4800021B,1856,254,N,1171,TOTAL,163,59,98,
NORWALK,4800022A,1857,254,N,894,POLLING PLACE,107,29,72,
NORWALK,4800022A,1857,254,N,,VBM PORTION,43,12,28,
NORWALK,4800022A,1857,254,N,894,TOTAL,150,41,100,
NORWALK,4800023A,1858,254,N,1207,POLLING PLACE,167,51,101,
NORWALK,4800023A,1858,254,N,,VBM PORTION,66,27,35,
NORWALK,4800023A,1858,254,N,1207,TOTAL,233,78,136,
NORWALK,4800024A,1859,254,N,1149,POLLING PLACE,197,39,153,
NORWALK,4800024A,1859,254,N,,VBM PORTION,47,22,21,
NORWALK,4800024A,1859,254,N,1149,TOTAL,244,61,174,
NORWALK,4800025A,1860,280,N,645,POLLING PLACE,104,26,75,
NORWALK,4800025A,1860,280,N,,VBM PORTION,19,9,10,
NORWALK,4800025A,1860,280,N,645,TOTAL,123,35,85,
NORWALK,4800028A,1861,280,N,1138,POLLING PLACE,172,59,101,
NORWALK,4800028A,1861,280,N,,VBM PORTION,36,17,15,
NORWALK,4800028A,1861,280,N,1138,TOTAL,208,76,116,
NORWALK,4800029B,1862,254,N,968,POLLING PLACE,152,37,108,
NORWALK,4800029B,1862,254,N,,VBM PORTION,49,26,20,
NORWALK,4800029B,1862,254,N,968,TOTAL,201,63,128,
NORWALK,4800030A,6171,283,Y,,POLLING PLACE,,,,
NORWALK,4800030A,6171,283,Y,,VBM PORTION,,,,
NORWALK,4800030A,6171,283,Y,,TOTAL,,,,
NORWALK,4800031A,1863,254,N,1065,POLLING PLACE,180,77,98,
NORWALK,4800031A,1863,254,N,,VBM PORTION,60,29,27,
NORWALK,4800031A,1863,254,N,1065,TOTAL,240,106,125,
NORWALK,4800032A,1864,254,N,929,POLLING PLACE,104,30,65,
NORWALK,4800032A,1864,254,N,,VBM PORTION,97,33,54,
NORWALK,4800032A,1864,254,N,929,TOTAL,201,63,119,
NORWALK,4800033A,1865,254,N,815,POLLING PLACE,105,31,72,
NORWALK,4800033A,1865,254,N,,VBM PORTION,22,11,11,
NORWALK,4800033A,1865,254,N,815,TOTAL,127,42,83,
NORWALK,4800034A,1866,250,N,1103,POLLING PLACE,187,82,95,
NORWALK,4800034A,1866,250,N,,VBM PORTION,104,40,56,
NORWALK,4800034A,1866,250,N,1103,TOTAL,291,122,151,
NORWALK,4800035A,1867,250,N,1102,POLLING PLACE,148,41,99,
NORWALK,4800035A,1867,250,N,,VBM PORTION,49,31,15,
NORWALK,4800035A,1867,250,N,1102,TOTAL,197,72,114,
NORWALK,4800037A,1868,254,N,994,POLLING PLACE,159,60,94,
NORWALK,4800037A,1868,254,N,,VBM PORTION,65,31,30,
NORWALK,4800037A,1868,254,N,994,TOTAL,224,91,124,
NORWALK,4800038A,1869,254,N,856,POLLING PLACE,114,46,64,
NORWALK,4800038A,1869,254,N,,VBM PORTION,51,15,34,
NORWALK,4800038A,1869,254,N,856,TOTAL,165,61,98,
NORWALK,4800040A,1870,280,N,994,POLLING PLACE,142,50,81,
NORWALK,4800040A,1870,280,N,,VBM PORTION,41,21,18,
NORWALK,4800040A,1870,280,N,994,TOTAL,183,71,99,
NORWALK,4800042B,1871,280,N,1241,POLLING PLACE,221,86,127,
NORWALK,4800042B,1871,280,N,,VBM PORTION,68,28,35,
NORWALK,4800042B,1871,280,N,1241,TOTAL,289,114,162,
NORWALK,4800044A,1872,280,N,728,POLLING PLACE,89,21,63,
NORWALK,4800044A,1872,280,N,,VBM PORTION,36,14,18,
NORWALK,4800044A,1872,280,N,728,TOTAL,125,35,81,
NORWALK,4800045A,1873,280,N,983,POLLING PLACE,201,95,98,
NORWALK,4800045A,1873,280,N,,VBM PORTION,43,22,19,
NORWALK,4800045A,1873,280,N,983,TOTAL,244,117,117,
NORWALK,4800045B,6172,269,Y,,POLLING PLACE,,,,
NORWALK,4800045B,6172,269,Y,,VBM PORTION,,,,
NORWALK,4800045B,6172,269,Y,,TOTAL,,,,
NORWALK,4800047A,1874,280,N,857,POLLING PLACE,137,49,81,
NORWALK,4800047A,1874,280,N,,VBM PORTION,43,19,20,
NORWALK,4800047A,1874,280,N,857,TOTAL,180,68,101,
NORWALK,4800048A,1875,280,N,1109,POLLING PLACE,150,56,86,
NORWALK,4800048A,1875,280,N,,VBM PORTION,77,40,31,
NORWALK,4800048A,1875,280,N,1109,TOTAL,227,96,117,
NORWALK,4800049D,1876,280,N,583,POLLING PLACE,110,43,60,
NORWALK,4800049D,1876,280,N,,VBM PORTION,18,4,12,
NORWALK,4800049D,1876,280,N,583,TOTAL,128,47,72,
NORWALK,4800050A,1877,280,N,1223,POLLING PLACE,189,70,113,
NORWALK,4800050A,1877,280,N,,VBM PORTION,65,27,33,
NORWALK,4800050A,1877,280,N,1223,TOTAL,254,97,146,
NORWALK,4800053A,1878,254,N,886,POLLING PLACE,151,37,111,
NORWALK,4800053A,1878,254,N,,VBM PORTION,33,10,21,
NORWALK,4800053A,1878,254,N,886,TOTAL,184,47,132,
NORWALK,4800054A,1879,254,N,874,POLLING PLACE,93,32,60,
NORWALK,4800054A,1879,254,N,,VBM PORTION,37,11,25,
NORWALK,4800054A,1879,254,N,874,TOTAL,130,43,85,
NORWALK,4800056A,1880,280,N,811,POLLING PLACE,141,24,108,
NORWALK,4800056A,1880,280,N,,VBM PORTION,24,7,16,
NORWALK,4800056A,1880,280,N,811,TOTAL,165,31,124,
NORWALK,4800056D,6173,270,Y,148,POLLING PLACE,,,,
NORWALK,4800056D,6173,270,Y,,VBM PORTION,14,6,8,
NORWALK,4800056D,6173,270,Y,148,TOTAL,14,6,8,
NORWALK,4800059A,1881,272,N,1238,POLLING PLACE,212,97,99,
NORWALK,4800059A,1881,272,N,,VBM PORTION,106,49,52,
NORWALK,4800059A,1881,272,N,1238,TOTAL,318,146,151,
NORWALK,4800060A,1882,253,N,1018,POLLING PLACE,148,62,80,
NORWALK,4800060A,1882,253,N,,VBM PORTION,44,21,21,
NORWALK,4800060A,1882,253,N,1018,TOTAL,192,83,101,
NORWALK,4800067A,1883,280,N,1003,POLLING PLACE,163,32,118,
NORWALK,4800067A,1883,280,N,,VBM PORTION,45,17,21,
NORWALK,4800067A,1883,280,N,1003,TOTAL,208,49,139,
NORWALK,4800071A,1884,254,N,1133,POLLING PLACE,174,31,136,
NORWALK,4800071A,1884,254,N,,VBM PORTION,42,12,29,
NORWALK,4800071A,1884,254,N,1133,TOTAL,216,43,165,
NORWALK,4800076A,1885,249,N,910,POLLING PLACE,159,56,95,
NORWALK,4800076A,1885,249,N,,VBM PORTION,69,33,30,
NORWALK,4800076A,1885,249,N,910,TOTAL,228,89,125,
NORWALK,4800088A,1886,253,N,1017,POLLING PLACE,221,69,143,
NORWALK,4800088A,1886,253,N,,VBM PORTION,30,11,16,
NORWALK,4800088A,1886,253,N,1017,TOTAL,251,80,159,
NORWALK,4800089A,1887,280,N,760,POLLING PLACE,111,45,63,
NORWALK,4800089A,1887,280,N,,VBM PORTION,41,14,24,
NORWALK,4800089A,1887,280,N,760,TOTAL,152,59,87,
PICO RIVERA,5230002A,2059,286,N,1027,POLLING PLACE,155,49,97,
PICO RIVERA,5230002A,2059,286,N,,VBM PORTION,54,24,27,
PICO RIVERA,5230002A,2059,286,N,1027,TOTAL,209,73,124,
PICO RIVERA,5230006B,2060,286,N,864,POLLING PLACE,129,45,71,
PICO RIVERA,5230006B,2060,286,N,,VBM PORTION,32,9,21,
PICO RIVERA,5230006B,2060,286,N,864,TOTAL,161,54,92,
PICO RIVERA,5230007A,2061,286,N,1019,POLLING PLACE,139,32,102,
PICO RIVERA,5230007A,2061,286,N,,VBM PORTION,51,20,29,
PICO RIVERA,5230007A,2061,286,N,1019,TOTAL,190,52,131,
PICO RIVERA,5230008A,2062,286,N,1021,POLLING PLACE,137,32,101,
PICO RIVERA,5230008A,2062,286,N,,VBM PORTION,39,13,25,
PICO RIVERA,5230008A,2062,286,N,1021,TOTAL,176,45,126,
PICO RIVERA,5230010A,2063,286,N,1004,POLLING PLACE,162,36,114,
PICO RIVERA,5230010A,2063,286,N,,VBM PORTION,49,22,24,
PICO RIVERA,5230010A,2063,286,N,1004,TOTAL,211,58,138,
PICO RIVERA,5230012A,2064,286,N,956,POLLING PLACE,121,26,92,
PICO RIVERA,5230012A,2064,286,N,,VBM PORTION,28,9,18,
PICO RIVERA,5230012A,2064,286,N,956,TOTAL,149,35,110,
PICO RIVERA,5230013A,2065,286,N,1111,POLLING PLACE,165,45,107,
PICO RIVERA,5230013A,2065,286,N,,VBM PORTION,50,21,27,
PICO RIVERA,5230013A,2065,286,N,1111,TOTAL,215,66,134,
PICO RIVERA,5230013C,6187,286,Y,,POLLING PLACE,,,,
PICO RIVERA,5230013C,6187,286,Y,,VBM PORTION,,,,
PICO RIVERA,5230013C,6187,286,Y,,TOTAL,,,,
PICO RIVERA,5230014B,2066,286,N,949,POLLING PLACE,149,49,91,
PICO RIVERA,5230014B,2066,286,N,,VBM PORTION,30,8,21,
PICO RIVERA,5230014B,2066,286,N,949,TOTAL,179,57,112,
PICO RIVERA,5230017A,2067,286,N,1061,POLLING PLACE,167,21,131,
PICO RIVERA,5230017A,2067,286,N,,VBM PORTION,19,4,14,
PICO RIVERA,5230017A,2067,286,N,1061,TOTAL,186,25,145,
PICO RIVERA,5230018A,2068,286,N,890,POLLING PLACE,114,39,70,
PICO RIVERA,5230018A,2068,286,N,,VBM PORTION,40,6,32,
PICO RIVERA,5230018A,2068,286,N,890,TOTAL,154,45,102,
PICO RIVERA,5230019A,2069,286,N,991,POLLING PLACE,110,39,63,
PICO RIVERA,5230019A,2069,286,N,,VBM PORTION,51,14,35,
PICO RIVERA,5230019A,2069,286,N,991,TOTAL,161,53,98,
PICO RIVERA,5230020A,2070,286,N,1002,POLLING PLACE,162,53,98,
PICO RIVERA,5230020A,2070,286,N,,VBM PORTION,36,12,21,
PICO RIVERA,5230020A,2070,286,N,1002,TOTAL,198,65,119,
PICO RIVERA,5230022D,2071,286,N,996,POLLING PLACE,138,38,92,
PICO RIVERA,5230022D,2071,286,N,,VBM PORTION,30,10,19,
PICO RIVERA,5230022D,2071,286,N,996,TOTAL,168,48,111,
PICO RIVERA,5230023A,2072,286,N,722,POLLING PLACE,107,35,66,
PICO RIVERA,5230023A,2072,286,N,,VBM PORTION,29,8,20,
PICO RIVERA,5230023A,2072,286,N,722,TOTAL,136,43,86,
PICO RIVERA,5230023B,2073,288,N,316,POLLING PLACE,28,8,19,
PICO RIVERA,5230023B,2073,288,N,,VBM PORTION,6,2,4,
PICO RIVERA,5230023B,2073,288,N,316,TOTAL,34,10,23,
PICO RIVERA,5230024A,2074,286,N,1118,POLLING PLACE,159,36,108,
PICO RIVERA,5230024A,2074,286,N,,VBM PORTION,46,9,32,
PICO RIVERA,5230024A,2074,286,N,1118,TOTAL,205,45,140,
PICO RIVERA,5230026A,6188,261,Y,,POLLING PLACE,,,,
PICO RIVERA,5230026A,6188,261,Y,,VBM PORTION,,,,
PICO RIVERA,5230026A,6188,261,Y,,TOTAL,,,,
PICO RIVERA,5230027A,2075,286,N,1000,POLLING PLACE,186,42,130,
PICO RIVERA,5230027A,2075,286,N,,VBM PORTION,35,19,15,
PICO RIVERA,5230027A,2075,286,N,1000,TOTAL,221,61,145,
PICO RIVERA,5230029A,2076,286,N,757,POLLING PLACE,114,29,81,
PICO RIVERA,5230029A,2076,286,N,,VBM PORTION,24,4,19,
PICO RIVERA,5230029A,2076,286,N,757,TOTAL,138,33,100,
PICO RIVERA,5230030A,2077,286,N,813,POLLING PLACE,127,30,89,
PICO RIVERA,5230030A,2077,286,N,,VBM PORTION,33,14,17,
PICO RIVERA,5230030A,2077,286,N,813,TOTAL,160,44,106,
PICO RIVERA,5230031A,6189,281,Y,,POLLING PLACE,,,,
PICO RIVERA,5230031A,6189,281,Y,,VBM PORTION,,,,
PICO RIVERA,5230031A,6189,281,Y,,TOTAL,,,,
PICO RIVERA,5230032A,2078,286,N,868,POLLING PLACE,139,34,96,
PICO RIVERA,5230032A,2078,286,N,,VBM PORTION,33,4,26,
PICO RIVERA,5230032A,2078,286,N,868,TOTAL,172,38,122,
PICO RIVERA,5230034B,2079,286,N,1094,POLLING PLACE,193,46,130,
PICO RIVERA,5230034B,2079,286,N,,VBM PORTION,45,14,27,
PICO RIVERA,5230034B,2079,286,N,1094,TOTAL,238,60,157,
PICO RIVERA,5230035A,2080,286,N,920,POLLING PLACE,142,39,101,
PICO RIVERA,5230035A,2080,286,N,,VBM PORTION,48,24,22,
PICO RIVERA,5230035A,2080,286,N,920,TOTAL,190,63,123,
PICO RIVERA,5230036A,2081,286,N,787,POLLING PLACE,85,20,58,
PICO RIVERA,5230036A,2081,286,N,,VBM PORTION,22,7,15,
PICO RIVERA,5230036A,2081,286,N,787,TOTAL,107,27,73,
