LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,BEN ALLEN,SANDRA FLUKE,
TORRANCE,7150039A,2689,378,N,986,TOTAL,256,146,79,
TORRANCE,7150043A,6250,381,Y,45,POLLING PLACE,,,,
TORRANCE,7150043A,6250,381,Y,,VBM PORTION,5,3,,
TORRANCE,7150043A,6250,381,Y,45,TOTAL,5,3,,
TORRANCE,7150046A,2691,378,N,1266,POLLING PLACE,279,151,65,
TORRANCE,7150046A,2691,378,N,,VBM PORTION,121,68,26,
TORRANCE,7150046A,2691,378,N,1266,TOTAL,400,219,91,
TORRANCE,7150050A,2694,378,N,999,POLLING PLACE,209,110,57,
TORRANCE,7150050A,2694,378,N,,VBM PORTION,124,68,32,
TORRANCE,7150050A,2694,378,N,999,TOTAL,333,178,89,
TORRANCE,7150061A,2699,382,N,1247,POLLING PLACE,274,140,90,
TORRANCE,7150061A,2699,382,N,,VBM PORTION,124,67,35,
TORRANCE,7150061A,2699,382,N,1247,TOTAL,398,207,125,
TORRANCE,7150064A,2700,382,N,1254,POLLING PLACE,372,219,90,
TORRANCE,7150064A,2700,382,N,,VBM PORTION,165,80,49,
TORRANCE,7150064A,2700,382,N,1254,TOTAL,537,299,139,
TORRANCE,7150065A,2701,382,N,935,POLLING PLACE,181,90,58,
TORRANCE,7150065A,2701,382,N,,VBM PORTION,123,62,39,
TORRANCE,7150065A,2701,382,N,935,TOTAL,304,152,97,
TORRANCE,7150067A,2702,382,N,1299,POLLING PLACE,314,200,72,
TORRANCE,7150067A,2702,382,N,,VBM PORTION,181,91,52,
TORRANCE,7150067A,2702,382,N,1299,TOTAL,495,291,124,
TORRANCE,7150068B,2703,382,N,1125,POLLING PLACE,285,163,77,
TORRANCE,7150068B,2703,382,N,,VBM PORTION,134,74,30,
TORRANCE,7150068B,2703,382,N,1125,TOTAL,419,237,107,
TORRANCE,7150069A,2704,382,N,1110,POLLING PLACE,260,133,69,
TORRANCE,7150069A,2704,382,N,,VBM PORTION,114,62,37,
TORRANCE,7150069A,2704,382,N,1110,TOTAL,374,195,106,
TORRANCE,7150071A,2705,378,N,925,POLLING PLACE,296,155,78,
TORRANCE,7150071A,2705,378,N,,VBM PORTION,95,64,21,
TORRANCE,7150071A,2705,378,N,925,TOTAL,391,219,99,
TORRANCE,7150078D,2708,378,N,710,POLLING PLACE,148,81,35,
TORRANCE,7150078D,2708,378,N,,VBM PORTION,125,68,37,
TORRANCE,7150078D,2708,378,N,710,TOTAL,273,149,72,
TORRANCE,7150081B,2709,378,N,865,POLLING PLACE,237,129,63,
TORRANCE,7150081B,2709,378,N,,VBM PORTION,110,67,25,
TORRANCE,7150081B,2709,378,N,865,TOTAL,347,196,88,
TORRANCE,7150082A,2710,378,N,1118,POLLING PLACE,339,199,85,
TORRANCE,7150082A,2710,378,N,,VBM PORTION,109,45,40,
TORRANCE,7150082A,2710,378,N,1118,TOTAL,448,244,125,
TORRANCE,7150084A,2711,378,N,1004,POLLING PLACE,258,139,68,
TORRANCE,7150084A,2711,378,N,,VBM PORTION,98,43,30,
TORRANCE,7150084A,2711,378,N,1004,TOTAL,356,182,98,
TORRANCE,7150087A,2712,382,N,1167,POLLING PLACE,216,111,57,
TORRANCE,7150087A,2712,382,N,,VBM PORTION,127,56,38,
TORRANCE,7150087A,2712,382,N,1167,TOTAL,343,167,95,
TORRANCE,7150090A,2713,378,N,941,POLLING PLACE,211,122,52,
TORRANCE,7150090A,2713,378,N,,VBM PORTION,112,62,28,
TORRANCE,7150090A,2713,378,N,941,TOTAL,323,184,80,
TORRANCE,7150092B,2714,378,N,1219,POLLING PLACE,352,193,85,
TORRANCE,7150092B,2714,378,N,,VBM PORTION,111,60,25,
TORRANCE,7150092B,2714,378,N,1219,TOTAL,463,253,110,
TORRANCE,7150094A,2715,378,N,1317,POLLING PLACE,322,181,94,
TORRANCE,7150094A,2715,378,N,,VBM PORTION,128,55,55,
TORRANCE,7150094A,2715,378,N,1317,TOTAL,450,236,149,
TORRANCE,7150098A,2716,378,N,1190,POLLING PLACE,332,203,80,
TORRANCE,7150098A,2716,378,N,,VBM PORTION,133,75,35,
TORRANCE,7150098A,2716,378,N,1190,TOTAL,465,278,115,
TORRANCE,7150098E,6251,377,Y,,POLLING PLACE,,,,
TORRANCE,7150098E,6251,377,Y,,VBM PORTION,,,,
TORRANCE,7150098E,6251,377,Y,,TOTAL,,,,
TORRANCE,7150101A,2717,378,N,1230,POLLING PLACE,274,147,72,
TORRANCE,7150101A,2717,378,N,,VBM PORTION,132,89,27,
TORRANCE,7150101A,2717,378,N,1230,TOTAL,406,236,99,
TORRANCE,7150102A,2718,378,N,1083,POLLING PLACE,211,107,63,
TORRANCE,7150102A,2718,378,N,,VBM PORTION,135,72,39,
TORRANCE,7150102A,2718,378,N,1083,TOTAL,346,179,102,
TORRANCE,7150104A,2719,378,N,842,POLLING PLACE,248,158,54,
TORRANCE,7150104A,2719,378,N,,VBM PORTION,128,84,18,
TORRANCE,7150104A,2719,378,N,842,TOTAL,376,242,72,
TORRANCE,7150106A,2720,378,N,1256,POLLING PLACE,319,163,87,
TORRANCE,7150106A,2720,378,N,,VBM PORTION,196,95,63,
TORRANCE,7150106A,2720,378,N,1256,TOTAL,515,258,150,
TORRANCE,7150109A,2721,378,N,1304,POLLING PLACE,408,238,104,
TORRANCE,7150109A,2721,378,N,,VBM PORTION,139,66,46,
TORRANCE,7150109A,2721,378,N,1304,TOTAL,547,304,150,
TORRANCE,7150112B,2722,378,N,978,POLLING PLACE,277,167,67,
TORRANCE,7150112B,2722,378,N,,VBM PORTION,137,66,44,
TORRANCE,7150112B,2722,378,N,978,TOTAL,414,233,111,
TORRANCE,7150114A,2723,378,N,985,POLLING PLACE,250,128,71,
TORRANCE,7150114A,2723,378,N,,VBM PORTION,150,74,44,
TORRANCE,7150114A,2723,378,N,985,TOTAL,400,202,115,
TORRANCE,7150115A,2724,378,N,852,POLLING PLACE,168,91,57,
TORRANCE,7150115A,2724,378,N,,VBM PORTION,73,42,24,
TORRANCE,7150115A,2724,378,N,852,TOTAL,241,133,81,
TORRANCE,7150116A,2725,382,N,1166,POLLING PLACE,293,163,83,
TORRANCE,7150116A,2725,382,N,,VBM PORTION,135,64,38,
TORRANCE,7150116A,2725,382,N,1166,TOTAL,428,227,121,
TORRANCE,7150121A,2726,382,N,1349,POLLING PLACE,360,209,101,
TORRANCE,7150121A,2726,382,N,,VBM PORTION,193,96,74,
TORRANCE,7150121A,2726,382,N,1349,TOTAL,553,305,175,
TORRANCE,7150131A,2728,378,N,877,POLLING PLACE,169,96,47,
TORRANCE,7150131A,2728,378,N,,VBM PORTION,93,47,33,
TORRANCE,7150131A,2728,378,N,877,TOTAL,262,143,80,
TORRANCE,7150132A,2729,378,N,1213,POLLING PLACE,207,119,60,
TORRANCE,7150132A,2729,378,N,,VBM PORTION,106,49,33,
TORRANCE,7150132A,2729,378,N,1213,TOTAL,313,168,93,
TORRANCE,7150144A,2731,378,N,972,POLLING PLACE,213,129,58,
TORRANCE,7150144A,2731,378,N,,VBM PORTION,112,53,39,
TORRANCE,7150144A,2731,378,N,972,TOTAL,325,182,97,
TORRANCE,7150146A,2732,378,N,861,POLLING PLACE,105,56,35,
TORRANCE,7150146A,2732,378,N,,VBM PORTION,74,35,27,
TORRANCE,7150146A,2732,378,N,861,TOTAL,179,91,62,
TORRANCE,7150161A,2734,378,N,964,POLLING PLACE,154,82,46,
TORRANCE,7150161A,2734,378,N,,VBM PORTION,88,45,29,
TORRANCE,7150161A,2734,378,N,964,TOTAL,242,127,75,
TORRANCE,7150182A,2735,378,N,928,POLLING PLACE,160,93,30,
TORRANCE,7150182A,2735,378,N,,VBM PORTION,150,78,38,
TORRANCE,7150182A,2735,378,N,928,TOTAL,310,171,68,
TORRANCE,7150300A,2737,378,N,835,POLLING PLACE,259,142,73,
TORRANCE,7150300A,2737,378,N,,VBM PORTION,66,40,9,
TORRANCE,7150300A,2737,378,N,835,TOTAL,325,182,82,
TORRANCE,7150301A,2738,378,N,1104,POLLING PLACE,330,199,79,
TORRANCE,7150301A,2738,378,N,,VBM PORTION,96,51,34,
TORRANCE,7150301A,2738,378,N,1104,TOTAL,426,250,113,
VETERANS ADMIN CENTER,7470001A,6258,221,Y,171,POLLING PLACE,,,,
VETERANS ADMIN CENTER,7470001A,6258,221,Y,,VBM PORTION,23,11,6,
VETERANS ADMIN CENTER,7470001A,6258,221,Y,171,TOTAL,23,11,6,
WEST HOLLYWOOD,7750001A,2889,180,N,982,POLLING PLACE,191,82,86,
WEST HOLLYWOOD,7750001A,2889,180,N,,VBM PORTION,54,28,20,
WEST HOLLYWOOD,7750001A,2889,180,N,982,TOTAL,245,110,106,
WEST HOLLYWOOD,7750002A,2890,180,N,1218,POLLING PLACE,201,97,81,
WEST HOLLYWOOD,7750002A,2890,180,N,,VBM PORTION,117,54,50,
WEST HOLLYWOOD,7750002A,2890,180,N,1218,TOTAL,318,151,131,
WEST HOLLYWOOD,7750003A,2891,180,N,977,POLLING PLACE,186,91,82,
WEST HOLLYWOOD,7750003A,2891,180,N,,VBM PORTION,57,29,24,
WEST HOLLYWOOD,7750003A,2891,180,N,977,TOTAL,243,120,106,
WEST HOLLYWOOD,7750004A,2892,180,N,1146,POLLING PLACE,237,107,109,
WEST HOLLYWOOD,7750004A,2892,180,N,,VBM PORTION,112,59,44,
WEST HOLLYWOOD,7750004A,2892,180,N,1146,TOTAL,349,166,153,
WEST HOLLYWOOD,7750005A,2893,180,N,1163,POLLING PLACE,238,106,112,
WEST HOLLYWOOD,7750005A,2893,180,N,,VBM PORTION,107,55,46,
WEST HOLLYWOOD,7750005A,2893,180,N,1163,TOTAL,345,161,158,
WEST HOLLYWOOD,7750006A,2894,180,N,767,POLLING PLACE,174,70,81,
WEST HOLLYWOOD,7750006A,2894,180,N,,VBM PORTION,61,40,18,
WEST HOLLYWOOD,7750006A,2894,180,N,767,TOTAL,235,110,99,
WEST HOLLYWOOD,7750007A,2895,180,N,1278,POLLING PLACE,250,143,93,
WEST HOLLYWOOD,7750007A,2895,180,N,,VBM PORTION,124,75,40,
WEST HOLLYWOOD,7750007A,2895,180,N,1278,TOTAL,374,218,133,
WEST HOLLYWOOD,7750008A,2896,180,N,911,POLLING PLACE,209,106,85,
WEST HOLLYWOOD,7750008A,2896,180,N,,VBM PORTION,88,41,35,
WEST HOLLYWOOD,7750008A,2896,180,N,911,TOTAL,297,147,120,
WEST HOLLYWOOD,7750016A,2897,180,N,1128,POLLING PLACE,223,125,88,
WEST HOLLYWOOD,7750016A,2897,180,N,,VBM PORTION,96,49,41,
WEST HOLLYWOOD,7750016A,2897,180,N,1128,TOTAL,319,174,129,
WEST HOLLYWOOD,7750017A,2898,180,N,1058,POLLING PLACE,273,121,133,
WEST HOLLYWOOD,7750017A,2898,180,N,,VBM PORTION,72,33,32,
WEST HOLLYWOOD,7750017A,2898,180,N,1058,TOTAL,345,154,165,
WEST HOLLYWOOD,7750021A,2899,180,N,1225,POLLING PLACE,282,138,121,
WEST HOLLYWOOD,7750021A,2899,180,N,,VBM PORTION,110,53,48,
WEST HOLLYWOOD,7750021A,2899,180,N,1225,TOTAL,392,191,169,
WEST HOLLYWOOD,7750023A,2900,180,N,1084,POLLING PLACE,253,106,126,
WEST HOLLYWOOD,7750023A,2900,180,N,,VBM PORTION,63,31,28,
WEST HOLLYWOOD,7750023A,2900,180,N,1084,TOTAL,316,137,154,
WEST HOLLYWOOD,7750024A,2901,180,N,1034,POLLING PLACE,167,75,81,
WEST HOLLYWOOD,7750024A,2901,180,N,,VBM PORTION,74,29,34,
WEST HOLLYWOOD,7750024A,2901,180,N,1034,TOTAL,241,104,115,
WEST HOLLYWOOD,7750026B,2902,180,N,929,POLLING PLACE,178,85,77,
WEST HOLLYWOOD,7750026B,2902,180,N,,VBM PORTION,61,41,11,
WEST HOLLYWOOD,7750026B,2902,180,N,929,TOTAL,239,126,88,
WEST HOLLYWOOD,7750030A,2903,180,N,873,POLLING PLACE,185,81,89,
WEST HOLLYWOOD,7750030A,2903,180,N,,VBM PORTION,53,21,25,
WEST HOLLYWOOD,7750030A,2903,180,N,873,TOTAL,238,102,114,
WEST HOLLYWOOD,7750036B,2904,180,N,817,POLLING PLACE,130,60,62,
WEST HOLLYWOOD,7750036B,2904,180,N,,VBM PORTION,39,15,23,
WEST HOLLYWOOD,7750036B,2904,180,N,817,TOTAL,169,75,85,
WEST HOLLYWOOD,7750043A,2905,180,N,1009,POLLING PLACE,173,85,77,
WEST HOLLYWOOD,7750043A,2905,180,N,,VBM PORTION,69,34,28,
WEST HOLLYWOOD,7750043A,2905,180,N,1009,TOTAL,242,119,105,
WEST HOLLYWOOD,7750051A,2906,180,N,860,POLLING PLACE,215,106,89,
WEST HOLLYWOOD,7750051A,2906,180,N,,VBM PORTION,85,47,30,
WEST HOLLYWOOD,7750051A,2906,180,N,860,TOTAL,300,153,119,
WEST HOLLYWOOD,7750070A,2907,180,N,1117,POLLING PLACE,238,118,106,
WEST HOLLYWOOD,7750070A,2907,180,N,,VBM PORTION,109,58,50,
WEST HOLLYWOOD,7750070A,2907,180,N,1117,TOTAL,347,176,156,
WEST HOLLYWOOD,7750072A,2908,180,N,786,POLLING PLACE,187,103,68,
WEST HOLLYWOOD,7750072A,2908,180,N,,VBM PORTION,72,38,28,
WEST HOLLYWOOD,7750072A,2908,180,N,786,TOTAL,259,141,96,
WEST HOLLYWOOD,7750077A,2909,180,N,796,POLLING PLACE,167,76,73,
WEST HOLLYWOOD,7750077A,2909,180,N,,VBM PORTION,63,31,22,
WEST HOLLYWOOD,7750077A,2909,180,N,796,TOTAL,230,107,95,
WEST HOLLYWOOD,7750077C,2910,180,N,1149,POLLING PLACE,268,126,116,
WEST HOLLYWOOD,7750077C,2910,180,N,,VBM PORTION,105,56,37,
WEST HOLLYWOOD,7750077C,2910,180,N,1149,TOTAL,373,182,153,
WEST HOLLYWOOD,7750078A,2911,180,N,848,POLLING PLACE,125,52,62,
WEST HOLLYWOOD,7750078A,2911,180,N,,VBM PORTION,53,27,21,
WEST HOLLYWOOD,7750078A,2911,180,N,848,TOTAL,178,79,83,
LOS ANGELES,9000003A,2987,320,N,777,POLLING PLACE,201,72,109,
LOS ANGELES,9000003A,2987,320,N,,VBM PORTION,47,18,22,
LOS ANGELES,9000003A,2987,320,N,777,TOTAL,248,90,131,
LOS ANGELES,9000004A,2988,327,N,992,POLLING PLACE,247,118,106,
LOS ANGELES,9000004A,2988,327,N,,VBM PORTION,70,35,22,
LOS ANGELES,9000004A,2988,327,N,992,TOTAL,317,153,128,
LOS ANGELES,9000006A,2989,186,N,1369,POLLING PLACE,277,134,107,
LOS ANGELES,9000006A,2989,186,N,,VBM PORTION,138,69,52,
LOS ANGELES,9000006A,2989,186,N,1369,TOTAL,415,203,159,
LOS ANGELES,9000020A,6270,327,Y,,POLLING PLACE,,,,
LOS ANGELES,9000020A,6270,327,Y,,VBM PORTION,,,,
LOS ANGELES,9000020A,6270,327,Y,,TOTAL,,,,
LOS ANGELES,9000039A,3007,323,N,1230,POLLING PLACE,165,95,54,
LOS ANGELES,9000039A,3007,323,N,,VBM PORTION,151,81,47,
LOS ANGELES,9000039A,3007,323,N,1230,TOTAL,316,176,101,
LOS ANGELES,9000040B,3008,322,N,785,POLLING PLACE,182,78,83,
LOS ANGELES,9000040B,3008,322,N,,VBM PORTION,71,46,19,
LOS ANGELES,9000040B,3008,322,N,785,TOTAL,253,124,102,
LOS ANGELES,9000216A,3119,327,N,776,POLLING PLACE,184,75,86,
LOS ANGELES,9000216A,3119,327,N,,VBM PORTION,39,18,15,
LOS ANGELES,9000216A,3119,327,N,776,TOTAL,223,93,101,
LOS ANGELES,9000239A,3131,179,N,682,POLLING PLACE,73,25,42,
LOS ANGELES,9000239A,3131,179,N,,VBM PORTION,20,7,10,
LOS ANGELES,9000239A,3131,179,N,682,TOTAL,93,32,52,
LOS ANGELES,9000240A,3132,100,N,1173,POLLING PLACE,208,78,103,
LOS ANGELES,9000240A,3132,100,N,,VBM PORTION,56,17,29,
LOS ANGELES,9000240A,3132,100,N,1173,TOTAL,264,95,132,
LOS ANGELES,9000262A,3146,100,N,903,POLLING PLACE,212,79,116,
LOS ANGELES,9000262A,3146,100,N,,VBM PORTION,42,18,23,
LOS ANGELES,9000262A,3146,100,N,903,TOTAL,254,97,139,
LOS ANGELES,9000264A,3148,183,N,422,POLLING PLACE,108,49,46,
LOS ANGELES,9000264A,3148,183,N,,VBM PORTION,40,30,7,
LOS ANGELES,9000264A,3148,183,N,422,TOTAL,148,79,53,
LOS ANGELES,9000267A,3150,183,N,1130,POLLING PLACE,215,113,67,
LOS ANGELES,9000267A,3150,183,N,,VBM PORTION,160,93,44,
LOS ANGELES,9000267A,3150,183,N,1130,TOTAL,375,206,111,
LOS ANGELES,9000272A,3154,183,N,697,POLLING PLACE,192,82,84,
LOS ANGELES,9000272A,3154,183,N,,VBM PORTION,68,39,17,
LOS ANGELES,9000272A,3154,183,N,697,TOTAL,260,121,101,
LOS ANGELES,9000286A,3163,325,N,1098,POLLING PLACE,154,69,71,
LOS ANGELES,9000286A,3163,325,N,,VBM PORTION,69,31,33,
LOS ANGELES,9000286A,3163,325,N,1098,TOTAL,223,100,104,
LOS ANGELES,9000311A,3178,179,N,1105,POLLING PLACE,161,59,87,
LOS ANGELES,9000311A,3178,179,N,,VBM PORTION,50,28,16,
LOS ANGELES,9000311A,3178,179,N,1105,TOTAL,211,87,103,
LOS ANGELES,9000317A,3184,100,N,1054,POLLING PLACE,229,98,105,
LOS ANGELES,9000317A,3184,100,N,,VBM PORTION,81,32,40,
LOS ANGELES,9000317A,3184,100,N,1054,TOTAL,310,130,145,
LOS ANGELES,9000361A,3212,179,N,809,POLLING PLACE,125,51,63,
LOS ANGELES,9000361A,3212,179,N,,VBM PORTION,39,16,22,
LOS ANGELES,9000361A,3212,179,N,809,TOTAL,164,67,85,
LOS ANGELES,9000389B,3230,179,N,951,POLLING PLACE,123,54,58,
LOS ANGELES,9000389B,3230,179,N,,VBM PORTION,69,38,27,
LOS ANGELES,9000389B,3230,179,N,951,TOTAL,192,92,85,
LOS ANGELES,9000449A,3270,326,N,975,POLLING PLACE,231,131,78,
LOS ANGELES,9000449A,3270,326,N,,VBM PORTION,120,58,33,
LOS ANGELES,9000449A,3270,326,N,975,TOTAL,351,189,111,
LOS ANGELES,9000451A,3271,325,N,931,POLLING PLACE,149,82,56,
LOS ANGELES,9000451A,3271,325,N,,VBM PORTION,20,10,9,
LOS ANGELES,9000451A,3271,325,N,931,TOTAL,169,92,65,
LOS ANGELES,9000452B,3272,327,N,1103,POLLING PLACE,267,127,106,
LOS ANGELES,9000452B,3272,327,N,,VBM PORTION,93,37,41,
LOS ANGELES,9000452B,3272,327,N,1103,TOTAL,360,164,147,
LOS ANGELES,9000455A,3274,328,N,664,POLLING PLACE,72,43,25,
LOS ANGELES,9000455A,3274,328,N,,VBM PORTION,20,4,15,
LOS ANGELES,9000455A,3274,328,N,664,TOTAL,92,47,40,
LOS ANGELES,9000458A,3276,179,N,768,POLLING PLACE,134,73,53,
LOS ANGELES,9000458A,3276,179,N,,VBM PORTION,42,23,19,
LOS ANGELES,9000458A,3276,179,N,768,TOTAL,176,96,72,
LOS ANGELES,9000484B,3291,179,N,1146,POLLING PLACE,229,97,106,
LOS ANGELES,9000484B,3291,179,N,,VBM PORTION,79,40,33,
LOS ANGELES,9000484B,3291,179,N,1146,TOTAL,308,137,139,
LOS ANGELES,9000530A,3322,100,N,890,POLLING PLACE,170,93,55,
LOS ANGELES,9000530A,3322,100,N,,VBM PORTION,33,17,13,
LOS ANGELES,9000530A,3322,100,N,890,TOTAL,203,110,68,
LOS ANGELES,9000544A,3328,179,N,1080,POLLING PLACE,145,61,67,
LOS ANGELES,9000544A,3328,179,N,,VBM PORTION,58,26,24,
LOS ANGELES,9000544A,3328,179,N,1080,TOTAL,203,87,91,
LOS ANGELES,9000552A,3333,329,N,1079,POLLING PLACE,175,81,73,
LOS ANGELES,9000552A,3333,329,N,,VBM PORTION,70,40,25,
LOS ANGELES,9000552A,3333,329,N,1079,TOTAL,245,121,98,
LOS ANGELES,9000555A,3336,220,N,919,POLLING PLACE,30,12,11,
LOS ANGELES,9000555A,3336,220,N,,VBM PORTION,1,1,,
LOS ANGELES,9000555A,3336,220,N,919,TOTAL,31,13,11,
LOS ANGELES,9000558B,3339,222,N,1306,POLLING PLACE,218,104,74,
LOS ANGELES,9000558B,3339,222,N,,VBM PORTION,188,108,45,
LOS ANGELES,9000558B,3339,222,N,1306,TOTAL,406,212,119,
LOS ANGELES,9000561A,3341,320,N,1001,POLLING PLACE,275,135,108,
LOS ANGELES,9000561A,3341,320,N,,VBM PORTION,131,65,54,
LOS ANGELES,9000561A,3341,320,N,1001,TOTAL,406,200,162,
LOS ANGELES,9000567A,3344,222,N,1221,POLLING PLACE,357,189,123,
LOS ANGELES,9000567A,3344,222,N,,VBM PORTION,117,66,30,
LOS ANGELES,9000567A,3344,222,N,1221,TOTAL,474,255,153,
LOS ANGELES,9000625A,3378,329,N,1237,POLLING PLACE,309,125,140,
LOS ANGELES,9000625A,3378,329,N,,VBM PORTION,94,57,29,
LOS ANGELES,9000625A,3378,329,N,1237,TOTAL,403,182,169,
LOS ANGELES,9000642C,3387,179,N,668,POLLING PLACE,136,55,70,
LOS ANGELES,9000642C,3387,179,N,,VBM PORTION,20,9,7,
LOS ANGELES,9000642C,3387,179,N,668,TOTAL,156,64,77,
LOS ANGELES,9000664B,3396,179,N,1029,POLLING PLACE,98,52,36,
LOS ANGELES,9000664B,3396,179,N,,VBM PORTION,82,33,43,
LOS ANGELES,9000664B,3396,179,N,1029,TOTAL,180,85,79,
LOS ANGELES,9000701A,3412,220,N,857,POLLING PLACE,34,13,15,
LOS ANGELES,9000701A,3412,220,N,,VBM PORTION,11,3,6,
LOS ANGELES,9000701A,3412,220,N,857,TOTAL,45,16,21,
LOS ANGELES,9000715A,3416,100,N,886,POLLING PLACE,198,69,112,
LOS ANGELES,9000715A,3416,100,N,,VBM PORTION,42,21,19,
LOS ANGELES,9000715A,3416,100,N,886,TOTAL,240,90,131,
LOS ANGELES,9000725D,3420,179,N,970,POLLING PLACE,139,60,66,
LOS ANGELES,9000725D,3420,179,N,,VBM PORTION,56,23,30,
LOS ANGELES,9000725D,3420,179,N,970,TOTAL,195,83,96,
LOS ANGELES,9000782A,3440,179,N,697,POLLING PLACE,61,22,30,
LOS ANGELES,9000782A,3440,179,N,,VBM PORTION,35,12,15,
LOS ANGELES,9000782A,3440,179,N,697,TOTAL,96,34,45,
LOS ANGELES,9000951A,3507,127,N,856,POLLING PLACE,166,63,82,
LOS ANGELES,9000951A,3507,127,N,,VBM PORTION,75,30,42,
LOS ANGELES,9000951A,3507,127,N,856,TOTAL,241,93,124,
LOS ANGELES,9000956A,3509,127,N,876,POLLING PLACE,147,52,86,
LOS ANGELES,9000956A,3509,127,N,,VBM PORTION,100,49,38,
LOS ANGELES,9000956A,3509,127,N,876,TOTAL,247,101,124,
LOS ANGELES,9001100A,3585,183,N,717,POLLING PLACE,214,113,71,
LOS ANGELES,9001100A,3585,183,N,,VBM PORTION,69,39,11,
LOS ANGELES,9001100A,3585,183,N,717,TOTAL,283,152,82,
LOS ANGELES,9001135A,3599,183,N,337,POLLING PLACE,60,29,22,
LOS ANGELES,9001135A,3599,183,N,,VBM PORTION,53,34,14,
LOS ANGELES,9001135A,3599,183,N,337,TOTAL,113,63,36,
LOS ANGELES,9001135B,6280,184,Y,,POLLING PLACE,,,,
LOS ANGELES,9001135B,6280,184,Y,,VBM PORTION,,,,
LOS ANGELES,9001135B,6280,184,Y,,TOTAL,,,,
LOS ANGELES,9001180A,3616,127,N,927,POLLING PLACE,223,92,107,
LOS ANGELES,9001180A,3616,127,N,,VBM PORTION,61,21,32,
LOS ANGELES,9001180A,3616,127,N,927,TOTAL,284,113,139,
LOS ANGELES,9001184A,3618,100,N,977,POLLING PLACE,210,121,72,
LOS ANGELES,9001184A,3618,100,N,,VBM PORTION,115,46,56,
LOS ANGELES,9001184A,3618,100,N,977,TOTAL,325,167,128,
LOS ANGELES,9001190C,3622,183,N,1031,POLLING PLACE,200,85,92,
LOS ANGELES,9001190C,3622,183,N,,VBM PORTION,105,44,42,
LOS ANGELES,9001190C,3622,183,N,1031,TOTAL,305,129,134,
LOS ANGELES,9001191A,3623,100,N,1172,POLLING PLACE,305,129,161,
LOS ANGELES,9001191A,3623,100,N,,VBM PORTION,86,40,38,
LOS ANGELES,9001191A,3623,100,N,1172,TOTAL,391,169,199,
LOS ANGELES,9001195A,3624,179,N,926,POLLING PLACE,189,89,88,
LOS ANGELES,9001195A,3624,179,N,,VBM PORTION,43,18,20,
LOS ANGELES,9001195A,3624,179,N,926,TOTAL,232,107,108,
LOS ANGELES,9001196A,3625,179,N,1245,POLLING PLACE,220,84,124,
LOS ANGELES,9001196A,3625,179,N,,VBM PORTION,61,18,34,
LOS ANGELES,9001196A,3625,179,N,1245,TOTAL,281,102,158,
LOS ANGELES,9001200A,3626,127,N,639,POLLING PLACE,169,64,92,
LOS ANGELES,9001200A,3626,127,N,,VBM PORTION,55,24,20,
LOS ANGELES,9001200A,3626,127,N,639,TOTAL,224,88,112,
LOS ANGELES,9001203A,3627,127,N,1230,POLLING PLACE,295,91,178,
LOS ANGELES,9001203A,3627,127,N,,VBM PORTION,122,47,54,
LOS ANGELES,9001203A,3627,127,N,1230,TOTAL,417,138,232,
LOS ANGELES,9001207A,3628,127,N,929,POLLING PLACE,251,102,117,
LOS ANGELES,9001207A,3628,127,N,,VBM PORTION,103,48,40,
LOS ANGELES,9001207A,3628,127,N,929,TOTAL,354,150,157,
LOS ANGELES,9001212A,3630,183,N,1069,POLLING PLACE,359,140,176,
LOS ANGELES,9001212A,3630,183,N,,VBM PORTION,84,45,29,
LOS ANGELES,9001212A,3630,183,N,1069,TOTAL,443,185,205,
LOS ANGELES,9001218A,3631,183,N,618,POLLING PLACE,138,71,42,
LOS ANGELES,9001218A,3631,183,N,,VBM PORTION,72,28,31,
LOS ANGELES,9001218A,3631,183,N,618,TOTAL,210,99,73,
LOS ANGELES,9001219A,3632,183,N,760,POLLING PLACE,168,90,39,
LOS ANGELES,9001219A,3632,183,N,,VBM PORTION,93,62,19,
LOS ANGELES,9001219A,3632,183,N,760,TOTAL,261,152,58,
LOS ANGELES,9001220C,3633,222,N,989,POLLING PLACE,221,103,89,
LOS ANGELES,9001220C,3633,222,N,,VBM PORTION,93,38,29,
LOS ANGELES,9001220C,3633,222,N,989,TOTAL,314,141,118,
LOS ANGELES,9001224C,3634,179,N,801,POLLING PLACE,141,71,52,
LOS ANGELES,9001224C,3634,179,N,,VBM PORTION,110,46,46,
LOS ANGELES,9001224C,3634,179,N,801,TOTAL,251,117,98,
LOS ANGELES,9001226A,3635,179,N,1040,POLLING PLACE,210,95,95,
LOS ANGELES,9001226A,3635,179,N,,VBM PORTION,100,32,50,
LOS ANGELES,9001226A,3635,179,N,1040,TOTAL,310,127,145,
LOS ANGELES,9001231A,3636,179,N,893,POLLING PLACE,173,65,67,
LOS ANGELES,9001231A,3636,179,N,,VBM PORTION,117,66,30,
LOS ANGELES,9001231A,3636,179,N,893,TOTAL,290,131,97,
LOS ANGELES,9001233A,3638,179,N,1184,POLLING PLACE,277,98,140,
LOS ANGELES,9001233A,3638,179,N,,VBM PORTION,84,35,36,
LOS ANGELES,9001233A,3638,179,N,1184,TOTAL,361,133,176,
LOS ANGELES,9001235A,3639,127,N,617,POLLING PLACE,103,48,43,
