INCIDENT NUMBER,INCIDENT TYPE,INCIDENT DATE,INCIDENT LOCATION,CITY,STATE,ZIP,REPORTING DISTRICT,GEO_LOCATION,HANDLING UNIT ID,HANDLING UNIT NAME,APPROX_LATITUDE,APPROX_LONGITUDE
1000204,UNINTENTIONAL DISCHARGE INCIDENT,10/29/2011 08:00:00 PM,700 N. SAN VICENTE BOULEVARD,WEST HOLLYWOOD,CA,90069,0972,"700 N. SAN VICENTE BOULEVARD
WEST HOLLYWOOD, CA 90069
(34.083072, -118.3838)",WHD,WEST HOLLYWOOD STN,34.083072,-118.3838
1000044,ANIMAL SHOOTING INCIDENT,01/01/2010 09:00:00 PM,BARRELL SPRINGS ROAD AND 37TH STREET EAST,PALMDALE,CA,93550,2603,"BARRELL SPRINGS ROAD AND 37TH STREET EAST
PALMDALE, CA 93550
(34.52820499817858625661, -118.06275001666129176045)",PLM,PALMDALE STN,34.528204998178586,-118.062750016661292
1000183,ANIMAL SHOOTING INCIDENT,10/27/2014 12:46:00 PM,36400 COLCORD AVENUE,LITTLEROCK,CA,93543,2663,"36400 COLCORD AVENUE
LITTLEROCK, CA 93543
(34.542934, -117.970212)",PLM,PALMDALE STN,34.542934,-117.970212
1000333,HIT SHOOTING INCIDENT,12/01/2010 03:07:00 PM,4700 HAMMEL STREET,EAST LOS ANGELES,CA,90022,0281,"4700 HAMMEL STREET
EAST LOS ANGELES, CA 90022
(34.042411, -118.164841)",ELA,EAST LA STN,34.042411,-118.164841
1000307,HIT SHOOTING INCIDENT,06/16/2010 09:43:00 PM,16100 EUCALYPTUS AVENUE,BELLFLOWER,CA,90706,1337,"16100 EUCALYPTUS AVENUE
BELLFLOWER, CA 90706
(33.888315, -118.122013)",LKD,LAKEWOOD STN,33.888315,-118.122013
1000479,HIT SHOOTING INCIDENT,02/14/2014 12:20:00 PM,1100 E. PACIFIC COAST HIGHWAY,LONG BEACH,CA,90806,1399,"1100 E. PACIFIC COAST HIGHWAY
LONG BEACH, CA 90806
(33.78985, -118.178393)",MCB,MAJOR CRIMES BUREAU,33.78985,-118.178393
1000527,HIT SHOOTING INCIDENT,02/13/2014 04:57:00 PM,19100 ELBERLAND STREET,West Covina,CA,91792,2910,"19100 ELBERLAND STREET
West Covina, CA 91792
(34.009463, -117.88471)",WAL,WALNUT/SAN DIMAS STN,34.009463,-117.88471
1000653,HIT SHOOTING INCIDENT,10/16/2015 01:18:00 AM,800 ASHCOMB DRIVE,LA PUENTE,CA,91744,1441,"800 ASHCOMB DRIVE
LA PUENTE, CA 91744
(34.032124, -117.916579)",IND,INDUSTRY STN,34.032124,-117.916579
1000098,ANIMAL SHOOTING INCIDENT,08/31/2012 12:20:00 PM,21800 S. WATER STREET,CARSON,CA,90745,1620,"21800 S. WATER STREET
CARSON, CA 90745
(33.83021, -118.241525)",CSN,CARSON STATION,33.83021,-118.241525
1000022,ANIMAL SHOOTING INCIDENT,05/17/2010 10:05:00 PM,9300 KALMIA STREET,LOS ANGELES,CA,90002,2177,"9300 KALMIA STREET
LOS ANGELES, CA 90002
(33.952258, -118.231723)",CEN,CENTURY STN,33.952258,-118.231723
1000691,NON-HIT SHOOTING INCIDENT,02/19/2015 02:10:00 PM,15700 FOOTHILL BOULEVARD,AZUSA,CA,91702,8332,"15700 FOOTHILL BOULEVARD
AZUSA, CA 91702
(34.133448, -117.891295)",PKB,PARKS BUREAU,34.133448,-117.891295
1000298,NON-HIT SHOOTING INCIDENT,05/10/2010 04:42:00 AM,5800 LAKEWOOD BOULEVARD,LAKEWOOD,CA,90712,1322,"5800 LAKEWOOD BOULEVARD
LAKEWOOD, CA 90712
(33.860311, -118.142409)",LKD,LAKEWOOD STN,33.860311,-118.142409
1000532,HIT SHOOTING INCIDENT,07/05/2015 09:41:00 PM,12200 216TH STREET,LAKEWOOD,CA,90716,1352,"12200 216TH STREET
LAKEWOOD, CA 90716
(33.833279, -118.071703)",LKD,LAKEWOOD STN,33.833279,-118.071703
1000093,ANIMAL SHOOTING INCIDENT,07/19/2012 10:30:00 PM,4800 W. AVENUE L 13,QUARTZ HILL,CA,93536,1182,"4800 W. AVENUE L 13
QUARTZ HILL, CA 93536
(34.660238, -118.217109)",LCS,LANCASTER STN,34.660238,-118.217109
1000475,HIT SHOOTING INCIDENT,01/30/2014 08:22:00 PM,SOLEDAD CANYON ROAD AND SHANGRI LA DRIVE,SANTA CLARITA,CA,91351,0613,"SOLEDAD CANYON ROAD AND SHANGRI LA DRIVE
SANTA CLARITA, CA 91351
(34.41602698620244753981, -118.45865697431231854919)",SCV,SANTA CLARITA VALLEY STN,34.416026986202448,-118.458656974312319
1000250,UNINTENTIONAL DISCHARGE INCIDENT,07/04/2014 03:45:00 PM,18000 SUNDOWNER WAY,CANYON COUNTRY,CA,91387,0631,"18000 SUNDOWNER WAY
CANYON COUNTRY, CA 91387
(34.421018, -118.449404)",PDC-SOUTH,PITCHESS DENTENTION CENTER SOUTH,34.421018,-118.449404
1000510,HIT SHOOTING INCIDENT,12/31/2014 05:00:00 PM,100 WEST COMPTON BLVD,COMPTON,CA,90220,2814,"100 WEST COMPTON BLVD
COMPTON, CA 90220
(33.895891, -118.224837)",COM,COMPTON STN,33.895891,-118.224837
1000438,HIT SHOOTING INCIDENT,05/01/2013 07:25:00 PM,ADON AVENUE EAST AND SIERRA HIGHWAY,CANYON COUNTRY,CA,91351,0631,"ADON AVENUE EAST AND SIERRA HIGHWAY
CANYON COUNTRY, CA 91351
(34.42545699791154845325, -118.44879297512091453225)",SCV,SANTA CLARITA VALLEY STN,34.425456997911548,-118.448792975120915
1000456,HIT SHOOTING INCIDENT,09/10/2013 01:30:00 AM,4000 ALMANZA LANE AND MILLER AVENUE,EAST LOS ANGELES,CA,90063,0272,"4000 ALMANZA LANE AND MILLER AVENUE
EAST LOS ANGELES, CA 90063
(34.05272684942028420774, -118.17838558142339697124)",ELA,EAST LA STN,34.052726849420284,-118.178385581423397
1000063,ANIMAL SHOOTING INCIDENT,09/06/2011 08:30:00 PM,200 E. 76TH PLACE,LOS ANGELES,CA,90003,0299,"200 E. 76TH PLACE
LOS ANGELES, CA 90003
(33.970462, -118.271625)",OSS,OPERATION SAFE STREETS BUREAU,33.970462,-118.271625
1000018,ANIMAL SHOOTING INCIDENT,03/22/2010 06:30:00 PM,YUCCA TERRACE AND CAUGHLIN ROAD,PHELAN,CA,92371,2699,"YUCCA TERRACE AND CAUGHLIN ROAD
PHELAN, CA 92371
(34.433817, -117.486269)",PLM,PALMDALE STN,34.433817,-117.486269
1000220,UNINTENTIONAL DISCHARGE INCIDENT,10/29/2012 09:50:00 PM,5100 CLARK AVENUE,LAKEWOOD,CA,90712,1300,"5100 CLARK AVENUE
LAKEWOOD, CA 90712
(33.851227, -118.133773)",LKD,LAKEWOOD STN,33.851227,-118.133773
1000341,HIT SHOOTING INCIDENT,02/18/2011 11:27:00 PM,900 E NEW YORK DRIVE,ALTADENA,CA,91001,0774,"900 E NEW YORK DRIVE
ALTADENA, CA 91001
(34.178443, -118.131826)",ALD,ALTADENA STN,34.178443,-118.131826
1000470,NON-HIT SHOOTING INCIDENT,11/01/2013 08:09:00 AM,8800 E SLAUSON AVENUE,PICO RIVERA,CA,90660,1516,"8800 E SLAUSON AVENUE
PICO RIVERA, CA 90660
(33.971916, -118.107992)",PRV,PICO RIVERA STN,33.971916,-118.107992
1000502,HIT SHOOTING INCIDENT,10/29/2014 12:00:00 AM,4200 164TH STREET,LAWNDALE,CA,90260,0334,"4200 164TH STREET
LAWNDALE, CA 90260
(33.881847, -118.349682)",SLA,SOUTH LOS ANGELES STATION,33.881847,-118.349682
1000139,ANIMAL SHOOTING INCIDENT,11/08/2013 03:19:00 PM,1600 W. IMPERIAL HIGHWAY,LOS ANGELES,CA,90047,0374,"1600 W. IMPERIAL HIGHWAY
LOS ANGELES, CA 90047
(33.93089, -118.30466)",SLA,SOUTH LOS ANGELES STATION,33.93089,-118.30466
1000200,UNINTENTIONAL DISCHARGE INCIDENT,03/05/2011 10:50:00 AM,2000 COTTLE DRIVE,SAN JOSE,CA,95125,1199,"2000 COTTLE DRIVE
SAN JOSE, CA 95125
(37.291323, -121.896168)",LCS,LANCASTER STN,37.291323,-121.896168
1000426,HIT SHOOTING INCIDENT,11/10/2012 10:18:00 PM,1900 EAST 122ND STREET,LOS ANGELES,CA,90222,2137,"1900 EAST 122ND STREET
LOS ANGELES, CA 90222
(33.921702, -118.23899)",CEN,CENTURY STN,33.921702,-118.23899
1000122,ANIMAL SHOOTING INCIDENT,03/25/2013 01:49:00 PM,900 W. LAUREL STREET,COMPTON,CA,90220,2832,"900 W. LAUREL STREET
COMPTON, CA 90220
(33.892792, -118.238644)",COM,COMPTON STN,33.892792,-118.238644
1000145,ANIMAL SHOOTING INCIDENT,08/07/2014 10:00:00 AM,1300 KINGS ROAD,PALMDALE,CA,93550,2612,"1300 KINGS ROAD
PALMDALE, CA 93550
(34.600541, -118.154853)",PLM,PALMDALE STN,34.600541,-118.154853
1000306,HIT SHOOTING INCIDENT,06/19/2010 05:31:00 PM,4200 DEEBOYAR AVENUE,LAKEWOOD,CA,90713,1323,"4200 DEEBOYAR AVENUE
LAKEWOOD, CA 90713
(33.833954, -118.163506)",LKD,LAKEWOOD STN,33.833954,-118.163506
1000230,UNINTENTIONAL DISCHARGE INCIDENT,06/17/2013 09:50:00 PM,21600 E. VALLEY BOULEVARD,WALNUT,CA,91789,2901,"21600 E. VALLEY BOULEVARD
WALNUT, CA 91789
(34.0268047357154195432, -117.83564121409694154596)",WAL,WALNUT/SAN DIMAS STN,34.02680473571542,-117.835641214096942
1000478,HIT SHOOTING INCIDENT,03/16/2014 04:19:00 PM,43200 16TH STREET WEST,LANCASTER,CA,93534,1126,"43200 16TH STREET WEST
LANCASTER, CA 93534
(34.669063, -118.158656)",LCS,LANCASTER STN,34.669063,-118.158656
1000506,ANIMAL SHOOTING INCIDENT,11/20/2014 04:20:00 PM,1400 WEST INDIAN SAGE ROAD,LANCASTER,CA,93534,1121,"1400 WEST INDIAN SAGE ROAD
LANCASTER, CA 93534
(34.707482, -118.155297)",LCS,LANCASTER STN,34.707482,-118.155297
1000263,UNINTENTIONAL DISCHARGE INCIDENT,10/30/2014 04:04:00 PM,100 N. HUDSON AVENUE,CITY OF INDUSTRY,CA,91744,2405,"100 N. HUDSON AVENUE
CITY OF INDUSTRY, CA 91744
(34.024565, -117.959871)",COP,COPS BUREAU,34.024565,-117.959871
1000498,HIT SHOOTING INCIDENT,09/17/2014 10:49:00 PM,COMPTON BOULEVARD AND PAULSON AVENUE,COMPTON,CA,90220,2814,"COMPTON BOULEVARD AND PAULSON AVENUE
COMPTON, CA 90220
(33.89590898200339473538, -118.23563101878301881298)",OSS,OPERATION SAFE STREETS BUREAU,33.895908982003395,-118.235631018783019
1000074,ANIMAL SHOOTING INCIDENT,02/01/2012 05:46:00 PM,41800 MONTALLEGRO STREET,LANCASTER,CA,93536,2699,"41800 MONTALLEGRO STREET
LANCASTER, CA 93536
(34.642155, -118.20919)",PLM,PALMDALE STN,34.642155,-118.20919
1000134,ANIMAL SHOOTING INCIDENT,08/09/2013 06:10:00 AM,4500 W. AVENUE K-10,LANCASTER,CA,93536,1182,"4500 W. AVENUE K-10
LANCASTER, CA 93536
(34.674799, -118.210201)",LCS,LANCASTER STN,34.674799,-118.210201
1000132,ANIMAL SHOOTING INCIDENT,07/13/2013 09:22:00 PM,YUCCA AVENUE AND NUGENT STREET,LANCASTER,CA,93534,1133,"YUCCA AVENUE AND NUGENT STREET
LANCASTER, CA 93534
(34.693156, -118.134141)",LCS,LANCASTER STN,34.693156,-118.134141
1000196,UNINTENTIONAL DISCHARGE INCIDENT,12/31/2010 11:30:00 AM,15800 W. PRESERVE LOOP,CHINO,CA,91708,5899,"15800 W. PRESERVE LOOP
CHINO, CA 91708
(33.965883, -117.627475)",TTCF,TWIN TOWERS CORRECTIONAL FACILITY,33.965883,-117.627475
1000399,HIT SHOOTING INCIDENT,05/05/2012 11:37:00 PM,39600 167TH STREET,PALMDALE,CA,93591,1197,"39600 167TH STREET
PALMDALE, CA 93591
(34.601522, -117.832055)",LCS,LANCASTER STN,34.601522,-117.832055
1000652,HIT SHOOTING INCIDENT,09/28/2015 03:53:00 PM,1100 S. ATLANTIC DRIVE,COMPTON,CA,90220,2847,"1100 S. ATLANTIC DRIVE
COMPTON, CA 90220
(33.886496, -118.19772)",COM,COMPTON STN,33.886496,-118.19772
1000292,HIT SHOOTING INCIDENT,03/09/2010 11:32:00 AM,6300 BEAR AVENUE,BELL GARDENS,CA,90201,3199,"6300 BEAR AVENUE
BELL GARDENS, CA 90201
(33.980614, -118.197058)",SEB,SPECIAL ENFORCEMENT BUR,33.980614,-118.197058
1000486,HIT SHOOTING INCIDENT,05/26/2014 09:45:00 AM,6900 LONG BEACH BLVD,LONG BEACH,CA,90805,2899,"6900 LONG BEACH BLVD
LONG BEACH, CA 90805
(33.879473, -118.204286)",COM,COMPTON STN,33.879473,-118.204286
1000429,HIT SHOOTING INCIDENT,12/23/2012 07:01:00 AM,7700 NORWALK BLVD,WHITTIER,CA,90606,1278,"7700 NORWALK BLVD
WHITTIER, CA 90606
(33.975299, -118.075184)",SEB,SPECIAL ENFORCEMENT BUR,33.975299,-118.075184
1000312,NON-HIT SHOOTING INCIDENT,08/25/2010 08:40:00 PM,800 E. 88TH STREET,LOS ANGELES,CA,90002,2199,"800 E. 88TH STREET
LOS ANGELES, CA 90002
(33.957423, -118.260254)",CEN,CENTURY STN,33.957423,-118.260254
1000125,ANIMAL SHOOTING INCIDENT,04/25/2013 10:00:00 AM,6100 WOODLAWN AVENUE,MAYWOOD,CA,90270,3602,"6100 WOODLAWN AVENUE
MAYWOOD, CA 90270
(33.98264, -118.177133)",NARCO,NARCOTICS BUREAU,33.98264,-118.177133
1000174,ANIMAL SHOOTING INCIDENT,11/19/2011 01:42:00 PM,700 W. AVENUE H-2,LANCASTER,CA,93534,1121,"700 W. AVENUE H-2
LANCASTER, CA 93534
(34.716812, -118.141296)",LCS,LANCASTER STN,34.716812,-118.141296
1000331,HIT SHOOTING INCIDENT,11/26/2010 09:16:00 PM,18500 COLIMA ROAD,ROWLAND HEIGHTS,CA,91748,2931,"18500 COLIMA ROAD
ROWLAND HEIGHTS, CA 91748
(33.98808, -117.90122)",WAL,WALNUT/SAN DIMAS STN,33.98808,-117.90122
1000031,ANIMAL SHOOTING INCIDENT,07/17/2010 03:40:00 PM,17200 TWYLA JANE LANE,RIVERSIDE,CA,92504,0399,"17200 TWYLA JANE LANE
RIVERSIDE, CA 92504
(33.843461, -117.360648)",MCB,MAJOR CRIMES BUREAU,33.843461,-117.360648
1000189,UNINTENTIONAL DISCHARGE INCIDENT,03/17/2010 11:00:00 AM,400 BAUCHET STREET,LOS ANGELES,CA,90012,5100,"400 BAUCHET STREET
LOS ANGELES, CA 90012
(34.058657, -118.233016)",CSC,COURT SERVICES CENTRAL,34.058657,-118.233016
1000458,HIT SHOOTING INCIDENT,09/17/2013 04:27:00 PM,3RD STREET AND  HUMPHREYS AVENUE,EAST LOS ANGELES,CA,90063,0283,"3RD STREET AND HUMPHREYS AVENUE
EAST LOS ANGELES, CA 90063
(34.033221, -118.171927)",OSS,OPERATION SAFE STREETS BUREAU,34.033221,-118.171927
1000513,NON-HIT SHOOTING INCIDENT,02/05/2015 05:29:00 PM,1600 E. GLADWICK STREET,CARSON,CA,90746,1616,"1600 E. GLADWICK STREET
CARSON, CA 90746
(33.85268, -118.2417)",CSN,CARSON STN,33.85268,-118.2417
1000533,HIT SHOOTING INCIDENT,07/10/2015 11:32:00 AM,3300 YORKSHIRE ROAD,PASADENA,CA,91107,0590,"3300 YORKSHIRE ROAD
PASADENA, CA 91107
(34.138695, -118.082945)",TEM,TEMPLE CITY STN,34.138695,-118.082945
1000689,HIT SHOOTING INCIDENT,03/05/2016 11:01:00 PM,800 120TH STREET,LOS ANGELES,CA,90044,0378,"800 120TH STREET
LOS ANGELES, CA 90044
(33.923549, -118.290076)",SLA,SOUTH LOS ANGELES STATION,33.923549,-118.290076
1000505,HIT SHOOTING INCIDENT,11/07/2014 03:48:00 AM,44200 RANCHO VISTA BLVD,PALMDALE,CA,93551,2617,"44200 RANCHO VISTA BLVD
PALMDALE, CA 93551
(34.623568, -118.218742)",PLM,PALMDALE STN,34.623568,-118.218742
1000314,HIT SHOOTING INCIDENT,10/01/2010 12:45:00 PM,43200 18TH STREET WEST,LANCASTER,CA,93534,1126,"43200 18TH STREET WEST
LANCASTER, CA 93534
(34.66809, -118.163453)",LCS,LANCASTER STN,34.66809,-118.163453
1000239,UNINTENTIONAL DISCHARGE INCIDENT,12/24/2013 04:00:00 PM,100 E. REGENT STREET,INGLEWOOD,CA,90301,4471,"100 E. REGENT STREET
INGLEWOOD, CA 90301
(33.964431, -118.354101)",CSD,COURT SERVICES DIV HQ,33.964431,-118.354101
1000447,HIT SHOOTING INCIDENT,06/22/2013 09:44:00 PM,15600 LOUKELTON STREET,LA PUENTE,CA,91744,1432,"15600 LOUKELTON STREET
LA PUENTE, CA 91744
(34.034448, -117.94669)",IDT,INDUSTRY STN,34.034448,-117.94669
