LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,IAN C CALDERON,RITA TOPALIAN
WHITTIER,7800167B,2947,131,N,0,VBM PORTION,53,28,21
WHITTIER,7800167B,2947,131,N,1264,TOTAL,120,76,38
WHITTIER,7800170B,2948,131,N,1034,POLLING PLACE,44,25,17
WHITTIER,7800170B,2948,131,N,0,VBM PORTION,28,14,12
WHITTIER,7800170B,2948,131,N,1034,TOTAL,72,39,29
WHITTIER,7800171B,2949,131,N,1204,POLLING PLACE,85,46,32
WHITTIER,7800171B,2949,131,N,0,VBM PORTION,63,33,20
WHITTIER,7800171B,2949,131,N,1204,TOTAL,148,79,52
WHITTIER,7800172A,2950,131,N,695,POLLING PLACE,50,25,20
WHITTIER,7800172A,2950,131,N,0,VBM PORTION,29,10,13
WHITTIER,7800172A,2950,131,N,695,TOTAL,79,35,33
WHITTIER,7800176A,2951,131,N,1209,POLLING PLACE,46,30,13
WHITTIER,7800176A,2951,131,N,0,VBM PORTION,30,13,12
WHITTIER,7800176A,2951,131,N,1209,TOTAL,76,43,25
WHITTIER,7800185A,2952,131,N,1320,POLLING PLACE,186,56,117
WHITTIER,7800185A,2952,131,N,0,VBM PORTION,172,37,101
WHITTIER,7800185A,2952,131,N,1320,TOTAL,358,93,218
BALLOT GROUP 123,9990123A,8123,123,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 123,9990123A,8123,123,N,0,VBM PORTION,4,2,0
BALLOT GROUP 123,9990123A,8123,123,N,0,TOTAL,2,2,0
BALLOT GROUP 124,9990124A,8124,124,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 124,9990124A,8124,124,N,0,VBM PORTION,0,0,0
BALLOT GROUP 124,9990124A,8124,124,N,0,TOTAL,0,0,0
BALLOT GROUP 125,9990125A,8125,125,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 125,9990125A,8125,125,N,0,VBM PORTION,0,0,0
BALLOT GROUP 125,9990125A,8125,125,N,0,TOTAL,0,0,0
BALLOT GROUP 126,9990126A,8126,126,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 126,9990126A,8126,126,N,0,VBM PORTION,0,0,0
BALLOT GROUP 126,9990126A,8126,126,N,0,TOTAL,0,0,0
BALLOT GROUP 127,9990127A,8127,127,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 127,9990127A,8127,127,N,0,VBM PORTION,0,0,0
BALLOT GROUP 127,9990127A,8127,127,N,0,TOTAL,0,0,0
BALLOT GROUP 128,9990128A,8128,128,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 128,9990128A,8128,128,N,0,VBM PORTION,0,0,0
BALLOT GROUP 128,9990128A,8128,128,N,0,TOTAL,0,0,0
BALLOT GROUP 129,9990129A,8129,129,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 129,9990129A,8129,129,N,0,VBM PORTION,0,0,0
BALLOT GROUP 129,9990129A,8129,129,N,0,TOTAL,0,0,0
BALLOT GROUP 130,9990130A,8130,130,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 130,9990130A,8130,130,N,0,VBM PORTION,0,0,0
BALLOT GROUP 130,9990130A,8130,130,N,0,TOTAL,0,0,0
BALLOT GROUP 131,9990131A,8131,131,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 131,9990131A,8131,131,N,0,VBM PORTION,6,1,1
BALLOT GROUP 131,9990131A,8131,131,N,0,TOTAL,3,1,1
BALLOT GROUP 132,9990132A,8132,132,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 132,9990132A,8132,132,N,0,VBM PORTION,8,2,1
BALLOT GROUP 132,9990132A,8132,132,N,0,TOTAL,4,2,1
BALLOT GROUP 133,9990133A,8133,133,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 133,9990133A,8133,133,N,0,VBM PORTION,2,0,1
BALLOT GROUP 133,9990133A,8133,133,N,0,TOTAL,1,0,1
