LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,RICARDO A BENITEZ,BOB HERTZBERG,JOHN P LINDBLAD
LOS ANGELES,9006218A,4475,15,N,1028,POLLING PLACE,59,20,33,3
LOS ANGELES,9006218A,4475,15,N,0,VBM PORTION,57,15,39,2
LOS ANGELES,9006218A,4475,15,N,1028,TOTAL,116,35,72,5
LOS ANGELES,9006219A,4476,18,N,1178,POLLING PLACE,148,69,60,10
LOS ANGELES,9006219A,4476,18,N,0,VBM PORTION,151,77,51,4
LOS ANGELES,9006219A,4476,18,N,1178,TOTAL,299,146,111,14
LOS ANGELES,9006224A,4477,15,N,953,POLLING PLACE,73,14,52,6
LOS ANGELES,9006224A,4477,15,N,0,VBM PORTION,76,15,50,4
LOS ANGELES,9006224A,4477,15,N,953,TOTAL,149,29,102,10
LOS ANGELES,9006232A,4478,9,N,823,POLLING PLACE,70,27,37,3
LOS ANGELES,9006232A,4478,9,N,0,VBM PORTION,90,25,51,4
LOS ANGELES,9006232A,4478,9,N,823,TOTAL,160,52,88,7
LOS ANGELES,9006233A,4479,9,N,800,POLLING PLACE,93,34,42,11
LOS ANGELES,9006233A,4479,9,N,0,VBM PORTION,86,32,42,7
LOS ANGELES,9006233A,4479,9,N,800,TOTAL,179,66,84,18
LOS ANGELES,9006237A,4480,9,N,1105,POLLING PLACE,114,49,55,7
LOS ANGELES,9006237A,4480,9,N,0,VBM PORTION,93,48,35,3
LOS ANGELES,9006237A,4480,9,N,1105,TOTAL,207,97,90,10
LOS ANGELES,9006239A,4481,9,N,952,POLLING PLACE,80,34,37,4
LOS ANGELES,9006239A,4481,9,N,0,VBM PORTION,77,24,42,5
LOS ANGELES,9006239A,4481,9,N,952,TOTAL,157,58,79,9
LOS ANGELES,9006242B,4482,9,N,1335,POLLING PLACE,126,52,57,6
LOS ANGELES,9006242B,4482,9,N,0,VBM PORTION,143,70,52,7
LOS ANGELES,9006242B,4482,9,N,1335,TOTAL,269,122,109,13
LOS ANGELES,9006253A,4489,9,N,1389,POLLING PLACE,153,67,64,6
LOS ANGELES,9006253A,4489,9,N,0,VBM PORTION,154,71,60,8
LOS ANGELES,9006253A,4489,9,N,1389,TOTAL,307,138,124,14
LOS ANGELES,9006257A,4491,9,N,1189,POLLING PLACE,101,34,54,9
LOS ANGELES,9006257A,4491,9,N,0,VBM PORTION,109,31,65,6
LOS ANGELES,9006257A,4491,9,N,1189,TOTAL,210,65,119,15
LOS ANGELES,9006258A,4492,9,N,1181,POLLING PLACE,146,49,84,5
LOS ANGELES,9006258A,4492,9,N,0,VBM PORTION,97,33,47,10
LOS ANGELES,9006258A,4492,9,N,1181,TOTAL,243,82,131,15
LOS ANGELES,9006260A,4493,50,N,1219,POLLING PLACE,105,32,63,6
LOS ANGELES,9006260A,4493,50,N,0,VBM PORTION,127,43,58,16
LOS ANGELES,9006260A,4493,50,N,1219,TOTAL,232,75,121,22
LOS ANGELES,9006267A,4494,50,N,1229,POLLING PLACE,133,55,66,5
LOS ANGELES,9006267A,4494,50,N,0,VBM PORTION,158,55,88,4
LOS ANGELES,9006267A,4494,50,N,1229,TOTAL,291,110,154,9
LOS ANGELES,9006274A,4496,51,N,1230,POLLING PLACE,176,72,83,14
LOS ANGELES,9006274A,4496,51,N,0,VBM PORTION,125,39,75,6
LOS ANGELES,9006274A,4496,51,N,1230,TOTAL,301,111,158,20
LOS ANGELES,9006276B,4497,50,N,1106,POLLING PLACE,4,0,1,3
LOS ANGELES,9006276B,4497,50,N,0,VBM PORTION,3,0,2,0
LOS ANGELES,9006276B,4497,50,N,1106,TOTAL,7,0,3,3
LOS ANGELES,9006288A,4499,50,N,1243,POLLING PLACE,192,93,82,7
LOS ANGELES,9006288A,4499,50,N,0,VBM PORTION,157,54,80,9
LOS ANGELES,9006288A,4499,50,N,1243,TOTAL,349,147,162,16
LOS ANGELES,9006293A,4500,50,N,1254,POLLING PLACE,98,37,42,10
LOS ANGELES,9006293A,4500,50,N,0,VBM PORTION,81,24,41,9
LOS ANGELES,9006293A,4500,50,N,1254,TOTAL,179,61,83,19
LOS ANGELES,9007101E,4582,62,N,1142,POLLING PLACE,55,11,33,4
LOS ANGELES,9007101E,4582,62,N,0,VBM PORTION,75,22,43,5
LOS ANGELES,9007101E,4582,62,N,1142,TOTAL,130,33,76,9
LOS ANGELES,9007131A,4584,63,N,1266,POLLING PLACE,150,22,104,7
LOS ANGELES,9007131A,4584,63,N,0,VBM PORTION,132,21,91,5
LOS ANGELES,9007131A,4584,63,N,1266,TOTAL,282,43,195,12
LOS ANGELES,9007341A,4597,20,N,605,POLLING PLACE,25,10,15,0
LOS ANGELES,9007341A,4597,20,N,0,VBM PORTION,25,7,14,3
LOS ANGELES,9007341A,4597,20,N,605,TOTAL,50,17,29,3
LOS ANGELES,9007735A,4614,15,N,1103,POLLING PLACE,70,27,31,6
LOS ANGELES,9007735A,4614,15,N,0,VBM PORTION,70,19,38,4
LOS ANGELES,9007735A,4614,15,N,1103,TOTAL,140,46,69,10
LOS ANGELES,9007737A,4615,15,N,1071,POLLING PLACE,77,28,41,3
LOS ANGELES,9007737A,4615,15,N,0,VBM PORTION,78,33,31,4
LOS ANGELES,9007737A,4615,15,N,1071,TOTAL,155,61,72,7
LOS ANGELES,9007744A,4616,15,N,1276,POLLING PLACE,93,18,60,11
LOS ANGELES,9007744A,4616,15,N,0,VBM PORTION,62,9,39,6
LOS ANGELES,9007744A,4616,15,N,1276,TOTAL,155,27,99,17
LOS ANGELES,9007774A,4617,9,N,1004,POLLING PLACE,134,65,56,7
LOS ANGELES,9007774A,4617,9,N,0,VBM PORTION,116,44,45,3
LOS ANGELES,9007774A,4617,9,N,1004,TOTAL,250,109,101,10
LOS ANGELES,9007781A,4618,9,N,968,POLLING PLACE,111,42,55,8
LOS ANGELES,9007781A,4618,9,N,0,VBM PORTION,107,42,41,10
LOS ANGELES,9007781A,4618,9,N,968,TOTAL,218,84,96,18
LOS ANGELES,9007790B,4621,9,N,1377,POLLING PLACE,122,50,61,6
LOS ANGELES,9007790B,4621,9,N,0,VBM PORTION,121,43,54,4
LOS ANGELES,9007790B,4621,9,N,1377,TOTAL,243,93,115,10
LOS ANGELES,9007794A,4622,9,N,1218,POLLING PLACE,85,25,49,6
LOS ANGELES,9007794A,4622,9,N,0,VBM PORTION,47,11,24,3
LOS ANGELES,9007794A,4622,9,N,1218,TOTAL,132,36,73,9
LOS ANGELES,9007803A,4623,60,N,1261,POLLING PLACE,119,48,52,6
LOS ANGELES,9007803A,4623,60,N,0,VBM PORTION,87,24,44,2
LOS ANGELES,9007803A,4623,60,N,1261,TOTAL,206,72,96,8
LOS ANGELES,9007807A,4624,52,N,1268,POLLING PLACE,121,42,56,10
LOS ANGELES,9007807A,4624,52,N,0,VBM PORTION,99,25,54,5
LOS ANGELES,9007807A,4624,52,N,1268,TOTAL,220,67,110,15
LOS ANGELES,9007825B,4625,50,N,1298,POLLING PLACE,184,59,115,0
LOS ANGELES,9007825B,4625,50,N,0,VBM PORTION,196,72,91,5
LOS ANGELES,9007825B,4625,50,N,1298,TOTAL,380,131,206,5
LOS ANGELES,9007847A,4629,52,N,1375,POLLING PLACE,94,27,54,2
LOS ANGELES,9007847A,4629,52,N,0,VBM PORTION,100,33,49,7
LOS ANGELES,9007847A,4629,52,N,1375,TOTAL,194,60,103,9
LOS ANGELES,9007852A,4630,50,N,1246,POLLING PLACE,98,34,51,10
LOS ANGELES,9007852A,4630,50,N,0,VBM PORTION,115,34,55,10
LOS ANGELES,9007852A,4630,50,N,1246,TOTAL,213,68,106,20
LOS ANGELES,9008147A,4648,15,N,1131,POLLING PLACE,70,12,43,6
LOS ANGELES,9008147A,4648,15,N,0,VBM PORTION,55,16,33,3
LOS ANGELES,9008147A,4648,15,N,1131,TOTAL,125,28,76,9
BALLOT GROUP 6,9990006A,8006,6,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 6,9990006A,8006,6,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 6,9990006A,8006,6,N,0,TOTAL,0,0,0,0
BALLOT GROUP 7,9990007A,8007,7,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 7,9990007A,8007,7,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 7,9990007A,8007,7,N,0,TOTAL,0,0,0,0
BALLOT GROUP 8,9990008A,8008,8,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 8,9990008A,8008,8,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 8,9990008A,8008,8,N,0,TOTAL,0,0,0,0
BALLOT GROUP 9,9990009A,8009,9,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 9,9990009A,8009,9,N,0,VBM PORTION,6,0,1,1
BALLOT GROUP 9,9990009A,8009,9,N,0,TOTAL,3,0,1,1
BALLOT GROUP 15,9990015A,8015,15,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 15,9990015A,8015,15,N,0,VBM PORTION,4,1,0,0
BALLOT GROUP 15,9990015A,8015,15,N,0,TOTAL,2,1,0,0
BALLOT GROUP 16,9990016A,8016,16,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 16,9990016A,8016,16,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 16,9990016A,8016,16,N,0,TOTAL,0,0,0,0
BALLOT GROUP 17,9990017A,8017,17,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 17,9990017A,8017,17,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 17,9990017A,8017,17,N,0,TOTAL,0,0,0,0
BALLOT GROUP 18,9990018A,8018,18,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 18,9990018A,8018,18,N,0,VBM PORTION,2,1,0,0
BALLOT GROUP 18,9990018A,8018,18,N,0,TOTAL,1,1,0,0
BALLOT GROUP 19,9990019A,8019,19,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 19,9990019A,8019,19,N,0,VBM PORTION,8,2,2,0
BALLOT GROUP 19,9990019A,8019,19,N,0,TOTAL,4,2,2,0
BALLOT GROUP 20,9990020A,8020,20,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 20,9990020A,8020,20,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 20,9990020A,8020,20,N,0,TOTAL,0,0,0,0
BALLOT GROUP 36,9990036A,8036,36,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 36,9990036A,8036,36,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 36,9990036A,8036,36,N,0,TOTAL,0,0,0,0
BALLOT GROUP 37,9990037A,8037,37,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 37,9990037A,8037,37,N,0,VBM PORTION,2,0,1,0
BALLOT GROUP 37,9990037A,8037,37,N,0,TOTAL,1,0,1,0
BALLOT GROUP 50,9990050A,8050,50,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 50,9990050A,8050,50,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 50,9990050A,8050,50,N,0,TOTAL,0,0,0,0
BALLOT GROUP 51,9990051A,8051,51,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 51,9990051A,8051,51,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 51,9990051A,8051,51,N,0,TOTAL,0,0,0,0
BALLOT GROUP 52,9990052A,8052,52,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 52,9990052A,8052,52,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 52,9990052A,8052,52,N,0,TOTAL,0,0,0,0
BALLOT GROUP 53,9990053A,8053,53,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 53,9990053A,8053,53,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 53,9990053A,8053,53,N,0,TOTAL,0,0,0,0
BALLOT GROUP 59,9990059A,8059,59,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 59,9990059A,8059,59,N,0,VBM PORTION,4,0,0,0
BALLOT GROUP 59,9990059A,8059,59,N,0,TOTAL,2,0,0,0
BALLOT GROUP 60,9990060A,8060,60,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 60,9990060A,8060,60,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 60,9990060A,8060,60,N,0,TOTAL,0,0,0,0
BALLOT GROUP 61,9990061A,8061,61,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 61,9990061A,8061,61,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 61,9990061A,8061,61,N,0,TOTAL,0,0,0,0
BALLOT GROUP 62,9990062A,8062,62,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 62,9990062A,8062,62,N,0,VBM PORTION,4,1,1,0
BALLOT GROUP 62,9990062A,8062,62,N,0,TOTAL,2,1,1,0
BALLOT GROUP 63,9990063A,8063,63,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 63,9990063A,8063,63,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 63,9990063A,8063,63,N,0,TOTAL,0,0,0,0
