LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,BETTY T YEE,LAURA WELLS,TAMMY D BLAIR,JOHN A PEREZ,DAVID EVANS,ASHLEY SWEARENGIN
ALTADENA,0200088B,88,33,N,1376,TOTAL,289,92,14,12,78,22,36
ALTADENA,0200090A,89,33,N,1130,POLLING PLACE,137,45,4,8,35,11,22
ALTADENA,0200090A,89,33,N,0,VBM PORTION,111,36,10,5,24,6,17
ALTADENA,0200090A,89,33,N,1130,TOTAL,248,81,14,13,59,17,39
ALTADENA,0200091A,90,33,N,1298,POLLING PLACE,166,59,7,10,53,8,14
ALTADENA,0200091A,90,33,N,0,VBM PORTION,116,37,1,12,26,8,15
ALTADENA,0200091A,90,33,N,1298,TOTAL,282,96,8,22,79,16,29
ANTELOPE,0300002A,91,3,N,834,POLLING PLACE,126,5,4,3,16,31,58
ANTELOPE,0300002A,91,3,N,0,VBM PORTION,117,4,1,3,10,29,57
ANTELOPE,0300002A,91,3,N,834,TOTAL,243,9,5,6,26,60,115
ANTELOPE,0300003A,6014,3,Y,66,POLLING PLACE,0,0,0,0,0,0,0
ANTELOPE,0300003A,6014,3,Y,0,VBM PORTION,15,0,1,0,0,2,12
ANTELOPE,0300003A,6014,3,Y,66,TOTAL,15,0,1,0,0,2,12
ARCADIA,0350001A,92,76,N,998,POLLING PLACE,124,16,2,1,11,29,56
ARCADIA,0350001A,92,76,N,0,VBM PORTION,145,24,4,0,14,32,55
ARCADIA,0350001A,92,76,N,998,TOTAL,269,40,6,1,25,61,111
ARCADIA,0350005A,93,76,N,1240,POLLING PLACE,96,11,4,2,10,13,47
ARCADIA,0350005A,93,76,N,0,VBM PORTION,165,25,2,3,19,28,53
ARCADIA,0350005A,93,76,N,1240,TOTAL,261,36,6,5,29,41,100
ARCADIA,0350007A,94,76,N,1143,POLLING PLACE,88,9,1,2,10,13,42
ARCADIA,0350007A,94,76,N,0,VBM PORTION,156,19,5,4,11,24,73
ARCADIA,0350007A,94,76,N,1143,TOTAL,244,28,6,6,21,37,115
ARCADIA,0350008A,95,76,N,1256,POLLING PLACE,170,23,6,2,15,31,70
ARCADIA,0350008A,95,76,N,0,VBM PORTION,159,31,6,5,9,24,67
ARCADIA,0350008A,95,76,N,1256,TOTAL,329,54,12,7,24,55,137
ARCADIA,0350009A,96,76,N,1456,POLLING PLACE,98,13,9,3,16,7,41
ARCADIA,0350009A,96,76,N,0,VBM PORTION,173,42,5,6,15,24,57
ARCADIA,0350009A,96,76,N,1456,TOTAL,271,55,14,9,31,31,98
ARCADIA,0350013A,97,76,N,1231,POLLING PLACE,125,19,2,1,19,15,54
ARCADIA,0350013A,97,76,N,0,VBM PORTION,135,17,3,1,17,23,64
ARCADIA,0350013A,97,76,N,1231,TOTAL,260,36,5,2,36,38,118
ARCADIA,0350018A,98,76,N,1403,POLLING PLACE,134,22,6,1,16,29,46
ARCADIA,0350018A,98,76,N,0,VBM PORTION,242,30,4,0,26,57,89
ARCADIA,0350018A,98,76,N,1403,TOTAL,376,52,10,1,42,86,135
ARCADIA,0350023A,99,76,N,1456,POLLING PLACE,82,12,5,2,13,16,28
ARCADIA,0350023A,99,76,N,0,VBM PORTION,139,32,7,4,23,18,35
ARCADIA,0350023A,99,76,N,1456,TOTAL,221,44,12,6,36,34,63
ARCADIA,0350024A,100,76,N,1485,POLLING PLACE,80,11,5,2,15,13,25
ARCADIA,0350024A,100,76,N,0,VBM PORTION,134,32,7,3,16,24,39
ARCADIA,0350024A,100,76,N,1485,TOTAL,214,43,12,5,31,37,64
ARCADIA,0350029B,101,76,N,1373,POLLING PLACE,120,16,1,5,22,20,38
ARCADIA,0350029B,101,76,N,0,VBM PORTION,140,29,1,2,11,17,57
ARCADIA,0350029B,101,76,N,1373,TOTAL,260,45,2,7,33,37,95
ARCADIA,0350030A,102,76,N,1307,POLLING PLACE,74,18,3,3,11,16,18
ARCADIA,0350030A,102,76,N,0,VBM PORTION,116,29,4,3,17,25,26
ARCADIA,0350030A,102,76,N,1307,TOTAL,190,47,7,6,28,41,44
ARCADIA,0350035A,103,76,N,1078,POLLING PLACE,93,14,0,4,13,19,29
ARCADIA,0350035A,103,76,N,0,VBM PORTION,115,24,4,0,19,16,43
ARCADIA,0350035A,103,76,N,1078,TOTAL,208,38,4,4,32,35,72
ARCADIA,0350037A,104,76,N,1210,POLLING PLACE,91,17,5,2,14,18,28
ARCADIA,0350037A,104,76,N,0,VBM PORTION,110,34,2,2,9,17,37
ARCADIA,0350037A,104,76,N,1210,TOTAL,201,51,7,4,23,35,65
ARCADIA,0350038A,105,76,N,1246,POLLING PLACE,111,16,5,3,12,23,37
ARCADIA,0350038A,105,76,N,0,VBM PORTION,120,32,4,1,11,20,37
ARCADIA,0350038A,105,76,N,1246,TOTAL,231,48,9,4,23,43,74
ARCADIA,0350042A,106,76,N,1251,POLLING PLACE,70,17,2,4,8,12,23
ARCADIA,0350042A,106,76,N,0,VBM PORTION,67,19,5,1,5,9,16
ARCADIA,0350042A,106,76,N,1251,TOTAL,137,36,7,5,13,21,39
ARCADIA,0350043C,107,76,N,1204,POLLING PLACE,68,20,3,3,16,9,10
ARCADIA,0350043C,107,76,N,0,VBM PORTION,67,14,2,3,9,4,19
ARCADIA,0350043C,107,76,N,1204,TOTAL,135,34,5,6,25,13,29
ARCADIA,0350045B,108,76,N,1355,POLLING PLACE,88,23,2,0,8,11,32
ARCADIA,0350045B,108,76,N,0,VBM PORTION,146,34,3,3,14,17,57
ARCADIA,0350045B,108,76,N,1355,TOTAL,234,57,5,3,22,28,89
ARCADIA,0350048A,109,76,N,1098,POLLING PLACE,112,25,3,1,20,13,39
ARCADIA,0350048A,109,76,N,0,VBM PORTION,92,30,1,2,6,12,30
ARCADIA,0350048A,109,76,N,1098,TOTAL,204,55,4,3,26,25,69
ARCADIA,0350054A,110,76,N,1254,POLLING PLACE,135,20,4,4,22,18,50
ARCADIA,0350054A,110,76,N,0,VBM PORTION,152,30,1,2,36,30,29
ARCADIA,0350054A,110,76,N,1254,TOTAL,287,50,5,6,58,48,79
ARCADIA,0350058A,111,76,N,1346,POLLING PLACE,119,31,6,1,21,20,29
ARCADIA,0350058A,111,76,N,0,VBM PORTION,114,35,4,0,14,15,32
ARCADIA,0350058A,111,76,N,1346,TOTAL,233,66,10,1,35,35,61
ARCADIA,0350062B,112,76,N,1218,POLLING PLACE,81,13,0,2,12,14,32
ARCADIA,0350062B,112,76,N,0,VBM PORTION,115,21,5,6,19,25,25
ARCADIA,0350062B,112,76,N,1218,TOTAL,196,34,5,8,31,39,57
ARCADIA,0350079A,113,76,N,1247,POLLING PLACE,107,18,3,2,23,15,31
ARCADIA,0350079A,113,76,N,0,VBM PORTION,123,27,2,5,16,19,42
ARCADIA,0350079A,113,76,N,1247,TOTAL,230,45,5,7,39,34,73
ARCADIA,0350104A,114,76,N,1310,POLLING PLACE,114,14,3,0,16,19,48
ARCADIA,0350104A,114,76,N,0,VBM PORTION,127,29,7,1,16,25,27
ARCADIA,0350104A,114,76,N,1310,TOTAL,241,43,10,1,32,44,75
ARTESIA,0400001A,115,137,N,819,POLLING PLACE,86,19,6,3,35,5,4
ARTESIA,0400001A,115,137,N,0,VBM PORTION,27,8,0,2,9,5,0
ARTESIA,0400001A,115,137,N,819,TOTAL,113,27,6,5,44,10,4
ARTESIA,0400002A,116,137,N,1182,POLLING PLACE,78,12,5,3,13,17,22
ARTESIA,0400002A,116,137,N,0,VBM PORTION,137,37,5,2,25,20,32
ARTESIA,0400002A,116,137,N,1182,TOTAL,215,49,10,5,38,37,54
ARTESIA,0400004A,117,137,N,1004,POLLING PLACE,89,12,2,2,24,11,16
ARTESIA,0400004A,117,137,N,0,VBM PORTION,66,14,4,1,14,8,17
ARTESIA,0400004A,117,137,N,1004,TOTAL,155,26,6,3,38,19,33
ARTESIA,0400006A,118,137,N,1042,POLLING PLACE,77,5,4,1,27,14,10
ARTESIA,0400006A,118,137,N,0,VBM PORTION,66,13,5,3,9,15,12
ARTESIA,0400006A,118,137,N,1042,TOTAL,143,18,9,4,36,29,22
ARTESIA,0400007A,119,137,N,1049,POLLING PLACE,85,14,3,4,24,12,15
ARTESIA,0400007A,119,137,N,0,VBM PORTION,95,11,5,3,23,27,14
ARTESIA,0400007A,119,137,N,1049,TOTAL,180,25,8,7,47,39,29
ARTESIA,0400008A,120,137,N,1154,POLLING PLACE,81,14,3,5,24,14,10
ARTESIA,0400008A,120,137,N,0,VBM PORTION,102,21,0,6,30,19,13
ARTESIA,0400008A,120,137,N,1154,TOTAL,183,35,3,11,54,33,23
ARTESIA,0400010C,121,137,N,1140,POLLING PLACE,59,8,1,5,13,8,17
ARTESIA,0400010C,121,137,N,0,VBM PORTION,99,11,4,5,13,17,34
ARTESIA,0400010C,121,137,N,1140,TOTAL,158,19,5,10,26,25,51
ATHENS,0450001A,122,178,N,1221,POLLING PLACE,64,20,3,5,18,1,2
ATHENS,0450001A,122,178,N,0,VBM PORTION,60,18,2,8,24,2,2
ATHENS,0450001A,122,178,N,1221,TOTAL,124,38,5,13,42,3,4
ATHENS,0450002B,123,178,N,1263,POLLING PLACE,107,26,6,9,33,4,3
ATHENS,0450002B,123,178,N,0,VBM PORTION,53,10,1,9,22,0,2
ATHENS,0450002B,123,178,N,1263,TOTAL,160,36,7,18,55,4,5
ATHENS,0450004A,124,178,N,1271,POLLING PLACE,85,21,1,9,34,4,4
ATHENS,0450004A,124,178,N,0,VBM PORTION,65,15,2,5,27,1,0
ATHENS,0450004A,124,178,N,1271,TOTAL,150,36,3,14,61,5,4
ATHENS,0450007A,125,178,N,1111,POLLING PLACE,104,33,5,6,43,3,0
ATHENS,0450007A,125,178,N,0,VBM PORTION,58,19,1,6,20,1,1
ATHENS,0450007A,125,178,N,1111,TOTAL,162,52,6,12,63,4,1
ATHENS,0450008A,126,178,N,600,POLLING PLACE,69,24,4,3,31,0,0
ATHENS,0450008A,126,178,N,0,VBM PORTION,25,8,1,1,6,1,2
ATHENS,0450008A,126,178,N,600,TOTAL,94,32,5,4,37,1,2
AVALON,0500001A,127,187,N,496,POLLING PLACE,63,4,1,3,25,5,15
AVALON,0500001A,127,187,N,0,VBM PORTION,55,5,3,1,12,13,14
AVALON,0500001A,127,187,N,496,TOTAL,118,9,4,4,37,18,29
AVALON,0500003A,128,187,N,1234,POLLING PLACE,127,12,4,7,30,28,26
AVALON,0500003A,128,187,N,0,VBM PORTION,129,18,8,4,18,38,30
AVALON,0500003A,128,187,N,1234,TOTAL,256,30,12,11,48,66,56
AVOCADO HEIGHTS,0520001A,129,123,N,1083,POLLING PLACE,80,14,0,2,35,8,13
AVOCADO HEIGHTS,0520001A,129,123,N,0,VBM PORTION,75,12,3,4,32,9,11
AVOCADO HEIGHTS,0520001A,129,123,N,1083,TOTAL,155,26,3,6,67,17,24
AVOCADO HEIGHTS,0520002A,130,123,N,709,POLLING PLACE,51,8,1,6,20,6,6
AVOCADO HEIGHTS,0520002A,130,123,N,0,VBM PORTION,20,5,1,1,9,2,1
AVOCADO HEIGHTS,0520002A,130,123,N,709,TOTAL,71,13,2,7,29,8,7
AVOCADO HEIGHTS,0520003A,6015,126,Y,0,POLLING PLACE,0,0,0,0,0,0,0
AVOCADO HEIGHTS,0520003A,6015,126,Y,0,VBM PORTION,0,0,0,0,0,0,0
AVOCADO HEIGHTS,0520003A,6015,126,Y,0,TOTAL,0,0,0,0,0,0,0
AVOCADO HEIGHTS,0520004A,131,124,N,784,POLLING PLACE,97,21,4,4,40,11,10
AVOCADO HEIGHTS,0520004A,131,124,N,0,VBM PORTION,70,7,1,2,31,5,14
AVOCADO HEIGHTS,0520004A,131,124,N,784,TOTAL,167,28,5,6,71,16,24
AVOCADO HEIGHTS,0520005B,132,123,N,788,POLLING PLACE,55,4,1,1,28,5,10
AVOCADO HEIGHTS,0520005B,132,123,N,0,VBM PORTION,25,4,2,2,9,4,2
AVOCADO HEIGHTS,0520005B,132,123,N,788,TOTAL,80,8,3,3,37,9,12
AVOCADO HEIGHTS,0520007A,133,124,N,525,POLLING PLACE,19,5,0,1,5,2,5
AVOCADO HEIGHTS,0520007A,133,124,N,0,VBM PORTION,19,7,1,0,8,0,2
AVOCADO HEIGHTS,0520007A,133,124,N,525,TOTAL,38,12,1,1,13,2,7
AVOCADO HEIGHTS,0520008A,134,123,N,866,POLLING PLACE,67,8,4,2,20,8,9
AVOCADO HEIGHTS,0520008A,134,123,N,0,VBM PORTION,30,3,2,3,9,2,6
AVOCADO HEIGHTS,0520008A,134,123,N,866,TOTAL,97,11,6,5,29,10,15
AVOCADO HEIGHTS,0520009A,135,123,N,759,POLLING PLACE,63,3,3,5,17,17,10
AVOCADO HEIGHTS,0520009A,135,123,N,0,VBM PORTION,55,16,2,3,16,9,6
AVOCADO HEIGHTS,0520009A,135,123,N,759,TOTAL,118,19,5,8,33,26,16
AVOCADO HEIGHTS,0520010A,136,123,N,757,POLLING PLACE,50,7,3,5,23,4,0
AVOCADO HEIGHTS,0520010A,136,123,N,0,VBM PORTION,44,5,0,0,22,7,9
AVOCADO HEIGHTS,0520010A,136,123,N,757,TOTAL,94,12,3,5,45,11,9
AVOCADO HEIGHTS,0520012A,137,123,N,484,POLLING PLACE,48,12,2,2,15,2,9
AVOCADO HEIGHTS,0520012A,137,123,N,0,VBM PORTION,30,9,1,0,8,1,8
AVOCADO HEIGHTS,0520012A,137,123,N,484,TOTAL,78,21,3,2,23,3,17
AVOCADO HEIGHTS,0520016A,6016,123,Y,0,POLLING PLACE,0,0,0,0,0,0,0
AVOCADO HEIGHTS,0520016A,6016,123,Y,0,VBM PORTION,0,0,0,0,0,0,0
AVOCADO HEIGHTS,0520016A,6016,123,Y,0,TOTAL,0,0,0,0,0,0,0
AVOCADO HEIGHTS,0520017A,138,123,N,582,POLLING PLACE,21,1,1,1,10,4,2
AVOCADO HEIGHTS,0520017A,138,123,N,0,VBM PORTION,19,0,0,0,5,6,4
AVOCADO HEIGHTS,0520017A,138,123,N,582,TOTAL,40,1,1,1,15,10,6
AZUSA,0550001A,139,66,N,624,POLLING PLACE,26,5,4,0,6,7,2
AZUSA,0550001A,139,66,N,0,VBM PORTION,22,5,1,2,4,3,4
AZUSA,0550001A,139,66,N,624,TOTAL,48,10,5,2,10,10,6
AZUSA,0550002A,140,66,N,790,POLLING PLACE,56,6,2,2,15,9,10
AZUSA,0550002A,140,66,N,0,VBM PORTION,32,5,3,1,10,4,4
AZUSA,0550002A,140,66,N,790,TOTAL,88,11,5,3,25,13,14
AZUSA,0550008A,141,66,N,1080,POLLING PLACE,95,15,2,3,36,9,16
AZUSA,0550008A,141,66,N,0,VBM PORTION,52,9,1,8,11,4,11
AZUSA,0550008A,141,66,N,1080,TOTAL,147,24,3,11,47,13,27
AZUSA,0550009A,142,66,N,1205,POLLING PLACE,88,13,3,3,32,13,11
AZUSA,0550009A,142,66,N,0,VBM PORTION,58,7,1,8,20,9,7
AZUSA,0550009A,142,66,N,1205,TOTAL,146,20,4,11,52,22,18
AZUSA,0550010B,143,66,N,818,POLLING PLACE,27,6,1,1,12,5,0
AZUSA,0550010B,143,66,N,0,VBM PORTION,25,2,1,4,3,8,5
AZUSA,0550010B,143,66,N,818,TOTAL,52,8,2,5,15,13,5
AZUSA,0550011A,144,66,N,796,POLLING PLACE,57,19,4,0,10,4,14
AZUSA,0550011A,144,66,N,0,VBM PORTION,99,22,1,3,12,18,37
AZUSA,0550011A,144,66,N,796,TOTAL,156,41,5,3,22,22,51
AZUSA,0550012A,145,66,N,630,POLLING PLACE,35,4,1,1,12,3,8
AZUSA,0550012A,145,66,N,0,VBM PORTION,16,3,0,1,5,0,7
AZUSA,0550012A,145,66,N,630,TOTAL,51,7,1,2,17,3,15
AZUSA,0550012B,146,66,N,939,POLLING PLACE,82,18,4,1,25,10,10
AZUSA,0550012B,146,66,N,0,VBM PORTION,45,6,1,2,12,6,11
AZUSA,0550012B,146,66,N,939,TOTAL,127,24,5,3,37,16,21
AZUSA,0550023F,147,66,N,451,POLLING PLACE,24,3,1,1,12,1,4
AZUSA,0550023F,147,66,N,0,VBM PORTION,31,15,2,2,5,1,4
AZUSA,0550023F,147,66,N,451,TOTAL,55,18,3,3,17,2,8
AZUSA,0550025A,148,66,N,1185,POLLING PLACE,77,14,5,3,23,8,18
AZUSA,0550025A,148,66,N,0,VBM PORTION,59,7,3,3,22,8,7
AZUSA,0550025A,148,66,N,1185,TOTAL,136,21,8,6,45,16,25
AZUSA,0550025B,149,66,N,510,POLLING PLACE,25,3,2,1,11,2,4
AZUSA,0550025B,149,66,N,0,VBM PORTION,24,8,3,1,5,4,0
AZUSA,0550025B,149,66,N,510,TOTAL,49,11,5,2,16,6,4
AZUSA,0550073A,150,66,N,884,POLLING PLACE,63,8,3,1,20,5,16
AZUSA,0550073A,150,66,N,0,VBM PORTION,67,11,5,1,16,9,20
AZUSA,0550073A,150,66,N,884,TOTAL,130,19,8,2,36,14,36
AZUSA,0550074A,151,66,N,1181,POLLING PLACE,75,12,3,5,18,9,17
AZUSA,0550074A,151,66,N,0,VBM PORTION,73,18,4,4,16,13,7
AZUSA,0550074A,151,66,N,1181,TOTAL,148,30,7,9,34,22,24
AZUSA,0550076A,152,66,N,673,POLLING PLACE,42,6,1,0,8,10,11
AZUSA,0550076A,152,66,N,0,VBM PORTION,28,8,2,0,4,5,7
AZUSA,0550076A,152,66,N,673,TOTAL,70,14,3,0,12,15,18
AZUSA,0550078A,153,66,N,1268,POLLING PLACE,77,7,5,1,31,4,14
AZUSA,0550078A,153,66,N,0,VBM PORTION,54,11,0,3,19,10,6
AZUSA,0550078A,153,66,N,1268,TOTAL,131,18,5,4,50,14,20
AZUSA,0550079A,154,66,N,852,POLLING PLACE,60,11,2,1,10,8,23
AZUSA,0550079A,154,66,N,0,VBM PORTION,137,21,4,4,19,22,46
AZUSA,0550079A,154,66,N,852,TOTAL,197,32,6,5,29,30,69
AZUSA,0550080A,155,66,N,1246,POLLING PLACE,116,14,3,1,37,25,16
AZUSA,0550080A,155,66,N,0,VBM PORTION,93,16,3,0,21,22,24
AZUSA,0550080A,155,66,N,1246,TOTAL,209,30,6,1,58,47,40
AZUSA,0550081A,156,66,N,793,POLLING PLACE,60,12,0,0,12,6,22
AZUSA,0550081A,156,66,N,0,VBM PORTION,88,7,4,3,18,16,30
AZUSA,0550081A,156,66,N,793,TOTAL,148,19,4,3,30,22,52
AZUSA,0550084B,157,66,N,927,POLLING PLACE,75,10,5,3,22,7,13
AZUSA,0550084B,157,66,N,0,VBM PORTION,72,11,8,1,15,6,25
AZUSA,0550084B,157,66,N,927,TOTAL,147,21,13,4,37,13,38
AZUSA,0550085A,158,66,N,959,POLLING PLACE,73,19,10,1,16,9,15
AZUSA,0550085A,158,66,N,0,VBM PORTION,78,21,3,2,10,14,17
AZUSA,0550085A,158,66,N,959,TOTAL,151,40,13,3,26,23,32
AZUSA,0550086A,159,66,N,631,POLLING PLACE,75,17,1,1,20,7,24
AZUSA,0550086A,159,66,N,0,VBM PORTION,46,9,1,0,8,6,15
AZUSA,0550086A,159,66,N,631,TOTAL,121,26,2,1,28,13,39
BALDWIN PARK,0600001A,160,66,N,1066,POLLING PLACE,53,12,2,1,26,3,7
BALDWIN PARK,0600001A,160,66,N,0,VBM PORTION,35,7,2,0,18,5,3
BALDWIN PARK,0600001A,160,66,N,1066,TOTAL,88,19,4,1,44,8,10
BALDWIN PARK,0600002A,161,66,N,1150,POLLING PLACE,52,12,3,5,19,6,1
BALDWIN PARK,0600002A,161,66,N,0,VBM PORTION,50,7,3,2,14,8,9
BALDWIN PARK,0600002A,161,66,N,1150,TOTAL,102,19,6,7,33,14,10
BALDWIN PARK,0600006A,162,66,N,1109,POLLING PLACE,76,17,2,6,30,6,7
BALDWIN PARK,0600006A,162,66,N,0,VBM PORTION,42,10,0,1,15,7,6
BALDWIN PARK,0600006A,162,66,N,1109,TOTAL,118,27,2,7,45,13,13
BALDWIN PARK,0600007A,163,66,N,904,POLLING PLACE,49,12,1,3,23,2,7
BALDWIN PARK,0600007A,163,66,N,0,VBM PORTION,45,11,1,0,22,3,7
BALDWIN PARK,0600007A,163,66,N,904,TOTAL,94,23,2,3,45,5,14
BALDWIN PARK,0600008A,164,66,N,1061,POLLING PLACE,84,16,10,1,29,4,11
BALDWIN PARK,0600008A,164,66,N,0,VBM PORTION,54,13,3,3,19,3,7
BALDWIN PARK,0600008A,164,66,N,1061,TOTAL,138,29,13,4,48,7,18
BALDWIN PARK,0600009A,165,66,N,1176,POLLING PLACE,57,13,3,5,23,3,5
BALDWIN PARK,0600009A,165,66,N,0,VBM PORTION,43,12,2,2,12,3,9
BALDWIN PARK,0600009A,165,66,N,1176,TOTAL,100,25,5,7,35,6,14
BALDWIN PARK,0600010A,166,66,N,1008,POLLING PLACE,75,16,3,4,22,6,6
BALDWIN PARK,0600010A,166,66,N,0,VBM PORTION,56,10,2,3,22,0,9
BALDWIN PARK,0600010A,166,66,N,1008,TOTAL,131,26,5,7,44,6,15
BALDWIN PARK,0600012A,167,66,N,1214,POLLING PLACE,60,24,1,0,17,5,7
BALDWIN PARK,0600012A,167,66,N,0,VBM PORTION,52,7,5,0,16,8,10
BALDWIN PARK,0600012A,167,66,N,1214,TOTAL,112,31,6,0,33,13,17
BALDWIN PARK,0600013A,168,66,N,1224,POLLING PLACE,76,18,3,7,34,5,4
BALDWIN PARK,0600013A,168,66,N,0,VBM PORTION,75,19,8,4,20,7,11
BALDWIN PARK,0600013A,168,66,N,1224,TOTAL,151,37,11,11,54,12,15
BALDWIN PARK,0600014A,169,66,N,1227,POLLING PLACE,78,18,6,1,30,4,13
BALDWIN PARK,0600014A,169,66,N,0,VBM PORTION,72,19,4,7,24,4,10
BALDWIN PARK,0600014A,169,66,N,1227,TOTAL,150,37,10,8,54,8,23
BALDWIN PARK,0600016A,170,66,N,1135,POLLING PLACE,61,9,1,1,24,8,5
BALDWIN PARK,0600016A,170,66,N,0,VBM PORTION,67,18,6,1,20,6,5
BALDWIN PARK,0600016A,170,66,N,1135,TOTAL,128,27,7,2,44,14,10
BALDWIN PARK,0600017A,171,66,N,505,POLLING PLACE,29,1,1,2,8,3,7
BALDWIN PARK,0600017A,171,66,N,0,VBM PORTION,31,5,3,0,12,6,3
BALDWIN PARK,0600017A,171,66,N,505,TOTAL,60,6,4,2,20,9,10
BALDWIN PARK,0600019A,172,66,N,1233,POLLING PLACE,81,13,5,2,29,4,20
BALDWIN PARK,0600019A,172,66,N,0,VBM PORTION,60,9,4,6,13,9,12
BALDWIN PARK,0600019A,172,66,N,1233,TOTAL,141,22,9,8,42,13,32
BALDWIN PARK,0600020A,173,66,N,1200,POLLING PLACE,67,12,2,1,26,16,4
BALDWIN PARK,0600020A,173,66,N,0,VBM PORTION,45,9,0,2,14,8,9
BALDWIN PARK,0600020A,173,66,N,1200,TOTAL,112,21,2,3,40,24,13
BALDWIN PARK,0600021B,174,66,N,841,POLLING PLACE,34,6,4,2,13,2,2
BALDWIN PARK,0600021B,174,66,N,0,VBM PORTION,36,8,3,2,11,1,2
BALDWIN PARK,0600021B,174,66,N,841,TOTAL,70,14,7,4,24,3,4
BALDWIN PARK,0600024E,175,66,N,1235,POLLING PLACE,59,7,2,2,25,5,12
BALDWIN PARK,0600024E,175,66,N,0,VBM PORTION,80,13,1,3,29,7,14
BALDWIN PARK,0600024E,175,66,N,1235,TOTAL,139,20,3,5,54,12,26
BALDWIN PARK,0600025A,176,66,N,750,POLLING PLACE,36,5,3,0,19,2,2
BALDWIN PARK,0600025A,176,66,N,0,VBM PORTION,26,6,1,0,14,0,4
BALDWIN PARK,0600025A,176,66,N,750,TOTAL,62,11,4,0,33,2,6
BALDWIN PARK,0600026A,177,66,N,964,POLLING PLACE,60,12,2,1,26,7,9
BALDWIN PARK,0600026A,177,66,N,0,VBM PORTION,37,6,2,0,12,6,6
BALDWIN PARK,0600026A,177,66,N,964,TOTAL,97,18,4,1,38,13,15
BALDWIN PARK,0600027A,178,66,N,1197,POLLING PLACE,75,18,2,6,36,4,3
BALDWIN PARK,0600027A,178,66,N,0,VBM PORTION,58,26,4,2,14,9,2
BALDWIN PARK,0600027A,178,66,N,1197,TOTAL,133,44,6,8,50,13,5
BALDWIN PARK,0600028A,179,66,N,998,POLLING PLACE,53,11,2,2,20,6,7
BALDWIN PARK,0600028A,179,66,N,0,VBM PORTION,42,8,1,5,16,2,4
BALDWIN PARK,0600028A,179,66,N,998,TOTAL,95,19,3,7,36,8,11
BALDWIN PARK,0600029A,180,66,N,1143,POLLING PLACE,51,6,2,2,21,0,9
BALDWIN PARK,0600029A,180,66,N,0,VBM PORTION,43,10,2,2,17,2,2
BALDWIN PARK,0600029A,180,66,N,1143,TOTAL,94,16,4,4,38,2,11
BALDWIN PARK,0600030A,181,66,N,784,POLLING PLACE,49,6,2,2,23,3,5
BALDWIN PARK,0600030A,181,66,N,0,VBM PORTION,42,11,2,1,16,5,4
BALDWIN PARK,0600030A,181,66,N,784,TOTAL,91,17,4,3,39,8,9
BALDWIN PARK,0600034A,182,66,N,1028,POLLING PLACE,41,7,1,1,23,4,2
BALDWIN PARK,0600034A,182,66,N,0,VBM PORTION,31,7,2,4,11,2,1
BALDWIN PARK,0600034A,182,66,N,1028,TOTAL,72,14,3,5,34,6,3
BALDWIN PARK,0600035A,183,66,N,1131,POLLING PLACE,73,15,4,2,32,6,5
BALDWIN PARK,0600035A,183,66,N,0,VBM PORTION,42,12,1,2,21,2,4
BALDWIN PARK,0600035A,183,66,N,1131,TOTAL,115,27,5,4,53,8,9
BALDWIN PARK,0600036A,184,66,N,962,POLLING PLACE,60,15,4,4,22,3,9
BALDWIN PARK,0600036A,184,66,N,0,VBM PORTION,56,8,5,3,14,8,15
BALDWIN PARK,0600036A,184,66,N,962,TOTAL,116,23,9,7,36,11,24
BALDWIN PARK,0600037A,185,66,N,1173,POLLING PLACE,66,10,4,1,30,6,8
BALDWIN PARK,0600037A,185,66,N,0,VBM PORTION,50,14,3,3,9,8,7
BALDWIN PARK,0600037A,185,66,N,1173,TOTAL,116,24,7,4,39,14,15
BALDWIN PARK,0600041B,186,66,N,1028,POLLING PLACE,59,8,3,0,22,8,6
BALDWIN PARK,0600041B,186,66,N,0,VBM PORTION,44,9,2,3,13,6,4
BALDWIN PARK,0600041B,186,66,N,1028,TOTAL,103,17,5,3,35,14,10
BALDWIN PARK,0600052B,187,66,N,1072,POLLING PLACE,70,14,6,3,28,3,8
BALDWIN PARK,0600052B,187,66,N,0,VBM PORTION,21,1,2,0,13,1,0
BALDWIN PARK,0600052B,187,66,N,1072,TOTAL,91,15,8,3,41,4,8
BASSETT,0670005A,188,66,N,784,POLLING PLACE,53,12,1,0,23,3,4
BASSETT,0670005A,188,66,N,0,VBM PORTION,33,6,0,3,15,3,3
BASSETT,0670005A,188,66,N,784,TOTAL,86,18,1,3,38,6,7
BASSETT,0670006A,189,66,N,1076,POLLING PLACE,45,7,5,2,20,1,6
BASSETT,0670006A,189,66,N,0,VBM PORTION,41,12,0,4,19,2,3
BASSETT,0670006A,189,66,N,1076,TOTAL,86,19,5,6,39,3,9
BASSETT,0670010A,190,66,N,751,POLLING PLACE,41,4,3,1,19,3,3
BASSETT,0670010A,190,66,N,0,VBM PORTION,34,8,2,0,13,3,5
BASSETT,0670010A,190,66,N,751,TOTAL,75,12,5,1,32,6,8
BASSETT,0670141A,191,66,N,1152,POLLING PLACE,82,17,1,6,33,8,9
BASSETT,0670141A,191,66,N,0,VBM PORTION,42,8,1,3,18,4,5
BASSETT,0670141A,191,66,N,1152,TOTAL,124,25,2,9,51,12,14
