LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,JUVENTINO GOMEZ,HILDA L SOLIS,A  A SAUCEDO HOOD
LOS ANGELES,9006334A,4512,90,N,1030,TOTAL,238,26,133,36
LOS ANGELES,9006335A,4513,90,N,976,POLLING PLACE,166,27,99,15
LOS ANGELES,9006335A,4513,90,N,0,VBM PORTION,84,7,50,8
LOS ANGELES,9006335A,4513,90,N,976,TOTAL,250,34,149,23
LOS ANGELES,9006337A,4514,90,N,932,POLLING PLACE,155,18,97,17
LOS ANGELES,9006337A,4514,90,N,0,VBM PORTION,107,14,40,24
LOS ANGELES,9006337A,4514,90,N,932,TOTAL,262,32,137,41
LOS ANGELES,9007015A,4580,96,N,1057,POLLING PLACE,46,8,20,8
LOS ANGELES,9007015A,4580,96,N,0,VBM PORTION,44,15,19,3
LOS ANGELES,9007015A,4580,96,N,1057,TOTAL,90,23,39,11
LOS ANGELES,9007016A,4581,95,N,1515,POLLING PLACE,160,16,66,24
LOS ANGELES,9007016A,4581,95,N,0,VBM PORTION,178,21,71,25
LOS ANGELES,9007016A,4581,95,N,1515,TOTAL,338,37,137,49
LOS ANGELES,9007114A,4583,95,N,1048,POLLING PLACE,83,6,59,4
LOS ANGELES,9007114A,4583,95,N,0,VBM PORTION,34,2,27,4
LOS ANGELES,9007114A,4583,95,N,1048,TOTAL,117,8,86,8
LOS ANGELES,9007434A,4605,89,N,1095,POLLING PLACE,101,18,63,10
LOS ANGELES,9007434A,4605,89,N,0,VBM PORTION,40,8,27,1
LOS ANGELES,9007434A,4605,89,N,1095,TOTAL,141,26,90,11
BALLOT GROUP 31,9990031A,8031,31,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 31,9990031A,8031,31,N,0,VBM PORTION,2,0,0,0
BALLOT GROUP 31,9990031A,8031,31,N,0,TOTAL,1,0,0,0
BALLOT GROUP 40,9990040A,8040,40,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 40,9990040A,8040,40,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 40,9990040A,8040,40,N,0,TOTAL,0,0,0,0
BALLOT GROUP 66,9990066A,8066,66,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 66,9990066A,8066,66,N,0,VBM PORTION,2,1,0,0
BALLOT GROUP 66,9990066A,8066,66,N,0,TOTAL,1,1,0,0
BALLOT GROUP 67,9990067A,8067,67,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 67,9990067A,8067,67,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 67,9990067A,8067,67,N,0,TOTAL,0,0,0,0
BALLOT GROUP 71,9990071A,8071,71,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 71,9990071A,8071,71,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 71,9990071A,8071,71,N,0,TOTAL,0,0,0,0
BALLOT GROUP 72,9990072A,8072,72,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 72,9990072A,8072,72,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 72,9990072A,8072,72,N,0,TOTAL,0,0,0,0
BALLOT GROUP 73,9990073A,8073,73,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 73,9990073A,8073,73,N,0,VBM PORTION,10,1,3,1
BALLOT GROUP 73,9990073A,8073,73,N,0,TOTAL,5,1,3,1
BALLOT GROUP 74,9990074A,8074,74,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 74,9990074A,8074,74,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 74,9990074A,8074,74,N,0,TOTAL,0,0,0,0
BALLOT GROUP 75,9990075A,8075,75,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 75,9990075A,8075,75,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 75,9990075A,8075,75,N,0,TOTAL,0,0,0,0
BALLOT GROUP 89,9990089A,8089,89,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 89,9990089A,8089,89,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 89,9990089A,8089,89,N,0,TOTAL,0,0,0,0
BALLOT GROUP 90,9990090A,8090,90,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 90,9990090A,8090,90,N,0,VBM PORTION,4,0,2,0
BALLOT GROUP 90,9990090A,8090,90,N,0,TOTAL,2,0,2,0
BALLOT GROUP 91,9990091A,8091,91,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 91,9990091A,8091,91,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 91,9990091A,8091,91,N,0,TOTAL,0,0,0,0
BALLOT GROUP 93,9990093A,8093,93,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 93,9990093A,8093,93,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 93,9990093A,8093,93,N,0,TOTAL,0,0,0,0
BALLOT GROUP 94,9990094A,8094,94,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 94,9990094A,8094,94,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 94,9990094A,8094,94,N,0,TOTAL,0,0,0,0
BALLOT GROUP 95,9990095A,8095,95,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 95,9990095A,8095,95,N,0,VBM PORTION,4,0,1,1
BALLOT GROUP 95,9990095A,8095,95,N,0,TOTAL,2,0,1,1
BALLOT GROUP 96,9990096A,8096,96,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 96,9990096A,8096,96,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 96,9990096A,8096,96,N,0,TOTAL,0,0,0,0
BALLOT GROUP 97,9990097A,8097,97,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 97,9990097A,8097,97,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 97,9990097A,8097,97,N,0,TOTAL,0,0,0,0
BALLOT GROUP 98,9990098A,8098,98,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 98,9990098A,8098,98,N,0,VBM PORTION,2,0,1,0
BALLOT GROUP 98,9990098A,8098,98,N,0,TOTAL,1,0,1,0
BALLOT GROUP 119,9990119A,8119,119,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 119,9990119A,8119,119,N,0,VBM PORTION,4,1,0,0
BALLOT GROUP 119,9990119A,8119,119,N,0,TOTAL,2,1,0,0
BALLOT GROUP 120,9990120A,8120,120,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 120,9990120A,8120,120,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 120,9990120A,8120,120,N,0,TOTAL,0,0,0,0
BALLOT GROUP 123,9990123A,8123,123,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 123,9990123A,8123,123,N,0,VBM PORTION,4,0,1,0
BALLOT GROUP 123,9990123A,8123,123,N,0,TOTAL,2,0,1,0
BALLOT GROUP 124,9990124A,8124,124,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 124,9990124A,8124,124,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 124,9990124A,8124,124,N,0,TOTAL,0,0,0,0
BALLOT GROUP 125,9990125A,8125,125,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 125,9990125A,8125,125,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 125,9990125A,8125,125,N,0,TOTAL,0,0,0,0
BALLOT GROUP 126,9990126A,8126,126,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 126,9990126A,8126,126,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 126,9990126A,8126,126,N,0,TOTAL,0,0,0,0
BALLOT GROUP 127,9990127A,8127,127,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 127,9990127A,8127,127,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 127,9990127A,8127,127,N,0,TOTAL,0,0,0,0
BALLOT GROUP 128,9990128A,8128,128,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 128,9990128A,8128,128,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 128,9990128A,8128,128,N,0,TOTAL,0,0,0,0
BALLOT GROUP 129,9990129A,8129,129,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 129,9990129A,8129,129,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 129,9990129A,8129,129,N,0,TOTAL,0,0,0,0
BALLOT GROUP 134,9990134A,8134,134,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 134,9990134A,8134,134,N,0,VBM PORTION,8,1,1,1
BALLOT GROUP 134,9990134A,8134,134,N,0,TOTAL,4,1,1,1
BALLOT GROUP 135,9990135A,8135,135,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 135,9990135A,8135,135,N,0,VBM PORTION,2,0,0,0
BALLOT GROUP 135,9990135A,8135,135,N,0,TOTAL,1,0,0,0
BALLOT GROUP 136,9990136A,8136,136,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 136,9990136A,8136,136,N,0,VBM PORTION,2,0,0,1
BALLOT GROUP 136,9990136A,8136,136,N,0,TOTAL,1,0,0,1
BALLOT GROUP 140,9990140A,8140,140,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 140,9990140A,8140,140,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 140,9990140A,8140,140,N,0,TOTAL,0,0,0,0
BALLOT GROUP 141,9990141A,8141,141,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 141,9990141A,8141,141,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 141,9990141A,8141,141,N,0,TOTAL,0,0,0,0
BALLOT GROUP 142,9990142A,8142,142,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 142,9990142A,8142,142,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 142,9990142A,8142,142,N,0,TOTAL,0,0,0,0
BALLOT GROUP 143,9990143A,8143,143,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 143,9990143A,8143,143,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 143,9990143A,8143,143,N,0,TOTAL,0,0,0,0
BALLOT GROUP 144,9990144A,8144,144,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 144,9990144A,8144,144,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 144,9990144A,8144,144,N,0,TOTAL,0,0,0,0
BALLOT GROUP 145,9990145A,8145,145,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 145,9990145A,8145,145,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 145,9990145A,8145,145,N,0,TOTAL,0,0,0,0
BALLOT GROUP 164,9990164A,8164,164,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 164,9990164A,8164,164,N,0,VBM PORTION,2,0,0,0
BALLOT GROUP 164,9990164A,8164,164,N,0,TOTAL,1,0,0,0
BALLOT GROUP 165,9990165A,8165,165,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 165,9990165A,8165,165,N,0,VBM PORTION,2,0,1,0
BALLOT GROUP 165,9990165A,8165,165,N,0,TOTAL,1,0,1,0
