LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,ANDY WHALLON,ALAN LOWENTHAL
BALLOT GROUP 167,9990167A,8167,167,N,0,TOTAL,0,0,0
BALLOT GROUP 168,9990168A,8168,168,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 168,9990168A,8168,168,N,0,VBM PORTION,0,0,0
BALLOT GROUP 168,9990168A,8168,168,N,0,TOTAL,0,0,0
BALLOT GROUP 172,9990172A,8172,172,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 172,9990172A,8172,172,N,0,VBM PORTION,2,0,1
BALLOT GROUP 172,9990172A,8172,172,N,0,TOTAL,1,0,1
BALLOT GROUP 187,9990187A,8187,187,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 187,9990187A,8187,187,N,0,VBM PORTION,0,0,0
BALLOT GROUP 187,9990187A,8187,187,N,0,TOTAL,0,0,0
BALLOT GROUP 189,9990189A,8189,189,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 189,9990189A,8189,189,N,0,VBM PORTION,2,0,1
BALLOT GROUP 189,9990189A,8189,189,N,0,TOTAL,1,0,1
BALLOT GROUP 191,9990191A,8191,191,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 191,9990191A,8191,191,N,0,VBM PORTION,0,0,0
BALLOT GROUP 191,9990191A,8191,191,N,0,TOTAL,0,0,0
BALLOT GROUP 192,9990192A,8192,192,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 192,9990192A,8192,192,N,0,VBM PORTION,0,0,0
BALLOT GROUP 192,9990192A,8192,192,N,0,TOTAL,0,0,0
