LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,JOAN M CHROSTEK,EMMA CASTRO
SANTA CLARITA,6220176A,2432,3,N,1290,TOTAL,253,141,48
SANTA CLARITA,6220179A,2433,3,N,914,POLLING PLACE,71,35,14
SANTA CLARITA,6220179A,2433,3,N,0,VBM PORTION,110,63,23
SANTA CLARITA,6220179A,2433,3,N,914,TOTAL,181,98,37
SANTA CLARITA,6220180A,2434,3,N,1045,POLLING PLACE,86,53,20
SANTA CLARITA,6220180A,2434,3,N,0,VBM PORTION,96,50,18
SANTA CLARITA,6220180A,2434,3,N,1045,TOTAL,182,103,38
SANTA CLARITA,6220182A,2435,10,N,995,POLLING PLACE,110,55,28
SANTA CLARITA,6220182A,2435,10,N,0,VBM PORTION,126,66,26
SANTA CLARITA,6220182A,2435,10,N,995,TOTAL,236,121,54
SANTA CLARITA,6220183A,2436,10,N,1006,POLLING PLACE,66,28,25
SANTA CLARITA,6220183A,2436,10,N,0,VBM PORTION,119,52,28
SANTA CLARITA,6220183A,2436,10,N,1006,TOTAL,185,80,53
SANTA CLARITA,6220185A,6151,10,Y,437,POLLING PLACE,0,0,0
SANTA CLARITA,6220185A,6151,10,Y,0,VBM PORTION,186,96,42
SANTA CLARITA,6220185A,6151,10,Y,437,TOTAL,186,96,42
SANTA CLARITA,6220186A,2437,10,N,697,POLLING PLACE,84,49,17
SANTA CLARITA,6220186A,2437,10,N,0,VBM PORTION,82,44,22
SANTA CLARITA,6220186A,2437,10,N,697,TOTAL,166,93,39
SANTA CLARITA,6220190A,2438,10,N,646,POLLING PLACE,20,13,6
SANTA CLARITA,6220190A,2438,10,N,0,VBM PORTION,42,19,13
SANTA CLARITA,6220190A,2438,10,N,646,TOTAL,62,32,19
SANTA CLARITA,6220191A,6152,24,Y,42,POLLING PLACE,0,0,0
SANTA CLARITA,6220191A,6152,24,Y,0,VBM PORTION,4,3,1
SANTA CLARITA,6220191A,6152,24,Y,42,TOTAL,4,3,1
SANTA CLARITA,6220193A,2439,10,N,575,POLLING PLACE,54,27,20
SANTA CLARITA,6220193A,2439,10,N,0,VBM PORTION,73,36,19
SANTA CLARITA,6220193A,2439,10,N,575,TOTAL,127,63,39
SANTA CLARITA,6220194A,2440,10,N,751,POLLING PLACE,62,21,25
SANTA CLARITA,6220194A,2440,10,N,0,VBM PORTION,39,21,14
SANTA CLARITA,6220194A,2440,10,N,751,TOTAL,101,42,39
SANTA FE SPRINGS,6230001A,2441,132,N,1107,POLLING PLACE,61,33,15
SANTA FE SPRINGS,6230001A,2441,132,N,0,VBM PORTION,67,17,29
SANTA FE SPRINGS,6230001A,2441,132,N,1107,TOTAL,128,50,44
SANTA FE SPRINGS,6230004A,2442,132,N,997,POLLING PLACE,78,35,30
SANTA FE SPRINGS,6230004A,2442,132,N,0,VBM PORTION,65,33,17
SANTA FE SPRINGS,6230004A,2442,132,N,997,TOTAL,143,68,47
SANTA FE SPRINGS,6230006A,2443,132,N,1196,POLLING PLACE,110,54,37
SANTA FE SPRINGS,6230006A,2443,132,N,0,VBM PORTION,59,26,22
SANTA FE SPRINGS,6230006A,2443,132,N,1196,TOTAL,169,80,59
SANTA FE SPRINGS,6230008A,2444,132,N,839,POLLING PLACE,74,41,18
SANTA FE SPRINGS,6230008A,2444,132,N,0,VBM PORTION,54,23,18
SANTA FE SPRINGS,6230008A,2444,132,N,839,TOTAL,128,64,36
SANTA FE SPRINGS,6230009A,2445,132,N,970,POLLING PLACE,75,26,31
SANTA FE SPRINGS,6230009A,2445,132,N,0,VBM PORTION,95,45,33
SANTA FE SPRINGS,6230009A,2445,132,N,970,TOTAL,170,71,64
SANTA FE SPRINGS,6230010A,2446,132,N,1033,POLLING PLACE,62,24,33
SANTA FE SPRINGS,6230010A,2446,132,N,0,VBM PORTION,24,6,12
SANTA FE SPRINGS,6230010A,2446,132,N,1033,TOTAL,86,30,45
SANTA FE SPRINGS,6230011A,2447,132,N,1266,POLLING PLACE,69,19,34
SANTA FE SPRINGS,6230011A,2447,132,N,0,VBM PORTION,68,13,42
SANTA FE SPRINGS,6230011A,2447,132,N,1266,TOTAL,137,32,76
SANTA FE SPRINGS,6230018A,2448,132,N,938,POLLING PLACE,72,33,26
SANTA FE SPRINGS,6230018A,2448,132,N,0,VBM PORTION,61,29,19
SANTA FE SPRINGS,6230018A,2448,132,N,938,TOTAL,133,62,45
SANTA FE SPRINGS,6230051A,2449,132,N,1115,POLLING PLACE,69,27,28
SANTA FE SPRINGS,6230051A,2449,132,N,0,VBM PORTION,64,24,22
SANTA FE SPRINGS,6230051A,2449,132,N,1115,TOTAL,133,51,50
SANTA FE SPRINGS,6230052B,6153,132,Y,191,POLLING PLACE,0,0,0
SANTA FE SPRINGS,6230052B,6153,132,Y,0,VBM PORTION,20,10,7
SANTA FE SPRINGS,6230052B,6153,132,Y,191,TOTAL,20,10,7
SANTA FE SPRINGS,6230052L,6154,132,Y,25,POLLING PLACE,0,0,0
SANTA FE SPRINGS,6230052L,6154,132,Y,0,VBM PORTION,3,1,0
SANTA FE SPRINGS,6230052L,6154,132,Y,25,TOTAL,3,1,0
SANTA MONICA,6250001A,2450,82,N,945,POLLING PLACE,176,36,80
SANTA MONICA,6250001A,2450,82,N,0,VBM PORTION,156,36,76
SANTA MONICA,6250001A,2450,82,N,945,TOTAL,332,72,156
SANTA MONICA,6250003C,2451,82,N,1050,POLLING PLACE,228,56,99
SANTA MONICA,6250003C,2451,82,N,0,VBM PORTION,187,54,83
SANTA MONICA,6250003C,2451,82,N,1050,TOTAL,415,110,182
SANTA MONICA,6250005A,2452,82,N,1264,POLLING PLACE,194,37,74
SANTA MONICA,6250005A,2452,82,N,0,VBM PORTION,128,24,57
SANTA MONICA,6250005A,2452,82,N,1264,TOTAL,322,61,131
SANTA MONICA,6250006A,2453,82,N,1150,POLLING PLACE,242,74,104
SANTA MONICA,6250006A,2453,82,N,0,VBM PORTION,147,29,53
SANTA MONICA,6250006A,2453,82,N,1150,TOTAL,389,103,157
SANTA MONICA,6250008A,2454,82,N,1214,POLLING PLACE,162,34,59
SANTA MONICA,6250008A,2454,82,N,0,VBM PORTION,198,53,74
SANTA MONICA,6250008A,2454,82,N,1214,TOTAL,360,87,133
SANTA MONICA,6250010E,2455,82,N,1176,POLLING PLACE,167,36,82
SANTA MONICA,6250010E,2455,82,N,0,VBM PORTION,113,25,40
SANTA MONICA,6250010E,2455,82,N,1176,TOTAL,280,61,122
SANTA MONICA,6250011A,2456,82,N,1183,POLLING PLACE,160,54,54
SANTA MONICA,6250011A,2456,82,N,0,VBM PORTION,157,38,64
SANTA MONICA,6250011A,2456,82,N,1183,TOTAL,317,92,118
SANTA MONICA,6250015B,2457,82,N,1320,POLLING PLACE,214,47,99
SANTA MONICA,6250015B,2457,82,N,0,VBM PORTION,227,49,88
SANTA MONICA,6250015B,2457,82,N,1320,TOTAL,441,96,187
SANTA MONICA,6250016A,2458,82,N,1376,POLLING PLACE,234,61,89
SANTA MONICA,6250016A,2458,82,N,0,VBM PORTION,174,43,67
SANTA MONICA,6250016A,2458,82,N,1376,TOTAL,408,104,156
SANTA MONICA,6250017A,2459,82,N,1334,POLLING PLACE,285,71,116
SANTA MONICA,6250017A,2459,82,N,0,VBM PORTION,211,57,74
SANTA MONICA,6250017A,2459,82,N,1334,TOTAL,496,128,190
SANTA MONICA,6250019A,2460,82,N,1461,POLLING PLACE,137,32,61
SANTA MONICA,6250019A,2460,82,N,0,VBM PORTION,140,35,53
SANTA MONICA,6250019A,2460,82,N,1461,TOTAL,277,67,114
SANTA MONICA,6250020A,2461,82,N,1129,POLLING PLACE,184,34,89
SANTA MONICA,6250020A,2461,82,N,0,VBM PORTION,118,31,50
SANTA MONICA,6250020A,2461,82,N,1129,TOTAL,302,65,139
SANTA MONICA,6250024A,2462,82,N,824,POLLING PLACE,86,20,37
SANTA MONICA,6250024A,2462,82,N,0,VBM PORTION,61,20,22
SANTA MONICA,6250024A,2462,82,N,824,TOTAL,147,40,59
SANTA MONICA,6250025B,2463,82,N,1155,POLLING PLACE,115,28,58
SANTA MONICA,6250025B,2463,82,N,0,VBM PORTION,81,15,40
SANTA MONICA,6250025B,2463,82,N,1155,TOTAL,196,43,98
SANTA MONICA,6250026A,2464,82,N,1251,POLLING PLACE,245,59,102
SANTA MONICA,6250026A,2464,82,N,0,VBM PORTION,172,39,66
SANTA MONICA,6250026A,2464,82,N,1251,TOTAL,417,98,168
SANTA MONICA,6250029A,2465,82,N,782,POLLING PLACE,130,34,58
SANTA MONICA,6250029A,2465,82,N,0,VBM PORTION,136,42,51
SANTA MONICA,6250029A,2465,82,N,782,TOTAL,266,76,109
SANTA MONICA,6250032A,2466,82,N,1204,POLLING PLACE,162,42,69
SANTA MONICA,6250032A,2466,82,N,0,VBM PORTION,167,37,61
SANTA MONICA,6250032A,2466,82,N,1204,TOTAL,329,79,130
SANTA MONICA,6250034A,2467,82,N,1217,POLLING PLACE,222,43,90
SANTA MONICA,6250034A,2467,82,N,0,VBM PORTION,138,31,52
SANTA MONICA,6250034A,2467,82,N,1217,TOTAL,360,74,142
SANTA MONICA,6250036B,2468,82,N,1250,POLLING PLACE,170,52,73
SANTA MONICA,6250036B,2468,82,N,0,VBM PORTION,119,32,43
SANTA MONICA,6250036B,2468,82,N,1250,TOTAL,289,84,116
SANTA MONICA,6250041A,2469,82,N,1383,POLLING PLACE,129,37,62
SANTA MONICA,6250041A,2469,82,N,0,VBM PORTION,159,45,56
SANTA MONICA,6250041A,2469,82,N,1383,TOTAL,288,82,118
SANTA MONICA,6250045A,2470,82,N,1306,POLLING PLACE,138,25,66
SANTA MONICA,6250045A,2470,82,N,0,VBM PORTION,131,34,52
SANTA MONICA,6250045A,2470,82,N,1306,TOTAL,269,59,118
SANTA MONICA,6250046A,2471,82,N,1361,POLLING PLACE,175,39,86
SANTA MONICA,6250046A,2471,82,N,0,VBM PORTION,136,30,54
SANTA MONICA,6250046A,2471,82,N,1361,TOTAL,311,69,140
SANTA MONICA,6250050A,2472,82,N,1082,POLLING PLACE,137,26,64
SANTA MONICA,6250050A,2472,82,N,0,VBM PORTION,94,28,39
SANTA MONICA,6250050A,2472,82,N,1082,TOTAL,231,54,103
SANTA MONICA,6250051A,2473,82,N,1327,POLLING PLACE,164,60,64
SANTA MONICA,6250051A,2473,82,N,0,VBM PORTION,134,39,48
SANTA MONICA,6250051A,2473,82,N,1327,TOTAL,298,99,112
SANTA MONICA,6250052B,2474,82,N,986,POLLING PLACE,85,21,33
SANTA MONICA,6250052B,2474,82,N,0,VBM PORTION,86,21,38
SANTA MONICA,6250052B,2474,82,N,986,TOTAL,171,42,71
SANTA MONICA,6250053A,2475,82,N,1354,POLLING PLACE,114,33,48
SANTA MONICA,6250053A,2475,82,N,0,VBM PORTION,144,37,62
SANTA MONICA,6250053A,2475,82,N,1354,TOTAL,258,70,110
SANTA MONICA,6250056A,2476,82,N,1083,POLLING PLACE,41,14,18
SANTA MONICA,6250056A,2476,82,N,0,VBM PORTION,84,22,28
SANTA MONICA,6250056A,2476,82,N,1083,TOTAL,125,36,46
SANTA MONICA,6250060A,2477,82,N,951,POLLING PLACE,76,20,32
SANTA MONICA,6250060A,2477,82,N,0,VBM PORTION,91,33,34
SANTA MONICA,6250060A,2477,82,N,951,TOTAL,167,53,66
SANTA MONICA,6250061A,2478,82,N,1032,POLLING PLACE,121,21,69
SANTA MONICA,6250061A,2478,82,N,0,VBM PORTION,57,10,34
SANTA MONICA,6250061A,2478,82,N,1032,TOTAL,178,31,103
SANTA MONICA,6250062A,2479,82,N,973,POLLING PLACE,106,38,31
SANTA MONICA,6250062A,2479,82,N,0,VBM PORTION,58,16,18
SANTA MONICA,6250062A,2479,82,N,973,TOTAL,164,54,49
SANTA MONICA,6250067A,2480,82,N,994,POLLING PLACE,183,33,93
SANTA MONICA,6250067A,2480,82,N,0,VBM PORTION,87,16,36
SANTA MONICA,6250067A,2480,82,N,994,TOTAL,270,49,129
SANTA MONICA,6250068D,2481,82,N,610,POLLING PLACE,74,21,30
SANTA MONICA,6250068D,2481,82,N,0,VBM PORTION,63,16,23
SANTA MONICA,6250068D,2481,82,N,610,TOTAL,137,37,53
SANTA MONICA,6250069A,2482,82,N,1244,POLLING PLACE,211,39,107
SANTA MONICA,6250069A,2482,82,N,0,VBM PORTION,132,26,51
SANTA MONICA,6250069A,2482,82,N,1244,TOTAL,343,65,158
SANTA MONICA,6250070A,2483,82,N,1147,POLLING PLACE,190,51,94
SANTA MONICA,6250070A,2483,82,N,0,VBM PORTION,146,37,58
SANTA MONICA,6250070A,2483,82,N,1147,TOTAL,336,88,152
SANTA MONICA,6250071A,2484,82,N,1037,POLLING PLACE,114,24,46
SANTA MONICA,6250071A,2484,82,N,0,VBM PORTION,66,19,30
SANTA MONICA,6250071A,2484,82,N,1037,TOTAL,180,43,76
SANTA MONICA,6250072A,2485,82,N,1375,POLLING PLACE,280,77,116
SANTA MONICA,6250072A,2485,82,N,0,VBM PORTION,185,44,86
SANTA MONICA,6250072A,2485,82,N,1375,TOTAL,465,121,202
SANTA MONICA,6250076B,2486,82,N,927,POLLING PLACE,175,25,90
SANTA MONICA,6250076B,2486,82,N,0,VBM PORTION,134,32,59
SANTA MONICA,6250076B,2486,82,N,927,TOTAL,309,57,149
SANTA MONICA,6250078A,2487,82,N,864,POLLING PLACE,139,31,68
SANTA MONICA,6250078A,2487,82,N,0,VBM PORTION,88,22,31
SANTA MONICA,6250078A,2487,82,N,864,TOTAL,227,53,99
SANTA MONICA,6250081A,2488,82,N,1182,POLLING PLACE,219,35,100
SANTA MONICA,6250081A,2488,82,N,0,VBM PORTION,107,35,35
SANTA MONICA,6250081A,2488,82,N,1182,TOTAL,326,70,135
SANTA MONICA,6250083A,2489,82,N,1244,POLLING PLACE,245,56,102
SANTA MONICA,6250083A,2489,82,N,0,VBM PORTION,134,34,59
SANTA MONICA,6250083A,2489,82,N,1244,TOTAL,379,90,161
SANTA MONICA,6250085A,2490,82,N,1323,POLLING PLACE,196,42,86
SANTA MONICA,6250085A,2490,82,N,0,VBM PORTION,138,39,52
SANTA MONICA,6250085A,2490,82,N,1323,TOTAL,334,81,138
SANTA MONICA,6250089A,2491,82,N,1254,POLLING PLACE,296,70,140
SANTA MONICA,6250089A,2491,82,N,0,VBM PORTION,180,49,75
SANTA MONICA,6250089A,2491,82,N,1254,TOTAL,476,119,215
SANTA MONICA,6250092A,2492,82,N,1297,POLLING PLACE,227,43,115
SANTA MONICA,6250092A,2492,82,N,0,VBM PORTION,132,36,59
SANTA MONICA,6250092A,2492,82,N,1297,TOTAL,359,79,174
SANTA MONICA,6250094B,2493,82,N,1009,POLLING PLACE,176,38,69
SANTA MONICA,6250094B,2493,82,N,0,VBM PORTION,112,23,42
SANTA MONICA,6250094B,2493,82,N,1009,TOTAL,288,61,111
SANTA MONICA,6250095A,2494,82,N,1393,POLLING PLACE,156,47,62
SANTA MONICA,6250095A,2494,82,N,0,VBM PORTION,171,60,65
SANTA MONICA,6250095A,2494,82,N,1393,TOTAL,327,107,127
SANTA MONICA,6250098A,2495,82,N,1280,POLLING PLACE,207,52,91
SANTA MONICA,6250098A,2495,82,N,0,VBM PORTION,117,24,37
SANTA MONICA,6250098A,2495,82,N,1280,TOTAL,324,76,128
SANTA MONICA,6250106A,2496,82,N,1028,POLLING PLACE,165,26,77
SANTA MONICA,6250106A,2496,82,N,0,VBM PORTION,128,32,54
SANTA MONICA,6250106A,2496,82,N,1028,TOTAL,293,58,131
SANTA MONICA,6250107A,2497,82,N,1244,POLLING PLACE,220,37,93
SANTA MONICA,6250107A,2497,82,N,0,VBM PORTION,207,55,80
SANTA MONICA,6250107A,2497,82,N,1244,TOTAL,427,92,173
SANTA MONICA,6250110D,2498,82,N,956,POLLING PLACE,145,35,58
SANTA MONICA,6250110D,2498,82,N,0,VBM PORTION,111,32,41
SANTA MONICA,6250110D,2498,82,N,956,TOTAL,256,67,99
SANTA MONICA,6250113A,2499,82,N,1464,POLLING PLACE,174,49,65
SANTA MONICA,6250113A,2499,82,N,0,VBM PORTION,151,39,63
SANTA MONICA,6250113A,2499,82,N,1464,TOTAL,325,88,128
SANTA MONICA,6250121A,2500,82,N,1299,POLLING PLACE,153,50,70
SANTA MONICA,6250121A,2500,82,N,0,VBM PORTION,116,34,42
SANTA MONICA,6250121A,2500,82,N,1299,TOTAL,269,84,112
SANTA MONICA,6250125A,2501,82,N,1194,POLLING PLACE,199,38,98
SANTA MONICA,6250125A,2501,82,N,0,VBM PORTION,203,67,68
SANTA MONICA,6250125A,2501,82,N,1194,TOTAL,402,105,166
SANTA MONICA,6250127A,2502,82,N,1140,POLLING PLACE,200,35,101
SANTA MONICA,6250127A,2502,82,N,0,VBM PORTION,104,24,41
SANTA MONICA,6250127A,2502,82,N,1140,TOTAL,304,59,142
SANTA MONICA,6250128A,2503,82,N,1004,POLLING PLACE,210,49,87
SANTA MONICA,6250128A,2503,82,N,0,VBM PORTION,179,34,68
SANTA MONICA,6250128A,2503,82,N,1004,TOTAL,389,83,155
SAUGUS,6300002A,6155,3,Y,218,POLLING PLACE,0,0,0
SAUGUS,6300002A,6155,3,Y,0,VBM PORTION,55,34,8
SAUGUS,6300002A,6155,3,Y,218,TOTAL,55,34,8
SAUGUS,6300003A,6156,3,Y,57,POLLING PLACE,0,0,0
SAUGUS,6300003A,6156,3,Y,0,VBM PORTION,17,11,1
SAUGUS,6300003A,6156,3,Y,57,TOTAL,17,11,1
SAUGUS,6300004A,6157,3,Y,191,POLLING PLACE,0,0,0
SAUGUS,6300004A,6157,3,Y,0,VBM PORTION,25,14,4
SAUGUS,6300004A,6157,3,Y,191,TOTAL,25,14,4
SAUGUS,6300005A,2504,3,N,1346,POLLING PLACE,81,43,19
SAUGUS,6300005A,2504,3,N,0,VBM PORTION,96,50,30
SAUGUS,6300005A,2504,3,N,1346,TOTAL,177,93,49
SAUGUS,6300006A,2505,3,N,296,POLLING PLACE,16,9,3
SAUGUS,6300006A,2505,3,N,0,VBM PORTION,27,16,7
SAUGUS,6300006A,2505,3,N,296,TOTAL,43,25,10
SAUGUS,6300014A,2506,3,N,1089,POLLING PLACE,47,20,19
SAUGUS,6300014A,2506,3,N,0,VBM PORTION,112,65,21
SAUGUS,6300014A,2506,3,N,1089,TOTAL,159,85,40
SAUGUS,6300023A,2507,10,N,1346,POLLING PLACE,92,47,24
SAUGUS,6300023A,2507,10,N,0,VBM PORTION,95,49,27
SAUGUS,6300023A,2507,10,N,1346,TOTAL,187,96,51
SAUGUS,6300031A,6158,10,Y,0,POLLING PLACE,0,0,0
SAUGUS,6300031A,6158,10,Y,0,VBM PORTION,0,0,0
SAUGUS,6300031A,6158,10,Y,0,TOTAL,0,0,0
SAUGUS,6300037A,6159,10,Y,32,POLLING PLACE,0,0,0
SAUGUS,6300037A,6159,10,Y,0,VBM PORTION,5,4,0
SAUGUS,6300037A,6159,10,Y,32,TOTAL,5,4,0
SAUGUS,6300040A,2508,10,N,733,POLLING PLACE,34,16,9
SAUGUS,6300040A,2508,10,N,0,VBM PORTION,67,38,18
SAUGUS,6300040A,2508,10,N,733,TOTAL,101,54,27
SAUGUS,6300099A,6160,3,Y,75,POLLING PLACE,0,0,0
SAUGUS,6300099A,6160,3,Y,0,VBM PORTION,12,6,3
SAUGUS,6300099A,6160,3,Y,75,TOTAL,12,6,3
SAUGUS,6300247A,2509,10,N,712,POLLING PLACE,42,22,14
SAUGUS,6300247A,2509,10,N,0,VBM PORTION,62,42,12
SAUGUS,6300247A,2509,10,N,712,TOTAL,104,64,26
SIERRA MADRE,6400001A,6161,76,Y,0,POLLING PLACE,0,0,0
SIERRA MADRE,6400001A,6161,76,Y,0,VBM PORTION,0,0,0
SIERRA MADRE,6400001A,6161,76,Y,0,TOTAL,0,0,0
SIERRA MADRE,6400002A,2510,33,N,891,POLLING PLACE,132,49,51
SIERRA MADRE,6400002A,2510,33,N,0,VBM PORTION,111,45,37
SIERRA MADRE,6400002A,2510,33,N,891,TOTAL,243,94,88
SIERRA MADRE,6400003A,2511,33,N,896,POLLING PLACE,160,52,59
SIERRA MADRE,6400003A,2511,33,N,0,VBM PORTION,115,47,42
SIERRA MADRE,6400003A,2511,33,N,896,TOTAL,275,99,101
SIERRA MADRE,6400004A,2512,33,N,529,POLLING PLACE,84,33,25
SIERRA MADRE,6400004A,2512,33,N,0,VBM PORTION,91,32,26
SIERRA MADRE,6400004A,2512,33,N,529,TOTAL,175,65,51
SIERRA MADRE,6400006A,2513,33,N,925,POLLING PLACE,149,61,50
SIERRA MADRE,6400006A,2513,33,N,0,VBM PORTION,106,35,37
SIERRA MADRE,6400006A,2513,33,N,925,TOTAL,255,96,87
SIERRA MADRE,6400007A,2514,33,N,808,POLLING PLACE,94,46,26
SIERRA MADRE,6400007A,2514,33,N,0,VBM PORTION,108,36,54
SIERRA MADRE,6400007A,2514,33,N,808,TOTAL,202,82,80
SIERRA MADRE,6400010A,2515,33,N,829,POLLING PLACE,115,49,40
SIERRA MADRE,6400010A,2515,33,N,0,VBM PORTION,107,44,27
SIERRA MADRE,6400010A,2515,33,N,829,TOTAL,222,93,67
SIERRA MADRE,6400011A,2516,33,N,1038,POLLING PLACE,142,49,48
SIERRA MADRE,6400011A,2516,33,N,0,VBM PORTION,139,62,44
SIERRA MADRE,6400011A,2516,33,N,1038,TOTAL,281,111,92
SIERRA MADRE,6400012A,2517,33,N,1229,POLLING PLACE,187,75,76
SIERRA MADRE,6400012A,2517,33,N,0,VBM PORTION,185,92,47
SIERRA MADRE,6400012A,2517,33,N,1229,TOTAL,372,167,123
SIERRA MADRE,6400013A,2518,33,N,915,POLLING PLACE,124,55,37
SIERRA MADRE,6400013A,2518,33,N,0,VBM PORTION,137,58,38
SIERRA MADRE,6400013A,2518,33,N,915,TOTAL,261,113,75
SIGNAL HILL,6450001A,2519,191,N,703,POLLING PLACE,62,22,28
SIGNAL HILL,6450001A,2519,191,N,0,VBM PORTION,74,34,20
SIGNAL HILL,6450001A,2519,191,N,703,TOTAL,136,56,48
SIGNAL HILL,6450002A,2520,191,N,1159,POLLING PLACE,115,45,44
SIGNAL HILL,6450002A,2520,191,N,0,VBM PORTION,73,36,15
SIGNAL HILL,6450002A,2520,191,N,1159,TOTAL,188,81,59
SIGNAL HILL,6450003A,2521,191,N,949,POLLING PLACE,113,52,34
SIGNAL HILL,6450003A,2521,191,N,0,VBM PORTION,130,54,42
SIGNAL HILL,6450003A,2521,191,N,949,TOTAL,243,106,76
SIGNAL HILL,6450004A,2522,191,N,1107,POLLING PLACE,180,84,64
SIGNAL HILL,6450004A,2522,191,N,0,VBM PORTION,129,54,42
SIGNAL HILL,6450004A,2522,191,N,1107,TOTAL,309,138,106
SIGNAL HILL,6450005A,2523,191,N,1169,POLLING PLACE,150,67,39
SIGNAL HILL,6450005A,2523,191,N,0,VBM PORTION,197,68,60
SIGNAL HILL,6450005A,2523,191,N,1169,TOTAL,347,135,99
SIGNAL HILL,6450006A,2524,191,N,1145,POLLING PLACE,159,87,41
SIGNAL HILL,6450006A,2524,191,N,0,VBM PORTION,127,46,44
SIGNAL HILL,6450006A,2524,191,N,1145,TOTAL,286,133,85
SOUTH EL MONTE,6530002A,2525,74,N,1159,POLLING PLACE,42,14,20
SOUTH EL MONTE,6530002A,2525,74,N,0,VBM PORTION,50,16,23
SOUTH EL MONTE,6530002A,2525,74,N,1159,TOTAL,92,30,43
SOUTH EL MONTE,6530004A,2526,124,N,1097,POLLING PLACE,93,33,49
SOUTH EL MONTE,6530004A,2526,124,N,0,VBM PORTION,54,20,24
SOUTH EL MONTE,6530004A,2526,124,N,1097,TOTAL,147,53,73
SOUTH EL MONTE,6530005A,2527,124,N,871,POLLING PLACE,37,9,20
SOUTH EL MONTE,6530005A,2527,124,N,0,VBM PORTION,25,12,10
SOUTH EL MONTE,6530005A,2527,124,N,871,TOTAL,62,21,30
SOUTH EL MONTE,6530041A,2528,124,N,1305,POLLING PLACE,76,21,42
SOUTH EL MONTE,6530041A,2528,124,N,0,VBM PORTION,60,23,27
SOUTH EL MONTE,6530041A,2528,124,N,1305,TOTAL,136,44,69
SOUTH EL MONTE,6530043B,2529,124,N,887,POLLING PLACE,39,10,25
SOUTH EL MONTE,6530043B,2529,124,N,0,VBM PORTION,49,13,29
SOUTH EL MONTE,6530043B,2529,124,N,887,TOTAL,88,23,54
SOUTH EL MONTE,6530045A,2530,124,N,1197,POLLING PLACE,66,23,31
SOUTH EL MONTE,6530045A,2530,124,N,0,VBM PORTION,71,22,38
SOUTH EL MONTE,6530045A,2530,124,N,1197,TOTAL,137,45,69
SOUTH EL MONTE,6530046A,2531,124,N,783,POLLING PLACE,45,8,23
SOUTH EL MONTE,6530046A,2531,124,N,0,VBM PORTION,38,13,15
SOUTH EL MONTE,6530046A,2531,124,N,783,TOTAL,83,21,38
SOUTH GATE,6550001A,2532,165,N,1165,POLLING PLACE,71,25,34
SOUTH GATE,6550001A,2532,165,N,0,VBM PORTION,57,17,19
SOUTH GATE,6550001A,2532,165,N,1165,TOTAL,128,42,53
SOUTH GATE,6550003A,2533,165,N,989,POLLING PLACE,41,19,20
SOUTH GATE,6550003A,2533,165,N,0,VBM PORTION,23,9,10
SOUTH GATE,6550003A,2533,165,N,989,TOTAL,64,28,30
SOUTH GATE,6550004A,2534,165,N,976,POLLING PLACE,51,17,29
SOUTH GATE,6550004A,2534,165,N,0,VBM PORTION,24,9,15
SOUTH GATE,6550004A,2534,165,N,976,TOTAL,75,26,44
SOUTH GATE,6550006A,2535,165,N,1028,POLLING PLACE,39,10,25
SOUTH GATE,6550006A,2535,165,N,0,VBM PORTION,38,17,18
SOUTH GATE,6550006A,2535,165,N,1028,TOTAL,77,27,43
SOUTH GATE,6550009A,2536,165,N,1044,POLLING PLACE,45,22,20
SOUTH GATE,6550009A,2536,165,N,0,VBM PORTION,24,11,9
SOUTH GATE,6550009A,2536,165,N,1044,TOTAL,69,33,29
SOUTH GATE,6550010A,2537,165,N,1131,POLLING PLACE,78,22,42
SOUTH GATE,6550010A,2537,165,N,0,VBM PORTION,19,10,7
SOUTH GATE,6550010A,2537,165,N,1131,TOTAL,97,32,49
SOUTH GATE,6550011A,2538,165,N,1265,POLLING PLACE,48,9,28
SOUTH GATE,6550011A,2538,165,N,0,VBM PORTION,38,13,19
SOUTH GATE,6550011A,2538,165,N,1265,TOTAL,86,22,47
SOUTH GATE,6550012B,2539,165,N,1137,POLLING PLACE,64,18,31
SOUTH GATE,6550012B,2539,165,N,0,VBM PORTION,29,13,14
SOUTH GATE,6550012B,2539,165,N,1137,TOTAL,93,31,45
SOUTH GATE,6550015A,2540,165,N,1146,POLLING PLACE,64,26,30
SOUTH GATE,6550015A,2540,165,N,0,VBM PORTION,48,19,19
SOUTH GATE,6550015A,2540,165,N,1146,TOTAL,112,45,49
SOUTH GATE,6550016A,2541,165,N,989,POLLING PLACE,42,11,23
SOUTH GATE,6550016A,2541,165,N,0,VBM PORTION,29,13,12
SOUTH GATE,6550016A,2541,165,N,989,TOTAL,71,24,35
SOUTH GATE,6550017A,2542,165,N,1149,POLLING PLACE,66,21,35
SOUTH GATE,6550017A,2542,165,N,0,VBM PORTION,33,13,12
SOUTH GATE,6550017A,2542,165,N,1149,TOTAL,99,34,47
SOUTH GATE,6550018A,2543,165,N,1036,POLLING PLACE,42,14,20
SOUTH GATE,6550018A,2543,165,N,0,VBM PORTION,38,10,20
SOUTH GATE,6550018A,2543,165,N,1036,TOTAL,80,24,40
SOUTH GATE,6550019B,2544,165,N,1164,POLLING PLACE,55,19,29
