LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,RUDY MELENDEZ,P CONLEY ULICH,YUVAL D KREMER,SHEILA KUEHL,DOUG FAY,ERIC PREVEN,JOHN DURAN,BOBBY SHRIVER
LOS ANGELES,9000802A,3428,99,N,742,POLLING PLACE,66,7,6,3,20,2,0,11,7
LOS ANGELES,9000802A,3428,99,N,0,VBM PORTION,49,3,3,4,16,1,1,6,5
LOS ANGELES,9000802A,3428,99,N,742,TOTAL,115,10,9,7,36,3,1,17,12
LOS ANGELES,9000804A,3430,56,N,1345,POLLING PLACE,104,3,9,6,28,8,0,7,21
LOS ANGELES,9000804A,3430,56,N,0,VBM PORTION,81,0,3,7,24,3,1,13,17
LOS ANGELES,9000804A,3430,56,N,1345,TOTAL,185,3,12,13,52,11,1,20,38
LOS ANGELES,9000805A,3431,59,N,1143,POLLING PLACE,94,2,11,3,20,4,2,14,8
LOS ANGELES,9000805A,3431,59,N,0,VBM PORTION,58,3,1,0,17,5,2,13,7
LOS ANGELES,9000805A,3431,59,N,1143,TOTAL,152,5,12,3,37,9,4,27,15
LOS ANGELES,9000810A,6185,88,Y,0,POLLING PLACE,0,0,0,0,0,0,0,0,0
LOS ANGELES,9000810A,6185,88,Y,0,VBM PORTION,0,0,0,0,0,0,0,0,0
LOS ANGELES,9000810A,6185,88,Y,0,TOTAL,0,0,0,0,0,0,0,0,0
LOS ANGELES,9000831B,3440,56,N,572,POLLING PLACE,55,1,1,4,5,2,1,7,20
LOS ANGELES,9000831B,3440,56,N,0,VBM PORTION,39,0,2,5,5,1,0,4,12
LOS ANGELES,9000831B,3440,56,N,572,TOTAL,94,1,3,9,10,3,1,11,32
LOS ANGELES,9000837B,3444,50,N,1136,POLLING PLACE,56,4,3,4,17,3,1,10,8
LOS ANGELES,9000837B,3444,50,N,0,VBM PORTION,87,4,14,3,17,4,2,8,24
LOS ANGELES,9000837B,3444,50,N,1136,TOTAL,143,8,17,7,34,7,3,18,32
LOS ANGELES,9000838B,3445,81,N,924,POLLING PLACE,86,2,3,7,25,6,2,14,23
LOS ANGELES,9000838B,3445,81,N,0,VBM PORTION,63,0,3,5,21,4,2,3,12
LOS ANGELES,9000838B,3445,81,N,924,TOTAL,149,2,6,12,46,10,4,17,35
LOS ANGELES,9000841A,3446,63,N,734,POLLING PLACE,105,1,4,1,44,6,3,10,18
LOS ANGELES,9000841A,3446,63,N,0,VBM PORTION,69,0,5,0,18,0,2,11,19
LOS ANGELES,9000841A,3446,63,N,734,TOTAL,174,1,9,1,62,6,5,21,37
LOS ANGELES,9000844A,3449,41,N,1419,POLLING PLACE,70,7,8,5,13,2,2,12,7
LOS ANGELES,9000844A,3449,41,N,0,VBM PORTION,82,7,8,3,21,7,1,12,10
LOS ANGELES,9000844A,3449,41,N,1419,TOTAL,152,14,16,8,34,9,3,24,17
LOS ANGELES,9000852A,3451,41,N,1015,POLLING PLACE,133,5,2,0,47,4,3,22,32
LOS ANGELES,9000852A,3451,41,N,0,VBM PORTION,83,4,0,0,39,2,1,20,11
LOS ANGELES,9000852A,3451,41,N,1015,TOTAL,216,9,2,0,86,6,4,42,43
LOS ANGELES,9000874A,3456,41,N,1109,POLLING PLACE,71,5,1,0,23,4,1,15,17
LOS ANGELES,9000874A,3456,41,N,0,VBM PORTION,59,2,5,0,15,1,0,12,14
LOS ANGELES,9000874A,3456,41,N,1109,TOTAL,130,7,6,0,38,5,1,27,31
LOS ANGELES,9000879A,3457,45,N,1030,POLLING PLACE,112,0,1,0,55,5,2,18,20
LOS ANGELES,9000879A,3457,45,N,0,VBM PORTION,107,2,4,1,43,6,2,13,22
LOS ANGELES,9000879A,3457,45,N,1030,TOTAL,219,2,5,1,98,11,4,31,42
LOS ANGELES,9000894A,3462,41,N,1347,POLLING PLACE,72,6,6,1,23,2,1,8,14
LOS ANGELES,9000894A,3462,41,N,0,VBM PORTION,52,7,4,1,11,3,0,3,6
LOS ANGELES,9000894A,3462,41,N,1347,TOTAL,124,13,10,2,34,5,1,11,20
LOS ANGELES,9000920A,3475,50,N,1173,POLLING PLACE,100,2,2,2,33,10,3,20,22
LOS ANGELES,9000920A,3475,50,N,0,VBM PORTION,84,1,3,1,28,3,2,12,20
LOS ANGELES,9000920A,3475,50,N,1173,TOTAL,184,3,5,3,61,13,5,32,42
LOS ANGELES,9000932A,3480,81,N,863,POLLING PLACE,44,1,4,0,11,2,0,8,7
LOS ANGELES,9000932A,3480,81,N,0,VBM PORTION,46,1,1,0,12,2,1,8,12
LOS ANGELES,9000932A,3480,81,N,863,TOTAL,90,2,5,0,23,4,1,16,19
LOS ANGELES,9000951A,3488,65,N,885,POLLING PLACE,81,1,0,3,32,2,0,18,16
LOS ANGELES,9000951A,3488,65,N,0,VBM PORTION,96,0,4,4,24,1,2,17,27
LOS ANGELES,9000951A,3488,65,N,885,TOTAL,177,1,4,7,56,3,2,35,43
LOS ANGELES,9000956A,3490,65,N,938,POLLING PLACE,69,2,1,2,26,3,1,23,6
LOS ANGELES,9000956A,3490,65,N,0,VBM PORTION,107,0,2,5,42,2,3,18,20
LOS ANGELES,9000956A,3490,65,N,938,TOTAL,176,2,3,7,68,5,4,41,26
LOS ANGELES,9000964A,3492,41,N,801,POLLING PLACE,43,6,3,0,14,1,1,5,2
LOS ANGELES,9000964A,3492,41,N,0,VBM PORTION,30,2,8,0,10,3,1,0,4
LOS ANGELES,9000964A,3492,41,N,801,TOTAL,73,8,11,0,24,4,2,5,6
LOS ANGELES,9000987A,3500,63,N,626,POLLING PLACE,70,1,2,8,21,2,1,11,15
LOS ANGELES,9000987A,3500,63,N,0,VBM PORTION,74,2,4,3,19,1,1,7,26
LOS ANGELES,9000987A,3500,63,N,626,TOTAL,144,3,6,11,40,3,2,18,41
LOS ANGELES,9000988B,3501,63,N,829,POLLING PLACE,38,0,2,3,17,1,0,3,7
LOS ANGELES,9000988B,3501,63,N,0,VBM PORTION,65,0,6,2,23,2,1,6,11
LOS ANGELES,9000988B,3501,63,N,829,TOTAL,103,0,8,5,40,3,1,9,18
LOS ANGELES,9000990A,3503,63,N,1145,POLLING PLACE,104,3,2,1,44,2,2,7,30
LOS ANGELES,9000990A,3503,63,N,0,VBM PORTION,71,0,8,0,22,3,1,9,13
LOS ANGELES,9000990A,3503,63,N,1145,TOTAL,175,3,10,1,66,5,3,16,43
LOS ANGELES,9000998A,3506,15,N,1016,POLLING PLACE,53,12,3,0,11,1,0,9,11
LOS ANGELES,9000998A,3506,15,N,0,VBM PORTION,57,13,4,3,10,0,0,3,21
LOS ANGELES,9000998A,3506,15,N,1016,TOTAL,110,25,7,3,21,1,0,12,32
LOS ANGELES,9001002B,3511,63,N,1221,POLLING PLACE,107,1,0,4,41,1,4,16,27
LOS ANGELES,9001002B,3511,63,N,0,VBM PORTION,128,0,11,4,46,2,1,12,31
LOS ANGELES,9001002B,3511,63,N,1221,TOTAL,235,1,11,8,87,3,5,28,58
LOS ANGELES,9001015D,3516,63,N,1193,POLLING PLACE,103,3,4,7,23,8,0,20,30
LOS ANGELES,9001015D,3516,63,N,0,VBM PORTION,97,0,7,0,38,3,5,10,23
LOS ANGELES,9001015D,3516,63,N,1193,TOTAL,200,3,11,7,61,11,5,30,53
LOS ANGELES,9001016A,3517,63,N,1141,POLLING PLACE,97,1,2,2,23,4,4,12,29
LOS ANGELES,9001016A,3517,63,N,0,VBM PORTION,85,4,7,3,23,3,2,9,18
LOS ANGELES,9001016A,3517,63,N,1141,TOTAL,182,5,9,5,46,7,6,21,47
LOS ANGELES,9001019A,3518,56,N,773,POLLING PLACE,62,0,4,2,20,2,3,5,17
LOS ANGELES,9001019A,3518,56,N,0,VBM PORTION,87,1,8,3,22,2,0,11,21
LOS ANGELES,9001019A,3518,56,N,773,TOTAL,149,1,12,5,42,4,3,16,38
LOS ANGELES,9001019B,3519,56,N,668,POLLING PLACE,83,2,2,5,24,4,2,14,23
LOS ANGELES,9001019B,3519,56,N,0,VBM PORTION,92,1,6,2,28,1,0,15,22
LOS ANGELES,9001019B,3519,56,N,668,TOTAL,175,3,8,7,52,5,2,29,45
LOS ANGELES,9001021A,3520,56,N,877,POLLING PLACE,92,1,2,4,23,4,0,17,26
LOS ANGELES,9001021A,3520,56,N,0,VBM PORTION,83,0,5,1,25,3,1,6,25
LOS ANGELES,9001021A,3520,56,N,877,TOTAL,175,1,7,5,48,7,1,23,51
LOS ANGELES,9001021B,3521,56,N,553,POLLING PLACE,56,0,1,1,18,1,0,15,7
LOS ANGELES,9001021B,3521,56,N,0,VBM PORTION,69,0,3,5,30,3,0,10,11
LOS ANGELES,9001021B,3521,56,N,553,TOTAL,125,0,4,6,48,4,0,25,18
LOS ANGELES,9001027A,3525,56,N,574,POLLING PLACE,62,0,2,2,24,0,5,4,20
LOS ANGELES,9001027A,3525,56,N,0,VBM PORTION,84,0,7,2,35,4,0,8,14
LOS ANGELES,9001027A,3525,56,N,574,TOTAL,146,0,9,4,59,4,5,12,34
LOS ANGELES,9001036B,3528,56,N,989,POLLING PLACE,125,0,7,7,32,1,1,20,34
LOS ANGELES,9001036B,3528,56,N,0,VBM PORTION,140,1,3,3,50,3,1,19,32
LOS ANGELES,9001036B,3528,56,N,989,TOTAL,265,1,10,10,82,4,2,39,66
LOS ANGELES,9001037A,3529,56,N,776,POLLING PLACE,108,2,5,6,26,0,4,15,32
LOS ANGELES,9001037A,3529,56,N,0,VBM PORTION,89,1,4,1,30,2,1,13,24
LOS ANGELES,9001037A,3529,56,N,776,TOTAL,197,3,9,7,56,2,5,28,56
LOS ANGELES,9001037B,3530,56,N,912,POLLING PLACE,117,2,3,9,36,1,0,20,32
LOS ANGELES,9001037B,3530,56,N,0,VBM PORTION,122,2,0,7,24,3,3,12,41
LOS ANGELES,9001037B,3530,56,N,912,TOTAL,239,4,3,16,60,4,3,32,73
LOS ANGELES,9001039A,3531,56,N,1301,POLLING PLACE,164,4,2,4,60,3,1,30,33
LOS ANGELES,9001039A,3531,56,N,0,VBM PORTION,158,1,2,8,52,3,3,22,47
LOS ANGELES,9001039A,3531,56,N,1301,TOTAL,322,5,4,12,112,6,4,52,80
LOS ANGELES,9001041A,3532,56,N,765,POLLING PLACE,115,2,5,4,45,1,2,21,19
LOS ANGELES,9001041A,3532,56,N,0,VBM PORTION,88,0,5,0,41,5,0,14,15
LOS ANGELES,9001041A,3532,56,N,765,TOTAL,203,2,10,4,86,6,2,35,34
LOS ANGELES,9001044A,3534,56,N,1240,POLLING PLACE,152,3,7,7,48,2,1,21,39
LOS ANGELES,9001044A,3534,56,N,0,VBM PORTION,159,0,5,8,40,0,2,26,48
LOS ANGELES,9001044A,3534,56,N,1240,TOTAL,311,3,12,15,88,2,3,47,87
LOS ANGELES,9001049A,3538,56,N,907,POLLING PLACE,81,0,4,5,25,2,0,19,13
LOS ANGELES,9001049A,3538,56,N,0,VBM PORTION,109,1,2,4,36,2,0,17,30
LOS ANGELES,9001049A,3538,56,N,907,TOTAL,190,1,6,9,61,4,0,36,43
LOS ANGELES,9001050A,3539,15,N,1200,POLLING PLACE,72,16,7,1,13,3,1,6,17
LOS ANGELES,9001050A,3539,15,N,0,VBM PORTION,44,8,4,1,11,1,1,2,16
LOS ANGELES,9001050A,3539,15,N,1200,TOTAL,116,24,11,2,24,4,2,8,33
LOS ANGELES,9001052C,3540,63,N,1216,POLLING PLACE,163,7,8,2,69,2,3,26,33
LOS ANGELES,9001052C,3540,63,N,0,VBM PORTION,103,1,3,5,28,2,5,15,24
LOS ANGELES,9001052C,3540,63,N,1216,TOTAL,266,8,11,7,97,4,8,41,57
LOS ANGELES,9001060A,3542,56,N,869,POLLING PLACE,107,2,3,4,31,1,0,20,31
LOS ANGELES,9001060A,3542,56,N,0,VBM PORTION,101,0,2,1,28,4,1,15,26
LOS ANGELES,9001060A,3542,56,N,869,TOTAL,208,2,5,5,59,5,1,35,57
LOS ANGELES,9001063A,3544,63,N,1220,POLLING PLACE,102,1,3,3,42,0,3,20,21
LOS ANGELES,9001063A,3544,63,N,0,VBM PORTION,104,4,10,3,25,5,6,16,19
LOS ANGELES,9001063A,3544,63,N,1220,TOTAL,206,5,13,6,67,5,9,36,40
LOS ANGELES,9001064A,3545,59,N,1069,POLLING PLACE,65,13,4,1,13,4,0,9,10
LOS ANGELES,9001064A,3545,59,N,0,VBM PORTION,35,4,4,1,6,1,2,4,7
LOS ANGELES,9001064A,3545,59,N,1069,TOTAL,100,17,8,2,19,5,2,13,17
LOS ANGELES,9001065A,3546,15,N,931,POLLING PLACE,50,5,2,0,13,2,0,6,20
LOS ANGELES,9001065A,3546,15,N,0,VBM PORTION,63,2,10,1,14,6,1,3,16
LOS ANGELES,9001065A,3546,15,N,931,TOTAL,113,7,12,1,27,8,1,9,36
LOS ANGELES,9001070A,3548,56,N,839,POLLING PLACE,68,1,1,8,23,1,1,9,15
LOS ANGELES,9001070A,3548,56,N,0,VBM PORTION,109,1,2,7,21,1,0,16,33
LOS ANGELES,9001070A,3548,56,N,839,TOTAL,177,2,3,15,44,2,1,25,48
LOS ANGELES,9001073A,3549,56,N,527,POLLING PLACE,56,1,0,2,31,1,1,6,12
LOS ANGELES,9001073A,3549,56,N,0,VBM PORTION,90,2,3,4,38,1,0,8,16
LOS ANGELES,9001073A,3549,56,N,527,TOTAL,146,3,3,6,69,2,1,14,28
LOS ANGELES,9001073B,3550,56,N,1075,POLLING PLACE,114,0,4,4,38,0,0,15,42
LOS ANGELES,9001073B,3550,56,N,0,VBM PORTION,184,0,6,14,66,0,1,32,43
LOS ANGELES,9001073B,3550,56,N,1075,TOTAL,298,0,10,18,104,0,1,47,85
LOS ANGELES,9001074A,3551,56,N,1025,POLLING PLACE,99,1,1,2,35,0,1,12,36
LOS ANGELES,9001074A,3551,56,N,0,VBM PORTION,156,1,4,5,61,3,1,20,28
LOS ANGELES,9001074A,3551,56,N,1025,TOTAL,255,2,5,7,96,3,2,32,64
LOS ANGELES,9001077A,3552,15,N,1152,POLLING PLACE,61,10,2,0,14,1,0,4,18
LOS ANGELES,9001077A,3552,15,N,0,VBM PORTION,54,7,0,1,15,4,0,11,12
LOS ANGELES,9001077A,3552,15,N,1152,TOTAL,115,17,2,1,29,5,0,15,30
LOS ANGELES,9001080A,3553,63,N,1262,POLLING PLACE,171,4,1,5,62,1,3,24,46
LOS ANGELES,9001080A,3553,63,N,0,VBM PORTION,162,0,7,5,56,2,1,32,33
LOS ANGELES,9001080A,3553,63,N,1262,TOTAL,333,4,8,10,118,3,4,56,79
LOS ANGELES,9001083A,3555,63,N,868,POLLING PLACE,99,6,2,5,31,3,4,14,24
LOS ANGELES,9001083A,3555,63,N,0,VBM PORTION,75,1,3,1,27,4,1,5,20
LOS ANGELES,9001083A,3555,63,N,868,TOTAL,174,7,5,6,58,7,5,19,44
LOS ANGELES,9001084A,3556,63,N,1189,POLLING PLACE,73,1,1,3,34,3,0,4,20
LOS ANGELES,9001084A,3556,63,N,0,VBM PORTION,96,6,11,6,28,4,3,11,16
LOS ANGELES,9001084A,3556,63,N,1189,TOTAL,169,7,12,9,62,7,3,15,36
LOS ANGELES,9001085B,3557,63,N,1091,POLLING PLACE,89,2,5,3,26,4,1,16,19
LOS ANGELES,9001085B,3557,63,N,0,VBM PORTION,84,0,3,0,21,3,2,13,22
LOS ANGELES,9001085B,3557,63,N,1091,TOTAL,173,2,8,3,47,7,3,29,41
LOS ANGELES,9001090A,3558,56,N,1136,POLLING PLACE,92,0,1,7,33,3,1,13,25
LOS ANGELES,9001090A,3558,56,N,0,VBM PORTION,103,2,6,4,29,2,2,15,30
LOS ANGELES,9001090A,3558,56,N,1136,TOTAL,195,2,7,11,62,5,3,28,55
LOS ANGELES,9001091B,3559,56,N,1131,POLLING PLACE,110,4,7,3,41,2,3,13,24
LOS ANGELES,9001091B,3559,56,N,0,VBM PORTION,125,1,5,2,43,3,0,13,31
LOS ANGELES,9001091B,3559,56,N,1131,TOTAL,235,5,12,5,84,5,3,26,55
LOS ANGELES,9001092A,3560,63,N,1171,POLLING PLACE,104,0,5,5,36,1,1,19,24
LOS ANGELES,9001092A,3560,63,N,0,VBM PORTION,65,2,5,2,16,2,1,3,21
LOS ANGELES,9001092A,3560,63,N,1171,TOTAL,169,2,10,7,52,3,2,22,45
LOS ANGELES,9001094C,3561,63,N,1179,POLLING PLACE,124,3,3,0,58,7,0,16,22
LOS ANGELES,9001094C,3561,63,N,0,VBM PORTION,104,1,4,8,39,2,0,12,21
LOS ANGELES,9001094C,3561,63,N,1179,TOTAL,228,4,7,8,97,9,0,28,43
LOS ANGELES,9001095A,3562,63,N,1280,POLLING PLACE,124,2,4,1,38,3,3,18,29
LOS ANGELES,9001095A,3562,63,N,0,VBM PORTION,120,0,7,6,43,3,0,8,24
LOS ANGELES,9001095A,3562,63,N,1280,TOTAL,244,2,11,7,81,6,3,26,53
LOS ANGELES,9001099A,3564,63,N,581,POLLING PLACE,44,0,2,0,8,1,0,17,11
LOS ANGELES,9001099A,3564,63,N,0,VBM PORTION,85,0,4,2,28,3,0,17,26
LOS ANGELES,9001099A,3564,63,N,581,TOTAL,129,0,6,2,36,4,0,34,37
LOS ANGELES,9001100A,3565,82,N,741,POLLING PLACE,118,1,2,1,38,4,0,24,23
LOS ANGELES,9001100A,3565,82,N,0,VBM PORTION,85,0,5,2,14,0,1,23,24
LOS ANGELES,9001100A,3565,82,N,741,TOTAL,203,1,7,3,52,4,1,47,47
LOS ANGELES,9001103A,3566,63,N,1106,POLLING PLACE,149,2,2,5,54,1,6,21,36
LOS ANGELES,9001103A,3566,63,N,0,VBM PORTION,187,3,5,1,60,1,1,20,54
LOS ANGELES,9001103A,3566,63,N,1106,TOTAL,336,5,7,6,114,2,7,41,90
LOS ANGELES,9001109A,3568,63,N,1157,POLLING PLACE,129,0,2,8,52,2,3,12,37
LOS ANGELES,9001109A,3568,63,N,0,VBM PORTION,118,1,2,8,26,6,1,20,36
LOS ANGELES,9001109A,3568,63,N,1157,TOTAL,247,1,4,16,78,8,4,32,73
LOS ANGELES,9001113A,3570,63,N,1109,POLLING PLACE,126,1,6,0,42,3,1,14,47
LOS ANGELES,9001113A,3570,63,N,0,VBM PORTION,109,0,7,1,43,3,2,7,31
LOS ANGELES,9001113A,3570,63,N,1109,TOTAL,235,1,13,1,85,6,3,21,78
LOS ANGELES,9001120A,3572,63,N,1312,POLLING PLACE,91,4,7,3,34,5,0,15,17
LOS ANGELES,9001120A,3572,63,N,0,VBM PORTION,107,2,7,1,31,2,3,9,31
LOS ANGELES,9001120A,3572,63,N,1312,TOTAL,198,6,14,4,65,7,3,24,48
LOS ANGELES,9001121A,3573,63,N,1148,POLLING PLACE,88,3,6,1,36,2,0,13,17
LOS ANGELES,9001121A,3573,63,N,0,VBM PORTION,54,0,2,0,16,1,1,9,14
LOS ANGELES,9001121A,3573,63,N,1148,TOTAL,142,3,8,1,52,3,1,22,31
LOS ANGELES,9001122A,3574,63,N,896,POLLING PLACE,122,1,2,0,48,2,3,15,33
LOS ANGELES,9001122A,3574,63,N,0,VBM PORTION,99,2,6,2,43,4,2,8,18
LOS ANGELES,9001122A,3574,63,N,896,TOTAL,221,3,8,2,91,6,5,23,51
LOS ANGELES,9001126A,3575,63,N,1225,POLLING PLACE,90,2,1,0,22,7,3,20,20
LOS ANGELES,9001126A,3575,63,N,0,VBM PORTION,90,1,7,4,23,5,1,10,25
LOS ANGELES,9001126A,3575,63,N,1225,TOTAL,180,3,8,4,45,12,4,30,45
LOS ANGELES,9001131A,3578,63,N,965,POLLING PLACE,150,0,3,0,60,1,3,17,26
LOS ANGELES,9001131A,3578,63,N,0,VBM PORTION,95,1,9,0,28,1,2,21,23
LOS ANGELES,9001131A,3578,63,N,965,TOTAL,245,1,12,0,88,2,5,38,49
LOS ANGELES,9001133A,3579,63,N,964,POLLING PLACE,139,0,5,5,49,4,2,23,31
LOS ANGELES,9001133A,3579,63,N,0,VBM PORTION,100,0,6,0,22,1,1,22,25
LOS ANGELES,9001133A,3579,63,N,964,TOTAL,239,0,11,5,71,5,3,45,56
LOS ANGELES,9001134A,3580,63,N,1138,POLLING PLACE,195,1,7,7,68,3,2,31,56
LOS ANGELES,9001134A,3580,63,N,0,VBM PORTION,158,1,3,3,79,4,0,14,34
LOS ANGELES,9001134A,3580,63,N,1138,TOTAL,353,2,10,10,147,7,2,45,90
LOS ANGELES,9001152A,3583,63,N,1004,POLLING PLACE,71,1,3,4,16,5,3,12,18
LOS ANGELES,9001152A,3583,63,N,0,VBM PORTION,50,3,6,1,10,1,3,6,10
LOS ANGELES,9001152A,3583,63,N,1004,TOTAL,121,4,9,5,26,6,6,18,28
LOS ANGELES,9001157A,3584,63,N,1004,POLLING PLACE,128,5,7,6,43,4,2,24,25
LOS ANGELES,9001157A,3584,63,N,0,VBM PORTION,90,2,4,0,26,2,4,20,20
LOS ANGELES,9001157A,3584,63,N,1004,TOTAL,218,7,11,6,69,6,6,44,45
LOS ANGELES,9001158A,3585,63,N,1141,POLLING PLACE,70,0,3,1,24,1,0,12,14
LOS ANGELES,9001158A,3585,63,N,0,VBM PORTION,83,1,3,5,22,1,2,13,26
LOS ANGELES,9001158A,3585,63,N,1141,TOTAL,153,1,6,6,46,2,2,25,40
LOS ANGELES,9001164A,3587,63,N,945,POLLING PLACE,164,2,7,1,64,2,3,29,42
LOS ANGELES,9001164A,3587,63,N,0,VBM PORTION,82,1,5,2,32,0,0,7,21
LOS ANGELES,9001164A,3587,63,N,945,TOTAL,246,3,12,3,96,2,3,36,63
LOS ANGELES,9001167A,3589,63,N,1275,POLLING PLACE,78,4,5,1,23,2,1,16,18
LOS ANGELES,9001167A,3589,63,N,0,VBM PORTION,68,0,4,0,13,4,0,2,28
LOS ANGELES,9001167A,3589,63,N,1275,TOTAL,146,4,9,1,36,6,1,18,46
LOS ANGELES,9001173A,3590,63,N,1342,POLLING PLACE,108,2,6,1,44,2,5,16,24
LOS ANGELES,9001173A,3590,63,N,0,VBM PORTION,112,0,7,2,37,3,3,24,18
LOS ANGELES,9001173A,3590,63,N,1342,TOTAL,220,2,13,3,81,5,8,40,42
LOS ANGELES,9001174A,3591,63,N,762,POLLING PLACE,85,1,2,1,31,2,3,10,22
LOS ANGELES,9001174A,3591,63,N,0,VBM PORTION,140,0,7,3,55,1,5,23,20
LOS ANGELES,9001174A,3591,63,N,762,TOTAL,225,1,9,4,86,3,8,33,42
LOS ANGELES,9001176B,3593,63,N,487,POLLING PLACE,87,1,4,0,37,5,4,18,16
LOS ANGELES,9001176B,3593,63,N,0,VBM PORTION,62,2,4,0,22,0,3,7,11
LOS ANGELES,9001176B,3593,63,N,487,TOTAL,149,3,8,0,59,5,7,25,27
LOS ANGELES,9001177D,3594,63,N,666,POLLING PLACE,73,2,0,3,34,4,0,11,11
LOS ANGELES,9001177D,3594,63,N,0,VBM PORTION,104,0,1,1,37,1,0,18,30
LOS ANGELES,9001177D,3594,63,N,666,TOTAL,177,2,1,4,71,5,0,29,41
LOS ANGELES,9001178A,3595,63,N,543,POLLING PLACE,56,1,1,1,20,1,0,9,16
LOS ANGELES,9001178A,3595,63,N,0,VBM PORTION,52,1,1,2,14,3,0,11,9
LOS ANGELES,9001178A,3595,63,N,543,TOTAL,108,2,2,3,34,4,0,20,25
LOS ANGELES,9001180A,3596,65,N,980,POLLING PLACE,110,5,2,1,40,4,3,21,20
LOS ANGELES,9001180A,3596,65,N,0,VBM PORTION,74,1,4,0,21,0,1,16,16
LOS ANGELES,9001180A,3596,65,N,980,TOTAL,184,6,6,1,61,4,4,37,36
LOS ANGELES,9001184A,3598,43,N,1038,POLLING PLACE,99,0,1,2,35,5,3,32,14
LOS ANGELES,9001184A,3598,43,N,0,VBM PORTION,143,0,5,4,55,6,1,27,34
LOS ANGELES,9001184A,3598,43,N,1038,TOTAL,242,0,6,6,90,11,4,59,48
LOS ANGELES,9001187A,3599,63,N,1212,POLLING PLACE,134,3,1,10,38,0,4,22,29
LOS ANGELES,9001187A,3599,63,N,0,VBM PORTION,139,0,4,1,45,2,0,20,46
LOS ANGELES,9001187A,3599,63,N,1212,TOTAL,273,3,5,11,83,2,4,42,75
LOS ANGELES,9001190D,3602,83,N,994,POLLING PLACE,98,2,4,9,31,1,1,11,26
LOS ANGELES,9001190D,3602,83,N,0,VBM PORTION,112,2,4,1,20,8,2,16,41
LOS ANGELES,9001190D,3602,83,N,994,TOTAL,210,4,8,10,51,9,3,27,67
LOS ANGELES,9001191A,3603,43,N,1246,POLLING PLACE,156,10,2,2,73,1,4,23,24
LOS ANGELES,9001191A,3603,43,N,0,VBM PORTION,116,3,3,2,33,9,1,21,25
LOS ANGELES,9001191A,3603,43,N,1246,TOTAL,272,13,5,4,106,10,5,44,49
LOS ANGELES,9001195C,3604,81,N,944,POLLING PLACE,83,4,4,0,21,3,3,21,18
LOS ANGELES,9001195C,3604,81,N,0,VBM PORTION,37,4,1,0,10,1,0,8,4
LOS ANGELES,9001195C,3604,81,N,944,TOTAL,120,8,5,0,31,4,3,29,22
LOS ANGELES,9001196A,3605,81,N,858,POLLING PLACE,87,3,2,2,40,2,1,11,18
LOS ANGELES,9001196A,3605,81,N,0,VBM PORTION,68,0,4,0,24,3,1,14,10
LOS ANGELES,9001196A,3605,81,N,858,TOTAL,155,3,6,2,64,5,2,25,28
LOS ANGELES,9001200A,3606,65,N,675,POLLING PLACE,82,2,1,2,24,3,3,23,19
LOS ANGELES,9001200A,3606,65,N,0,VBM PORTION,60,1,3,1,20,0,1,13,11
LOS ANGELES,9001200A,3606,65,N,675,TOTAL,142,3,4,3,44,3,4,36,30
LOS ANGELES,9001203A,3607,65,N,1299,POLLING PLACE,128,2,1,2,51,4,5,21,31
LOS ANGELES,9001203A,3607,65,N,0,VBM PORTION,152,2,6,4,52,3,2,29,27
LOS ANGELES,9001203A,3607,65,N,1299,TOTAL,280,4,7,6,103,7,7,50,58
LOS ANGELES,9001207A,3608,65,N,967,POLLING PLACE,159,2,3,0,48,3,6,40,39
LOS ANGELES,9001207A,3608,65,N,0,VBM PORTION,131,1,0,4,47,0,8,32,15
LOS ANGELES,9001207A,3608,65,N,967,TOTAL,290,3,3,4,95,3,14,72,54
LOS ANGELES,9001212A,3610,82,N,1114,POLLING PLACE,207,2,0,2,76,3,8,36,57
LOS ANGELES,9001212A,3610,82,N,0,VBM PORTION,112,2,4,1,33,1,2,24,31
LOS ANGELES,9001212A,3610,82,N,1114,TOTAL,319,4,4,3,109,4,10,60,88
LOS ANGELES,9001218A,3611,82,N,1017,POLLING PLACE,80,1,1,3,23,2,0,18,22
LOS ANGELES,9001218A,3611,82,N,0,VBM PORTION,169,0,5,4,49,2,0,33,42
LOS ANGELES,9001218A,3611,82,N,1017,TOTAL,249,1,6,7,72,4,0,51,64
LOS ANGELES,9001219A,3612,82,N,809,POLLING PLACE,119,0,1,4,32,4,1,21,40
LOS ANGELES,9001219A,3612,82,N,0,VBM PORTION,119,0,1,4,34,3,0,17,39
LOS ANGELES,9001219A,3612,82,N,809,TOTAL,238,0,2,8,66,7,1,38,79
LOS ANGELES,9001220C,3613,109,N,1060,POLLING PLACE,101,1,5,3,37,1,1,17,22
LOS ANGELES,9001220C,3613,109,N,0,VBM PORTION,128,2,5,0,44,7,0,26,20
LOS ANGELES,9001220C,3613,109,N,1060,TOTAL,229,3,10,3,81,8,1,43,42
LOS ANGELES,9001224C,3614,81,N,871,POLLING PLACE,66,0,4,3,26,4,1,11,10
LOS ANGELES,9001224C,3614,81,N,0,VBM PORTION,105,1,1,0,30,2,0,22,22
LOS ANGELES,9001224C,3614,81,N,871,TOTAL,171,1,5,3,56,6,1,33,32
