INCIDENT NUMBER,INCIDENT TYPE,INCIDENT DATE,INCIDENT LOCATION,CITY,STATE,ZIP,REPORTING DISTRICT,GEO_LOCATION,# OF PERSONS,PERSON RACE,DECEASED,WOUNDED,DEPUTY GENDER,DEPUTY RACE,DEPUTY AGE,YEARS OF SERVICE,DEPUTY ASSIGNED UNIT,DEPUTY ASSIGNED UNIT NAME,INVOLVED IN PREVIOUS SHOOTINGS,# OF PREVIOUS SHOOTINGS,DISTRICT ATTORNEY ACTION,TRAINING,WEAPON INVOLVED CATEGORY,WEAPON INVOLVED CATEGORY DESC,APPROX_LATITUDE,APPROX_LONGITUDE
1000510,HIT SHOOTING INCIDENT,12/31/2014 05:00:00 PM,100 WEST COMPTON BLVD,COMPTON,CA,90220,2814,"100 WEST COMPTON BLVD
COMPTON, CA 90220
(33.895891, -118.224837)",1,HISPANIC,Y,,M,HISPANIC,35,13,COM,COMPTON STN,N,,PENDING,,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.895891,-118.224837
1000481,NON-HIT SHOOTING INCIDENT,04/12/2014 09:50:00 PM,6000 6TH ST AND SCHOOL AVE,LOS ANGELES,CA,90022,0287,"6000 6TH ST AND SCHOOL AVE
LOS ANGELES, CA 90022
(34.02163033089235938466, -118.14077009956585543488)",1,HISPANIC,,,M,HISPANIC,49,7,ELA,EAST LA STN,N,,,N,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",34.021630330892359,-118.140770099565855
1000345,HIT SHOOTING INCIDENT,03/10/2011 08:35:00 PM,3300 FAIRMAN ST,LAKEWOOD,CA,90723,1323,"3300 FAIRMAN ST
LAKEWOOD, CA 90723
(33.841764, -118.153149)",1,BLACK,,Y,M,HISPANIC,26,5,LKD,LAKEWOOD STN,N,,LEGALLY JUSTIFIED,N,A-4,"FIREARM:  Perception shooting, Suspect actions and/or other info suggest suspect was armed, Firearm not seen/not recovered",33.841764,-118.153149
1000356,HIT SHOOTING INCIDENT,07/21/2011 09:50:00 PM,7300 SALT LAKE AVENUE,BELL GARDENS,CA,90201,0261,"7300 SALT LAKE AVENUE
BELL GARDENS, CA 90201
(33.970632, -118.201978)",1,HISPANIC,,Y,M,HISPANIC,25,5,ELA,EAST LA STN,N,,LEGALLY JUSTIFIED,Y,A-3,"FIREARM:  Suspect may have been armed,  Deputy saw firearm but not recovered",33.970632,-118.201978
1000481,NON-HIT SHOOTING INCIDENT,04/12/2014 09:50:00 PM,6000 6TH ST AND SCHOOL AVE,LOS ANGELES,CA,90022,0287,"6000 6TH ST AND SCHOOL AVE
LOS ANGELES, CA 90022
(34.02163033089235938466, -118.14077009956585543488)",1,HISPANIC,,,M,HISPANIC,34,8,ELA,EAST LA STN,N,,,N,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",34.021630330892359,-118.140770099565855
1000411,HIT SHOOTING INCIDENT,08/03/2012 06:00:00 PM,38500 LARKIN AVENUE,PALMDALE,CA,93550,2611,"38500 LARKIN AVENUE
PALMDALE, CA 93550
(34.582596, -118.121879)",1,HISPANIC,Y,,M,HISPANIC,30,6,PLM,PALMDALE STN,N,,LEGALLY JUSTIFIED,N,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",34.582596,-118.121879
1000321,NON-HIT SHOOTING INCIDENT,10/22/2010 09:02:00 AM,800 W. 136TH STREET,COMPTON,CA,90222,2812,"800 W. 136TH STREET
COMPTON, CA 90222
(33.907991, -118.239173)",1,BLACK,,,M,WHITE,37,6,COM,COMPTON STN,N,,,N,B-2,"WEAPON - OTHER:  Suspect armed, Suspect used weapon to assault deputy",33.907991,-118.239173
1000360,HIT SHOOTING INCIDENT,08/20/2011 08:30:00 PM,1400 SOUTH DOWNEY ROAD,LOS ANGELES,CA,90063,0278,"1400 SOUTH DOWNEY ROAD
LOS ANGELES, CA 90063
(34.014597, -118.180012)",1,HISPANIC,Y,,M,HISPANIC,34,12,ELA,EAST LA STN,Y,1,LEGALLY JUSTIFIED,Y,A-1,"FIREARM:  Suspect armed,  Firearm recovered",34.014597,-118.180012
1000485,HIT SHOOTING INCIDENT,04/25/2014 11:06:00 PM,3800 56TH STREET,MAYWOOD,CA,90270,0250,"3800 56TH STREET
MAYWOOD, CA 90270
(33.991214, -118.196155)",1,HISPANIC,Y,,M,HISPANIC,27,7,ELA,EAST LA STN,N,,LEGALLY JUSTIFIED,N,B-1,"WEAPON - OTHER:  Suspect armed, Weapon recovered",33.991214,-118.196155
1000439,HIT SHOOTING INCIDENT,04/29/2013 10:20:00 AM,500 FAIR VIEW AVENUE,LOS ANGELES,CA,90022,0286,"500 FAIR VIEW AVENUE
LOS ANGELES, CA 90022
(34.053313, -118.220551)",1,HISPANIC,Y,,M,WHITE,45,24,SEB,SPECIAL ENFORCEMENT BUR,Y,1,LEGALLY JUSTIFIED,N,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",34.053313,-118.220551
1000441,HIT SHOOTING INCIDENT,05/18/2013 09:12:00 PM,6100 MIRAMONTE BLVD,LOS ANGELES,CA,90001,2171,"6100 MIRAMONTE BLVD
LOS ANGELES, CA 90001
(33.984765, -118.245342)",1,BLACK,Y,,M,WHITE,38,11,CEN,CENTURY STN,N,,LEGALLY JUSTIFIED,N,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.984765,-118.245342
1000501,HIT SHOOTING INCIDENT,10/27/2014 04:10:00 PM,14400 DOWNEY AVE,PARAMOUNT,CA,90723,1365,"14400 DOWNEY AVE
PARAMOUNT, CA 90723
(33.902299, -118.151397)",1,HISPANIC,Y,,M,HISPANIC,30,7,LKD,LAKEWOOD STN,N,,LEGALLY JUSTIFIED,,A-4,"FIREARM:  Perception shooting, Suspect actions and/or other info suggest suspect was armed, Firearm not seen/not recovered",33.902299,-118.151397
1000456,HIT SHOOTING INCIDENT,09/10/2013 01:30:00 AM,4000 ALMANZA LANE AND MILLER AVENUE,EAST LOS ANGELES,CA,90063,0272,"4000 ALMANZA LANE AND MILLER AVENUE
EAST LOS ANGELES, CA 90063
(34.05272684942028420774, -118.17838558142339697124)",1,HISPANIC,Y,,M,WHITE,50,19,COP,COPS BUREAU,Y,6,LEGALLY JUSTIFIED,N,A-1,"FIREARM:  Suspect armed,  Firearm recovered",34.052726849420284,-118.178385581423397
1000512,HIT SHOOTING INCIDENT,01/24/2015 08:54:00 PM,3900 DENNION STREET,LOS ANGELES,CA,90022,0278,"3900 DENNION STREET
LOS ANGELES, CA 90022
(34.02061094023686153021, -118.19119472488842805974)",1,HISPANIC,,Y,M,HISPANIC,46,24,OSS,OPERATION SAFE STREETS BUREAU,Y,2,PENDING,,A-1,"FIREARM:  Suspect armed,  Firearm recovered",34.020610940236862,-118.191194724888428
1000477,HIT SHOOTING INCIDENT,01/26/2014 11:11:00 PM,2400 EAST 126TH STREET,COMPTON,CA,90222,2138,"2400 EAST 126TH STREET
COMPTON, CA 90222
(33.91802, -118.229482)",1,HISPANIC,,Y,M,HISPANIC,33,8,CEN,CENTURY STN,N,,LEGALLY JUSTIFIED,N,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.91802,-118.229482
1000479,HIT SHOOTING INCIDENT,02/14/2014 12:20:00 PM,1100 E. PACIFIC COAST HIGHWAY,LONG BEACH,CA,90806,1399,"1100 E. PACIFIC COAST HIGHWAY
LONG BEACH, CA 90806
(33.78985, -118.178393)",1,HISPANIC,,Y,M,WHITE,44,23,MCB,MAJOR CRIMES BUREAU,Y,4,LEGALLY JUSTIFIED,N,B-2,"WEAPON - OTHER:  Suspect armed, Suspect used weapon to assault deputy",33.78985,-118.178393
1000467,HIT SHOOTING INCIDENT,10/29/2013 12:01:00 AM,3900 WEST CENTURY BLVD,INGLEWOOD,CA,90303,0399,"3900 WEST CENTURY BLVD
INGLEWOOD, CA 90303
(33.945462, -118.342009)",1,BLACK,Y,,M,HISPANIC,31,7,SLA,SOUTH LOS ANGELES STATION,N,,PENDING,,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.945462,-118.342009
1000421,HIT SHOOTING INCIDENT,10/24/2012 06:18:00 PM,1600 E SAN LUIS STREET,COMPTON,CA,90221,2826,"1600 E SAN LUIS STREET
COMPTON, CA 90221
(33.896898, -118.205425)",2,"BLACK,BLACK",,Y,M,WHITE,39,8,COM,COMPTON STN,Y,1,LEGALLY JUSTIFIED,N,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.896898,-118.205425
1000417,HIT SHOOTING INCIDENT,09/08/2012 07:17:00 PM,2200 LONG BEACH BOULEVARD,COMPTON,CA,90221,2824,"2200 LONG BEACH BOULEVARD
COMPTON, CA 90221
(33.911105, -118.208963)",1,HISPANIC,,Y,M,HISPANIC,32,11,COM,COMPTON STN,Y,1,LEGALLY JUSTIFIED,N,D-1,NO SUSPECT FIREAM/OTHER WEAPON involved in the Incident,33.911105,-118.208963
1000399,HIT SHOOTING INCIDENT,05/05/2012 11:37:00 PM,39600 167TH STREET,PALMDALE,CA,93591,1197,"39600 167TH STREET
PALMDALE, CA 93591
(34.601522, -117.832055)",1,WHITE,,Y,M,WHITE,25,5,LCS,LANCASTER STN,N,,LEGALLY JUSTIFIED,N,A-1,"FIREARM:  Suspect armed,  Firearm recovered",34.601522,-117.832055
1000443,HIT SHOOTING INCIDENT,04/09/2013 01:49:00 AM,4000 AGNES AVENUE,LYNWOOD,CA,90262,2117,"4000 AGNES AVENUE
LYNWOOD, CA 90262
(33.916646, -118.199703)",1,HISPANIC,Y,,M,HISPANIC,37,8,CEN,CENTURY STN,N,,LEGALLY JUSTIFIED,N,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.916646,-118.199703
1000340,HIT SHOOTING INCIDENT,02/14/2011 08:15:00 PM,SUNOL DRIVE AND BOSWELL PLACE,LOS ANGELES,CA,90063,0278,"SUNOL DRIVE AND BOSWELL PLACE
LOS ANGELES, CA 90063
(34.01766998786855915704, -118.17897601662108047213)",1,HISPANIC,,Y,M,HISPANIC,33,13,ELA,EAST LA STN,N,,LEGALLY JUSTIFIED,N,A-3,"FIREARM:  Suspect may have been armed,  Deputy saw firearm but not recovered",34.017669987868559,-118.17897601662108
1000490,HIT SHOOTING INCIDENT,06/25/2014 05:05:00 PM,BEAR VALLEY ROAD AND  CENTRAL ROAD,APPLE VALLEY,CA,92308,3199,"BEAR VALLEY ROAD AND CENTRAL ROAD
APPLE VALLEY, CA 92308
(34.471554, -117.172646)",1,HISPANIC,Y,,M,WHITE,36,13,MCB,MAJOR CRIMES BUREAU,N,,LEGALLY JUSTIFIED,,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",34.471554,-117.172646
1000444,HIT SHOOTING INCIDENT,05/23/2013 07:28:00 PM,1600 EAST PALMER STREET,COMPTON,CA,90221,2826,"1600 EAST PALMER STREET
COMPTON, CA 90221
(33.898527, -118.205139)",1,BLACK,Y,,M,HISPANIC,35,7,COM,COMPTON STN,N,,LEGALLY JUSTIFIED,N,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.898527,-118.205139
1000290,NON-HIT SHOOTING INCIDENT,02/10/2010 09:45:00 PM,1300 WEST 139TH STREET,COMPTON,CA,90222,2812,"1300 WEST 139TH STREET
COMPTON, CA 90222
(33.90574174912721183816, -118.25189214720193997677)",1,HISPANIC,,Y,M,BLACK,31,10,COM,COMPTON STN,N,,,N,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.905741749127212,-118.25189214720194
1000338,HIT SHOOTING INCIDENT,02/05/2011 09:56:00 PM,3200 THOMAS AVENUE,PALMDALE,CA,93550,2603,"3200 THOMAS AVENUE
PALMDALE, CA 93550
(34.550873, -118.071451)",1,BLACK,,Y,M,WHITE,36,12,PLM,PALMDALE STN,Y,1,LEGALLY JUSTIFIED,N,A-4,"FIREARM:  Perception shooting, Suspect actions and/or other info suggest suspect was armed, Firearm not seen/not recovered",34.550873,-118.071451
1000439,HIT SHOOTING INCIDENT,04/29/2013 10:20:00 AM,500 FAIR VIEW AVENUE,LOS ANGELES,CA,90022,0286,"500 FAIR VIEW AVENUE
LOS ANGELES, CA 90022
(34.053313, -118.220551)",1,HISPANIC,Y,,M,HISPANIC,33,8,ELA,EAST LA STN,N,,LEGALLY JUSTIFIED,N,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",34.053313,-118.220551
1000373,HIT SHOOTING INCIDENT,01/04/2012 03:28:00 PM,9300 E. VALLEY BLVD,ROSEMEAD,CA,91770,0530,"9300 E. VALLEY BLVD
ROSEMEAD, CA 91770
(34.081073, -118.066791)",1,ASIAN-PACIFIC-ISL,Y,,M,WHITE,37,17,TEM,TEMPLE CITY STN,N,,LEGALLY JUSTIFIED,Y,B-1,"WEAPON - OTHER:  Suspect armed, Weapon recovered",34.081073,-118.066791
1000660,HIT SHOOTING INCIDENT,12/20/2015 02:58:00 AM,37900 47TH STREET EAST,PALMDALE,CA,93552,2607,"37900 47TH STREET EAST
PALMDALE, CA 93552
(34.570664, -118.045023)",1,BLACK,Y,,M,WHITE,28,8,PLM,PALMDALE STN,N,,PENDING,,C-1,STRUGGLE OVER DEPUTY WEAPON:  Suspect attempted to disarm deputy,34.570664,-118.045023
1000388,HIT SHOOTING INCIDENT,03/07/2012 02:49:00 PM,10300 LOU DILLON AVENUE,LOS ANGELES,CA,90059,2199,"10300 LOU DILLON AVENUE
LOS ANGELES, CA 90059
(33.943123, -118.234839)",1,HISPANIC,Y,,M,HISPANIC,29,5,OSS,OPERATION SAFE STREETS BUREAU,Y,2,LEGALLY JUSTIFIED,N,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.943123,-118.234839
1000397,NON-HIT SHOOTING INCIDENT,03/16/2012 08:49:00 AM,8600 GRAHAM AVENUE,LOS ANGELES,CA,90001,2174,"8600 GRAHAM AVENUE
LOS ANGELES, CA 90001
(33.960158, -118.243073)",1,BLACK,,,M,FILIPINO,45,14,COP,COPS BUREAU,N,,,Y,D-1,NO SUSPECT FIREAM/OTHER WEAPON involved in the Incident,33.960158,-118.243073
1000325,HIT SHOOTING INCIDENT,10/27/2010 09:37:00 AM,4500 ABBOTT ROAD,LYNWOOD,CA,90262,2113,"4500 ABBOTT ROAD
LYNWOOD, CA 90262
(33.934969, -118.193581)",1,HISPANIC,,Y,M,HISPANIC,39,11,CEN,CENTURY STN,N,,LEGALLY JUSTIFIED,N,A-4,"FIREARM:  Perception shooting, Suspect actions and/or other info suggest suspect was armed, Firearm not seen/not recovered",33.934969,-118.193581
1000490,HIT SHOOTING INCIDENT,06/25/2014 05:05:00 PM,BEAR VALLEY ROAD AND  CENTRAL ROAD,APPLE VALLEY,CA,92308,3199,"BEAR VALLEY ROAD AND CENTRAL ROAD
APPLE VALLEY, CA 92308
(34.471554, -117.172646)",1,HISPANIC,Y,,M,WHITE,36,14,MCB,MAJOR CRIMES BUREAU,Y,1,LEGALLY JUSTIFIED,,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",34.471554,-117.172646
1000450,HIT SHOOTING INCIDENT,07/19/2013 11:43:00 AM,6800 DUCHESS DR,WHITTIER,CA,90606,1575,"6800 DUCHESS DR
WHITTIER, CA 90606
(33.982453, -118.062603)",1,WHITE,Y,,M,HISPANIC,44,18,PRV,PICO RIVERA STN,Y,1,LEGALLY JUSTIFIED,N,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.982453,-118.062603
1000431,HIT SHOOTING INCIDENT,01/10/2013 04:08:00 PM,HOLBROOK STREET AND  MORRILL AVENUE,WHITTIER,CA,90606,1575,"HOLBROOK STREET AND MORRILL AVENUE
WHITTIER, CA 90606
(33.98877699757225988157, -118.0665290074180462064)",1,HISPANIC,Y,,M,HISPANIC,46,14,PRV,PICO RIVERA STN,N,,LEGALLY JUSTIFIED,Y,B-1,"WEAPON - OTHER:  Suspect armed, Weapon recovered",33.98877699757226,-118.066529007418046
1000436,HIT SHOOTING INCIDENT,04/26/2013 11:42:00 AM,11400 S VERMONT AVE,LOS ANGELES,CA,90044,0378,"11400 S VERMONT AVE
LOS ANGELES, CA 90044
(33.930622, -118.291581)",1,BLACK,Y,,M,ASIAN-PACIFIC-ISL,31,10,SLA,SOUTH LOS ANGELES STATION,N,,LEGALLY JUSTIFIED,,B-2,"WEAPON - OTHER:  Suspect armed, Suspect used weapon to assault deputy",33.930622,-118.291581
1000435,HIT SHOOTING INCIDENT,04/20/2013 08:30:00 PM,9600 ATLANTIC AVENUE,SOUTH GATE,CA,90280,2199,"9600 ATLANTIC AVENUE
SOUTH GATE, CA 90280
(33.944978, -118.180758)",1,HISPANIC,,Y,M,HISPANIC,31,8,CEN,CENTURY STN,N,,LEGALLY JUSTIFIED,Y,A-4,"FIREARM:  Perception shooting, Suspect actions and/or other info suggest suspect was armed, Firearm not seen/not recovered",33.944978,-118.180758
1000366,HIT SHOOTING INCIDENT,11/29/2011 03:36:00 AM,11700 ELMCROFT AVENUE,NORWALK,CA,90650,0451,"11700 ELMCROFT AVENUE
NORWALK, CA 90650
(33.925936, -118.095671)",1,HISPANIC,,Y,M,HISPANIC,29,6,NWK,NORWALK REGIONAL STN,N,,LEGALLY JUSTIFIED,N,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.925936,-118.095671
1000518,HIT SHOOTING INCIDENT,03/13/2015 05:25:00 PM,900 WEST 43RD STREET,LOS ANGELES,CA,90037,0371,"900 WEST 43RD STREET
LOS ANGELES, CA 90037
(34.00549, -118.289087)",1,HISPANIC,,Y,M,HISPANIC,37,9,SLA,SOUTH LOS ANGELES STATION,N,,PENDING,,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",34.00549,-118.289087
1000505,HIT SHOOTING INCIDENT,11/07/2014 03:48:00 AM,44200 RANCHO VISTA BLVD,PALMDALE,CA,93551,2617,"44200 RANCHO VISTA BLVD
PALMDALE, CA 93551
(34.623568, -118.218742)",1,WHITE,Y,,M,WHITE,26,7,PLM,PALMDALE STN,N,,PENDING,,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",34.623568,-118.218742
1000403,NON-HIT SHOOTING INCIDENT,05/25/2012 04:50:00 AM,1200 RONAN AVENUE,WILMINGTON,CA,90744,3199,"1200 RONAN AVENUE
WILMINGTON, CA 90744
(33.786534, -118.272592)",2,"BLACK,HISPANIC",,,M,WHITE,47,23,SEB,SPECIAL ENFORCEMENT BUR,N,,,N,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.786534,-118.272592
1000490,HIT SHOOTING INCIDENT,06/25/2014 05:05:00 PM,BEAR VALLEY ROAD AND  CENTRAL ROAD,APPLE VALLEY,CA,92308,3199,"BEAR VALLEY ROAD AND CENTRAL ROAD
APPLE VALLEY, CA 92308
(34.471554, -117.172646)",1,HISPANIC,Y,,M,BLACK,53,32,MCB,MAJOR CRIMES BUREAU,Y,1,LEGALLY JUSTIFIED,,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",34.471554,-117.172646
1000463,HIT SHOOTING INCIDENT,10/12/2013 04:06:00 PM,FOSTER ROAD AND FAIRFORD AVENUE,NORWALK,CA,90650,0453,"FOSTER ROAD AND FAIRFORD AVENUE
NORWALK, CA 90650
(33.909747, -118.09492)",1,HISPANIC,,Y,M,HISPANIC,38,12,NWK,NORWALK REGIONAL STN,Y,1,LEGALLY JUSTIFIED,N,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.909747,-118.09492
1000467,HIT SHOOTING INCIDENT,10/29/2013 12:01:00 AM,3900 WEST CENTURY BLVD,INGLEWOOD,CA,90303,0399,"3900 WEST CENTURY BLVD
INGLEWOOD, CA 90303
(33.945462, -118.342009)",1,BLACK,Y,,F,HISPANIC,31,6,SLA,SOUTH LOS ANGELES STATION,N,,PENDING,,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.945462,-118.342009
1000375,NON-HIT SHOOTING INCIDENT,01/10/2012 03:11:00 AM,HOXIE AVENUE 105 FWY ENTRANCE,NORWALK,CA,90650,0453,"HOXIE AVENUE 105 FWY ENTRANCE
NORWALK, CA 90650
(33.914059, -118.102426)",1,HISPANIC,,,M,HISPANIC,34,4,NWK,NORWALK REGIONAL STN,Y,2,,Y,A-3,"FIREARM:  Suspect may have been armed,  Deputy saw firearm but not recovered",33.914059,-118.102426
1000516,HIT SHOOTING INCIDENT,03/03/2015 03:30:00 PM,12400 215TH STREET,LAKEWOOD,CA,90711,1328,"12400 215TH STREET
LAKEWOOD, CA 90711
(33.833696, -118.067747)",1,HISPANIC,,Y,M,HISPANIC,30,8,LKD,LAKEWOOD STN,N,,PENDING,,B-1,"WEAPON - OTHER:  Suspect armed, Weapon recovered",33.833696,-118.067747
1000431,HIT SHOOTING INCIDENT,01/10/2013 04:08:00 PM,HOLBROOK STREET AND  MORRILL AVENUE,WHITTIER,CA,90606,1575,"HOLBROOK STREET AND MORRILL AVENUE
WHITTIER, CA 90606
(33.98877699757225988157, -118.0665290074180462064)",1,HISPANIC,Y,,M,HISPANIC,36,13,PRV,PICO RIVERA STN,N,,LEGALLY JUSTIFIED,Y,B-1,"WEAPON - OTHER:  Suspect armed, Weapon recovered",33.98877699757226,-118.066529007418046
1000332,NON-HIT SHOOTING INCIDENT,12/01/2010 07:22:00 PM,1700 WILMINGTON BLVD,WILMINGTON,CA,90744,1628,"1700 WILMINGTON BLVD
WILMINGTON, CA 90744
(33.796885, -118.275242)",1,HISPANIC,,,M,WHITE,33,11,CSN,CARSON STN,N,,,N,A-4,"FIREARM:  Perception shooting, Suspect actions and/or other info suggest suspect was armed, Firearm not seen/not recovered",33.796885,-118.275242
1000531,HIT SHOOTING INCIDENT,07/06/2015 10:45:00 AM,5500 ADENMOOR AVENUE,LAKEWOOD,CA,90713,1321,"5500 ADENMOOR AVENUE
LAKEWOOD, CA 90713
(33.856293, -118.124029)",1,WHITE,Y,,M,WHITE,31,9,LKD,LAKEWOOD STN,N,,PENDING,,B-2,"WEAPON - OTHER:  Suspect armed, Suspect used weapon to assault deputy",33.856293,-118.124029
1000340,HIT SHOOTING INCIDENT,02/14/2011 08:15:00 PM,SUNOL DRIVE AND BOSWELL PLACE,LOS ANGELES,CA,90063,0278,"SUNOL DRIVE AND BOSWELL PLACE
LOS ANGELES, CA 90063
(34.01766998786855915704, -118.17897601662108047213)",1,HISPANIC,,Y,M,HISPANIC,38,12,ELA,EAST LA STN,N,,LEGALLY JUSTIFIED,N,A-3,"FIREARM:  Suspect may have been armed,  Deputy saw firearm but not recovered",34.017669987868559,-118.17897601662108
1000473,HIT SHOOTING INCIDENT,12/29/2013 01:20:00 AM,2500 EL TORO ROAD,MONROVIA,CA,91010,0583,"2500 EL TORO ROAD
MONROVIA, CA 91010
(34.119987, -117.992453)",2,"HISPANIC,HISPANIC",,Y,M,HISPANIC,34,15,OSS,OPERATION SAFE STREETS BUREAU,N,,LEGALLY JUSTIFIED,N,A-1,"FIREARM:  Suspect armed,  Firearm recovered",34.119987,-117.992453
1000427,HIT SHOOTING INCIDENT,11/23/2012 11:08:00 AM,1600 E 118TH PLACE,LOS ANGELES,CA,90059,2131,"1600 E 118TH PLACE
LOS ANGELES, CA 90059
(33.925162, -118.246416)",1,BLACK,,Y,M,BLACK,28,8,CEN,CENTURY STN,Y,2,LEGALLY JUSTIFIED,N,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.925162,-118.246416
1000370,HIT SHOOTING INCIDENT,12/17/2011 04:57:00 AM,400 SOLANO AVENUE,LOS ANGELES,CA,90012,6891,"400 SOLANO AVENUE
LOS ANGELES, CA 90012
(34.070999, -118.230158)",1,HISPANIC,Y,,M,HISPANIC,49,17,TSB,TRANSIT SERVICES BUREAU,N,,LEGALLY JUSTIFIED,N,A-1,"FIREARM:  Suspect armed,  Firearm recovered",34.070999,-118.230158
1000404,HIT SHOOTING INCIDENT,01/21/2013 04:59:00 AM,98TH STREET AND HARVARD BL,LOS ANGELES,CA,90047,0374,"98TH STREET AND HARVARD BL
LOS ANGELES, CA 90047
(33.94679698972650721613, -118.30679698825920141203)",1,BLACK,,Y,M,WHITE,28,7,SLA,SOUTH LOS ANGELES STATION,N,,LEGALLY JUSTIFIED,Y,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.946796989726507,-118.306796988259201
1000534,NON-HIT SHOOTING INCIDENT,07/31/2015 09:15:00 PM,700 WEST LAUREL STREET,COMPTON,CA,90220,2835,"700 WEST LAUREL STREET
COMPTON, CA 90220
(33.892863, -118.236222)",1,HISPANIC,,,M,HISPANIC,33,10,COM,COMPTON STN,Y,1,,Y,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.892863,-118.236222
1000347,HIT SHOOTING INCIDENT,03/26/2011 01:55:00 AM,200 SOUTH ROSEMEAD BOULEVARD,PASADENA,CA,91107,0590,"200 SOUTH ROSEMEAD BOULEVARD
PASADENA, CA 91107
(34.142774, -118.073242)",2,"WHITE,WHITE",,Y,M,HISPANIC,42,6,TEM,TEMPLE CITY STN,N,,LEGALLY JUSTIFIED,N,D-1,NO SUSPECT FIREAM/OTHER WEAPON involved in the Incident,34.142774,-118.073242
1000384,HIT SHOOTING INCIDENT,02/22/2012 09:38:00 PM,6500 ROSEMEAD BLVD,PICO RIVERA,CA,90660,1515,"6500 ROSEMEAD BLVD
PICO RIVERA, CA 90660
(33.986923, -118.094032)",1,HISPANIC,,Y,F,HISPANIC,32,11,PRV,PICO RIVERA STN,N,,LEGALLY JUSTIFIED,N,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.986923,-118.094032
1000651,HIT SHOOTING INCIDENT,10/02/2015 11:30:00 PM,13400 CROSSROADS PARKWAY NORTH,CITY OF INDUSTRY,CA,91746,1410,"13400 CROSSROADS PARKWAY NORTH
CITY OF INDUSTRY, CA 91746
(34.030814, -118.006742)",1,HISPANIC,,Y,M,WHITE,29,8,IND,INDUSTRY STN,N,,,,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",34.030814,-118.006742
1000384,HIT SHOOTING INCIDENT,02/22/2012 09:38:00 PM,6500 ROSEMEAD BLVD,PICO RIVERA,CA,90660,1515,"6500 ROSEMEAD BLVD
PICO RIVERA, CA 90660
(33.986923, -118.094032)",1,HISPANIC,,Y,M,HISPANIC,40,17,PRV,PICO RIVERA STN,N,,LEGALLY JUSTIFIED,N,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.986923,-118.094032
1000365,NON-HIT SHOOTING INCIDENT,11/26/2011 11:30:00 PM,600 LE SEDA ROAD,LA PUENTE,CA,91744,1443,"600 LE SEDA ROAD
LA PUENTE, CA 91744
(34.007268, -117.898065)",1,HISPANIC,,,M,HISPANIC,34,10,COM,COMPTON STN,N,,,N,A-1,"FIREARM:  Suspect armed,  Firearm recovered",34.007268,-117.898065
1000320,NON-HIT SHOOTING INCIDENT,10/19/2010 11:34:00 PM,2900 60TH PLACE,HUNTINGTON PARK,CA,90255,0250,"2900 60TH PLACE
HUNTINGTON PARK, CA 90255
(33.986252, -118.217394)",1,HISPANIC,,,F,HISPANIC,31,9,ELA,EAST LA STN,N,,,N,A-4,"FIREARM:  Perception shooting, Suspect actions and/or other info suggest suspect was armed, Firearm not seen/not recovered",33.986252,-118.217394
1000479,HIT SHOOTING INCIDENT,02/14/2014 12:20:00 PM,1100 E. PACIFIC COAST HIGHWAY,LONG BEACH,CA,90806,1399,"1100 E. PACIFIC COAST HIGHWAY
LONG BEACH, CA 90806
(33.78985, -118.178393)",1,HISPANIC,,Y,M,WHITE,29,8,LKD,LAKEWOOD STN,Y,2,LEGALLY JUSTIFIED,N,B-2,"WEAPON - OTHER:  Suspect armed, Suspect used weapon to assault deputy",33.78985,-118.178393
