LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,NATHANIEL TSAI,CHRIS HOLDEN,
BALLOT GROUP 85,9990085A,8085,85,N,,POLLING PLACE,,,,
BALLOT GROUP 85,9990085A,8085,85,N,,VBM PORTION,,,,
BALLOT GROUP 85,9990085A,8085,85,N,,TOTAL,,,,
BALLOT GROUP 86,9990086A,8086,86,N,,POLLING PLACE,,,,
BALLOT GROUP 86,9990086A,8086,86,N,,VBM PORTION,,,,
BALLOT GROUP 86,9990086A,8086,86,N,,TOTAL,,,,
BALLOT GROUP 87,9990087A,8087,87,N,,POLLING PLACE,,,,
BALLOT GROUP 87,9990087A,8087,87,N,,VBM PORTION,,,,
BALLOT GROUP 87,9990087A,8087,87,N,,TOTAL,,,,
BALLOT GROUP 88,9990088A,8088,88,N,,POLLING PLACE,,,,
BALLOT GROUP 88,9990088A,8088,88,N,,VBM PORTION,,,,
BALLOT GROUP 88,9990088A,8088,88,N,,TOTAL,,,,
BALLOT GROUP 89,9990089A,8089,89,N,,POLLING PLACE,,,,
BALLOT GROUP 89,9990089A,8089,89,N,,VBM PORTION,,,,
BALLOT GROUP 89,9990089A,8089,89,N,,TOTAL,,,,
BALLOT GROUP 90,9990090A,8090,90,N,,POLLING PLACE,,,,
BALLOT GROUP 90,9990090A,8090,90,N,,VBM PORTION,,,,
BALLOT GROUP 90,9990090A,8090,90,N,,TOTAL,,,,
BALLOT GROUP 91,9990091A,8091,91,N,,POLLING PLACE,,,,
BALLOT GROUP 91,9990091A,8091,91,N,,VBM PORTION,,,,
BALLOT GROUP 91,9990091A,8091,91,N,,TOTAL,,,,
BALLOT GROUP 92,9990092A,8092,92,N,,POLLING PLACE,,,,
BALLOT GROUP 92,9990092A,8092,92,N,,VBM PORTION,,,,
BALLOT GROUP 92,9990092A,8092,92,N,,TOTAL,,,,
BALLOT GROUP 93,9990093A,8093,93,N,,POLLING PLACE,,,,
BALLOT GROUP 93,9990093A,8093,93,N,,VBM PORTION,,,,
BALLOT GROUP 93,9990093A,8093,93,N,,TOTAL,,,,
