LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,JOHN CHIANG,GREG CONLON,
LOS ANGELES,9002952A,4306,214,N,1157,POLLING PLACE,159,126,18,
LOS ANGELES,9002952A,4306,214,N,,VBM PORTION,63,41,18,
LOS ANGELES,9002952A,4306,214,N,1157,TOTAL,222,167,36,
LOS ANGELES,9002954A,4307,228,N,1122,POLLING PLACE,193,153,27,
LOS ANGELES,9002954A,4307,228,N,,VBM PORTION,105,77,24,
LOS ANGELES,9002954A,4307,228,N,1122,TOTAL,298,230,51,
LOS ANGELES,9002968A,4308,54,N,1131,POLLING PLACE,251,102,135,
LOS ANGELES,9002968A,4308,54,N,,VBM PORTION,109,51,55,
LOS ANGELES,9002968A,4308,54,N,1131,TOTAL,360,153,190,
LOS ANGELES,9002988A,4309,59,N,1105,POLLING PLACE,170,135,25,
LOS ANGELES,9002988A,4309,59,N,,VBM PORTION,40,24,14,
LOS ANGELES,9002988A,4309,59,N,1105,TOTAL,210,159,39,
LOS ANGELES,9003029C,4310,358,N,1014,POLLING PLACE,110,95,8,
LOS ANGELES,9003029C,4310,358,N,,VBM PORTION,39,36,3,
LOS ANGELES,9003029C,4310,358,N,1014,TOTAL,149,131,11,
LOS ANGELES,9003036A,4311,228,N,827,POLLING PLACE,217,155,37,
LOS ANGELES,9003036A,4311,228,N,,VBM PORTION,57,40,14,
LOS ANGELES,9003036A,4311,228,N,827,TOTAL,274,195,51,
LOS ANGELES,9003050A,4312,228,N,750,POLLING PLACE,220,204,13,
LOS ANGELES,9003050A,4312,228,N,,VBM PORTION,41,27,9,
LOS ANGELES,9003050A,4312,228,N,750,TOTAL,261,231,22,
LOS ANGELES,9003055A,4313,54,N,1339,POLLING PLACE,381,191,170,
LOS ANGELES,9003055A,4313,54,N,,VBM PORTION,119,49,58,
LOS ANGELES,9003055A,4313,54,N,1339,TOTAL,500,240,228,
LOS ANGELES,9003072A,4314,327,N,906,POLLING PLACE,220,140,58,
LOS ANGELES,9003072A,4314,327,N,,VBM PORTION,86,52,29,
LOS ANGELES,9003072A,4314,327,N,906,TOTAL,306,192,87,
LOS ANGELES,9003077A,4315,220,N,1228,POLLING PLACE,21,17,2,
LOS ANGELES,9003077A,4315,220,N,,VBM PORTION,1,1,,
LOS ANGELES,9003077A,4315,220,N,1228,TOTAL,22,18,2,
LOS ANGELES,9003077C,4316,220,N,778,POLLING PLACE,141,94,25,
LOS ANGELES,9003077C,4316,220,N,,VBM PORTION,64,47,14,
LOS ANGELES,9003077C,4316,220,N,778,TOTAL,205,141,39,
LOS ANGELES,9003088A,4317,54,N,770,POLLING PLACE,156,78,64,
LOS ANGELES,9003088A,4317,54,N,,VBM PORTION,58,24,31,
LOS ANGELES,9003088A,4317,54,N,770,TOTAL,214,102,95,
LOS ANGELES,9003122A,4318,115,N,1187,POLLING PLACE,302,153,115,
LOS ANGELES,9003122A,4318,115,N,,VBM PORTION,136,81,49,
LOS ANGELES,9003122A,4318,115,N,1187,TOTAL,438,234,164,
LOS ANGELES,9003128A,4319,116,N,894,POLLING PLACE,206,94,96,
LOS ANGELES,9003128A,4319,116,N,,VBM PORTION,95,41,46,
LOS ANGELES,9003128A,4319,116,N,894,TOTAL,301,135,142,
LOS ANGELES,9003129A,4320,116,N,1072,POLLING PLACE,269,130,120,
LOS ANGELES,9003129A,4320,116,N,,VBM PORTION,74,38,32,
LOS ANGELES,9003129A,4320,116,N,1072,TOTAL,343,168,152,
LOS ANGELES,9003150A,4321,220,N,930,POLLING PLACE,52,33,12,
LOS ANGELES,9003150A,4321,220,N,,VBM PORTION,19,12,6,
LOS ANGELES,9003150A,4321,220,N,930,TOTAL,71,45,18,
LOS ANGELES,9003168A,4322,200,N,824,POLLING PLACE,181,153,22,
LOS ANGELES,9003168A,4322,200,N,,VBM PORTION,52,36,11,
LOS ANGELES,9003168A,4322,200,N,824,TOTAL,233,189,33,
LOS ANGELES,9003181A,4323,183,N,1052,POLLING PLACE,255,175,66,
LOS ANGELES,9003181A,4323,183,N,,VBM PORTION,92,53,36,
LOS ANGELES,9003181A,4323,183,N,1052,TOTAL,347,228,102,
LOS ANGELES,9003184A,4324,214,N,1205,POLLING PLACE,177,145,20,
LOS ANGELES,9003184A,4324,214,N,,VBM PORTION,60,48,10,
LOS ANGELES,9003184A,4324,214,N,1205,TOTAL,237,193,30,
LOS ANGELES,9003185A,4325,214,N,931,POLLING PLACE,215,149,51,
LOS ANGELES,9003185A,4325,214,N,,VBM PORTION,86,69,15,
LOS ANGELES,9003185A,4325,214,N,931,TOTAL,301,218,66,
LOS ANGELES,9003197A,4326,320,N,837,POLLING PLACE,169,113,48,
LOS ANGELES,9003197A,4326,320,N,,VBM PORTION,105,65,35,
LOS ANGELES,9003197A,4326,320,N,837,TOTAL,274,178,83,
LOS ANGELES,9003201A,4327,320,N,723,POLLING PLACE,150,137,11,
LOS ANGELES,9003201A,4327,320,N,,VBM PORTION,54,39,11,
LOS ANGELES,9003201A,4327,320,N,723,TOTAL,204,176,22,
LOS ANGELES,9003202A,4328,320,N,760,POLLING PLACE,232,190,36,
LOS ANGELES,9003202A,4328,320,N,,VBM PORTION,55,43,10,
LOS ANGELES,9003202A,4328,320,N,760,TOTAL,287,233,46,
LOS ANGELES,9003206A,4329,183,N,477,POLLING PLACE,119,45,60,
LOS ANGELES,9003206A,4329,183,N,,VBM PORTION,53,23,30,
LOS ANGELES,9003206A,4329,183,N,477,TOTAL,172,68,90,
LOS ANGELES,9003210A,4330,308,N,505,POLLING PLACE,16,13,3,
LOS ANGELES,9003210A,4330,308,N,,VBM PORTION,3,2,1,
LOS ANGELES,9003210A,4330,308,N,505,TOTAL,19,15,4,
LOS ANGELES,9003218B,4331,115,N,1280,POLLING PLACE,248,140,93,
LOS ANGELES,9003218B,4331,115,N,,VBM PORTION,143,93,41,
LOS ANGELES,9003218B,4331,115,N,1280,TOTAL,391,233,134,
LOS ANGELES,9003220A,4332,358,N,586,POLLING PLACE,91,80,3,
LOS ANGELES,9003220A,4332,358,N,,VBM PORTION,24,21,3,
LOS ANGELES,9003220A,4332,358,N,586,TOTAL,115,101,6,
LOS ANGELES,9003228A,4333,125,N,1168,POLLING PLACE,192,133,47,
LOS ANGELES,9003228A,4333,125,N,,VBM PORTION,57,35,21,
LOS ANGELES,9003228A,4333,125,N,1168,TOTAL,249,168,68,
LOS ANGELES,9003229A,4334,228,N,1083,POLLING PLACE,198,160,8,
LOS ANGELES,9003229A,4334,228,N,,VBM PORTION,70,61,6,
LOS ANGELES,9003229A,4334,228,N,1083,TOTAL,268,221,14,
LOS ANGELES,9003235A,4335,320,N,779,POLLING PLACE,145,129,8,
LOS ANGELES,9003235A,4335,320,N,,VBM PORTION,29,22,7,
LOS ANGELES,9003235A,4335,320,N,779,TOTAL,174,151,15,
LOS ANGELES,9003238A,4336,125,N,708,POLLING PLACE,137,102,24,
LOS ANGELES,9003238A,4336,125,N,,VBM PORTION,50,37,11,
LOS ANGELES,9003238A,4336,125,N,708,TOTAL,187,139,35,
LOS ANGELES,9003240A,4337,309,N,859,POLLING PLACE,169,130,14,
LOS ANGELES,9003240A,4337,309,N,,VBM PORTION,26,24,1,
LOS ANGELES,9003240A,4337,309,N,859,TOTAL,195,154,15,
LOS ANGELES,9003278A,4338,326,N,1255,POLLING PLACE,314,206,94,
LOS ANGELES,9003278A,4338,326,N,,VBM PORTION,246,131,102,
LOS ANGELES,9003278A,4338,326,N,1255,TOTAL,560,337,196,
LOS ANGELES,9003280A,4339,325,N,1040,POLLING PLACE,213,167,35,
LOS ANGELES,9003280A,4339,325,N,,VBM PORTION,68,55,8,
LOS ANGELES,9003280A,4339,325,N,1040,TOTAL,281,222,43,
LOS ANGELES,9003309A,4340,214,N,719,POLLING PLACE,108,79,11,
LOS ANGELES,9003309A,4340,214,N,,VBM PORTION,32,28,2,
LOS ANGELES,9003309A,4340,214,N,719,TOTAL,140,107,13,
LOS ANGELES,9003351A,4341,183,N,743,POLLING PLACE,165,121,29,
LOS ANGELES,9003351A,4341,183,N,,VBM PORTION,92,53,37,
LOS ANGELES,9003351A,4341,183,N,743,TOTAL,257,174,66,
LOS ANGELES,9003368A,4342,327,N,930,POLLING PLACE,301,189,100,
LOS ANGELES,9003368A,4342,327,N,,VBM PORTION,90,49,37,
LOS ANGELES,9003368A,4342,327,N,930,TOTAL,391,238,137,
LOS ANGELES,9003374A,4343,71,N,1162,POLLING PLACE,159,85,63,
LOS ANGELES,9003374A,4343,71,N,,VBM PORTION,67,45,20,
LOS ANGELES,9003374A,4343,71,N,1162,TOTAL,226,130,83,
LOS ANGELES,9003406A,4344,325,N,677,POLLING PLACE,147,113,27,
LOS ANGELES,9003406A,4344,325,N,,VBM PORTION,47,35,11,
LOS ANGELES,9003406A,4344,325,N,677,TOTAL,194,148,38,
LOS ANGELES,9003417A,4345,393,N,1006,POLLING PLACE,138,106,24,
LOS ANGELES,9003417A,4345,393,N,,VBM PORTION,28,19,6,
LOS ANGELES,9003417A,4345,393,N,1006,TOTAL,166,125,30,
LOS ANGELES,9003431A,4346,183,N,788,POLLING PLACE,164,73,66,
LOS ANGELES,9003431A,4346,183,N,,VBM PORTION,143,73,62,
LOS ANGELES,9003431A,4346,183,N,788,TOTAL,307,146,128,
LOS ANGELES,9003448A,4347,59,N,884,POLLING PLACE,105,72,29,
LOS ANGELES,9003448A,4347,59,N,,VBM PORTION,71,46,21,
LOS ANGELES,9003448A,4347,59,N,884,TOTAL,176,118,50,
LOS ANGELES,9003458B,4348,393,N,693,POLLING PLACE,67,49,10,
LOS ANGELES,9003458B,4348,393,N,,VBM PORTION,37,26,8,
LOS ANGELES,9003458B,4348,393,N,693,TOTAL,104,75,18,
LOS ANGELES,9003458C,6336,395,Y,,POLLING PLACE,,,,
LOS ANGELES,9003458C,6336,395,Y,,VBM PORTION,,,,
LOS ANGELES,9003458C,6336,395,Y,,TOTAL,,,,
LOS ANGELES,9003458D,4349,393,N,1144,POLLING PLACE,165,109,37,
LOS ANGELES,9003458D,4349,393,N,,VBM PORTION,54,41,13,
LOS ANGELES,9003458D,4349,393,N,1144,TOTAL,219,150,50,
LOS ANGELES,9003465A,4350,115,N,429,POLLING PLACE,82,53,23,
LOS ANGELES,9003465A,4350,115,N,,VBM PORTION,60,33,25,
LOS ANGELES,9003465A,4350,115,N,429,TOTAL,142,86,48,
LOS ANGELES,9003466A,4351,54,N,564,POLLING PLACE,130,74,43,
LOS ANGELES,9003466A,4351,54,N,,VBM PORTION,83,38,39,
LOS ANGELES,9003466A,4351,54,N,564,TOTAL,213,112,82,
LOS ANGELES,9003468A,4352,183,N,457,POLLING PLACE,119,81,35,
LOS ANGELES,9003468A,4352,183,N,,VBM PORTION,65,44,16,
LOS ANGELES,9003468A,4352,183,N,457,TOTAL,184,125,51,
LOS ANGELES,9003518A,4353,200,N,999,POLLING PLACE,175,137,28,
LOS ANGELES,9003518A,4353,200,N,,VBM PORTION,32,24,6,
LOS ANGELES,9003518A,4353,200,N,999,TOTAL,207,161,34,
LOS ANGELES,9003520B,4354,98,N,1046,POLLING PLACE,204,168,21,
LOS ANGELES,9003520B,4354,98,N,,VBM PORTION,59,44,10,
LOS ANGELES,9003520B,4354,98,N,1046,TOTAL,263,212,31,
LOS ANGELES,9003552A,4355,220,N,875,POLLING PLACE,47,33,12,
LOS ANGELES,9003552A,4355,220,N,,VBM PORTION,4,2,2,
LOS ANGELES,9003552A,4355,220,N,875,TOTAL,51,35,14,
LOS ANGELES,9003600A,4356,115,N,1133,POLLING PLACE,207,109,82,
LOS ANGELES,9003600A,4356,115,N,,VBM PORTION,105,50,53,
LOS ANGELES,9003600A,4356,115,N,1133,TOTAL,312,159,135,
LOS ANGELES,9003606A,4357,55,N,1160,POLLING PLACE,238,146,69,
LOS ANGELES,9003606A,4357,55,N,,VBM PORTION,88,47,39,
LOS ANGELES,9003606A,4357,55,N,1160,TOTAL,326,193,108,
LOS ANGELES,9003613A,4358,58,N,932,POLLING PLACE,196,94,89,
LOS ANGELES,9003613A,4358,58,N,,VBM PORTION,92,30,55,
LOS ANGELES,9003613A,4358,58,N,932,TOTAL,288,124,144,
LOS ANGELES,9003614A,4359,58,N,1185,POLLING PLACE,271,138,124,
LOS ANGELES,9003614A,4359,58,N,,VBM PORTION,83,45,35,
LOS ANGELES,9003614A,4359,58,N,1185,TOTAL,354,183,159,
LOS ANGELES,9003626A,4360,109,N,1318,POLLING PLACE,268,151,108,
LOS ANGELES,9003626A,4360,109,N,,VBM PORTION,145,76,63,
LOS ANGELES,9003626A,4360,109,N,1318,TOTAL,413,227,171,
LOS ANGELES,9003663A,4361,368,N,1114,POLLING PLACE,209,158,36,
LOS ANGELES,9003663A,4361,368,N,,VBM PORTION,43,25,11,
LOS ANGELES,9003663A,4361,368,N,1114,TOTAL,252,183,47,
LOS ANGELES,9003674E,4362,228,N,873,POLLING PLACE,114,88,22,
LOS ANGELES,9003674E,4362,228,N,,VBM PORTION,32,25,5,
LOS ANGELES,9003674E,4362,228,N,873,TOTAL,146,113,27,
LOS ANGELES,9003681A,4363,115,N,1196,POLLING PLACE,157,112,35,
LOS ANGELES,9003681A,4363,115,N,,VBM PORTION,120,82,27,
LOS ANGELES,9003681A,4363,115,N,1196,TOTAL,277,194,62,
LOS ANGELES,9003683A,4364,115,N,1314,POLLING PLACE,207,123,54,
LOS ANGELES,9003683A,4364,115,N,,VBM PORTION,142,101,36,
LOS ANGELES,9003683A,4364,115,N,1314,TOTAL,349,224,90,
LOS ANGELES,9003742A,4365,368,N,831,POLLING PLACE,103,81,14,
LOS ANGELES,9003742A,4365,368,N,,VBM PORTION,15,11,2,
LOS ANGELES,9003742A,4365,368,N,831,TOTAL,118,92,16,
LOS ANGELES,9003763A,4366,214,N,996,POLLING PLACE,93,77,10,
LOS ANGELES,9003763A,4366,214,N,,VBM PORTION,94,78,10,
LOS ANGELES,9003763A,4366,214,N,996,TOTAL,187,155,20,
LOS ANGELES,9003814A,4367,98,N,808,POLLING PLACE,129,108,11,
LOS ANGELES,9003814A,4367,98,N,,VBM PORTION,43,38,5,
LOS ANGELES,9003814A,4367,98,N,808,TOTAL,172,146,16,
LOS ANGELES,9003866A,4368,358,N,997,POLLING PLACE,160,135,14,
LOS ANGELES,9003866A,4368,358,N,,VBM PORTION,37,32,4,
LOS ANGELES,9003866A,4368,358,N,997,TOTAL,197,167,18,
LOS ANGELES,9003886A,4369,216,N,547,POLLING PLACE,33,27,2,
LOS ANGELES,9003886A,4369,216,N,,VBM PORTION,30,24,4,
LOS ANGELES,9003886A,4369,216,N,547,TOTAL,63,51,6,
LOS ANGELES,9003891B,4370,393,N,1130,POLLING PLACE,158,97,30,
LOS ANGELES,9003891B,4370,393,N,,VBM PORTION,66,43,21,
LOS ANGELES,9003891B,4370,393,N,1130,TOTAL,224,140,51,
LOS ANGELES,9003895A,4371,214,N,1213,POLLING PLACE,169,140,26,
LOS ANGELES,9003895A,4371,214,N,,VBM PORTION,68,55,9,
LOS ANGELES,9003895A,4371,214,N,1213,TOTAL,237,195,35,
LOS ANGELES,9003899A,4372,384,N,1440,POLLING PLACE,114,85,25,
LOS ANGELES,9003899A,4372,384,N,,VBM PORTION,105,61,37,
LOS ANGELES,9003899A,4372,384,N,1440,TOTAL,219,146,62,
LOS ANGELES,9003922A,4373,216,N,773,POLLING PLACE,12,11,,
LOS ANGELES,9003922A,4373,216,N,,VBM PORTION,11,7,4,
LOS ANGELES,9003922A,4373,216,N,773,TOTAL,23,18,4,
LOS ANGELES,9003922B,4374,216,N,360,POLLING PLACE,15,13,1,
LOS ANGELES,9003922B,4374,216,N,,VBM PORTION,13,7,6,
LOS ANGELES,9003922B,4374,216,N,360,TOTAL,28,20,7,
LOS ANGELES,9003937B,4375,200,N,993,POLLING PLACE,360,308,38,
LOS ANGELES,9003937B,4375,200,N,,VBM PORTION,73,51,15,
LOS ANGELES,9003937B,4375,200,N,993,TOTAL,433,359,53,
LOS ANGELES,9003951B,4376,216,N,810,POLLING PLACE,93,66,16,
LOS ANGELES,9003951B,4376,216,N,,VBM PORTION,49,31,14,
LOS ANGELES,9003951B,4376,216,N,810,TOTAL,142,97,30,
LOS ANGELES,9003952A,4377,214,N,884,POLLING PLACE,123,97,14,
LOS ANGELES,9003952A,4377,214,N,,VBM PORTION,45,33,8,
LOS ANGELES,9003952A,4377,214,N,884,TOTAL,168,130,22,
LOS ANGELES,9003958A,4378,186,N,1136,POLLING PLACE,256,189,42,
LOS ANGELES,9003958A,4378,186,N,,VBM PORTION,88,68,18,
LOS ANGELES,9003958A,4378,186,N,1136,TOTAL,344,257,60,
LOS ANGELES,9003969C,4379,228,N,1109,POLLING PLACE,199,162,18,
LOS ANGELES,9003969C,4379,228,N,,VBM PORTION,33,30,3,
LOS ANGELES,9003969C,4379,228,N,1109,TOTAL,232,192,21,
LOS ANGELES,9003988A,4380,198,N,848,POLLING PLACE,212,191,15,
LOS ANGELES,9003988A,4380,198,N,,VBM PORTION,39,29,7,
LOS ANGELES,9003988A,4380,198,N,848,TOTAL,251,220,22,
LOS ANGELES,9003998D,4381,59,N,394,POLLING PLACE,60,43,10,
LOS ANGELES,9003998D,4381,59,N,,VBM PORTION,18,11,7,
LOS ANGELES,9003998D,4381,59,N,394,TOTAL,78,54,17,
LOS ANGELES,9004090A,4382,200,N,841,POLLING PLACE,128,97,21,
LOS ANGELES,9004090A,4382,200,N,,VBM PORTION,21,19,2,
LOS ANGELES,9004090A,4382,200,N,841,TOTAL,149,116,23,
LOS ANGELES,9004116A,4383,327,N,894,POLLING PLACE,162,112,42,
LOS ANGELES,9004116A,4383,327,N,,VBM PORTION,59,36,20,
LOS ANGELES,9004116A,4383,327,N,894,TOTAL,221,148,62,
LOS ANGELES,9004120B,4384,214,N,486,POLLING PLACE,62,49,3,
LOS ANGELES,9004120B,4384,214,N,,VBM PORTION,6,5,1,
LOS ANGELES,9004120B,4384,214,N,486,TOTAL,68,54,4,
LOS ANGELES,9004201A,4385,121,N,869,POLLING PLACE,107,65,24,
LOS ANGELES,9004201A,4385,121,N,,VBM PORTION,54,30,22,
LOS ANGELES,9004201A,4385,121,N,869,TOTAL,161,95,46,
LOS ANGELES,9004204A,4386,121,N,1058,POLLING PLACE,112,81,23,
LOS ANGELES,9004204A,4386,121,N,,VBM PORTION,50,37,11,
LOS ANGELES,9004204A,4386,121,N,1058,TOTAL,162,118,34,
LOS ANGELES,9004210A,4387,112,N,910,POLLING PLACE,165,102,53,
LOS ANGELES,9004210A,4387,112,N,,VBM PORTION,79,41,30,
LOS ANGELES,9004210A,4387,112,N,910,TOTAL,244,143,83,
LOS ANGELES,9004212B,4388,55,N,465,POLLING PLACE,149,73,65,
LOS ANGELES,9004212B,4388,55,N,,VBM PORTION,63,24,34,
LOS ANGELES,9004212B,4388,55,N,465,TOTAL,212,97,99,
LOS ANGELES,9004215A,4389,389,N,888,POLLING PLACE,187,117,54,
LOS ANGELES,9004215A,4389,389,N,,VBM PORTION,95,57,32,
LOS ANGELES,9004215A,4389,389,N,888,TOTAL,282,174,86,
LOS ANGELES,9004216A,4390,179,N,773,POLLING PLACE,95,68,22,
LOS ANGELES,9004216A,4390,179,N,,VBM PORTION,27,21,5,
LOS ANGELES,9004216A,4390,179,N,773,TOTAL,122,89,27,
LOS ANGELES,9004217A,4391,116,N,1091,POLLING PLACE,331,162,160,
LOS ANGELES,9004217A,4391,116,N,,VBM PORTION,105,51,49,
LOS ANGELES,9004217A,4391,116,N,1091,TOTAL,436,213,209,
LOS ANGELES,9004218A,4392,226,N,699,POLLING PLACE,104,73,19,
LOS ANGELES,9004218A,4392,226,N,,VBM PORTION,59,38,16,
LOS ANGELES,9004218A,4392,226,N,699,TOTAL,163,111,35,
LOS ANGELES,9004226A,4393,55,N,1082,POLLING PLACE,156,118,26,
LOS ANGELES,9004226A,4393,55,N,,VBM PORTION,50,36,12,
LOS ANGELES,9004226A,4393,55,N,1082,TOTAL,206,154,38,
LOS ANGELES,9004229A,4394,179,N,922,POLLING PLACE,183,140,37,
LOS ANGELES,9004229A,4394,179,N,,VBM PORTION,44,30,14,
LOS ANGELES,9004229A,4394,179,N,922,TOTAL,227,170,51,
LOS ANGELES,9004230A,4395,212,N,722,POLLING PLACE,191,129,38,
LOS ANGELES,9004230A,4395,212,N,,VBM PORTION,64,51,9,
LOS ANGELES,9004230A,4395,212,N,722,TOTAL,255,180,47,
LOS ANGELES,9004232A,4396,384,N,1414,POLLING PLACE,141,87,38,
LOS ANGELES,9004232A,4396,384,N,,VBM PORTION,74,48,24,
LOS ANGELES,9004232A,4396,384,N,1414,TOTAL,215,135,62,
LOS ANGELES,9004233B,4397,393,N,1099,POLLING PLACE,125,94,28,
LOS ANGELES,9004233B,4397,393,N,,VBM PORTION,21,13,8,
LOS ANGELES,9004233B,4397,393,N,1099,TOTAL,146,107,36,
LOS ANGELES,9004234A,4398,54,N,1170,POLLING PLACE,173,89,80,
LOS ANGELES,9004234A,4398,54,N,,VBM PORTION,125,77,45,
LOS ANGELES,9004234A,4398,54,N,1170,TOTAL,298,166,125,
LOS ANGELES,9004237A,4399,99,N,1111,POLLING PLACE,316,282,24,
LOS ANGELES,9004237A,4399,99,N,,VBM PORTION,106,87,17,
LOS ANGELES,9004237A,4399,99,N,1111,TOTAL,422,369,41,
LOS ANGELES,9004239A,4400,98,N,1112,POLLING PLACE,263,226,23,
LOS ANGELES,9004239A,4400,98,N,,VBM PORTION,85,63,18,
LOS ANGELES,9004239A,4400,98,N,1112,TOTAL,348,289,41,
LOS ANGELES,9004240A,4401,115,N,1404,POLLING PLACE,209,132,59,
LOS ANGELES,9004240A,4401,115,N,,VBM PORTION,110,50,50,
LOS ANGELES,9004240A,4401,115,N,1404,TOTAL,319,182,109,
LOS ANGELES,9004245A,4402,53,N,1116,POLLING PLACE,223,115,86,
LOS ANGELES,9004245A,4402,53,N,,VBM PORTION,114,62,44,
LOS ANGELES,9004245A,4402,53,N,1116,TOTAL,337,177,130,
LOS ANGELES,9005003A,4403,214,N,815,POLLING PLACE,80,59,11,
LOS ANGELES,9005003A,4403,214,N,,VBM PORTION,96,51,14,
LOS ANGELES,9005003A,4403,214,N,815,TOTAL,176,110,25,
LOS ANGELES,9005006A,4404,214,N,1007,POLLING PLACE,208,124,27,
LOS ANGELES,9005006A,4404,214,N,,VBM PORTION,87,57,23,
LOS ANGELES,9005006A,4404,214,N,1007,TOTAL,295,181,50,
LOS ANGELES,9005007B,4405,214,N,1038,POLLING PLACE,161,127,20,
LOS ANGELES,9005007B,4405,214,N,,VBM PORTION,52,44,7,
LOS ANGELES,9005007B,4405,214,N,1038,TOTAL,213,171,27,
LOS ANGELES,9005012A,4406,214,N,1023,POLLING PLACE,121,95,20,
LOS ANGELES,9005012A,4406,214,N,,VBM PORTION,81,54,18,
LOS ANGELES,9005012A,4406,214,N,1023,TOTAL,202,149,38,
LOS ANGELES,9005014A,4407,214,N,1169,POLLING PLACE,163,126,24,
LOS ANGELES,9005014A,4407,214,N,,VBM PORTION,69,42,24,
LOS ANGELES,9005014A,4407,214,N,1169,TOTAL,232,168,48,
LOS ANGELES,9005016A,4408,214,N,1271,POLLING PLACE,139,99,27,
LOS ANGELES,9005016A,4408,214,N,,VBM PORTION,118,80,27,
LOS ANGELES,9005016A,4408,214,N,1271,TOTAL,257,179,54,
LOS ANGELES,9005022A,4409,216,N,1298,POLLING PLACE,207,159,26,
LOS ANGELES,9005022A,4409,216,N,,VBM PORTION,123,91,16,
LOS ANGELES,9005022A,4409,216,N,1298,TOTAL,330,250,42,
LOS ANGELES,9005045A,4410,385,N,1549,POLLING PLACE,127,89,31,
LOS ANGELES,9005045A,4410,385,N,,VBM PORTION,67,54,10,
LOS ANGELES,9005045A,4410,385,N,1549,TOTAL,194,143,41,
LOS ANGELES,9005105B,6337,200,Y,210,POLLING PLACE,,,,
LOS ANGELES,9005105B,6337,200,Y,,VBM PORTION,20,14,3,
LOS ANGELES,9005105B,6337,200,Y,210,TOTAL,20,14,3,
LOS ANGELES,9005107A,4411,121,N,717,POLLING PLACE,116,83,27,
LOS ANGELES,9005107A,4411,121,N,,VBM PORTION,47,35,10,
LOS ANGELES,9005107A,4411,121,N,717,TOTAL,163,118,37,
LOS ANGELES,9005113B,6338,102,Y,2,POLLING PLACE,,,,
LOS ANGELES,9005113B,6338,102,Y,,VBM PORTION,,,,
LOS ANGELES,9005113B,6338,102,Y,2,TOTAL,,,,
LOS ANGELES,9005117A,4412,102,N,1236,POLLING PLACE,243,173,42,
LOS ANGELES,9005117A,4412,102,N,,VBM PORTION,91,71,14,
LOS ANGELES,9005117A,4412,102,N,1236,TOTAL,334,244,56,
LOS ANGELES,9005118A,4413,98,N,590,POLLING PLACE,87,76,8,
LOS ANGELES,9005118A,4413,98,N,,VBM PORTION,40,32,3,
LOS ANGELES,9005118A,4413,98,N,590,TOTAL,127,108,11,
LOS ANGELES,9005124B,4414,98,N,1074,POLLING PLACE,239,204,20,
LOS ANGELES,9005124B,4414,98,N,,VBM PORTION,46,31,7,
LOS ANGELES,9005124B,4414,98,N,1074,TOTAL,285,235,27,
LOS ANGELES,9005136A,4415,125,N,822,POLLING PLACE,158,96,33,
LOS ANGELES,9005136A,4415,125,N,,VBM PORTION,52,35,13,
LOS ANGELES,9005136A,4415,125,N,822,TOTAL,210,131,46,
LOS ANGELES,9005139A,4416,125,N,1191,POLLING PLACE,248,193,48,
LOS ANGELES,9005139A,4416,125,N,,VBM PORTION,68,51,14,
LOS ANGELES,9005139A,4416,125,N,1191,TOTAL,316,244,62,
LOS ANGELES,9005140A,4417,124,N,1084,POLLING PLACE,273,201,62,
LOS ANGELES,9005140A,4417,124,N,,VBM PORTION,57,42,14,
LOS ANGELES,9005140A,4417,124,N,1084,TOTAL,330,243,76,
LOS ANGELES,9005142A,4418,125,N,1180,POLLING PLACE,351,262,75,
LOS ANGELES,9005142A,4418,125,N,,VBM PORTION,94,66,20,
LOS ANGELES,9005142A,4418,125,N,1180,TOTAL,445,328,95,
LOS ANGELES,9005145A,4419,125,N,1092,POLLING PLACE,229,173,44,
LOS ANGELES,9005145A,4419,125,N,,VBM PORTION,101,59,38,
LOS ANGELES,9005145A,4419,125,N,1092,TOTAL,330,232,82,
LOS ANGELES,9005147A,4420,124,N,883,POLLING PLACE,148,120,24,
LOS ANGELES,9005147A,4420,124,N,,VBM PORTION,39,22,16,
LOS ANGELES,9005147A,4420,124,N,883,TOTAL,187,142,40,
LOS ANGELES,9005151B,4421,124,N,775,POLLING PLACE,227,159,42,
LOS ANGELES,9005151B,4421,124,N,,VBM PORTION,51,30,19,
LOS ANGELES,9005151B,4421,124,N,775,TOTAL,278,189,61,
LOS ANGELES,9005152A,4422,125,N,1115,POLLING PLACE,216,159,48,
LOS ANGELES,9005152A,4422,125,N,,VBM PORTION,94,57,32,
LOS ANGELES,9005152A,4422,125,N,1115,TOTAL,310,216,80,
LOS ANGELES,9005155A,4423,125,N,1259,POLLING PLACE,270,194,58,
LOS ANGELES,9005155A,4423,125,N,,VBM PORTION,86,62,22,
LOS ANGELES,9005155A,4423,125,N,1259,TOTAL,356,256,80,
LOS ANGELES,9005159A,4424,125,N,1222,POLLING PLACE,292,198,79,
LOS ANGELES,9005159A,4424,125,N,,VBM PORTION,116,76,36,
LOS ANGELES,9005159A,4424,125,N,1222,TOTAL,408,274,115,
LOS ANGELES,9005187A,4425,124,N,1063,POLLING PLACE,227,166,48,
LOS ANGELES,9005187A,4425,124,N,,VBM PORTION,80,47,30,
LOS ANGELES,9005187A,4425,124,N,1063,TOTAL,307,213,78,
