LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,ED HERNANDEZ,MARC RODRIGUEZ,
ALHAMBRA,0150001A,27,150,N,914,POLLING PLACE,208,131,50,
ALHAMBRA,0150001A,27,150,N,,VBM PORTION,70,42,24,
ALHAMBRA,0150001A,27,150,N,914,TOTAL,278,173,74,
ALHAMBRA,0150003B,28,150,N,692,POLLING PLACE,128,89,26,
ALHAMBRA,0150003B,28,150,N,,VBM PORTION,46,29,16,
ALHAMBRA,0150003B,28,150,N,692,TOTAL,174,118,42,
ALHAMBRA,0150004A,29,150,N,1148,POLLING PLACE,245,150,82,
ALHAMBRA,0150004A,29,150,N,,VBM PORTION,105,55,39,
ALHAMBRA,0150004A,29,150,N,1148,TOTAL,350,205,121,
ALHAMBRA,0150005D,6016,149,Y,,POLLING PLACE,,,,
ALHAMBRA,0150005D,6016,149,Y,,VBM PORTION,,,,
ALHAMBRA,0150005D,6016,149,Y,,TOTAL,,,,
ALHAMBRA,0150005E,6017,153,Y,,POLLING PLACE,,,,
ALHAMBRA,0150005E,6017,153,Y,,VBM PORTION,,,,
ALHAMBRA,0150005E,6017,153,Y,,TOTAL,,,,
ALHAMBRA,0150007A,30,150,N,1201,POLLING PLACE,190,128,49,
ALHAMBRA,0150007A,30,150,N,,VBM PORTION,64,41,14,
ALHAMBRA,0150007A,30,150,N,1201,TOTAL,254,169,63,
ALHAMBRA,0150008A,31,150,N,1120,POLLING PLACE,180,125,45,
ALHAMBRA,0150008A,31,150,N,,VBM PORTION,62,40,13,
ALHAMBRA,0150008A,31,150,N,1120,TOTAL,242,165,58,
ALHAMBRA,0150011A,32,149,N,1247,POLLING PLACE,279,187,65,
ALHAMBRA,0150011A,32,149,N,,VBM PORTION,113,81,26,
ALHAMBRA,0150011A,32,149,N,1247,TOTAL,392,268,91,
ALHAMBRA,0150012A,33,150,N,1049,POLLING PLACE,164,128,29,
ALHAMBRA,0150012A,33,150,N,,VBM PORTION,75,39,18,
ALHAMBRA,0150012A,33,150,N,1049,TOTAL,239,167,47,
ALHAMBRA,0150014A,34,150,N,1027,POLLING PLACE,148,102,35,
ALHAMBRA,0150014A,34,150,N,,VBM PORTION,57,36,11,
ALHAMBRA,0150014A,34,150,N,1027,TOTAL,205,138,46,
ALHAMBRA,0150015A,35,150,N,883,POLLING PLACE,210,126,68,
ALHAMBRA,0150015A,35,150,N,,VBM PORTION,76,36,25,
ALHAMBRA,0150015A,35,150,N,883,TOTAL,286,162,93,
ALHAMBRA,0150016F,36,150,N,823,POLLING PLACE,176,96,67,
ALHAMBRA,0150016F,36,150,N,,VBM PORTION,73,27,32,
ALHAMBRA,0150016F,36,150,N,823,TOTAL,249,123,99,
ALHAMBRA,0150018A,37,150,N,832,POLLING PLACE,182,130,43,
ALHAMBRA,0150018A,37,150,N,,VBM PORTION,47,35,10,
ALHAMBRA,0150018A,37,150,N,832,TOTAL,229,165,53,
ALHAMBRA,0150021A,38,149,N,966,POLLING PLACE,168,104,47,
ALHAMBRA,0150021A,38,149,N,,VBM PORTION,117,67,37,
ALHAMBRA,0150021A,38,149,N,966,TOTAL,285,171,84,
ALHAMBRA,0150022A,39,150,N,859,POLLING PLACE,211,134,57,
ALHAMBRA,0150022A,39,150,N,,VBM PORTION,60,40,15,
ALHAMBRA,0150022A,39,150,N,859,TOTAL,271,174,72,
ALHAMBRA,0150023A,40,150,N,1103,POLLING PLACE,221,158,48,
ALHAMBRA,0150023A,40,150,N,,VBM PORTION,75,45,19,
ALHAMBRA,0150023A,40,150,N,1103,TOTAL,296,203,67,
ALHAMBRA,0150024A,41,150,N,660,POLLING PLACE,82,59,17,
ALHAMBRA,0150024A,41,150,N,,VBM PORTION,35,17,14,
ALHAMBRA,0150024A,41,150,N,660,TOTAL,117,76,31,
ALHAMBRA,0150025A,42,150,N,863,POLLING PLACE,122,92,24,
ALHAMBRA,0150025A,42,150,N,,VBM PORTION,71,40,13,
ALHAMBRA,0150025A,42,150,N,863,TOTAL,193,132,37,
ALHAMBRA,0150030A,43,150,N,1171,POLLING PLACE,158,107,36,
ALHAMBRA,0150030A,43,150,N,,VBM PORTION,74,45,18,
ALHAMBRA,0150030A,43,150,N,1171,TOTAL,232,152,54,
ALHAMBRA,0150032A,44,150,N,1134,POLLING PLACE,216,135,59,
ALHAMBRA,0150032A,44,150,N,,VBM PORTION,89,56,22,
ALHAMBRA,0150032A,44,150,N,1134,TOTAL,305,191,81,
ALHAMBRA,0150032B,6018,154,Y,9,POLLING PLACE,,,,
ALHAMBRA,0150032B,6018,154,Y,,VBM PORTION,3,3,,
ALHAMBRA,0150032B,6018,154,Y,9,TOTAL,3,3,,
ALHAMBRA,0150033A,45,150,N,780,POLLING PLACE,139,86,38,
ALHAMBRA,0150033A,45,150,N,,VBM PORTION,23,8,10,
ALHAMBRA,0150033A,45,150,N,780,TOTAL,162,94,48,
ALHAMBRA,0150037A,46,149,N,1026,POLLING PLACE,207,148,46,
ALHAMBRA,0150037A,46,149,N,,VBM PORTION,78,53,17,
ALHAMBRA,0150037A,46,149,N,1026,TOTAL,285,201,63,
ALHAMBRA,0150039A,47,150,N,1235,POLLING PLACE,129,95,22,
ALHAMBRA,0150039A,47,150,N,,VBM PORTION,86,52,16,
ALHAMBRA,0150039A,47,150,N,1235,TOTAL,215,147,38,
ALHAMBRA,0150041A,48,150,N,565,POLLING PLACE,116,71,35,
ALHAMBRA,0150041A,48,150,N,,VBM PORTION,37,24,9,
ALHAMBRA,0150041A,48,150,N,565,TOTAL,153,95,44,
ALHAMBRA,0150041B,49,149,N,651,POLLING PLACE,122,82,36,
ALHAMBRA,0150041B,49,149,N,,VBM PORTION,61,37,11,
ALHAMBRA,0150041B,49,149,N,651,TOTAL,183,119,47,
ALHAMBRA,0150042A,50,149,N,733,POLLING PLACE,129,79,41,
ALHAMBRA,0150042A,50,149,N,,VBM PORTION,66,37,27,
ALHAMBRA,0150042A,50,149,N,733,TOTAL,195,116,68,
ALHAMBRA,0150044D,51,149,N,664,POLLING PLACE,72,52,15,
ALHAMBRA,0150044D,51,149,N,,VBM PORTION,29,10,15,
ALHAMBRA,0150044D,51,149,N,664,TOTAL,101,62,30,
ALHAMBRA,0150045A,52,149,N,708,POLLING PLACE,96,56,35,
ALHAMBRA,0150045A,52,149,N,,VBM PORTION,49,22,18,
ALHAMBRA,0150045A,52,149,N,708,TOTAL,145,78,53,
ALHAMBRA,0150049A,53,150,N,1142,POLLING PLACE,183,112,47,
ALHAMBRA,0150049A,53,150,N,,VBM PORTION,110,62,21,
ALHAMBRA,0150049A,53,150,N,1142,TOTAL,293,174,68,
ALHAMBRA,0150051A,54,149,N,1129,POLLING PLACE,157,100,36,
ALHAMBRA,0150051A,54,149,N,,VBM PORTION,87,47,27,
ALHAMBRA,0150051A,54,149,N,1129,TOTAL,244,147,63,
ALHAMBRA,0150055A,55,149,N,893,POLLING PLACE,192,132,36,
ALHAMBRA,0150055A,55,149,N,,VBM PORTION,55,23,23,
ALHAMBRA,0150055A,55,149,N,893,TOTAL,247,155,59,
ALHAMBRA,0150056A,56,149,N,1076,POLLING PLACE,180,113,50,
ALHAMBRA,0150056A,56,149,N,,VBM PORTION,41,22,13,
ALHAMBRA,0150056A,56,149,N,1076,TOTAL,221,135,63,
ALHAMBRA,0150059B,57,149,N,951,POLLING PLACE,136,93,33,
ALHAMBRA,0150059B,57,149,N,,VBM PORTION,52,25,9,
ALHAMBRA,0150059B,57,149,N,951,TOTAL,188,118,42,
ALHAMBRA,0150063A,58,149,N,555,POLLING PLACE,68,42,17,
ALHAMBRA,0150063A,58,149,N,,VBM PORTION,40,24,5,
ALHAMBRA,0150063A,58,149,N,555,TOTAL,108,66,22,
ALHAMBRA,0150064A,59,149,N,1169,POLLING PLACE,248,190,46,
ALHAMBRA,0150064A,59,149,N,,VBM PORTION,47,28,11,
ALHAMBRA,0150064A,59,149,N,1169,TOTAL,295,218,57,
ALHAMBRA,0150067A,60,149,N,917,POLLING PLACE,179,115,47,
ALHAMBRA,0150067A,60,149,N,,VBM PORTION,83,38,29,
ALHAMBRA,0150067A,60,149,N,917,TOTAL,262,153,76,
ALHAMBRA,0150075A,61,149,N,1080,POLLING PLACE,243,145,75,
ALHAMBRA,0150075A,61,149,N,,VBM PORTION,85,44,26,
ALHAMBRA,0150075A,61,149,N,1080,TOTAL,328,189,101,
ALHAMBRA,0150079A,62,150,N,906,POLLING PLACE,110,70,30,
ALHAMBRA,0150079A,62,150,N,,VBM PORTION,148,61,55,
ALHAMBRA,0150079A,62,150,N,906,TOTAL,258,131,85,
ALHAMBRA,0150080A,63,150,N,784,POLLING PLACE,160,88,56,
ALHAMBRA,0150080A,63,150,N,,VBM PORTION,82,42,24,
ALHAMBRA,0150080A,63,150,N,784,TOTAL,242,130,80,
ARCADIA,0350001A,94,162,N,940,POLLING PLACE,219,92,104,
ARCADIA,0350001A,94,162,N,,VBM PORTION,135,54,69,
ARCADIA,0350001A,94,162,N,940,TOTAL,354,146,173,
ARCADIA,0350005A,95,162,N,1158,POLLING PLACE,178,83,84,
ARCADIA,0350005A,95,162,N,,VBM PORTION,175,59,92,
ARCADIA,0350005A,95,162,N,1158,TOTAL,353,142,176,
ARCADIA,0350007A,96,162,N,1073,POLLING PLACE,183,71,96,
ARCADIA,0350007A,96,162,N,,VBM PORTION,143,47,86,
ARCADIA,0350007A,96,162,N,1073,TOTAL,326,118,182,
ARCADIA,0350008A,97,162,N,1175,POLLING PLACE,311,121,162,
ARCADIA,0350008A,97,162,N,,VBM PORTION,148,55,72,
ARCADIA,0350008A,97,162,N,1175,TOTAL,459,176,234,
ARCADIA,0350009A,98,162,N,1364,POLLING PLACE,207,93,95,
ARCADIA,0350009A,98,162,N,,VBM PORTION,197,85,90,
ARCADIA,0350009A,98,162,N,1364,TOTAL,404,178,185,
ARCADIA,0350013A,99,162,N,1154,POLLING PLACE,231,98,106,
ARCADIA,0350013A,99,162,N,,VBM PORTION,132,54,70,
ARCADIA,0350013A,99,162,N,1154,TOTAL,363,152,176,
ARCADIA,0350018A,100,162,N,1295,POLLING PLACE,230,72,128,
ARCADIA,0350018A,100,162,N,,VBM PORTION,214,63,122,
ARCADIA,0350018A,100,162,N,1295,TOTAL,444,135,250,
ARCADIA,0350023A,101,162,N,1298,POLLING PLACE,182,86,81,
ARCADIA,0350023A,101,162,N,,VBM PORTION,137,73,53,
ARCADIA,0350023A,101,162,N,1298,TOTAL,319,159,134,
ARCADIA,0350024A,102,162,N,1324,POLLING PLACE,189,97,78,
ARCADIA,0350024A,102,162,N,,VBM PORTION,143,70,55,
ARCADIA,0350024A,102,162,N,1324,TOTAL,332,167,133,
ARCADIA,0350029B,103,162,N,1275,POLLING PLACE,210,82,103,
ARCADIA,0350029B,103,162,N,,VBM PORTION,145,34,89,
ARCADIA,0350029B,103,162,N,1275,TOTAL,355,116,192,
ARCADIA,0350030A,104,162,N,1214,POLLING PLACE,176,93,74,
ARCADIA,0350030A,104,162,N,,VBM PORTION,111,47,49,
ARCADIA,0350030A,104,162,N,1214,TOTAL,287,140,123,
ARCADIA,0350035A,105,162,N,1024,POLLING PLACE,200,74,97,
ARCADIA,0350035A,105,162,N,,VBM PORTION,115,57,49,
ARCADIA,0350035A,105,162,N,1024,TOTAL,315,131,146,
ARCADIA,0350037A,106,162,N,1139,POLLING PLACE,180,73,93,
ARCADIA,0350037A,106,162,N,,VBM PORTION,107,50,42,
ARCADIA,0350037A,106,162,N,1139,TOTAL,287,123,135,
ARCADIA,0350038A,107,162,N,1162,POLLING PLACE,214,86,95,
ARCADIA,0350038A,107,162,N,,VBM PORTION,114,42,56,
ARCADIA,0350038A,107,162,N,1162,TOTAL,328,128,151,
ARCADIA,0350042A,108,162,N,1142,POLLING PLACE,171,84,77,
ARCADIA,0350042A,108,162,N,,VBM PORTION,60,32,19,
ARCADIA,0350042A,108,162,N,1142,TOTAL,231,116,96,
ARCADIA,0350043C,109,162,N,1085,POLLING PLACE,150,87,50,
ARCADIA,0350043C,109,162,N,,VBM PORTION,85,40,31,
ARCADIA,0350043C,109,162,N,1085,TOTAL,235,127,81,
ARCADIA,0350045B,110,162,N,1254,POLLING PLACE,155,71,62,
ARCADIA,0350045B,110,162,N,,VBM PORTION,129,49,69,
ARCADIA,0350045B,110,162,N,1254,TOTAL,284,120,131,
ARCADIA,0350048A,111,162,N,1007,POLLING PLACE,183,80,75,
ARCADIA,0350048A,111,162,N,,VBM PORTION,77,22,43,
ARCADIA,0350048A,111,162,N,1007,TOTAL,260,102,118,
ARCADIA,0350054A,112,162,N,1197,POLLING PLACE,240,112,108,
ARCADIA,0350054A,112,162,N,,VBM PORTION,120,55,49,
ARCADIA,0350054A,112,162,N,1197,TOTAL,360,167,157,
ARCADIA,0350058A,113,162,N,1193,POLLING PLACE,191,89,87,
ARCADIA,0350058A,113,162,N,,VBM PORTION,107,41,48,
ARCADIA,0350058A,113,162,N,1193,TOTAL,298,130,135,
ARCADIA,0350058B,6023,157,Y,47,POLLING PLACE,,,,
ARCADIA,0350058B,6023,157,Y,,VBM PORTION,8,2,5,
ARCADIA,0350058B,6023,157,Y,47,TOTAL,8,2,5,
ARCADIA,0350062B,114,162,N,1129,POLLING PLACE,192,90,83,
ARCADIA,0350062B,114,162,N,,VBM PORTION,110,43,50,
ARCADIA,0350062B,114,162,N,1129,TOTAL,302,133,133,
ARCADIA,0350079A,115,162,N,1174,POLLING PLACE,181,85,78,
ARCADIA,0350079A,115,162,N,,VBM PORTION,115,48,49,
ARCADIA,0350079A,115,162,N,1174,TOTAL,296,133,127,
ARCADIA,0350101A,6024,158,Y,6,POLLING PLACE,,,,
ARCADIA,0350101A,6024,158,Y,,VBM PORTION,1,,1,
ARCADIA,0350101A,6024,158,Y,6,TOTAL,1,,1,
ARCADIA,0350104A,116,162,N,1235,POLLING PLACE,218,110,96,
ARCADIA,0350104A,116,162,N,,VBM PORTION,120,48,46,
ARCADIA,0350104A,116,162,N,1235,TOTAL,338,158,142,
AVOCADO HEIGHTS,0520001A,131,240,N,1062,POLLING PLACE,198,131,57,
AVOCADO HEIGHTS,0520001A,131,240,N,,VBM PORTION,75,43,27,
AVOCADO HEIGHTS,0520001A,131,240,N,1062,TOTAL,273,174,84,
AVOCADO HEIGHTS,0520002A,132,239,N,679,POLLING PLACE,132,96,28,
AVOCADO HEIGHTS,0520002A,132,239,N,,VBM PORTION,21,13,8,
AVOCADO HEIGHTS,0520002A,132,239,N,679,TOTAL,153,109,36,
AVOCADO HEIGHTS,0520004A,133,242,N,762,POLLING PLACE,150,84,53,
AVOCADO HEIGHTS,0520004A,133,242,N,,VBM PORTION,63,32,23,
AVOCADO HEIGHTS,0520004A,133,242,N,762,TOTAL,213,116,76,
AVOCADO HEIGHTS,0520005B,134,239,N,982,POLLING PLACE,,,,
AVOCADO HEIGHTS,0520005B,134,239,N,,VBM PORTION,28,19,6,
AVOCADO HEIGHTS,0520005B,134,239,N,982,TOTAL,28,19,6,
AVOCADO HEIGHTS,0520007A,135,242,N,498,POLLING PLACE,49,25,20,
AVOCADO HEIGHTS,0520007A,135,242,N,,VBM PORTION,12,8,4,
AVOCADO HEIGHTS,0520007A,135,242,N,498,TOTAL,61,33,24,
AVOCADO HEIGHTS,0520008B,136,240,N,117,POLLING PLACE,14,12,1,
AVOCADO HEIGHTS,0520008B,136,240,N,,VBM PORTION,1,,1,
AVOCADO HEIGHTS,0520008B,136,240,N,117,TOTAL,15,12,2,
AVOCADO HEIGHTS,0520009A,137,240,N,726,POLLING PLACE,144,83,57,
AVOCADO HEIGHTS,0520009A,137,240,N,,VBM PORTION,54,39,12,
AVOCADO HEIGHTS,0520009A,137,240,N,726,TOTAL,198,122,69,
AVOCADO HEIGHTS,0520009B,138,240,N,448,POLLING PLACE,82,53,24,
AVOCADO HEIGHTS,0520009B,138,240,N,,VBM PORTION,12,8,4,
AVOCADO HEIGHTS,0520009B,138,240,N,448,TOTAL,94,61,28,
AVOCADO HEIGHTS,0520010A,139,239,N,711,POLLING PLACE,114,78,32,
