LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,JACK ORSWELL,JUDY CHU,
PASADENA,5150114A,2032,85,N,1130,POLLING PLACE,213,44,166,
PASADENA,5150114A,2032,85,N,,VBM PORTION,101,18,77,
PASADENA,5150114A,2032,85,N,1130,TOTAL,314,62,243,
PASADENA,5150116A,2033,85,N,1130,POLLING PLACE,167,41,118,
PASADENA,5150116A,2033,85,N,,VBM PORTION,101,32,66,
PASADENA,5150116A,2033,85,N,1130,TOTAL,268,73,184,
PASADENA,5150118A,2034,85,N,1194,POLLING PLACE,217,46,165,
PASADENA,5150118A,2034,85,N,,VBM PORTION,114,34,63,
PASADENA,5150118A,2034,85,N,1194,TOTAL,331,80,228,
PASADENA,5150119A,2035,85,N,1270,POLLING PLACE,267,89,172,
PASADENA,5150119A,2035,85,N,,VBM PORTION,97,40,57,
PASADENA,5150119A,2035,85,N,1270,TOTAL,364,129,229,
PASADENA,5150119B,6182,82,Y,3,POLLING PLACE,,,,
PASADENA,5150119B,6182,82,Y,,VBM PORTION,,,,
PASADENA,5150119B,6182,82,Y,3,TOTAL,,,,
PASADENA,5150119C,6183,81,Y,7,POLLING PLACE,,,,
PASADENA,5150119C,6183,81,Y,,VBM PORTION,1,,1,
PASADENA,5150119C,6183,81,Y,7,TOTAL,1,,1,
PASADENA,5150120A,2036,85,N,1005,POLLING PLACE,157,30,118,
PASADENA,5150120A,2036,85,N,,VBM PORTION,81,29,49,
PASADENA,5150120A,2036,85,N,1005,TOTAL,238,59,167,
PASADENA,5150121A,2037,85,N,1008,POLLING PLACE,189,52,133,
PASADENA,5150121A,2037,85,N,,VBM PORTION,62,17,44,
PASADENA,5150121A,2037,85,N,1008,TOTAL,251,69,177,
PASADENA,5150122A,2038,85,N,1510,POLLING PLACE,363,115,230,
PASADENA,5150122A,2038,85,N,,VBM PORTION,198,70,120,
PASADENA,5150122A,2038,85,N,1510,TOTAL,561,185,350,
PASADENA,5150147A,2039,85,N,1204,POLLING PLACE,248,95,142,
PASADENA,5150147A,2039,85,N,,VBM PORTION,107,54,51,
PASADENA,5150147A,2039,85,N,1204,TOTAL,355,149,193,
PASADENA,5150156A,2040,85,N,1069,POLLING PLACE,210,48,148,
PASADENA,5150156A,2040,85,N,,VBM PORTION,95,36,55,
PASADENA,5150156A,2040,85,N,1069,TOTAL,305,84,203,
PASADENA,5150180A,2041,85,N,1326,POLLING PLACE,284,83,187,
PASADENA,5150180A,2041,85,N,,VBM PORTION,113,39,72,
PASADENA,5150180A,2041,85,N,1326,TOTAL,397,122,259,
PASADENA,5150181A,2042,85,N,908,POLLING PLACE,163,73,82,
PASADENA,5150181A,2042,85,N,,VBM PORTION,63,22,39,
PASADENA,5150181A,2042,85,N,908,TOTAL,226,95,121,
PASADENA,5150183A,2043,85,N,1001,POLLING PLACE,196,42,146,
PASADENA,5150183A,2043,85,N,,VBM PORTION,146,50,84,
PASADENA,5150183A,2043,85,N,1001,TOTAL,342,92,230,
PASADENA,5150186A,2044,85,N,822,POLLING PLACE,162,37,115,
PASADENA,5150186A,2044,85,N,,VBM PORTION,64,14,49,
PASADENA,5150186A,2044,85,N,822,TOTAL,226,51,164,
PASADENA,5150194A,2047,85,N,1214,POLLING PLACE,198,31,163,
PASADENA,5150194A,2047,85,N,,VBM PORTION,57,6,50,
PASADENA,5150194A,2047,85,N,1214,TOTAL,255,37,213,
PASADENA,5150196A,2048,85,N,754,POLLING PLACE,135,36,90,
PASADENA,5150196A,2048,85,N,,VBM PORTION,54,20,30,
PASADENA,5150196A,2048,85,N,754,TOTAL,189,56,120,
PASADENA,5150197A,2049,85,N,1244,POLLING PLACE,199,50,139,
PASADENA,5150197A,2049,85,N,,VBM PORTION,105,33,66,
PASADENA,5150197A,2049,85,N,1244,TOTAL,304,83,205,
PASADENA,5150198A,2050,85,N,1118,POLLING PLACE,216,28,160,
PASADENA,5150198A,2050,85,N,,VBM PORTION,69,14,52,
PASADENA,5150198A,2050,85,N,1118,TOTAL,285,42,212,
PASADENA,5150199A,2051,85,N,1298,POLLING PLACE,176,25,148,
PASADENA,5150199A,2051,85,N,,VBM PORTION,124,35,85,
PASADENA,5150199A,2051,85,N,1298,TOTAL,300,60,233,
PASADENA,5150199C,2052,85,N,696,POLLING PLACE,135,19,109,
PASADENA,5150199C,2052,85,N,,VBM PORTION,36,10,25,
PASADENA,5150199C,2052,85,N,696,TOTAL,171,29,134,
PASADENA,5150205A,2053,85,N,610,POLLING PLACE,114,27,80,
PASADENA,5150205A,2053,85,N,,VBM PORTION,44,16,26,
PASADENA,5150205A,2053,85,N,610,TOTAL,158,43,106,
PASADENA,5150209A,2054,85,N,1216,POLLING PLACE,229,87,130,
PASADENA,5150209A,2054,85,N,,VBM PORTION,156,66,75,
PASADENA,5150209A,2054,85,N,1216,TOTAL,385,153,205,
PASADENA,5150213A,2055,85,N,950,POLLING PLACE,149,21,119,
PASADENA,5150213A,2055,85,N,,VBM PORTION,38,7,30,
PASADENA,5150213A,2055,85,N,950,TOTAL,187,28,149,
PASADENA,5150216A,2056,85,N,1088,POLLING PLACE,203,50,140,
PASADENA,5150216A,2056,85,N,,VBM PORTION,77,20,51,
PASADENA,5150216A,2056,85,N,1088,TOTAL,280,70,191,
PEARBLOSSOM,5200003A,6184,25,Y,62,POLLING PLACE,,,,
PEARBLOSSOM,5200003A,6184,25,Y,,VBM PORTION,14,4,8,
PEARBLOSSOM,5200003A,6184,25,Y,62,TOTAL,14,4,8,
PEARBLOSSOM,5200013A,6185,25,Y,3,POLLING PLACE,,,,
PEARBLOSSOM,5200013A,6185,25,Y,,VBM PORTION,2,,2,
PEARBLOSSOM,5200013A,6185,25,Y,3,TOTAL,2,,2,
ROSEMEAD,5750001A,2241,159,N,891,POLLING PLACE,135,45,78,
ROSEMEAD,5750001A,2241,159,N,,VBM PORTION,52,16,34,
ROSEMEAD,5750001A,2241,159,N,891,TOTAL,187,61,112,
ROSEMEAD,5750003B,2242,160,N,701,POLLING PLACE,64,26,35,
ROSEMEAD,5750003B,2242,160,N,,VBM PORTION,48,11,31,
ROSEMEAD,5750003B,2242,160,N,701,TOTAL,112,37,66,
ROSEMEAD,5750006A,2243,159,N,1231,POLLING PLACE,144,43,91,
ROSEMEAD,5750006A,2243,159,N,,VBM PORTION,69,27,38,
ROSEMEAD,5750006A,2243,159,N,1231,TOTAL,213,70,129,
ROSEMEAD,5750007A,2244,159,N,704,POLLING PLACE,91,33,47,
ROSEMEAD,5750007A,2244,159,N,,VBM PORTION,57,16,33,
ROSEMEAD,5750007A,2244,159,N,704,TOTAL,148,49,80,
ROSEMEAD,5750010A,2245,159,N,1055,POLLING PLACE,126,40,77,
ROSEMEAD,5750010A,2245,159,N,,VBM PORTION,61,26,34,
ROSEMEAD,5750010A,2245,159,N,1055,TOTAL,187,66,111,
ROSEMEAD,5750012A,2246,160,N,902,POLLING PLACE,142,43,95,
ROSEMEAD,5750012A,2246,160,N,,VBM PORTION,39,16,23,
ROSEMEAD,5750012A,2246,160,N,902,TOTAL,181,59,118,
ROSEMEAD,5750014A,2247,159,N,1138,POLLING PLACE,153,43,99,
ROSEMEAD,5750014A,2247,159,N,,VBM PORTION,60,13,43,
ROSEMEAD,5750014A,2247,159,N,1138,TOTAL,213,56,142,
ROSEMEAD,5750014B,2248,160,N,461,POLLING PLACE,85,32,46,
ROSEMEAD,5750014B,2248,160,N,,VBM PORTION,20,5,13,
ROSEMEAD,5750014B,2248,160,N,461,TOTAL,105,37,59,
ROSEMEAD,5750015A,2249,151,N,1163,POLLING PLACE,99,23,70,
ROSEMEAD,5750015A,2249,151,N,,VBM PORTION,51,8,37,
ROSEMEAD,5750015A,2249,151,N,1163,TOTAL,150,31,107,
ROSEMEAD,5750015C,2250,151,N,628,POLLING PLACE,67,15,47,
ROSEMEAD,5750015C,2250,151,N,,VBM PORTION,26,6,18,
ROSEMEAD,5750015C,2250,151,N,628,TOTAL,93,21,65,
ROSEMEAD,5750019A,2251,155,N,694,POLLING PLACE,125,36,80,
ROSEMEAD,5750019A,2251,155,N,,VBM PORTION,58,16,39,
ROSEMEAD,5750019A,2251,155,N,694,TOTAL,183,52,119,
ROSEMEAD,5750020A,2252,151,N,958,POLLING PLACE,130,23,97,
ROSEMEAD,5750020A,2252,151,N,,VBM PORTION,49,16,29,
ROSEMEAD,5750020A,2252,151,N,958,TOTAL,179,39,126,
ROSEMEAD,5750023A,2253,159,N,1293,POLLING PLACE,141,43,93,
ROSEMEAD,5750023A,2253,159,N,,VBM PORTION,51,19,28,
ROSEMEAD,5750023A,2253,159,N,1293,TOTAL,192,62,121,
ROSEMEAD,5750026A,2254,151,N,946,POLLING PLACE,93,19,67,
ROSEMEAD,5750026A,2254,151,N,,VBM PORTION,41,7,27,
ROSEMEAD,5750026A,2254,151,N,946,TOTAL,134,26,94,
ROSEMEAD,5750027A,2255,151,N,1097,POLLING PLACE,124,29,90,
ROSEMEAD,5750027A,2255,151,N,,VBM PORTION,60,18,40,
ROSEMEAD,5750027A,2255,151,N,1097,TOTAL,184,47,130,
ROSEMEAD,5750030A,2256,151,N,795,POLLING PLACE,51,10,33,
ROSEMEAD,5750030A,2256,151,N,,VBM PORTION,32,7,21,
ROSEMEAD,5750030A,2256,151,N,795,TOTAL,83,17,54,
ROSEMEAD,5750033A,2257,151,N,936,POLLING PLACE,82,22,52,
ROSEMEAD,5750033A,2257,151,N,,VBM PORTION,28,7,20,
ROSEMEAD,5750033A,2257,151,N,936,TOTAL,110,29,72,
ROSEMEAD,5750033B,6199,156,Y,39,POLLING PLACE,,,,
ROSEMEAD,5750033B,6199,156,Y,,VBM PORTION,10,3,7,
ROSEMEAD,5750033B,6199,156,Y,39,TOTAL,10,3,7,
ROSEMEAD,5750035A,2258,151,N,967,POLLING PLACE,95,19,68,
ROSEMEAD,5750035A,2258,151,N,,VBM PORTION,39,9,29,
ROSEMEAD,5750035A,2258,151,N,967,TOTAL,134,28,97,
ROSEMEAD,5750050A,2259,159,N,699,POLLING PLACE,97,25,67,
ROSEMEAD,5750050A,2259,159,N,,VBM PORTION,62,29,32,
ROSEMEAD,5750050A,2259,159,N,699,TOTAL,159,54,99,
ROSEMEAD,5750050B,6200,155,Y,53,POLLING PLACE,,,,
ROSEMEAD,5750050B,6200,155,Y,,VBM PORTION,6,2,2,
ROSEMEAD,5750050B,6200,155,Y,53,TOTAL,6,2,2,
ROSEMEAD,5750073A,2260,151,N,934,POLLING PLACE,111,17,82,
ROSEMEAD,5750073A,2260,151,N,,VBM PORTION,49,8,37,
ROSEMEAD,5750073A,2260,151,N,934,TOTAL,160,25,119,
ROSEMEAD,5750074A,2261,151,N,890,POLLING PLACE,106,25,73,
ROSEMEAD,5750074A,2261,151,N,,VBM PORTION,41,7,32,
ROSEMEAD,5750074A,2261,151,N,890,TOTAL,147,32,105,
ROYAL OAKS,5900001A,2284,141,N,220,POLLING PLACE,60,32,18,
ROYAL OAKS,5900001A,2284,141,N,,VBM PORTION,40,22,10,
ROYAL OAKS,5900001A,2284,141,N,220,TOTAL,100,54,28,
SAN GABRIEL,6100002A,2319,155,N,1064,POLLING PLACE,323,156,153,
SAN GABRIEL,6100002A,2319,155,N,,VBM PORTION,94,54,34,
SAN GABRIEL,6100002A,2319,155,N,1064,TOTAL,417,210,187,
SAN GABRIEL,6100007A,2320,155,N,1109,POLLING PLACE,297,138,146,
SAN GABRIEL,6100007A,2320,155,N,,VBM PORTION,88,40,38,
SAN GABRIEL,6100007A,2320,155,N,1109,TOTAL,385,178,184,
SAN GABRIEL,6100008A,2321,155,N,1062,POLLING PLACE,253,107,141,
SAN GABRIEL,6100008A,2321,155,N,,VBM PORTION,78,40,35,
SAN GABRIEL,6100008A,2321,155,N,1062,TOTAL,331,147,176,
SAN GABRIEL,6100010B,6206,151,Y,4,POLLING PLACE,,,,
SAN GABRIEL,6100010B,6206,151,Y,,VBM PORTION,2,2,,
SAN GABRIEL,6100010B,6206,151,Y,4,TOTAL,2,2,,
SAN GABRIEL,6100010E,2322,155,N,681,POLLING PLACE,233,124,99,
SAN GABRIEL,6100010E,2322,155,N,,VBM PORTION,61,22,36,
SAN GABRIEL,6100010E,2322,155,N,681,TOTAL,294,146,135,
SAN GABRIEL,6100012A,2323,155,N,1028,POLLING PLACE,168,39,121,
SAN GABRIEL,6100012A,2323,155,N,,VBM PORTION,56,13,42,
SAN GABRIEL,6100012A,2323,155,N,1028,TOTAL,224,52,163,
SAN GABRIEL,6100015A,2324,155,N,1101,POLLING PLACE,172,67,94,
SAN GABRIEL,6100015A,2324,155,N,,VBM PORTION,66,27,38,
SAN GABRIEL,6100015A,2324,155,N,1101,TOTAL,238,94,132,
SAN GABRIEL,6100017A,2325,155,N,938,POLLING PLACE,125,43,74,
SAN GABRIEL,6100017A,2325,155,N,,VBM PORTION,61,31,27,
SAN GABRIEL,6100017A,2325,155,N,938,TOTAL,186,74,101,
SAN GABRIEL,6100018A,2326,155,N,1174,POLLING PLACE,154,51,96,
SAN GABRIEL,6100018A,2326,155,N,,VBM PORTION,37,13,21,
SAN GABRIEL,6100018A,2326,155,N,1174,TOTAL,191,64,117,
SAN GABRIEL,6100023A,2327,155,N,826,POLLING PLACE,140,46,90,
SAN GABRIEL,6100023A,2327,155,N,,VBM PORTION,70,39,27,
SAN GABRIEL,6100023A,2327,155,N,826,TOTAL,210,85,117,
SAN GABRIEL,6100025A,2328,155,N,914,POLLING PLACE,117,44,62,
SAN GABRIEL,6100025A,2328,155,N,,VBM PORTION,49,9,38,
SAN GABRIEL,6100025A,2328,155,N,914,TOTAL,166,53,100,
SAN GABRIEL,6100026A,2329,155,N,1337,POLLING PLACE,160,44,107,
SAN GABRIEL,6100026A,2329,155,N,,VBM PORTION,109,34,74,
SAN GABRIEL,6100026A,2329,155,N,1337,TOTAL,269,78,181,
SAN GABRIEL,6100031B,2330,151,N,1024,POLLING PLACE,106,20,76,
SAN GABRIEL,6100031B,2330,151,N,,VBM PORTION,47,9,35,
SAN GABRIEL,6100031B,2330,151,N,1024,TOTAL,153,29,111,
SAN GABRIEL,6100034A,2331,159,N,994,POLLING PLACE,139,44,89,
SAN GABRIEL,6100034A,2331,159,N,,VBM PORTION,53,7,43,
SAN GABRIEL,6100034A,2331,159,N,994,TOTAL,192,51,132,
SAN GABRIEL,6100043A,2332,155,N,1025,POLLING PLACE,172,56,97,
SAN GABRIEL,6100043A,2332,155,N,,VBM PORTION,67,19,40,
SAN GABRIEL,6100043A,2332,155,N,1025,TOTAL,239,75,137,
SAN GABRIEL,6100050B,2333,151,N,968,POLLING PLACE,132,39,86,
SAN GABRIEL,6100050B,2333,151,N,,VBM PORTION,39,8,28,
SAN GABRIEL,6100050B,2333,151,N,968,TOTAL,171,47,114,
SAN MARINO,6200003B,2334,174,N,1473,POLLING PLACE,318,150,156,
SAN MARINO,6200003B,2334,174,N,,VBM PORTION,164,90,69,
SAN MARINO,6200003B,2334,174,N,1473,TOTAL,482,240,225,
SAN MARINO,6200005A,2335,174,N,1205,POLLING PLACE,253,160,81,
SAN MARINO,6200005A,2335,174,N,,VBM PORTION,157,102,51,
SAN MARINO,6200005A,2335,174,N,1205,TOTAL,410,262,132,
SAN MARINO,6200006A,2336,174,N,939,POLLING PLACE,153,89,52,
SAN MARINO,6200006A,2336,174,N,,VBM PORTION,142,71,65,
SAN MARINO,6200006A,2336,174,N,939,TOTAL,295,160,117,
SAN MARINO,6200007A,2337,174,N,1270,POLLING PLACE,270,159,104,
SAN MARINO,6200007A,2337,174,N,,VBM PORTION,155,81,66,
SAN MARINO,6200007A,2337,174,N,1270,TOTAL,425,240,170,
SAN MARINO,6200012A,2338,174,N,1210,POLLING PLACE,232,130,88,
SAN MARINO,6200012A,2338,174,N,,VBM PORTION,128,74,46,
SAN MARINO,6200012A,2338,174,N,1210,TOTAL,360,204,134,
SAN MARINO,6200014A,2339,174,N,834,POLLING PLACE,208,117,82,
SAN MARINO,6200014A,2339,174,N,,VBM PORTION,107,51,51,
SAN MARINO,6200014A,2339,174,N,834,TOTAL,315,168,133,
SAN MARINO,6200016A,2340,174,N,1213,POLLING PLACE,196,96,91,
SAN MARINO,6200016A,2340,174,N,,VBM PORTION,134,70,61,
SAN MARINO,6200016A,2340,174,N,1213,TOTAL,330,166,152,
SIERRA MADRE,6400001A,6238,161,Y,,POLLING PLACE,,,,
SIERRA MADRE,6400001A,6238,161,Y,,VBM PORTION,,,,
SIERRA MADRE,6400001A,6238,161,Y,,TOTAL,,,,
SIERRA MADRE,6400002A,2515,87,N,846,POLLING PLACE,267,116,132,
SIERRA MADRE,6400002A,2515,87,N,,VBM PORTION,82,35,44,
SIERRA MADRE,6400002A,2515,87,N,846,TOTAL,349,151,176,
SIERRA MADRE,6400003A,2516,87,N,1364,POLLING PLACE,445,189,246,
SIERRA MADRE,6400003A,2516,87,N,,VBM PORTION,142,72,65,
SIERRA MADRE,6400003A,2516,87,N,1364,TOTAL,587,261,311,
SIERRA MADRE,6400006A,2517,87,N,875,POLLING PLACE,275,128,134,
SIERRA MADRE,6400006A,2517,87,N,,VBM PORTION,77,28,47,
SIERRA MADRE,6400006A,2517,87,N,875,TOTAL,352,156,181,
SIERRA MADRE,6400007A,2518,87,N,776,POLLING PLACE,162,65,90,
SIERRA MADRE,6400007A,2518,87,N,,VBM PORTION,65,28,35,
SIERRA MADRE,6400007A,2518,87,N,776,TOTAL,227,93,125,
SIERRA MADRE,6400010A,2519,87,N,793,POLLING PLACE,214,105,98,
SIERRA MADRE,6400010A,2519,87,N,,VBM PORTION,80,37,38,
SIERRA MADRE,6400010A,2519,87,N,793,TOTAL,294,142,136,
SIERRA MADRE,6400011A,2520,87,N,988,POLLING PLACE,240,110,125,
SIERRA MADRE,6400011A,2520,87,N,,VBM PORTION,78,38,39,
SIERRA MADRE,6400011A,2520,87,N,988,TOTAL,318,148,164,
SIERRA MADRE,6400012A,2521,87,N,1195,POLLING PLACE,368,195,163,
SIERRA MADRE,6400012A,2521,87,N,,VBM PORTION,129,73,51,
SIERRA MADRE,6400012A,2521,87,N,1195,TOTAL,497,268,214,
SIERRA MADRE,6400013A,2522,87,N,877,POLLING PLACE,263,125,133,
SIERRA MADRE,6400013A,2522,87,N,,VBM PORTION,90,54,32,
SIERRA MADRE,6400013A,2522,87,N,877,TOTAL,353,179,165,
SOUTH PASADENA,6600001A,2575,85,N,925,POLLING PLACE,234,40,180,
SOUTH PASADENA,6600001A,2575,85,N,,VBM PORTION,46,13,28,
SOUTH PASADENA,6600001A,2575,85,N,925,TOTAL,280,53,208,
SOUTH PASADENA,6600003A,2576,85,N,952,POLLING PLACE,239,58,166,
SOUTH PASADENA,6600003A,2576,85,N,,VBM PORTION,61,12,46,
SOUTH PASADENA,6600003A,2576,85,N,952,TOTAL,300,70,212,
SOUTH PASADENA,6600005A,2577,85,N,967,POLLING PLACE,291,103,171,
SOUTH PASADENA,6600005A,2577,85,N,,VBM PORTION,110,47,59,
SOUTH PASADENA,6600005A,2577,85,N,967,TOTAL,401,150,230,
SOUTH PASADENA,6600006A,2578,85,N,822,POLLING PLACE,219,52,156,
SOUTH PASADENA,6600006A,2578,85,N,,VBM PORTION,57,17,35,
SOUTH PASADENA,6600006A,2578,85,N,822,TOTAL,276,69,191,
SOUTH PASADENA,6600008A,2579,85,N,795,POLLING PLACE,142,33,95,
SOUTH PASADENA,6600008A,2579,85,N,,VBM PORTION,37,13,22,
SOUTH PASADENA,6600008A,2579,85,N,795,TOTAL,179,46,117,
SOUTH PASADENA,6600010A,2580,85,N,1265,POLLING PLACE,361,104,237,
SOUTH PASADENA,6600010A,2580,85,N,,VBM PORTION,149,54,88,
SOUTH PASADENA,6600010A,2580,85,N,1265,TOTAL,510,158,325,
SOUTH PASADENA,6600011A,2581,85,N,929,POLLING PLACE,260,68,182,
SOUTH PASADENA,6600011A,2581,85,N,,VBM PORTION,46,7,30,
SOUTH PASADENA,6600011A,2581,85,N,929,TOTAL,306,75,212,
SOUTH PASADENA,6600013A,2582,85,N,761,POLLING PLACE,217,65,140,
SOUTH PASADENA,6600013A,2582,85,N,,VBM PORTION,87,30,51,
SOUTH PASADENA,6600013A,2582,85,N,761,TOTAL,304,95,191,
SOUTH PASADENA,6600015A,2583,85,N,926,POLLING PLACE,245,74,155,
SOUTH PASADENA,6600015A,2583,85,N,,VBM PORTION,121,54,55,
SOUTH PASADENA,6600015A,2583,85,N,926,TOTAL,366,128,210,
SOUTH PASADENA,6600016A,2584,85,N,843,POLLING PLACE,271,63,196,
SOUTH PASADENA,6600016A,2584,85,N,,VBM PORTION,89,34,51,
SOUTH PASADENA,6600016A,2584,85,N,843,TOTAL,360,97,247,
SOUTH PASADENA,6600017A,2585,85,N,674,POLLING PLACE,171,48,119,
SOUTH PASADENA,6600017A,2585,85,N,,VBM PORTION,48,10,33,
SOUTH PASADENA,6600017A,2585,85,N,674,TOTAL,219,58,152,
SOUTH PASADENA,6600019A,2586,85,N,1362,POLLING PLACE,306,86,212,
SOUTH PASADENA,6600019A,2586,85,N,,VBM PORTION,128,43,75,
SOUTH PASADENA,6600019A,2586,85,N,1362,TOTAL,434,129,287,
SOUTH PASADENA,6600024A,2587,85,N,1182,POLLING PLACE,279,67,189,
SOUTH PASADENA,6600024A,2587,85,N,,VBM PORTION,126,26,88,
SOUTH PASADENA,6600024A,2587,85,N,1182,TOTAL,405,93,277,
SOUTH PASADENA,6600026A,2588,85,N,1238,POLLING PLACE,337,109,217,
SOUTH PASADENA,6600026A,2588,85,N,,VBM PORTION,151,56,86,
SOUTH PASADENA,6600026A,2588,85,N,1238,TOTAL,488,165,303,
SOUTH PASADENA,6600028A,2589,85,N,721,POLLING PLACE,190,56,125,
SOUTH PASADENA,6600028A,2589,85,N,,VBM PORTION,81,30,43,
SOUTH PASADENA,6600028A,2589,85,N,721,TOTAL,271,86,168,
SOUTH PASADENA,6600031A,2590,85,N,728,POLLING PLACE,168,53,107,
SOUTH PASADENA,6600031A,2590,85,N,,VBM PORTION,67,28,32,
SOUTH PASADENA,6600031A,2590,85,N,728,TOTAL,235,81,139,
SOUTH SAN GABRIEL,6650032A,2591,155,N,621,POLLING PLACE,96,27,65,
SOUTH SAN GABRIEL,6650032A,2591,155,N,,VBM PORTION,27,13,14,
SOUTH SAN GABRIEL,6650032A,2591,155,N,621,TOTAL,123,40,79,
SOUTH SAN GABRIEL,6650032B,2592,151,N,204,POLLING PLACE,26,5,21,
SOUTH SAN GABRIEL,6650032B,2592,151,N,,VBM PORTION,20,5,15,
SOUTH SAN GABRIEL,6650032B,2592,151,N,204,TOTAL,46,10,36,
SOUTH SAN GABRIEL,6650033B,2593,151,N,487,POLLING PLACE,65,20,39,
SOUTH SAN GABRIEL,6650033B,2593,151,N,,VBM PORTION,16,7,9,
SOUTH SAN GABRIEL,6650033B,2593,151,N,487,TOTAL,81,27,48,
SOUTH SAN GABRIEL,6650034A,2594,151,N,953,POLLING PLACE,122,21,96,
SOUTH SAN GABRIEL,6650034A,2594,151,N,,VBM PORTION,40,12,26,
SOUTH SAN GABRIEL,6650034A,2594,151,N,953,TOTAL,162,33,122,
SOUTH SAN GABRIEL,6650035A,2595,155,N,1178,POLLING PLACE,199,55,135,
SOUTH SAN GABRIEL,6650035A,2595,155,N,,VBM PORTION,76,15,60,
SOUTH SAN GABRIEL,6650035A,2595,155,N,1178,TOTAL,275,70,195,
TEMPLE CITY,7050006A,2639,155,N,942,POLLING PLACE,118,55,59,
TEMPLE CITY,7050006A,2639,155,N,,VBM PORTION,62,24,37,
TEMPLE CITY,7050006A,2639,155,N,942,TOTAL,180,79,96,
TEMPLE CITY,7050008B,2640,162,N,759,POLLING PLACE,108,47,56,
TEMPLE CITY,7050008B,2640,162,N,,VBM PORTION,36,15,20,
TEMPLE CITY,7050008B,2640,162,N,759,TOTAL,144,62,76,
TEMPLE CITY,7050011A,2641,155,N,788,POLLING PLACE,104,47,49,
TEMPLE CITY,7050011A,2641,155,N,,VBM PORTION,52,31,19,
TEMPLE CITY,7050011A,2641,155,N,788,TOTAL,156,78,68,
TEMPLE CITY,7050013A,2642,162,N,1222,POLLING PLACE,204,95,94,
TEMPLE CITY,7050013A,2642,162,N,,VBM PORTION,91,47,40,
TEMPLE CITY,7050013A,2642,162,N,1222,TOTAL,295,142,134,
TEMPLE CITY,7050016A,2643,162,N,979,POLLING PLACE,213,97,103,
TEMPLE CITY,7050016A,2643,162,N,,VBM PORTION,51,24,22,
TEMPLE CITY,7050016A,2643,162,N,979,TOTAL,264,121,125,
TEMPLE CITY,7050027A,2644,162,N,1316,POLLING PLACE,201,105,82,
TEMPLE CITY,7050027A,2644,162,N,,VBM PORTION,112,47,55,
TEMPLE CITY,7050027A,2644,162,N,1316,TOTAL,313,152,137,
TEMPLE CITY,7050037A,2645,162,N,1218,POLLING PLACE,225,96,120,
TEMPLE CITY,7050037A,2645,162,N,,VBM PORTION,74,30,42,
TEMPLE CITY,7050037A,2645,162,N,1218,TOTAL,299,126,162,
TEMPLE CITY,7050043A,2646,155,N,1207,POLLING PLACE,218,92,116,
TEMPLE CITY,7050043A,2646,155,N,,VBM PORTION,105,49,53,
TEMPLE CITY,7050043A,2646,155,N,1207,TOTAL,323,141,169,
TEMPLE CITY,7050062A,2647,155,N,1292,POLLING PLACE,239,116,108,
TEMPLE CITY,7050062A,2647,155,N,,VBM PORTION,85,41,37,
TEMPLE CITY,7050062A,2647,155,N,1292,TOTAL,324,157,145,
TEMPLE CITY,7050066A,2648,162,N,1471,POLLING PLACE,298,101,173,
TEMPLE CITY,7050066A,2648,162,N,,VBM PORTION,133,50,76,
TEMPLE CITY,7050066A,2648,162,N,1471,TOTAL,431,151,249,
TEMPLE CITY,7050068A,2649,157,N,1053,POLLING PLACE,187,76,100,
TEMPLE CITY,7050068A,2649,157,N,,VBM PORTION,68,25,40,
TEMPLE CITY,7050068A,2649,157,N,1053,TOTAL,255,101,140,
TEMPLE CITY,7050070A,2650,157,N,1272,POLLING PLACE,241,125,109,
TEMPLE CITY,7050070A,2650,157,N,,VBM PORTION,70,35,33,
TEMPLE CITY,7050070A,2650,157,N,1272,TOTAL,311,160,142,
TEMPLE CITY,7050072A,2651,157,N,894,POLLING PLACE,161,80,71,
TEMPLE CITY,7050072A,2651,157,N,,VBM PORTION,70,28,36,
TEMPLE CITY,7050072A,2651,157,N,894,TOTAL,231,108,107,
TEMPLE CITY,7050076B,2652,159,N,129,POLLING PLACE,15,9,4,
TEMPLE CITY,7050076B,2652,159,N,,VBM PORTION,11,1,10,
TEMPLE CITY,7050076B,2652,159,N,129,TOTAL,26,10,14,
TEMPLE CITY,7050076E,2653,155,N,966,POLLING PLACE,156,72,77,
TEMPLE CITY,7050076E,2653,155,N,,VBM PORTION,77,34,38,
TEMPLE CITY,7050076E,2653,155,N,966,TOTAL,233,106,115,
TEMPLE CITY,7050077A,2654,162,N,1127,POLLING PLACE,203,95,101,
TEMPLE CITY,7050077A,2654,162,N,,VBM PORTION,76,35,36,
TEMPLE CITY,7050077A,2654,162,N,1127,TOTAL,279,130,137,
BALLOT GROUP 25,9990025A,8025,25,N,,POLLING PLACE,,,,
BALLOT GROUP 25,9990025A,8025,25,N,,VBM PORTION,,,,
BALLOT GROUP 25,9990025A,8025,25,N,,TOTAL,,,,
BALLOT GROUP 26,9990026A,8026,26,N,,POLLING PLACE,,,,
BALLOT GROUP 26,9990026A,8026,26,N,,VBM PORTION,,,,
BALLOT GROUP 26,9990026A,8026,26,N,,TOTAL,,,,
BALLOT GROUP 27,9990027A,8027,27,N,,POLLING PLACE,,,,
BALLOT GROUP 27,9990027A,8027,27,N,,VBM PORTION,,,,
