LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,TED LIEU,ELAN CARR,
SANTA MONICA,6250060A,2482,181,N,873,POLLING PLACE,144,115,23,
SANTA MONICA,6250060A,2482,181,N,,VBM PORTION,56,42,12,
SANTA MONICA,6250060A,2482,181,N,873,TOTAL,200,157,35,
SANTA MONICA,6250061A,2483,181,N,991,POLLING PLACE,228,185,22,
SANTA MONICA,6250061A,2483,181,N,,VBM PORTION,43,34,7,
SANTA MONICA,6250061A,2483,181,N,991,TOTAL,271,219,29,
SANTA MONICA,6250062A,2484,181,N,887,POLLING PLACE,209,171,31,
SANTA MONICA,6250062A,2484,181,N,,VBM PORTION,37,27,7,
SANTA MONICA,6250062A,2484,181,N,887,TOTAL,246,198,38,
SANTA MONICA,6250067A,2485,181,N,944,POLLING PLACE,296,244,39,
SANTA MONICA,6250067A,2485,181,N,,VBM PORTION,45,36,5,
SANTA MONICA,6250067A,2485,181,N,944,TOTAL,341,280,44,
SANTA MONICA,6250068D,2486,181,N,582,POLLING PLACE,139,108,18,
SANTA MONICA,6250068D,2486,181,N,,VBM PORTION,53,38,12,
SANTA MONICA,6250068D,2486,181,N,582,TOTAL,192,146,30,
SANTA MONICA,6250069A,2487,181,N,1149,POLLING PLACE,363,281,53,
SANTA MONICA,6250069A,2487,181,N,,VBM PORTION,96,63,26,
SANTA MONICA,6250069A,2487,181,N,1149,TOTAL,459,344,79,
SANTA MONICA,6250070A,2488,181,N,1101,POLLING PLACE,301,240,47,
SANTA MONICA,6250070A,2488,181,N,,VBM PORTION,112,73,31,
SANTA MONICA,6250070A,2488,181,N,1101,TOTAL,413,313,78,
SANTA MONICA,6250071A,2489,181,N,930,POLLING PLACE,198,157,24,
SANTA MONICA,6250071A,2489,181,N,,VBM PORTION,55,35,15,
SANTA MONICA,6250071A,2489,181,N,930,TOTAL,253,192,39,
SANTA MONICA,6250072A,2490,181,N,1294,POLLING PLACE,460,338,84,
SANTA MONICA,6250072A,2490,181,N,,VBM PORTION,135,73,55,
SANTA MONICA,6250072A,2490,181,N,1294,TOTAL,595,411,139,
SANTA MONICA,6250076B,2491,181,N,878,POLLING PLACE,276,197,50,
SANTA MONICA,6250076B,2491,181,N,,VBM PORTION,68,41,16,
SANTA MONICA,6250076B,2491,181,N,878,TOTAL,344,238,66,
SANTA MONICA,6250078A,2492,181,N,826,POLLING PLACE,212,156,37,
SANTA MONICA,6250078A,2492,181,N,,VBM PORTION,47,25,15,
SANTA MONICA,6250078A,2492,181,N,826,TOTAL,259,181,52,
SANTA MONICA,6250081A,2493,181,N,1103,POLLING PLACE,372,305,50,
SANTA MONICA,6250081A,2493,181,N,,VBM PORTION,76,50,24,
SANTA MONICA,6250081A,2493,181,N,1103,TOTAL,448,355,74,
SANTA MONICA,6250083A,2494,181,N,1180,POLLING PLACE,384,281,83,
SANTA MONICA,6250083A,2494,181,N,,VBM PORTION,85,58,22,
SANTA MONICA,6250083A,2494,181,N,1180,TOTAL,469,339,105,
SANTA MONICA,6250085A,2495,181,N,1252,POLLING PLACE,324,251,55,
SANTA MONICA,6250085A,2495,181,N,,VBM PORTION,121,81,32,
SANTA MONICA,6250085A,2495,181,N,1252,TOTAL,445,332,87,
SANTA MONICA,6250089A,2496,181,N,1207,POLLING PLACE,455,318,112,
SANTA MONICA,6250089A,2496,181,N,,VBM PORTION,122,79,40,
SANTA MONICA,6250089A,2496,181,N,1207,TOTAL,577,397,152,
SANTA MONICA,6250092A,2497,181,N,1231,POLLING PLACE,346,278,49,
SANTA MONICA,6250092A,2497,181,N,,VBM PORTION,99,80,15,
SANTA MONICA,6250092A,2497,181,N,1231,TOTAL,445,358,64,
SANTA MONICA,6250094B,2498,181,N,943,POLLING PLACE,237,157,65,
SANTA MONICA,6250094B,2498,181,N,,VBM PORTION,75,49,18,
SANTA MONICA,6250094B,2498,181,N,943,TOTAL,312,206,83,
SANTA MONICA,6250095A,2499,181,N,1311,POLLING PLACE,302,207,69,
SANTA MONICA,6250095A,2499,181,N,,VBM PORTION,126,81,37,
SANTA MONICA,6250095A,2499,181,N,1311,TOTAL,428,288,106,
SANTA MONICA,6250098A,2500,181,N,1199,POLLING PLACE,326,247,55,
SANTA MONICA,6250098A,2500,181,N,,VBM PORTION,78,55,19,
SANTA MONICA,6250098A,2500,181,N,1199,TOTAL,404,302,74,
SANTA MONICA,6250106A,2501,181,N,955,POLLING PLACE,249,197,39,
SANTA MONICA,6250106A,2501,181,N,,VBM PORTION,101,80,12,
SANTA MONICA,6250106A,2501,181,N,955,TOTAL,350,277,51,
SANTA MONICA,6250107A,2502,181,N,1181,POLLING PLACE,336,251,73,
SANTA MONICA,6250107A,2502,181,N,,VBM PORTION,129,84,37,
SANTA MONICA,6250107A,2502,181,N,1181,TOTAL,465,335,110,
SANTA MONICA,6250110D,2503,181,N,910,POLLING PLACE,245,183,47,
SANTA MONICA,6250110D,2503,181,N,,VBM PORTION,60,48,12,
SANTA MONICA,6250110D,2503,181,N,910,TOTAL,305,231,59,
SANTA MONICA,6250113A,2504,181,N,1372,POLLING PLACE,294,200,75,
SANTA MONICA,6250113A,2504,181,N,,VBM PORTION,119,66,44,
SANTA MONICA,6250113A,2504,181,N,1372,TOTAL,413,266,119,
SANTA MONICA,6250121A,2505,181,N,1205,POLLING PLACE,268,192,66,
SANTA MONICA,6250121A,2505,181,N,,VBM PORTION,81,58,18,
SANTA MONICA,6250121A,2505,181,N,1205,TOTAL,349,250,84,
SANTA MONICA,6250125A,2506,181,N,1138,POLLING PLACE,354,250,83,
SANTA MONICA,6250125A,2506,181,N,,VBM PORTION,114,65,41,
SANTA MONICA,6250125A,2506,181,N,1138,TOTAL,468,315,124,
SANTA MONICA,6250127A,2507,181,N,1072,POLLING PLACE,327,257,45,
SANTA MONICA,6250127A,2507,181,N,,VBM PORTION,65,46,13,
SANTA MONICA,6250127A,2507,181,N,1072,TOTAL,392,303,58,
SANTA MONICA,6250128A,2508,181,N,878,POLLING PLACE,268,174,82,
SANTA MONICA,6250128A,2508,181,N,,VBM PORTION,117,60,41,
SANTA MONICA,6250128A,2508,181,N,878,TOTAL,385,234,123,
SANTA MONICA,6250128C,6226,182,Y,83,POLLING PLACE,,,,
SANTA MONICA,6250128C,6226,182,Y,,VBM PORTION,20,6,13,
SANTA MONICA,6250128C,6226,182,Y,83,TOTAL,20,6,13,
TOPANGA,7100001A,2655,196,N,988,POLLING PLACE,253,148,92,
TOPANGA,7100001A,2655,196,N,,VBM PORTION,107,59,43,
TOPANGA,7100001A,2655,196,N,988,TOTAL,360,207,135,
TOPANGA,7100002A,2656,196,N,966,POLLING PLACE,297,242,41,
TOPANGA,7100002A,2656,196,N,,VBM PORTION,47,29,16,
TOPANGA,7100002A,2656,196,N,966,TOTAL,344,271,57,
TOPANGA,7100004B,2657,196,N,778,POLLING PLACE,254,206,33,
TOPANGA,7100004B,2657,196,N,,VBM PORTION,49,32,13,
TOPANGA,7100004B,2657,196,N,778,TOTAL,303,238,46,
TOPANGA,7100006A,2658,196,N,650,POLLING PLACE,215,178,26,
TOPANGA,7100006A,2658,196,N,,VBM PORTION,45,39,5,
TOPANGA,7100006A,2658,196,N,650,TOTAL,260,217,31,
TOPANGA,7100007A,2659,191,N,195,POLLING PLACE,20,15,5,
TOPANGA,7100007A,2659,191,N,,VBM PORTION,36,18,15,
TOPANGA,7100007A,2659,191,N,195,TOTAL,56,33,20,
TOPANGA,7100030A,2660,196,N,777,POLLING PLACE,259,215,31,
TOPANGA,7100030A,2660,196,N,,VBM PORTION,48,34,13,
TOPANGA,7100030A,2660,196,N,777,TOTAL,307,249,44,
TOPANGA,7100032A,6249,195,Y,255,POLLING PLACE,,,,
TOPANGA,7100032A,6249,195,Y,,VBM PORTION,70,52,14,
TOPANGA,7100032A,6249,195,Y,255,TOTAL,70,52,14,
TOPANGA,7100033A,2661,195,N,1001,POLLING PLACE,295,165,112,
TOPANGA,7100033A,2661,195,N,,VBM PORTION,110,57,52,
TOPANGA,7100033A,2661,195,N,1001,TOTAL,405,222,164,
TORRANCE,7150021A,2675,378,N,979,POLLING PLACE,259,112,134,
TORRANCE,7150021A,2675,378,N,,VBM PORTION,119,58,57,
TORRANCE,7150021A,2675,378,N,979,TOTAL,378,170,191,
TORRANCE,7150023A,2677,378,N,900,POLLING PLACE,199,100,97,
TORRANCE,7150023A,2677,378,N,,VBM PORTION,78,36,40,
TORRANCE,7150023A,2677,378,N,900,TOTAL,277,136,137,
TORRANCE,7150024A,2678,378,N,729,POLLING PLACE,165,97,61,
TORRANCE,7150024A,2678,378,N,,VBM PORTION,82,51,28,
TORRANCE,7150024A,2678,378,N,729,TOTAL,247,148,89,
TORRANCE,7150031B,2684,378,N,987,POLLING PLACE,235,111,114,
TORRANCE,7150031B,2684,378,N,,VBM PORTION,129,67,59,
TORRANCE,7150031B,2684,378,N,987,TOTAL,364,178,173,
TORRANCE,7150032A,2685,378,N,944,POLLING PLACE,218,102,104,
TORRANCE,7150032A,2685,378,N,,VBM PORTION,98,53,44,
TORRANCE,7150032A,2685,378,N,944,TOTAL,316,155,148,
TORRANCE,7150037A,2687,378,N,925,POLLING PLACE,264,101,153,
TORRANCE,7150037A,2687,378,N,,VBM PORTION,90,40,45,
TORRANCE,7150037A,2687,378,N,925,TOTAL,354,141,198,
TORRANCE,7150038A,2688,378,N,1174,POLLING PLACE,329,141,179,
TORRANCE,7150038A,2688,378,N,,VBM PORTION,190,82,93,
TORRANCE,7150038A,2688,378,N,1174,TOTAL,519,223,272,
TORRANCE,7150039A,2689,378,N,986,POLLING PLACE,142,67,72,
TORRANCE,7150039A,2689,378,N,,VBM PORTION,114,68,37,
TORRANCE,7150039A,2689,378,N,986,TOTAL,256,135,109,
TORRANCE,7150046A,2691,378,N,1266,POLLING PLACE,279,127,140,
TORRANCE,7150046A,2691,378,N,,VBM PORTION,121,48,62,
TORRANCE,7150046A,2691,378,N,1266,TOTAL,400,175,202,
TORRANCE,7150050A,2694,378,N,999,POLLING PLACE,209,98,104,
TORRANCE,7150050A,2694,378,N,,VBM PORTION,124,60,56,
TORRANCE,7150050A,2694,378,N,999,TOTAL,333,158,160,
TORRANCE,7150071A,2705,378,N,925,POLLING PLACE,296,130,148,
TORRANCE,7150071A,2705,378,N,,VBM PORTION,95,49,43,
TORRANCE,7150071A,2705,378,N,925,TOTAL,391,179,191,
TORRANCE,7150078D,2708,378,N,710,POLLING PLACE,148,71,71,
TORRANCE,7150078D,2708,378,N,,VBM PORTION,125,64,55,
TORRANCE,7150078D,2708,378,N,710,TOTAL,273,135,126,
TORRANCE,7150081B,2709,378,N,865,POLLING PLACE,237,99,128,
TORRANCE,7150081B,2709,378,N,,VBM PORTION,110,37,64,
TORRANCE,7150081B,2709,378,N,865,TOTAL,347,136,192,
TORRANCE,7150082A,2710,378,N,1118,POLLING PLACE,339,149,175,
TORRANCE,7150082A,2710,378,N,,VBM PORTION,109,53,49,
TORRANCE,7150082A,2710,378,N,1118,TOTAL,448,202,224,
TORRANCE,7150084A,2711,378,N,1004,POLLING PLACE,258,108,139,
TORRANCE,7150084A,2711,378,N,,VBM PORTION,98,39,50,
TORRANCE,7150084A,2711,378,N,1004,TOTAL,356,147,189,
TORRANCE,7150090A,2713,378,N,941,POLLING PLACE,211,100,98,
TORRANCE,7150090A,2713,378,N,,VBM PORTION,112,50,52,
TORRANCE,7150090A,2713,378,N,941,TOTAL,323,150,150,
TORRANCE,7150092B,2714,378,N,1219,POLLING PLACE,352,149,190,
TORRANCE,7150092B,2714,378,N,,VBM PORTION,111,47,56,
TORRANCE,7150092B,2714,378,N,1219,TOTAL,463,196,246,
TORRANCE,7150094A,2715,378,N,1317,POLLING PLACE,322,173,135,
TORRANCE,7150094A,2715,378,N,,VBM PORTION,128,69,50,
TORRANCE,7150094A,2715,378,N,1317,TOTAL,450,242,185,
TORRANCE,7150098A,2716,378,N,1190,POLLING PLACE,332,141,179,
TORRANCE,7150098A,2716,378,N,,VBM PORTION,133,54,70,
TORRANCE,7150098A,2716,378,N,1190,TOTAL,465,195,249,
TORRANCE,7150098E,6251,377,Y,,POLLING PLACE,,,,
TORRANCE,7150098E,6251,377,Y,,VBM PORTION,,,,
TORRANCE,7150098E,6251,377,Y,,TOTAL,,,,
TORRANCE,7150101A,2717,378,N,1230,POLLING PLACE,274,143,124,
TORRANCE,7150101A,2717,378,N,,VBM PORTION,132,62,66,
TORRANCE,7150101A,2717,378,N,1230,TOTAL,406,205,190,
TORRANCE,7150102A,2718,378,N,1083,POLLING PLACE,211,130,75,
TORRANCE,7150102A,2718,378,N,,VBM PORTION,135,65,60,
TORRANCE,7150102A,2718,378,N,1083,TOTAL,346,195,135,
TORRANCE,7150104A,2719,378,N,842,POLLING PLACE,248,110,134,
TORRANCE,7150104A,2719,378,N,,VBM PORTION,128,51,70,
TORRANCE,7150104A,2719,378,N,842,TOTAL,376,161,204,
TORRANCE,7150106A,2720,378,N,1256,POLLING PLACE,319,151,152,
TORRANCE,7150106A,2720,378,N,,VBM PORTION,196,98,87,
TORRANCE,7150106A,2720,378,N,1256,TOTAL,515,249,239,
TORRANCE,7150109A,2721,378,N,1304,POLLING PLACE,408,187,196,
TORRANCE,7150109A,2721,378,N,,VBM PORTION,139,65,65,
TORRANCE,7150109A,2721,378,N,1304,TOTAL,547,252,261,
TORRANCE,7150112B,2722,378,N,978,POLLING PLACE,277,126,147,
TORRANCE,7150112B,2722,378,N,,VBM PORTION,137,70,63,
TORRANCE,7150112B,2722,378,N,978,TOTAL,414,196,210,
TORRANCE,7150114A,2723,378,N,985,POLLING PLACE,250,119,123,
TORRANCE,7150114A,2723,378,N,,VBM PORTION,150,54,85,
TORRANCE,7150114A,2723,378,N,985,TOTAL,400,173,208,
TORRANCE,7150115A,2724,378,N,852,POLLING PLACE,168,95,71,
TORRANCE,7150115A,2724,378,N,,VBM PORTION,73,37,36,
TORRANCE,7150115A,2724,378,N,852,TOTAL,241,132,107,
TORRANCE,7150131A,2728,378,N,877,POLLING PLACE,169,93,71,
TORRANCE,7150131A,2728,378,N,,VBM PORTION,93,51,36,
TORRANCE,7150131A,2728,378,N,877,TOTAL,262,144,107,
TORRANCE,7150132A,2729,378,N,1213,POLLING PLACE,207,114,89,
TORRANCE,7150132A,2729,378,N,,VBM PORTION,106,53,48,
TORRANCE,7150132A,2729,378,N,1213,TOTAL,313,167,137,
TORRANCE,7150144A,2731,378,N,972,POLLING PLACE,213,103,102,
TORRANCE,7150144A,2731,378,N,,VBM PORTION,112,57,50,
TORRANCE,7150144A,2731,378,N,972,TOTAL,325,160,152,
TORRANCE,7150146A,2732,378,N,861,POLLING PLACE,105,69,33,
TORRANCE,7150146A,2732,378,N,,VBM PORTION,74,41,27,
TORRANCE,7150146A,2732,378,N,861,TOTAL,179,110,60,
TORRANCE,7150161A,2734,378,N,964,POLLING PLACE,154,81,64,
TORRANCE,7150161A,2734,378,N,,VBM PORTION,88,51,34,
TORRANCE,7150161A,2734,378,N,964,TOTAL,242,132,98,
TORRANCE,7150182A,2735,378,N,928,POLLING PLACE,160,80,72,
TORRANCE,7150182A,2735,378,N,,VBM PORTION,150,75,65,
TORRANCE,7150182A,2735,378,N,928,TOTAL,310,155,137,
TORRANCE,7150300A,2737,378,N,835,POLLING PLACE,259,117,130,
TORRANCE,7150300A,2737,378,N,,VBM PORTION,66,26,34,
TORRANCE,7150300A,2737,378,N,835,TOTAL,325,143,164,
TORRANCE,7150301A,2738,378,N,1104,POLLING PLACE,330,155,168,
TORRANCE,7150301A,2738,378,N,,VBM PORTION,96,43,48,
TORRANCE,7150301A,2738,378,N,1104,TOTAL,426,198,216,
VETERANS ADMIN CENTER,7470001A,6258,221,Y,171,POLLING PLACE,,,,
VETERANS ADMIN CENTER,7470001A,6258,221,Y,,VBM PORTION,23,16,6,
VETERANS ADMIN CENTER,7470001A,6258,221,Y,171,TOTAL,23,16,6,
LOS ANGELES,9000003A,2987,320,N,777,POLLING PLACE,201,178,16,
LOS ANGELES,9000003A,2987,320,N,,VBM PORTION,47,38,7,
LOS ANGELES,9000003A,2987,320,N,777,TOTAL,248,216,23,
LOS ANGELES,9000039A,3007,323,N,1230,POLLING PLACE,165,122,35,
LOS ANGELES,9000039A,3007,323,N,,VBM PORTION,151,89,52,
LOS ANGELES,9000039A,3007,323,N,1230,TOTAL,316,211,87,
LOS ANGELES,9000040B,3008,322,N,785,POLLING PLACE,182,118,56,
LOS ANGELES,9000040B,3008,322,N,,VBM PORTION,71,35,33,
LOS ANGELES,9000040B,3008,322,N,785,TOTAL,253,153,89,
LOS ANGELES,9000264A,3148,183,N,422,POLLING PLACE,108,67,33,
LOS ANGELES,9000264A,3148,183,N,,VBM PORTION,40,22,15,
LOS ANGELES,9000264A,3148,183,N,422,TOTAL,148,89,48,
LOS ANGELES,9000267A,3150,183,N,1130,POLLING PLACE,215,124,79,
LOS ANGELES,9000267A,3150,183,N,,VBM PORTION,160,68,79,
LOS ANGELES,9000267A,3150,183,N,1130,TOTAL,375,192,158,
LOS ANGELES,9000272A,3154,183,N,697,POLLING PLACE,192,135,45,
LOS ANGELES,9000272A,3154,183,N,,VBM PORTION,68,37,28,
LOS ANGELES,9000272A,3154,183,N,697,TOTAL,260,172,73,
LOS ANGELES,9000388A,3229,389,N,709,POLLING PLACE,160,88,64,
LOS ANGELES,9000388A,3229,389,N,,VBM PORTION,41,17,24,
LOS ANGELES,9000388A,3229,389,N,709,TOTAL,201,105,88,
LOS ANGELES,9000555A,3336,220,N,919,POLLING PLACE,30,20,3,
LOS ANGELES,9000555A,3336,220,N,,VBM PORTION,1,1,,
LOS ANGELES,9000555A,3336,220,N,919,TOTAL,31,21,3,
LOS ANGELES,9000561A,3341,320,N,1001,POLLING PLACE,275,190,65,
LOS ANGELES,9000561A,3341,320,N,,VBM PORTION,131,84,44,
LOS ANGELES,9000561A,3341,320,N,1001,TOTAL,406,274,109,
LOS ANGELES,9000701A,3412,220,N,857,POLLING PLACE,34,24,8,
LOS ANGELES,9000701A,3412,220,N,,VBM PORTION,11,7,4,
LOS ANGELES,9000701A,3412,220,N,857,TOTAL,45,31,12,
LOS ANGELES,9000810A,6278,189,Y,,POLLING PLACE,,,,
LOS ANGELES,9000810A,6278,189,Y,,VBM PORTION,,,,
LOS ANGELES,9000810A,6278,189,Y,,TOTAL,,,,
LOS ANGELES,9001001A,3528,384,N,1636,POLLING PLACE,142,86,45,
LOS ANGELES,9001001A,3528,384,N,,VBM PORTION,105,60,39,
LOS ANGELES,9001001A,3528,384,N,1636,TOTAL,247,146,84,
LOS ANGELES,9001100A,3585,183,N,717,POLLING PLACE,214,124,78,
LOS ANGELES,9001100A,3585,183,N,,VBM PORTION,69,34,29,
LOS ANGELES,9001100A,3585,183,N,717,TOTAL,283,158,107,
LOS ANGELES,9001135A,3599,183,N,337,POLLING PLACE,60,44,13,
LOS ANGELES,9001135A,3599,183,N,,VBM PORTION,53,28,25,
LOS ANGELES,9001135A,3599,183,N,337,TOTAL,113,72,38,
LOS ANGELES,9001135B,6280,184,Y,,POLLING PLACE,,,,
LOS ANGELES,9001135B,6280,184,Y,,VBM PORTION,,,,
LOS ANGELES,9001135B,6280,184,Y,,TOTAL,,,,
LOS ANGELES,9001190C,3622,183,N,1031,POLLING PLACE,200,139,56,
LOS ANGELES,9001190C,3622,183,N,,VBM PORTION,105,65,33,
LOS ANGELES,9001190C,3622,183,N,1031,TOTAL,305,204,89,
LOS ANGELES,9001212A,3630,183,N,1069,POLLING PLACE,359,287,47,
LOS ANGELES,9001212A,3630,183,N,,VBM PORTION,84,49,32,
LOS ANGELES,9001212A,3630,183,N,1069,TOTAL,443,336,79,
LOS ANGELES,9001218A,3631,183,N,618,POLLING PLACE,138,57,71,
LOS ANGELES,9001218A,3631,183,N,,VBM PORTION,72,36,33,
LOS ANGELES,9001218A,3631,183,N,618,TOTAL,210,93,104,
LOS ANGELES,9001219A,3632,183,N,760,POLLING PLACE,168,73,81,
LOS ANGELES,9001219A,3632,183,N,,VBM PORTION,93,54,37,
LOS ANGELES,9001219A,3632,183,N,760,TOTAL,261,127,118,
LOS ANGELES,9001243A,3640,320,N,755,POLLING PLACE,151,126,19,
LOS ANGELES,9001243A,3640,320,N,,VBM PORTION,36,32,1,
LOS ANGELES,9001243A,3640,320,N,755,TOTAL,187,158,20,
LOS ANGELES,9001244A,3641,320,N,758,POLLING PLACE,161,119,32,
LOS ANGELES,9001244A,3641,320,N,,VBM PORTION,44,29,11,
LOS ANGELES,9001244A,3641,320,N,758,TOTAL,205,148,43,
LOS ANGELES,9001262A,3648,220,N,1126,POLLING PLACE,184,111,67,
LOS ANGELES,9001262A,3648,220,N,,VBM PORTION,159,95,57,
LOS ANGELES,9001262A,3648,220,N,1126,TOTAL,343,206,124,
LOS ANGELES,9001304A,6282,323,Y,1,POLLING PLACE,,,,
LOS ANGELES,9001304A,6282,323,Y,,VBM PORTION,,,,
LOS ANGELES,9001304A,6282,323,Y,1,TOTAL,,,,
LOS ANGELES,9001306A,3663,183,N,1138,POLLING PLACE,312,153,145,
LOS ANGELES,9001306A,3663,183,N,,VBM PORTION,163,78,76,
LOS ANGELES,9001306A,3663,183,N,1138,TOTAL,475,231,221,
LOS ANGELES,9001307A,3664,183,N,1197,POLLING PLACE,279,153,107,
LOS ANGELES,9001307A,3664,183,N,,VBM PORTION,145,73,59,
LOS ANGELES,9001307A,3664,183,N,1197,TOTAL,424,226,166,
LOS ANGELES,9001310A,3666,183,N,1132,POLLING PLACE,242,167,66,
LOS ANGELES,9001310A,3666,183,N,,VBM PORTION,132,69,54,
LOS ANGELES,9001310A,3666,183,N,1132,TOTAL,374,236,120,
LOS ANGELES,9001312A,3667,183,N,779,POLLING PLACE,161,113,38,
LOS ANGELES,9001312A,3667,183,N,,VBM PORTION,53,39,12,
LOS ANGELES,9001312A,3667,183,N,779,TOTAL,214,152,50,
LOS ANGELES,9001316A,3669,183,N,1177,POLLING PLACE,239,171,58,
LOS ANGELES,9001316A,3669,183,N,,VBM PORTION,93,52,33,
LOS ANGELES,9001316A,3669,183,N,1177,TOTAL,332,223,91,
LOS ANGELES,9001318A,3670,183,N,1242,POLLING PLACE,197,130,58,
LOS ANGELES,9001318A,3670,183,N,,VBM PORTION,90,63,21,
LOS ANGELES,9001318A,3670,183,N,1242,TOTAL,287,193,79,
LOS ANGELES,9001326A,3674,183,N,1107,POLLING PLACE,141,93,39,
LOS ANGELES,9001326A,3674,183,N,,VBM PORTION,99,60,32,
LOS ANGELES,9001326A,3674,183,N,1107,TOTAL,240,153,71,
LOS ANGELES,9001329A,3675,220,N,1303,POLLING PLACE,310,202,94,
LOS ANGELES,9001329A,3675,220,N,,VBM PORTION,162,102,55,
LOS ANGELES,9001329A,3675,220,N,1303,TOTAL,472,304,149,
LOS ANGELES,9001330A,3676,220,N,697,POLLING PLACE,41,26,9,
LOS ANGELES,9001330A,3676,220,N,,VBM PORTION,,,,
LOS ANGELES,9001330A,3676,220,N,697,TOTAL,41,26,9,
LOS ANGELES,9001331A,3677,220,N,890,POLLING PLACE,185,105,66,
LOS ANGELES,9001331A,3677,220,N,,VBM PORTION,93,50,39,
LOS ANGELES,9001331A,3677,220,N,890,TOTAL,278,155,105,
LOS ANGELES,9001332A,3678,220,N,965,POLLING PLACE,230,109,112,
LOS ANGELES,9001332A,3678,220,N,,VBM PORTION,139,61,65,
LOS ANGELES,9001332A,3678,220,N,965,TOTAL,369,170,177,
LOS ANGELES,9001334A,3679,220,N,1419,POLLING PLACE,225,131,84,
LOS ANGELES,9001334A,3679,220,N,,VBM PORTION,230,124,88,
LOS ANGELES,9001334A,3679,220,N,1419,TOTAL,455,255,172,
LOS ANGELES,9001336A,3680,220,N,907,POLLING PLACE,39,32,6,
LOS ANGELES,9001336A,3680,220,N,,VBM PORTION,8,7,1,
LOS ANGELES,9001336A,3680,220,N,907,TOTAL,47,39,7,
LOS ANGELES,9001338A,3681,220,N,950,POLLING PLACE,91,74,13,
LOS ANGELES,9001338A,3681,220,N,,VBM PORTION,27,20,7,
LOS ANGELES,9001338A,3681,220,N,950,TOTAL,118,94,20,
LOS ANGELES,9001341A,3682,220,N,988,POLLING PLACE,138,110,15,
LOS ANGELES,9001341A,3682,220,N,,VBM PORTION,26,17,7,
LOS ANGELES,9001341A,3682,220,N,988,TOTAL,164,127,22,
LOS ANGELES,9001342A,3683,183,N,724,POLLING PLACE,225,130,82,
LOS ANGELES,9001342A,3683,183,N,,VBM PORTION,58,31,23,
LOS ANGELES,9001342A,3683,183,N,724,TOTAL,283,161,105,
LOS ANGELES,9001343A,3684,183,N,1434,POLLING PLACE,318,206,108,
LOS ANGELES,9001343A,3684,183,N,,VBM PORTION,186,89,88,
LOS ANGELES,9001343A,3684,183,N,1434,TOTAL,504,295,196,
LOS ANGELES,9001346A,3686,220,N,710,POLLING PLACE,20,14,2,
LOS ANGELES,9001346A,3686,220,N,,VBM PORTION,1,,1,
LOS ANGELES,9001346A,3686,220,N,710,TOTAL,21,14,3,
LOS ANGELES,9001350A,3688,183,N,1045,POLLING PLACE,194,131,58,
LOS ANGELES,9001350A,3688,183,N,,VBM PORTION,144,73,64,
LOS ANGELES,9001350A,3688,183,N,1045,TOTAL,338,204,122,
LOS ANGELES,9001352A,3689,183,N,1298,POLLING PLACE,274,138,126,
LOS ANGELES,9001352A,3689,183,N,,VBM PORTION,148,59,76,
LOS ANGELES,9001352A,3689,183,N,1298,TOTAL,422,197,202,
LOS ANGELES,9001354A,3691,183,N,460,POLLING PLACE,115,75,35,
LOS ANGELES,9001354A,3691,183,N,,VBM PORTION,76,38,34,
LOS ANGELES,9001354A,3691,183,N,460,TOTAL,191,113,69,
LOS ANGELES,9001355A,3692,183,N,574,POLLING PLACE,124,73,45,
LOS ANGELES,9001355A,3692,183,N,,VBM PORTION,87,52,34,
LOS ANGELES,9001355A,3692,183,N,574,TOTAL,211,125,79,
LOS ANGELES,9001357A,3693,183,N,972,POLLING PLACE,287,160,108,
LOS ANGELES,9001357A,3693,183,N,,VBM PORTION,136,92,40,
LOS ANGELES,9001357A,3693,183,N,972,TOTAL,423,252,148,
LOS ANGELES,9001358A,3694,183,N,846,POLLING PLACE,184,99,78,
LOS ANGELES,9001358A,3694,183,N,,VBM PORTION,141,63,67,
LOS ANGELES,9001358A,3694,183,N,846,TOTAL,325,162,145,
LOS ANGELES,9001361A,3695,183,N,875,POLLING PLACE,252,152,79,
LOS ANGELES,9001361A,3695,183,N,,VBM PORTION,89,55,24,
LOS ANGELES,9001361A,3695,183,N,875,TOTAL,341,207,103,
LOS ANGELES,9001364A,3696,183,N,745,POLLING PLACE,109,64,40,
LOS ANGELES,9001364A,3696,183,N,,VBM PORTION,150,87,53,
LOS ANGELES,9001364A,3696,183,N,745,TOTAL,259,151,93,
LOS ANGELES,9001366A,3697,183,N,829,POLLING PLACE,155,103,44,
LOS ANGELES,9001366A,3697,183,N,,VBM PORTION,125,66,54,
LOS ANGELES,9001366A,3697,183,N,829,TOTAL,280,169,98,
LOS ANGELES,9001374A,3700,183,N,1135,POLLING PLACE,356,239,97,
LOS ANGELES,9001374A,3700,183,N,,VBM PORTION,152,85,59,
LOS ANGELES,9001374A,3700,183,N,1135,TOTAL,508,324,156,
LOS ANGELES,9001382A,3702,183,N,1083,POLLING PLACE,311,197,103,
LOS ANGELES,9001382A,3702,183,N,,VBM PORTION,106,57,43,
LOS ANGELES,9001382A,3702,183,N,1083,TOTAL,417,254,146,
LOS ANGELES,9001389A,3704,322,N,677,POLLING PLACE,201,117,77,
LOS ANGELES,9001389A,3704,322,N,,VBM PORTION,50,24,22,
