LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,JIM MCDONNELL,PAUL TANAKA,
SUNLAND,6850001A,6242,69,Y,,VBM PORTION,,,,
SUNLAND,6850001A,6242,69,Y,,TOTAL,,,,
SUNLAND,6850002A,2638,65,N,488,POLLING PLACE,114,71,20,
SUNLAND,6850002A,2638,65,N,,VBM PORTION,36,21,10,
SUNLAND,6850002A,2638,65,N,488,TOTAL,150,92,30,
SUNLAND,6850016A,6243,97,Y,23,POLLING PLACE,,,,
SUNLAND,6850016A,6243,97,Y,,VBM PORTION,4,3,1,
SUNLAND,6850016A,6243,97,Y,23,TOTAL,4,3,1,
SUNLAND,6850017A,6244,69,Y,92,POLLING PLACE,,,,
SUNLAND,6850017A,6244,69,Y,,VBM PORTION,12,5,6,
SUNLAND,6850017A,6244,69,Y,92,TOTAL,12,5,6,
SUNLAND,6850028A,6245,56,Y,,POLLING PLACE,,,,
SUNLAND,6850028A,6245,56,Y,,VBM PORTION,,,,
SUNLAND,6850028A,6245,56,Y,,TOTAL,,,,
SUNLAND,6850030A,6246,65,Y,12,POLLING PLACE,,,,
SUNLAND,6850030A,6246,65,Y,,VBM PORTION,2,2,,
SUNLAND,6850030A,6246,65,Y,12,TOTAL,2,2,,
SUNLAND,6850033C,6247,69,Y,,POLLING PLACE,,,,
SUNLAND,6850033C,6247,69,Y,,VBM PORTION,,,,
SUNLAND,6850033C,6247,69,Y,,TOTAL,,,,
SUNLAND,6850034A,6248,103,Y,38,POLLING PLACE,,,,
SUNLAND,6850034A,6248,103,Y,,VBM PORTION,5,3,,
SUNLAND,6850034A,6248,103,Y,38,TOTAL,5,3,,
TEMPLE CITY,7050006A,2639,155,N,942,POLLING PLACE,118,72,27,
TEMPLE CITY,7050006A,2639,155,N,,VBM PORTION,62,34,11,
TEMPLE CITY,7050006A,2639,155,N,942,TOTAL,180,106,38,
TEMPLE CITY,7050008B,2640,162,N,759,POLLING PLACE,108,75,21,
TEMPLE CITY,7050008B,2640,162,N,,VBM PORTION,36,19,5,
TEMPLE CITY,7050008B,2640,162,N,759,TOTAL,144,94,26,
TEMPLE CITY,7050011A,2641,155,N,788,POLLING PLACE,104,55,23,
TEMPLE CITY,7050011A,2641,155,N,,VBM PORTION,52,26,16,
TEMPLE CITY,7050011A,2641,155,N,788,TOTAL,156,81,39,
TEMPLE CITY,7050013A,2642,162,N,1222,POLLING PLACE,204,130,34,
TEMPLE CITY,7050013A,2642,162,N,,VBM PORTION,91,44,21,
TEMPLE CITY,7050013A,2642,162,N,1222,TOTAL,295,174,55,
TEMPLE CITY,7050016A,2643,162,N,979,POLLING PLACE,213,128,42,
TEMPLE CITY,7050016A,2643,162,N,,VBM PORTION,51,32,8,
TEMPLE CITY,7050016A,2643,162,N,979,TOTAL,264,160,50,
TEMPLE CITY,7050027A,2644,162,N,1316,POLLING PLACE,201,118,49,
TEMPLE CITY,7050027A,2644,162,N,,VBM PORTION,112,71,17,
TEMPLE CITY,7050027A,2644,162,N,1316,TOTAL,313,189,66,
TEMPLE CITY,7050037A,2645,162,N,1218,POLLING PLACE,225,134,51,
TEMPLE CITY,7050037A,2645,162,N,,VBM PORTION,74,36,27,
TEMPLE CITY,7050037A,2645,162,N,1218,TOTAL,299,170,78,
TEMPLE CITY,7050043A,2646,155,N,1207,POLLING PLACE,218,132,52,
TEMPLE CITY,7050043A,2646,155,N,,VBM PORTION,105,61,28,
TEMPLE CITY,7050043A,2646,155,N,1207,TOTAL,323,193,80,
TEMPLE CITY,7050062A,2647,155,N,1292,POLLING PLACE,239,147,40,
TEMPLE CITY,7050062A,2647,155,N,,VBM PORTION,85,47,16,
TEMPLE CITY,7050062A,2647,155,N,1292,TOTAL,324,194,56,
TEMPLE CITY,7050066A,2648,162,N,1471,POLLING PLACE,298,164,62,
TEMPLE CITY,7050066A,2648,162,N,,VBM PORTION,133,80,27,
TEMPLE CITY,7050066A,2648,162,N,1471,TOTAL,431,244,89,
TEMPLE CITY,7050068A,2649,157,N,1053,POLLING PLACE,187,113,40,
TEMPLE CITY,7050068A,2649,157,N,,VBM PORTION,68,45,7,
TEMPLE CITY,7050068A,2649,157,N,1053,TOTAL,255,158,47,
TEMPLE CITY,7050070A,2650,157,N,1272,POLLING PLACE,241,141,67,
TEMPLE CITY,7050070A,2650,157,N,,VBM PORTION,70,44,14,
TEMPLE CITY,7050070A,2650,157,N,1272,TOTAL,311,185,81,
TEMPLE CITY,7050072A,2651,157,N,894,POLLING PLACE,161,97,50,
TEMPLE CITY,7050072A,2651,157,N,,VBM PORTION,70,28,28,
TEMPLE CITY,7050072A,2651,157,N,894,TOTAL,231,125,78,
TEMPLE CITY,7050076B,2652,159,N,129,POLLING PLACE,15,10,2,
TEMPLE CITY,7050076B,2652,159,N,,VBM PORTION,11,6,4,
TEMPLE CITY,7050076B,2652,159,N,129,TOTAL,26,16,6,
TEMPLE CITY,7050076E,2653,155,N,966,POLLING PLACE,156,97,32,
TEMPLE CITY,7050076E,2653,155,N,,VBM PORTION,77,46,16,
TEMPLE CITY,7050076E,2653,155,N,966,TOTAL,233,143,48,
TEMPLE CITY,7050077A,2654,162,N,1127,POLLING PLACE,203,122,45,
TEMPLE CITY,7050077A,2654,162,N,,VBM PORTION,76,37,21,
TEMPLE CITY,7050077A,2654,162,N,1127,TOTAL,279,159,66,
TOPANGA,7100001A,2655,196,N,988,POLLING PLACE,253,170,30,
TOPANGA,7100001A,2655,196,N,,VBM PORTION,107,77,11,
TOPANGA,7100001A,2655,196,N,988,TOTAL,360,247,41,
TOPANGA,7100002A,2656,196,N,966,POLLING PLACE,297,187,31,
TOPANGA,7100002A,2656,196,N,,VBM PORTION,47,33,7,
TOPANGA,7100002A,2656,196,N,966,TOTAL,344,220,38,
TOPANGA,7100004B,2657,196,N,778,POLLING PLACE,254,178,25,
TOPANGA,7100004B,2657,196,N,,VBM PORTION,49,35,4,
TOPANGA,7100004B,2657,196,N,778,TOTAL,303,213,29,
TOPANGA,7100006A,2658,196,N,650,POLLING PLACE,215,149,20,
TOPANGA,7100006A,2658,196,N,,VBM PORTION,45,31,4,
TOPANGA,7100006A,2658,196,N,650,TOTAL,260,180,24,
TOPANGA,7100007A,2659,191,N,195,POLLING PLACE,20,11,8,
TOPANGA,7100007A,2659,191,N,,VBM PORTION,36,22,10,
TOPANGA,7100007A,2659,191,N,195,TOTAL,56,33,18,
TOPANGA,7100030A,2660,196,N,777,POLLING PLACE,259,155,41,
TOPANGA,7100030A,2660,196,N,,VBM PORTION,48,26,8,
TOPANGA,7100030A,2660,196,N,777,TOTAL,307,181,49,
TOPANGA,7100032A,6249,195,Y,255,POLLING PLACE,,,,
TOPANGA,7100032A,6249,195,Y,,VBM PORTION,70,45,6,
TOPANGA,7100032A,6249,195,Y,255,TOTAL,70,45,6,
TOPANGA,7100033A,2661,195,N,1001,POLLING PLACE,295,191,31,
TOPANGA,7100033A,2661,195,N,,VBM PORTION,110,75,16,
TOPANGA,7100033A,2661,195,N,1001,TOTAL,405,266,47,
TORRANCE,7150001A,2662,386,N,713,POLLING PLACE,131,73,43,
TORRANCE,7150001A,2662,386,N,,VBM PORTION,93,37,35,
TORRANCE,7150001A,2662,386,N,713,TOTAL,224,110,78,
TORRANCE,7150002A,2663,386,N,866,POLLING PLACE,223,112,85,
TORRANCE,7150002A,2663,386,N,,VBM PORTION,67,31,29,
TORRANCE,7150002A,2663,386,N,866,TOTAL,290,143,114,
TORRANCE,7150003A,2664,386,N,979,POLLING PLACE,202,106,67,
TORRANCE,7150003A,2664,386,N,,VBM PORTION,66,38,19,
TORRANCE,7150003A,2664,386,N,979,TOTAL,268,144,86,
TORRANCE,7150004A,2665,386,N,1217,POLLING PLACE,198,110,58,
TORRANCE,7150004A,2665,386,N,,VBM PORTION,92,54,20,
TORRANCE,7150004A,2665,386,N,1217,TOTAL,290,164,78,
TORRANCE,7150005A,2666,386,N,858,POLLING PLACE,179,91,56,
TORRANCE,7150005A,2666,386,N,,VBM PORTION,84,53,25,
TORRANCE,7150005A,2666,386,N,858,TOTAL,263,144,81,
TORRANCE,7150008A,2667,386,N,870,POLLING PLACE,168,93,52,
TORRANCE,7150008A,2667,386,N,,VBM PORTION,93,42,35,
TORRANCE,7150008A,2667,386,N,870,TOTAL,261,135,87,
TORRANCE,7150009A,2668,386,N,967,POLLING PLACE,194,84,84,
TORRANCE,7150009A,2668,386,N,,VBM PORTION,109,53,38,
TORRANCE,7150009A,2668,386,N,967,TOTAL,303,137,122,
TORRANCE,7150010A,2669,386,N,1469,POLLING PLACE,233,126,76,
TORRANCE,7150010A,2669,386,N,,VBM PORTION,110,56,27,
TORRANCE,7150010A,2669,386,N,1469,TOTAL,343,182,103,
TORRANCE,7150012A,2670,386,N,860,POLLING PLACE,168,97,47,
TORRANCE,7150012A,2670,386,N,,VBM PORTION,76,33,28,
TORRANCE,7150012A,2670,386,N,860,TOTAL,244,130,75,
TORRANCE,7150013A,2671,386,N,1327,POLLING PLACE,267,140,91,
TORRANCE,7150013A,2671,386,N,,VBM PORTION,115,55,31,
TORRANCE,7150013A,2671,386,N,1327,TOTAL,382,195,122,
TORRANCE,7150015A,2672,386,N,1188,POLLING PLACE,276,151,97,
TORRANCE,7150015A,2672,386,N,,VBM PORTION,132,62,45,
TORRANCE,7150015A,2672,386,N,1188,TOTAL,408,213,142,
TORRANCE,7150016A,2673,386,N,763,POLLING PLACE,202,103,77,
TORRANCE,7150016A,2673,386,N,,VBM PORTION,69,38,20,
TORRANCE,7150016A,2673,386,N,763,TOTAL,271,141,97,
TORRANCE,7150017A,2674,386,N,1060,POLLING PLACE,242,126,94,
TORRANCE,7150017A,2674,386,N,,VBM PORTION,134,61,51,
TORRANCE,7150017A,2674,386,N,1060,TOTAL,376,187,145,
TORRANCE,7150021A,2675,378,N,979,POLLING PLACE,259,162,52,
TORRANCE,7150021A,2675,378,N,,VBM PORTION,119,54,37,
TORRANCE,7150021A,2675,378,N,979,TOTAL,378,216,89,
TORRANCE,7150022A,2676,386,N,1039,POLLING PLACE,176,112,45,
TORRANCE,7150022A,2676,386,N,,VBM PORTION,71,34,24,
TORRANCE,7150022A,2676,386,N,1039,TOTAL,247,146,69,
TORRANCE,7150023A,2677,378,N,900,POLLING PLACE,199,139,33,
TORRANCE,7150023A,2677,378,N,,VBM PORTION,78,39,23,
TORRANCE,7150023A,2677,378,N,900,TOTAL,277,178,56,
TORRANCE,7150024A,2678,378,N,729,POLLING PLACE,165,80,44,
TORRANCE,7150024A,2678,378,N,,VBM PORTION,82,44,26,
TORRANCE,7150024A,2678,378,N,729,TOTAL,247,124,70,
TORRANCE,7150025A,2679,386,N,992,POLLING PLACE,234,121,71,
TORRANCE,7150025A,2679,386,N,,VBM PORTION,108,50,27,
TORRANCE,7150025A,2679,386,N,992,TOTAL,342,171,98,
TORRANCE,7150026B,2680,386,N,808,POLLING PLACE,150,89,42,
TORRANCE,7150026B,2680,386,N,,VBM PORTION,83,45,21,
TORRANCE,7150026B,2680,386,N,808,TOTAL,233,134,63,
TORRANCE,7150027A,2681,386,N,988,POLLING PLACE,221,110,82,
TORRANCE,7150027A,2681,386,N,,VBM PORTION,69,36,21,
TORRANCE,7150027A,2681,386,N,988,TOTAL,290,146,103,
TORRANCE,7150028A,2682,386,N,1037,POLLING PLACE,193,108,58,
TORRANCE,7150028A,2682,386,N,,VBM PORTION,106,54,23,
TORRANCE,7150028A,2682,386,N,1037,TOTAL,299,162,81,
TORRANCE,7150029A,2683,386,N,1116,POLLING PLACE,193,106,61,
TORRANCE,7150029A,2683,386,N,,VBM PORTION,131,72,42,
TORRANCE,7150029A,2683,386,N,1116,TOTAL,324,178,103,
TORRANCE,7150031B,2684,378,N,987,POLLING PLACE,235,147,43,
TORRANCE,7150031B,2684,378,N,,VBM PORTION,129,76,30,
TORRANCE,7150031B,2684,378,N,987,TOTAL,364,223,73,
TORRANCE,7150032A,2685,378,N,944,POLLING PLACE,218,137,33,
TORRANCE,7150032A,2685,378,N,,VBM PORTION,98,62,18,
TORRANCE,7150032A,2685,378,N,944,TOTAL,316,199,51,
TORRANCE,7150033A,2686,386,N,1270,POLLING PLACE,234,140,57,
TORRANCE,7150033A,2686,386,N,,VBM PORTION,100,61,23,
TORRANCE,7150033A,2686,386,N,1270,TOTAL,334,201,80,
TORRANCE,7150037A,2687,378,N,925,POLLING PLACE,264,159,61,
TORRANCE,7150037A,2687,378,N,,VBM PORTION,90,56,15,
TORRANCE,7150037A,2687,378,N,925,TOTAL,354,215,76,
TORRANCE,7150038A,2688,378,N,1174,POLLING PLACE,329,206,72,
TORRANCE,7150038A,2688,378,N,,VBM PORTION,190,105,39,
TORRANCE,7150038A,2688,378,N,1174,TOTAL,519,311,111,
TORRANCE,7150039A,2689,378,N,986,POLLING PLACE,142,80,43,
TORRANCE,7150039A,2689,378,N,,VBM PORTION,114,58,25,
TORRANCE,7150039A,2689,378,N,986,TOTAL,256,138,68,
TORRANCE,7150041A,2690,386,N,1204,POLLING PLACE,235,141,58,
TORRANCE,7150041A,2690,386,N,,VBM PORTION,155,98,32,
TORRANCE,7150041A,2690,386,N,1204,TOTAL,390,239,90,
TORRANCE,7150043A,6250,381,Y,45,POLLING PLACE,,,,
TORRANCE,7150043A,6250,381,Y,,VBM PORTION,5,1,1,
TORRANCE,7150043A,6250,381,Y,45,TOTAL,5,1,1,
TORRANCE,7150046A,2691,378,N,1266,POLLING PLACE,279,163,64,
TORRANCE,7150046A,2691,378,N,,VBM PORTION,121,73,29,
TORRANCE,7150046A,2691,378,N,1266,TOTAL,400,236,93,
TORRANCE,7150048A,2692,386,N,1316,POLLING PLACE,232,134,65,
TORRANCE,7150048A,2692,386,N,,VBM PORTION,87,43,23,
TORRANCE,7150048A,2692,386,N,1316,TOTAL,319,177,88,
TORRANCE,7150049A,2693,386,N,971,POLLING PLACE,240,147,55,
TORRANCE,7150049A,2693,386,N,,VBM PORTION,121,64,23,
TORRANCE,7150049A,2693,386,N,971,TOTAL,361,211,78,
TORRANCE,7150050A,2694,378,N,999,POLLING PLACE,209,119,55,
TORRANCE,7150050A,2694,378,N,,VBM PORTION,124,77,24,
TORRANCE,7150050A,2694,378,N,999,TOTAL,333,196,79,
TORRANCE,7150051B,2695,386,N,1075,POLLING PLACE,194,104,51,
TORRANCE,7150051B,2695,386,N,,VBM PORTION,113,69,22,
TORRANCE,7150051B,2695,386,N,1075,TOTAL,307,173,73,
TORRANCE,7150055A,2696,386,N,881,POLLING PLACE,179,108,45,
TORRANCE,7150055A,2696,386,N,,VBM PORTION,80,45,19,
TORRANCE,7150055A,2696,386,N,881,TOTAL,259,153,64,
TORRANCE,7150056A,2697,386,N,1011,POLLING PLACE,247,163,41,
TORRANCE,7150056A,2697,386,N,,VBM PORTION,114,60,21,
TORRANCE,7150056A,2697,386,N,1011,TOTAL,361,223,62,
TORRANCE,7150058A,2698,386,N,1131,POLLING PLACE,221,116,75,
TORRANCE,7150058A,2698,386,N,,VBM PORTION,98,55,25,
TORRANCE,7150058A,2698,386,N,1131,TOTAL,319,171,100,
TORRANCE,7150061A,2699,382,N,1247,POLLING PLACE,274,161,74,
TORRANCE,7150061A,2699,382,N,,VBM PORTION,124,83,22,
TORRANCE,7150061A,2699,382,N,1247,TOTAL,398,244,96,
TORRANCE,7150064A,2700,382,N,1254,POLLING PLACE,372,238,79,
TORRANCE,7150064A,2700,382,N,,VBM PORTION,165,99,31,
TORRANCE,7150064A,2700,382,N,1254,TOTAL,537,337,110,
TORRANCE,7150065A,2701,382,N,935,POLLING PLACE,181,108,52,
TORRANCE,7150065A,2701,382,N,,VBM PORTION,123,65,34,
TORRANCE,7150065A,2701,382,N,935,TOTAL,304,173,86,
TORRANCE,7150067A,2702,382,N,1299,POLLING PLACE,314,193,88,
TORRANCE,7150067A,2702,382,N,,VBM PORTION,181,94,54,
TORRANCE,7150067A,2702,382,N,1299,TOTAL,495,287,142,
TORRANCE,7150068B,2703,382,N,1125,POLLING PLACE,285,190,61,
TORRANCE,7150068B,2703,382,N,,VBM PORTION,134,71,42,
TORRANCE,7150068B,2703,382,N,1125,TOTAL,419,261,103,
TORRANCE,7150069A,2704,382,N,1110,POLLING PLACE,260,158,61,
TORRANCE,7150069A,2704,382,N,,VBM PORTION,114,63,34,
TORRANCE,7150069A,2704,382,N,1110,TOTAL,374,221,95,
TORRANCE,7150071A,2705,378,N,925,POLLING PLACE,296,165,76,
TORRANCE,7150071A,2705,378,N,,VBM PORTION,95,68,10,
TORRANCE,7150071A,2705,378,N,925,TOTAL,391,233,86,
TORRANCE,7150076A,2706,386,N,1054,POLLING PLACE,164,105,34,
TORRANCE,7150076A,2706,386,N,,VBM PORTION,166,84,46,
TORRANCE,7150076A,2706,386,N,1054,TOTAL,330,189,80,
TORRANCE,7150077A,2707,386,N,875,POLLING PLACE,187,114,44,
TORRANCE,7150077A,2707,386,N,,VBM PORTION,119,70,23,
TORRANCE,7150077A,2707,386,N,875,TOTAL,306,184,67,
TORRANCE,7150078D,2708,378,N,710,POLLING PLACE,148,88,35,
TORRANCE,7150078D,2708,378,N,,VBM PORTION,125,63,35,
TORRANCE,7150078D,2708,378,N,710,TOTAL,273,151,70,
TORRANCE,7150081B,2709,378,N,865,POLLING PLACE,237,148,43,
TORRANCE,7150081B,2709,378,N,,VBM PORTION,110,71,17,
TORRANCE,7150081B,2709,378,N,865,TOTAL,347,219,60,
TORRANCE,7150082A,2710,378,N,1118,POLLING PLACE,339,217,60,
TORRANCE,7150082A,2710,378,N,,VBM PORTION,109,53,21,
TORRANCE,7150082A,2710,378,N,1118,TOTAL,448,270,81,
TORRANCE,7150084A,2711,378,N,1004,POLLING PLACE,258,142,60,
TORRANCE,7150084A,2711,378,N,,VBM PORTION,98,55,22,
TORRANCE,7150084A,2711,378,N,1004,TOTAL,356,197,82,
TORRANCE,7150087A,2712,382,N,1167,POLLING PLACE,216,109,69,
TORRANCE,7150087A,2712,382,N,,VBM PORTION,127,67,36,
TORRANCE,7150087A,2712,382,N,1167,TOTAL,343,176,105,
TORRANCE,7150090A,2713,378,N,941,POLLING PLACE,211,126,55,
TORRANCE,7150090A,2713,378,N,,VBM PORTION,112,69,28,
TORRANCE,7150090A,2713,378,N,941,TOTAL,323,195,83,
TORRANCE,7150092B,2714,378,N,1219,POLLING PLACE,352,210,75,
TORRANCE,7150092B,2714,378,N,,VBM PORTION,111,72,19,
TORRANCE,7150092B,2714,378,N,1219,TOTAL,463,282,94,
TORRANCE,7150094A,2715,378,N,1317,POLLING PLACE,322,184,81,
TORRANCE,7150094A,2715,378,N,,VBM PORTION,128,71,30,
TORRANCE,7150094A,2715,378,N,1317,TOTAL,450,255,111,
TORRANCE,7150098A,2716,378,N,1190,POLLING PLACE,332,181,85,
TORRANCE,7150098A,2716,378,N,,VBM PORTION,133,64,40,
TORRANCE,7150098A,2716,378,N,1190,TOTAL,465,245,125,
TORRANCE,7150098E,6251,377,Y,,POLLING PLACE,,,,
TORRANCE,7150098E,6251,377,Y,,VBM PORTION,,,,
TORRANCE,7150098E,6251,377,Y,,TOTAL,,,,
TORRANCE,7150101A,2717,378,N,1230,POLLING PLACE,274,162,59,
TORRANCE,7150101A,2717,378,N,,VBM PORTION,132,86,25,
TORRANCE,7150101A,2717,378,N,1230,TOTAL,406,248,84,
TORRANCE,7150102A,2718,378,N,1083,POLLING PLACE,211,121,40,
TORRANCE,7150102A,2718,378,N,,VBM PORTION,135,70,31,
TORRANCE,7150102A,2718,378,N,1083,TOTAL,346,191,71,
TORRANCE,7150104A,2719,378,N,842,POLLING PLACE,248,170,41,
TORRANCE,7150104A,2719,378,N,,VBM PORTION,128,84,20,
TORRANCE,7150104A,2719,378,N,842,TOTAL,376,254,61,
TORRANCE,7150106A,2720,378,N,1256,POLLING PLACE,319,197,49,
TORRANCE,7150106A,2720,378,N,,VBM PORTION,196,119,27,
TORRANCE,7150106A,2720,378,N,1256,TOTAL,515,316,76,
TORRANCE,7150109A,2721,378,N,1304,POLLING PLACE,408,242,83,
TORRANCE,7150109A,2721,378,N,,VBM PORTION,139,85,23,
TORRANCE,7150109A,2721,378,N,1304,TOTAL,547,327,106,
TORRANCE,7150112B,2722,378,N,978,POLLING PLACE,277,158,70,
TORRANCE,7150112B,2722,378,N,,VBM PORTION,137,89,16,
TORRANCE,7150112B,2722,378,N,978,TOTAL,414,247,86,
TORRANCE,7150114A,2723,378,N,985,POLLING PLACE,250,162,39,
TORRANCE,7150114A,2723,378,N,,VBM PORTION,150,99,19,
TORRANCE,7150114A,2723,378,N,985,TOTAL,400,261,58,
TORRANCE,7150115A,2724,378,N,852,POLLING PLACE,168,108,21,
TORRANCE,7150115A,2724,378,N,,VBM PORTION,73,37,12,
TORRANCE,7150115A,2724,378,N,852,TOTAL,241,145,33,
TORRANCE,7150116A,2725,382,N,1166,POLLING PLACE,293,188,75,
TORRANCE,7150116A,2725,382,N,,VBM PORTION,135,89,22,
TORRANCE,7150116A,2725,382,N,1166,TOTAL,428,277,97,
TORRANCE,7150121A,2726,382,N,1349,POLLING PLACE,360,230,82,
TORRANCE,7150121A,2726,382,N,,VBM PORTION,193,122,46,
TORRANCE,7150121A,2726,382,N,1349,TOTAL,553,352,128,
TORRANCE,7150125A,2727,386,N,825,POLLING PLACE,89,52,31,
TORRANCE,7150125A,2727,386,N,,VBM PORTION,62,39,13,
TORRANCE,7150125A,2727,386,N,825,TOTAL,151,91,44,
TORRANCE,7150131A,2728,378,N,877,POLLING PLACE,169,102,46,
TORRANCE,7150131A,2728,378,N,,VBM PORTION,93,60,15,
TORRANCE,7150131A,2728,378,N,877,TOTAL,262,162,61,
TORRANCE,7150132A,2729,378,N,1213,POLLING PLACE,207,124,53,
TORRANCE,7150132A,2729,378,N,,VBM PORTION,106,64,23,
TORRANCE,7150132A,2729,378,N,1213,TOTAL,313,188,76,
TORRANCE,7150137A,2730,386,N,859,POLLING PLACE,155,93,48,
TORRANCE,7150137A,2730,386,N,,VBM PORTION,53,31,15,
TORRANCE,7150137A,2730,386,N,859,TOTAL,208,124,63,
TORRANCE,7150144A,2731,378,N,972,POLLING PLACE,213,116,72,
TORRANCE,7150144A,2731,378,N,,VBM PORTION,112,70,27,
TORRANCE,7150144A,2731,378,N,972,TOTAL,325,186,99,
TORRANCE,7150146A,2732,378,N,861,POLLING PLACE,105,58,23,
TORRANCE,7150146A,2732,378,N,,VBM PORTION,74,32,25,
TORRANCE,7150146A,2732,378,N,861,TOTAL,179,90,48,
TORRANCE,7150149A,2733,386,N,1246,POLLING PLACE,198,113,44,
TORRANCE,7150149A,2733,386,N,,VBM PORTION,98,59,26,
TORRANCE,7150149A,2733,386,N,1246,TOTAL,296,172,70,
TORRANCE,7150161A,2734,378,N,964,POLLING PLACE,154,89,29,
TORRANCE,7150161A,2734,378,N,,VBM PORTION,88,43,23,
TORRANCE,7150161A,2734,378,N,964,TOTAL,242,132,52,
TORRANCE,7150182A,2735,378,N,928,POLLING PLACE,160,90,37,
TORRANCE,7150182A,2735,378,N,,VBM PORTION,150,77,31,
TORRANCE,7150182A,2735,378,N,928,TOTAL,310,167,68,
TORRANCE,7150201A,2736,386,N,961,POLLING PLACE,182,111,37,
TORRANCE,7150201A,2736,386,N,,VBM PORTION,111,56,30,
TORRANCE,7150201A,2736,386,N,961,TOTAL,293,167,67,
TORRANCE,7150300A,2737,378,N,835,POLLING PLACE,259,159,64,
TORRANCE,7150300A,2737,378,N,,VBM PORTION,66,40,14,
TORRANCE,7150300A,2737,378,N,835,TOTAL,325,199,78,
TORRANCE,7150301A,2738,378,N,1104,POLLING PLACE,330,201,75,
TORRANCE,7150301A,2738,378,N,,VBM PORTION,96,58,22,
TORRANCE,7150301A,2738,378,N,1104,TOTAL,426,259,97,
UNIVERSAL,7300001A,6252,125,Y,,POLLING PLACE,,,,
UNIVERSAL,7300001A,6252,125,Y,,VBM PORTION,,,,
UNIVERSAL,7300001A,6252,125,Y,,TOTAL,,,,
VALENCIA,7360006A,2739,45,N,1055,POLLING PLACE,139,88,26,
VALENCIA,7360006A,2739,45,N,,VBM PORTION,68,41,23,
VALENCIA,7360006A,2739,45,N,1055,TOTAL,207,129,49,
VALENCIA,7360006C,6253,46,Y,,POLLING PLACE,,,,
VALENCIA,7360006C,6253,46,Y,,VBM PORTION,,,,
VALENCIA,7360006C,6253,46,Y,,TOTAL,,,,
VALINDA,7410002A,2740,240,N,882,POLLING PLACE,136,92,29,
VALINDA,7410002A,2740,240,N,,VBM PORTION,34,27,3,
VALINDA,7410002A,2740,240,N,882,TOTAL,170,119,32,
VALINDA,7410003B,2741,240,N,952,POLLING PLACE,125,63,40,
VALINDA,7410003B,2741,240,N,,VBM PORTION,28,18,7,
VALINDA,7410003B,2741,240,N,952,TOTAL,153,81,47,
VALINDA,7410004B,2742,240,N,977,POLLING PLACE,124,78,28,
VALINDA,7410004B,2742,240,N,,VBM PORTION,21,16,4,
VALINDA,7410004B,2742,240,N,977,TOTAL,145,94,32,
VALINDA,7410005A,2743,240,N,1101,POLLING PLACE,145,87,43,
VALINDA,7410005A,2743,240,N,,VBM PORTION,52,31,14,
VALINDA,7410005A,2743,240,N,1101,TOTAL,197,118,57,
VALINDA,7410006B,2744,240,N,1021,POLLING PLACE,143,84,43,
VALINDA,7410006B,2744,240,N,,VBM PORTION,27,12,6,
VALINDA,7410006B,2744,240,N,1021,TOTAL,170,96,49,
VALINDA,7410007A,2745,240,N,1165,POLLING PLACE,162,97,45,
VALINDA,7410007A,2745,240,N,,VBM PORTION,47,29,9,
VALINDA,7410007A,2745,240,N,1165,TOTAL,209,126,54,
VALINDA,7410008A,2746,240,N,625,POLLING PLACE,102,56,24,
VALINDA,7410008A,2746,240,N,,VBM PORTION,44,33,6,
VALINDA,7410008A,2746,240,N,625,TOTAL,146,89,30,
VALINDA,7410010A,2747,133,N,788,POLLING PLACE,114,64,40,
VALINDA,7410010A,2747,133,N,,VBM PORTION,21,13,8,
VALINDA,7410010A,2747,133,N,788,TOTAL,135,77,48,
VALINDA,7410011B,2748,133,N,982,POLLING PLACE,142,85,49,
VALINDA,7410011B,2748,133,N,,VBM PORTION,49,31,11,
VALINDA,7410011B,2748,133,N,982,TOTAL,191,116,60,
VALINDA,7410015A,2749,133,N,855,POLLING PLACE,129,66,39,
VALINDA,7410015A,2749,133,N,,VBM PORTION,33,24,6,
VALINDA,7410015A,2749,133,N,855,TOTAL,162,90,45,
VALINDA,7410015C,2750,131,N,202,POLLING PLACE,24,14,6,
VALINDA,7410015C,2750,131,N,,VBM PORTION,14,7,6,
VALINDA,7410015C,2750,131,N,202,TOTAL,38,21,12,
VALINDA,7410016A,2751,133,N,955,POLLING PLACE,181,123,41,
VALINDA,7410016A,2751,133,N,,VBM PORTION,33,21,4,
VALINDA,7410016A,2751,133,N,955,TOTAL,214,144,45,
VALINDA,7410017A,2752,133,N,1047,POLLING PLACE,153,86,47,
VALINDA,7410017A,2752,133,N,,VBM PORTION,26,13,12,
VALINDA,7410017A,2752,133,N,1047,TOTAL,179,99,59,
VALINDA,7410020A,2753,133,N,1057,POLLING PLACE,137,92,30,
VALINDA,7410020A,2753,133,N,,VBM PORTION,27,14,7,
VALINDA,7410020A,2753,133,N,1057,TOTAL,164,106,37,
VALINDA,7410025A,2754,133,N,1079,POLLING PLACE,195,121,53,
VALINDA,7410025A,2754,133,N,,VBM PORTION,46,30,7,
VALINDA,7410025A,2754,133,N,1079,TOTAL,241,151,60,
VALINDA,7410027A,2755,133,N,723,POLLING PLACE,113,64,34,
VALINDA,7410027A,2755,133,N,,VBM PORTION,28,18,5,
VALINDA,7410027A,2755,133,N,723,TOTAL,141,82,39,
