LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,GERRIE SCHIPSKE,TONIA REYES URANGA,JOHN ALLEN,LARRY S ANDRE,LYNN V DYMALLY,MASON B INOCENTES,
LONG BEACH,3850137A,1498,396,N,1148,TOTAL,110,17,25,27,3,15,7,
LONG BEACH,3850138A,1499,396,N,933,POLLING PLACE,87,19,15,17,5,16,3,
LONG BEACH,3850138A,1499,396,N,,VBM PORTION,25,5,2,4,1,9,1,
LONG BEACH,3850138A,1499,396,N,933,TOTAL,112,24,17,21,6,25,4,
LONG BEACH,3850144A,1500,396,N,1101,POLLING PLACE,51,13,8,12,,6,4,
LONG BEACH,3850144A,1500,396,N,,VBM PORTION,27,7,3,4,1,6,1,
LONG BEACH,3850144A,1500,396,N,1101,TOTAL,78,20,11,16,1,12,5,
LONG BEACH,3850145A,1501,396,N,877,POLLING PLACE,51,7,10,12,,11,2,
LONG BEACH,3850145A,1501,396,N,,VBM PORTION,18,1,,6,1,2,,
LONG BEACH,3850145A,1501,396,N,877,TOTAL,69,8,10,18,1,13,2,
LONG BEACH,3850146A,1502,396,N,1128,POLLING PLACE,92,21,16,21,1,9,11,
LONG BEACH,3850146A,1502,396,N,,VBM PORTION,37,9,,11,,8,1,
LONG BEACH,3850146A,1502,396,N,1128,TOTAL,129,30,16,32,1,17,12,
LONG BEACH,3850147A,1503,396,N,863,POLLING PLACE,171,34,18,45,7,18,17,
LONG BEACH,3850147A,1503,396,N,,VBM PORTION,48,12,2,10,2,8,2,
LONG BEACH,3850147A,1503,396,N,863,TOTAL,219,46,20,55,9,26,19,
LONG BEACH,3850149A,1504,396,N,1011,POLLING PLACE,141,29,14,39,4,16,5,
LONG BEACH,3850149A,1504,396,N,,VBM PORTION,34,5,3,14,,9,,
LONG BEACH,3850149A,1504,396,N,1011,TOTAL,175,34,17,53,4,25,5,
LONG BEACH,3850151A,1505,396,N,1143,POLLING PLACE,60,9,7,18,2,10,3,
LONG BEACH,3850151A,1505,396,N,,VBM PORTION,32,2,4,7,4,11,1,
LONG BEACH,3850151A,1505,396,N,1143,TOTAL,92,11,11,25,6,21,4,
LONG BEACH,3850151C,1506,396,N,864,POLLING PLACE,69,14,10,19,1,5,1,
LONG BEACH,3850151C,1506,396,N,,VBM PORTION,31,6,3,10,,1,1,
LONG BEACH,3850151C,1506,396,N,864,TOTAL,100,20,13,29,1,6,2,
LONG BEACH,3850152A,1507,396,N,781,POLLING PLACE,125,31,12,33,3,19,9,
LONG BEACH,3850152A,1507,396,N,,VBM PORTION,41,12,5,7,1,9,,
LONG BEACH,3850152A,1507,396,N,781,TOTAL,166,43,17,40,4,28,9,
LONG BEACH,3850153A,1508,392,N,1257,POLLING PLACE,298,72,23,95,19,24,17,
LONG BEACH,3850153A,1508,392,N,,VBM PORTION,151,39,5,51,7,14,4,
LONG BEACH,3850153A,1508,392,N,1257,TOTAL,449,111,28,146,26,38,21,
LONG BEACH,3850154B,1509,396,N,501,POLLING PLACE,33,11,8,5,,6,,
LONG BEACH,3850154B,1509,396,N,,VBM PORTION,8,2,2,3,,,,
LONG BEACH,3850154B,1509,396,N,501,TOTAL,41,13,10,8,,6,,
LONG BEACH,3850157A,1510,396,N,1098,POLLING PLACE,142,35,19,39,6,18,2,
LONG BEACH,3850157A,1510,396,N,,VBM PORTION,51,6,4,15,1,8,2,
LONG BEACH,3850157A,1510,396,N,1098,TOTAL,193,41,23,54,7,26,4,
LONG BEACH,3850158A,1511,396,N,961,POLLING PLACE,104,22,16,26,7,12,6,
LONG BEACH,3850158A,1511,396,N,,VBM PORTION,35,7,1,13,1,7,1,
LONG BEACH,3850158A,1511,396,N,961,TOTAL,139,29,17,39,8,19,7,
LONG BEACH,3850159A,1512,396,N,768,POLLING PLACE,50,14,11,8,1,6,4,
LONG BEACH,3850159A,1512,396,N,,VBM PORTION,29,7,5,10,,4,,
LONG BEACH,3850159A,1512,396,N,768,TOTAL,79,21,16,18,1,10,4,
LONG BEACH,3850163A,1513,396,N,936,POLLING PLACE,128,22,21,33,2,17,10,
LONG BEACH,3850163A,1513,396,N,,VBM PORTION,57,9,13,10,4,8,2,
LONG BEACH,3850163A,1513,396,N,936,TOTAL,185,31,34,43,6,25,12,
LONG BEACH,3850164A,1514,396,N,970,POLLING PLACE,72,17,11,18,1,7,9,
LONG BEACH,3850164A,1514,396,N,,VBM PORTION,32,6,3,10,,7,1,
LONG BEACH,3850164A,1514,396,N,970,TOTAL,104,23,14,28,1,14,10,
LONG BEACH,3850166B,1515,396,N,986,POLLING PLACE,69,15,12,19,9,6,1,
LONG BEACH,3850166B,1515,396,N,,VBM PORTION,21,2,3,6,3,2,,
LONG BEACH,3850166B,1515,396,N,986,TOTAL,90,17,15,25,12,8,1,
LONG BEACH,3850170A,1516,396,N,1216,POLLING PLACE,130,31,30,19,2,19,15,
LONG BEACH,3850170A,1516,396,N,,VBM PORTION,34,6,1,13,,6,2,
LONG BEACH,3850170A,1516,396,N,1216,TOTAL,164,37,31,32,2,25,17,
LONG BEACH,3850171A,1517,396,N,912,POLLING PLACE,48,9,10,17,1,5,3,
LONG BEACH,3850171A,1517,396,N,,VBM PORTION,25,5,4,5,,7,,
LONG BEACH,3850171A,1517,396,N,912,TOTAL,73,14,14,22,1,12,3,
LONG BEACH,3850175A,1518,396,N,798,POLLING PLACE,83,17,14,22,3,13,4,
LONG BEACH,3850175A,1518,396,N,,VBM PORTION,35,10,3,6,,9,1,
LONG BEACH,3850175A,1518,396,N,798,TOTAL,118,27,17,28,3,22,5,
LONG BEACH,3850178A,1519,396,N,807,POLLING PLACE,97,19,13,26,3,13,2,
LONG BEACH,3850178A,1519,396,N,,VBM PORTION,41,6,5,15,1,8,1,
LONG BEACH,3850178A,1519,396,N,807,TOTAL,138,25,18,41,4,21,3,
LONG BEACH,3850179A,1520,396,N,980,POLLING PLACE,134,31,9,40,3,14,11,
LONG BEACH,3850179A,1520,396,N,,VBM PORTION,124,32,5,30,7,10,16,
LONG BEACH,3850179A,1520,396,N,980,TOTAL,258,63,14,70,10,24,27,
LONG BEACH,3850184A,1521,396,N,739,POLLING PLACE,114,32,16,24,2,16,3,
LONG BEACH,3850184A,1521,396,N,,VBM PORTION,64,11,6,22,3,7,1,
LONG BEACH,3850184A,1521,396,N,739,TOTAL,178,43,22,46,5,23,4,
LONG BEACH,3850185A,1522,396,N,792,POLLING PLACE,51,13,11,8,,10,2,
LONG BEACH,3850185A,1522,396,N,,VBM PORTION,15,3,1,5,,2,1,
LONG BEACH,3850185A,1522,396,N,792,TOTAL,66,16,12,13,,12,3,
LONG BEACH,3850190A,1523,396,N,744,POLLING PLACE,76,10,26,17,2,12,1,
LONG BEACH,3850190A,1523,396,N,,VBM PORTION,31,4,6,7,2,7,3,
LONG BEACH,3850190A,1523,396,N,744,TOTAL,107,14,32,24,4,19,4,
LONG BEACH,3850198A,1524,396,N,820,POLLING PLACE,160,32,15,39,8,19,11,
LONG BEACH,3850198A,1524,396,N,,VBM PORTION,85,13,9,15,8,14,3,
LONG BEACH,3850198A,1524,396,N,820,TOTAL,245,45,24,54,16,33,14,
LONG BEACH,3850201A,1525,396,N,890,POLLING PLACE,128,24,13,37,3,16,11,
LONG BEACH,3850201A,1525,396,N,,VBM PORTION,98,15,5,32,5,17,7,
LONG BEACH,3850201A,1525,396,N,890,TOTAL,226,39,18,69,8,33,18,
LONG BEACH,3850202A,1526,396,N,893,POLLING PLACE,120,19,9,37,6,22,9,
LONG BEACH,3850202A,1526,396,N,,VBM PORTION,54,8,2,22,3,10,,
LONG BEACH,3850202A,1526,396,N,893,TOTAL,174,27,11,59,9,32,9,
LONG BEACH,3850204A,1527,396,N,1280,POLLING PLACE,196,60,26,52,3,13,7,
LONG BEACH,3850204A,1527,396,N,,VBM PORTION,79,16,6,23,,6,3,
LONG BEACH,3850204A,1527,396,N,1280,TOTAL,275,76,32,75,3,19,10,
LONG BEACH,3850209B,1528,396,N,874,POLLING PLACE,184,41,15,56,8,18,7,
LONG BEACH,3850209B,1528,396,N,,VBM PORTION,78,19,5,17,4,5,6,
LONG BEACH,3850209B,1528,396,N,874,TOTAL,262,60,20,73,12,23,13,
LONG BEACH,3850210A,1529,396,N,705,POLLING PLACE,153,39,18,36,1,19,10,
LONG BEACH,3850210A,1529,396,N,,VBM PORTION,71,19,3,17,2,9,,
LONG BEACH,3850210A,1529,396,N,705,TOTAL,224,58,21,53,3,28,10,
LONG BEACH,3850211A,1530,396,N,1127,POLLING PLACE,190,47,19,59,4,23,11,
LONG BEACH,3850211A,1530,396,N,,VBM PORTION,65,15,4,16,2,15,3,
LONG BEACH,3850211A,1530,396,N,1127,TOTAL,255,62,23,75,6,38,14,
LONG BEACH,3850212A,1531,396,N,933,POLLING PLACE,195,43,21,56,4,28,10,
LONG BEACH,3850212A,1531,396,N,,VBM PORTION,62,14,3,22,,10,1,
LONG BEACH,3850212A,1531,396,N,933,TOTAL,257,57,24,78,4,38,11,
LONG BEACH,3850213A,1532,396,N,813,POLLING PLACE,141,25,16,45,12,17,5,
LONG BEACH,3850213A,1532,396,N,,VBM PORTION,119,27,5,35,4,16,6,
LONG BEACH,3850213A,1532,396,N,813,TOTAL,260,52,21,80,16,33,11,
LONG BEACH,3850215A,1533,392,N,1468,POLLING PLACE,259,47,19,88,18,20,21,
LONG BEACH,3850215A,1533,392,N,,VBM PORTION,309,48,16,112,18,42,14,
LONG BEACH,3850215A,1533,392,N,1468,TOTAL,568,95,35,200,36,62,35,
LONG BEACH,3850216A,1534,396,N,1248,POLLING PLACE,345,54,49,112,25,36,26,
LONG BEACH,3850216A,1534,396,N,,VBM PORTION,112,21,6,28,6,15,7,
LONG BEACH,3850216A,1534,396,N,1248,TOTAL,457,75,55,140,31,51,33,
LONG BEACH,3850220A,1535,370,N,373,POLLING PLACE,38,4,6,11,2,10,,
LONG BEACH,3850220A,1535,370,N,,VBM PORTION,8,1,1,2,,2,,
LONG BEACH,3850220A,1535,370,N,373,TOTAL,46,5,7,13,2,12,,
LONG BEACH,3850222B,1536,396,N,822,POLLING PLACE,164,43,19,37,6,24,9,
LONG BEACH,3850222B,1536,396,N,,VBM PORTION,77,16,1,22,4,8,5,
LONG BEACH,3850222B,1536,396,N,822,TOTAL,241,59,20,59,10,32,14,
LONG BEACH,3850223A,1537,396,N,936,POLLING PLACE,262,70,19,73,11,31,13,
LONG BEACH,3850223A,1537,396,N,,VBM PORTION,97,20,6,27,3,11,5,
LONG BEACH,3850223A,1537,396,N,936,TOTAL,359,90,25,100,14,42,18,
LONG BEACH,3850226B,6146,352,Y,8,POLLING PLACE,,,,,,,,
LONG BEACH,3850226B,6146,352,Y,,VBM PORTION,,,,,,,,
LONG BEACH,3850226B,6146,352,Y,8,TOTAL,,,,,,,,
LONG BEACH,3850227A,1538,396,N,1098,POLLING PLACE,211,43,25,60,7,25,6,
LONG BEACH,3850227A,1538,396,N,,VBM PORTION,51,10,7,11,1,8,3,
LONG BEACH,3850227A,1538,396,N,1098,TOTAL,262,53,32,71,8,33,9,
LONG BEACH,3850229A,1539,396,N,675,POLLING PLACE,122,35,13,20,4,14,4,
LONG BEACH,3850229A,1539,396,N,,VBM PORTION,42,17,3,7,,5,2,
LONG BEACH,3850229A,1539,396,N,675,TOTAL,164,52,16,27,4,19,6,
LONG BEACH,3850233A,6147,365,Y,,POLLING PLACE,,,,,,,,
LONG BEACH,3850233A,6147,365,Y,,VBM PORTION,,,,,,,,
LONG BEACH,3850233A,6147,365,Y,,TOTAL,,,,,,,,
LONG BEACH,3850236A,1540,396,N,941,POLLING PLACE,71,17,11,16,1,10,4,
LONG BEACH,3850236A,1540,396,N,,VBM PORTION,26,3,6,6,,3,1,
LONG BEACH,3850236A,1540,396,N,941,TOTAL,97,20,17,22,1,13,5,
LONG BEACH,3850237B,1541,396,N,618,POLLING PLACE,97,27,15,18,5,9,4,
LONG BEACH,3850237B,1541,396,N,,VBM PORTION,23,3,2,4,,2,3,
LONG BEACH,3850237B,1541,396,N,618,TOTAL,120,30,17,22,5,11,7,
LONG BEACH,3850238A,1542,396,N,827,POLLING PLACE,107,25,16,28,,19,2,
LONG BEACH,3850238A,1542,396,N,,VBM PORTION,29,2,1,9,,9,1,
LONG BEACH,3850238A,1542,396,N,827,TOTAL,136,27,17,37,,28,3,
LONG BEACH,3850239A,1543,396,N,910,POLLING PLACE,83,18,16,28,,10,1,
LONG BEACH,3850239A,1543,396,N,,VBM PORTION,51,12,5,18,3,5,,
LONG BEACH,3850239A,1543,396,N,910,TOTAL,134,30,21,46,3,15,1,
LONG BEACH,3850244A,1544,396,N,753,POLLING PLACE,46,9,5,17,2,5,5,
LONG BEACH,3850244A,1544,396,N,,VBM PORTION,33,12,2,7,1,7,,
LONG BEACH,3850244A,1544,396,N,753,TOTAL,79,21,7,24,3,12,5,
LONG BEACH,3850248A,1545,396,N,744,POLLING PLACE,126,23,5,45,4,21,10,
LONG BEACH,3850248A,1545,396,N,,VBM PORTION,47,10,1,9,1,7,2,
LONG BEACH,3850248A,1545,396,N,744,TOTAL,173,33,6,54,5,28,12,
LONG BEACH,3850249A,1546,396,N,914,POLLING PLACE,92,24,10,21,3,11,6,
LONG BEACH,3850249A,1546,396,N,,VBM PORTION,32,4,4,8,2,5,1,
LONG BEACH,3850249A,1546,396,N,914,TOTAL,124,28,14,29,5,16,7,
LONG BEACH,3850251A,1547,396,N,828,POLLING PLACE,156,36,14,37,7,18,11,
LONG BEACH,3850251A,1547,396,N,,VBM PORTION,42,7,9,9,2,7,1,
LONG BEACH,3850251A,1547,396,N,828,TOTAL,198,43,23,46,9,25,12,
LONG BEACH,3850254A,1548,392,N,1352,POLLING PLACE,379,64,16,134,40,35,23,
LONG BEACH,3850254A,1548,392,N,,VBM PORTION,246,34,5,87,18,24,17,
LONG BEACH,3850254A,1548,392,N,1352,TOTAL,625,98,21,221,58,59,40,
LONG BEACH,3850255A,1549,392,N,1367,POLLING PLACE,310,66,16,105,17,25,35,
LONG BEACH,3850255A,1549,392,N,,VBM PORTION,294,42,2,96,11,42,28,
LONG BEACH,3850255A,1549,392,N,1367,TOTAL,604,108,18,201,28,67,63,
LONG BEACH,3850256A,1550,392,N,776,POLLING PLACE,186,35,16,50,10,13,15,
LONG BEACH,3850256A,1550,392,N,,VBM PORTION,99,22,2,30,3,10,11,
LONG BEACH,3850256A,1550,392,N,776,TOTAL,285,57,18,80,13,23,26,
LONG BEACH,3850259A,1551,392,N,922,POLLING PLACE,232,45,22,85,13,18,13,
LONG BEACH,3850259A,1551,392,N,,VBM PORTION,129,24,4,46,10,15,8,
LONG BEACH,3850259A,1551,392,N,922,TOTAL,361,69,26,131,23,33,21,
LONG BEACH,3850262A,1552,392,N,1374,POLLING PLACE,370,102,27,93,13,30,19,
LONG BEACH,3850262A,1552,392,N,,VBM PORTION,165,36,9,52,6,19,12,
LONG BEACH,3850262A,1552,392,N,1374,TOTAL,535,138,36,145,19,49,31,
LONG BEACH,3850264A,1553,392,N,730,POLLING PLACE,103,21,13,30,2,11,9,
LONG BEACH,3850264A,1553,392,N,,VBM PORTION,48,13,4,8,4,3,2,
LONG BEACH,3850264A,1553,392,N,730,TOTAL,151,34,17,38,6,14,11,
LONG BEACH,3850270A,1554,392,N,775,POLLING PLACE,114,34,5,41,4,7,2,
LONG BEACH,3850270A,1554,392,N,,VBM PORTION,65,18,2,16,4,9,1,
LONG BEACH,3850270A,1554,392,N,775,TOTAL,179,52,7,57,8,16,3,
LONG BEACH,3850271A,1555,392,N,1034,POLLING PLACE,239,56,15,58,20,23,11,
LONG BEACH,3850271A,1555,392,N,,VBM PORTION,84,10,3,21,4,14,8,
LONG BEACH,3850271A,1555,392,N,1034,TOTAL,323,66,18,79,24,37,19,
LONG BEACH,3850272A,1556,392,N,985,POLLING PLACE,213,46,28,62,9,19,10,
LONG BEACH,3850272A,1556,392,N,,VBM PORTION,84,16,5,14,12,10,6,
LONG BEACH,3850272A,1556,392,N,985,TOTAL,297,62,33,76,21,29,16,
LONG BEACH,3850275A,1557,392,N,1077,POLLING PLACE,245,47,21,66,13,19,14,
LONG BEACH,3850275A,1557,392,N,,VBM PORTION,144,21,8,54,10,22,7,
LONG BEACH,3850275A,1557,392,N,1077,TOTAL,389,68,29,120,23,41,21,
LONG BEACH,3850276A,1558,392,N,1128,POLLING PLACE,272,60,22,77,15,27,22,
LONG BEACH,3850276A,1558,392,N,,VBM PORTION,146,33,2,36,14,15,11,
LONG BEACH,3850276A,1558,392,N,1128,TOTAL,418,93,24,113,29,42,33,
LONG BEACH,3850280A,1559,392,N,1212,POLLING PLACE,300,57,22,103,26,24,11,
LONG BEACH,3850280A,1559,392,N,,VBM PORTION,229,39,14,74,9,30,16,
LONG BEACH,3850280A,1559,392,N,1212,TOTAL,529,96,36,177,35,54,27,
LONG BEACH,3850285A,1560,392,N,1035,POLLING PLACE,238,44,11,79,12,21,16,
LONG BEACH,3850285A,1560,392,N,,VBM PORTION,152,23,6,48,12,15,11,
LONG BEACH,3850285A,1560,392,N,1035,TOTAL,390,67,17,127,24,36,27,
LONG BEACH,3850287A,1561,392,N,835,POLLING PLACE,206,55,9,59,11,13,7,
LONG BEACH,3850287A,1561,392,N,,VBM PORTION,104,25,2,39,1,16,4,
LONG BEACH,3850287A,1561,392,N,835,TOTAL,310,80,11,98,12,29,11,
LONG BEACH,3850290A,1562,392,N,1186,POLLING PLACE,245,41,17,85,14,14,23,
LONG BEACH,3850290A,1562,392,N,,VBM PORTION,194,37,10,73,12,8,14,
LONG BEACH,3850290A,1562,392,N,1186,TOTAL,439,78,27,158,26,22,37,
LONG BEACH,3850293B,1563,392,N,843,POLLING PLACE,190,34,19,70,11,16,14,
LONG BEACH,3850293B,1563,392,N,,VBM PORTION,126,21,9,49,9,9,8,
LONG BEACH,3850293B,1563,392,N,843,TOTAL,316,55,28,119,20,25,22,
LONG BEACH,3850294A,1564,392,N,840,POLLING PLACE,195,54,13,53,6,25,10,
LONG BEACH,3850294A,1564,392,N,,VBM PORTION,62,19,1,27,1,3,1,
LONG BEACH,3850294A,1564,392,N,840,TOTAL,257,73,14,80,7,28,11,
LONG BEACH,3850295A,1565,392,N,1247,POLLING PLACE,260,101,16,61,15,17,21,
LONG BEACH,3850295A,1565,392,N,,VBM PORTION,136,62,3,33,5,13,6,
LONG BEACH,3850295A,1565,392,N,1247,TOTAL,396,163,19,94,20,30,27,
LONG BEACH,3850296B,1566,396,N,1013,POLLING PLACE,39,5,10,12,1,4,3,
LONG BEACH,3850296B,1566,396,N,,VBM PORTION,12,,2,8,1,1,,
LONG BEACH,3850296B,1566,396,N,1013,TOTAL,51,5,12,20,2,5,3,
LONG BEACH,3850302A,1567,392,N,1327,POLLING PLACE,378,75,33,136,16,34,16,
LONG BEACH,3850302A,1567,392,N,,VBM PORTION,169,36,3,56,5,16,9,
LONG BEACH,3850302A,1567,392,N,1327,TOTAL,547,111,36,192,21,50,25,
LONG BEACH,3850305A,1568,392,N,1428,POLLING PLACE,354,96,30,117,17,25,19,
LONG BEACH,3850305A,1568,392,N,,VBM PORTION,159,25,10,55,15,10,5,
LONG BEACH,3850305A,1568,392,N,1428,TOTAL,513,121,40,172,32,35,24,
LONG BEACH,3850307A,1569,355,N,421,POLLING PLACE,33,4,4,14,,5,3,
LONG BEACH,3850307A,1569,355,N,,VBM PORTION,30,6,5,11,,2,2,
LONG BEACH,3850307A,1569,355,N,421,TOTAL,63,10,9,25,,7,5,
LONG BEACH,3850308A,1570,396,N,936,POLLING PLACE,212,64,15,58,8,21,16,
LONG BEACH,3850308A,1570,396,N,,VBM PORTION,63,12,7,13,5,7,2,
LONG BEACH,3850308A,1570,396,N,936,TOTAL,275,76,22,71,13,28,18,
LONG BEACH,3850309A,1571,396,N,1339,POLLING PLACE,230,45,32,68,5,27,8,
LONG BEACH,3850309A,1571,396,N,,VBM PORTION,108,32,10,29,2,14,6,
LONG BEACH,3850309A,1571,396,N,1339,TOTAL,338,77,42,97,7,41,14,
LONG BEACH,3850316A,1572,396,N,1239,POLLING PLACE,256,81,16,78,9,31,14,
LONG BEACH,3850316A,1572,396,N,,VBM PORTION,137,42,3,44,3,20,5,
LONG BEACH,3850316A,1572,396,N,1239,TOTAL,393,123,19,122,12,51,19,
LONG BEACH,3850319A,1573,396,N,809,POLLING PLACE,180,47,18,47,8,23,14,
LONG BEACH,3850319A,1573,396,N,,VBM PORTION,78,17,4,13,4,18,10,
LONG BEACH,3850319A,1573,396,N,809,TOTAL,258,64,22,60,12,41,24,
LONG BEACH,3850321A,1574,392,N,1355,POLLING PLACE,334,64,20,103,26,35,22,
LONG BEACH,3850321A,1574,392,N,,VBM PORTION,146,25,8,44,7,14,10,
LONG BEACH,3850321A,1574,392,N,1355,TOTAL,480,89,28,147,33,49,32,
LONG BEACH,3850323A,1575,396,N,525,POLLING PLACE,44,7,8,9,1,7,2,
LONG BEACH,3850323A,1575,396,N,,VBM PORTION,15,1,,10,1,1,,
LONG BEACH,3850323A,1575,396,N,525,TOTAL,59,8,8,19,2,8,2,
LONG BEACH,3850324A,1576,392,N,1090,POLLING PLACE,241,70,16,70,11,25,11,
LONG BEACH,3850324A,1576,392,N,,VBM PORTION,84,14,7,30,2,7,7,
LONG BEACH,3850324A,1576,392,N,1090,TOTAL,325,84,23,100,13,32,18,
LONG BEACH,3850328A,1577,392,N,1452,POLLING PLACE,344,105,28,100,24,20,14,
LONG BEACH,3850328A,1577,392,N,,VBM PORTION,182,61,4,58,8,16,9,
LONG BEACH,3850328A,1577,392,N,1452,TOTAL,526,166,32,158,32,36,23,
LONG BEACH,3850333A,1578,396,N,1430,POLLING PLACE,127,12,30,37,4,18,11,
LONG BEACH,3850333A,1578,396,N,,VBM PORTION,61,5,14,13,1,14,3,
LONG BEACH,3850333A,1578,396,N,1430,TOTAL,188,17,44,50,5,32,14,
LONG BEACH,3850335A,1579,396,N,1023,POLLING PLACE,280,104,10,66,20,21,21,
LONG BEACH,3850335A,1579,396,N,,VBM PORTION,136,36,15,38,5,15,4,
LONG BEACH,3850335A,1579,396,N,1023,TOTAL,416,140,25,104,25,36,25,
LONG BEACH,3850337A,1580,396,N,1483,POLLING PLACE,376,153,35,67,32,32,28,
LONG BEACH,3850337A,1580,396,N,,VBM PORTION,167,74,5,40,13,11,4,
LONG BEACH,3850337A,1580,396,N,1483,TOTAL,543,227,40,107,45,43,32,
LONG BEACH,3850345A,1581,355,N,1035,POLLING PLACE,109,24,14,26,9,12,8,
LONG BEACH,3850345A,1581,355,N,,VBM PORTION,34,3,2,12,,8,2,
LONG BEACH,3850345A,1581,355,N,1035,TOTAL,143,27,16,38,9,20,10,
LONG BEACH,3850346A,1582,396,N,915,POLLING PLACE,222,83,10,66,13,10,13,
LONG BEACH,3850346A,1582,396,N,,VBM PORTION,72,23,4,22,5,2,7,
LONG BEACH,3850346A,1582,396,N,915,TOTAL,294,106,14,88,18,12,20,
LONG BEACH,3850348A,1583,396,N,856,POLLING PLACE,205,66,8,54,18,18,14,
LONG BEACH,3850348A,1583,396,N,,VBM PORTION,84,30,3,22,5,10,3,
LONG BEACH,3850348A,1583,396,N,856,TOTAL,289,96,11,76,23,28,17,
LONG BEACH,3850349A,1584,396,N,1193,POLLING PLACE,271,94,8,67,22,22,11,
LONG BEACH,3850349A,1584,396,N,,VBM PORTION,114,44,6,27,5,7,6,
LONG BEACH,3850349A,1584,396,N,1193,TOTAL,385,138,14,94,27,29,17,
LONG BEACH,3850351A,1585,396,N,965,POLLING PLACE,218,59,17,58,19,11,13,
LONG BEACH,3850351A,1585,396,N,,VBM PORTION,87,37,4,13,5,12,3,
LONG BEACH,3850351A,1585,396,N,965,TOTAL,305,96,21,71,24,23,16,
LONG BEACH,3850356A,1586,396,N,1249,POLLING PLACE,237,92,20,52,17,16,5,
LONG BEACH,3850356A,1586,396,N,,VBM PORTION,144,54,6,37,10,7,7,
LONG BEACH,3850356A,1586,396,N,1249,TOTAL,381,146,26,89,27,23,12,
LONG BEACH,3850360A,1587,396,N,1206,POLLING PLACE,61,11,9,16,1,10,3,
LONG BEACH,3850360A,1587,396,N,,VBM PORTION,45,4,6,12,2,5,3,
LONG BEACH,3850360A,1587,396,N,1206,TOTAL,106,15,15,28,3,15,6,
LONG BEACH,3850361A,1588,396,N,875,POLLING PLACE,148,39,21,31,2,24,8,
LONG BEACH,3850361A,1588,396,N,,VBM PORTION,62,10,4,15,,13,3,
LONG BEACH,3850361A,1588,396,N,875,TOTAL,210,49,25,46,2,37,11,
LONG BEACH,3850362A,1589,396,N,874,POLLING PLACE,132,42,13,26,5,16,7,
LONG BEACH,3850362A,1589,396,N,,VBM PORTION,47,23,,8,1,7,,
LONG BEACH,3850362A,1589,396,N,874,TOTAL,179,65,13,34,6,23,7,
LONG BEACH,3850366A,1590,396,N,912,POLLING PLACE,216,62,24,63,14,14,13,
LONG BEACH,3850366A,1590,396,N,,VBM PORTION,75,29,3,19,2,8,4,
LONG BEACH,3850366A,1590,396,N,912,TOTAL,291,91,27,82,16,22,17,
LONG BEACH,3850367A,1591,396,N,697,POLLING PLACE,141,37,8,57,5,11,6,
LONG BEACH,3850367A,1591,396,N,,VBM PORTION,63,17,4,18,5,7,4,
LONG BEACH,3850367A,1591,396,N,697,TOTAL,204,54,12,75,10,18,10,
LONG BEACH,3850368A,1592,396,N,877,POLLING PLACE,72,15,7,18,,15,8,
LONG BEACH,3850368A,1592,396,N,,VBM PORTION,47,8,5,12,2,11,1,
LONG BEACH,3850368A,1592,396,N,877,TOTAL,119,23,12,30,2,26,9,
LONG BEACH,3850370C,1593,396,N,1327,POLLING PLACE,284,85,20,70,19,28,21,
LONG BEACH,3850370C,1593,396,N,,VBM PORTION,116,33,5,37,4,11,6,
LONG BEACH,3850370C,1593,396,N,1327,TOTAL,400,118,25,107,23,39,27,
LONG BEACH,3850372A,1594,396,N,714,POLLING PLACE,195,70,19,44,12,12,14,
LONG BEACH,3850372A,1594,396,N,,VBM PORTION,63,20,4,14,3,8,7,
LONG BEACH,3850372A,1594,396,N,714,TOTAL,258,90,23,58,15,20,21,
LONG BEACH,3850373A,1595,396,N,914,POLLING PLACE,228,59,16,54,11,24,16,
LONG BEACH,3850373A,1595,396,N,,VBM PORTION,76,25,1,13,8,12,2,
LONG BEACH,3850373A,1595,396,N,914,TOTAL,304,84,17,67,19,36,18,
LONG BEACH,3850374A,1596,396,N,965,POLLING PLACE,202,73,15,48,18,20,6,
LONG BEACH,3850374A,1596,396,N,,VBM PORTION,69,27,2,12,7,11,3,
LONG BEACH,3850374A,1596,396,N,965,TOTAL,271,100,17,60,25,31,9,
LONG BEACH,3850376A,1597,396,N,812,POLLING PLACE,179,44,11,52,16,16,12,
LONG BEACH,3850376A,1597,396,N,,VBM PORTION,57,12,3,14,2,4,11,
LONG BEACH,3850376A,1597,396,N,812,TOTAL,236,56,14,66,18,20,23,
LONG BEACH,3850377A,1598,396,N,618,POLLING PLACE,91,23,10,21,6,11,2,
LONG BEACH,3850377A,1598,396,N,,VBM PORTION,51,14,2,14,1,7,3,
LONG BEACH,3850377A,1598,396,N,618,TOTAL,142,37,12,35,7,18,5,
LONG BEACH,3850378A,1599,396,N,905,POLLING PLACE,200,58,11,61,16,12,11,
LONG BEACH,3850378A,1599,396,N,,VBM PORTION,77,19,1,24,5,14,1,
LONG BEACH,3850378A,1599,396,N,905,TOTAL,277,77,12,85,21,26,12,
LONG BEACH,3850379A,1600,396,N,852,POLLING PLACE,75,23,12,17,5,8,5,
LONG BEACH,3850379A,1600,396,N,,VBM PORTION,20,6,4,2,,2,,
LONG BEACH,3850379A,1600,396,N,852,TOTAL,95,29,16,19,5,10,5,
