LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,JEROME E HORTON,G RICK MARSHALL,
MONTEBELLO,4450010A,1782,176,N,834,TOTAL,240,116,90,
MONTEBELLO,4450011A,1783,288,N,1178,POLLING PLACE,170,128,30,
MONTEBELLO,4450011A,1783,288,N,,VBM PORTION,41,24,13,
MONTEBELLO,4450011A,1783,288,N,1178,TOTAL,211,152,43,
MONTEBELLO,4450012A,1784,288,N,1070,POLLING PLACE,149,105,27,
MONTEBELLO,4450012A,1784,288,N,,VBM PORTION,27,15,7,
MONTEBELLO,4450012A,1784,288,N,1070,TOTAL,176,120,34,
MONTEBELLO,4450013A,1785,176,N,758,POLLING PLACE,139,79,49,
MONTEBELLO,4450013A,1785,176,N,,VBM PORTION,61,30,20,
MONTEBELLO,4450013A,1785,176,N,758,TOTAL,200,109,69,
MONTEBELLO,4450014A,1786,288,N,871,POLLING PLACE,134,82,40,
MONTEBELLO,4450014A,1786,288,N,,VBM PORTION,36,20,13,
MONTEBELLO,4450014A,1786,288,N,871,TOTAL,170,102,53,
MONTEBELLO,4450015A,1787,288,N,919,POLLING PLACE,156,107,34,
MONTEBELLO,4450015A,1787,288,N,,VBM PORTION,31,22,7,
MONTEBELLO,4450015A,1787,288,N,919,TOTAL,187,129,41,
MONTEBELLO,4450016A,1788,288,N,641,POLLING PLACE,91,62,19,
MONTEBELLO,4450016A,1788,288,N,,VBM PORTION,25,17,7,
MONTEBELLO,4450016A,1788,288,N,641,TOTAL,116,79,26,
MONTEBELLO,4450017A,1789,288,N,772,POLLING PLACE,112,78,22,
MONTEBELLO,4450017A,1789,288,N,,VBM PORTION,44,27,10,
MONTEBELLO,4450017A,1789,288,N,772,TOTAL,156,105,32,
MONTEBELLO,4450018A,1790,288,N,988,POLLING PLACE,232,127,74,
MONTEBELLO,4450018A,1790,288,N,,VBM PORTION,68,39,22,
MONTEBELLO,4450018A,1790,288,N,988,TOTAL,300,166,96,
MONTEBELLO,4450020A,1791,288,N,1019,POLLING PLACE,175,123,38,
MONTEBELLO,4450020A,1791,288,N,,VBM PORTION,42,25,10,
MONTEBELLO,4450020A,1791,288,N,1019,TOTAL,217,148,48,
MONTEBELLO,4450024A,1792,288,N,881,POLLING PLACE,152,107,30,
MONTEBELLO,4450024A,1792,288,N,,VBM PORTION,30,18,4,
MONTEBELLO,4450024A,1792,288,N,881,TOTAL,182,125,34,
MONTEBELLO,4450025A,1793,288,N,1108,POLLING PLACE,218,126,62,
MONTEBELLO,4450025A,1793,288,N,,VBM PORTION,80,42,25,
MONTEBELLO,4450025A,1793,288,N,1108,TOTAL,298,168,87,
MONTEBELLO,4450026A,1794,288,N,965,POLLING PLACE,233,161,50,
MONTEBELLO,4450026A,1794,288,N,,VBM PORTION,26,15,4,
MONTEBELLO,4450026A,1794,288,N,965,TOTAL,259,176,54,
MONTEBELLO,4450028A,1795,286,N,514,POLLING PLACE,93,63,18,
MONTEBELLO,4450028A,1795,286,N,,VBM PORTION,48,28,17,
MONTEBELLO,4450028A,1795,286,N,514,TOTAL,141,91,35,
MONTEBELLO,4450031A,1796,288,N,968,POLLING PLACE,120,83,22,
MONTEBELLO,4450031A,1796,288,N,,VBM PORTION,18,11,6,
MONTEBELLO,4450031A,1796,288,N,968,TOTAL,138,94,28,
MONTEBELLO,4450032A,1797,288,N,803,POLLING PLACE,93,59,25,
MONTEBELLO,4450032A,1797,288,N,,VBM PORTION,33,27,3,
MONTEBELLO,4450032A,1797,288,N,803,TOTAL,126,86,28,
MONTEBELLO,4450032H,6157,282,Y,,POLLING PLACE,,,,
MONTEBELLO,4450032H,6157,282,Y,,VBM PORTION,1,,1,
MONTEBELLO,4450032H,6157,282,Y,,TOTAL,1,,1,
MONTEBELLO,4450033A,1798,288,N,872,POLLING PLACE,106,74,24,
MONTEBELLO,4450033A,1798,288,N,,VBM PORTION,34,22,7,
MONTEBELLO,4450033A,1798,288,N,872,TOTAL,140,96,31,
MONTEBELLO,4450034A,1799,288,N,833,POLLING PLACE,145,96,35,
MONTEBELLO,4450034A,1799,288,N,,VBM PORTION,28,15,10,
MONTEBELLO,4450034A,1799,288,N,833,TOTAL,173,111,45,
MONTEBELLO,4450036A,1800,288,N,626,POLLING PLACE,87,61,22,
MONTEBELLO,4450036A,1800,288,N,,VBM PORTION,21,9,5,
MONTEBELLO,4450036A,1800,288,N,626,TOTAL,108,70,27,
MONTEBELLO,4450038A,1801,288,N,854,POLLING PLACE,121,73,38,
MONTEBELLO,4450038A,1801,288,N,,VBM PORTION,42,26,11,
MONTEBELLO,4450038A,1801,288,N,854,TOTAL,163,99,49,
MONTEBELLO,4450043B,1802,288,N,1086,POLLING PLACE,140,84,35,
MONTEBELLO,4450043B,1802,288,N,,VBM PORTION,27,9,12,
MONTEBELLO,4450043B,1802,288,N,1086,TOTAL,167,93,47,
MONTEBELLO,4450065A,1803,288,N,895,POLLING PLACE,122,93,22,
MONTEBELLO,4450065A,1803,288,N,,VBM PORTION,31,18,7,
MONTEBELLO,4450065A,1803,288,N,895,TOTAL,153,111,29,
MONTEBELLO,4450074A,1804,176,N,1026,POLLING PLACE,154,78,61,
MONTEBELLO,4450074A,1804,176,N,,VBM PORTION,51,31,20,
MONTEBELLO,4450074A,1804,176,N,1026,TOTAL,205,109,81,
MONTEBELLO,4450090B,1805,288,N,693,POLLING PLACE,96,69,20,
MONTEBELLO,4450090B,1805,288,N,,VBM PORTION,14,9,4,
MONTEBELLO,4450090B,1805,288,N,693,TOTAL,110,78,24,
MONTEBELLO,4450092A,1806,175,N,876,POLLING PLACE,128,81,36,
MONTEBELLO,4450092A,1806,175,N,,VBM PORTION,49,39,7,
MONTEBELLO,4450092A,1806,175,N,876,TOTAL,177,120,43,
MONTEREY PARK,4500001A,1807,151,N,864,POLLING PLACE,93,54,23,
MONTEREY PARK,4500001A,1807,151,N,,VBM PORTION,42,33,4,
MONTEREY PARK,4500001A,1807,151,N,864,TOTAL,135,87,27,
MONTEREY PARK,4500002A,1808,151,N,784,POLLING PLACE,110,47,38,
MONTEREY PARK,4500002A,1808,151,N,,VBM PORTION,30,16,10,
MONTEREY PARK,4500002A,1808,151,N,784,TOTAL,140,63,48,
MONTEREY PARK,4500003A,1809,151,N,713,POLLING PLACE,102,61,32,
MONTEREY PARK,4500003A,1809,151,N,,VBM PORTION,79,33,27,
MONTEREY PARK,4500003A,1809,151,N,713,TOTAL,181,94,59,
MONTEREY PARK,4500005A,1810,151,N,1245,POLLING PLACE,202,98,84,
MONTEREY PARK,4500005A,1810,151,N,,VBM PORTION,130,67,42,
MONTEREY PARK,4500005A,1810,151,N,1245,TOTAL,332,165,126,
MONTEREY PARK,4500007A,1811,151,N,870,POLLING PLACE,96,51,28,
MONTEREY PARK,4500007A,1811,151,N,,VBM PORTION,42,23,14,
MONTEREY PARK,4500007A,1811,151,N,870,TOTAL,138,74,42,
MONTEREY PARK,4500009A,1812,151,N,1203,POLLING PLACE,187,84,75,
MONTEREY PARK,4500009A,1812,151,N,,VBM PORTION,97,39,38,
MONTEREY PARK,4500009A,1812,151,N,1203,TOTAL,284,123,113,
MONTEREY PARK,4500010A,1813,151,N,1138,POLLING PLACE,150,91,44,
MONTEREY PARK,4500010A,1813,151,N,,VBM PORTION,101,46,38,
MONTEREY PARK,4500010A,1813,151,N,1138,TOTAL,251,137,82,
MONTEREY PARK,4500011C,6158,148,Y,2,POLLING PLACE,,,,
MONTEREY PARK,4500011C,6158,148,Y,,VBM PORTION,,,,
MONTEREY PARK,4500011C,6158,148,Y,2,TOTAL,,,,
MONTEREY PARK,4500011D,6159,163,Y,,POLLING PLACE,,,,
MONTEREY PARK,4500011D,6159,163,Y,,VBM PORTION,,,,
MONTEREY PARK,4500011D,6159,163,Y,,TOTAL,,,,
MONTEREY PARK,4500014A,1814,151,N,1212,POLLING PLACE,121,57,39,
MONTEREY PARK,4500014A,1814,151,N,,VBM PORTION,81,36,32,
MONTEREY PARK,4500014A,1814,151,N,1212,TOTAL,202,93,71,
MONTEREY PARK,4500016A,1815,151,N,1168,POLLING PLACE,155,88,53,
MONTEREY PARK,4500016A,1815,151,N,,VBM PORTION,76,41,18,
MONTEREY PARK,4500016A,1815,151,N,1168,TOTAL,231,129,71,
MONTEREY PARK,4500017A,1816,151,N,1063,POLLING PLACE,196,108,58,
MONTEREY PARK,4500017A,1816,151,N,,VBM PORTION,60,33,17,
MONTEREY PARK,4500017A,1816,151,N,1063,TOTAL,256,141,75,
MONTEREY PARK,4500019A,1817,151,N,875,POLLING PLACE,156,91,46,
MONTEREY PARK,4500019A,1817,151,N,,VBM PORTION,79,47,21,
MONTEREY PARK,4500019A,1817,151,N,875,TOTAL,235,138,67,
MONTEREY PARK,4500021A,1818,151,N,996,POLLING PLACE,99,58,31,
MONTEREY PARK,4500021A,1818,151,N,,VBM PORTION,41,22,14,
MONTEREY PARK,4500021A,1818,151,N,996,TOTAL,140,80,45,
MONTEREY PARK,4500023A,1819,151,N,1145,POLLING PLACE,175,85,65,
MONTEREY PARK,4500023A,1819,151,N,,VBM PORTION,118,51,42,
MONTEREY PARK,4500023A,1819,151,N,1145,TOTAL,293,136,107,
MONTEREY PARK,4500023B,1820,155,N,229,POLLING PLACE,29,15,11,
MONTEREY PARK,4500023B,1820,155,N,,VBM PORTION,24,14,2,
MONTEREY PARK,4500023B,1820,155,N,229,TOTAL,53,29,13,
MONTEREY PARK,4500024C,6160,163,Y,,POLLING PLACE,,,,
MONTEREY PARK,4500024C,6160,163,Y,,VBM PORTION,,,,
MONTEREY PARK,4500024C,6160,163,Y,,TOTAL,,,,
MONTEREY PARK,4500025A,1821,155,N,1206,POLLING PLACE,198,114,62,
MONTEREY PARK,4500025A,1821,155,N,,VBM PORTION,75,42,15,
MONTEREY PARK,4500025A,1821,155,N,1206,TOTAL,273,156,77,
MONTEREY PARK,4500026A,1822,155,N,1094,POLLING PLACE,160,98,46,
MONTEREY PARK,4500026A,1822,155,N,,VBM PORTION,63,47,11,
MONTEREY PARK,4500026A,1822,155,N,1094,TOTAL,223,145,57,
MONTEREY PARK,4500030A,1823,155,N,1177,POLLING PLACE,222,129,60,
MONTEREY PARK,4500030A,1823,155,N,,VBM PORTION,72,45,17,
MONTEREY PARK,4500030A,1823,155,N,1177,TOTAL,294,174,77,
MONTEREY PARK,4500031B,1824,151,N,1045,POLLING PLACE,95,40,35,
MONTEREY PARK,4500031B,1824,151,N,,VBM PORTION,69,39,20,
MONTEREY PARK,4500031B,1824,151,N,1045,TOTAL,164,79,55,
MONTEREY PARK,4500032A,1825,151,N,1142,POLLING PLACE,210,97,77,
MONTEREY PARK,4500032A,1825,151,N,,VBM PORTION,107,55,45,
MONTEREY PARK,4500032A,1825,151,N,1142,TOTAL,317,152,122,
MONTEREY PARK,4500034B,1826,151,N,1036,POLLING PLACE,104,61,30,
MONTEREY PARK,4500034B,1826,151,N,,VBM PORTION,56,22,13,
MONTEREY PARK,4500034B,1826,151,N,1036,TOTAL,160,83,43,
MONTEREY PARK,4500035A,1827,155,N,1221,POLLING PLACE,148,83,48,
MONTEREY PARK,4500035A,1827,155,N,,VBM PORTION,73,31,30,
MONTEREY PARK,4500035A,1827,155,N,1221,TOTAL,221,114,78,
MONTEREY PARK,4500044A,1828,151,N,1263,POLLING PLACE,228,105,85,
MONTEREY PARK,4500044A,1828,151,N,,VBM PORTION,137,66,46,
MONTEREY PARK,4500044A,1828,151,N,1263,TOTAL,365,171,131,
MONTEREY PARK,4500047B,1829,151,N,917,POLLING PLACE,102,47,30,
MONTEREY PARK,4500047B,1829,151,N,,VBM PORTION,44,20,13,
MONTEREY PARK,4500047B,1829,151,N,917,TOTAL,146,67,43,
MONTEREY PARK,4500052A,1830,155,N,1101,POLLING PLACE,190,108,60,
MONTEREY PARK,4500052A,1830,155,N,,VBM PORTION,48,25,13,
MONTEREY PARK,4500052A,1830,155,N,1101,TOTAL,238,133,73,
MONTEREY PARK,4500090A,1831,152,N,1044,POLLING PLACE,129,84,31,
MONTEREY PARK,4500090A,1831,152,N,,VBM PORTION,44,21,12,
MONTEREY PARK,4500090A,1831,152,N,1044,TOTAL,173,105,43,
MONTROSE,4610001A,1832,104,N,690,POLLING PLACE,139,58,61,
MONTROSE,4610001A,1832,104,N,,VBM PORTION,56,23,29,
MONTROSE,4610001A,1832,104,N,690,TOTAL,195,81,90,
MONTROSE,4610022A,1833,105,N,854,POLLING PLACE,171,75,83,
MONTROSE,4610022A,1833,105,N,,VBM PORTION,52,26,18,
MONTROSE,4610022A,1833,105,N,854,TOTAL,223,101,101,
MONTROSE,4610025A,1834,104,N,1213,POLLING PLACE,221,84,108,
MONTROSE,4610025A,1834,104,N,,VBM PORTION,72,40,21,
MONTROSE,4610025A,1834,104,N,1213,TOTAL,293,124,129,
NORTH WHITTIER,4780001A,1836,261,N,731,POLLING PLACE,180,116,48,
NORTH WHITTIER,4780001A,1836,261,N,,VBM PORTION,22,13,9,
NORTH WHITTIER,4780001A,1836,261,N,731,TOTAL,202,129,57,
NORTH WHITTIER,4780004A,1837,261,N,1038,POLLING PLACE,202,95,90,
NORTH WHITTIER,4780004A,1837,261,N,,VBM PORTION,79,40,32,
NORTH WHITTIER,4780004A,1837,261,N,1038,TOTAL,281,135,122,
NORTH WHITTIER,4780008A,6169,240,Y,,POLLING PLACE,,,,
NORTH WHITTIER,4780008A,6169,240,Y,,VBM PORTION,,,,
NORTH WHITTIER,4780008A,6169,240,Y,,TOTAL,,,,
NORTH WHITTIER,4780011A,1838,261,N,848,POLLING PLACE,185,82,83,
NORTH WHITTIER,4780011A,1838,261,N,,VBM PORTION,77,34,36,
NORTH WHITTIER,4780011A,1838,261,N,848,TOTAL,262,116,119,
NORTH WHITTIER,4780011B,6170,255,Y,51,POLLING PLACE,,,,
NORTH WHITTIER,4780011B,6170,255,Y,,VBM PORTION,15,8,6,
NORTH WHITTIER,4780011B,6170,255,Y,51,TOTAL,15,8,6,
NORWALK,4800001A,1839,280,N,907,POLLING PLACE,114,74,32,
NORWALK,4800001A,1839,280,N,,VBM PORTION,45,31,10,
NORWALK,4800001A,1839,280,N,907,TOTAL,159,105,42,
NORWALK,4800003A,1840,254,N,1126,POLLING PLACE,191,97,76,
NORWALK,4800003A,1840,254,N,,VBM PORTION,43,21,12,
NORWALK,4800003A,1840,254,N,1126,TOTAL,234,118,88,
NORWALK,4800004A,1841,279,N,982,POLLING PLACE,137,67,59,
NORWALK,4800004A,1841,279,N,,VBM PORTION,41,16,22,
NORWALK,4800004A,1841,279,N,982,TOTAL,178,83,81,
NORWALK,4800006B,1842,279,N,984,POLLING PLACE,153,94,48,
NORWALK,4800006B,1842,279,N,,VBM PORTION,38,18,16,
NORWALK,4800006B,1842,279,N,984,TOTAL,191,112,64,
NORWALK,4800007C,1843,279,N,525,POLLING PLACE,84,44,28,
NORWALK,4800007C,1843,279,N,,VBM PORTION,17,7,9,
NORWALK,4800007C,1843,279,N,525,TOTAL,101,51,37,
NORWALK,4800008A,1844,253,N,524,POLLING PLACE,91,45,38,
NORWALK,4800008A,1844,253,N,,VBM PORTION,42,33,6,
NORWALK,4800008A,1844,253,N,524,TOTAL,133,78,44,
NORWALK,4800008C,1845,253,N,1156,POLLING PLACE,175,91,66,
NORWALK,4800008C,1845,253,N,,VBM PORTION,57,24,28,
NORWALK,4800008C,1845,253,N,1156,TOTAL,232,115,94,
NORWALK,4800009A,1846,253,N,759,POLLING PLACE,137,81,45,
NORWALK,4800009A,1846,253,N,,VBM PORTION,28,18,9,
NORWALK,4800009A,1846,253,N,759,TOTAL,165,99,54,
NORWALK,4800010A,1847,253,N,807,POLLING PLACE,177,114,50,
NORWALK,4800010A,1847,253,N,,VBM PORTION,25,15,9,
NORWALK,4800010A,1847,253,N,807,TOTAL,202,129,59,
NORWALK,4800011A,1848,253,N,1104,POLLING PLACE,207,137,52,
NORWALK,4800011A,1848,253,N,,VBM PORTION,52,29,18,
NORWALK,4800011A,1848,253,N,1104,TOTAL,259,166,70,
NORWALK,4800013A,1849,253,N,1002,POLLING PLACE,134,79,40,
NORWALK,4800013A,1849,253,N,,VBM PORTION,32,18,9,
NORWALK,4800013A,1849,253,N,1002,TOTAL,166,97,49,
NORWALK,4800014C,1850,253,N,227,POLLING PLACE,51,31,19,
NORWALK,4800014C,1850,253,N,,VBM PORTION,14,6,5,
NORWALK,4800014C,1850,253,N,227,TOTAL,65,37,24,
NORWALK,4800015A,1851,272,N,440,POLLING PLACE,48,27,20,
NORWALK,4800015A,1851,272,N,,VBM PORTION,44,15,21,
NORWALK,4800015A,1851,272,N,440,TOTAL,92,42,41,
NORWALK,4800016A,1852,250,N,1027,POLLING PLACE,145,97,43,
NORWALK,4800016A,1852,250,N,,VBM PORTION,33,24,5,
NORWALK,4800016A,1852,250,N,1027,TOTAL,178,121,48,
NORWALK,4800018A,1853,250,N,1009,POLLING PLACE,157,89,49,
NORWALK,4800018A,1853,250,N,,VBM PORTION,48,22,16,
NORWALK,4800018A,1853,250,N,1009,TOTAL,205,111,65,
NORWALK,4800019A,1854,250,N,637,POLLING PLACE,104,61,32,
NORWALK,4800019A,1854,250,N,,VBM PORTION,27,12,11,
NORWALK,4800019A,1854,250,N,637,TOTAL,131,73,43,
NORWALK,4800021A,1855,250,N,306,POLLING PLACE,38,25,10,
NORWALK,4800021A,1855,250,N,,VBM PORTION,16,9,6,
NORWALK,4800021A,1855,250,N,306,TOTAL,54,34,16,
NORWALK,4800021B,1856,254,N,1171,POLLING PLACE,115,67,39,
NORWALK,4800021B,1856,254,N,,VBM PORTION,48,23,14,
NORWALK,4800021B,1856,254,N,1171,TOTAL,163,90,53,
NORWALK,4800022A,1857,254,N,894,POLLING PLACE,107,68,31,
NORWALK,4800022A,1857,254,N,,VBM PORTION,43,26,12,
NORWALK,4800022A,1857,254,N,894,TOTAL,150,94,43,
NORWALK,4800023A,1858,254,N,1207,POLLING PLACE,167,98,49,
NORWALK,4800023A,1858,254,N,,VBM PORTION,66,36,26,
NORWALK,4800023A,1858,254,N,1207,TOTAL,233,134,75,
NORWALK,4800024A,1859,254,N,1149,POLLING PLACE,197,132,50,
NORWALK,4800024A,1859,254,N,,VBM PORTION,47,20,20,
NORWALK,4800024A,1859,254,N,1149,TOTAL,244,152,70,
NORWALK,4800025A,1860,280,N,645,POLLING PLACE,104,76,22,
NORWALK,4800025A,1860,280,N,,VBM PORTION,19,10,6,
NORWALK,4800025A,1860,280,N,645,TOTAL,123,86,28,
NORWALK,4800028A,1861,280,N,1138,POLLING PLACE,172,108,52,
NORWALK,4800028A,1861,280,N,,VBM PORTION,36,16,14,
NORWALK,4800028A,1861,280,N,1138,TOTAL,208,124,66,
NORWALK,4800029B,1862,254,N,968,POLLING PLACE,152,94,48,
NORWALK,4800029B,1862,254,N,,VBM PORTION,49,25,21,
NORWALK,4800029B,1862,254,N,968,TOTAL,201,119,69,
NORWALK,4800030A,6171,283,Y,,POLLING PLACE,,,,
NORWALK,4800030A,6171,283,Y,,VBM PORTION,,,,
NORWALK,4800030A,6171,283,Y,,TOTAL,,,,
NORWALK,4800031A,1863,254,N,1065,POLLING PLACE,180,100,63,
NORWALK,4800031A,1863,254,N,,VBM PORTION,60,29,23,
NORWALK,4800031A,1863,254,N,1065,TOTAL,240,129,86,
NORWALK,4800032A,1864,254,N,929,POLLING PLACE,104,61,26,
NORWALK,4800032A,1864,254,N,,VBM PORTION,97,62,27,
NORWALK,4800032A,1864,254,N,929,TOTAL,201,123,53,
NORWALK,4800033A,1865,254,N,815,POLLING PLACE,105,73,28,
NORWALK,4800033A,1865,254,N,,VBM PORTION,22,11,10,
NORWALK,4800033A,1865,254,N,815,TOTAL,127,84,38,
NORWALK,4800034A,1866,250,N,1103,POLLING PLACE,187,91,70,
NORWALK,4800034A,1866,250,N,,VBM PORTION,104,61,31,
NORWALK,4800034A,1866,250,N,1103,TOTAL,291,152,101,
NORWALK,4800035A,1867,250,N,1102,POLLING PLACE,148,89,43,
NORWALK,4800035A,1867,250,N,,VBM PORTION,49,23,23,
NORWALK,4800035A,1867,250,N,1102,TOTAL,197,112,66,
NORWALK,4800037A,1868,254,N,994,POLLING PLACE,159,91,57,
NORWALK,4800037A,1868,254,N,,VBM PORTION,65,37,21,
NORWALK,4800037A,1868,254,N,994,TOTAL,224,128,78,
NORWALK,4800038A,1869,254,N,856,POLLING PLACE,114,66,39,
NORWALK,4800038A,1869,254,N,,VBM PORTION,51,34,13,
NORWALK,4800038A,1869,254,N,856,TOTAL,165,100,52,
NORWALK,4800040A,1870,280,N,994,POLLING PLACE,142,80,45,
NORWALK,4800040A,1870,280,N,,VBM PORTION,41,22,17,
NORWALK,4800040A,1870,280,N,994,TOTAL,183,102,62,
NORWALK,4800042B,1871,280,N,1241,POLLING PLACE,221,127,74,
NORWALK,4800042B,1871,280,N,,VBM PORTION,68,37,24,
NORWALK,4800042B,1871,280,N,1241,TOTAL,289,164,98,
NORWALK,4800044A,1872,280,N,728,POLLING PLACE,89,63,16,
NORWALK,4800044A,1872,280,N,,VBM PORTION,36,20,11,
NORWALK,4800044A,1872,280,N,728,TOTAL,125,83,27,
NORWALK,4800045A,1873,280,N,983,POLLING PLACE,201,100,81,
NORWALK,4800045A,1873,280,N,,VBM PORTION,43,18,18,
NORWALK,4800045A,1873,280,N,983,TOTAL,244,118,99,
NORWALK,4800045B,6172,269,Y,,POLLING PLACE,,,,
NORWALK,4800045B,6172,269,Y,,VBM PORTION,,,,
NORWALK,4800045B,6172,269,Y,,TOTAL,,,,
NORWALK,4800047A,1874,280,N,857,POLLING PLACE,137,71,50,
NORWALK,4800047A,1874,280,N,,VBM PORTION,43,20,17,
NORWALK,4800047A,1874,280,N,857,TOTAL,180,91,67,
NORWALK,4800048A,1875,280,N,1109,POLLING PLACE,150,93,49,
NORWALK,4800048A,1875,280,N,,VBM PORTION,77,32,38,
NORWALK,4800048A,1875,280,N,1109,TOTAL,227,125,87,
NORWALK,4800049D,1876,280,N,583,POLLING PLACE,110,61,39,
NORWALK,4800049D,1876,280,N,,VBM PORTION,18,11,6,
NORWALK,4800049D,1876,280,N,583,TOTAL,128,72,45,
NORWALK,4800050A,1877,280,N,1223,POLLING PLACE,189,104,69,
NORWALK,4800050A,1877,280,N,,VBM PORTION,65,38,23,
NORWALK,4800050A,1877,280,N,1223,TOTAL,254,142,92,
NORWALK,4800053A,1878,254,N,886,POLLING PLACE,151,107,33,
NORWALK,4800053A,1878,254,N,,VBM PORTION,33,23,9,
NORWALK,4800053A,1878,254,N,886,TOTAL,184,130,42,
NORWALK,4800054A,1879,254,N,874,POLLING PLACE,93,54,30,
NORWALK,4800054A,1879,254,N,,VBM PORTION,37,27,8,
NORWALK,4800054A,1879,254,N,874,TOTAL,130,81,38,
NORWALK,4800056A,1880,280,N,811,POLLING PLACE,141,98,27,
NORWALK,4800056A,1880,280,N,,VBM PORTION,24,15,6,
NORWALK,4800056A,1880,280,N,811,TOTAL,165,113,33,
NORWALK,4800056D,6173,270,Y,148,POLLING PLACE,,,,
NORWALK,4800056D,6173,270,Y,,VBM PORTION,14,11,3,
NORWALK,4800056D,6173,270,Y,148,TOTAL,14,11,3,
NORWALK,4800059A,1881,272,N,1238,POLLING PLACE,212,101,90,
NORWALK,4800059A,1881,272,N,,VBM PORTION,106,48,50,
NORWALK,4800059A,1881,272,N,1238,TOTAL,318,149,140,
NORWALK,4800060A,1882,253,N,1018,POLLING PLACE,148,78,59,
NORWALK,4800060A,1882,253,N,,VBM PORTION,44,24,18,
NORWALK,4800060A,1882,253,N,1018,TOTAL,192,102,77,
NORWALK,4800067A,1883,280,N,1003,POLLING PLACE,163,113,26,
NORWALK,4800067A,1883,280,N,,VBM PORTION,45,22,15,
NORWALK,4800067A,1883,280,N,1003,TOTAL,208,135,41,
NORWALK,4800071A,1884,254,N,1133,POLLING PLACE,174,131,30,
NORWALK,4800071A,1884,254,N,,VBM PORTION,42,26,12,
NORWALK,4800071A,1884,254,N,1133,TOTAL,216,157,42,
NORWALK,4800076A,1885,249,N,910,POLLING PLACE,159,94,53,
NORWALK,4800076A,1885,249,N,,VBM PORTION,69,29,34,
NORWALK,4800076A,1885,249,N,910,TOTAL,228,123,87,
NORWALK,4800088A,1886,253,N,1017,POLLING PLACE,221,144,62,
NORWALK,4800088A,1886,253,N,,VBM PORTION,30,12,12,
NORWALK,4800088A,1886,253,N,1017,TOTAL,251,156,74,
NORWALK,4800089A,1887,280,N,760,POLLING PLACE,111,58,47,
NORWALK,4800089A,1887,280,N,,VBM PORTION,41,27,11,
NORWALK,4800089A,1887,280,N,760,TOTAL,152,85,58,
OCEAN VIEW,4850002A,1888,379,N,720,POLLING PLACE,169,73,77,
OCEAN VIEW,4850002A,1888,379,N,,VBM PORTION,120,52,55,
OCEAN VIEW,4850002A,1888,379,N,720,TOTAL,289,125,132,
OCEAN VIEW,4850005A,1889,380,N,582,POLLING PLACE,182,58,114,
OCEAN VIEW,4850005A,1889,380,N,,VBM PORTION,83,28,52,
OCEAN VIEW,4850005A,1889,380,N,582,TOTAL,265,86,166,
PALOS VERDES ESTATES,5050001A,1956,379,N,1180,POLLING PLACE,347,105,215,
PALOS VERDES ESTATES,5050001A,1956,379,N,,VBM PORTION,183,41,125,
PALOS VERDES ESTATES,5050001A,1956,379,N,1180,TOTAL,530,146,340,
PALOS VERDES ESTATES,5050003A,1957,379,N,1072,POLLING PLACE,246,64,152,
PALOS VERDES ESTATES,5050003A,1957,379,N,,VBM PORTION,153,48,85,
PALOS VERDES ESTATES,5050003A,1957,379,N,1072,TOTAL,399,112,237,
PALOS VERDES ESTATES,5050003D,1958,379,N,1122,POLLING PLACE,308,89,201,
PALOS VERDES ESTATES,5050003D,1958,379,N,,VBM PORTION,146,37,91,
PALOS VERDES ESTATES,5050003D,1958,379,N,1122,TOTAL,454,126,292,
PALOS VERDES ESTATES,5050005A,1959,379,N,908,POLLING PLACE,200,67,119,
PALOS VERDES ESTATES,5050005A,1959,379,N,,VBM PORTION,145,39,91,
PALOS VERDES ESTATES,5050005A,1959,379,N,908,TOTAL,345,106,210,
PALOS VERDES ESTATES,5050007A,1960,379,N,1324,POLLING PLACE,259,82,151,
PALOS VERDES ESTATES,5050007A,1960,379,N,,VBM PORTION,260,65,166,
PALOS VERDES ESTATES,5050007A,1960,379,N,1324,TOTAL,519,147,317,
PALOS VERDES ESTATES,5050008B,1961,379,N,517,POLLING PLACE,151,44,94,
PALOS VERDES ESTATES,5050008B,1961,379,N,,VBM PORTION,96,23,56,
PALOS VERDES ESTATES,5050008B,1961,379,N,517,TOTAL,247,67,150,
PALOS VERDES ESTATES,5050010A,1962,379,N,1008,POLLING PLACE,279,83,162,
PALOS VERDES ESTATES,5050010A,1962,379,N,,VBM PORTION,123,36,63,
PALOS VERDES ESTATES,5050010A,1962,379,N,1008,TOTAL,402,119,225,
PALOS VERDES ESTATES,5050012A,1963,379,N,1255,POLLING PLACE,334,97,206,
PALOS VERDES ESTATES,5050012A,1963,379,N,,VBM PORTION,190,58,104,
PALOS VERDES ESTATES,5050012A,1963,379,N,1255,TOTAL,524,155,310,
PALOS VERDES ESTATES,5050014A,1964,379,N,1304,POLLING PLACE,321,100,190,
PALOS VERDES ESTATES,5050014A,1964,379,N,,VBM PORTION,207,62,125,
PALOS VERDES ESTATES,5050014A,1964,379,N,1304,TOTAL,528,162,315,
PARAMOUNT,5100001A,1965,348,N,525,POLLING PLACE,81,52,20,
PARAMOUNT,5100001A,1965,348,N,,VBM PORTION,21,11,10,
PARAMOUNT,5100001A,1965,348,N,525,TOTAL,102,63,30,
PARAMOUNT,5100002A,1966,348,N,1153,POLLING PLACE,116,89,8,
