LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,KAMALA D HARRIS,RONALD GOLD,
LOS ANGELES,9001739A,3853,217,N,1154,TOTAL,260,214,26,
LOS ANGELES,9001742A,3854,214,N,971,POLLING PLACE,107,75,23,
LOS ANGELES,9001742A,3854,214,N,,VBM PORTION,45,30,7,
LOS ANGELES,9001742A,3854,214,N,971,TOTAL,152,105,30,
LOS ANGELES,9001744A,6286,48,Y,,POLLING PLACE,,,,
LOS ANGELES,9001744A,6286,48,Y,,VBM PORTION,,,,
LOS ANGELES,9001744A,6286,48,Y,,TOTAL,,,,
LOS ANGELES,9001747A,3855,308,N,1094,POLLING PLACE,157,138,13,
LOS ANGELES,9001747A,3855,308,N,,VBM PORTION,35,28,4,
LOS ANGELES,9001747A,3855,308,N,1094,TOTAL,192,166,17,
LOS ANGELES,9001751A,3856,308,N,745,POLLING PLACE,33,23,8,
LOS ANGELES,9001751A,3856,308,N,,VBM PORTION,58,31,10,
LOS ANGELES,9001751A,3856,308,N,745,TOTAL,91,54,18,
LOS ANGELES,9001754A,3857,33,N,1317,POLLING PLACE,225,103,114,
LOS ANGELES,9001754A,3857,33,N,,VBM PORTION,99,53,40,
LOS ANGELES,9001754A,3857,33,N,1317,TOTAL,324,156,154,
LOS ANGELES,9001755A,3858,308,N,1123,POLLING PLACE,177,150,18,
LOS ANGELES,9001755A,3858,308,N,,VBM PORTION,32,28,3,
LOS ANGELES,9001755A,3858,308,N,1123,TOTAL,209,178,21,
LOS ANGELES,9001757A,3859,308,N,657,POLLING PLACE,98,82,11,
LOS ANGELES,9001757A,3859,308,N,,VBM PORTION,16,10,4,
LOS ANGELES,9001757A,3859,308,N,657,TOTAL,114,92,15,
LOS ANGELES,9001758A,3860,113,N,1039,POLLING PLACE,129,66,54,
LOS ANGELES,9001758A,3860,113,N,,VBM PORTION,74,42,23,
LOS ANGELES,9001758A,3860,113,N,1039,TOTAL,203,108,77,
LOS ANGELES,9001759A,3861,99,N,918,POLLING PLACE,257,223,22,
LOS ANGELES,9001759A,3861,99,N,,VBM PORTION,64,53,8,
LOS ANGELES,9001759A,3861,99,N,918,TOTAL,321,276,30,
LOS ANGELES,9001762A,3862,308,N,1037,POLLING PLACE,173,142,23,
LOS ANGELES,9001762A,3862,308,N,,VBM PORTION,37,32,3,
LOS ANGELES,9001762A,3862,308,N,1037,TOTAL,210,174,26,
LOS ANGELES,9001764A,3863,228,N,1073,POLLING PLACE,136,116,8,
LOS ANGELES,9001764A,3863,228,N,,VBM PORTION,45,43,1,
LOS ANGELES,9001764A,3863,228,N,1073,TOTAL,181,159,9,
LOS ANGELES,9001765A,3864,228,N,849,POLLING PLACE,131,117,6,
LOS ANGELES,9001765A,3864,228,N,,VBM PORTION,36,29,2,
LOS ANGELES,9001765A,3864,228,N,849,TOTAL,167,146,8,
LOS ANGELES,9001767A,3865,228,N,773,POLLING PLACE,123,104,12,
LOS ANGELES,9001767A,3865,228,N,,VBM PORTION,35,33,1,
LOS ANGELES,9001767A,3865,228,N,773,TOTAL,158,137,13,
LOS ANGELES,9001768A,3866,228,N,1038,POLLING PLACE,120,108,6,
LOS ANGELES,9001768A,3866,228,N,,VBM PORTION,43,32,9,
LOS ANGELES,9001768A,3866,228,N,1038,TOTAL,163,140,15,
LOS ANGELES,9001769C,3867,228,N,986,POLLING PLACE,217,182,24,
LOS ANGELES,9001769C,3867,228,N,,VBM PORTION,28,23,1,
LOS ANGELES,9001769C,3867,228,N,986,TOTAL,245,205,25,
LOS ANGELES,9001770A,3868,228,N,1033,POLLING PLACE,172,148,17,
LOS ANGELES,9001770A,3868,228,N,,VBM PORTION,46,37,6,
LOS ANGELES,9001770A,3868,228,N,1033,TOTAL,218,185,23,
LOS ANGELES,9001776B,3869,228,N,1153,POLLING PLACE,156,125,16,
LOS ANGELES,9001776B,3869,228,N,,VBM PORTION,74,58,7,
LOS ANGELES,9001776B,3869,228,N,1153,TOTAL,230,183,23,
LOS ANGELES,9001777B,3870,228,N,809,POLLING PLACE,150,121,15,
LOS ANGELES,9001777B,3870,228,N,,VBM PORTION,29,26,2,
LOS ANGELES,9001777B,3870,228,N,809,TOTAL,179,147,17,
LOS ANGELES,9001779C,3871,228,N,859,POLLING PLACE,97,84,7,
LOS ANGELES,9001779C,3871,228,N,,VBM PORTION,29,26,3,
LOS ANGELES,9001779C,3871,228,N,859,TOTAL,126,110,10,
LOS ANGELES,9001780A,3872,369,N,866,POLLING PLACE,98,87,5,
LOS ANGELES,9001780A,3872,369,N,,VBM PORTION,6,6,,
LOS ANGELES,9001780A,3872,369,N,866,TOTAL,104,93,5,
LOS ANGELES,9001781B,3873,214,N,1195,POLLING PLACE,242,171,47,
LOS ANGELES,9001781B,3873,214,N,,VBM PORTION,44,34,8,
LOS ANGELES,9001781B,3873,214,N,1195,TOTAL,286,205,55,
LOS ANGELES,9001782A,3874,228,N,859,POLLING PLACE,167,132,22,
LOS ANGELES,9001782A,3874,228,N,,VBM PORTION,32,26,3,
LOS ANGELES,9001782A,3874,228,N,859,TOTAL,199,158,25,
LOS ANGELES,9001782B,3875,228,N,702,POLLING PLACE,80,71,9,
LOS ANGELES,9001782B,3875,228,N,,VBM PORTION,31,30,1,
LOS ANGELES,9001782B,3875,228,N,702,TOTAL,111,101,10,
LOS ANGELES,9001783A,3876,228,N,1135,POLLING PLACE,185,162,17,
LOS ANGELES,9001783A,3876,228,N,,VBM PORTION,45,40,4,
LOS ANGELES,9001783A,3876,228,N,1135,TOTAL,230,202,21,
LOS ANGELES,9001784A,3877,228,N,1152,POLLING PLACE,200,175,17,
LOS ANGELES,9001784A,3877,228,N,,VBM PORTION,41,35,5,
LOS ANGELES,9001784A,3877,228,N,1152,TOTAL,241,210,22,
LOS ANGELES,9001785A,3878,228,N,1147,POLLING PLACE,186,176,2,
LOS ANGELES,9001785A,3878,228,N,,VBM PORTION,32,29,1,
LOS ANGELES,9001785A,3878,228,N,1147,TOTAL,218,205,3,
LOS ANGELES,9001786A,3879,228,N,914,POLLING PLACE,201,180,10,
LOS ANGELES,9001786A,3879,228,N,,VBM PORTION,30,26,4,
LOS ANGELES,9001786A,3879,228,N,914,TOTAL,231,206,14,
LOS ANGELES,9001787A,3880,228,N,922,POLLING PLACE,75,63,8,
LOS ANGELES,9001787A,3880,228,N,,VBM PORTION,47,38,7,
LOS ANGELES,9001787A,3880,228,N,922,TOTAL,122,101,15,
LOS ANGELES,9001791A,3881,210,N,811,POLLING PLACE,149,124,13,
LOS ANGELES,9001791A,3881,210,N,,VBM PORTION,33,24,8,
LOS ANGELES,9001791A,3881,210,N,811,TOTAL,182,148,21,
LOS ANGELES,9001796B,3882,98,N,1092,POLLING PLACE,141,110,19,
LOS ANGELES,9001796B,3882,98,N,,VBM PORTION,48,40,3,
LOS ANGELES,9001796B,3882,98,N,1092,TOTAL,189,150,22,
LOS ANGELES,9001797A,3883,200,N,1148,POLLING PLACE,172,137,21,
LOS ANGELES,9001797A,3883,200,N,,VBM PORTION,47,35,9,
LOS ANGELES,9001797A,3883,200,N,1148,TOTAL,219,172,30,
LOS ANGELES,9001798A,3884,211,N,652,POLLING PLACE,119,93,18,
LOS ANGELES,9001798A,3884,211,N,,VBM PORTION,22,18,3,
LOS ANGELES,9001798A,3884,211,N,652,TOTAL,141,111,21,
LOS ANGELES,9001799A,3885,358,N,962,POLLING PLACE,118,102,14,
LOS ANGELES,9001799A,3885,358,N,,VBM PORTION,21,19,2,
LOS ANGELES,9001799A,3885,358,N,962,TOTAL,139,121,16,
LOS ANGELES,9001801B,3886,214,N,1167,POLLING PLACE,171,142,22,
LOS ANGELES,9001801B,3886,214,N,,VBM PORTION,74,52,16,
LOS ANGELES,9001801B,3886,214,N,1167,TOTAL,245,194,38,
LOS ANGELES,9001804A,3887,211,N,1185,POLLING PLACE,215,169,31,
LOS ANGELES,9001804A,3887,211,N,,VBM PORTION,42,30,6,
LOS ANGELES,9001804A,3887,211,N,1185,TOTAL,257,199,37,
LOS ANGELES,9001805A,3888,33,N,1249,POLLING PLACE,255,153,93,
LOS ANGELES,9001805A,3888,33,N,,VBM PORTION,63,39,21,
LOS ANGELES,9001805A,3888,33,N,1249,TOTAL,318,192,114,
LOS ANGELES,9001808A,3889,115,N,1191,POLLING PLACE,221,125,92,
LOS ANGELES,9001808A,3889,115,N,,VBM PORTION,105,44,57,
LOS ANGELES,9001808A,3889,115,N,1191,TOTAL,326,169,149,
LOS ANGELES,9001810A,3890,214,N,994,POLLING PLACE,144,115,21,
LOS ANGELES,9001810A,3890,214,N,,VBM PORTION,41,29,9,
LOS ANGELES,9001810A,3890,214,N,994,TOTAL,185,144,30,
LOS ANGELES,9001814A,3891,214,N,984,POLLING PLACE,125,92,26,
LOS ANGELES,9001814A,3891,214,N,,VBM PORTION,48,32,15,
LOS ANGELES,9001814A,3891,214,N,984,TOTAL,173,124,41,
LOS ANGELES,9001824A,3892,102,N,1097,POLLING PLACE,289,222,57,
LOS ANGELES,9001824A,3892,102,N,,VBM PORTION,117,78,36,
LOS ANGELES,9001824A,3892,102,N,1097,TOTAL,406,300,93,
LOS ANGELES,9001825B,3893,115,N,1235,POLLING PLACE,228,139,73,
LOS ANGELES,9001825B,3893,115,N,,VBM PORTION,82,42,32,
LOS ANGELES,9001825B,3893,115,N,1235,TOTAL,310,181,105,
LOS ANGELES,9001827A,3894,393,N,998,POLLING PLACE,255,136,107,
LOS ANGELES,9001827A,3894,393,N,,VBM PORTION,120,57,58,
LOS ANGELES,9001827A,3894,393,N,998,TOTAL,375,193,165,
LOS ANGELES,9001832B,3895,59,N,538,POLLING PLACE,76,54,15,
LOS ANGELES,9001832B,3895,59,N,,VBM PORTION,31,16,13,
LOS ANGELES,9001832B,3895,59,N,538,TOTAL,107,70,28,
LOS ANGELES,9001838A,3896,200,N,1177,POLLING PLACE,137,92,38,
LOS ANGELES,9001838A,3896,200,N,,VBM PORTION,71,48,19,
LOS ANGELES,9001838A,3896,200,N,1177,TOTAL,208,140,57,
LOS ANGELES,9001839A,3897,200,N,1024,POLLING PLACE,110,90,14,
LOS ANGELES,9001839A,3897,200,N,,VBM PORTION,38,26,8,
LOS ANGELES,9001839A,3897,200,N,1024,TOTAL,148,116,22,
LOS ANGELES,9001841A,3898,200,N,865,POLLING PLACE,111,96,8,
LOS ANGELES,9001841A,3898,200,N,,VBM PORTION,32,25,3,
LOS ANGELES,9001841A,3898,200,N,865,TOTAL,143,121,11,
LOS ANGELES,9001846A,3899,214,N,1125,POLLING PLACE,160,135,13,
LOS ANGELES,9001846A,3899,214,N,,VBM PORTION,38,32,3,
LOS ANGELES,9001846A,3899,214,N,1125,TOTAL,198,167,16,
LOS ANGELES,9001851A,3900,214,N,861,POLLING PLACE,129,103,18,
LOS ANGELES,9001851A,3900,214,N,,VBM PORTION,33,25,7,
LOS ANGELES,9001851A,3900,214,N,861,TOTAL,162,128,25,
LOS ANGELES,9001854A,3901,214,N,543,POLLING PLACE,100,83,7,
LOS ANGELES,9001854A,3901,214,N,,VBM PORTION,18,12,5,
LOS ANGELES,9001854A,3901,214,N,543,TOTAL,118,95,12,
LOS ANGELES,9001855A,3902,214,N,1045,POLLING PLACE,149,122,11,
LOS ANGELES,9001855A,3902,214,N,,VBM PORTION,23,19,2,
LOS ANGELES,9001855A,3902,214,N,1045,TOTAL,172,141,13,
LOS ANGELES,9001856A,3903,214,N,626,POLLING PLACE,111,88,15,
LOS ANGELES,9001856A,3903,214,N,,VBM PORTION,13,8,5,
LOS ANGELES,9001856A,3903,214,N,626,TOTAL,124,96,20,
LOS ANGELES,9001857A,3904,220,N,1264,POLLING PLACE,125,70,40,
LOS ANGELES,9001857A,3904,220,N,,VBM PORTION,207,128,71,
LOS ANGELES,9001857A,3904,220,N,1264,TOTAL,332,198,111,
LOS ANGELES,9001859A,3905,214,N,1128,POLLING PLACE,250,194,26,
LOS ANGELES,9001859A,3905,214,N,,VBM PORTION,35,26,4,
LOS ANGELES,9001859A,3905,214,N,1128,TOTAL,285,220,30,
LOS ANGELES,9001861A,3906,124,N,1189,POLLING PLACE,262,186,66,
LOS ANGELES,9001861A,3906,124,N,,VBM PORTION,89,56,27,
LOS ANGELES,9001861A,3906,124,N,1189,TOTAL,351,242,93,
LOS ANGELES,9001862C,3907,214,N,616,POLLING PLACE,2,2,,
LOS ANGELES,9001862C,3907,214,N,,VBM PORTION,18,9,7,
LOS ANGELES,9001862C,3907,214,N,616,TOTAL,20,11,7,
LOS ANGELES,9001874A,3908,323,N,1041,POLLING PLACE,143,102,34,
LOS ANGELES,9001874A,3908,323,N,,VBM PORTION,118,68,44,
LOS ANGELES,9001874A,3908,323,N,1041,TOTAL,261,170,78,
LOS ANGELES,9001875A,3909,214,N,928,POLLING PLACE,167,119,34,
LOS ANGELES,9001875A,3909,214,N,,VBM PORTION,58,33,17,
LOS ANGELES,9001875A,3909,214,N,928,TOTAL,225,152,51,
LOS ANGELES,9001876A,3910,327,N,945,POLLING PLACE,296,177,99,
LOS ANGELES,9001876A,3910,327,N,,VBM PORTION,92,44,46,
LOS ANGELES,9001876A,3910,327,N,945,TOTAL,388,221,145,
LOS ANGELES,9001877B,3911,115,N,1287,POLLING PLACE,164,123,28,
LOS ANGELES,9001877B,3911,115,N,,VBM PORTION,63,43,16,
LOS ANGELES,9001877B,3911,115,N,1287,TOTAL,227,166,44,
LOS ANGELES,9001884A,3912,320,N,788,POLLING PLACE,151,116,31,
LOS ANGELES,9001884A,3912,320,N,,VBM PORTION,60,38,18,
LOS ANGELES,9001884A,3912,320,N,788,TOTAL,211,154,49,
LOS ANGELES,9001884C,6287,321,Y,124,POLLING PLACE,,,,
LOS ANGELES,9001884C,6287,321,Y,,VBM PORTION,28,9,18,
LOS ANGELES,9001884C,6287,321,Y,124,TOTAL,28,9,18,
LOS ANGELES,9001889A,3913,214,N,810,POLLING PLACE,112,89,14,
LOS ANGELES,9001889A,3913,214,N,,VBM PORTION,62,48,11,
LOS ANGELES,9001889A,3913,214,N,810,TOTAL,174,137,25,
LOS ANGELES,9001890A,3914,214,N,810,POLLING PLACE,152,128,17,
LOS ANGELES,9001890A,3914,214,N,,VBM PORTION,66,34,29,
LOS ANGELES,9001890A,3914,214,N,810,TOTAL,218,162,46,
LOS ANGELES,9001891A,3915,214,N,1034,POLLING PLACE,212,169,24,
LOS ANGELES,9001891A,3915,214,N,,VBM PORTION,49,41,5,
LOS ANGELES,9001891A,3915,214,N,1034,TOTAL,261,210,29,
LOS ANGELES,9001892A,3916,115,N,1434,POLLING PLACE,206,137,53,
LOS ANGELES,9001892A,3916,115,N,,VBM PORTION,132,88,39,
LOS ANGELES,9001892A,3916,115,N,1434,TOTAL,338,225,92,
LOS ANGELES,9001893A,3917,115,N,1272,POLLING PLACE,191,102,77,
LOS ANGELES,9001893A,3917,115,N,,VBM PORTION,117,70,39,
LOS ANGELES,9001893A,3917,115,N,1272,TOTAL,308,172,116,
LOS ANGELES,9001895A,3918,214,N,1058,POLLING PLACE,164,120,27,
LOS ANGELES,9001895A,3918,214,N,,VBM PORTION,60,46,9,
LOS ANGELES,9001895A,3918,214,N,1058,TOTAL,224,166,36,
LOS ANGELES,9001899A,3919,214,N,619,POLLING PLACE,112,89,14,
LOS ANGELES,9001899A,3919,214,N,,VBM PORTION,19,14,2,
LOS ANGELES,9001899A,3919,214,N,619,TOTAL,131,103,16,
LOS ANGELES,9001900B,3920,121,N,1021,POLLING PLACE,117,87,26,
LOS ANGELES,9001900B,3920,121,N,,VBM PORTION,69,40,17,
LOS ANGELES,9001900B,3920,121,N,1021,TOTAL,186,127,43,
LOS ANGELES,9001904A,3921,214,N,1075,POLLING PLACE,174,145,23,
LOS ANGELES,9001904A,3921,214,N,,VBM PORTION,37,32,1,
LOS ANGELES,9001904A,3921,214,N,1075,TOTAL,211,177,24,
LOS ANGELES,9001905A,3922,214,N,1102,POLLING PLACE,212,167,29,
LOS ANGELES,9001905A,3922,214,N,,VBM PORTION,28,22,5,
LOS ANGELES,9001905A,3922,214,N,1102,TOTAL,240,189,34,
LOS ANGELES,9001907A,3923,55,N,613,POLLING PLACE,106,86,13,
LOS ANGELES,9001907A,3923,55,N,,VBM PORTION,16,12,4,
LOS ANGELES,9001907A,3923,55,N,613,TOTAL,122,98,17,
LOS ANGELES,9001910C,6288,213,Y,,POLLING PLACE,,,,
LOS ANGELES,9001910C,6288,213,Y,,VBM PORTION,,,,
LOS ANGELES,9001910C,6288,213,Y,,TOTAL,,,,
LOS ANGELES,9001910H,3924,214,N,994,POLLING PLACE,204,162,27,
LOS ANGELES,9001910H,3924,214,N,,VBM PORTION,26,22,3,
LOS ANGELES,9001910H,3924,214,N,994,TOTAL,230,184,30,
LOS ANGELES,9001917A,3925,59,N,907,POLLING PLACE,136,100,27,
LOS ANGELES,9001917A,3925,59,N,,VBM PORTION,29,21,8,
LOS ANGELES,9001917A,3925,59,N,907,TOTAL,165,121,35,
LOS ANGELES,9001920A,3926,308,N,978,POLLING PLACE,161,124,25,
LOS ANGELES,9001920A,3926,308,N,,VBM PORTION,54,47,6,
LOS ANGELES,9001920A,3926,308,N,978,TOTAL,215,171,31,
LOS ANGELES,9001924B,3927,125,N,1215,POLLING PLACE,227,163,58,
LOS ANGELES,9001924B,3927,125,N,,VBM PORTION,61,38,20,
LOS ANGELES,9001924B,3927,125,N,1215,TOTAL,288,201,78,
LOS ANGELES,9001926C,3928,125,N,1314,POLLING PLACE,296,210,74,
LOS ANGELES,9001926C,3928,125,N,,VBM PORTION,159,91,62,
LOS ANGELES,9001926C,3928,125,N,1314,TOTAL,455,301,136,
LOS ANGELES,9001927A,3929,310,N,1131,POLLING PLACE,99,83,9,
LOS ANGELES,9001927A,3929,310,N,,VBM PORTION,30,26,2,
LOS ANGELES,9001927A,3929,310,N,1131,TOTAL,129,109,11,
LOS ANGELES,9001928B,3930,125,N,1132,POLLING PLACE,276,200,67,
LOS ANGELES,9001928B,3930,125,N,,VBM PORTION,83,60,21,
LOS ANGELES,9001928B,3930,125,N,1132,TOTAL,359,260,88,
LOS ANGELES,9001929A,3931,308,N,760,POLLING PLACE,53,38,10,
LOS ANGELES,9001929A,3931,308,N,,VBM PORTION,4,4,,
LOS ANGELES,9001929A,3931,308,N,760,TOTAL,57,42,10,
LOS ANGELES,9001930A,3932,310,N,95,POLLING PLACE,9,8,1,
LOS ANGELES,9001930A,3932,310,N,,VBM PORTION,7,3,2,
LOS ANGELES,9001930A,3932,310,N,95,TOTAL,16,11,3,
LOS ANGELES,9001931A,3933,125,N,1028,POLLING PLACE,262,197,57,
LOS ANGELES,9001931A,3933,125,N,,VBM PORTION,95,61,24,
LOS ANGELES,9001931A,3933,125,N,1028,TOTAL,357,258,81,
LOS ANGELES,9001932B,3934,310,N,1073,POLLING PLACE,156,129,22,
LOS ANGELES,9001932B,3934,310,N,,VBM PORTION,23,21,1,
LOS ANGELES,9001932B,3934,310,N,1073,TOTAL,179,150,23,
LOS ANGELES,9001938A,3935,320,N,742,POLLING PLACE,138,112,21,
LOS ANGELES,9001938A,3935,320,N,,VBM PORTION,37,28,7,
LOS ANGELES,9001938A,3935,320,N,742,TOTAL,175,140,28,
LOS ANGELES,9001940D,3936,316,N,626,POLLING PLACE,71,58,10,
LOS ANGELES,9001940D,3936,316,N,,VBM PORTION,11,9,2,
LOS ANGELES,9001940D,3936,316,N,626,TOTAL,82,67,12,
LOS ANGELES,9001941A,3937,310,N,861,POLLING PLACE,94,82,5,
LOS ANGELES,9001941A,3937,310,N,,VBM PORTION,14,12,2,
LOS ANGELES,9001941A,3937,310,N,861,TOTAL,108,94,7,
LOS ANGELES,9001942A,3938,308,N,491,POLLING PLACE,20,18,,
LOS ANGELES,9001942A,3938,308,N,,VBM PORTION,1,1,,
LOS ANGELES,9001942A,3938,308,N,491,TOTAL,21,19,,
LOS ANGELES,9001943A,3939,310,N,933,POLLING PLACE,155,123,18,
LOS ANGELES,9001943A,3939,310,N,,VBM PORTION,39,33,4,
LOS ANGELES,9001943A,3939,310,N,933,TOTAL,194,156,22,
LOS ANGELES,9001950A,3940,308,N,573,POLLING PLACE,18,12,4,
LOS ANGELES,9001950A,3940,308,N,,VBM PORTION,7,6,1,
LOS ANGELES,9001950A,3940,308,N,573,TOTAL,25,18,5,
LOS ANGELES,9001951A,3941,179,N,922,POLLING PLACE,152,127,20,
LOS ANGELES,9001951A,3941,179,N,,VBM PORTION,52,36,15,
LOS ANGELES,9001951A,3941,179,N,922,TOTAL,204,163,35,
LOS ANGELES,9001956A,3942,308,N,778,POLLING PLACE,76,68,4,
LOS ANGELES,9001956A,3942,308,N,,VBM PORTION,24,21,2,
LOS ANGELES,9001956A,3942,308,N,778,TOTAL,100,89,6,
LOS ANGELES,9001957A,3943,358,N,379,POLLING PLACE,46,34,7,
LOS ANGELES,9001957A,3943,358,N,,VBM PORTION,6,4,2,
LOS ANGELES,9001957A,3943,358,N,379,TOTAL,52,38,9,
LOS ANGELES,9001959A,3944,312,N,497,POLLING PLACE,62,57,2,
LOS ANGELES,9001959A,3944,312,N,,VBM PORTION,14,14,,
LOS ANGELES,9001959A,3944,312,N,497,TOTAL,76,71,2,
LOS ANGELES,9001961A,3945,309,N,1003,POLLING PLACE,126,108,12,
LOS ANGELES,9001961A,3945,309,N,,VBM PORTION,26,18,6,
LOS ANGELES,9001961A,3945,309,N,1003,TOTAL,152,126,18,
LOS ANGELES,9001961F,3946,309,N,633,POLLING PLACE,107,91,12,
LOS ANGELES,9001961F,3946,309,N,,VBM PORTION,18,16,2,
LOS ANGELES,9001961F,3946,309,N,633,TOTAL,125,107,14,
LOS ANGELES,9001964A,3947,358,N,977,POLLING PLACE,118,105,10,
LOS ANGELES,9001964A,3947,358,N,,VBM PORTION,21,17,2,
LOS ANGELES,9001964A,3947,358,N,977,TOTAL,139,122,12,
LOS ANGELES,9001966A,3948,311,N,1156,POLLING PLACE,122,101,13,
LOS ANGELES,9001966A,3948,311,N,,VBM PORTION,28,23,1,
LOS ANGELES,9001966A,3948,311,N,1156,TOTAL,150,124,14,
LOS ANGELES,9001966B,3949,311,N,970,POLLING PLACE,142,119,19,
LOS ANGELES,9001966B,3949,311,N,,VBM PORTION,18,17,1,
LOS ANGELES,9001966B,3949,311,N,970,TOTAL,160,136,20,
LOS ANGELES,9001969B,6289,358,Y,3,POLLING PLACE,,,,
LOS ANGELES,9001969B,6289,358,Y,,VBM PORTION,,,,
LOS ANGELES,9001969B,6289,358,Y,3,TOTAL,,,,
LOS ANGELES,9001974A,3950,309,N,1018,POLLING PLACE,122,102,16,
LOS ANGELES,9001974A,3950,309,N,,VBM PORTION,26,24,,
LOS ANGELES,9001974A,3950,309,N,1018,TOTAL,148,126,16,
LOS ANGELES,9001980A,3951,316,N,757,POLLING PLACE,108,89,12,
LOS ANGELES,9001980A,3951,316,N,,VBM PORTION,16,11,4,
LOS ANGELES,9001980A,3951,316,N,757,TOTAL,124,100,16,
LOS ANGELES,9001984B,3952,228,N,998,POLLING PLACE,193,155,24,
LOS ANGELES,9001984B,3952,228,N,,VBM PORTION,35,28,5,
LOS ANGELES,9001984B,3952,228,N,998,TOTAL,228,183,29,
LOS ANGELES,9001985A,3953,228,N,1036,POLLING PLACE,196,160,23,
LOS ANGELES,9001985A,3953,228,N,,VBM PORTION,45,35,7,
LOS ANGELES,9001985A,3953,228,N,1036,TOTAL,241,195,30,
LOS ANGELES,9001987A,3954,316,N,1116,POLLING PLACE,129,111,9,
LOS ANGELES,9001987A,3954,316,N,,VBM PORTION,23,23,,
LOS ANGELES,9001987A,3954,316,N,1116,TOTAL,152,134,9,
LOS ANGELES,9001991A,3955,316,N,1177,POLLING PLACE,139,115,13,
LOS ANGELES,9001991A,3955,316,N,,VBM PORTION,36,30,1,
LOS ANGELES,9001991A,3955,316,N,1177,TOTAL,175,145,14,
LOS ANGELES,9001993B,3956,316,N,750,POLLING PLACE,105,85,10,
LOS ANGELES,9001993B,3956,316,N,,VBM PORTION,19,17,2,
LOS ANGELES,9001993B,3956,316,N,750,TOTAL,124,102,12,
LOS ANGELES,9001998A,3957,316,N,1096,POLLING PLACE,123,106,13,
LOS ANGELES,9001998A,3957,316,N,,VBM PORTION,14,12,1,
LOS ANGELES,9001998A,3957,316,N,1096,TOTAL,137,118,14,
LOS ANGELES,9001999A,3958,115,N,763,POLLING PLACE,170,102,62,
LOS ANGELES,9001999A,3958,115,N,,VBM PORTION,82,49,31,
LOS ANGELES,9001999A,3958,115,N,763,TOTAL,252,151,93,
LOS ANGELES,9002001A,3959,214,N,1032,POLLING PLACE,122,100,17,
LOS ANGELES,9002001A,3959,214,N,,VBM PORTION,49,40,8,
LOS ANGELES,9002001A,3959,214,N,1032,TOTAL,171,140,25,
LOS ANGELES,9002001B,3960,214,N,479,POLLING PLACE,71,58,10,
LOS ANGELES,9002001B,3960,214,N,,VBM PORTION,22,16,4,
LOS ANGELES,9002001B,3960,214,N,479,TOTAL,93,74,14,
LOS ANGELES,9002005A,3961,311,N,755,POLLING PLACE,87,66,10,
LOS ANGELES,9002005A,3961,311,N,,VBM PORTION,21,20,1,
LOS ANGELES,9002005A,3961,311,N,755,TOTAL,108,86,11,
LOS ANGELES,9002009A,3962,228,N,828,POLLING PLACE,118,103,6,
LOS ANGELES,9002009A,3962,228,N,,VBM PORTION,55,44,9,
LOS ANGELES,9002009A,3962,228,N,828,TOTAL,173,147,15,
LOS ANGELES,9002010A,3963,311,N,1107,POLLING PLACE,105,88,7,
LOS ANGELES,9002010A,3963,311,N,,VBM PORTION,20,16,1,
LOS ANGELES,9002010A,3963,311,N,1107,TOTAL,125,104,8,
LOS ANGELES,9002012B,3964,214,N,1095,POLLING PLACE,169,114,39,
LOS ANGELES,9002012B,3964,214,N,,VBM PORTION,66,44,16,
LOS ANGELES,9002012B,3964,214,N,1095,TOTAL,235,158,55,
LOS ANGELES,9002017A,3965,214,N,1129,POLLING PLACE,195,157,25,
LOS ANGELES,9002017A,3965,214,N,,VBM PORTION,49,43,3,
LOS ANGELES,9002017A,3965,214,N,1129,TOTAL,244,200,28,
LOS ANGELES,9002021A,3966,309,N,985,POLLING PLACE,128,115,9,
LOS ANGELES,9002021A,3966,309,N,,VBM PORTION,27,24,3,
LOS ANGELES,9002021A,3966,309,N,985,TOTAL,155,139,12,
LOS ANGELES,9002021B,3967,309,N,1050,POLLING PLACE,120,106,11,
LOS ANGELES,9002021B,3967,309,N,,VBM PORTION,27,26,,
LOS ANGELES,9002021B,3967,309,N,1050,TOTAL,147,132,11,
LOS ANGELES,9002022A,3968,309,N,1138,POLLING PLACE,113,104,6,
LOS ANGELES,9002022A,3968,309,N,,VBM PORTION,27,24,2,
LOS ANGELES,9002022A,3968,309,N,1138,TOTAL,140,128,8,
LOS ANGELES,9002024A,3969,309,N,885,POLLING PLACE,98,85,8,
LOS ANGELES,9002024A,3969,309,N,,VBM PORTION,12,12,,
LOS ANGELES,9002024A,3969,309,N,885,TOTAL,110,97,8,
LOS ANGELES,9002027A,3970,311,N,1156,POLLING PLACE,167,137,20,
LOS ANGELES,9002027A,3970,311,N,,VBM PORTION,22,16,,
LOS ANGELES,9002027A,3970,311,N,1156,TOTAL,189,153,20,
LOS ANGELES,9002029A,3971,198,N,1072,POLLING PLACE,260,235,18,
LOS ANGELES,9002029A,3971,198,N,,VBM PORTION,53,48,3,
LOS ANGELES,9002029A,3971,198,N,1072,TOTAL,313,283,21,
LOS ANGELES,9002033B,3972,311,N,921,POLLING PLACE,93,74,12,
LOS ANGELES,9002033B,3972,311,N,,VBM PORTION,14,10,1,
LOS ANGELES,9002033B,3972,311,N,921,TOTAL,107,84,13,
