Operator,Date,System,City,State,County,Cause,Sub Cause,Fatalities,Injuries,Property_Damage_(A),Gross_Barrels_Spilled_(Haz Liq)_(B),Net_Barrels_Lost (Haz_Liq)_(B)(C),Value_of_Product_Lost_(D)
Mobil Corp,9/9/10,HL,,TX,,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0,0,47443,0,0,43
Mobil Corp,6/11/10,HL,BEAUMONT,TX,JEFFERSON,CORROSION,INTERNAL,0,0,26581,2,0,160
Mobil Corp,1/9/10,HL,HULL,TX,LIBERTY,NATURAL FORCE DAMAGE,TEMPERATURE,0,0,413,0,0,13
Mobil Corp,7/29/07,HL,BEAUMONT,TX,JEFFERSON,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,13622,0,0,45
Mobil Corp,7/4/07,HL,HULL,TX,LIBERTY,MATERIAL/WELD/EQUIP FAILURE,RUPTURED OR LEAKING SEAL/PUMP PACKING,0,0,142838,58,58,2838
Mobil Corp,5/2/06,HL,BEAUMONT,TX,JEFFERSON,ALL OTHER CAUSES,MISCELLANEOUS,0,0,250515,6,0,515
Mobil Pacific Pipeline Co,7/28/14,HL,LONG BEACH,CA,LOS ANGELES,CORROSION,INTERNAL,0,0,137600,16,0,
Mobil Pacific Pipeline Co,10/14/13,HL,LONG BEACH,CA,LOS ANGELES,CORROSION,EXTERNAL,0,0,365600,6,0,
Mobil Pacific Pipeline Co,8/6/11,HL,TORRANCE,CA,LOS ANGELES,CORROSION,INTERNAL,0,0,196640,35,0,
Mojave Pipeline Operating Company,5/20/14,GT,CADIZ,CA,SAN BERNARDINO,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,74064,73964,,
Mojave Pipeline Operating Company,5/2/12,GT,ARVIN,CA,KERN,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,1475643,963643,,
Nustar Terminals Operations Partnership L. P.,6/21/14,HL,CROCKETT,CA,CONTRA COSTA,INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,0,0,52000,37,0,
Nustar Terminals Operations Partnership L. P.,9/14/13,HL,LINDEN,NJ,UNION,INCORRECT OPERATION,INCORRECT VALVE POSITION,0,0,14448,3,2,
Nustar Terminals Operations Partnership L. P.,11/3/12,HL,LINDEN,NJ,UNION,CORROSION,EXTERNAL,0,0,35400,1,0,
Nustar Terminals Operations Partnership L. P.,9/11/12,HL,LINDEN,NJ,UNION,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,0,0,10730,0,0,
Nustar Terminals Operations Partnership L. P.,2/16/11,HL,LINDEN,NJ,UNION,CORROSION,INTERNAL,0,0,153400,7,0,
Nustar Terminals Operations Partnership L. P.,12/16/10,HL,LINDEN,NJ,UNION,CORROSION,INTERNAL,0,0,20742,27,0,
Nustar Terminals Operations Partnership L. P.,8/19/10,HL,ST. JAMES,LA,ST. JAMES,CORROSION,INTERNAL,0,0,28500,0,0,
Oxy Usa Inc,6/6/12,HL,COMMERCE,CA,LOS ANGELES,CORROSION,INTERNAL,0,0,16548,0,0,
Oxy Usa Inc,7/6/10,HL,LA HABRA HEIGHTS,CA,LOS ANGELES,CORROSION,INTERNAL,0,0,13900,9,0,
"Pacific Coast Energy Company, Lp",2/19/14,HL,LOS ANGELES,CA,LOS ANGELES,CORROSION,INTERNAL,0,0,232500,15,3,
"Pacific Coast Energy Company, Lp",3/9/07,GG,LOS ANGELES,CA,LOS ANGELES,CORROSION,INTERNAL,0,0,60000,,,
Pacific Gas & Electric Co,5/6/15,GT,YUBA CITY,CA,SUTTER COUNTY,ALL OTHER CAUSES,UNKNOWN,0,0,160058,58,,
Pacific Gas & Electric Co,4/17/15,GT,FRESNO,CA,FRESNO COUNTY,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,1,11,1951700,21700,,
Pacific Gas & Electric Co,4/13/15,GT,DIXON,CA,SOLANO COUNTY,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,87150,2150,,
Pacific Gas & Electric Co,2/28/15,GT,CARMEL,CA,MONTEREY,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,467100,17100,,
Pacific Gas & Electric Co,1/28/15,GT,ARVIN,CA,KERN COUNTY,ALL OTHER CAUSES,UNKNOWN,0,0,54396,49396,,
Pacific Gas & Electric Co,1/7/15,GT,ARVIN,CA,KERN COUNTY,ALL OTHER CAUSES,UNKNOWN,0,0,19000,14000,,
Pacific Gas & Electric Co,12/23/14,GT,OROVILLE,CA,BUTTE,CORROSION,EXTERNAL,0,0,100002,2,,
Pacific Gas & Electric Co,12/10/14,GT,HINKLEY,CA,SAN BERNARDINO  COUNTY,ALL OTHER CAUSES,MISCELLANEOUS,0,0,0,0,,
Pacific Gas & Electric Co,11/22/14,GT,ARVIN,CA,KERN COUNTY,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,569525,564525,,
Pacific Gas & Electric Co,10/24/14,GT,BAKERSFIELD,CA,KERN,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,979000,459000,,
Pacific Gas & Electric Co,10/15/14,GT,SANTA CLARA,CA,SANTA CLARA,ALL OTHER CAUSES,UNKNOWN,0,0,203735,3735,,
Pacific Gas & Electric Co,8/24/14,GT,,CA,,NATURAL FORCE DAMAGE,EARTH MOVEMENT,0,0,7500000,0,,
Pacific Gas & Electric Co,8/19/14,GT,AUBURN,CA,PLACER,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,0,0,65427,5427,,
Pacific Gas & Electric Co,3/25/14,GT,WEST SACRAMENTO,CA,YOLO,ALL OTHER CAUSES,UNKNOWN,0,0,53125,3125,,
Pacific Gas & Electric Co,3/14/14,GT,REDWOOD CITY,CA,SAN MATEO COUNTY,INCORRECT OPERATION,INCORRECT INSTALLATION,0,0,80000,0,,
Pacific Gas & Electric Co,11/22/13,GT,SAN ARDO,CA,MONTEREY,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,403300,3300,,
Pacific Gas & Electric Co,10/23/13,GT,WHEATLAND,CA,YUBA,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,150000,40000,,
Pacific Gas & Electric Co,8/29/13,GT,FIREBAUGH,CA,FRESNO,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,0,0,210000,10000,,
Pacific Gas & Electric Co,6/30/13,GT,ARVIN,CA,,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,282157,281157,,
Pacific Gas & Electric Co,12/1/12,GT,STOCKTON,CA,SAN JOAQUIN,EXCAVATION DAMAGE,PREVIOUS DAMAGE DUE TO EXCAVATION,0,0,546000,16000,,
Pacific Gas & Electric Co,11/30/12,GT,MADERA,CA,MADERA,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,363900,13450,,
Pacific Gas & Electric Co,11/10/12,GT,MODESTO,CA,STANISLAUS,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,105010,20010,,
Pacific Gas & Electric Co,10/4/12,GT,SUNNYVALE,CA,SANTA CLARA,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,0,0,35800,10800,,
Pacific Gas & Electric Co,9/19/11,GT,NOVATO,CA,MARIN,CORROSION,EXTERNAL,0,0,1999000,5000,,
Pacific Gas & Electric Co,9/9/11,GT,SALINAS,CA,MONTEREY,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,60000,0,,
Pacific Gas & Electric Co,6/13/11,GT,RIO VISTA,CA,SOLANO,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,70000,10000,,
Pacific Gas & Electric Co,5/25/11,GT,MOUNTAIN VIEW,CA,SANTA CLARA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,40000,10000,,
Pacific Gas & Electric Co,5/25/11,GT,NEEDLES,CA,SAN BERNARDINO,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0,0,3400000,2000000,,
Pacific Gas & Electric Co,11/29/10,GT,20 MILES EAST OF LOS BANOS & F,CA,MADERA,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,82000,0,,
Pacific Gas & Electric Co,10/2/10,GT,SALINAS,CA,MONTEREY,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,90512,42892,,
Pacific Gas & Electric Co,9/9/10,GT,SAN BRUNO,CA,SAN MATEO,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,8,51,375363000,263000,,
Pacific Gas & Electric Co,3/5/10,GT,RIO VISTA,CA,SOLANO,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,0,0,55000,0,,
Pacific Gas & Electric Co,12/9/09,GT,ELK GROVE,CA,SACRAMENTO,CORROSION,EXTERNAL,0,0,150000,0,,
Pacific Gas & Electric Co,11/11/09,GT,SAN FRANCISCO,CA,SAN FRANCISCO,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,50000,0,,
Pacific Gas & Electric Co,10/22/09,GT,SALINAS,CA,MONTEREY,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,85000,0,,
Pacific Gas & Electric Co,4/3/09,GT,SALINAS,CA,MONTEREY,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,1510000,10000,,
Pacific Gas & Electric Co,3/19/09,GT,ARBUCKLE,CA,COLUSA,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,0,0,52000,2000,,
Pacific Gas & Electric Co,7/21/08,GT,EUREKA,CA,HUMBOLDT,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,70500,500,,
Pacific Gas & Electric Co,3/31/08,GT,GLENN,CA,GLENN,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,43800,2300,,
Pacific Gas & Electric Co,9/13/07,GT,AVENAL,CA,KINGS,INCORRECT OPERATION,INCORRECT OPERATION,0,0,122500,12500,,
Pacific Gas & Electric Co,8/28/07,GT,CHOWCHILLA,CA,MERCED,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,45000,8000,,
Pacific Gas & Electric Co,1/16/07,GT,HEALDSBURG,CA,SONOMA,CORROSION,EXTERNAL,0,0,500000,0,,
Pacific Gas & Electric Co,11/20/06,GG,STOCKTON,CA,SAN JOAQUIN,MATERIAL/WELD/EQUIP FAILURE,JOINT/FITTING/COMPONENT,0,1,350,0,,
Pacific Gas & Electric Co,8/19/06,GT,MAD RIVER,CA,TRINITY,NATURAL FORCE DAMAGE,EARTH MOVEMENT,0,0,358000,108000,,
Paramount Petroleum Corp,4/24/11,HL,PARAMOUNT,CA,LOS ANGELES,EXCAVATION DAMAGE,PREVIOUS DAMAGE DUE TO EXCAVATION,0,0,36100,1,0,100
Paramount Petroleum Corp,4/26/07,HL,LONG BEACH,CA,LOS ANGELES,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,1070300,5,0,300
Paramount Petroleum Corp,6/9/06,HL,SANTA FE SPRINGS,CA,LOS ANGELES,CORROSION,UNSPECIFIED CORROSION,0,0,11827,0,0,0
Phillips 66 Pipeline Llc,6/30/15,HL,Not Within a Municipality,WY,CARBON,OTHER OUTSIDE FORCE DAMAGE,FIRE/EXPLOSION AS PRIMARY CAUSE,0,0,44847,260,0,32760
Phillips 66 Pipeline Llc,6/23/15,HL,Not Within a Municipality,CO,CROWLEY,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,80000,0,0,0
Phillips 66 Pipeline Llc,6/2/15,HL,SANTA MARIA,CA,SANTA BARBARA,CORROSION,EXTERNAL,0,0,80045,0,0,45
Phillips 66 Pipeline Llc,5/3/15,HL,SHERIDAN,WY,SHERIDAN,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,21638,3,0,294
Phillips 66 Pipeline Llc,4/25/15,HL,WICHITA,KS,SEDGWICK,CORROSION,EXTERNAL,0,0,5075,0,0,75
Phillips 66 Pipeline Llc,4/1/15,HL,LOST HILLS,CA,KERN,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,7585,1,0,85
Phillips 66 Pipeline Llc,3/26/15,HL,NEDERLAND,TX,JEFFERSON,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,18390,0,0,20
Phillips 66 Pipeline Llc,3/10/15,HL,SEDALIA,MO,PETTIS,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,2521,0,0,21
Phillips 66 Pipeline Llc,3/2/15,HL,Not Within a Municipality,TX,ANDREWS,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,21000,0,0,1000
Phillips 66 Pipeline Llc,3/2/15,HL,Not Within a Municipality,CO,WELD,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,15030,0,0,30
Phillips 66 Pipeline Llc,2/22/15,HL,NEDERLAND,TX,JEFFERSON,CORROSION,INTERNAL,0,0,8200,2,0,200
Phillips 66 Pipeline Llc,2/6/15,HL,AURORA,CO,ADAMS,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,75,0,0,25
Phillips 66 Pipeline Llc,12/10/14,HL,LOST HILLS,CA,KERN,CORROSION,INTERNAL,0,0,63050,0,0,50
Phillips 66 Pipeline Llc,12/6/14,HL,PASADENA,TX,HARRIS,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,7600,0,0,100
Phillips 66 Pipeline Llc,10/25/14,HL,,TX,DALLAM,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,5060,0,0,60
Phillips 66 Pipeline Llc,10/8/14,HL,SINCLAIR,WY,CARBON,INCORRECT OPERATION,INCORRECT VALVE POSITION,0,0,1622,0,0,22
Phillips 66 Pipeline Llc,10/6/14,HL,GOLDSMITH,TX,ECTOR,CORROSION,INTERNAL,0,0,15050,0,0,50
Phillips 66 Pipeline Llc,9/26/14,HL,ARKANSAS CITY,KS,COWLEY,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,5025,0,0,25
Phillips 66 Pipeline Llc,9/24/14,HL,AMARILLO,TX,POTTER,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,17085,1,1,85
Phillips 66 Pipeline Llc,9/17/14,HL,RICHMOND,CA,CONTRA COSTA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,5000,2,0,200
Phillips 66 Pipeline Llc,8/22/14,HL,CUSHING,OK,PAYNE,CORROSION,INTERNAL,0,0,2520,0,0,20
Phillips 66 Pipeline Llc,8/1/14,HL,,TX,DALLAM,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,5060,0,0,60
Phillips 66 Pipeline Llc,6/24/14,HL,BORGER,TX,HUTCHINSON,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,13050,0,0,50
Phillips 66 Pipeline Llc,6/14/14,HL,THOMPSON FALLS,MT,SANDERS,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,11688,3,3,588
Phillips 66 Pipeline Llc,4/25/14,HL,PASADENA,TX,HARRIS,INCORRECT OPERATION,INCORRECT VALVE POSITION,0,0,15050,0,0,50
Phillips 66 Pipeline Llc,4/22/14,HL,SULPHUR,LA,CALCASIEU,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,2120,0,0,120
Phillips 66 Pipeline Llc,4/3/14,HL,CAHOKIA,IL,ST. CLAIR,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,5533,0,0,33
Phillips 66 Pipeline Llc,4/1/14,HL,WICHITA FALLS,TX,WICHITA,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,6600,1,0,100
Phillips 66 Pipeline Llc,3/17/14,HL,WILMINGTON,CA,LOS ANGELES,CORROSION,INTERNAL,0,0,400900,39,0,900
Phillips 66 Pipeline Llc,3/16/14,HL,ODESSA,TX,ECTOR,CORROSION,EXTERNAL,0,0,4950,1,0,150
Phillips 66 Pipeline Llc,3/10/14,HL,CUSHING,OK,PAYNE,CORROSION,INTERNAL,0,0,165750,361,0,36800
Phillips 66 Pipeline Llc,2/28/14,HL,ST. LOUIS,MO,ST. LOUIS,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,215,0,0,75
Phillips 66 Pipeline Llc,2/16/14,HL,AMARILLO,TX,POTTER,INCORRECT OPERATION,INCORRECT EQUIPMENT,0,0,1000,3,0,400
Phillips 66 Pipeline Llc,1/21/14,HL,CONWAY SPRINGS,KS,SUMNER,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,170,0,0,20
Phillips 66 Pipeline Llc,1/14/14,HL,ROCK SPRINGS,WY,SWEETWATER,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0,0,2643,0,0,143
Phillips 66 Pipeline Llc,1/12/14,HL,GOLDSMITH,TX,ECTOR,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,5140,0,0,40
Phillips 66 Pipeline Llc,12/13/13,HL,PONCA CITY,OK,KAY,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,193841,200,0,20000
Phillips 66 Pipeline Llc,11/24/13,HL,HOLLIDAY,TX,ARCHER,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,316754,160,0,1600
Phillips 66 Pipeline Llc,11/18/13,HL,COMMERCE CITY,CO,ADAMS,INCORRECT OPERATION,INCORRECT INSTALLATION,0,0,1025,0,0,25
Phillips 66 Pipeline Llc,10/28/13,HL,MCKITTRICK,CA,KERN,MATERIAL/WELD/EQUIP FAILURE,ENVIRONMENTAL CRACKING-RELATED,0,0,4615,0,0,15
Phillips 66 Pipeline Llc,10/17/13,HL,PASADENA,TX,HARRIS,NATURAL FORCE DAMAGE,EARTH MOVEMENT,0,0,627734,0,0,30
Phillips 66 Pipeline Llc,9/30/13,HL,AMARILLO,TX,POTTER,INCORRECT OPERATION,INCORRECT INSTALLATION,0,0,104500,34,8,4500
Phillips 66 Pipeline Llc,8/19/13,HL,HOMINY,OK,OSAGE,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,0,0,381000,491,1,60000
Phillips 66 Pipeline Llc,7/11/13,HL,MCKITTRICK,CA,KERN,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,10730,0,0,30
Phillips 66 Pipeline Llc,7/2/13,HL,ST. XAVIER,MT,BIGHORN,NATURAL FORCE DAMAGE,EARTH MOVEMENT,0,0,1985787,411,400,60935
Phillips 66 Pipeline Llc,5/17/13,HL,BROKEN ARROW,OK,WAGONER,INCORRECT OPERATION,INCORRECT INSTALLATION,0,0,1540,0,0,40
Phillips 66 Pipeline Llc,4/1/13,HL,TAFT,CA,KERN,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0,0,6430,2,0,230
Phillips 66 Pipeline Llc,2/19/13,HL,PANHANDLE,TX,CARSON,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,10240,0,0,40
Phillips 66 Pipeline Llc,2/13/13,HL,MT. VERNON,MO,LAWRENCE,CORROSION,EXTERNAL,0,0,173869,53,15,7757
Phillips 66 Pipeline Llc,2/5/13,HL,GOLDSMITH,TX,ECTOR,CORROSION,EXTERNAL,0,0,20850,8,0,850
Phillips 66 Pipeline Llc,1/18/13,HL,BORGER,TX,HUTCHINSON,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,30000,97,97,5000
Phillips 66 Pipeline Llc,1/14/13,HL,TAFT,CA,KERN,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,2265,0,0,65
Phillips 66 Pipeline Llc,11/13/12,HL,IOWA,LA,CALCASIEU,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,19050,0,0,50
Phillips 66 Pipeline Llc,11/8/12,HL,FAIRCHILD,WA,SPOKANE,INCORRECT OPERATION,INCORRECT VALVE POSITION,0,0,2570,0,0,0
Phillips 66 Pipeline Llc,10/30/12,HL,MADISON,KS,GREENWOOD,CORROSION,EXTERNAL,0,0,3820,0,0,20
Phillips 66 Pipeline Llc,10/10/12,HL,KEENESBURG,CO,WELD,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,1000,0,0,1000
Phillips 66 Pipeline Llc,9/24/12,HL,MCKITTRICK,CA,KERN,CORROSION,EXTERNAL,0,0,25520,0,0,20
Phillips 66 Pipeline Llc,8/27/12,HL,UTICA,MT,JUDITH BASIN,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,250,0,0,0
Phillips 66 Pipeline Llc,8/18/12,HL,KANSAS CITY,KS,WYANDOTTE,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,1050,0,0,50
Phillips 66 Pipeline Llc,5/27/12,HL,CUSHING,OK,PAYNE,CORROSION,INTERNAL,0,0,7770,3,1,270
Phillips 66 Pipeline Llc,5/23/12,HL,EDMOND,OK,LOGAN,CORROSION,INTERNAL,0,0,12680,5,2,180
Phillips 66 Pipeline Llc,4/19/12,HL,SANTA MARIA,CA,SANTA BARBARA,CORROSION,EXTERNAL,0,0,405500,5,0,500
Phillips 66 Pipeline Llc,3/20/12,HL,DENVER CITY,TX,YOAKUM,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,800,0,0,50
Phillips 66 Pipeline Llc,2/15/12,HL,WESTLAKE,LA,CALCASIEU,CORROSION,INTERNAL,0,0,825050,0,0,50
Phillips 66 Pipeline Llc,2/12/12,HL,WICHITA,KS,SEDGWICK,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,11575,0,0,75
Phillips 66 Pipeline Llc,1/16/12,HL,CARSON,CA,LOS ANGELES,CORROSION,INTERNAL,0,0,128200,2,2,200
Phillips 66 Pipeline Llc,1/10/12,HL,SULPHUR,LA,CALCASIEU,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,0,0,10050,0,0,50
Phillips 66 Pipeline Llc,11/10/11,HL,WESTLAKE,LA,CALCASIEU,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,16100,0,0,100
Phillips 66 Pipeline Llc,11/7/11,HL,CONCORD,CA,CONTRA COSTA,CORROSION,EXTERNAL,0,0,1839410,45,45,4410
Phillips 66 Pipeline Llc,10/3/11,HL,MIDKIFF,TX,UPTON,CORROSION,EXTERNAL,0,0,17500,10,10,2500
Phillips 66 Pipeline Llc,9/24/11,HL,SHERIDAN,WY,SHERIDAN,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,7070,0,0,70
Phillips 66 Pipeline Llc,9/13/11,HL,"TEMPLE, OK",OK,COTTON,ALL OTHER CAUSES,UNKNOWN,0,0,3343196,1,0,146
Phillips 66 Pipeline Llc,9/4/11,HL,BORGER,TX,HUTCHINSON,CORROSION,INTERNAL,0,0,36427,4,4,427
Phillips 66 Pipeline Llc,8/27/11,HL,BYRON,CA,CONTRA COSTA,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,1275040,56,56,5040
Phillips 66 Pipeline Llc,8/11/11,HL,ORCUTT,CA,SANTA BARBARA,CORROSION,INTERNAL,0,0,30070,0,0,70
Phillips 66 Pipeline Llc,7/27/11,HL,,OK,,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,0,0,35000,0,0,0
Phillips 66 Pipeline Llc,7/4/11,HL,WICHITA FALLS,TX,WICHITA,CORROSION,INTERNAL,0,0,58000,29,13,3000
Phillips 66 Pipeline Llc,3/15/11,HL,,OK,,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,0,0,41139,1,1,45
Phillips 66 Pipeline Llc,3/3/11,HL,BILLINGS,MT,YELLOWSTONE,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,31250,2,0,250
Phillips 66 Pipeline Llc,1/3/11,HL,PASADENA,TX,HARRIS,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,600,5,2,400
Phillips 66 Pipeline Llc,12/15/10,HL,EUREKA,MO,ST. LOUIS,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0,1,60,0,0,60
Phillips 66 Pipeline Llc,12/3/10,HL,WICHITA FALLS,TX,WICHITA,CORROSION,INTERNAL,0,0,16675,0,0,75
Phillips 66 Pipeline Llc,8/27/10,HL,EVANSVILLE,WY,NATRONA,INCORRECT OPERATION,INCORRECT INSTALLATION,0,0,16260,10,10,1260
Phillips 66 Pipeline Llc,6/12/10,HL,CUSHING,OK,PAYNE,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,10180,6,2,480
Phillips 66 Pipeline Llc,6/8/10,HL,WESTLAKE,LA,CALCASIEU PARISH,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0,0,76269,3,0,0
Phillips 66 Pipeline Llc,6/3/10,HL,GOLDSMITH,TX,ECTOR,CORROSION,EXTERNAL,0,0,304262,4618,4618,199000
Phillips 66 Pipeline Llc,5/27/10,HL,KANSAS CITY,KS,WYANDOTTE,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,11700,10,5,1000
Phillips 66 Pipeline Llc,5/16/10,HL,GRAHAM,TX,YOUNG,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,23575,3,1,75
Phillips 66 Pipeline Llc,4/8/10,HL,GREEN RIDGE,MO,PETTIS,NATURAL FORCE DAMAGE,TEMPERATURE,0,0,27,0,0,27
Phillips 66 Pipeline Llc,3/29/10,HL,SULPHUR,LA,CALCASIEU,CORROSION,INTERNAL,0,0,16130,0,0,30
Phillips 66 Pipeline Llc,3/26/10,HL,BORGER,TX,,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0,0,30058,0,0,58
Phillips 66 Pipeline Llc,3/23/10,HL,WESTLAKE,LA,CALCASIEU PARISH,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,3520,0,0,20
